BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
10984837,2020-10-03 19:34:28,UNI,0x35a18000230da775cac24873d00ff85bccded550,0.0,60.0
13765755,2021-12-08 16:09:50,UNI,0x35a18000230da775cac24873d00ff85bccded550,60.0,70.0
14292829,2022-02-28 05:51:32,UNI,0x35a18000230da775cac24873d00ff85bccded550,70.0,75.0
