BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
7710797,2019-05-07 01:34:11,BAT,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,0.0,60.0
11994144,2021-03-07 22:44:43,BAT,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,60.0,65.0
13699346,2021-11-28 00:56:55,BAT,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,65.0,60.0
13841132,2021-12-20 09:08:19,BAT,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,60.0,65.0
16319290,2023-01-02 13:08:59,BAT,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,65.0,62.0
16569936,2023-02-06 13:06:35,BAT,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,62.0,60.0
