BLOCK_NUMBER_,BLOCK_TIMESTAMP_,ASSET,LB,LT,LTV,ADDRESS,SYMBOL
11362828,2020-11-30 22:22:30.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,110.0,75.0,70.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
13160803,2021-09-04 18:16:45.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,109.0,75.0,70.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
13219713,2021-09-13 21:05:08.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,109.0,75.0,70.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
13290779,2021-09-24 21:05:24.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,107.5,75.0,70.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
13426219,2021-10-16 01:59:30.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,107.5,80.0,70.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
13474128,2021-10-23 13:47:07.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,107.5,80.0,70.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
13877253,2021-12-25 23:14:51.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,107.5,80.0,75.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
15826167,2022-10-25 16:03:59.000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,107.5,70.0,65.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT
