BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
13039770,2021-08-17 01:23:40,LINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,0.0,50.0
13583937,2021-11-09 19:10:53,LINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,50.0,60.0
13635170,2021-11-17 20:36:01,LINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,60.0,65.0
13841132,2021-12-20 09:08:19,LINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,65.0,70.0
14292829,2022-02-28 05:51:32,LINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,70.0,75.0
14879331,2022-05-31 14:58:05,LINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,75.0,77.0
14959593,2022-06-14 03:25:49,LINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,77.0,79.0
