BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
7710800,2019-05-07 01:34:37,REP,0x158079ee67fce2f58472a96584a73c7ab9ac95c1,0.0,60.0
7716043,2019-05-07 21:20:45,REP,0x158079ee67fce2f58472a96584a73c7ab9ac95c1,60.0,50.0
9323007,2020-01-21 05:37:25,REP,0x158079ee67fce2f58472a96584a73c7ab9ac95c1,50.0,40.0
12370865,2021-05-05 00:00:50,REP,0x158079ee67fce2f58472a96584a73c7ab9ac95c1,40.0,0.0
