BLOCK_NUMBER_,BLOCK_TIMESTAMP_,ASSET,LB,LT,LTV,ADDRESS,SYMBOL
11857246,2021-02-14 21:26:49.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,115.0,45.0,25.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
13160803,2021-09-04 18:16:45.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,112.5,45.0,25.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
13219713,2021-09-13 21:05:08.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,112.5,60.0,35.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
13290779,2021-09-24 21:05:24.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,110.0,60.0,35.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
13381378,2021-10-09 00:23:27.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,110.0,60.0,30.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
13474128,2021-10-23 13:47:07.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,110.0,60.0,45.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
13877253,2021-12-25 23:14:51.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,108.5,60.0,45.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
14246054,2022-02-20 23:51:45.000,0x8798249c2e607446efb7ad49ec89dd1865ff4272,108.5,65.0,50.0,0x8798249c2e607446efb7ad49ec89dd1865ff4272,xSUSHI
