BLOCK_NUMBER_,BLOCK_TIMESTAMP_,ASSET,LB,LT,LTV,ADDRESS,SYMBOL
11362828,2020-11-30 22:22:30.000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,110.0,65.0,60.0,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
13160803,2021-09-04 18:16:45.000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,108.0,65.0,60.0,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
13219713,2021-09-13 21:05:08.000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,108.0,65.0,60.0,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
13290779,2021-09-24 21:05:24.000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,107.5,65.0,60.0,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
13381378,2021-10-09 00:23:27.000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,107.5,70.0,65.0,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
13426219,2021-10-16 01:59:30.000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,107.5,75.0,65.0,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
14470645,2022-03-27 21:22:18.000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,107.5,75.0,61.5,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA
