BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
7716047,2019-05-07 21:21:49,USDC,0x39aa39c021dfbae8fac545936693ac917d5e7563,0.0,75.0
13583937,2021-11-09 19:10:53,USDC,0x39aa39c021dfbae8fac545936693ac917d5e7563,75.0,80.0
14879331,2022-05-31 14:58:05,USDC,0x39aa39c021dfbae8fac545936693ac917d5e7563,80.0,82.5
14959593,2022-06-14 03:25:49,USDC,0x39aa39c021dfbae8fac545936693ac917d5e7563,82.5,84.0
15077600,2022-07-04 18:11:51,USDC,0x39aa39c021dfbae8fac545936693ac917d5e7563,84.0,85.5
