BLOCK_NUMBER_,BLOCK_TIMESTAMP_,ASSET,LB,LT,LTV,ADDRESS,SYMBOL
11779563,2021-02-02 22:45:41.000,0xba100000625a3754423978a60c9317c58a424e3d,110.0,60.0,55.0,0xba100000625a3754423978a60c9317c58a424e3d,BAL
13219713,2021-09-13 21:05:08.000,0xba100000625a3754423978a60c9317c58a424e3d,110.0,70.0,65.0,0xba100000625a3754423978a60c9317c58a424e3d,BAL
13426219,2021-10-16 01:59:30.000,0xba100000625a3754423978a60c9317c58a424e3d,108.0,70.0,65.0,0xba100000625a3754423978a60c9317c58a424e3d,BAL
