BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
13039770,2021-08-17 01:23:40,AAVE,0xe65cdb6479bac1e22340e4e755fae7e509ecd06c,0.0,50.0
13583937,2021-11-09 19:10:53,AAVE,0xe65cdb6479bac1e22340e4e755fae7e509ecd06c,50.0,60.0
14292829,2022-02-28 05:51:32,AAVE,0xe65cdb6479bac1e22340e4e755fae7e509ecd06c,60.0,65.0
14700684,2022-05-02 21:34:16,AAVE,0xe65cdb6479bac1e22340e4e755fae7e509ecd06c,65.0,70.0
14959593,2022-06-14 03:25:49,AAVE,0xe65cdb6479bac1e22340e4e755fae7e509ecd06c,70.0,73.0
