BLOCK_NUMBER_,BLOCK_TIMESTAMP_,ASSET,LB,LT,LTV,ADDRESS,SYMBOL
11362828,2020-11-30 22:22:30.000,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,110.0,65.0,60.0,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR
13219713,2021-09-13 21:05:08.000,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,110.0,70.0,65.0,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR
13290779,2021-09-24 21:05:24.000,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,108.0,70.0,65.0,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR
14246054,2022-02-20 23:51:45.000,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,107.5,70.0,65.0,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR
16262291,2022-12-25 14:15:23.000,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,107.5,67.0,62.0,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR
16811262,2023-03-12 10:10:11.000,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,107.5,64.0,59.0,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR
