BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
13039770,2021-08-17 01:23:40,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,0.0,40.0
13583937,2021-11-09 19:10:53,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,40.0,45.0
13635170,2021-11-17 20:36:01,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,45.0,55.0
14292829,2022-02-28 05:51:32,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,55.0,60.0
14430843,2022-03-21 16:42:18,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,60.0,65.0
14563136,2022-04-11 07:46:47,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,65.0,70.0
14959593,2022-06-14 03:25:49,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,70.0,73.0
15911677,2022-11-06 14:49:11,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,73.0,70.0
16319290,2023-01-02 13:08:59,SUSHI,0x4b0181102a0112a2ef11abee5563bb4a3176c9d7,70.0,67.0
