BLOCK_NUMBER_,BLOCK_TIMESTAMP_,SYMBOL,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
13039770,2021-08-17 01:23:40,MKR,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,0.0,35.0
13583937,2021-11-09 19:10:53,MKR,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,45.0
13635170,2021-11-17 20:36:01,MKR,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,45.0,55.0
14292829,2022-02-28 05:51:32,MKR,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,55.0,60.0
14430843,2022-03-21 16:42:18,MKR,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,60.0,65.0
14700684,2022-05-02 21:34:16,MKR,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,65.0,70.0
14879331,2022-05-31 14:58:05,MKR,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,70.0,73.0
