,block,block_timestamp,b_price,price_volatility,combined_USDT,rolling_USDT,liquidity_volatility,rolling_USDT_Vola,ASSET,LB,LT,LTV,ADDRESS
231,13896000,2021-12-28,252.7,1.1476247133468185,3360740.3205854795,423572.44984616456,123.67884460471379,1.5663733862200002,,,,,
232,13902000,2021-12-29,236.3,1.1574839850967356,2939810.2580108726,507700.2527345093,123.71580557144529,1.7112024846545026,,,,,
233,13908000,2021-12-30,262.8,1.1996532211835178,3342035.8834999017,598415.166299687,123.74505896485199,1.8165397149736362,,,,,
234,13914000,2021-12-31,253.9,1.2020782196611046,2958447.376294168,637210.599326979,123.82388712001331,1.8330532004308755,,,,,
235,13920000,2022-01-01,266.4,1.2064524351031134,2842595.64388231,706642.7376967182,123.75854848800664,1.8724569606317112,,,,,
236,13926000,2022-01-02,265.3,1.1806680560205782,2968957.235333706,786150.3076180294,123.72887873541303,1.9105199170779439,,,,,
237,13932000,2022-01-03,267.2,1.1345211108217474,3306261.529671565,890275.7334980482,123.63084615245126,1.9550979423153132,,,,,
238,13938000,2022-01-04,252.1,1.1351853755158783,2873757.327126706,981277.4426112111,123.62141348169875,1.9743498513691826,,,,,
239,13944000,2022-01-05,230.3,1.1624894661782237,2683483.345018387,1067747.521809546,123.58417862752006,1.9878266282016683,,,,,
240,13950000,2022-01-06,221.0,1.1715501774048498,2941135.276392779,1162278.5871811237,123.59183224504649,1.995468603052087,,,,,
241,13956000,2022-01-07,211.7,1.1549099481898506,2414104.3429074124,1238924.705679319,123.62062435809709,1.9869885786449506,,,,,
242,13962000,2022-01-08,212.3,1.0816613778427524,2705539.669951969,1325285.2712735257,123.60864705827,1.9654407644322767,,,,,
243,13968000,2022-01-09,209.5,1.0668414149842094,2352364.5599661227,1401206.6051315526,123.58231434646842,1.950996086436862,,,,,
244,13980000,2022-01-10,199.9,1.0538711643675915,2129990.6783759366,1468379.5553447308,123.6377422190709,1.9420962889284148,,,,,
245,13986000,2022-01-11,213.3,1.0681203237172945,2419457.508612717,1544966.0756446759,123.63061566169942,1.9289457528871274,,,,,
246,13992000,2022-01-12,218.5,1.020763283423354,2868536.198962197,1638185.4733426573,123.56431342006816,1.913303830573947,,,,,
247,13998000,2022-01-13,209.3,1.0275977436946124,2653465.0232952954,1723445.8658710537,123.60265414944394,1.8776684514554456,,,,,
248,14004000,2022-01-14,223.9,1.0422343901345807,2750803.0138864815,1811701.7958231668,123.60676373339906,1.8590551555975199,,,,,
249,14010000,2022-01-15,238.4,1.0538746439971278,3567547.2784446194,1926095.6625362518,123.60833617550395,1.831549356494531,,,,,
250,14016000,2022-01-16,242.5,1.0371957356871877,2920547.935082084,2011683.6115523009,123.69946760759592,1.810392666241872,,,,,
251,14022000,2022-01-17,226.6,1.0582729336830023,3366118.9878187855,2112118.111690714,123.68522017006006,1.7934610665350552,,,,,
252,14028000,2022-01-18,232.4,1.0448558564202024,3111802.626927103,2212238.996576994,123.60670379712478,1.7568571985338688,,,,,
253,14034000,2022-01-19,210.2,1.087207457305968,3251691.1560788085,2319521.500521635,123.51487251851384,1.705481143827174,,,,,
254,14040000,2022-01-20,198.4,1.100652598580375,2452409.130187456,2400128.718215103,123.54510198825417,1.6409680134731988,,,,,
255,14046000,2022-01-21,171.0,1.1276759821995341,2643567.90356924,2486913.1880593267,123.55374361442722,1.5573475098099603,,,,,
256,14052000,2022-01-22,146.9,1.0277019697943757,2269522.7900772393,2560851.013880468,123.59462193566664,1.4556742289358078,,,,,
257,14064000,2022-01-23,158.4,1.0130097258348763,2437643.287899715,2640166.132567632,123.60006053399857,1.349310948434146,,,,,
258,14070000,2022-01-24,152.5,1.014628641409836,2475121.570589787,2720726.7348334473,123.59871981264186,1.221418901928559,,,,,
259,14076000,2022-01-25,151.8,1.0108465999453051,2480845.3155011903,2801469.7326454204,123.59892117236302,1.148051219621943,,,,,
260,14082000,2022-01-26,146.5,0.9994180461721214,2219137.9987410074,2790248.0390897016,2.2472991419521775,0.9908222055032246,,,,,
261,14088000,2022-01-27,144.5,0.9770090652672154,2509442.0455301884,2761871.4299211917,2.0838924977807554,0.7288669708346789,,,,,
262,14094000,2022-01-28,149.0,0.9753954004002781,1969138.4180708325,2729515.7019231906,2.1458486879922805,0.6449573441640075,,,,,
263,14100000,2022-01-29,154.0,0.9120400524892855,1831618.3951584487,2679168.4523118082,2.111017442549252,0.5747568623576299,,,,,
264,14106000,2022-01-30,148.9,0.9119151735603074,2012653.3335141127,2647641.9842191404,2.110759767930176,0.6019414547451323,,,,,
265,14112000,2022-01-31,157.5,0.9175304349361812,2086215.261629407,2622429.30481071,2.111242507425106,0.597804068127517,,,,,
266,14118000,2022-02-01,163.7,0.9308597342472322,2587038.0295320973,2609698.664617323,2.221551109537344,0.5796988899549723,,,,,
267,14124000,2022-02-02,151.2,0.945523483326295,1865392.7409444551,2561669.704993086,2.3427051367799963,0.537176619779199,,,,,
268,14130000,2022-02-03,153.0,0.941485201147621,1939199.9943871389,2530517.7939017667,2.3170923726517696,0.5173061680326649,,,,,
269,14142000,2022-02-04,166.8,0.9635199218658635,2470003.337543677,2523401.79365261,2.4419366679638568,0.499291976248374,,,,,
270,14148000,2022-02-05,166.2,0.9589517787057675,2752328.714899784,2517108.241602844,2.4481760332526625,0.4749568961119502,,,,,
271,14154000,2022-02-06,173.5,0.9644899421807853,2191920.8401019126,2509702.1248426605,2.465489493659185,0.46716288742813383,,,,,
272,14160000,2022-02-07,182.1,0.9771206828703138,2977542.736537004,2518768.893728828,2.6488111578430127,0.45020769948658107,,,,,
273,14166000,2022-02-08,183.9,0.9773623999963997,2398040.2203713325,2520291.4157423354,2.6859911773551124,0.44150944178989643,,,,,
274,14172000,2022-02-09,188.0,0.9710104940587457,2466004.7508132034,2531491.884823577,2.6662097414111945,0.4356584999390992,,,,,
275,14178000,2022-02-10,175.4,0.9681084404167608,2263188.855229842,2526282.9297108147,2.6577129637817962,0.4277181320263628,,,,,
276,14184000,2022-02-11,163.6,0.980595803359656,2811338.413628401,2524376.336866355,2.6947756728213004,0.4100521740418702,,,,,
277,14190000,2022-02-12,162.4,0.975157508841264,2485528.564179519,2518778.4548958293,2.7089740727404608,0.3972199171169377,,,,,
278,14196000,2022-02-13,158.1,0.9492738765669851,2728429.0839134813,2518032.6572300624,2.7196060322118116,0.3819523894419511,,,,,
279,14202000,2022-02-14,161.0,0.9268833175950711,1126051.8133916438,2436649.4750616304,3.100519897403317,0.36938004232525773,,,,,
280,14208000,2022-02-15,172.2,0.9529321331876626,1504958.101347487,2389463.1472704764,3.2209530164703715,0.3610727085940495,,,,,
281,14214000,2022-02-16,170.5,0.9380372885978868,199891.25804970696,2283922.222944841,4.0539038620495225,0.36457261084142745,,,,,
282,14226000,2022-02-17,153.0,0.9715233558919544,320253.0062962066,2190870.568923811,4.447867774320645,0.3604807994188777,,,,,
283,14232000,2022-02-18,145.5,0.9457752043682751,239968.1884582621,2090479.8033364592,4.498491935506108,0.35363243436183417,,,,,
284,14238000,2022-02-19,146.2,0.9366246198081845,181890.05283473598,2014795.8340913688,4.496853348067618,0.3471647901735426,,,,,
285,14244000,2022-02-20,137.6,0.8667927065264325,220946.83357339542,1934041.7984248404,4.53988427521565,0.33769681336915425,,,,,
286,14250000,2022-02-21,128.6,0.7885358875223892,86265.98266256531,1861266.571511018,4.845633299768945,0.32838295951310503,,,,,
287,14256000,2022-02-22,134.7,0.7655594119528799,105001.86340157113,1783511.85736108,4.890037472276944,0.31625875074603854,,,,,
288,14262000,2022-02-23,130.6,0.7632601591029706,413473.926765978,1714790.2692336196,9.886517766747222,0.29680802416042934,,,,,
289,14268000,2022-02-24,125.4,0.7702821167175351,119756.4492166796,1636087.307024136,10.142388983665635,0.2779623712921958,,,,,
290,14274000,2022-02-25,139.5,0.8364402792947154,107247.4363115619,1565690.9549431542,10.142253126625523,0.28429422458254033,,,,,
291,14280000,2022-02-26,136.6,0.8376858530724618,147961.45340328236,1486974.935205591,10.185473925259597,0.2970477685476849,,,,,
292,14286000,2022-02-27,131.6,0.8384408773096794,104644.32000269424,1424825.1319366528,10.205866749310907,0.3022816951113167,,,,,
293,14292000,2022-02-28,145.8,0.8923950015886319,356534.87991014676,1375655.6814283761,12.263036642064227,0.30456021774941666,,,,,
294,14298000,2022-03-01,143.3,0.8884845313778185,83543.42850026232,1311352.0179279146,12.538782738895467,0.3113508937781575,,,,,
295,14310000,2022-03-02,137.7,0.878266116144057,69734.08308896644,1244135.9786432332,12.562311801181204,0.31910068136569947,,,,,
296,14316000,2022-03-03,130.0,0.8817347142814346,97795.29418645822,1161161.2207983783,12.586757175354744,0.33614792050260617,,,,,
297,14322000,2022-03-04,124.2,0.8644089145589994,74866.94696203223,1101477.027665631,12.575586942836003,0.3428551815091411,,,,,
298,14328000,2022-03-05,124.6,0.8632883446444901,84370.33033446725,1039649.3721972087,12.574033775680208,0.34937172517117104,,,,,
299,14334000,2022-03-06,116.7,0.8295967171160358,80440.12101317561,959997.2649795252,12.57215750110981,0.36640788412690883,,,,,
300,14340000,2022-03-07,116.8,0.8300204737167737,89860.51404145765,871248.3249509145,12.572188378028574,0.39620438432191146,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
301,14346000,2022-03-08,121.6,0.82845217104525,102732.55194443134,801608.7153456651,12.53958586025237,0.4057459295522398,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
302,14352000,2022-03-09,127.6,0.8283103240453904,77009.96900757033,704924.2897613506,12.559503394603711,0.4545060925881146,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
303,14358000,2022-03-10,119.2,0.8411018484258537,71130.916508173,627360.6462992452,12.540783649935209,0.47867049238109616,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
304,14364000,2022-03-11,116.6,0.8347056577430758,82583.12174339619,547913.2586635851,12.54054463816282,0.5110838394836729,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
305,14370000,2022-03-12,120.4,0.8301315949112956,63503.21988278664,474590.4041520165,12.566668980631238,0.5468946973071351,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
306,14376000,2022-03-13,115.7,0.8174814918825565,68246.27942793105,383153.9996786675,12.558938868621151,0.6574464027327305,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
307,14382000,2022-03-14,118.4,0.8232335194087868,74326.6657143547,302780.60306316207,12.543930593101177,0.7653107958361175,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
308,14388000,2022-03-15,122.1,0.8296777019675778,62374.79888273965,213912.12689547066,12.565939848250022,0.9840938152297659,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
309,14400000,2022-03-16,141.7,0.9599281548715073,162862.1719143586,181805.8055128945,13.142652454787092,0.9970725115317022,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
310,14406000,2022-03-17,155.6,0.981857922892221,2133843.49237129,202768.65188035456,37.03439628866762,1.135704121114881,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
311,14412000,2022-03-18,160.1,0.9854411181683873,2518645.0548867816,280060.44510825706,36.809186352791045,1.7452080412383197,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
312,14418000,2022-03-19,157.2,0.9384833228261064,1243521.3810607074,310836.0576004071,36.945297160970526,1.8143413952454042,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
313,14424000,2022-03-20,152.6,0.9307676967862445,687835.2677748273,325764.9602442926,36.98662056008164,1.8395429081421562,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
314,14430000,2022-03-21,153.9,0.9308858191984314,876742.0384383467,348926.6930977463,36.921457616920016,1.8744145631596405,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
315,14436000,2022-03-22,152.9,0.9127103162956308,220008.8117396813,348895.42570328916,37.105273568298834,1.8798685083931082,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
316,14442000,2022-03-23,156.0,0.8886945298441155,115854.30757601262,349881.703200404,37.071048015914826,1.885620230927535,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
317,14448000,2022-03-24,168.1,0.9044875160473168,1353750.0136812392,391506.64154305967,47.29803317341102,1.9464548780928692,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
318,14454000,2022-03-25,162.4,0.90585460351448,1267086.6255248224,419960.39816835447,46.963583451620366,1.9747431966544808,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
319,14460000,2022-03-26,163.4,0.8941364732857726,385174.8510752708,428807.6782303075,46.95963780449344,1.9820770266612575,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
320,14466000,2022-03-27,169.2,0.8441999425652295,2186426.8163650422,498113.6575654235,48.20235503473002,2.063075155307126,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
321,14472000,2022-03-28,167.7,0.8413974514110169,179659.76224350434,499170.2678600976,48.47986462076948,2.064059526493616,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
322,14478000,2022-03-29,222.7,1.241262089994943,2902370.319641598,592427.8011813944,63.51992420239047,2.1548188632917085,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
323,14490000,2022-03-30,223.2,1.2139531393640342,5431351.253317236,761588.3469616307,63.46721800111287,2.3287769621676864,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
324,14496000,2022-03-31,207.1,1.2375451909822497,5491796.524756287,941863.4501701648,63.28048919207911,2.43187696399221,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
325,14502000,2022-04-01,244.6,1.3160001701007278,5164078.56505173,1111674.932902257,63.25868595896193,2.481499085146766,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
326,14508000,2022-04-02,238.1,1.3035324401491624,5594137.183219312,1294886.329203352,63.30882127526657,2.511641321669465,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
327,14514000,2022-04-03,243.0,1.2876213767511349,5998772.335713641,1492349.8421617388,63.246983060367654,2.533864048564495,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
328,14520000,2022-04-04,237.9,1.293153639565212,4215783.988611404,1630063.6307709704,63.33258890309144,2.530450171133049,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
329,14526000,2022-04-05,221.0,1.2978521702317674,4847797.84993426,1788975.5550683397,63.296738367829256,2.5186352224941104,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
330,14532000,2022-04-06,191.3,1.3760060965650571,4786160.863729793,1945518.9000579512,63.320437095115075,2.494602252515456,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
331,14538000,2022-04-07,202.2,1.3789004047067939,3602929.663535339,2062192.1371109812,63.396772486198664,2.469444015644055,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
332,14544000,2022-04-08,183.4,1.4141990648512412,4268086.911578629,2201894.70186335,63.312820772719924,2.4203800157120408,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
333,14550000,2022-04-09,184.8,1.3932821773460802,4375581.524547623,2345376.388797998,63.29318796018664,2.372513879271999,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
334,14556000,2022-04-10,176.3,1.4010464849315987,3482041.8732644166,2458691.680515365,63.36336336831266,2.3089213060245264,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
335,14562000,2022-04-11,157.8,1.4440534280169033,1724194.070805044,2514048.042212774,63.42851428874804,2.2372478735198333,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
336,14568000,2022-04-12,164.6,1.4380754854456907,2529541.3174531655,2596091.2101469487,63.369397181660624,2.101289261243054,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
337,14574000,2022-04-13,178.2,1.4511015608116,3141829.5389357037,2698341.305920994,63.343937237258196,1.9252124675533056,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
338,14586000,2022-04-14,171.9,1.458416087685542,3947497.6094862246,2827845.3996077767,63.26714467314858,1.566304048276192,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
339,14592000,2022-04-15,175.9,1.392345286458866,4177074.6932828766,2961652.4836533936,63.38117882353353,1.3939024063975731,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
340,14598000,2022-04-16,172.4,1.3697637856245144,3048705.3213826856,2992147.8779537734,54.67836167104222,1.417340730836774,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
341,14604000,2022-04-17,166.7,1.3728092412661304,3802089.1012496827,3034929.3461658703,54.67073189608685,1.1526145928940887,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
342,14610000,2022-04-18,169.0,1.371325929968309,3683337.231165132,3116256.5411693514,54.57926830274198,1.1620963274290748,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
343,14616000,2022-04-19,183.0,1.3849029537513564,4923842.773227548,3257456.7913511083,54.4521575198605,1.1628162528119204,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
344,14622000,2022-04-20,186.2,1.3850944337098654,5123752.070243867,3399023.792411292,54.48255477822055,1.167830008486565,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
345,14628000,2022-04-21,173.7,1.4023158480895919,4127200.6934853885,3529263.521802816,54.35425367567197,1.1497806080201278,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
346,14634000,2022-04-22,176.9,1.402182113892827,4593110.446306566,3678505.393093834,54.24388090530032,1.1315863577560532,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
347,14640000,2022-04-23,173.4,1.3883307518538195,3845361.3344503213,3761559.1037861365,45.89220378203481,1.1399641791034039,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
348,14646000,2022-04-24,166.4,1.3900059744885915,3561981.3982896847,3838055.5962116327,45.89351009155711,1.1531137420577438,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
349,14652000,2022-04-25,168.9,1.3903516671975853,3662935.635627887,3947314.2890300527,45.75754858830262,1.1500906293421846,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
350,14658000,2022-04-26,158.0,1.4011590162702456,4429554.338027355,4022085.206418797,44.16090084343923,1.135298852415023,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
351,14664000,2022-04-27,168.4,1.4131817081153855,4396522.956728588,4162647.312901633,43.981940458355474,1.1210675962024514,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
352,14670000,2022-04-28,166.1,1.0256361609734892,4446123.150709618,4214105.7406039005,4.107653886599763,1.0837530616510418,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
353,14676000,2022-04-29,157.3,1.033427838370378,3419643.214645359,4147048.8059815043,3.353127679224764,0.8979404736176593,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
354,14688000,2022-04-30,142.3,1.0477394757296983,1059759.255539818,3999314.2303409553,3.916086281405584,0.768490121463174,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
355,14694000,2022-05-01,146.5,0.886856879088971,141563.86332109896,3831897.073616601,4.628590265759869,0.7097427692400073,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
356,14700000,2022-05-02,144.2,0.8862258843854742,137944.77167029266,3650023.9932316337,4.613661722948896,0.6579846981850656,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
357,14706000,2022-05-03,141.1,0.879900014527387,158832.5641899624,3455359.3341808445,4.636908908506624,0.609830575736216,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
358,14712000,2022-05-04,159.5,0.9771270245398425,1994016.9996663635,3381300.4345493433,33.89728568457555,0.5963383793842226,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
359,14718000,2022-05-05,141.4,1.006927607147285,537212.2329342727,3237614.2473160103,34.038618484819274,0.5870119982349322,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
360,14724000,2022-05-06,138.4,0.9393372716664485,1746844.0670330971,3136303.6874261205,34.474759548071795,0.5701352662923631,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
361,14730000,2022-05-07,132.1,0.9235868704954283,1546870.9863183845,3067768.3981855554,34.455315185837705,0.5654328016636697,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
362,14736000,2022-05-08,125.9,0.897988486182469,1496940.3343380664,2975396.84561087,34.47295493603062,0.5555595307509554,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
363,14742000,2022-05-09,99.3,1.06693992019246,1296878.8577327365,2872773.423383707,34.49083476718804,0.545621608664369,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
364,14748000,2022-05-10,105.2,1.0866466816220326,1396612.6808186895,2803259.116968849,34.45837094438414,0.5387528059707947,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
365,14754000,2022-05-11,82.5,1.2074096105031864,29240.982890821113,2746760.680705042,34.59362952991236,0.5408465981286209,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
366,14760000,2022-05-12,77.1,1.2003406727247528,7057.195499829354,2662677.8766399305,34.74991459777863,0.5423199126488024,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
367,14766000,2022-05-13,82.5,1.1913274438632124,7842.298916047577,2558211.635305942,34.75526849320047,0.5423479563864144,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
368,14772000,2022-05-14,86.7,1.2092954904761173,8127.589581352841,2426899.3013091134,34.76561544649978,0.5404361080928397,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
369,14778000,2022-05-15,92.1,1.226466134184958,8761.97442819148,2287955.544013957,34.764307278512476,0.5382485684522067,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
370,14784000,2022-05-16,83.9,1.243519961580453,7920.803263331635,2186596.060076645,34.74177709116285,0.5453277786168854,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
371,14790000,2022-05-17,92.6,1.2937269764634258,8920.04241044357,2060157.0914486707,34.74627407227482,0.5575264712306642,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,108.0,60.0,50.0,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72
