,block,block_timestamp,b_price,price_volatility,combined_USDT,rolling_USDT,liquidity_volatility,rolling_USDT_Vola,ASSET,LB,LT,LTV,ADDRESS
90,12990000,2021-08-09,374.01,0.892496875801595,10923814.55828728,6637390.027250267,3.3841139879783277,0.37222305864237426,,,,,
91,12996000,2021-08-10,384.14,0.8907575288000508,11062401.026713511,6873697.183864717,3.383067348436066,0.3649928034358775,,,,,
92,13002000,2021-08-11,402.42,0.8905010266211751,9225532.911906019,7076758.521283509,3.3546607174965852,0.3235008353372447,,,,,
93,13008000,2021-08-12,392.17,0.8491813336032579,9166423.59048168,7271957.703662058,3.359449373730277,0.29088792314836265,,,,,
94,13014000,2021-08-13,427.5,0.8766533415877256,11877429.927943943,7512974.969001442,3.2751411684796072,0.2712543922819674,,,,,
95,13020000,2021-08-14,414.38,0.8790906375788193,13725855.152282467,7810117.024163306,3.289053868465565,0.20851773476632682,,,,,
96,13032000,2021-08-15,410.27,0.8445126570374526,10562060.136130221,7995312.834945136,3.3907918327503936,0.20853443658897852,,,,,
97,13038000,2021-08-16,412.59,0.843657406972399,10498217.329175254,8145409.411815022,3.362293608860986,0.21010702832510203,,,,,
98,13044000,2021-08-17,381.46,0.8850740468559691,10859761.682684062,8313102.861629905,3.356553444453646,0.2083797630339677,,,,,
99,13050000,2021-08-18,380.22,0.858230105770866,13607006.0522717,8605687.546494598,3.349526455569069,0.2056193537280102,,,,,
100,13056000,2021-08-19,405.4,0.8332258073306097,12745111.473237682,8887898.691493228,3.330571782289606,0.17837189562884762,,,,,
101,13062000,2021-08-20,409.2,0.716736042290286,15976442.642449941,9183305.215287672,2.86081534214451,0.17550643773623312,,,,,
102,13068000,2021-08-21,399.91,0.7037070281250735,12554919.05843518,9395337.529234486,2.9150657743920476,0.17535457245520616,,,,,
103,13074000,2021-08-22,400.98,0.6993417926891908,10974981.808539301,9536091.527865838,2.949428346019931,0.17864177416609156,,,,,
104,13080000,2021-08-23,408.35,0.6970241374144703,14783597.009666068,9710126.76672903,2.8771314529500533,0.1494291973776136,,,,,
105,13086000,2021-08-24,377.97,0.7409028977728505,9484526.420104245,9801401.692020673,2.9449468745411203,0.15358995394984573,,,,,
106,13092000,2021-08-25,384.16,0.7316055481711865,8644497.035028405,9872607.191428084,2.9588844693341776,0.16141801776222353,,,,,
107,13098000,2021-08-26,350.7,0.7817558050375688,8525394.76783641,9917069.929765912,2.951360017426176,0.1689414273952752,,,,,
108,13110000,2021-08-27,372.8,0.797557495270812,7965125.138012099,9943519.163375854,2.9615850737371012,0.17730618460125758,,,,,
109,13116000,2021-08-28,367.2,0.7918089013610237,6247531.673823719,9929572.14384209,3.0292105470527995,0.19146884074147374,,,,,
110,13122000,2021-08-29,364.1,0.7905017269871432,6885725.282694394,9895191.593119688,2.9968353122285163,0.20460348775756046,,,,,
111,13128000,2021-08-30,357.6,0.7888062416741773,10002747.253794862,9963771.618239822,3.256884953964306,0.20167150572006032,,,,,
112,13134000,2021-08-31,391.7,0.8180908809526538,11938797.772252573,10109450.918962343,3.2836442968839896,0.19997409883249542,,,,,
113,13140000,2021-09-01,413.1,0.8289550604675203,14997409.567378497,10389745.33255688,3.3056673188213335,0.19975337159986103,,,,,
114,13146000,2021-09-02,399.4,0.8274429681552584,11039197.539667014,10569114.71249389,3.384925719885532,0.19490604237163356,,,,,
115,13152000,2021-09-03,395.0,0.7858060571646454,8910291.233482504,10621055.082082149,3.3628370617088796,0.20024303012503514,,,,,
116,13158000,2021-09-04,397.8,0.7344246143632651,8157192.851813286,10622934.55656925,3.3704735957358936,0.20867736386603072,,,,,
117,13164000,2021-09-05,416.8,0.7446623908691017,2610047.08256049,10481369.78937294,3.910177374848551,0.22917630103185774,,,,,
118,13170000,2021-09-06,408.7,0.7395265313460357,2335980.215410658,10246824.041221023,3.766072223614866,0.25671274431941504,,,,,
119,13176000,2021-09-07,346.7,0.8452955647411226,2146064.8915770645,9947802.76952135,3.723433119126692,0.2812137908625618,,,,,
120,13182000,2021-09-08,330.5,0.8484112934920711,1820609.682843051,9644362.607006544,3.742659746565598,0.30295578498928566,,,,,
121,13194000,2021-09-09,330.5,0.8437672612914519,1252889.6780571395,9317378.895384666,3.831216442107644,0.3235871627624317,,,,,
122,13200000,2021-09-10,312.2,0.8422518763844813,1433290.19025839,9057637.471329745,3.845156007724488,0.33659007183100514,,,,,
123,13206000,2021-09-11,328.6,0.8576157208838376,2121462.6667788536,8822805.440539649,4.11546042626827,0.34579913607292323,,,,,
124,13212000,2021-09-12,333.3,0.8119432743877185,1857902.5239390028,8488821.193739485,4.023752973084621,0.35955985876036356,,,,,
125,13218000,2021-09-13,330.9,0.80882634856891,2544579.699821436,8116112.011990784,4.1522645878483395,0.3697308741103134,,,,,
126,13224000,2021-09-14,384.7,0.9449639313162008,4374080.13845401,7909846.012068243,4.613088387816276,0.371548132457835,,,,,
127,13230000,2021-09-15,414.5,0.9715260202059499,4970474.387942549,7725587.914027153,4.625811274469582,0.3729893501978054,,,,,
128,13236000,2021-09-16,384.0,0.9702470984404292,2671639.509408869,7452650.508251312,4.831976491752785,0.3793759341894201,,,,,
129,13242000,2021-09-17,353.9,0.9978431945979718,2729073.5397106367,7090052.757832611,4.774338673805575,0.38314705554058853,,,,,
130,13248000,2021-09-18,355.1,0.9777605041660661,2179057.455950344,6737850.957256366,4.805897500202611,0.38485152309646575,,,,,
131,13254000,2021-09-19,340.0,0.9838014173625311,2630445.4742531185,6292984.384983139,4.7857276682564995,0.3977198320073301,,,,,
132,13260000,2021-09-20,291.9,1.0603468825131057,1930095.0533333914,5938823.584813079,4.8073302788369485,0.4029933099047057,,,,,
133,13266000,2021-09-21,271.7,1.0742772293397425,1608873.120523908,5626619.961879233,4.817100626515947,0.40706871495465996,,,,,
134,13278000,2021-09-22,301.9,1.1283543144260977,1849565.3951040704,5195485.574727166,4.721744047089078,0.4278011515161081,,,,,
135,13284000,2021-09-23,308.9,1.1134759853321845,1919116.323202807,4943305.238163785,4.613400255379929,0.42583472467897776,,,,,
136,13290000,2021-09-24,280.8,1.1393092618988043,2084754.6187735866,4724647.157621958,4.614333142665334,0.42099842618867456,,,,,
137,13296000,2021-09-25,274.3,1.1155016350200937,1223315.9109788504,4481244.529060039,4.766615432694112,0.41944008235709085,,,,,
138,13302000,2021-09-26,293.3,1.118991911860312,1411728.3090803989,4262797.968095649,4.788536719059626,0.4155847537704022,,,,,
139,13308000,2021-09-27,273.4,1.1332612435841491,1355099.5474260964,4099716.8972157286,4.748951156253687,0.4091511511524157,,,,,
140,13314000,2021-09-28,260.9,1.1387219042675023,1246022.3106278582,3911726.798146844,4.7439157184158836,0.40482810778484846,,,,,
141,13320000,2021-09-29,265.1,1.1405624887920225,1154329.2318173803,3616779.5307475943,4.541406342794885,0.40960974475387196,,,,,
142,13326000,2021-09-30,276.3,1.1089228253757162,1245411.141293014,3260333.309715609,4.505517081010276,0.4265335701122594,,,,,
143,13332000,2021-10-01,302.5,1.1348390334501823,1386363.4135538635,2806631.7712547877,4.445621675212926,0.47868387777320015,,,,,
144,13338000,2021-10-02,313.8,1.1395660906292642,1863803.1748753146,2500785.292428398,4.520488981081046,0.48217624036210704,,,,,
145,13344000,2021-10-03,310.6,1.1395341207544314,2073022.7632852695,2272876.3434218233,4.501532044365627,0.4735845344626432,,,,,
146,13350000,2021-10-04,300.7,1.1413952534502865,1282770.1829660062,2043728.9211269142,4.628578770062515,0.4717407688472461,,,,,
147,13356000,2021-10-05,307.5,1.1332519816478865,1026862.5130983845,1990956.1021448441,4.217999956516328,0.4639352558363094,,,,,
148,13368000,2021-10-06,311.8,1.134360735606412,1176058.623758522,1952292.0490897729,4.22459640800701,0.4657302400123548,,,,,
149,13374000,2021-10-07,305.9,1.0487117803621218,1314695.248168616,1924579.7276428244,4.226012962826803,0.4744230280785225,,,,,
150,13380000,2021-10-08,307.0,1.0401990990959131,1147568.4754396772,1902145.0207293786,4.218038607891743,0.485148156364073,,,,,
151,13386000,2021-10-09,307.1,1.0402005991159489,1372115.1999678148,1906119.204793068,4.127671188207218,0.5076296879782548,,,,,
152,13392000,2021-10-10,287.9,1.0436854308609427,986264.2201322811,1891218.3391221978,4.213965046365677,0.5187723548150598,,,,,
153,13398000,2021-10-11,290.6,1.0320172541766532,990404.8168831808,1853516.410792342,3.983519532958965,0.5215036269282188,,,,,
154,13404000,2021-10-12,284.0,1.0324932668594464,974131.1929976151,1824057.366427629,3.9651392451588223,0.529809522362909,,,,,
155,13410000,2021-10-13,297.4,1.042685605160883,966006.7537561001,1771438.268225451,3.815305108898717,0.532951544294695,,,,,
156,13416000,2021-10-14,303.7,0.9230144042988796,948538.7205734183,1657253.5542960982,3.141602308745598,0.5300156268123484,,,,,
157,13422000,2021-10-15,301.5,0.8882973308304353,887711.870281113,1521161.4703740503,3.1041294052652475,0.5314988664365334,,,,,
158,13428000,2021-10-16,304.7,0.8684145008013359,1037755.0132085213,1466698.6538340384,2.8787526648779616,0.5313701777343987,,,,,
159,13434000,2021-10-17,304.4,0.8410590794296136,1888234.926902006,1438670.7000737512,3.7576998768631906,0.5398964218507194,,,,,
160,13440000,2021-10-18,294.2,0.8451712355865418,1450595.2668365627,1414388.6271032915,3.773703455614507,0.548981151319121,,,,,
161,13446000,2021-10-19,303.4,0.8436564056465657,1424126.8512859922,1374178.0063377207,3.7288171902986136,0.5503072206965912,,,,,
162,13452000,2021-10-20,316.6,0.7430335838638729,1236287.7142679808,1351051.0950355404,3.6637412444697754,0.55749869614127,,,,,
163,13458000,2021-10-21,315.0,0.7108573549456713,1809775.0430944252,1357747.825787891,3.8517904526213127,0.5775388039730013,,,,,
164,13470000,2021-10-22,310.2,0.6389962716007591,2351629.66693214,1374483.3015154933,3.916071226449692,0.5933395646107289,,,,,
165,13476000,2021-10-23,324.0,0.6481400494028832,3231744.5948250126,1418237.5772362337,4.0375312013112605,0.6309244224029212,,,,,
166,13482000,2021-10-24,307.8,0.606388027904743,1804311.117821216,1408889.460537821,4.275218305570681,0.6380980019212628,,,,,
167,13488000,2021-10-25,312.8,0.601926758330551,2554924.1036338583,1453276.400292988,4.2051229736093205,0.6682623760975014,,,,,
168,13494000,2021-10-26,328.8,0.5872503399901297,4285822.192226374,1549079.5297311873,4.5686055879154726,0.7290335601579508,,,,,
169,13500000,2021-10-27,324.4,0.5489278731036683,4135675.490999955,1641765.3945169824,4.567527436672068,0.7757795638621051,,,,,
170,13506000,2021-10-28,339.1,0.5372597939916741,3302612.97560179,1710318.4166827803,4.616283447098052,0.8002523973070814,,,,,
171,13512000,2021-10-29,328.1,0.5502031380967761,2205359.236020671,1745352.7501562233,4.745285220380332,0.7969809631567302,,,,,
172,13518000,2021-10-30,319.0,0.5494112709950032,1671208.0288767102,1759545.979742346,4.825595868862,0.7682381974064596,,,,,
173,13524000,2021-10-31,314.2,0.482131404525035,1774292.6101415388,1772476.9529619354,4.822111930260972,0.6818898483074117,,,,,
174,13530000,2021-11-01,324.1,0.4786606130400785,1500252.721431949,1760358.6045138235,4.773081712611672,0.6201003920190304,,,,,
175,13536000,2021-11-02,324.8,0.4773708127574626,1629554.0282067922,1745576.3133445408,4.769888228225091,0.5715128189324634,,,,,
176,13542000,2021-11-03,325.2,0.46651986871491524,1538679.3979898288,1754106.6205120017,4.615966222722498,0.5001950400475482,,,,,
177,13548000,2021-11-04,332.8,0.4668007983241727,1919633.7123240593,1783865.6604861906,4.594224196928816,0.4997916827752102,,,,,
178,13554000,2021-11-05,326.4,0.4699603534820561,2659263.614032806,1833305.826828667,4.685927397477196,0.5051186512783853,,,,,
179,13560000,2021-11-06,318.2,0.4726888737777795,1777976.1356342968,1848748.5230775229,4.821067307810583,0.5044718889141669,,,,,
180,13572000,2021-11-07,319.9,0.4727754478890358,2255494.6674049655,1885679.3961430327,4.83092754368112,0.5069070950989635,,,,,
181,13578000,2021-11-08,332.0,0.4841138967846946,2833378.4896701723,1934388.1724664446,4.84847706511915,0.5123146452571695,,,,,
182,13584000,2021-11-09,336.5,0.4430411540903374,3412737.345015116,2015270.6099625388,4.75001918796219,0.5249314994985859,,,,,
183,13590000,2021-11-10,312.6,0.4952698776994684,2174240.271960042,2054731.7917984345,4.918241012712654,0.5226446692656539,,,,,
184,13596000,2021-11-11,311.9,0.48958929289178826,1375149.2928586355,2068099.0617938016,5.074306892080975,0.5192681980449801,,,,,
185,13602000,2021-11-12,308.6,0.47324677083640165,1575439.7891732152,2088413.4963077053,5.076505449944911,0.5095525530997399,,,,,
186,13608000,2021-11-13,312.6,0.4708940943517119,1543584.6343185164,2108248.360099209,5.0768054066881865,0.46370206050564916,,,,,
187,13614000,2021-11-14,315.1,0.4705374132297923,2252276.9120558784,2153733.8614917006,5.188394813587392,0.3769426218673356,,,,,
188,13620000,2021-11-15,301.7,0.4869054734063718,1216488.004170368,2159691.627857096,5.410323387112223,0.35012464828268003,,,,,
189,13626000,2021-11-16,278.2,0.5368860732842177,1509463.6567581687,2147065.9188523013,4.943538095078354,0.34148846834731406,,,,,
190,13632000,2021-11-17,284.5,0.5333014181749366,1263000.3612939592,2140812.7553342143,4.9147197007770425,0.3329292970539747,,,,,
191,13638000,2021-11-18,262.5,0.5686762208321356,980632.9980910971,2126029.6268943846,4.972381580404835,0.3143510258163501,,,,,
192,13644000,2021-11-19,279.1,0.5856765725680183,1321199.8545715117,2128860.031571169,5.02591713350621,0.30264171072410145,,,,,
193,13650000,2021-11-20,274.1,0.5871522021343968,1428776.0412986618,2116160.0648446437,4.873082869670311,0.307546221514344,,,,,
194,13656000,2021-11-21,266.4,0.5904709647693939,1483977.364353057,2087238.3214253406,4.810037738949485,0.3185965772017669,,,,,
195,13662000,2021-11-22,263.8,0.5721014466941279,1523376.4990939104,2030292.7182343039,4.698034630176375,0.3357916605194509,,,,,
196,13668000,2021-11-23,269.8,0.562465196254091,1476632.6181425403,2019370.1015783483,4.494909950289095,0.33521905550408276,,,,,
197,13674000,2021-11-24,254.3,0.5799619849504071,1242832.8204297565,1975633.7254715448,4.3752545309091975,0.3440243601101395,,,,,
198,13686000,2021-11-25,263.1,0.567588656144276,1154890.5818652473,1871269.338459507,3.8992424353626496,0.3499221373115437,,,,,
199,13692000,2021-11-26,232.8,0.6487417805649279,596659.1485911416,1753302.12704588,4.131817047981182,0.3680897254740159,,,,,
200,13698000,2021-11-27,232.9,0.6280992261721675,347140.4352636882,1654786.3757012768,4.2572158831798355,0.3862339279187964,,,,,
201,13704000,2021-11-28,238.6,0.6333789065920259,335590.2998882744,1592460.7444968633,4.162451564245587,0.39504557053487677,,,,,
202,13710000,2021-11-29,249.7,0.6513821714939115,415976.1713605293,1550619.6825796575,4.177355025606173,0.3993744446536632,,,,,
203,13716000,2021-11-30,256.7,0.6588493841938157,620588.4765445715,1512162.8781264252,4.418940922844545,0.402368766876164,,,,,
204,13722000,2021-12-01,250.7,0.6509567777130189,1794584.385475409,1521973.9335945407,6.998901174023367,0.4036813662130438,,,,,
205,13728000,2021-12-02,244.7,0.6519195517194246,759631.4927901312,1492976.5157473185,7.2484471950128055,0.40574638601961893,,,,,
206,13734000,2021-12-03,225.6,0.6814091668103294,583730.1376943702,1461144.8737374698,7.289014920965589,0.4073730959728092,,,,,
207,13740000,2021-12-04,202.8,0.7208507064365653,182498.75327100413,1403240.3751023682,7.563330500032649,0.4129354657537612,,,,,
208,13746000,2021-12-05,191.6,0.7300274072596117,143706.0537318163,1319388.4564256682,7.5074463514170935,0.4254936314883641,,,,,
209,13752000,2021-12-06,184.6,0.7319391915994755,89380.96906833583,1263101.9508734695,7.526273151152543,0.4314151550662595,,,,,
210,13758000,2021-12-07,186.9,0.7341081396608479,105203.3152454579,1191425.5724681527,7.501865186399079,0.43884850177112295,,,,,
211,13764000,2021-12-08,203.4,0.7798113309036746,114720.78796154125,1100803.649077865,7.466193169892064,0.45587927214418755,,,,,
212,13770000,2021-12-09,176.7,0.8440364197023142,114722.70212577957,990869.8276482205,7.43747763341754,0.4781730888180016,,,,,
213,13776000,2021-12-10,166.9,0.8370099143047225,74724.54422530752,920885.9700570627,7.431906456985463,0.4799550033740487,,,,,
214,13782000,2021-12-11,181.1,0.8891280039517027,114802.1719805928,878874.399361128,7.526907906243047,0.4730637824208744,,,,,
215,13788000,2021-12-12,179.9,0.8894269055543176,121861.89961436133,830421.8030424995,7.517577922035208,0.46572327777492545,,,,,
216,13794000,2021-12-13,162.3,0.915368777717134,71954.2680227643,781367.4574993078,7.61353597656795,0.4577265215958866,,,,,
217,13800000,2021-12-14,169.5,0.9309571406760017,95653.24744339526,709480.002012225,7.5535884768658565,0.46029378495269546,,,,,
218,13812000,2021-12-15,172.9,0.934733504962892,103125.115323088,672367.9057173156,7.435852387672017,0.447579902528711,,,,,
219,13818000,2021-12-16,174.2,0.9187628362836839,135731.27705207077,626576.826393779,7.459624596288563,0.44538570385460985,,,,,
220,13824000,2021-12-17,187.3,0.9490174801250814,352909.46460061223,596240.4631706675,8.744978617362689,0.4319387938552361,,,,,
221,13830000,2021-12-18,193.1,0.9361214628371342,353083.9836663931,575322.162689844,8.704052008563108,0.4199730496737985,,,,,
222,13836000,2021-12-19,183.3,0.918385823826432,108176.080338698,534888.0368820835,8.941293038731855,0.40642116057045496,,,,,
223,13842000,2021-12-20,181.0,0.9182303313133093,33216.037739580715,488369.3700967809,9.189028265699696,0.40720062589526473,,,,,
224,13848000,2021-12-21,185.9,0.9237736583414475,34192.59938343138,440043.21126446,9.188861505920928,0.4206686376658944,,,,,
225,13854000,2021-12-22,206.5,0.988171401095911,40033.8082425294,390598.4549027473,9.199977344072986,0.4515157398815807,,,,,
226,13860000,2021-12-23,246.9,1.1465721071683033,51388.01544298737,343090.3014794289,9.23010398798127,0.47019371532705434,,,,,
227,13866000,2021-12-24,270.4,1.165821198263023,58189.72728478912,303602.1983745966,9.216989397115764,0.4869872318282965,,,,,
228,13872000,2021-12-25,263.7,1.165257004470646,58303.50261533771,267049.295732933,9.211821742299287,0.5167627679440611,,,,,
229,13878000,2021-12-26,267.8,1.1107230683421816,58555.381142009835,249112.50348462857,9.07751484500771,0.516953323153117,,,,,
230,13884000,2021-12-27,277.5,1.1137214222178153,2555788.805412561,322734.11582292436,123.712087440177,1.159537305212797,,,,,
