,block,block_timestamp,b_price,price_volatility,combined_USDT,rolling_USDT,liquidity_volatility,rolling_USDT_Vola,TOKEN_ADDRESS,OLD_COLLATERAL,NEW_COLLATERAL
47,12726000,2021-06-29,0.7271,1.1618360127940441,332086.2474791806,189700.97609859367,15.165806591563168,,,,
48,12738000,2021-06-30,0.7425,1.1296434613897348,470200.05360799434,203713.40105848052,15.159604528447844,,,,
49,12744000,2021-07-01,0.6892,1.1437214331126,413353.5729223705,215871.9088826031,15.178722142101893,,,,
50,12750000,2021-07-02,0.691,1.0790872804626892,380001.4119162564,220356.32794643965,10.122504220830782,,,,
51,12756000,2021-07-03,0.7024,1.072231484479652,366924.34350399644,226552.55269523032,10.066170701261358,,,,
52,12762000,2021-07-04,0.7246,1.047268725150586,257326.80500284783,226912.26688097118,10.122871139137985,,,,
53,12768000,2021-07-05,0.6933,1.050759475753411,233852.4016441362,226047.81065925842,10.139854905096094,,,,
54,12774000,2021-07-06,0.7131,1.0531553188311946,324084.45647315425,228053.74852408428,10.164953298366065,,,,
55,12780000,2021-07-07,0.7897,1.0704828704553453,617488.0507711656,242670.5791639039,10.314440619698699,,,,
56,12786000,2021-07-08,0.8455,1.0920523092045888,307274.7954960028,248477.2200142634,10.426525615736105,,,,
57,12792000,2021-07-09,0.8384,1.0914280880506797,253125.04505252469,253513.0023845954,10.409148545425305,,,,
58,12798000,2021-07-10,0.7901,1.0997181675720453,306881.7725795036,260425.8996457474,10.394735028302359,,,,
59,12804000,2021-07-11,0.7967,1.078224492446331,254683.7869184839,265487.4679282732,10.434696019639771,0.4404459863754975,,,
60,12810000,2021-07-12,0.7525,1.0895462142389514,435208.22662427457,274890.38586756156,10.513441619261634,0.44027446828433936,,,
61,12816000,2021-07-13,0.7158,1.0863167226282524,369654.5061091296,279166.7981347004,10.480875036481725,0.43133879255298513,,,
62,12822000,2021-07-14,0.717,1.0844879082207721,370933.7975737602,285561.2431614169,10.420402433586132,0.4306857568858606,,,
63,12834000,2021-07-15,0.671,1.0972254805444617,239324.1913037886,286165.69204216695,10.520932657755404,0.43481576748864637,,,
64,12840000,2021-07-16,0.6201,1.1136552899664647,201754.76887327957,287440.65812366246,10.491201131102992,0.4320572644723346,,,
65,12846000,2021-07-17,0.6273,1.1141033131078961,188656.23000020464,286560.637314338,10.493591317501883,0.3833558832475539,,,
66,12852000,2021-07-18,0.6228,1.1004506730380526,129441.36777975957,286648.35547013074,10.454363362972893,0.38612708113294114,,,
