,block,block_timestamp,Asset Price,Asset Volatility (30 Days),Asset Liquidity,Asset Liquidity (30 Days),liquidity_volatility,Asset Liquidity Volatility (30 Days),TX_HASH,TOKEN_ADDRESS,NEW_COLLATERAL,Asset Volatility (60 Days),Asset Liquidity (60 Days),Asset Liquidity Volatility (60 Days),Formula C,Formula A,Formula C (60 Days),Formula A (60 Days)
152,13392000,2021-10-10,303.5,0.9954463879944137,1222775.258988992,4665978.500435863,8.936287025909758,1.4665650154373011,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1458.0247070249236,21236.992653921585,,
153,13398000,2021-10-11,302.7,0.9937069253138108,444140.9696012517,4545764.345365152,9.157670657369987,1.4646283428885312,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1497.2516699533608,21722.495457192632,,
154,13404000,2021-10-12,306.4,0.9929802181298631,469497.2197783284,4357855.114558157,9.060962920284688,1.4606437311609266,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1565.5005049796694,22626.032478759957,,
155,13410000,2021-10-13,304.1,0.986067021402316,421480.07312359137,4198612.18205545,9.05312102765292,1.4573456008715928,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1622.8743690485576,23158.323001416808,,
156,13416000,2021-10-14,315.3,0.8610297627772191,314491.2726790933,3779218.429199802,8.009127198330063,1.4593249134817388,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1682.5000714618925,19617.078670553838,,
157,13422000,2021-10-15,316.8,0.8621098510139975,232619.8383603518,3350909.8972396343,8.042429985337458,1.4622270219010165,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9346177955404321,11041056.858310167,,1894.976149380669,22180.04715159985,,7911.474734263325
158,13428000,2021-10-16,317.0,0.8556325965869994,266939.288804167,3024723.52462592,8.029004078495895,1.4598405841614677,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9345973016192043,10891161.87008986,12.759279715961787,2094.8481306122717,24204.101114754067,69.56837998579554,8020.008577713767
159,13434000,2021-10-17,310.7,0.8462688935181463,253264.1822959556,2829979.4696603497,7.945118470392399,1.4535039171704696,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9354109173612721,10723359.135524098,12.766362382213453,2236.4268488311145,25306.580765491613,70.64854108799835,8159.696726187208
160,13440000,2021-10-18,305.3,0.8462085533577234,174537.5116740316,2620850.9627614715,7.996893774500317,1.4473305430748045,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9360964470432863,10543286.440563995,12.801200769570283,2425.094424795789,27322.000600189862,71.68587388581875,8311.227842541564
161,13446000,2021-10-19,306.3,0.8458278528940512,120525.45888568062,2303786.132521263,7.900853486891903,1.4489765171725306,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9370689185587541,10355813.617616253,12.834054654964184,2755.1007452612025,31054.30433112296,72.83458610917371,8479.277346544186
162,13452000,2021-10-20,323.3,0.7640677317371775,377168.4689890214,2078025.9605300436,10.043206578371072,1.4430097111297195,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9372987088912249,10181401.26562083,13.454391132192491,2915.0479758957194,28093.9463592209,70.67525863674774,8628.761864593767
163,13458000,2021-10-21,315.7,0.7339555362171601,2228843.2230544644,2056992.6214679596,17.137600535496404,1.4443569153495992,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9370184235453957,10039302.176523516,16.57076701945903,2883.550863331499,26188.267450341456,58.18726271605905,8745.662901916357
164,13470000,2021-10-22,315.7,0.6552460505412449,5419023.298861587,2134545.6888319287,17.47731624058988,1.4678545296165963,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.935479589907258,9946429.088339845,16.73370229010553,2583.5313360049227,20114.22800628119,58.110943849108295,8798.354216981785
165,13476000,2021-10-23,311.8,0.6110519422401011,1607382.9159519528,1888029.350658748,16.989645118146214,1.4629023045166234,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9325625355987254,9826248.7059998,16.82817061828116,2830.1861344904305,19776.412691101603,58.400198523624304,8850.507541818184
166,13482000,2021-10-24,308.4,0.5577052605105124,3664166.837298071,1745889.9475314564,17.249773716630703,1.4507167214628336,0x508fb41d92720531093f0ac8183aab74b509233c6f5680e83c10a17c15c21327,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,0.9286979044759885,9723540.408198148,16.94841568781154,2948.511928962217,17815.278565574907,58.476813911503186,8870.018137127452
