,block,block_timestamp,Asset Price,Asset Volatility (30 Days),Asset Liquidity,Asset Liquidity (30 Days),liquidity_volatility,Asset Liquidity Volatility (30 Days),TOKEN_ADDRESS,NEW_COLLATERAL,Asset Volatility (60 Days),Asset Liquidity (60 Days),Asset Liquidity Volatility (60 Days),Formula C,Formula A,Formula C (60 Days),Formula A (60 Days)
97,13044000,2021-08-17,3450.9,0.8440151926481717,10750228.846647693,10856637.61044671,2.811595902020548,0.1843909776942946,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,4589.2331656009,6561.531028128509,,
98,13050000,2021-08-18,3513.01,0.8063854409222395,12990547.150353275,10837625.9927036,2.833162806184569,0.1588698561954874,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,5215.496727266321,5999.999259700774,,
99,13056000,2021-08-19,3748.4,0.7972886250584055,12193322.328986429,10846116.08809656,2.814501313790935,0.1371677493804802,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6001.800048198556,5860.799815199834,,
100,13062000,2021-08-20,3815.06,0.7421370905746764,11772662.767841846,10775180.789582465,2.78135274492144,0.1223709444020658,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6533.399144153163,5111.445199500801,,
101,13068000,2021-08-21,3870.29,0.7401147737983484,16845481.403671257,10970955.77378243,2.9590514388157896,0.1330111377741149,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,5895.45140587925,4992.90936623407,,
102,13074000,2021-08-22,3806.04,0.744358005156655,12840111.942994587,10954479.920255262,3.002652904015957,0.133021115137753,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,5920.775358928407,5057.920082689639,,
103,13080000,2021-08-23,3879.05,0.7439892588589242,12980461.752997115,11012746.921565464,2.9582353358421343,0.1336022097706707,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,5862.380895473508,5026.175769221874,,
104,13086000,2021-08-24,3628.65,0.7774657209097284,9989684.477296658,11025660.03276155,3.00944037225968,0.1310523768462998,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6102.265871731385,5482.238209718217,,
105,13092000,2021-08-25,3700.68,0.7776794525050893,10230208.151409555,11032861.384843558,3.008527263799415,0.1290741590613666,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6192.597400828015,5481.672521322908,,
106,13098000,2021-08-26,3586.0,0.7847270821881027,11299025.820451273,11100518.737159288,3.006304448836989,0.1299499688640968,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6141.010875787046,5547.457808958581,,
107,13110000,2021-08-27,3752.0,0.7883205062394758,10297720.062907385,11130066.92135423,3.023454387921296,0.12937009890209,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6166.2300893049105,5583.517376390129,,
108,13116000,2021-08-28,3604.0,0.7663581978998263,9188365.026839675,10951868.02265034,2.599583505744544,0.1211228961729557,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6599.354458648724,5362.600117839461,,
109,13122000,2021-08-29,3452.0,0.7802278068763916,5464599.1415856015,10689004.34815387,2.8426885541827183,0.132989654806214,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,6213.776090127999,5695.155608466787,,
110,13128000,2021-08-30,3359.0,0.7847009404967545,42979097.79881213,11789930.794981863,20.101108945733657,0.3392940661494679,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,2214.4433075024263,5222.724176452118,,
111,13134000,2021-08-31,3526.0,0.7886796572582049,45475693.50865672,12977498.429977745,20.095167119530977,0.4495731476386751,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1522.1553237246615,4793.031608742689,,
112,13140000,2021-09-01,3694.0,0.7971082329359549,4330678.330948862,12819090.81774147,20.34516876040149,0.4492555722750446,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1550.272169067904,4956.5257321909285,,
113,13146000,2021-09-02,3543.0,0.7950186737916619,2991671.693614453,12598045.583608229,20.395035421264964,0.4501278924107599,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1572.3512286423809,5017.085289005797,,
114,13152000,2021-09-03,3655.0,0.7807065221517662,2469743.546726886,12333128.5149496,20.41995923152561,0.4537586500665919,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1578.8676617050492,4941.995641993819,,
115,13158000,2021-09-04,3548.0,0.7264473579232612,2474394.314481104,12014375.384559946,20.42625092759945,0.4596093420850015,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1543.519176468131,4392.452765475297,,
116,13164000,2021-09-05,3718.0,0.736015377179229,2887011.065954335,11720305.277804555,20.41751189405984,0.46431676004704,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1576.4861504457558,4622.0522640324725,,
117,13170000,2021-09-06,3620.0,0.7299232305119593,2623575.227307184,11465791.716499165,20.413530471023577,0.4680890049774791,0x95b4ef2869ebd94beb4eee400a99824bf5dc325b,35.0,,,,1591.864525148445,4646.760865840063,,
