blocknumber,volume COMP for 5% slippage
13829650,166.81355936598982
13829800,166.81355936598982
13829950,166.81355936598982
13830100,166.80561381658038
13830250,166.80561381658038
13830400,165.53441721652615
13830550,165.62985705386004
13830700,165.62985705386004
13830850,165.62985705386004
13831000,165.62985705386004
13831150,165.62985705386004
13831300,168.25536272928036
13831450,168.25536272928036
13831600,168.25536272928036
13831750,168.25536272928036
13831900,169.37369611791394
13832050,169.37369611791394
13832200,169.37369611791394
13832350,168.703022664262
13832500,168.0395148806739
13832650,168.0395148806739
13832800,168.0395148806739
13832950,168.45744824573165
13833100,168.45744824573165
13833250,168.45744824573165
13833400,169.27338888004255
13833550,169.27338888004255
13833700,166.3375708610572
13833850,166.3375708610572
13834000,167.556019570518
13834150,167.556019570518
13834300,167.556019570518
13834450,167.556019570518
13834600,167.556019570518
13834750,167.99783386487076
13834900,167.9776679958223
13835050,268.9533618925887
13835200,252.07752601631012
13835350,252.07752601631012
13835500,252.07752601631012
13835650,252.07752601631012
13835800,249.78125766093257
13835950,249.78125766093257
13836100,249.52183012329206
13836250,249.3960510580945
13836400,249.2085597179861
13836550,249.24414184981734
13836700,249.24414184981734
13836850,249.24414184981734
13837000,249.24414184981734
13837150,274.67424808878934
13837300,274.67424808878934
13837450,274.67424808878934
13837600,267.5272866174201
13837750,268.6097076700517
13837900,268.9850232404909
13838050,268.9850232404909
13838200,268.9850232404909
13838350,266.96840091983915
13838500,275.4172765655745
13838650,275.4172765655745
13838800,275.4172765655745
13838950,275.4665145758373
13839100,266.0252845713463
13839250,266.16315223976704
13839400,266.16315223976704
13839550,266.37125439129164
13839700,266.37125439129164
13839850,266.37125439129164
13840000,266.37125439129164
13840150,266.37125439129164
13840300,266.6545448644708
13840450,266.6545448644708
13840600,276.22566888268443
13840750,276.22566888268443
13840900,277.9120708379996
13841050,267.75505907704377
13841200,267.509510787308
13841350,274.3020425682412
13841500,274.3020425682412
13841650,264.2206568876486
13841800,264.2206568876486
13841950,264.2206568876486
13842100,267.89542370115834
13842250,277.01471118882233
13842400,232.55089679725046
13842550,232.55089679725046
13842700,233.99521369461377
13842850,233.99521369461377
13843000,247.4266612219655
13843150,247.4266612219655
13843300,247.4266612219655
13843450,247.4266612219655
13843600,247.4266612219655
13843750,273.2285256580846
13843900,273.2285256580846
13844050,273.2285256580846
13844200,273.23031820770456
13844350,273.23031820770456
13844500,273.23031820770456
13844650,273.23031820770456
13844800,273.23031820770456
13844950,273.04577549350523
13845100,273.04577549350523
13845250,269.3411543770537
13845400,269.3411543770537
13845550,269.3411543770537
13845700,269.3411543770537
13845850,269.3411543770537
13846000,269.3411543770537
13846150,269.3411543770537
13846300,269.4270652094881
13846450,269.4270652094881
13846600,234.9493838935036
13846750,232.99627219932773
13846900,232.99627219932773
13847050,232.99627219932773
13847200,232.99627219932773
13847350,232.99627219932773
13847500,233.21163712509843
13847650,233.21163712509843
13847800,233.21163712509843
13847950,233.21163712509843
13848100,234.1956638817439
13848250,234.1956638817439
13848400,234.1956638817439
13848550,234.1956638817439
13848700,234.6016051674944
13848850,234.6016051674944
13849000,243.37829407228116
13849150,243.37829407228116
13849300,260.63198009606106
13849450,260.34488271189605
13849600,260.34488271189605
13849750,260.34488271189605
13849900,243.32918825210334
13850050,243.32918825210334
13850200,243.32918825210334
13850350,243.56064091349288
13850500,243.56064091349288
13850650,243.56064091349288
13850800,243.56064091349288
13850950,241.50954334513082
13851100,241.50954334513082
13851250,241.50954334513082
13851400,241.50954334513082
13851550,297.197584049272
13851700,297.197584049272
13851850,267.3750091072283
13852000,267.3750091072283
13852150,267.3750091072283
13852300,267.3750091072283
13852450,267.4013248967021
13852600,267.4013248967021
13852750,267.1734510250706
13852900,267.1734510250706
13853050,267.1734510250706
13853200,267.1734510250706
13853350,267.1626207611733
13853500,263.73914426859864
13853650,263.73914426859864
13853800,263.73914426859864
13853950,264.8932380314926
13854100,264.8932380314926
13854250,269.9260110741371
13854400,269.9260110741371
13854550,272.09838757094934
13854700,269.92095126487993
13854850,269.92095126487993
13855000,269.03120750089124
13855150,269.13278644826005
13855300,278.1272075969455
13855450,278.1272075969455
13855600,278.1143831974616
13855750,278.1143831974616
13855900,278.1143831974616
13856050,256.15183601891044
13856200,256.29358686072055
13856350,256.321350021773
13856500,256.321350021773
13856650,256.65279310387837
13856800,255.9173231607906
13856950,255.9173231607906
13857100,255.9173231607906
13857250,255.9173231607906
13857400,255.9173231607906
13857550,255.9173231607906
13857700,255.9173231607906
13857850,262.8290098358308
13858000,262.8290098358308
13858150,235.7350829065051
13858300,235.7350829065051
13858450,235.8924654040684
13858600,200.12284564651833
13858750,199.73418531337492
13858900,199.73418531337492
13859050,199.73418531337492
13859200,199.73418531337492
13859350,185.55322587702634
13859500,185.76112577968004
13859650,185.76112577968004
13859800,185.76112577968004
13859950,185.76112577968004
13860100,185.76112577968004
13860250,216.31535948196745
13860400,216.31535948196745
13860550,182.80070580871626
13860700,182.80070580871626
13860850,183.21017949292678
13861000,174.45137336201805
13861150,173.58685037434765
13861300,161.33922785872647
13861450,161.14970789185497
13861600,161.14970789185497
13861750,1369.5062203791558
13861900,1369.5062203791558
13862050,1370.0010799520544
13862200,1369.1829834529858
13862350,1369.1829834529858
13862500,1369.1829834529858
13862650,1369.1992956914066
13862800,1365.9606030794453
13862950,1365.9606030794453
13863100,2561.239217605729
13863250,2561.239217605729
13863400,2562.75961536658
13863550,1769.955187308265
13863700,1770.0442199543966
13863850,1765.782215668368
13864000,160.2353181319257
13864150,160.2353181319257
13864300,162.6828559694798
13864450,162.8514773255263
13864600,163.57964857498544
13864750,969.5681230036164
13864900,969.6615406456212
13865050,969.6615406456212
13865200,968.8789227533357
13865350,968.9723778033356
13865500,566.4068171250822
13865650,566.4068171250822
13865800,575.8990575198944
13865950,575.8990575198944
13866100,576.6989327360101
13866250,576.6989327360101
13866400,576.6989327360101
13866550,576.8041958939046
13866700,837.3215545693886
13866850,670.3026361926279
13867000,670.3026361926279
13867150,168.8207677445946
13867300,168.89788874459043
13867450,168.89788874459043
13867600,170.4186638138445
13867750,170.4186638138445
13867900,171.2089490546801
13868050,171.2089490546801
13868200,171.2089490546801
13868350,171.2089490546801
13868500,171.2089490546801
13868650,171.2089490546801
13868800,171.76387220336363
13868950,170.67287453040757
13869100,170.67287453040757
13869250,170.67287453040757
13869400,170.67287453040757
13869550,170.67287453040757
13869700,170.67287453040757
13869850,170.67287453040757
13870000,170.67287453040757
13870150,170.67287453040757
13870300,170.67287453040757
13870450,170.67287453040757
13870600,170.67287453040757
13870750,2571.0109669711214
13870900,2571.0109669711214
13871050,2571.0109669711214
13871200,2570.87113147078
13871350,2570.0180028711866
13871500,2570.0180028711866
13871650,3604.3474617164916
13871800,3604.478894541735
13871950,3359.584113818709
13872100,3359.584113818709
13872250,3359.584113818709
13872400,3359.584113818709
13872550,3359.584113818709
13872700,1374.0953516562895
13872850,1374.0953516562895
13873000,1374.0953516562895
13873150,1374.0953516562895
13873300,1778.1926411609847
13873450,1778.2482421543384
13873600,1778.2482421543384
13873750,973.3042049566635
13873900,973.3042049566635
13874050,973.3042049566635
13874200,973.3042049566635
13874350,973.3591742381387
13874500,973.3591742381387
13874650,975.9102402208063
13874800,975.9102402208063
13874950,975.9035369068886
13875100,975.9035369068886
13875250,975.9035369068886
13875400,572.6783434114831
13875550,572.6783434114831
13875700,573.0763871908024
13875850,573.0763871908024
13876000,574.7545597720346
13876150,574.7545597720346
13876300,574.7545597720346
13876450,574.7545597720346
13876600,574.7545597720346
13876750,574.7545597720346
13876900,170.48312325763408
13877050,171.023634129772
13877200,171.023634129772
13877350,171.0762657087193
13877500,171.0978446560875
13877650,169.12670391963735
13877800,169.12670391963735
13877950,169.12670391963735
13878100,169.12670391963735
13878250,169.12670391963735
13878400,170.2249266552784
13878550,174.71872032641977
13878700,174.71872032641977
13878850,174.71872032641977
13879000,174.71872032641977
13879150,174.71872032641977
13879300,174.33128075051673
13879450,172.4519737843602
13879600,172.4519737843602
13879750,173.19673174272626
13879900,173.19673174272626
13880050,173.19673174272626
13880200,175.12811786141677
13880350,174.4387406449878
13880500,174.4387406449878
13880650,574.6597683984221
13880800,3471.871445859764
13880950,3471.871445859764
13881100,3471.871445859764
13881250,3474.386030436539
13881400,3760.1491068797345
13881550,3419.8640320840486
13881700,3419.8640320840486
13881850,3474.855325850721
13882000,3509.330244627454
13882150,3509.4911745132304
13882300,3509.4911745132304
13882450,3509.4911745132304
13882600,3775.1828015393294
13882750,3775.1828015393294
13882900,3775.1828015393294
13883050,3745.063766231594
13883200,3678.4536716900543
13883350,3678.4536716900543
13883500,3678.4536716900543
13883650,3678.4536716900543
13883800,3793.943130963943
13883950,3793.9319535011537
13884100,3793.9319535011537
13884250,3793.9319535011537
13884400,3770.4216269669487
13884550,3770.4216269669487
13884700,3521.0995635393438
13884850,3520.5769344426603
13885000,3520.5769344426603
13885150,3574.2253244366652
13885300,3574.277271282519
13885450,3574.277271282519
13885600,3690.129570427763
13885750,3689.398093515838
13885900,3689.398093515838
13886050,3689.5112822449823
13886200,3456.696457724422
13886350,3456.696457724422
13886500,3456.696457724422
13886650,3398.753995769718
13886800,3398.723091200175
13886950,3631.0548659383744
13887100,3602.6370624683877
13887250,3602.6370624683877
13887400,3610.613062467958
13887550,3610.545535944825
13887700,3610.545535944825
13887850,3387.40648337569
13888000,3480.127975343075
13888150,3680.4103065876816
13888300,3680.5155736915494
13888450,3727.2080562203073
13888600,3725.9348731464383
13888750,3726.2713624555936
13888900,3726.2713624555936
13889050,3726.2713624555936
13889200,3517.957276239344
13889350,3517.957276239344
13889500,3517.957276239344
13889650,3406.858350284142
13889800,3406.858350284142
13889950,3634.2454934989837
13890100,3446.936219128758
13890250,3446.936219128758
13890400,3519.535820683661
13890550,3565.481452598027
13890700,3566.269511042684
13890850,3566.269511042684
13891000,3506.338848581779
13891150,3506.338848581779
13891300,3628.9569795055663
13891450,3628.9569795055663
13891600,3794.860461510034
13891750,3769.543356232591
13891900,3594.861776383081
13892050,3594.861776383081
13892200,3594.861776383081
13892350,3561.330431302257
13892500,3561.330431302257
13892650,3561.330431302257
13892800,3625.694012824022
13892950,3625.694012824022
13893100,3624.4040128240918
13893250,3624.4040128240918
13893400,3629.618322823811
13893550,3629.618322823811
13893700,3629.618322823811
13893850,3761.9650703791112
13894000,3761.9650703791112
13894150,3527.033097792887
13894300,3527.033097792887
13894450,3753.5530572994367
13894600,3753.5530572994367
13894750,3753.5530572994367
13894900,3827.599273007346
13895050,3652.634907485138
13895200,3827.074379910779
13895350,3827.074379910779
13895500,2227.2266490348966
13895650,2227.2266490348966
13895800,2227.5663409660024
13895950,2228.4107951296864
13896100,3835.956767940623
13896250,3835.956767940623
13896400,3448.267877335658
13896550,3448.267877335658
13896700,3046.763484321551
13896850,3046.763484321551
13897000,3046.763484321551
13897150,3046.763484321551
13897300,3046.763484321551
13897450,3046.763484321551
13897600,3046.763484321551
13897750,3046.763484321551
13897900,3046.763484321551
13898050,3046.763484321551
13898200,3046.7781682590867
13898350,2638.4706130832114
13898500,2638.4706130832114
13898650,2638.4706130832114
13898800,2638.4706130832114
13898950,2640.2352566303844
13899100,2637.5742257399615
13899250,2637.5742257399615
13899400,2637.5742257399615
13899550,2637.5742257399615
13899700,2637.5742257399615
13899850,2638.5488856329744
13900000,2638.5488856329744
13900150,2638.5488856329744
13900300,2638.5488856329744
13900450,2638.5488856329744
13900600,2638.5488856329744
13900750,2638.5488856329744
13900900,2638.703926364903
13901050,2638.703926364903
13901200,2639.2429794359864
13901350,2639.2429794359864
13901500,2639.2429794359864
13901650,2639.2429794359864
13901800,2639.2429794359864
13901950,2639.9482426233817
13902100,2639.9482426233817
13902250,2639.9482426233817
13902400,2639.9482426233817
13902550,2639.9482426233817
13902700,2639.9482426233817
13902850,2639.9482426233817
13903000,2642.74807359228
13903150,175.1128460134745
13903300,175.1128460134745
13903450,1824.7914370839285
13903600,1825.0545949786651
13903750,1825.0545949786651
13903900,1825.0545949786651
13904050,998.181785366186
13904200,998.181785366186
13904350,998.181785366186
13904500,999.4145444473395
13904650,999.5007260906548
13904800,999.5007260906548
13904950,999.5007260906548
13905100,999.5007260906548
13905250,173.95925508988105
13905400,173.9887435541589
13905550,173.9887435541589
13905700,173.9887435541589
13905850,173.9887435541589
13906000,173.9887435541589
13906150,173.9887435541589
13906300,173.9887435541589
13906450,172.98874355421273
13906600,172.7782172383929
13906750,172.7782172383929
13906900,585.3699929216838
13907050,171.89829371891048
13907200,171.89829371891048
13907350,171.89829371891048
13907500,171.5794958857641
13907650,171.85328167350437
13907800,171.85328167350437
13907950,171.85328167350437
13908100,171.85328167350437
13908250,172.06787656441654
13908400,172.06787656441654
13908550,172.00651668671432
13908700,172.00651668671432
13908850,172.00651668671432
13909000,172.0056750446938
13909150,172.04202241311484
13909300,172.04202241311484
13909450,172.04202241311484
13909600,171.8875654910532
13909750,171.8875654910532
13909900,171.8875654910532
13910050,171.8875654910532
13910200,171.8875654910532
13910350,171.8875654910532
13910500,171.8875654910532
13910650,171.8875654910532
13910800,171.94254555189875
13910950,172.5415551158665
13911100,172.5415551158665
13911250,172.5415551158665
13911400,2230.1061169229006
13911550,2230.290517152401
13911700,2230.290517152401
13911850,2230.290517152401
13912000,2230.290517152401
13912150,2230.290517152401
13912300,2230.290517152401
13912450,2230.290517152401
13912600,2230.290517152401
13912750,2230.290517152401
13912900,2230.290517152401
13913050,2230.290517152401
13913200,2230.290517152401
13913350,2230.290517152401
13913500,2230.290517152401
13913650,2229.8259419233536
13913800,2229.8259419233536
13913950,2229.8259419233536
13914100,2229.8259419233536
13914250,2229.436520838681
13914400,2229.436520838681
13914550,2229.436520838681
13914700,2229.436520838681
13914850,588.4946687959783
13915000,588.4946687959783
13915150,588.91255730207
13915300,588.91255730207
13915450,589.1349781902546
13915600,590.1319781902009
13915750,172.08148955823043
13915900,172.2971668569632
13916050,172.2971668569632
13916200,171.9678938835329
13916350,172.1177755502319
13916500,172.1177755502319
13916650,172.1177755502319
13916800,172.1177755502319
13916950,163.56862113698406
13917100,163.74452579145049
13917250,163.74452579145049
13917400,576.6823197962581
13917550,576.6823197962581
13917700,576.6823197962581
13917850,576.6823197962581
13918000,576.6823197962581
13918150,576.5976554077479
13918300,576.5976554077479
13918450,576.5976554077479
13918600,577.6855664078065
13918750,578.3996247333289
13918900,578.7904819538514
13919050,578.7906909761418
13919200,578.8154757706686
13919350,576.1280444946965
13919500,576.1280444946965
13919650,576.1280444946965
13919800,576.1280444946965
13919950,576.1280444946965
13920100,577.3073879333809
13920250,4065.5048668955633
13920400,4065.5048668955633
13920550,4065.5048668955633
13920700,4076.528384487766
13920850,4048.697669788389
13921000,4048.697669788389
13921150,4517.798625984163
13921300,4517.798625984163
13921450,4031.0023821817836
13921600,4031.0023821817836
13921750,4400.5961115115115
13921900,4400.5961115115115
13922050,4400.5961115115115
13922200,4400.5961115115115
13922350,4467.743991069053
13922500,4462.340400330796
13922650,4138.09810390605
13922800,4034.3614334903928
13922950,4034.3614334903928
13923100,4147.07171647025
13923250,4147.07171647025
13923400,4147.07171647025
13923550,4147.07171647025
13923700,4147.07171647025
13923850,4147.07171647025
13924000,4500.169225284931
13924150,4500.25437336448
13924300,4500.25437336448
13924450,4500.25437336448
13924600,4083.3693788864834
13924750,4083.5674425120214
13924900,4083.1822609510164
13925050,4083.1822609510164
13925200,4385.424311205993
13925350,4032.757411916576
13925500,4032.757411916576
13925650,4032.757411916576
13925800,4089.68246639664
13925950,4089.8459268281886
13926100,4392.503905889785
13926250,4392.503905889785
13926400,4391.4035597897055
13926550,4391.7898673300515
13926700,4391.7898673300515
13926850,4391.7898673300515
13927000,4391.84381737356
13927150,4391.84381737356
13927300,4361.54507869084
13927450,4361.6578284313655
13927600,4361.6578284313655
13927750,4511.8861895315795
13927900,4206.556081781636
13928050,4206.556081781636
13928200,4206.694481883068
13928350,4206.694481883068
13928500,4152.277815063356
13928650,4152.277815063356
13928800,4153.298303146773
13928950,4153.298303146773
13929100,4153.298303146773
13929250,4332.21423121741
13929400,4332.21423121741
13929550,4332.21423121741
13929700,4186.163612304216
13929850,4186.163612304216
13930000,4488.304996767427
13930150,4313.202759275472
13930300,4313.202759275472
13930450,4313.202759275472
13930600,4384.305068419549
13930750,4384.65889151449
13930900,4407.60798403079
13931050,4407.60798403079
13931200,4193.741066750529
13931350,4192.769690903053
13931500,4191.348756336612
13931650,4191.285252317976
13931800,4354.684410107227
13931950,3928.3472171059343
13932100,3916.9631541413423
13932250,3916.9631541413423
13932400,3916.9631541413423
13932550,3955.7529885968734
13932700,3955.7529885968734
13932850,4103.065838626248
13933000,4103.065838626248
13933150,4367.795890317407
13933300,4367.795890317407
13933450,4097.397802611585
13933600,4299.956743647538
13933750,4388.366398732107
13933900,4388.366398732107
13934050,3916.4385236148205
13934200,4381.201820393604
13934350,4381.201820393604
13934500,4040.714490874379
13934650,4403.872922134454
13934800,4403.872922134454
13934950,4341.871044904797
13935100,4295.554939789102
13935250,4295.554939789102
13935400,3989.337801289367
13935550,4044.6062438377216
13935700,4242.5105563731795
13935850,4339.539411038335
13936000,4339.539411038335
13936150,4245.885048862036
13936300,4023.1954233657507
13936450,4023.1954233657507
13936600,4251.421137770624
13936750,4252.057874531131
13936900,4124.716285240098
13937050,4124.716285240098
13937200,3958.5095918235615
13937350,4171.501895744453
13937500,4126.893705799493
13937650,4125.435609130383
13937800,4125.435609130383
13937950,4149.477588028054
13938100,4199.301874994625
13938250,4273.140109953969
13938400,4012.196624109329
13938550,4012.196624109329
13938700,4040.013443125305
13938850,4039.1691918872243
13939000,3951.8988339652037
13939150,4160.006815974599
13939300,4160.006815974599
13939450,3833.2421235147963
13939600,3833.3472958943644
13939750,3833.3448460910554
13939900,3833.3455820984236
13940050,4119.057585381828
13940200,4249.788582930811
13940350,4249.788582930811
13940500,4291.790760822557
13940650,4240.572445195879
13940800,4240.572445195879
13940950,4240.572445195879
13941100,4242.502926267632
13941250,3890.143391732452
13941400,3890.143391732452
13941550,3890.143391732452
13941700,3932.2224312155213
13941850,3932.2224312155213
13942000,3932.2224312155213
13942150,3932.2224312155213
13942300,4340.6370094360855
13942450,3887.5362371877454
13942600,3887.5362371877454
13942750,3973.549909589316
13942900,4144.794043684476
13943050,4144.794043684476
13943200,3814.717152515057
13943350,3814.717152515057
13943500,3815.923656460791
13943650,3862.483644934713
13943800,3863.1652302369166
13943950,4223.514368698109
13944100,4223.514368698109
13944250,3779.5060386412906
13944400,3779.5060386412906
13944550,3987.102916583017
13944700,3954.982731414379
13944850,4215.438109076895
13945000,4216.433243972959
13945150,3954.413679803981
13945300,3954.4227896302555
13945450,3853.9852940354754
13945600,4044.1138514653467
13945750,4044.1138514653467
13945900,4044.1138514653467
13946050,4045.552985195959
13946200,4045.6014139117483
13946350,4169.408979535585
13946500,4169.408979535585
13946650,4169.408979535585
13946800,4129.493190291705
13946950,3893.2636401514455
13947100,3891.76548200913
13947250,3891.76548200913
13947400,4223.140124470983
13947550,4222.480004148113
13947700,4037.3909427704343
13947850,4205.546760368699
13948000,4079.942122663929
13948150,4079.942122663929
13948300,4140.739553106259
13948450,4016.437780808403
13948600,4291.487599421025
13948750,4291.487599421025
13948900,4291.487599421025
13949050,4155.291852089181
13949200,4252.832337645175
13949350,4252.832337645175
13949500,4252.832337645175
13949650,4253.009603112998
13949800,4402.903563167192
13949950,4179.601733142998
13950100,4165.751856888025
13950250,3916.5106092140127
13950400,3916.5106092140127
13950550,4375.468487947112
13950700,4375.687722097507
13950850,4375.687722097507
13951000,4374.900728992296
13951150,4217.1657492856475
13951300,4327.0167260906255
13951450,4339.513764793104
13951600,4339.513764793104
13951750,4339.513764793104
13951900,4263.027795369253
13952050,4263.027795369253
13952200,4282.077791936723
13952350,4282.077791936723
13952500,4282.077791936723
13952650,4282.077791936723
13952800,3902.4851823795193
13952950,3902.4851823795193
13953100,3893.0234232507314
13953250,3893.0234232507314
13953400,3893.0234232507314
13953550,4161.091013149764
13953700,4161.091013149764
13953850,4161.091013149764
13954000,4161.091013149764
13954150,4195.1384540748495
13954300,4195.1384540748495
13954450,4180.885373617118
13954600,4202.5187229614385
13954750,3939.626321595444
13954900,4109.1586265827855
13955050,4109.1586265827855
13955200,4133.96623495886
13955350,4133.96623495886
13955500,4133.96623495886
13955650,4134.133757827206
13955800,4165.862096627851
13955950,4165.862096627851
13956100,4168.361696090648
13956250,4196.800666385079
13956400,4196.800666385079
13956550,4196.800666385079
13956700,4313.380479606624
13956850,4313.413916069649
13957000,4143.956881404936
13957150,4291.04877286626
13957300,4291.04877286626
13957450,4291.04877286626
13957600,4291.04877286626
13957750,4056.300597529022
13957900,4056.300597529022
13958050,4159.277289120405
13958200,4159.171500237784
13958350,4159.171500237784
13958500,4078.6498098340876
13958650,4078.6498098340876
13958800,4078.6498098340876
13958950,4078.6498098340876
13959100,4060.5264038342466
13959250,4060.5264038342466
13959400,4060.5264038342466
13959550,4060.5264038342466
13959700,4007.189188344291
13959850,4098.533365563023
13960000,4098.533365563023
13960150,4098.533365563023
13960300,4098.533365563023
13960450,4160.4858794074125
13960600,4160.4858794074125
13960750,4160.4858794074125
13960900,4046.224487064075
13961050,4046.224487064075
13961200,4046.224487064075
13961350,4045.5938341417987
13961500,4068.778501965308
13961650,4182.178738435983
13961800,4182.178738435983
13961950,3981.9322711009245
13962100,3981.9322711009245
13962250,4171.75135684319
13962400,3867.9045742145927
13962550,3867.9045742145927
13962700,3867.9045742145927
13962850,4087.8492964760203
13963000,4087.8492964760203
13963150,3934.26315360715
13963300,3934.26315360715
13963450,4137.997191817873
13963600,4137.997191817873
13963750,4137.823359713532
13963900,4184.031417183252
13964050,4184.031417183252
13964200,4184.031417183252
13964350,4184.031417183252
13964500,4184.031417183252
13964650,4184.031417183252
13964800,4184.031417183252
13964950,3877.9113565839216
13965100,3890.644762571415
13965250,3890.644762571415
13965400,3842.4556961572557
13965550,4076.493501021497
13965700,4077.3304385194906
13965850,4077.3304385194906
13966000,4274.214448980075
13966150,4243.512113554872
13966300,4243.512113554872
13966450,3839.794287134837
13966600,3840.25951976331
13966750,4195.589058215036
13966900,4195.589058215036
13967050,4263.78276595294
13967200,4153.063710113674
13967350,4152.632810815795
13967500,4055.921306197437
13967650,4056.6469177158715
13967800,3906.9843185674704
13967950,3906.9843185674704
13968100,4211.774143706216
13968250,3924.091852077577
13968400,3924.091852077577
13968550,4099.150461180905
13968700,4099.150461180905
13968850,4218.390072350078
13969000,4218.390072350078
13969150,4063.6739864146175
13969300,3958.492641023128
13969450,3955.501318602036
13969600,3896.9169443862643
13969750,3896.9169443862643
13969900,3896.9169443862643
13970050,3896.9169443862643
13970200,3906.8869443857275
13970350,3906.8869443857275
13970500,3917.531643156728
13970650,4181.040121982702
13970800,4054.090200732596
13970950,4054.090200732596
13971100,4081.145466164439
13971250,4081.145466164439
13971400,3806.495762511052
13971550,3806.495762511052
13971700,3905.0342376543013
13971850,3905.0342376543013
13972000,3905.0342376543013
13972150,4212.0371778718045
13972300,4212.0371778718045
13972450,3778.846414512486
13972600,3778.846414512486
13972750,3778.846414512486
13972900,3778.846414512486
13973050,3989.632087758224
13973200,3935.78981649784
13973350,3935.78981649784
13973500,3935.78981649784
13973650,3951.390659017806
13973800,3951.390659017806
13973950,3951.390659017806
13974100,3951.390659017806
13974250,4255.640310770227
13974400,4255.640310770227
13974550,3932.551963404574
13974700,3932.898192669213
13974850,4251.921410588129
13975000,4251.921410588129
13975150,4251.921410588129
13975300,4251.921410588129
13975450,4251.921410588129
13975600,4251.921410588129
13975750,3946.0615177347127
13975900,3946.0615177347127
13976050,3802.6101722685517
13976200,4019.0689029724826
13976350,4019.0689029724826
13976500,3795.706162345446
13976650,3796.250425503341
13976800,3792.7395078193204
13976950,4020.552907798507
13977100,4012.486930634926
13977250,4012.486930634926
13977400,4006.2337285878943
13977550,4006.2337285878943
13977700,4034.062393282387
13977850,4034.062393282387
13978000,4160.758512136142
13978150,4160.758512136142
13978300,4253.6133534722885
13978450,4253.6133534722885
13978600,4253.6133534722885
13978750,4253.259804454077
13978900,4253.171834212022
13979050,3898.171173623099
13979200,4126.588398488527
13979350,4126.588398488527
13979500,4126.588398488527
13979650,3884.466246472728
13979800,3884.466246472728
13979950,4313.592679448135
13980100,4313.592679448135
13980250,4313.592679448135
13980400,4313.592679448135
13980550,4313.592679448135
13980700,4313.592679448135
13980850,4313.592679448135
13981000,4069.9121875745045
13981150,4069.9121875745045
13981300,3995.299556914919
13981450,3995.299556914919
13981600,3995.299556914919
13981750,4062.6747093936306
13981900,4062.6747093936306
13982050,4062.6747093936306
13982200,4062.6747093936306
13982350,4062.6747093936306
13982500,4319.52346613655
13982650,4319.52346613655
13982800,4319.52346613655
13982950,4319.496594663953
13983100,4319.496594663953
13983250,4319.496830959465
13983400,4319.768146097635
13983550,3941.1719167850897
13983700,3941.1719167850897
13983850,3941.1719167850897
13984000,3941.1719167850897
13984150,4212.260226622644
13984300,4212.260226622644
13984450,4212.163157530828
13984600,4212.163157530828
13984750,4212.163157530828
13984900,4548.689003666561
13985050,4548.689003666561
13985200,4548.689003666561
13985350,4548.689003666561
13985500,4548.689003666561
13985650,4486.661521490556
13985800,4486.661521490556
13985950,4486.661521490556
13986100,4108.753461680114
13986250,4108.753461680114
13986400,4108.753461680114
13986550,4108.753461680114
13986700,4108.753461680114
13986850,4494.882593934432
13987000,4494.882593934432
13987150,4494.882593934432
13987300,4494.882593934432
13987450,4494.882593934432
13987600,4494.882593934432
13987750,4114.054241412384
13987900,4394.3263380262715
13988050,4310.295777272463
13988200,4310.295777272463
13988350,4310.295777272463
13988500,4310.232829063167
13988650,4310.169163648364
13988800,4050.654985976633
13988950,4050.654985976633
13989100,4051.3612823153135
13989250,4051.3612823153135
13989400,4051.3612823153135
13989550,4051.3612823153135
13989700,4204.5387479923675
13989850,4204.5387479923675
13990000,4202.538747992475
13990150,4203.204937827097
13990300,4203.204937827097
13990450,4203.204937827097
13990600,4154.449609888681
13990750,4534.195832090464
13990900,4534.05151337278
13991050,4451.769728011568
13991200,4452.159869169163
13991350,4452.159869169163
13991500,4452.159869169163
13991650,4224.112266431067
13991800,4224.112266431067
13991950,4224.112266431067
13992100,4225.227793957422
13992250,4225.562062261923
13992400,4561.57130589866
13992550,4561.57130589866
13992700,4561.57130589866
13992850,4561.57130589866
13993000,4561.57130589866
13993150,4561.57130589866
13993300,4362.835637016031
13993450,4362.835637016031
13993600,4362.835637016031
13993750,4362.835637016031
13993900,4362.835637016031
13994050,4362.835637016031
13994200,4362.835637016031
13994350,4362.835637016031
13994500,4130.140653989332
13994650,4130.140653989332
13994800,4127.972804182719
13994950,4127.972804182719
13995100,4127.972804182719
13995250,4127.972804182719
13995400,4127.972804182719
13995550,4127.972804182719
13995700,4279.336383786768
13995850,4279.336383786768
13996000,4279.336383786768
13996150,4279.2283531774165
13996300,4279.2283531774165
13996450,4279.2283531774165
13996600,4468.647765129914
13996750,4468.647765129914
13996900,4468.647765129914
13997050,4468.647765129914
13997200,4468.647765129914
13997350,4572.265326629218
13997500,4572.265326629218
13997650,4253.382315310824
13997800,4253.382315310824
13997950,4400.173889279199
13998100,4400.329363384489
13998250,4400.329363384489
13998400,4279.893298172178
13998550,4279.893298172178
13998700,4279.893298165017
13998850,4279.893298165017
13999000,4279.893298165017
13999150,4098.083086567176
13999300,4098.083086567176
13999450,4097.821550917162
13999600,4465.452524678777
13999750,4465.452524678777
13999900,4465.452524678777
14000050,4465.452524678777
14000200,4465.452524678777
14000350,4576.21960325839
14000500,4576.21960325839
14000650,4576.21960325839
14000800,4576.21960325839
14000950,4576.21960325839
14001100,4576.21960325839
14001250,4576.21960325839
