blocknumber,volume COMP for 5% slippage
11970400,452.04885675287
11970550,451.1557453427849
11970700,450.7330556327451
11970850,451.58277891536994
11971000,452.227238740892
11971150,452.3981456291383
11971300,452.9383394179856
11971450,452.9383394179856
11971600,452.7000507800983
11971750,452.59583722240427
11971900,452.00725105166134
11972050,450.88491151732273
11972200,451.18847076171846
11972350,449.57660457823226
11972500,449.7370808009139
11972650,450.2476702745988
11972800,450.2477017094551
11972950,450.4649126022813
11973100,449.1418004294518
11973250,451.56597036105074
11973400,451.1704211674695
11973550,452.21227182516475
11973700,453.7527326164835
11973850,454.01151502626993
11974000,452.674421534362
11974150,452.8205795235495
11974300,453.0038048192724
11974450,452.51653170573405
11974600,452.4548082665511
11974750,451.2647244939595
11974900,451.3017495275995
11975050,448.9579631464781
11975200,450.0785846596678
11975350,450.942168445035
11975500,451.00773381356123
11975650,451.07914590088114
11975800,450.9105173047461
11975950,451.1858476676258
11976100,450.957978721102
11976250,452.38758791694966
11976400,450.9125505129083
11976550,447.60918171941523
11976700,447.62085693934534
11976850,447.61708808421974
11977000,446.4753454279286
11977150,446.4753454279286
11977300,446.58373961239613
11977450,446.58373961239613
11977600,446.62185893591726
11977750,447.72190443212224
11977900,448.0354486449791
11978050,450.04619524121784
11978200,450.21535192086316
11978350,448.901535369886
11978500,448.6432524273232
11978650,449.2295855460079
11978800,446.4816145341565
11978950,449.0063019795898
11979100,447.27547415408026
11979250,447.5539104022164
11979400,448.8742218640482
11979550,448.27155997165664
11979700,450.4286860607326
11979850,449.8719439521001
11980000,449.17987787354923
11980150,449.3653785119359
11980300,445.9547318181112
11980450,445.9547318181123
11980600,445.22031728729945
11980750,447.0765449847605
11980900,445.1105701468824
11981050,444.57765058333655
11981200,444.57765058333655
11981350,445.5660425640018
11981500,444.07640376101165
11981650,440.5034977621451
11981800,441.08374679112944
11981950,441.1395858522171
11982100,441.378837966962
11982250,442.17042725487477
11982400,443.0385044166221
11982550,442.84021436229045
11982700,443.69595073608684
11982850,443.77912301847823
11983000,443.7871775773099
11983150,444.2298155315118
11983300,444.0277489794996
11983450,443.9914190418883
11983600,443.42710780324484
11983750,443.8616267100802
11983900,445.02371268091116
11984050,443.70324844123894
11984200,445.4848684820768
11984350,445.8100115882076
11984500,457.9587429061349
11984650,456.48735163819975
11984800,454.4203867376786
11984950,456.41240405596403
11985100,457.6211971173729
11985250,458.4938733648891
11985400,458.83246905979144
11985550,458.9586459198476
11985700,459.0458387859839
11985850,456.4032380280482
11986000,453.61415855326817
11986150,454.2530553933791
11986300,451.8262627632482
11986450,455.3368826717158
11986600,455.7642616526225
11986750,459.25796656818034
11986900,459.2532292748126
11987050,464.30131143604353
11987200,463.35442107743415
11987350,465.9182379876927
11987500,465.9182379876927
11987650,464.5148025748383
11987800,464.5148025748383
11987950,467.6515863540369
11988100,468.007775690068
11988250,469.64195333178554
11988400,470.40826486048513
11988550,469.737845876916
11988700,468.79142448922335
11988850,468.75941571783164
11989000,469.5541164428503
11989150,469.8079205560696
11989300,470.9086330919197
11989450,470.4211875157687
11989600,470.5442739353855
11989750,471.0481498284096
11989900,471.40008826232383
11990050,471.5710141936213
11990200,471.9589362128934
11990350,472.1895429331687
11990500,472.1479718732169
11990650,472.07407463422953
11990800,472.12670621317613
11990950,472.26672977660803
11991100,470.5957119263536
11991250,474.065737763795
11991400,473.1594636669639
11991550,473.1594636669633
11991700,473.45509053650306
11991850,474.34982737860804
11992000,472.98381435197
11992150,472.98381435197
11992300,472.34513520307695
11992450,470.1373853055647
11992600,471.96813795383054
11992750,472.696640307191
11992900,472.6956474334492
11993050,472.9738280815963
11993200,472.9738280815963
11993350,473.87721250475437
11993500,474.2679674384926
11993650,474.306260991123
11993800,474.306260991123
11993950,474.7908710448991
11994100,475.0122987639915
11994250,474.29672808533536
11994400,476.95509717419185
11994550,479.6296967571979
11994700,481.62057296652523
11994850,481.2115348246352
11995000,481.39276032621086
11995150,482.55118858563213
11995300,483.0410576693775
11995450,481.8196610571612
11995600,483.4307420285531
11995750,483.8075515156124
11995900,483.8075515156124
11996050,483.696813091592
11996200,483.94818151264366
11996350,484.8088655136016
11996500,484.8088655136016
11996650,484.3015353949631
11996800,483.28258802654267
11996950,483.40861687290084
11997100,483.15688334736654
11997250,486.0124292164564
11997400,486.170323953298
11997550,486.0874209717386
11997700,488.3507347940013
11997850,488.16857058148895
11998000,488.1899129213271
11998150,488.1899129213271
11998300,488.2013591312189
11998450,488.69027392631693
11998600,490.73426074494097
11998750,491.20847446921294
11998900,491.27918874136054
11999050,491.52362874691795
11999200,490.1115632516831
11999350,491.8554485948109
11999500,491.91522628052303
11999650,491.96243846968105
11999800,491.97615543467987
11999950,491.97615543467987
12000100,493.5592312636029
12000250,494.1804672630017
12000400,494.16863510813096
12000550,494.16863510813096
12000700,495.8863616177998
12000850,496.4004390058883
12001000,499.4781889209344
12001150,499.24667722083996
12001300,499.0263441412344
12001450,499.9872409851605
12001600,499.97623986348026
12001750,499.0632334481443
12001900,501.0811812256552
12002050,500.8212408011541
12002200,497.46803491451556
12002350,500.3618356601355
12002500,500.332826801171
12002650,498.5874057485389
12002800,497.6280283418082
12002950,498.6845804891391
12003100,498.6845804891391
12003250,495.421481983557
12003400,494.16776083580316
12003550,494.16776083580316
12003700,494.37069143327335
12003850,494.2640688812289
12004000,493.05078793023586
12004150,493.0673233319437
12004300,491.48770842107547
12004450,491.42187699015517
12004600,490.82627595835834
12004750,493.4754288617703
12004900,493.45949051045204
12005050,493.71836879545003
12005200,495.826558710384
12005350,495.93797449985755
12005500,495.7882306523086
12005650,493.9922708589936
12005800,493.9133428920602
12005950,494.2087724958917
12006100,491.5178416792976
12006250,492.00646072039194
12006400,491.6160360962083
12006550,494.94655219902666
12006700,495.4558314498506
12006850,494.50008595824033
12007000,494.52522755836685
12007150,496.04255089180765
12007300,495.10783035715826
12007450,492.6654154163487
12007600,493.9241445902433
12007750,492.5733613751225
12007900,497.2054835902134
12008050,496.1772151738467
12008200,496.1772151738467
12008350,495.1277502075562
12008500,495.1011712086245
12008650,494.0948895972568
12008800,494.0948895972568
12008950,494.4045031928643
12009100,495.0555057147329
12009250,494.72797147766397
12009400,495.0752834868279
12009550,495.41851109514283
12009700,495.41851109514283
12009850,494.14549774721746
12010000,494.1244451156388
12010150,494.1244451156388
12010300,495.75566623869673
12010450,495.75566623869673
12010600,495.80040308080135
12010750,495.8492288436108
12010900,495.8006277340235
12011050,496.34069006912324
12011200,498.17336208739
12011350,497.25565485731096
12011500,497.26408291635454
12011650,503.22029068085686
12011800,501.7906643609993
12011950,503.95967128813464
12012100,506.6891036042751
12012250,507.7223597605487
12012400,508.6728621470273
12012550,509.28673816862903
12012700,509.4870848743947
12012850,506.7362930718162
12013000,506.7362930718142
12013150,511.5256325514268
12013300,508.5363872682924
12013450,509.958860952504
12013600,509.90622937355556
12013750,509.85036477895346
12013900,509.9108134242165
12014050,509.8641965608299
12014200,511.7261915711774
12014350,511.6268432978137
12014500,511.45028245665674
12014650,510.3061245619217
12014800,504.0502671292404
12014950,504.72406664819755
12015100,505.9959363800499
12015250,505.9959363800499
12015400,505.2694502890463
12015550,505.7294311297301
12015700,505.04011495156374
12015850,504.53634274266875
12016000,503.01500650885424
12016150,503.40985189471354
12016300,505.1374397176747
12016450,503.23611639242296
12016600,503.59009758616554
12016750,503.80737938233284
12016900,504.5054820163055
12017050,502.4266521287314
12017200,501.93391574021695
12017350,501.81079699306173
12017500,503.02335984923167
12017650,503.074814527153
12017800,505.22904521847425
12017950,505.39985812305434
12018100,505.47880549147607
12018250,503.40457895308003
12018400,503.40437221922895
12018550,503.79510169291626
12018700,503.6474906384372
12018850,503.6474906384372
12019000,503.86806321520254
12019150,506.12386720132037
12019300,506.12185285036145
12019450,509.4220518855055
12019600,511.27443612836606
12019750,511.27443612836606
12019900,511.5686942794203
12020050,511.571758782013
12020200,511.659065166223
12020350,514.7785388504348
12020500,512.3036062989671
12020650,512.4990598101307
12020800,512.4990598101307
12020950,513.6116713130635
12021100,512.2260866548862
12021250,512.5050936488573
12021400,512.4234066700086
12021550,512.4194649061395
12021700,513.3987079788516
12021850,514.0224296270829
12022000,511.1827982591665
12022150,511.1827982591665
12022300,514.3823941316739
12022450,514.4294730702538
12022600,512.8418830983144
12022750,512.9313567825236
12022900,514.7527430999678
12023050,512.7409669362521
12023200,513.010487084967
12023350,513.4442657769166
12023500,513.6078365786659
12023650,511.5094983579717
12023800,512.3315130188209
12023950,518.3329195547619
12024100,516.7964631265012
12024250,516.8059122861185
12024400,516.533520618788
12024550,515.4725664359349
12024700,516.0813932700595
12024850,516.0812887468957
12025000,515.0786075860425
12025150,515.9761886220141
12025300,515.9761886220141
12025450,515.9761886220141
12025600,515.9761886220141
12025750,515.4819333876868
12025900,515.4819331791306
12026050,515.6634117123615
12026200,515.7768557792026
12026350,512.3570024402691
12026500,515.6311794628166
12026650,517.847033842618
12026800,519.360027139566
12026950,523.474647061821
12027100,526.0058097488017
12027250,528.3751240220989
12027400,527.3925848754934
12027550,525.5636046261407
12027700,521.7742639191747
12027850,522.6418497929244
12028000,522.6418497929244
12028150,522.4544110726438
12028300,520.8709013560438
12028450,520.9356700207809
12028600,520.9356700207809
12028750,521.6540441073703
12028900,520.2278067207062
12029050,519.2015824973187
12029200,519.2015824973187
12029350,519.3642077225813
12029500,519.3803980169894
12029650,523.807722425451
12029800,527.385643778324
12029950,527.388249911465
12030100,525.768043239678
12030250,528.4115043383797
12030400,527.9609169189744
12030550,528.3212213282513
12030700,528.3212213282513
12030850,528.6833690534604
12031000,527.1919233298377
12031150,531.494028592997
12031300,531.494028592997
12031450,530.2800571684202
12031600,530.5432150631568
12031750,530.5432150631568
12031900,530.5432150631568
12032050,529.1673401013795
12032200,530.401715342774
12032350,530.4963536322466
12032500,530.6837248053453
12032650,530.6837248053453
12032800,530.7361015116057
12032950,531.9279823241541
12033100,532.3200643443524
12033250,531.9809321842095
12033400,529.5964864710932
12033550,531.4341970122987
12033700,530.8643750848314
12033850,530.963806099453
12034000,530.9161303827714
12034150,530.9161303827714
12034300,530.8649908629322
12034450,531.1495936050815
12034600,531.1213419865071
12034750,535.228298853083
12034900,534.6430470080983
12035050,534.6611640124272
12035200,534.2511217171511
12035350,535.3146019123221
12035500,535.3146019123221
12035650,534.0708961967855
12035800,534.3749777263008
12035950,533.2370033730792
12036100,533.2795736793948
12036250,540.8100065989572
12036400,540.92111379027
12036550,541.751795881212
12036700,541.8293264979726
12036850,536.2549104104543
12037000,536.4611059207746
12037150,536.9570482232284
12037300,536.9570482232284
12037450,537.7414012001791
12037600,533.8193974944079
12037750,533.8193974944079
12037900,533.8115779788277
12038050,533.8153959788742
12038200,535.678582558315
12038350,536.0366421762095
12038500,536.1641506151913
12038650,536.5918489778995
12038800,536.5392173989511
12038950,535.3558762437829
12039100,532.4273114850971
12039250,532.6464464442929
12039400,532.6026013544238
12039550,533.5998511879793
12039700,533.8722990659394
12039850,535.3152580482861
12040000,535.3152580482861
12040150,537.3417612295457
12040300,537.3417612295457
12040450,535.9410191946267
12040600,536.5519638270175
12040750,536.4386748264892
12040900,536.9942180138819
12041050,536.0288534997867
12041200,535.9437430520825
12041350,535.8491354136072
12041500,536.647265783618
12041650,536.647265783618
12041800,533.0468128872521
12041950,535.3770760451475
12042100,535.3743090512503
12042250,535.2921945159192
12042400,532.7089799790206
12042550,532.7089799790206
12042700,534.6975418789966
12042850,535.2065198730284
12043000,533.8545985486077
12043150,529.2324689325184
12043300,529.575045845943
12043450,529.5023376047399
12043600,531.9923428218432
12043750,531.9923428218432
12043900,533.7796932193074
12044050,533.1970993117126
12044200,533.332087671186
12044350,533.332087671186
12044500,533.332087671186
12044650,533.1508346682622
12044800,531.5304987016825
12044950,530.6901277729594
12045100,530.9413912346372
12045250,533.6597378847036
12045400,532.4802882791355
12045550,532.9927031398129
12045700,534.383957953909
12045850,534.4218153763541
12046000,534.3473335484141
12046150,534.1118202886191
12046300,534.1118214930821
12046450,534.1118214930809
12046600,534.0425306782288
12046750,532.7630844657558
12046900,532.6518841371833
12047050,534.4539308740257
12047200,534.1218137466965
12047350,533.3846106816325
12047500,532.0675424158379
12047650,532.0675424158379
12047800,532.075878467096
12047950,531.4695185050949
12048100,533.0592027156206
12048250,533.1935938309059
12048400,533.1935938309059
12048550,533.719909620381
12048700,533.5156840398056
12048850,532.9851672605826
12049000,533.0602262565906
12049150,533.498504169195
12049300,521.458703809721
12049450,522.099532274074
12049600,522.3128118384606
12049750,521.9864877638114
12049900,522.0051665705026
12050050,522.3128621302579
12050200,522.3927908029376
12050350,522.5152117308111
12050500,522.4856362109944
12050650,519.9853041509044
12050800,519.9853041509044
12050950,519.9831344676235
12051100,520.0093250455315
12051250,520.9965961779575
12051400,520.9987658612384
12051550,521.8939386822343
12051700,521.8939372463477
12051850,521.8939372463477
12052000,524.1574796490544
12052150,524.2131176050801
12052300,524.2095724290933
12052450,524.0173169951535
12052600,524.0173169951535
12052750,523.6460527684206
12052900,523.5249506382819
12053050,523.9653644502808
12053200,520.8723345489883
12053350,520.6721533765061
12053500,521.2744502748095
12053650,520.6428713274412
12053800,523.6578087573647
12053950,525.3028190715135
12054100,524.8071382105403
12054250,524.854173700421
12054400,524.2774180810278
12054550,524.576154730464
12054700,523.2803114875891
12054850,523.4618904349549
12055000,523.0344578650596
12055150,523.3092927136562
12055300,522.5416153210166
12055450,522.5416153210166
12055600,522.4513777739661
12055750,522.5040093529145
12055900,522.5040093529145
12056050,522.5040093529145
12056200,522.9220785958327
12056350,523.5411468420438
12056500,522.3636992794536
12056650,522.8999670128951
12056800,522.9232688420316
12056950,523.415737588607
12057100,522.6801397060544
12057250,522.6801397060544
12057400,522.6801397060544
12057550,522.75270606102
12057700,522.75270606102
12057850,522.4787039348857
12058000,524.4251776190968
12058150,524.8324353834569
12058300,526.0920200067094
12058450,524.5901255655417
12058600,527.3594237003281
12058750,524.4873224200501
12058900,524.4873224200501
12059050,524.6143799696611
12059200,523.2365771912291
12059350,522.0177724068662
12059500,522.5639200531268
12059650,522.5957475318946
12059800,524.808589708985
12059950,524.797580016465
12060100,526.5843982416163
12060250,526.4494796999536
12060400,526.9465243635043
12060550,526.9589568240046
12060700,526.9589568240046
12060850,527.0084646510152
12061000,526.8315015142091
12061150,527.6798509428284
12061300,525.670763692746
12061450,526.8873172738115
12061600,526.8873172738115
12061750,526.8873172738115
12061900,526.8670015559712
12062050,525.4509584149857
12062200,524.7700694197704
12062350,524.7963852092455
12062500,522.751966127704
12062650,522.9875526187568
12062800,521.0645049001812
12062950,521.4264321607295
12063100,521.558541333439
12063250,521.4214285039159
12063400,515.8843988210754
12063550,515.8843988210754
12063700,518.7125148582634
12063850,521.0729860757053
12064000,521.0797819364286
12064150,518.8026203756906
12064300,519.2463456570274
12064450,519.3541898064993
12064600,519.6587880605437
12064750,519.6587880605437
12064900,520.7690047981921
12065050,520.3972170587547
12065200,520.3972170587547
12065350,521.4462511225827
12065500,521.4354433876576
12065650,521.7035882633388
12065800,523.8360646584804
12065950,521.9992751847983
12066100,521.9992751847983
12066250,522.9373194018515
12066400,522.9373194018515
12066550,523.1470775262039
12066700,523.1470775262039
12066850,523.4102354209406
12067000,523.4102354209406
12067150,523.6413816771144
12067300,523.6413816771144
12067450,523.6413816771144
12067600,524.8623067309379
12067750,524.8785519463215
12067900,524.8785519463215
12068050,525.1432842730226
12068200,521.938300640584
12068350,520.8856690616392
12068500,520.9129654269016
12068650,521.462252746114
12068800,523.1496211671672
12068950,523.3290253229568
12069100,524.4696489941941
12069250,524.4696489941941
12069400,524.5256951900953
12069550,524.5874315822127
12069700,524.5874315822127
12069850,525.4886539013949
12070000,521.323350766959
12070150,522.3273967485545
12070300,522.607878612014
12070450,524.0835196007372
12070600,523.9937312551899
12070750,523.9937312551899
12070900,524.6354763266879
12071050,524.6354763266886
12071200,525.5177250228576
12071350,525.5177250228576
12071500,525.5177250228576
12071650,521.221942711431
12071800,521.2819607850402
12071950,521.6504971349391
12072100,521.730365028749
12072250,521.2633835788606
12072400,517.5246466263075
12072550,519.2510199436151
12072700,520.5330962177545
12072850,524.0790356485927
12073000,524.0750001187503
12073150,524.5100936615786
12073300,526.4625853104667
12073450,530.3946184482834
12073600,530.4957050399357
12073750,532.3649783900514
12073900,532.3649783900514
12074050,531.6229623393306
12074200,530.1265753927678
12074350,530.2121972876616
12074500,532.1788961807401
12074650,532.1788961807401
12074800,531.8471102865701
12074950,532.2152845911883
12075100,532.1243643074527
12075250,532.4166976508154
12075400,532.6202227018807
12075550,534.0959995786002
12075700,534.0959995786002
12075850,532.2019797732196
12076000,534.6800575407965
12076150,534.5970697271136
12076300,533.988963399614
12076450,534.8888542946775
12076600,535.300148087636
12076750,535.623521115635
12076900,535.732419445771
12077050,535.732419445771
12077200,537.2574221148793
12077350,537.6248112874094
12077500,538.0601784366885
12077650,538.0158322886749
12077800,537.9930095887233
12077950,537.8267228500393
12078100,536.3220656389061
12078250,536.7144890169569
12078400,537.0930757927421
12078550,537.0420355413793
12078700,538.285491380237
12078850,538.285491140436
12079000,533.6796709247213
12079150,531.7492700347724
12079300,531.7632584716142
12079450,533.407081465661
12079600,535.1192803124436
12079750,532.5350637292381
12079900,531.6227279190357
12080050,531.2495634184312
12080200,532.6506888067803
12080350,532.6506888067803
12080500,532.6506888067803
12080650,534.7177516492399
12080800,534.7177516492399
12080950,533.5597539234792
12081100,535.9356855525291
12081250,535.7035780043659
12081400,534.4351043201548
12081550,534.6256934377413
12081700,531.6686230626982
12081850,534.2382630185692
12082000,535.6547550693357
12082150,535.7279956146975
12082300,535.8942763389151
12082450,535.2942243216877
12082600,535.0235258681224
12082750,535.0833729695024
12082900,536.7851524824256
12083050,537.3030177563779
12083200,537.3071185501323
12083350,538.3692625941404
12083500,538.3806035160761
12083650,538.4033510355404
12083800,538.5231488322371
12083950,538.55981854514
12084100,542.1100379233868
12084250,540.5550191562544
12084400,540.333659714761
12084550,540.4126065758047
12084700,540.5409940910341
12084850,539.7873599168089
12085000,541.1560289032897
12085150,541.7229839367957
12085300,540.3174255421455
12085450,540.3174255421447
12085600,541.1552216109442
12085750,541.4953144895528
12085900,541.661395876011
12086050,541.1390799638409
12086200,538.9374658309896
12086350,539.9806341058427
12086500,540.1911364832047
12086650,541.5236462037935
12086800,540.736329715555
12086950,541.9993545674313
12087100,543.2080845279886
12087250,543.4186108437787
12087400,543.3975422713427
12087550,545.0869088464913
12087700,542.8073512482549
12087850,544.7353834778694
12088000,544.7353834778711
12088150,544.7353811244026
12088300,544.5001062168718
12088450,544.3553001800516
12088600,544.418840279524
12088750,544.418840279524
12088900,541.6327111371098
12089050,538.1395960018323
12089200,539.8473077744817
12089350,540.8999393534319
12089500,532.5168542190382
12089650,532.5168542190382
12089800,534.4543460670317
12089950,539.4621522879039
12090100,539.4621522879039
12090250,541.0477668731579
12090400,541.1337204939751
12090550,541.5283019332816
12090700,541.552924905012
12090850,544.9506386875397
12091000,539.9984407964436
12091150,543.122300949091
12091300,541.4465378823276
12091450,541.6936159223638
12091600,541.9810272296596
12091750,541.3429112756108
12091900,541.98996919081
12092050,541.6065858310754
12092200,540.232293281711
12092350,540.4916452820248
12092500,540.2062881299239
12092650,541.394606115125
12092800,543.3373671816785
12092950,541.406964065261
12093100,543.2417528548917
12093250,542.2265462322771
12093400,540.9874409691197
12093550,542.8701233838043
12093700,540.5478380700666
12093850,540.4359075993258
12094000,540.7205056614299
12094150,540.8697956447073
12094300,540.8697956447073
12094450,539.0991959406407
12094600,539.652335303174
12094750,539.9510090551072
12094900,539.9990243761446
12095050,541.277498060356
12095200,541.3370924720102
12095350,540.9662016474313
12095500,539.737889707817
12095650,539.8240281430635
12095800,539.8240281430635
12095950,538.3556193689756
12096100,540.9065097748326
12096250,542.1251119439903
12096400,537.7832910248826
12096550,537.6604398428784
12096700,538.3582247679564
12096850,538.2091790168373
12097000,543.3350608094582
12097150,546.2698874243955
12097300,543.9873045696071
12097450,549.4613149773116
12097600,549.5623907667848
12097750,549.7625615746775
12097900,551.4825579971249
12098050,551.4906643665198
12098200,551.5269974249167
12098350,553.2792275368155
12098500,553.7752361492059
12098650,554.1086212161682
12098800,552.8366531560976
12098950,552.8366531560976
12099100,551.3583957448361
12099250,551.3805914432185
12099400,552.056066036678
12099550,552.056066036678
12099700,552.056066036678
12099850,551.9946009436492
12100000,547.5617347522086
12100150,547.7223443118576
12100300,547.6794192369646
12100450,546.6267876580162
12100600,546.6860447457705
12100750,547.0053284332018
12100900,545.4705195557938
12101050,544.2891575169353
12101200,546.7404269369647
12101350,546.7404269369657
12101500,546.7404269369657
12101650,547.0123094269551
12101800,546.7939060326229
12101950,546.7939060326229
12102100,546.7939060326229
12102250,545.4423973408251
12102400,545.5602062687161
12102550,545.618553173454
12102700,544.6799731922914
12102850,545.7216021750795
12103000,546.511595150478
12103150,546.0335127550155
12103300,546.0335127550155
12103450,546.0335127550155
12103600,546.6135763194424
12103750,547.1674974645965
12103900,547.1674974645958
12104050,545.8025338338485
12104200,547.568802351385
12104350,548.7313697614628
12104500,549.6206951330661
12104650,549.7464357537866
12104800,549.7464293260589
12104950,552.5879107245316
12105100,553.0798194859206
12105250,551.4973181318971
12105400,555.2469980560112
12105550,551.7754802502171
12105700,552.0477431907766
12105850,552.0477431907766
12106000,552.3691228033495
12106150,550.8356367513534
12106300,550.8356367513534
12106450,550.9660000812783
12106600,548.457121883006
12106750,548.7499514291594
12106900,548.7499514291594
12107050,548.7499514291594
12107200,548.7499514291594
12107350,548.7490322799877
12107500,548.8056914237932
12107650,549.0752306866179
12107800,545.1549116695769
12107950,545.2141411529956
12108100,547.0597366685997
12108250,550.421930089653
12108400,550.421930089653
12108550,550.421930089653
12108700,550.1587721949163
12108850,550.161252783002
12109000,550.161252783002
12109150,550.161252783002
12109300,555.2309994197476
12109450,553.7102099460644
12109600,553.1442799791257
12109750,553.1465769459519
12109900,547.3836805050232
12110050,545.0108852330923
12110200,545.7310647998711
12110350,543.0566489364228
12110500,543.0566489364228
12110650,541.431382794688
12110800,540.640005111165
12110950,538.6477319670885
12111100,540.7314922160276
12111250,539.8073606706348
12111400,537.2616758236854
12111550,538.1554107699758
12111700,536.607146422215
12111850,536.1591692249167
12112000,536.9924782122453
12112150,535.2866751901183
12112300,537.0697155921716
12112450,537.1273990676242
12112600,535.3623208974446
12112750,535.3623208974446
12112900,535.3623208974446
12113050,535.652328717388
12113200,537.6584814403907
12113350,537.6958987443033
12113500,537.6030836046068
12113650,537.6030836046068
12113800,537.6030836046068
12113950,536.904699025414
12114100,536.687646538918
12114250,536.3175079345658
12114400,537.3153123507675
12114550,537.3153123507675
12114700,537.3153123507675
12114850,538.9996854261283
12115000,538.9996854261283
12115150,538.9152463663888
12115300,538.9041640055259
12115450,534.289471121858
12115600,534.297124280278
12115750,534.5610084634156
12115900,534.5610084634156
12116050,534.6275074220596
12116200,534.6275074220596
12116350,537.033881764499
12116500,537.4085712292401
12116650,539.1782238853214
12116800,539.1782238853214
12116950,539.8599259157784
12117100,539.9221908894617
12117250,543.0695003387193
12117400,543.0695003387193
12117550,543.0599622267712
12117700,545.5731119028183
12117850,546.0399557128653
12118000,546.0399557128651
12118150,546.996505535649
12118300,547.198010147845
12118450,546.2413969451457
12118600,546.3492944930397
12118750,548.6747141028275
12118900,548.2982843552429
12119050,548.2982843552429
12119200,546.204126460508
12119350,546.2881792836645
12119500,545.6698612006542
12119650,545.6698612006542
12119800,547.7206542212252
12119950,547.590940551866
12120100,547.5928213663601
12120250,543.9534346609971
12120400,545.353131302455
12120550,545.5466512827197
12120700,548.4457632370877
12120850,548.2197974018841
12121000,550.762100665745
12121150,551.8017469646661
12121300,554.8977976633983
12121450,553.7842808643077
12121600,553.7842808643077
12121750,551.6566104375357
12121900,554.0692341695354
12122050,554.0477806628893
12122200,554.0477806628893
12122350,554.7740843559237
12122500,554.4308845856646
12122650,554.3782530067161
12122800,553.2515920852762
12122950,553.2515920852762
12123100,554.0267404227576
12123250,551.8650067729519
12123400,551.8691310269911
12123550,551.8719735527808
12123700,551.8705211773068
12123850,551.8705211773068
12124000,552.5790144623244
12124150,554.0616618530004
12124300,552.301300153901
12124450,552.1453538529594
12124600,552.2553769799201
12124750,552.2553769799201
12124900,551.5149169355104
12125050,551.6395902622667
12125200,550.615520525424
12125350,548.4091481111959
12125500,548.4091481111959
12125650,547.2995514027411
12125800,549.1651235475515
12125950,549.1651235475515
12126100,549.6597011159288
12126250,549.8155927018238
12126400,549.8155927018238
12126550,550.247788138699
12126700,549.812736087903
12126850,549.4326590971418
12127000,549.4158269842596
12127150,549.5768043547
12127300,548.9044828711588
12127450,548.9044828711588
12127600,548.9044814880375
12127750,549.2876194154354
12127900,549.0436418551029
12128050,549.0436418551029
12128200,549.0418644898093
12128350,550.8292516788881
12128500,550.8292516788881
12128650,548.9711464157283
12128800,546.0610612170387
12128950,547.9221138486193
12129100,548.0330565914103
12129250,548.0330565914103
12129400,548.0330565914103
12129550,548.5521585650934
12129700,548.8679480387784
12129850,549.8356807403363
12130000,549.7813302252283
12130150,549.860187848822
12130300,549.3626834279615
12130450,549.693001625404
12130600,549.0740046166005
12130750,542.7707039212722
12130900,542.7180723423256
12131050,544.4613569406678
12131200,545.2624451532187
12131350,544.0781868479802
12131500,544.9227802355593
12131650,545.0074267355625
12131800,542.3143218372765
12131950,544.3842280376042
12132100,544.3842280376042
12132250,543.3744714047674
12132400,543.3744714047674
12132550,543.3744714047674
12132700,542.9161860104263
12132850,541.9169754841108
12133000,539.0440012900357
12133150,538.971549496869
12133300,541.4018930286942
12133450,543.0773667129046
12133600,543.0773706742779
12133750,544.7053956888498
12133900,544.146498896895
12134050,544.146498896895
12134200,545.5890407881656
12134350,545.5126394384791
12134500,547.1352411052325
12134650,547.450188473655
12134800,547.05545163155
12134950,545.1658531665656
12135100,546.919194134873
12135250,547.6162212485436
12135400,547.6162212458823
12135550,542.3108274909565
12135700,537.4208205027236
12135850,539.7913486711033
12136000,540.1750539440501
12136150,537.473671744734
12136300,537.5183207367863
12136450,534.3200793984381
12136600,534.7702824378541
12136750,534.7702824378542
12136900,533.7776180088534
12137050,531.0618201395522
12137200,531.0650974365984
12137350,527.6044778685904
12137500,524.6896012398122
12137650,523.8003126512997
12137800,523.1237464892041
12137950,524.2638856049438
12138100,522.8067469954958
12138250,522.9348525113664
12138400,523.3488126503219
12138550,523.255952996856
12138700,523.3659566012259
12138850,523.9036729574993
12139000,525.8991943819358
12139150,525.912157705204
12139300,525.912157705204
12139450,525.912157705204
12139600,529.5632568058948
12139750,527.7734136176834
12139900,526.508050463711
12140050,528.4614408253412
12140200,528.4614408253412
12140350,528.6149814257233
12140500,531.1538707308491
12140650,531.1502466545799
12140800,532.6593833198176
12140950,532.6593833198176
12141100,532.6593833198176
12141250,536.0015209857438
12141400,536.0079390056062
12141550,536.4606471399284
12141700,537.140992641619
12141850,537.1614382841117
12142000,535.8777184533201
12142150,535.8777184533201
12142300,535.9492822622988
12142450,539.5331793191132
12142600,536.30207098624
12142750,538.2623341441346
12142900,538.2623341441346
12143050,535.0030237729758
12143200,536.3051816677131
12143350,536.3051816677131
12143500,539.2186270281369
12143650,540.0011021852939
12143800,540.0011021852939
12143950,540.0011021852939
12144100,541.3395155839559
12144250,540.4594253768743
12144400,541.2218038857033
12144550,539.8355434773408
12144700,540.7666462073836
12144850,540.53615761391
12145000,540.7979776507788
12145150,541.4122586516597
12145300,541.5832506461473
12145450,541.5832506461458
12145600,540.1212731905396
12145750,543.9091013231389
12145900,542.4579956640262
12146050,542.4579956640262
12146200,542.4579956640262
12146350,542.4579956640262
12146500,543.1346600710438
12146650,543.3057204745544
12146800,543.3057204745544
