blocknumber,volume WETH for 5% slippage
10017850,0.0002584260108311016
10018000,0.0002584260108311016
10018150,0.0002584260108311016
10018300,0.0002584260108311016
10018450,0.0002584260108311016
10018600,0.0002584260108311016
10018750,0.0002584260108311016
10018900,0.0002584260108311016
10019050,0.0002584260108311016
10019200,0.0002584260108311016
10019350,0.0002584260108311016
10019500,0.0002584260108311016
10019650,0.0002584260108311016
10019800,0.0002592789019559569
10019950,0.0002592789019559569
10020100,0.0002584260108318458
10020250,0.0002584260108318458
10020400,0.0002584260108318458
10020550,0.0002584260108318458
10020700,0.0002584260108318458
10020850,0.0002584260108318458
10021000,0.0002584260108318458
10021150,0.0002584260108318458
10021300,0.0002584260108318458
10021450,0.0002584260108318458
10021600,0.0002584260108318458
10021750,0.0002584260108318458
10021900,0.0002584260108318458
10022050,0.0002584260108318458
10022200,0.0002584260108318458
10022350,0.0002584260108318458
10022500,0.0002584260108318458
10022650,0.0002584260108318458
10022800,0.0002584260108318458
10022950,0.00026213502487437094
10023100,0.0002584260108337618
10023250,0.0002584260108337618
10023400,0.0002584260108337618
10023550,0.0002584260108337618
10023700,0.0002584260108337618
10023850,0.0002584260108337618
10024000,0.0002584260108337618
10024150,0.0002584260108337618
10024300,0.0002584260108337618
10024450,0.0002584260108337618
10024600,0.0002584260108337618
10024750,0.0002584260108337618
10024900,0.0002584260108337618
10025050,0.0002584260108337618
10025200,0.0002584260108337618
10025350,0.0002584260108337618
10025500,0.0002584260108337618
10025650,0.0002584260108337618
10025800,0.0002584260108337618
10025950,0.0002584260108337618
10026100,0.0002584260108337618
10026250,0.0002584260108337618
10026400,0.0002584260108337618
10026550,0.0002584260108337618
10026700,0.0002584260108337618
10026850,0.0002584260108337618
10027000,0.0002584260108337618
10027150,0.0002584260108337618
10027300,0.0002584260108337618
10027450,0.0002584260108337618
10027600,0.0002584260108337618
10027750,0.00027078698066389587
10027900,0.00027078698066389587
10028050,0.00027078698066389587
10028200,0.001631448828129857
10028350,0.001631448828129857
10028500,0.001631448828129857
10028650,0.001631448828129857
10028800,0.001631448828129857
10028950,0.001631448828129857
10029100,0.001631448828129857
10029250,0.001631448828129857
10029400,0.001631448828129857
10029550,0.001631448828129857
10029700,0.001631448828129857
10029850,0.001631448828129857
10030000,0.001631448828129857
10030150,0.001631448828129857
10030300,0.001631448828129857
10030450,0.001631448828129857
10030600,0.001631448828129857
10030750,0.001631448828129857
10030900,0.001631448828129857
10031050,0.001631448828129857
10031200,0.001631448828129857
10031350,0.001631448828129857
10031500,0.001631448828129857
10031650,0.001631448828129857
10031800,0.001631448828129857
10031950,0.001631448828129857
10032100,0.001631448828129857
10032250,0.001631448828129857
10032400,0.001631448828129857
10032550,0.001631448828129857
10032700,0.001631448828129857
10032850,0.001631448828129857
10033000,0.001631448828129857
10033150,0.001631448828129857
10033300,0.001631448828129857
10033450,0.001631448828129857
10033600,0.001631448828129857
10033750,0.001631448828129857
10033900,0.001631448828129857
10034050,0.001631448828129857
10034200,0.001631448828129857
10034350,0.001631448828129857
10034500,0.001631448828129857
10034650,0.001631448828129857
10034800,0.001631448828129857
10034950,0.001631448828129857
10035100,0.001631448828129857
10035250,0.001631448828129857
10035400,0.001631448828129857
10035550,0.001631448828129857
10035700,0.001631448828129857
10035850,0.001631448828129857
10036000,0.001631448828129857
10036150,0.001631448828129857
10036300,0.001631448828129857
10036450,0.001631448828129857
10036600,0.001631448828129857
10036750,0.001631448828129857
10036900,0.001631448828129857
10037050,0.001631448828129857
10037200,0.001631448828129857
10037350,0.001631448828129857
10037500,0.001631448828129857
10037650,0.001631448828129857
10037800,0.001631448828129857
10037950,0.001631448828129857
10038100,0.001631448828129857
10038250,0.001631448828129857
10038400,0.001631448828129857
10038550,0.001631448828129857
10038700,0.001631448828129857
10038850,0.001631448828129857
10039000,0.001631448828129857
10039150,0.001631448828129857
10039300,0.001631448828129857
10039450,0.001631448828129857
10039600,0.001631448828129857
10039750,0.001631448828129857
10039900,0.001631448828129857
10040050,0.001631448828129857
10040200,0.001631448828129857
10040350,0.001631448828129857
10040500,0.001631448828129857
10040650,0.001631448828129857
10040800,0.001631448828129857
10040950,0.001631448828129857
10041100,0.001631448828129857
10041250,0.001631448828129857
10041400,0.001631448828129857
10041550,0.001631448828129857
10041700,0.001631448828129857
10041850,0.001631448828129857
10042000,0.001631448828129857
10042150,0.001631448828129857
10042300,0.001631448828129857
10042450,0.001631448828129857
10042600,0.001631448828129857
10042750,0.001631448828129857
10042900,0.001631448828129857
10043050,0.001631448828129857
10043200,0.001631448828129857
10043350,0.001631448828129857
10043500,0.001631448828129857
10043650,0.001631448828129857
10043800,0.001631448828129857
10043950,0.001631448828129857
10044100,0.001631448828129857
10044250,0.001631448828129857
10044400,0.001631448828129857
10044550,0.001631448828129857
10044700,0.001631448828129857
10044850,0.001631448828129857
10045000,0.001631448828129857
10045150,0.0016347860633152723
10045300,0.0016347860633152723
10045450,0.0016347860633152723
10045600,0.0016347860633152723
10045750,0.0016347860633152723
10045900,0.0016347860633152723
10046050,0.0016347860633152723
10046200,0.0016347860633152723
10046350,0.0016347860633152723
10046500,0.0016347860633152723
10046650,0.0016347860633152723
10046800,0.0016347860633152723
10046950,0.0016347860633152723
10047100,0.0016347860633152723
10047250,0.0016347860633152723
10047400,0.0016347860633152723
10047550,0.0016347860633152723
10047700,0.0016347860633152723
10047850,0.0016347860633152723
10048000,0.0016347860633152723
10048150,0.0016347860633152723
10048300,0.0016347860633152723
10048450,0.0016347860633152723
10048600,0.0016347860633152723
10048750,0.0016347860633152723
10048900,0.0016347860633152723
10049050,0.0016347860633152723
10049200,0.0016347860633152723
10049350,0.0016347860633152723
10049500,0.0016347860633152723
10049650,0.0016347860633152723
10049800,0.0016347860633152723
10049950,0.0016347860633152723
10050100,0.0016347860633152723
10050250,0.0016347860633152723
10050400,0.0016347860633152723
10050550,0.0016347860633152723
10050700,0.0016347860633152723
10050850,0.0016347860633152723
10051000,0.0016347860633152723
10051150,0.0016347860633152723
10051300,0.002161101852788963
10051450,0.002161101852788963
10051600,0.002161101852788963
10051750,0.002161101852788963
10051900,0.002408349413441313
10052050,0.002408349413441313
10052200,0.002408349413441313
10052350,0.002408349413441313
10052500,0.0029346652029150003
10052650,0.0029346652029150003
10052800,0.0029346652029150003
10052950,0.0029346652029150003
10053100,0.0029346652029150003
10053250,0.0029346652029150003
10053400,0.0029346652029150003
10053550,0.0022875293798531107
10053700,0.0022875293798531107
10053850,0.0022875293798531107
10054000,0.0022875293798531107
10054150,0.0022875293798531107
10054300,0.0022875293798531107
10054450,0.0027085820114320577
10054600,0.002685079141798878
10054750,0.002685079141798878
10054900,0.002685079141798878
10055050,0.002685079141798878
10055200,0.002685079141798878
10055350,0.002685079141798878
10055500,0.002685079141798878
10055650,0.002685079141798878
10055800,0.002685079141798878
10055950,0.002685079141798878
10056100,0.002685079141798878
10056250,0.002685079141798878
10056400,0.002685079141798878
10056550,0.002685079141798878
10056700,0.002685079141798878
10056850,0.002685079141798878
10057000,0.002685079141798878
10057150,0.002685079141798878
10057300,0.002685079141798878
10057450,0.013211394931272546
10057600,0.013211394931272546
10057750,0.0053197338841042136
10057900,0.0053197338841042136
10058050,0.0053197338841042136
10058200,0.0053197338841042136
10058350,0.0053197338841042136
10058500,0.0053197338841042136
10058650,0.0053197338841042136
10058800,0.0053197338841042136
10058950,0.0053197338841042136
10059100,0.0053197338841042136
10059250,0.0053197338841042136
10059400,0.0053197338841042136
10059550,0.0053197338841042136
10059700,0.0053197338841042136
10059850,0.0053197338841042136
10060000,0.0053197338841042136
10060150,0.0053197338841042136
10060300,0.0053197338841042136
10060450,0.0053197338841042136
10060600,0.00440122832364967
10060750,0.00440122832364967
10060900,0.057031913691365496
10061050,0.05881314887214477
10061200,0.05881314887214477
10061350,0.05881314887214477
10061500,0.05881314887214477
10061650,0.05881314887214477
10061800,0.05881314887214477
10061950,0.05881314887214477
10062100,0.05881314887214477
10062250,0.05881314887214477
10062400,0.05881314887214477
10062550,0.05881314887214477
10062700,0.05881314887214477
10062850,0.05881314887214477
10063000,0.05881314887214477
10063150,0.05881314887214477
10063300,0.05881314887214477
10063450,0.05881314887214477
10063600,0.05881314887214477
10063750,0.05881314887214477
10063900,0.05881314887214477
10064050,0.05881314887214477
10064200,0.05881314887214477
10064350,0.05881314887214477
10064500,0.0591184278183714
10064650,0.0591184278183714
10064800,0.059121447785418474
10064950,0.059121447785418474
10065100,0.059121447785418474
10065250,0.059121447785418474
10065400,0.059121447785418474
10065550,0.059121447785418474
10065700,0.06886539156333153
10065850,0.06874177379022166
10066000,0.06874177379022166
10066150,0.06683104223260601
10066300,0.06683104223260601
10066450,0.06683104223260601
10066600,0.06683104223260601
10066750,0.06683104223260601
10066900,0.06683104223260601
10067050,0.06683104223260601
10067200,0.06683104223260601
10067350,0.06683104223260601
10067500,0.06683104223260601
10067650,0.06760998960102706
10067800,0.06760998960102706
10067950,0.06760998960102706
10068100,0.06760998960102706
10068250,0.06760998960102706
10068400,0.06760998960102706
10068550,0.06760998960102706
10068700,0.06760998960102706
10068850,0.06760998960102706
10069000,0.06760998960102706
10069150,0.06760998960102706
10069300,0.06760998960102706
10069450,0.06760998960102706
10069600,0.06760998960102706
10069750,0.06760998960102706
10069900,0.06761155879724425
10070050,0.06761155879724425
10070200,0.06761155879724425
10070350,0.06783217080060186
10070500,0.06783217080060186
10070650,0.06783217080060186
10070800,0.06783217080060186
10070950,0.06783217080060186
10071100,0.06783217080060186
10071250,0.06783217080060186
10071400,0.07435653036479462
10071550,0.07435653036479462
10071700,0.07440885736246261
10071850,0.07440885736246261
10072000,0.07440885736246261
10072150,0.07446148894140991
10072300,0.07446148894140991
10072450,0.06516071003305668
10072600,0.07128053440423021
10072750,0.07777527124633513
10072900,0.08100688335277331
10073050,0.08100688335277331
10073200,0.08100688335277331
10073350,0.08100688335277331
10073500,0.08100688335277331
10073650,0.08100688335277331
10073800,0.10347633732629971
10073950,0.10347633732629971
10074100,0.1103184425894577
10074250,0.1103184425894577
10074400,0.1103184425894577
10074550,0.1103184425894577
10074700,0.11193947808009932
10074850,0.11193947808009932
10075000,0.12812211162844878
10075150,0.12812211162844878
10075300,0.12812211162844878
10075450,0.12812211162844878
10075600,0.12812211162844878
10075750,0.12812211162844878
10075900,0.12812211162844878
10076050,0.12812211162844878
10076200,0.12812211162844878
10076350,0.12812211162844878
10076500,0.12812211162844878
10076650,0.12812211162844878
10076800,0.12812211162844878
10076950,0.12812211162844878
10077100,0.12812211162844878
10077250,0.12812211162844878
10077400,0.12812211162844878
10077550,0.12812211162844878
10077700,0.12224691733916782
10077850,0.12224691733916782
10078000,0.12224691733916782
10078150,0.12224691733916782
10078300,0.12224691733916782
10078450,0.12224691733916782
10078600,0.12224691733916782
10078750,0.12224691733916782
10078900,0.12224691733916782
10079050,0.12224691733916782
10079200,0.12224691733916748
10079350,0.12224691733916748
10079500,0.12224691733916748
10079650,0.12224691733916748
10079800,0.12224691733916748
10079950,0.12224691733916748
10080100,0.12224691733916748
10080250,0.12224691733916748
10080400,0.12488639748490671
10080550,0.12488639748490671
10080700,0.12488639748490671
10080850,0.12488639748490671
10081000,0.12488639748490671
10081150,0.12488639748490671
10081300,0.12488639748490671
10081450,0.12488639748490671
10081600,0.12488639748490671
10081750,0.12488639748490671
10081900,0.12488639748490671
10082050,0.12488639748490671
10082200,0.12488639748490671
10082350,0.12488639748490671
10082500,0.12488639748490671
10082650,0.12488639748490671
10082800,0.12488639748490671
10082950,0.12488639748490671
10083100,0.12488639748490671
10083250,0.12488639748490671
10083400,0.12488639748490671
10083550,0.12488639748490671
10083700,0.12820373273227526
10083850,0.12820373273227526
10084000,0.12820373273227526
10084150,0.12820373273227526
10084300,0.12820373273227526
10084450,0.12820373273227526
10084600,0.12820373273227526
10084750,0.12820373273227526
10084900,0.12820373273227526
10085050,0.12344456714127727
10085200,0.12344456714127727
10085350,0.12344456714127727
10085500,0.12344456714127727
10085650,0.12344456714127727
10085800,0.12344456714127727
10085950,0.12344456714127727
10086100,0.12342447977507864
10086250,0.12340445229689889
10086400,0.12340445229689889
10086550,0.12340445229689889
10086700,0.12393076808637249
10086850,0.12393076808637249
10087000,0.12393076808637249
10087150,0.12393076808637249
10087300,0.12393076808637249
10087450,0.12393076808637249
10087600,0.12393076808637249
10087750,0.12393076808637249
10087900,0.12393076808637249
10088050,0.12393076808637249
10088200,0.12393076808637249
10088350,0.12393076808637249
10088500,0.12393076808637249
10088650,0.12393076808637249
10088800,0.12393076808637249
10088950,0.12393076808637249
10089100,0.12393076808637249
10089250,0.12393076808637249
10089400,0.12393076808637249
10089550,0.12393076808637249
10089700,0.12393076808637249
10089850,0.12393076808637249
10090000,0.12393076808637249
10090150,0.12393076808637249
10090300,0.12393076808637249
10090450,0.12393076808637249
10090600,0.12393076808637249
10090750,0.12393076808637249
10090900,0.12393076808637249
10091050,0.12393076808637249
10091200,0.3502470492223809
10091350,0.3502470492223809
10091500,1.3710741446389105
10091650,2.498524530849939
10091800,5.636727352188363
10091950,5.6434174626561004
10092100,16.415613661694138
10092250,19.23756180490615
10092400,20.080920399619202
10092550,21.047612056371513
10092700,21.135843478426985
10092850,21.9969352044442
10093000,24.65585276840571
10093150,24.610122150239917
10093300,29.861726015271472
10093450,30.90166862036068
10093600,31.74473103078796
10093750,31.77463664302587
10093900,37.639497691652
10094050,37.72679806165914
10094200,38.62500836414935
10094350,38.70223979006235
10094500,39.37854278825324
10094650,40.28581636222924
10094800,46.177885022118204
10094950,52.14118444946746
10095100,56.435713533470675
10095250,58.37895392544425
10095400,62.57535996782667
10095550,62.53751591859998
10095700,61.72177875394783
10095850,63.86017260655569
10096000,63.9001117903195
10096150,64.23364108544865
10096300,64.60079986800542
10096450,68.09397429030923
10096600,68.38289937220833
10096750,71.27964901546284
10096900,72.50048569473933
10097050,72.64452057869005
10097200,72.73231253764897
10097350,73.2368413176577
10097500,73.08743627198146
10097650,73.3000131974539
10097800,74.29719058864708
10097950,147.15465854670708
10098100,148.12735219183884
10098250,148.0688134685778
10098400,151.8472979149102
10098550,152.1480759114902
10098700,151.2432190734641
10098850,158.3490410361482
10099000,158.60835552038913
10099150,195.42625329837233
10099300,197.0294327005364
10099450,198.4839115239671
10099600,198.42648574796817
10099750,196.1023112425794
10099900,225.98700358212955
10100050,225.78601947403047
10100200,225.86587620905937
10100350,226.19229833308577
10100500,226.11723318508655
10100650,227.42304315649358
10100800,227.46063075987797
10100950,252.1650522268485
10101100,253.75891666582083
10101250,253.63300784834541
10101400,253.65770236042567
10101550,254.17366408046405
10101700,259.30558766924037
10101850,259.78240307345754
10102000,259.8228206838737
10102150,260.11210629772813
10102300,260.678263126307
10102450,260.3058766060374
10102600,259.20632036418965
10102750,260.2252348084919
10102900,257.0585541656353
10103050,256.9157217982222
10103200,257.0243667471136
10103350,256.47686816919054
10103500,253.18184225369077
10103650,255.81281288584933
10103800,256.77812202580435
10103950,255.79257852077467
10104100,255.76061460863912
10104250,256.8156155873214
10104400,256.7518552221725
10104550,256.3616623385997
10104700,256.6153837200213
10104850,257.1494991445918
10105000,256.52724545221804
10105150,256.09009282852844
10105300,256.53928210467393
10105450,257.53772713605395
10105600,262.8206377826509
10105750,262.57128264365565
10105900,262.5457489450746
10106050,262.58583529387965
10106200,262.7974095749744
10106350,262.7159222667833
10106500,262.6867235832992
10106650,263.99454159900665
10106800,264.83051846332773
10106950,264.75904602784294
10107100,264.9838686526016
10107250,265.9922810966216
10107400,265.7937440362923
10107550,265.9355367111393
10107700,265.7042596305564
10107850,265.7611270458001
10108000,265.919442473524
10108150,266.1204613126624
10108300,267.4976273178395
10108450,267.6217938002678
10108600,269.8772748957904
10108750,274.55836689948023
10108900,276.8181717210273
10109050,276.8286007146248
10109200,276.542640394508
10109350,277.1776214906415
10109500,284.9335455838079
10109650,284.69386627021095
10109800,286.4690624970251
10109950,288.4218304996373
10110100,288.77158316979694
10110250,288.6900897024161
10110400,288.39501515915777
10110550,288.4296714256059
10110700,289.08483212669853
10110850,290.92612363503076
10111000,292.5864677579066
10111150,292.8192391882501
10111300,294.7232722334263
10111450,294.6224944225469
10111600,297.1712432994584
10111750,297.57231866162147
10111900,297.90602308058146
10112050,297.8636059232392
10112200,297.88482232177194
10112350,298.1292597560257
10112500,309.7526139701165
10112650,309.7630320614703
10112800,309.0620960491583
10112950,309.13840025346667
10113100,309.2903121779823
10113250,309.2128582234352
10113400,309.04004306824777
10113550,309.6179108440879
10113700,315.5228039788892
10113850,315.64273077689177
10114000,315.1567633728612
10114150,315.0416354789113
10114300,314.3609836724529
10114450,314.2693591500772
10114600,314.1601453275516
10114750,314.4084781568465
10114900,314.3774286584746
10115050,327.08996563739083
10115200,327.02547078157704
10115350,327.4266814413338
10115500,328.96738924098054
10115650,328.3831231492793
10115800,327.3596088814736
10115950,330.65888283664935
10116100,331.25693698912414
10116250,330.6841540535106
10116400,329.90300681249096
10116550,329.56876665594154
10116700,328.4109264459121
10116850,327.9236796849125
10117000,327.4885341716317
10117150,326.84281550208084
10117300,326.14672512371794
10117450,326.1730438800837
10117600,644.2770361349778
10117750,644.0024671716708
10117900,643.7972378027198
10118050,643.3044387959876
10118200,643.3512317249449
10118350,644.5684936267667
10118500,645.7600794196683
10118650,647.3669134303361
10118800,646.9345724748325
10118950,646.6734843220152
10119100,647.7081464272007
10119250,647.9944487043047
10119400,644.6346736943126
10119550,645.4050095876023
10119700,645.3945548101412
10119850,646.1721820657588
10120000,645.960292394182
10120150,646.8254086052398
10120300,647.3444227520627
10120450,647.9304184443015
10120600,648.4029708999308
10120750,651.8598843867005
10120900,651.8598246919044
10121050,652.8057396553165
10121200,653.8997306549384
10121350,654.7679433148744
10121500,660.7778327642457
10121650,661.0316268710837
10121800,660.0402397923788
10121950,661.0853829977925
10122100,662.3357966722986
10122250,661.4214143107592
10122400,661.934863727947
10122550,661.7547067734174
10122700,668.9241630585213
10122850,667.9176494364301
10123000,667.7741525176693
10123150,667.9635569772297
10123300,668.0359224110166
10123450,668.3875121064439
10123600,667.0744638727376
10123750,668.1582325312231
10123900,668.2776827991177
10124050,669.203904721068
10124200,669.0684930514406
10124350,669.9750946392401
10124500,671.0929881015281
10124650,671.3842945595779
10124800,671.9011457197453
10124950,672.4601279891522
10125100,672.3860832067653
10125250,673.4523744956623
10125400,673.372219365202
10125550,673.6272827873067
10125700,673.1945373276376
10125850,675.1244668437657
10126000,672.0534395990439
10126150,673.3806441481106
10126300,673.5623322041833
10126450,673.6315640688158
10126600,673.8087900048104
10126750,673.6336236846787
10126900,672.5744825857932
10127050,672.8456332794296
10127200,670.9455310072501
10127350,671.3803357604186
10127500,671.3475138480314
10127650,671.0789805717613
10127800,670.9030001090011
10127950,673.028856566599
10128100,673.8712383335198
10128250,675.8037657202658
10128400,677.779148249032
10128550,677.7048564139834
10128700,677.2353943556097
10128850,677.9548235136606
10129000,680.340880099953
10129150,680.6310602251185
10129300,679.1703564288398
10129450,680.6023028691068
10129600,683.3754057952999
10129750,686.4525510899646
10129900,685.7267327868569
10130050,686.813810604694
10130200,684.5606481010725
10130350,681.9865596005764
10130500,675.9856902852009
10130650,674.5067197581207
10130800,674.1513420411384
10130950,675.9906772943555
10131100,675.2617466933937
10131250,675.2347236700216
10131400,676.0859127931756
10131550,681.8353707296408
10131700,685.0573943213387
10131850,683.4112802029497
10132000,682.6516494433899
10132150,682.4774824594424
10132300,682.4749010831729
10132450,682.3220142315197
10132600,682.755400984995
10132750,682.4545646860288
10132900,682.7099041275733
10133050,682.880998176599
10133200,682.6856087749056
10133350,682.6289023695304
10133500,682.6914359639986
10133650,681.5976890314323
10133800,685.3804818310173
10133950,685.5982689962532
10134100,685.98392719289
10134250,686.8369324748974
10134400,687.0012100270428
10134550,686.9770470872054
10134700,687.2936049252173
10134850,687.400360853055
10135000,687.4774728390519
10135150,687.523031774432
10135300,686.1618542315662
10135450,685.8713198585804
10135600,686.9611576140949
10135750,686.8805028178522
10135900,686.8910006167271
10136050,686.8317167477849
10136200,686.3825159884861
10136350,686.5405427674102
10136500,685.7158588913849
10136650,685.6250155949369
10136800,684.637976494555
10136950,684.3302945264595
10137100,683.8372461075787
10137250,684.4783389083977
10137400,684.6407250670898
10137550,684.8759692853603
10137700,686.6026205418088
10137850,686.3622651089863
10138000,686.27969290891
10138150,688.4905837354409
10138300,688.5802727328623
10138450,692.4874799061338
10138600,692.2634775166669
10138750,692.3291186098284
10138900,692.8586899507047
10139050,692.4373692184074
10139200,692.7768928947494
10139350,693.2182832289743
10139500,693.0930855784475
10139650,693.1588106416198
10139800,693.8155382620332
10139950,693.4937493199427
10140100,693.6057107453576
10140250,693.8897149652482
10140400,693.8595353212429
10140550,694.8911890553929
10140700,694.8603762651294
10140850,694.4633930214793
10141000,694.4581749508477
10141150,694.4157289867819
10141300,695.0062949703981
10141450,695.9647093356596
10141600,696.1896336238972
10141750,696.3924257300519
10141900,697.6423421411525
10142050,696.7508930224042
10142200,698.7465427403752
10142350,701.4804824222131
10142500,700.9762918616336
10142650,699.6530918387261
10142800,698.9921173411167
10142950,699.354815247844
10143100,699.499888527791
10143250,699.7697234603665
10143400,700.899598925877
10143550,700.5814602157702
10143700,697.0864425951333
10143850,704.080710524983
10144000,704.2481823341461
10144150,705.2979757101537
10144300,705.3579460477831
10144450,705.4714486344108
10144600,705.3964511911099
10144750,704.9049942364832
10144900,704.8507134418924
10145050,704.8348154040777
10145200,707.3851207991979
10145350,707.110634984082
10145500,705.7037552836534
10145650,705.8927251278021
10145800,706.0059184621998
10145950,706.364602162804
10146100,705.5434265847343
10146250,705.3140102982338
10146400,704.8171532011759
10146550,704.7460901026841
10146700,704.5403568745651
10146850,704.5635123138572
10147000,704.1713026561797
10147150,704.644279917562
10147300,702.1629800342264
10147450,700.4129942538759
10147600,700.4766393939219
10147750,700.33954649865
10147900,700.1256706073029
10148050,699.4718370966004
10148200,699.4463245114136
10148350,700.0190489897425
10148500,700.3064948865083
10148650,700.7510878325372
10148800,700.746217696938
10148950,699.867780253463
10149100,699.8394352740997
10149250,698.4770237990031
10149400,699.3298260207291
10149550,700.4134187922668
10149700,700.4929122515844
10149850,701.1005134199379
10150000,704.6471927670079
10150150,704.433596950666
10150300,703.5859867697336
10150450,704.1461002578749
10150600,703.8907083797005
10150750,703.9844986362771
10150900,702.1996399055324
10151050,702.1008781703163
10151200,700.6813372929178
10151350,701.3377891640655
10151500,701.1384806415692
10151650,703.5444768371729
10151800,701.5068763717757
10151950,701.9151365410405
10152100,702.6368802269815
10152250,702.6320211068708
10152400,702.883432278876
10152550,702.9499890534141
10152700,702.8744820639747
10152850,703.1650220018096
10153000,704.3096750017492
10153150,704.4998239704992
10153300,704.3765611310328
10153450,704.2890596066184
10153600,703.9363427336873
10153750,704.2074974162049
10153900,703.9961335286871
10154050,702.5774600550426
10154200,702.3095187285328
10154350,700.1012994400837
10154500,699.1391498321032
10154650,699.1732162421486
10154800,699.0817459707973
10154950,695.0977833322318
10155100,694.3266038626516
10155250,692.4077172973614
10155400,693.4530259451351
10155550,694.9243558959588
10155700,695.2800891862073
10155850,695.7871225472936
10156000,695.9227568996307
10156150,695.498733737865
10156300,699.8364313851512
10156450,694.7410738199778
10156600,695.5474745354184
10156750,695.9305938946347
10156900,696.1455567220444
10157050,692.5368743073816
10157200,689.8372597427103
10157350,686.7759547244491
10157500,683.6157559372559
10157650,684.0118043264708
10157800,686.7056887422823
10157950,687.0316838854139
10158100,685.5885143683047
10158250,685.2645323157296
10158400,685.5059341896713
10158550,685.0290575829408
10158700,686.94621280867
10158850,687.6811651925384
10159000,687.3950901331684
10159150,686.6235780473278
10159300,687.3324714872776
10159450,687.7154725511725
10159600,687.6956612618408
10159750,689.337557219854
10159900,689.9220951747118
10160050,690.3188513863645
10160200,691.8409689591613
10160350,692.9907525982867
10160500,692.4510628712496
10160650,691.8764745593771
10160800,692.0252710658237
10160950,691.8248044531015
10161100,690.9889393106582
10161250,690.8622885646628
10161400,690.5987544877555
10161550,692.8912114955417
10161700,693.6330612357542
10161850,691.5068538566625
10162000,690.6390585115421
10162150,691.3113633786347
10162300,691.2933676342709
10162450,691.4133218748157
10162600,691.7336740950739
10162750,694.0978156666831
10162900,692.0270592078334
10163050,692.9935868380155
10163200,693.573128432437
10163350,693.0872932579368
10163500,691.8098520618134
10163650,692.3558476683231
10163800,693.1036396465915
10163950,695.4112750897111
10164100,695.2312998129676
10164250,695.5136333169996
10164400,693.8531648843484
10164550,693.9188864041175
10164700,694.3970121575524
10164850,690.485507320546
10165000,683.1790901334289
10165150,680.1191077484837
10165300,668.3536653601864
10165450,663.2476777599702
10165600,663.921110435072
10165750,662.7108029119256
10165900,662.799995065647
10166050,662.0395470790329
10166200,662.3893282852887
10166350,663.1887085620888
10166500,663.134003889302
10166650,661.6217314640139
10166800,657.4331928583063
10166950,656.8761612291844
10167100,656.8518473562683
10167250,657.6351299266605
10167400,656.198420795731
10167550,655.5923702202672
10167700,653.7184300833308
10167850,656.9256439406197
10168000,659.2113177129766
10168150,658.4472066025585
10168300,657.0576358021315
10168450,658.233835127254
10168600,658.9064011366902
10168750,654.8991762511416
10168900,658.9205938547377
10169050,658.661566174068
10169200,659.9029378731459
10169350,660.0387670949856
10169500,660.0483400285693
10169650,658.8829494964916
