,index,blocknum,p0vs1,p1vs0,SUSHI-slippagemap_01,SUSHI-slippagemap_2,SUSHI-slippagemap_3,SUSHI-slippagemap_4,SUSHI-slippagemap_5,SUSHI-slippagemap_6,SUSHI-slippagemap_7,SUSHI-slippagemap_8,SUSHI-slippagemap_9,SUSHI-slippagemap_10,SUSHI-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
31,31,12457568.0,0.005526834241150254,180.93540648540935,530.0451170173119,1101.2368552012526,1666.7454218426371,2226.627364869375,2780.9386632517335,3329.734751360042,3873.0705000622784,4411.00023339267,4943.577741739603,4949.0663405288,4954.500329567689,6.594276826142346,9.714752431593041,12.804180327439303,15.86286943987639,18.895922410340255,21.89879751958306,24.871794996318265,27.81521212631528,30.72934321393174,33.9218859633412
32,32,12458238.0,0.005755829410610195,173.73690717042751,500.9200491953449,1060.801992222083,1615.1132906044413,2163.90937871275,2707.245127414986,3245.1748607453783,3777.7523690923103,3783.2409678815075,3788.674956920396,3794.0548795404106,3799.3812737438134,6.83468714489913,10.01819736019206,13.170032695026354,16.290508300477047,19.37993619632331,22.438625308760397,25.47167827922426,28.47455338846707,31.44755086520227,34.39096799519928
33,33,12458902.0,0.005625525110521709,177.76118324130286,18.266337018215086,589.4580752021559,1154.9666418435404,1714.8485848702783,2269.1598832526365,2817.955971360945,3361.291720063182,3899.2214533935735,4431.798961740506,4437.287560529703,4442.721549568591,9.448052003640871,12.568527609091566,15.657955504937828,18.716644617374914,21.749697587838778,24.752572697081586,27.725570173816788,30.668987303813804,33.58311839143027,36.77566114083972
34,34,12459454.0,0.005971578584188946,167.45990794590188,25.548852668076016,579.8601510504343,1128.656239158743,1671.9919878609794,2209.921721191371,2742.4992295383036,2747.9878283275,2753.4218173663894,2758.8017399864034,2764.1281341898066,2769.401532468742,9.689051237817024,12.904554672558726,16.088064887851658,19.23990022268595,22.360375828136643,25.449803723982907,28.508492836419993,31.541545806883857,34.54442091612666,37.51741839286187
35,35,12460248.0,0.00617747503149948,161.87843656201173,193.73964699999118,737.0753957022278,1275.0051290326196,1807.5826373795517,1813.0712361687488,1818.5052252076377,1823.8851478276517,1829.211542031055,1834.4849403099906,1839.7058700479545,1844.8748532363456,8.83941848624005,12.11987609371065,15.367694235159226,18.583197669900926,21.76670788519386,24.918543220028152,28.039018825478845,31.12844672132511,34.18713583376219,37.22018880422606
36,36,12460805.0,0.006465027993218376,154.6783712381401,40.9580236838937,573.535532030826,579.0241308200228,584.4581198589118,589.838042478926,595.164436682329,600.4378349612648,605.6587646992285,610.8277478876197,615.9453013762404,621.0119369154212,9.978311846639913,13.325035730858785,16.63846083298301,19.91891844045361,23.166736581902185,26.382240016643888,29.565750231936818,32.71758556677111,35.838061172221806,38.92748906806807
37,37,12461326.0,0.006322460532184448,158.1662700636099,103.52860777775119,641.4583411081429,1174.035849455075,1179.5244482442722,1184.9584372831612,1190.3383599031752,1195.6647541065784,1200.938152385514,1206.159082123478,1211.328065311869,1216.4456188004897,9.485552792905686,12.79897789502991,16.07943550250051,19.32725364394909,22.542757078690787,25.72626729398372,28.878102628818013,31.998578234268706,35.08800613011497,38.146695242552056
38,38,12461884.0,0.005922814284828968,168.83865539418593,256.060621894486,810.3719202768443,1359.168008385153,1902.5037570873894,2440.4334904177813,2973.0109987647133,2978.4995975539105,2983.933586592799,2989.3135092128136,2994.6399034162164,2999.9133016951523,8.318087762955805,11.533591197697506,14.717101412990438,17.86893674782473,20.989412353275426,24.078840249121686,27.137529361558773,30.170582332022637,33.17345744126545,36.14645491800065
39,39,12462611.0,0.006293445450315302,158.89547433034474,228.19784081908003,766.1275741494718,1298.705082496404,1304.193681285601,1309.62767032449,1315.007592944504,1320.333987147907,1325.607385426843,1330.8283151648066,1335.997298353198,1341.1148518418186,8.699088452330084,12.012513554454308,15.292971161924909,18.540789303373487,21.75629273811519,24.93980295340812,28.09163828824241,31.212113893693108,34.30154178953937,37.36023090197645
40,40,12463219.0,0.006439220820336244,155.2982927440252,148.4394887073548,681.016997054287,686.505595843484,691.939584882373,697.3195075023871,702.6459017057902,707.9192999847259,713.1402297226897,718.3092129110809,723.4267663997016,728.4934019388822,9.284783951781598,12.63150783600047,15.944932938124694,19.225390545595296,22.473208687043872,25.688712121785574,28.872222337078504,32.0240576719128,35.14453327736349,38.23396117320976
41,41,12464255.0,0.006642616833416628,150.54308039707453,610.5611551942433,1450.8574465962324,2282.793063925316,3106.4512022898534,3111.7246005687894,3116.945530306753,3122.1145134951444,3127.232066983765,3132.298702522946,3137.314926667427,3142.281241080611,12.735957466561613,18.231877723065708,23.67311536673582,29.06021443651682,34.393713674267225,39.67414634126794,39.707953844158844,39.74142497367758,39.77456307628043,39.807371465652416
42,42,12464781.0,0.006717428565133016,148.86648816639828,175.16575514308204,1234.3159386706168,2282.9279232683934,3321.1065720843158,3538.766070116815,3754.2599292792,3967.609694764903,4178.8366995479455,4387.962066121671,4392.978290266152,4397.944604679336,20.023868796586385,26.95119313193121,33.80959285102878,40.59975368694039,47.322354696022906,53.97806802664747,55.373472606339185,55.406943735857915,55.44008183846077,55.47289022783276
43,43,12465546.0,0.005906254427429444,169.31204239286828,677.756900614681,1802.397892638943,2915.849086490354,4018.221809554041,5109.626279745322,6190.17163226662,7259.965916591406,8319.116100118941,9367.728084716717,10405.90673353264,10623.566231565139,10.74653859626447,10.780009725783206,10.813147828386056,10.845956217758044,10.878438174400234,10.910596946219108,10.942435748919113,10.978754588232453,11.01471206725859,11.050311781041366
44,44,12466204.0,0.005839308789303636,171.2531458914771,40.430852556021115,1176.3741134269637,2301.0151054512257,3414.4662993026363,4516.839022366324,5608.243492557604,6688.788845078902,7758.583129403689,8817.733312931223,9866.345297529,10904.523946344923,2.6018068668998726,2.634944969502723,2.6677533588747098,2.7002353155169003,2.732394087335775,2.7642328900357795,2.8005517293491193,2.8365092083752566,2.872108922158032,2.9073544305014436
45,45,12466767.0,0.005743755454626393,174.10211975416453,534.4598375727846,1963.8570884362084,3379.0322979579037,4780.126991931906,6167.281257511975,7540.63378576709,8900.321905350616,9970.116189675404,11029.266373202938,12077.878357800715,13116.057006616636,4.844736038385365,6.546464790311798,8.2312619003885,9.899295830975987,11.550733370616928,13.185739654194876,14.809274978064021,16.416656669217772,18.00804543435208,19.58360040486117
46,46,12467689.0,0.005578470956373521,179.26059090752798,481.8980013005172,1542.6950509868427,2830.0181582906002,4104.532825506078,5366.366483102411,6615.645321822011,7852.494249651128,8365.56042478625,8873.521759213416,9100.06365765684,9324.351538821275,15.036877281233734,20.83211396726274,26.56968994753186,32.250178948820725,37.878945749827885,39.48632744098163,41.077716206115944,42.65327117662503,44.213149888010335,46.06491461627736
47,47,12468222.0,0.00553347009116641,180.7184250614081,916.6123081271585,1977.4093578134841,3264.7324651172416,4539.247132332719,5801.080789929052,7050.359628648652,8287.208556477768,8800.274731612892,9308.236066040057,9534.77796448348,9759.065845647916,12.621446294234042,18.416682980263047,24.15425896053217,29.834747961821037,35.4635147628282,37.070896453981945,38.66228521911626,40.23784018962534,41.79771890101064,43.649483629277675
48,48,12469017.0,0.00569058879533174,175.7287402000207,485.75784127362687,1773.0809485773846,3047.5956157928617,4309.429273389195,5558.708112108795,6795.557039937911,7308.623215073035,7816.5845495001995,8043.126447943623,8267.414329108058,8489.470618996766,15.138738391641283,20.992215255504178,26.787451941533185,32.525027921802305,38.205516923091174,43.83428372409833,45.44166541525208,47.033054180386394,48.608609150895475,50.16848786228078
49,49,12470532.0,0.005704261925989411,175.30751795317477,357.1781824210683,1644.501289724826,2919.0159569403036,4180.849614536636,5430.128453256237,6666.977381085353,7180.043556220476,7688.00489064764,7914.546789091065,8138.834670255499,8360.890960144206,15.871332964053524,21.72480982791642,27.520046513945424,33.257622494214544,38.93811149550341,44.56687829651057,46.17425998766432,47.76564875279863,49.341203723307714,50.901082434693016
50,50,12471170.0,0.005715109783466324,174.97476652031708,258.77224975915306,1546.0953570629108,2820.610024278388,4082.443681874721,5331.722520594321,6568.571448423438,7081.63762355856,7589.598957985725,7816.14085642915,8040.428737593584,8262.485027482291,16.433212649622515,22.28668951348541,28.081926199514417,33.81950217978354,39.4999911810724,45.12875798207956,46.73613967323331,48.32752843836762,49.90308340887671,51.46296212026201
51,51,12471724.0,0.005440744818186693,183.79836463884791,760.4785121107792,1831.9362191428593,2892.733268829185,4180.056376132942,5454.57104334842,6716.404700944753,7965.683539664353,9202.532467493469,9715.598642628593,10223.559977055756,10450.101875499182,13.394122470624792,19.131698450893914,24.81218745218278,30.44095425318994,32.04833594434369,33.639724709477996,35.215279679987084,36.775158391372386,38.62692311963942,40.46026338755554
52,52,12472422.0,0.005530151170830625,180.82688322782334,951.0770890409997,2011.8741387273253,3299.197246031083,4573.7119132465605,5835.5455708428935,7084.824409562493,8321.67333739161,8834.739512526732,9342.700846953898,9569.242745397321,9793.530626561756,12.43078268644004,18.226019372469043,23.963595352738167,29.644084354027033,35.27285115503419,36.88023284618794,38.47162161132225,40.04717658183134,41.60705529321664,43.45882002148367
53,53,12473079.0,0.005525176522432704,180.98969253559807,1000.5770890383354,2061.374138724661,3348.6972460284187,4623.211913243896,5885.045570840229,7134.324409559829,8371.173337388946,8884.23951252407,9392.200846951233,9618.742745394658,9843.030626559092,12.157155965434194,17.9523926514632,23.68996863173232,29.37045763302119,34.99922443402834,36.6066061251821,38.19799489031641,39.77354986082549,41.33342857221079,43.18519330047783
54,54,12473651.0,0.005462550289073336,183.0646762191437,551.2799274767976,1642.700594507141,2723.261979201913,4030.152772825474,5324.040434339403,6605.054331193097,7873.3225722650195,9128.971964179205,9660.651544848432,10187.041087509839,10431.827839622141,14.861454794342604,20.70593093411348,26.49225647375477,32.2258067738941,33.93692940345791,35.631026918342734,37.308268720334844,38.968822512328316,40.92026063805456,42.753600905970686
55,55,12474478.0,0.005462550289073336,183.0646762191437,554.4776280088525,1645.8982950391958,2726.4596797339677,4033.3504733575287,5327.238134871458,6608.252031725152,7876.5202727970745,9132.16966471126,9663.849245380487,10190.238788041894,10435.025540154196,14.843986418037847,20.68846255780872,26.474788097450013,32.20833839758934,33.919461027153154,35.61355854203798,37.29080034403009,38.951354136023554,40.9027922617498,42.73613252966592
56,56,12475039.0,0.005544547551252752,180.35736744183154,839.9404011560385,1938.8737302806323,3263.953673477603,4575.849508529286,5874.692403405748,7160.612249989484,8433.737619783935,8982.719297992799,9526.238787979832,9787.985050118232,10012.272931282667,13.68244442265072,19.686023284720523,25.62986850465857,31.51457443506052,37.3455262729898,39.15308132766444,40.942651796335284,42.71441662763511,44.4685529755613,46.512642542303375
57,57,12475559.0,0.005488283414273373,182.20633384188963,299.3013741195028,1409.2786175075184,2508.2119466321124,3833.2918898290827,5145.187724880766,6444.030619757228,7729.950466340963,9003.075836135415,9552.05751434428,10095.577004331311,10357.323266469712,16.54521918796483,22.489064407902877,28.37377033830483,34.20472217623411,36.012277230908744,37.80184769957959,39.573612530879416,41.32774887880561,43.37183844554768,45.2051787134638
58,58,12476279.0,0.00544292144258042,183.7248636691535,238.65549639391193,585.5710323174883,929.0348709578891,1506.161998759911,2077.5469020979785,2643.2467100488784,3203.317995900475,3757.816757860937,4306.798436069801,4850.317926056832,5112.064188195233,4.377940475721533,6.235647255031401,8.074870467722432,9.900590828513698,11.708145883188337,13.497716351859182,15.269481183159007,17.023617531085197,19.06770709782727,20.901047365743395
59,59,12477605.0,0.00544292144258042,183.7248636691535,299.3733706046272,734.5499111571669,1165.3965860012484,1829.0371192802397,2486.074648261063,3136.5748658719444,3780.6028259374557,4418.222920995985,5049.49890186082,5674.493893096536,6016.905002244793,5.491760367253016,7.822098233007064,10.12925000951076,12.418243196713934,14.684461668337775,16.928132001856003,19.149478553752814,21.348723430491948,23.833492846078943,26.103128340820497
60,60,12478222.0,0.005343158040624625,187.15523523670623,268.31240431519046,707.8623196876929,1143.0388602402327,1573.8855350843141,2237.5260683633055,2894.5635973441285,3545.06381495501,4189.091775020522,4826.711870079051,5457.987850943886,6082.982842179603,5.619035002552645,7.926186779056342,10.215179966259516,12.481398437883357,14.725068771401585,16.946415323298396,19.14566020003753,21.630429615624525,23.90006511036608,25.845798939713337
61,61,12479664.0,0.005106014412076778,195.84746914046963,396.3695705288215,844.7985341903499,1288.7657776403676,1728.31569301287,2163.4922335654096,2594.338908409491,3257.9794416884824,3915.0169706693055,4565.517188280187,5209.545148345699,5847.165243404228,4.88463769075907,7.150856162382912,9.39452649590114,11.615873047797951,13.815117924537082,16.29988734012408,18.569522834865634,20.51525666421289,22.44163108970526,24.348838738286563
62,62,12480798.0,0.005285236758424811,189.20628265251747,67.3648505450321,511.3320939950499,950.8820093675523,1386.058549920092,1816.9052247641735,2480.545758043165,3137.583287023988,3788.0835046348693,4432.111464700381,5069.73155975891,5701.007540623746,6.634640424573695,8.92363361177687,11.18985208340071,13.433522416918938,15.65486896881575,17.85411384555488,20.33888326114188,22.60851875588343,24.554252585230692,26.48062701072306
63,63,12481577.0,0.004851178675120218,206.13547077303204,203.62882269008526,666.6841676015649,1125.1322660626968,1578.0677888088956,2026.496752470424,2470.463995920442,2910.013911292944,3345.190451845484,3776.0371266895654,4439.677659968557,5096.71518894938,5.73900601481849,7.938250891557622,10.42302030714462,12.692655801886174,14.638389631233432,16.564764056725803,18.4719717053071,20.36020324518392,22.229647516185004,24.04827929588311
64,64,12482555.0,0.004634479922162841,215.7739415846504,345.4553670365198,817.8645790413221,1285.5734766188007,1748.6288215302802,2207.076919991412,2660.0124427376113,3108.4414063991394,3552.4086498491574,3991.9585652216597,4427.1351057741995,4857.981780618281,5.292705748967075,7.562341243708627,9.508075073055887,11.434449498548256,13.341657147129556,15.229888687006376,17.09933295800746,18.917964737705564,19.324765137240078,19.727518004595556
65,65,12483193.0,0.004670768392222518,214.09753514328386,159.02783913108541,631.4370511358877,1099.1459487133664,1562.201293624846,2020.6493920859778,2473.5849148321768,2922.013878493705,3365.981121943723,3805.531037316225,4240.707577868765,4671.554252712846,6.160081758182707,8.42971725292426,10.375451082271518,12.301825507763889,14.209033156345187,16.09726469622201,17.96670896722309,19.785340746921197,20.19214114645571,20.594894013811185
66,66,12483949.0,0.004726679753401396,211.56499957086868,316.9811663165375,743.7908144590975,1166.3538442750116,1584.712512688857,1997.9574821482609,2407.0908004392595,2812.153377223028,3213.1857145691447,3610.2279141293084,4003.3196723295046,4629.580938074215,4.572046360037225,6.866414185533935,9.136049680275487,11.081783509622745,13.008157935115117,14.915365583696415,16.803597123573237,18.67304139457432,20.491673174272425,20.89847357380694
67,67,12484686.0,0.004782303892067612,209.10423565066534,65.06999816612287,491.879646308683,914.4426761245971,1332.8013445384422,1746.0463139978463,2155.179632288845,2560.2422090726136,2961.27454641873,3358.316745978894,3751.40850417909,4377.6697699238,5.7698212097789945,8.064189035275703,10.333824530017255,12.279558359364515,14.205932784856884,16.113140433438183,18.001371973315006,19.87081624431609,21.68944802401419,22.096248423548708
68,68,12485187.0,0.00484584557896856,206.36233319941044,209.85221425816624,632.4152440740804,1050.7739124879256,1464.0188819473296,1873.1522002383283,2278.2147770220968,2679.2471143682137,3076.2893139283774,3469.381072128573,4095.642337873284,4715.672510696263,5.12063752174672,7.127567338310372,9.421935163807081,11.691570658548633,13.637304487895891,15.563678913388262,17.47088656196956,19.35911810184638,21.228562372847463,23.04719415254557
69,69,12485903.0,0.00478996131973855,208.7699530848368,30.261236181551695,457.0708843241118,879.6339141400259,1297.9925825538712,1711.2375520132753,2120.370870304274,2525.433447088042,2926.465784434159,3323.507983994323,3716.599742194519,4342.861007939229,5.936433660205966,8.230801485702676,10.500436980444228,12.446170809791486,14.372545235283857,16.279752883865157,18.167984423741977,20.03742869474306,21.856060474441165,22.26286087397568
70,70,12486691.0,0.00483133055139802,206.98231871355492,272.6779742622914,695.2410040782055,1113.5996724920508,1526.8446419514548,1935.9779602424535,2341.040537026222,2742.0728743723384,3139.115073932502,3532.2068321326983,4158.468097877409,4778.498270700388,4.816628470579264,6.823558287142916,9.117926112639624,11.387561607381176,13.333295436728436,15.259669862220806,17.166877510802106,19.055109050678926,20.92455332168001,22.743185101378113
71,71,12487366.0,0.004904833518496113,203.88051831504634,373.86339194233904,792.2220603561842,1205.4670298155884,1614.600348106587,2019.6629248903553,2420.695262236472,2817.7374617966357,3210.829219996832,3837.0904857415426,4457.120658564521,5070.981731268075,4.354129621266512,6.381228410980492,8.388158227544144,10.682526053040853,12.952161547782405,14.897895377129664,16.824269802622034,18.731477451203336,20.619708991080156,22.48915326208124
72,72,12487910.0,0.004837615050934773,206.71342995899806,246.05946888032756,668.6224986962417,1086.981167110087,1500.226136569491,1909.3594548604897,2314.422031644258,2715.454368990375,3112.4965685505385,3505.5883267507347,4131.849592495445,4751.879765318424,4.9453242054860365,6.952254022049688,9.246621847546397,11.516257342287949,13.461991171635209,15.388365597127578,17.295573245708876,19.1838047855857,21.053249056586782,22.871880836284884
73,73,12488501.0,0.004736142098990435,211.14231353260323,274.88397112514906,701.6936192677091,1124.2566490836232,1542.6153174974686,1955.8602869568724,2364.993605247871,2770.0561820316398,3171.0885193777563,3568.13071893792,3961.222477138116,4587.483742882827,4.771235253629492,7.065603079126201,9.335238573867754,11.280972403215012,13.207346828707383,15.114554477288682,17.0027860171655,18.872230288166584,20.69086206786469,21.097662467399203
74,74,12489437.0,0.004778001969812659,209.2925047578432,84.37283681258725,511.18248495514734,933.7455147710615,1352.1041831849068,1765.3491526443108,2174.4824709353097,2579.545047719078,2980.5773850651944,3377.619584625358,3770.7113428255543,4396.972608570265,5.677544319276939,7.971912144773648,10.2415476395152,12.187281468862459,14.11365589435483,16.02086354293613,17.90909508281295,19.778539353814033,21.597171133512138,22.003971533046652
75,75,12490371.0,0.004079320235722753,245.13888153299766,47.232112777590196,509.14010791635116,966.4522666402457,1419.214317841012,1867.4715369323699,2379.9959100280003,2887.8465345719083,3323.2778724538944,3754.376811557726,4181.186459700286,4603.7494895162,5.383423894338101,5.790224293872615,6.192977161228092,6.5917227702033,6.986500987061399,7.3773512980807325,7.764312772144565,7.764312772144565,7.764312772144565,7.764312772144565
76,76,12490886.0,0.003496764352275124,285.9786646330237,89.49961990412172,199.4783924896054,308.3629136638094,416.1640695785742,522.8926399378026,628.5592948554748,1091.5965331089624,1558.146542701601,2020.0545378403622,2477.3666965642565,2930.128747765023,0.46229644552026,0.46229644552026,0.46229644552026,0.46229644552026,0.46229644552026,0.46229644552026,0.46229644552026,0.46229644552026,0.46229644552026,0.46229644552026
77,77,12491885.0,0.004112495248335082,243.16137517845004,320.90223286940403,778.2143915932986,1230.9764427940647,1679.2336618854229,2191.7580349810532,2699.6086595249612,3135.039997406947,3566.138936510779,3992.948584653339,4415.511614469253,4833.870282883098,4.335848709366512,6.154480489064616,6.561280888599131,6.964033755954607,7.362779364929816,7.757557581787915,8.148407892807247,8.53536936687108,8.53536936687108,8.53536936687108
78,78,12492602.0,0.0041538244359394065,240.74199943258927,90.25415031588612,547.5663090397808,1000.3283602405469,1448.585579331905,1961.1099524275353,2468.9605769714435,2904.391914853429,3335.4908539572607,3762.300502099821,4184.863531915735,4603.22220032958,5.289218709417825,7.10785048911593,7.514650888650444,7.917403756005921,8.316149364981129,8.710927581839229,9.101777892858562,9.488739366922394,9.488739366922394,9.488739366922394
79,79,12493364.0,0.004281605027857503,233.55727431504718,307.73860018984954,756.072408615592,1268.6726090073219,1776.598306390053,2212.1039701610425,2643.2764956356973,3070.158997989183,3492.794157140124,3911.224237226136,4324.539907834849,4733.743223822035,4.4532486254618835,6.341480165338704,8.210924436339786,10.029556216037891,10.436356615572405,10.839109482927883,11.237855091903091,11.63263330876119,12.023483619780523,12.410445093844356
80,80,12493963.0,0.0043190156212273,231.53424013683886,111.6886002004017,560.0224086261442,1072.622609017874,1580.548306400605,2016.0539701715945,2447.2264956462495,2874.108997999735,3296.7441571506756,3715.1742372366884,4128.489907845401,4537.693223832588,5.296373528455527,7.184605068332348,9.05404933933343,10.872681119031535,11.27948151856605,11.682234385921527,12.080979994896735,12.475758211754833,12.866608522774166,13.253569996838
81,81,12494626.0,0.004409787361297597,226.76830379089893,92.87656297482336,605.4767633665532,1113.4024607492843,1548.9081245202738,1980.0806499949288,2406.963152348414,2829.598311499355,3248.0283915853674,3661.34406219408,4070.547378181267,4475.679256207245,5.427958312948305,7.335165961529604,9.223397501406424,11.092841772407507,12.911473552105612,13.318273951640126,13.721026818995602,14.119772427970812,14.51455064482891,14.905400955848243
82,82,12495395.0,0.004308232106350719,232.11377087272308,167.3551767106696,615.6889851364122,1128.2891855281418,1636.214882910873,2071.7205466818623,2502.8930721565175,2929.775574510003,3352.4107336609436,3770.8408137469564,4184.156484355669,4593.359800342856,5.056232968505159,6.944464508381979,8.813908779383063,10.632540559081166,11.039340958615682,11.442093825971158,11.840839434946366,12.235617651804466,12.6264679628238,13.01342943688763
83,83,12496506.0,0.004544078564551425,220.06661764192373,360.03299073366543,795.5386545046549,1226.71117997931,1653.5936823327954,2076.2288414837362,2494.6589215697486,2907.974592178461,3317.177908165648,3722.3097861916262,4123.410735255382,4520.520863869515,5.2347693025117925,7.1808355804009425,9.107539146682887,11.014746795264186,12.902978335141007,14.77242260614209,16.591054385840195,16.99785478537471,17.400607652730184,17.799353261705395
84,84,12497547.0,0.004400977040341292,227.2222715168836,138.10972781583988,650.7099282075696,1158.6356255903008,1594.1412893612903,2025.3138148359453,2452.196317189431,2874.8314763403714,3293.2615564263842,3706.5772270350967,4115.780543022283,4520.912421048261,5.228683255457742,7.135890904039042,9.024122443915862,10.893566714916945,12.71219849461505,13.118998894149565,13.52175176150504,13.920497370480248,14.315275587338348,14.706125898357682
85,85,12498642.0,0.004442539182495993,225.0964952521051,429.5798209029291,937.5055182856602,1373.0111820566497,1804.1837075313047,2231.06620988479,2653.7013690357307,3072.1314491217436,3485.447119730456,3894.650435717643,4299.782313743621,4700.883262807377,4.584273959620903,6.510977525902847,8.418185174484146,10.306416714360967,12.17586098536205,13.994492765060155,14.40129316459467,14.804046031950145,15.202791640925353,15.597569857783453
86,86,12499576.0,0.004552720088603391,219.64890890244993,361.60121298675773,879.471291806254,1392.1887334553678,1899.8048072079994,2322.43996635894,2740.8700464449525,3154.185717053665,3563.389033040852,3968.52091106683,4369.621860130585,4766.731988744718,6.3535615120557765,8.668031451894024,10.594735018175967,12.501942666757268,14.390174206634088,16.25961847763517,18.078250257333274,18.485050656867788,18.887803524223266,19.286549133198474
87,87,12500681.0,0.004497067379866049,222.36713740984382,136.6417227747421,727.7595694687235,1245.6296482882199,1758.3470899373335,2265.963163689965,2688.598322840906,3107.0284029269183,3520.3440735356307,3929.547389522818,4334.679267548796,4735.780216612551,7.009274018408949,8.935977584690892,10.843185233272193,12.731416773149013,14.600861044150095,16.4194928238482,16.826293223382713,17.22904609073819,17.6277916997134,18.0225699165715
88,88,12501203.0,0.0042683532656914895,234.28238895732454,379.8557048731322,913.062170862615,1509.6905742352435,2100.808420929225,2618.678499748721,3131.395941397835,3639.0120151504666,4061.647174301407,4480.07725438742,4893.392924996132,5302.596240983319,4.144934981457854,6.033166521334675,7.902610792335757,9.721242572033862,10.128042971568377,10.530795838923853,10.92954144789906,11.32431966475716,11.715169975776494,12.102131449840325
89,89,12502138.0,0.004210278450418763,237.5139819791582,238.86629462459325,691.7057048564226,1140.0395132821652,1652.639713673895,2160.565411056626,2596.0710748276156,3027.2436003022704,3454.126102655756,3876.761261806697,4295.19134189271,4708.507012501422,4.710812073208093,6.580256344209175,8.39888812390728,8.805688523441795,9.20844139079727,9.60718699977248,10.001965216630579,10.392815527649912,10.779777001713745,10.779777001713745
90,90,12502848.0,0.004193052507367563,238.48973945423097,332.67454516758426,785.5139553994136,1233.847763825156,1746.447964216886,2254.373661599617,2689.8793253706067,3121.0518508452615,3547.934353198747,3970.5695123496876,4388.9995924357,4802.315263044413,4.316650267118325,6.1860945381194075,8.004726317817513,8.411526717352027,8.814279584707503,9.21302519368271,9.60780341054081,9.998653721560144,10.385615195623975,10.385615195623975
91,91,12503429.0,0.0040834013921421854,244.8938774239365,24.11056926726021,486.0185644060212,943.3307231299158,1396.1701333617452,1844.5039417874877,2357.1041421792174,2865.0298395619484,3300.535503332938,3731.708028807593,4158.590531161079,4581.22569031202,5.4777972672644175,5.884597666798932,6.287350534154409,6.686096143129617,7.080874359987717,7.47172467100705,7.858686145070881,7.858686145070881,7.858686145070881,7.858686145070881
92,92,12503997.0,0.004205229398763485,237.79915556902606,265.00912175650177,717.8485319883312,1166.1823404140737,1678.7825408058034,2186.708238188535,2622.213901959524,3053.386427434179,3480.2689297876645,3902.904088938605,4321.334169024618,4734.64983963333,4.600803222321998,6.470247493323082,8.288879273021186,8.6956796725557,9.098432539911176,9.497178148886386,9.891956365744484,10.282806676763817,10.66976815082765,10.66976815082765
93,93,12504890.0,0.004296616149050455,232.74129345275546,229.0324915955072,677.3663000212497,1189.9665004129795,1697.8921977957107,2133.3978615667,2564.570387041355,2991.4528893948404,3414.0880485457815,3832.518128631794,4245.833799240507,4655.037115227693,4.790852014430873,6.6790835543076925,8.548527825308776,10.36715960500688,10.773960004541395,11.176712871896871,11.57545848087208,11.97023669773018,12.361087008749513,12.748048482813344
94,94,12506091.0,0.0043190156212273,231.53424013683886,110.80749758948689,559.1413060152294,1071.7415064069592,1579.6672037896903,2015.1728675606798,2446.345393035335,2873.2278953888203,3295.863054539761,3714.2931346257737,4127.608805234486,4536.812121221673,5.30017928348024,7.188410823357061,9.057855094358143,10.876486874056248,11.283287273590762,11.686040140946238,12.084785749921448,12.479563966779546,12.87041427779888,13.257375751862712
95,95,12506615.0,0.004537721623299944,220.37491124737068,394.0576293934275,829.5632931644169,1260.735818639072,1687.6183209925575,2110.253480143498,2528.683560229511,2941.9992308382234,3351.20254682541,3756.334424851388,4157.435373915144,4554.545502529277,5.08026151905045,7.0263277969396,8.953031363221545,10.860239011802843,12.748470551679663,14.617914822680746,16.43654660237885,16.843347001913365,17.246099869268843,17.64484547824405
96,96,12507247.0,0.004698875835238105,212.81685983288537,14.002606818268504,445.17513229292354,872.0576346464089,1294.6927937973496,1713.1228738833624,2126.438544492075,2535.641860479262,2940.7737385052396,3341.8746875689953,3738.9848161831283,4132.143827565195,6.263602869946482,8.533574154226507,10.479640432115657,12.4063439983976,14.3135516469789,16.20178318685572,18.071227457856804,19.88985923755491,20.296659637089423,20.699412504444897
97,97,12507805.0,0.004692302340258147,213.11499717748046,44.179596874024206,475.35212234867925,902.2346247021646,1324.8697838531054,1743.299863939118,2156.6155345478305,2565.8188505350176,2970.9507285609957,3372.0516776247514,3769.161806238884,4162.320817620951,6.121895955167068,8.391867239447093,10.337933517336243,12.264637083618187,14.171844732199487,16.060076272076305,17.929520543077388,19.748152322775493,20.154952722310007,20.557705589665485
98,98,12508656.0,0.004686675235738306,213.37087587688737,69.87975821516606,501.0522836898211,927.9347860433065,1350.5699451942473,1769.00002528026,2182.315695888972,2591.5190118761593,2996.6508899021374,3397.751838965893,3794.861967580026,4188.020978962093,6.001366961825225,8.27133824610525,10.2174045239944,12.144108090276344,14.051315738857642,15.939547278734464,17.808991549735545,19.62762332943365,20.034423728968164,20.437176596323642
99,99,12509496.0,0.004503817704903375,222.0338533931524,77.90437775682243,585.8300751395535,1021.335738910543,1452.5082643851981,1879.3907667386834,2302.025925889624,2720.456005975637,3133.7716765843493,3542.9749925715364,3948.1068705975144,4349.20781966127,6.157401602293561,8.084105168575505,9.991312817156805,11.879544357033625,13.748988628034708,15.567620407732813,15.974420807267327,16.377173674622803,16.77591928359801,17.17069750045611
