,index,blocknum,p0vs1,p1vs0,SUSHI-slippagemap_01,SUSHI-slippagemap_2,SUSHI-slippagemap_3,SUSHI-slippagemap_4,SUSHI-slippagemap_5,SUSHI-slippagemap_6,SUSHI-slippagemap_7,SUSHI-slippagemap_8,SUSHI-slippagemap_9,SUSHI-slippagemap_10,SUSHI-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
19,19,12444643.0,0.004455440599077906,224.44469357462853,494.6699637495641,1201.3285958804925,1833.5898676856982,2459.560347526396,3079.3026294346537,3692.878675542942,4300.34984435845,4900.825706488008,5495.327031811095,6083.913265126508,6666.643258971957,6.961967886221725,9.761839869028742,12.533854068341615,15.278287609189928,17.995414959163536,20.653295640162682,20.653295640162682,20.653295640162682,20.653295640162682,20.653295640162682
20,20,12445461.0,0.004513285186093625,221.56809480624204,35.02165862619366,741.6802907571222,1373.9415625623278,1999.9120424030257,2619.6543243112833,3233.2303704195715,3840.7015392350795,4441.177401364637,5035.6787266877245,5624.264960003137,6206.994953848587,9.023187582323871,11.823059565130887,14.595073764443761,17.339507305292074,20.056634655265682,22.714515336264828,22.714515336264828,22.714515336264828,22.714515336264828,22.714515336264824
21,21,12447341.0,0.004535453442987749,220.48512074268936,566.4394699012812,1198.700741706487,1824.6712215471846,2444.4135034554424,3057.9895495637306,3665.4607183792386,4265.936580508796,4860.437905831884,5449.024139147296,6031.754132992745,6608.686158068798,6.988056070900246,9.816065809140397,12.615937791947413,15.387951991260287,18.1323855321086,20.84951288208221,23.507393563081354,23.507393563081354,23.507393563081354,23.507393563081354
22,22,12448652.0,0.004541807206721923,220.17667295960723,517.5256866455268,1149.7869584507325,1775.7574382914304,2395.499720199688,3009.075766307976,3616.546935123484,4217.022797253042,4811.524122576129,5400.110355891542,5982.840349736991,6559.772374813044,7.210067136732757,10.038076874972909,12.837948857779924,15.609963057092799,18.35439659794111,21.07152394791472,23.729404628913866,23.729404628913866,23.729404628913866,23.729404628913866
23,23,12450184.0,0.004618750232523425,216.50878477004295,565.2499531279645,1191.2204329686624,1810.96271487692,2424.5387609852082,3032.0099298007162,3632.4857919302744,4226.987117253361,4815.573350568774,5398.303344414223,5975.235369490276,6546.427107674216,6.415859173457239,9.576637154693296,12.404646892933448,15.204518875740465,17.97653307505334,20.720966615901652,23.43809396587526,26.095974646874406,26.095974646874406,26.095974646874406
24,24,12450767.0,0.004710166115655501,212.30673726691543,572.4512952894687,1192.1935771977264,1805.7696233060146,2413.2407921215226,3013.7166542510804,3608.2179795741677,4196.80421288958,4779.534206735029,5356.466231811082,5927.6579699950225,6493.166536636407,6.109418569586379,9.301961318995833,12.462739300231892,15.290749038472043,18.09062102127906,20.862635220591933,23.607068761440246,26.324196111413855,28.982076792413,28.982076792413
25,25,12451451.0,0.004911213629243434,203.61565907978,503.3704301660096,1110.8415989815176,1711.3174611110755,2305.8187864341626,2894.405019749576,3477.1350135950247,4054.0670386710767,4625.2587768550175,5190.767343496402,5750.64928652314,6304.960584905499,6.516190554587943,9.459607684584956,12.373738772201419,15.566281521610874,18.72705950284693,21.555069241087082,24.3549412238941,27.126955423206972,29.871388964055285,32.588516314028894
26,26,12453097.0,0.005054705776656307,197.83545159407896,230.99506808709984,831.4709302166578,1425.972255539745,2014.558488855158,2597.288482700607,3174.2205077766594,3745.4122459606,4310.920812601984,4870.8027556287225,5425.114054011081,5973.910142119389,7.927304597892051,10.900302074627255,13.84371920462427,16.757850292240732,19.950393041650187,23.111171022886246,25.939180761126398,28.739052743933414,31.511066943246288,34.2555004840946
27,27,12454674.0,0.004999911395224814,200.003544253815,563.6855030781909,1164.161365207749,1758.662690530836,2347.248923846249,2929.978917691698,3506.9109427677504,4078.102680951691,4643.611247593076,5203.4931906198135,5757.804489002172,6306.60057711048,6.254703160638418,9.227700637373623,12.171117767370637,15.0852488549871,18.277791604396555,21.438569585632614,24.26657932387276,27.06645130667978,29.838465505992655,32.582899046840964
28,28,12455951.0,0.005034024941677188,198.6482013072485,356.1541170449576,956.6299791745156,1551.1313044976027,2139.717537813016,2722.447531658465,3299.379556734517,3870.5712949184576,4436.079861559842,4995.96180458658,5550.2731029689385,6099.069191077247,7.2959196806011315,10.268917157336336,13.21233428733335,16.126465374949813,19.319008124359268,22.479786105595323,25.307795843835475,28.107667826642494,30.87968202595537,33.62411556680368
29,29,12456555.0,0.005296876496333388,188.7905071398628,24.893793426125477,613.4800267415386,1196.2100205869874,1773.1420456630397,2344.3337838469806,2909.842350488365,3469.724293515103,4024.0355918974615,4572.83168000577,5116.167428708007,5654.097162038398,9.13667005834686,12.169723028810726,15.172598138053532,18.145595614788736,21.08901274478575,24.003143832402213,27.195686581811668,30.356464563047727,33.18447430128788,35.9843462840949
30,30,12457065.0,0.005419026390628793,184.53499354225616,526.3474005004364,1103.2794255764886,1674.4711637604294,2239.979730401814,2799.861673428552,3354.17297181091,3902.9690599192186,4446.304808621455,4984.234541951847,5516.8120502987795,5522.300649087976,6.577563621708115,9.666991517554377,12.725680629991462,15.758733600455328,18.761608709698134,21.73460618643334,24.67802331643035,27.592154404046816,30.78469715345627,33.94547513469233
