,index,blocknum,p0vs1,p1vs0,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,12451808.0,0.9741440935841776,1.0265421784991688,3124450.1507328637,6643584.206553398,10141664.713156547,10143097.112816948,10145949.054319786,10147528.315712862,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,10147687.53360356,5563012.749114495,8976104.482762186,8977502.081582054,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537,8978738.26874537
11,11,12452354.0,0.9697705117776079,1.0311717956519229,2686713.766534486,6216421.207945459,9725011.283643935,11471429.120033309,11474289.62911515,11477133.026206814,11477292.722589623,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,11477451.940480324,5979633.609043513,7685018.338917934,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125,7686254.52608125
12,12,12452863.0,0.9610821677729027,1.0404937616492052,1802847.6794828123,5353793.284615301,8883500.726026272,10640428.131510975,14138508.638114125,14141369.147195963,14142792.979277363,14144372.240670439,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,14144531.458561137,5110112.6632988695,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186,5111348.850462186
13,13,12453462.0,0.9606017708177103,1.0410141125898114,1945947.206703521,5496892.81183601,9026600.253246982,10783527.658731682,14281608.165334832,14284468.674416672,14285892.506498072,14287471.767891146,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,14287630.985781847,4972610.5006772205,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537,4973846.687840537
14,14,12454080.0,0.9706436544370648,1.0302442048930518,2421375.552730066,5951082.9941410385,9459673.069839515,11206090.906228889,11208951.41531073,11211794.812402394,11211954.508785203,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,11212113.726675903,6237069.607737439,7942454.337611861,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176,7943690.524775176
15,15,12454710.0,0.9586825830613172,1.0430981199290654,2553889.1419998193,6104834.747132308,9634542.18854328,11391469.594027981,14889550.10063113,14892410.609712971,14893834.44179437,14895413.703187445,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,14895572.921078146,4389184.222783021,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336,4390420.409946336
16,16,12455238.0,0.9660925602608256,1.0350975063197052,4908334.145944128,13467046.752885524,16986180.808706056,18737843.478919834,20485693.71496961,20488545.65647245,20489965.221482713,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,20490284.13575622,15962679.22295863,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814,15965313.008941814
17,17,12455947.0,0.9687044039859329,1.032306651941805,7223567.394131267,13258712.557724465,16767302.633422941,18513720.469812315,18516580.978894155,18519424.37598582,18519584.07236863,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,18519743.290259328,13749722.702923205,17870514.349622957,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273,17871750.536786273
18,18,12456575.0,0.9730731777378293,1.0276719396631293,8342510.68785283,11862325.053166917,15361081.799248334,15362850.800405813,15366372.9234271,15368618.356979258,15369109.165046759,15369769.369274627,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,15370425.624249,12681943.882581018,20933763.290955827,20935489.31337707,20937379.399095535,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365,20938029.385851365
19,19,12457450.0,0.973170485055603,1.027569182744855,8253773.689085494,11823989.060756749,15347845.790620934,15349627.440520767,15353174.747486364,15355445.214319946,15355948.48281543,15356633.49606302,15357314.41165287,15357326.686593646,15357351.126256242,15357375.41974429,15357375.41974429,15357375.41974429,15357375.41974429,15357375.41974429,15357375.41974429,15357375.41974429,15357375.41974429,15357375.41974429,12891519.123501483,21192220.801047213,21193959.164903518,21195873.822688416,21196548.23451389,21196560.392206203,21196584.598461114,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383,21196596.647239383
20,20,12458036.0,0.9723922988921848,1.028391525867973,4545612.688155011,10631992.643550793,14191510.985977566,15938279.121891676,15941837.085398665,15945373.764639521,15945878.545590688,15946724.83464085,15947407.795902696,15947747.742923612,15947772.256024556,15947796.622491164,15947808.751015034,15947808.751015034,15947808.751015034,15947808.751015034,15947808.751015034,15947808.751015034,15947808.751015034,15947808.751015034,16473681.547662932,20619547.857985053,20621123.789390475,20621800.227281563,20622149.08528774,20622161.2065642,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092,20622185.34032092
21,21,12458587.0,0.9689950443692297,1.0319970218742998,7087602.8032554705,13173982.758651253,16733501.101078026,18480269.236992136,18483827.200499125,18487363.87973998,18487868.660691146,18488714.949741308,18489397.911003154,18489737.858024072,18489762.371125016,18489786.737591624,18489798.86611549,18489798.86611549,18489798.86611549,18489798.86611549,18489798.86611549,18489798.86611549,18489798.86611549,18489798.86611549,14006042.40319303,18151908.71351515,18153484.644920573,18154161.08281166,18154509.940817837,18154522.062094297,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017,18154546.195851017
22,22,12459108.0,0.9632950899995922,1.0381034953686137,7067345.744393628,15682928.231617795,19258591.99100434,21038392.541140895,22792341.899976607,22798576.86981277,22800342.555695187,22801350.605141837,22802035.618389428,22802376.58695836,22802728.808920056,22802753.24858265,22802765.41354683,22802777.542070698,22802777.542070698,22802777.542070698,22802777.542070698,22802777.542070698,22802777.542070698,22802777.542070698,14017363.983591665,14025930.885214923,14028884.11868751,14034764.072827356,14034788.35179613,14034800.43677458,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285,14034812.48555285
23,23,12459708.0,0.9658027904486414,1.0354080666255614,5165749.40497321,13781003.265874589,17356340.36467175,19135978.318228815,20889603.943182528,20895517.115525223,20897122.62544973,20897811.76062287,20898496.77387046,20898837.742439393,20899189.964401085,20899214.404063683,20899226.569027863,20899238.69755173,20899238.69755173,20899238.69755173,20899238.69755173,20899238.69755173,20899238.69755173,20899238.69755173,15850795.40975199,15859204.613962218,15862157.847434806,15868037.801574651,15868062.080543423,15868074.165521873,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144,15868086.214300144
24,24,12460157.0,0.9645481252623331,1.0367549050266671,6133787.629311883,14749041.490213262,18324378.589010425,20104016.542567484,21857642.1675212,21863555.339863896,21865160.8497884,21865849.984961543,21866534.998209134,21866875.966778066,21867228.188739758,21867252.628402356,21867264.793366536,21867276.921890404,21867276.921890404,21867276.921890404,21867276.921890404,21867276.921890404,21867276.921890404,21867276.921890404,14916450.582899801,14924859.78711003,14927813.020582616,14933692.974722464,14933717.253691236,14933729.338669686,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955,14933741.387447955
25,25,12461140.0,0.9654165658934285,1.035822291980837,5465390.154845807,14080644.015747186,17655981.11454435,19435619.06810141,21189244.693055123,21195157.865397822,21196763.375322327,21197452.510495465,21198137.523743056,21198478.49231199,21198830.714273684,21198855.15393628,21198867.31890046,21198879.44742433,21198879.44742433,21198879.44742433,21198879.44742433,21198879.44742433,21198879.44742433,21198879.44742433,15561450.201888476,15569859.406098703,15572812.63957129,15578692.593711136,15578716.87267991,15578728.95765836,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663,15578741.00643663
26,26,12461753.0,0.963487758650543,1.037895905808493,6964995.783359299,15671540.402210906,19337622.187994976,21162428.66261258,23005985.949798826,23080990.225742955,23106850.02538336,23131720.83167465,23132405.84492224,23132746.813491173,23133099.035452865,23133123.475115463,23133135.640079644,23133147.76860351,23133147.76860351,23133147.76860351,23133147.76860351,23133147.76860351,23133147.76860351,23133147.76860351,14291911.037238989,14300320.241449216,14303273.474921804,14309153.42906165,14309177.708030423,14309189.793008873,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143,14309201.841787143
27,27,12462301.0,0.9559065695338429,1.0461273432691856,8416828.87096675,17149526.699350193,23332061.1035132,25162352.151829205,28781501.766001485,28879782.657952856,28905720.189577185,28956106.744904093,28956793.816063557,28957135.80875647,28957816.72434632,28957841.237447266,28957853.438949693,28957877.73243774,28957877.73243774,28957877.73243774,28957877.73243774,28957877.73243774,28957877.73243774,28957877.73243774,8706038.689839952,8713190.218326572,8716134.603531223,8719082.330158731,8719106.536413642,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911,8719118.585191911
28,28,12462847.0,0.9503786343306517,1.0522122066688677,8220904.641262107,16979834.013769694,25686378.632621303,27522169.370089363,31177266.893022973,33020824.18020922,33069890.924529023,33121688.255793758,33146559.062085044,33146902.082639724,33147585.04390157,33147937.265863262,33147949.50402343,33147973.870490037,33147985.99901391,33147985.99901391,33147985.99901391,33147985.99901391,33147985.99901391,33147985.99901391,4672304.375434311,4678201.994111548,4681137.563046744,4681161.842015517,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237,4681185.975772237
29,29,12463385.0,0.9576286646763674,1.0442461017370988,7042096.320581398,15774794.14896484,21957328.553127848,23787619.601443853,27406769.215616133,27505050.107567508,27530987.639191832,27581374.194518745,27582061.265678205,27582403.25837112,27583084.17396097,27583108.687061913,27583120.88856434,27583145.18205239,27583145.18205239,27583145.18205239,27583145.18205239,27583145.18205239,27583145.18205239,27583145.18205239,10021388.440600723,10028539.969087346,10031484.354291994,10034432.080919504,10034456.287174413,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684,10034468.335952684
30,30,12463902.0,0.9548557029323981,1.0472786588894658,4818561.404902322,13577490.77740991,22284035.396261517,24119826.13372958,27774923.656663187,29618480.943849437,29667547.68816924,29719345.01943397,29744215.82572526,29744558.846279938,29745241.807541784,29745594.029503476,29745606.267663646,29745630.63413025,29745642.762654122,29745642.762654122,29745642.762654122,29745642.762654122,29745642.762654122,29745642.762654122,7913539.757720502,7919437.376397739,7922372.945332935,7922397.224301708,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427,7922421.358058427
31,31,12464437.0,0.9508539186951848,1.0516862583605442,7845708.649285858,16604638.021793446,25311182.640645053,27146973.378113117,30802070.901046723,32645628.188232973,32694694.932552777,32746492.263817508,32771363.070108794,32771706.090663474,32772389.05192532,32772741.273887012,32772753.512047183,32772777.878513787,32772790.00703766,32772790.00703766,32772790.00703766,32772790.00703766,32772790.00703766,32772790.00703766,5028991.319632849,5034888.938310086,5037824.507245282,5037848.786214055,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775,5037872.919970775
32,32,12465075.0,0.9283990374026195,1.0771230470011024,5609.511999218191,14544.020348659391,8779922.288167031,13165954.78444784,21898652.612831283,28081187.01699429,29911478.065310296,33530627.679482576,33628908.57143395,33654846.10305827,33705232.65838519,33705919.72954465,33706261.72223756,33706942.63782741,33706967.150928356,33706979.35243078,33707003.64591883,33707003.64591883,33707003.64591883,33707003.64591883,6571.438243114075,6595.644498024214,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715,6607.6932762942715
33,33,12465596.0,0.9542829899768764,1.0479071831975453,5873225.508874613,15673645.036845738,25415450.944263026,27766547.912621807,27915941.726635974,28014517.88058611,28063584.624905914,28115381.956170645,28140252.762461934,28140595.78301661,28141278.744278457,28141630.96624015,28141643.20440032,28141667.570866928,28141679.699390795,28141679.699390795,28141679.699390795,28141679.699390795,28141679.699390795,28141679.699390795,10598411.935914312,10604309.554591548,10607245.123526745,10607269.402495516,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236,10607293.536252236
34,34,12466121.0,0.9748261990540447,1.0258238863198215,8312475.520376282,11147689.792848773,11475371.426632615,11524585.574264186,11599589.850208314,11649976.405535227,11650320.45614001,11651005.4693876,11651686.38497745,11651698.659918226,11651723.099580823,11651747.39306887,11651747.39306887,11651747.39306887,11651747.39306887,11651747.39306887,11651747.39306887,11651747.39306887,11651747.39306887,11651747.39306887,16586562.756022414,26133147.542897884,28331633.76821691,28338785.296703532,28344665.25084338,28344677.40853569,28344701.6147906,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887,28344713.66356887
35,35,12466866.0,0.9574371676684619,1.0444549613999075,1686794.0324316104,3740769.6388707603,5782460.441468785,6798721.019477654,7861298.319809411,7959579.2117607845,7985516.74338511,8035903.298712021,8036590.369871482,8036932.362564395,8037613.278154246,8037637.79125519,8037649.9927576175,8037674.286245666,8037674.286245666,8037674.286245666,8037674.286245666,8037674.286245666,8037674.286245666,8037674.286245666,1384449.0929015935,1391600.6213882146,1394545.0065928644,1397492.7332203733,1397516.9394752833,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534,1397528.9882535534
