,index,blocknum,p0vs1,p1vs0,BAT-slippagemap_01,BAT-slippagemap_2,BAT-slippagemap_3,BAT-slippagemap_4,BAT-slippagemap_5,BAT-slippagemap_6,BAT-slippagemap_7,BAT-slippagemap_8,BAT-slippagemap_9,BAT-slippagemap_10,BAT-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
168,168,14482365.0,0.0002661399040331204,3757.4222611711493,593.5051831125912,1591.2160096304108,2578.9999505558453,3556.955774776283,4525.181244576243,5483.7731920963115,6432.827472491415,7372.43896892,8302.70165421033,9223.708512754623,10135.55166773323,0.6392277926730445,0.8999958265149481,1.1581693021617407,1.413774035948876,1.666835586683215,1.917379254255651,2.1654301007738543,2.4110129237591416,2.6541522731258502,2.894872469847475
169,169,14483262.0,0.00026475963734775844,3777.0107634892724,858.2823001988944,1855.993126716714,2843.7770676421483,3821.7328918625863,4789.958361662547,5748.550309182615,6697.604589577719,7637.216086006303,8567.478771296634,9488.485629840927,10400.328784819534,0.5689377200098195,0.8297057538517231,1.0878792294985156,1.343483963285651,1.59654551401999,1.847089181592426,2.0951400281106296,2.340722851095917,2.5838622004626255,2.8245823971842503
170,170,14486648.0,0.00026320223221903944,3799.359874606954,148.43579652666912,1156.1733001828609,2153.88412670068,3141.668067626115,4119.623891846552,5087.849361646513,6046.441309166581,6995.495589561685,7935.107085990269,8865.369771280599,9786.376629824894,0.7510636579974377,1.0092371336442303,1.2648418674313655,1.5179034181657045,1.7684470857381405,2.016497932256344,2.262080755241631,2.5052201046083398,2.7459403013299646,2.9842654064768537
171,171,14492692.0,0.0002692987977799828,3713.347435056135,3.482387086553131,1001.1932136043725,1988.977154529807,2966.9329787502447,3935.158448550206,4893.750396070273,5842.804676465377,6782.416172893962,7712.678858184291,8633.685716728585,9545.528871707193,0.7971956241720525,1.0579636580139562,1.3161371336607486,1.571741867447884,1.824803418182223,2.0753470857546588,2.3233979322728624,2.5689807552581496,2.8121201046248583,3.052840301346483
172,172,14496229.0,0.00026723326282661775,3742.049134986631,387.3422150658925,1385.053041583712,2372.8369825091463,3350.7928067295843,4319.018276529545,5277.610224049613,6226.664504444717,7166.276000873301,8096.538686163631,9017.545544707924,9929.388699686531,0.6942136824265764,0.95498171626848,1.2131551919152725,1.468759925702408,1.721821476436747,1.972365144009183,2.2204159905273864,2.4659988135126736,2.7091381628793823,2.949858359601007
173,173,14498546.0,0.00026598027596517993,3759.677278216345,627.6237136473426,1625.334540165162,2613.1184810905966,3591.0743053110345,4559.299775110995,5517.891722631063,6466.946003026166,7406.5574994547505,8336.820184745082,9257.827043289375,10169.670198267982,0.6301496814949363,0.89091771533684,1.1490911909836325,1.404695924770768,1.657757475505107,1.9083011430775427,2.1563519895957466,2.401934812581034,2.6450741619477425,2.885794358669367
174,174,14505314.0,0.0002632285524422613,3798.979976609293,24.66051620415912,194.8494977807668,363.3451515169538,530.1643304339881,695.3237148442475,858.8398150627486,1020.7289843197022,1181.0074108497802,1339.6911187346957,1496.7959783175495,1652.3376930121337,0.1269486299150334,0.1705495485381941,0.2137166522448293,0.2564542574638643,0.2987666368979122,0.3406580230922193,0.38213260390809184,0.4231945253904113,0.46384789492001344,0.5040967759847047
175,175,14510081.0,0.0002752061492971279,3633.6397371715134,493.2196428516744,1024.7269840766817,1550.9459935804407,2071.929298477911,2587.728994903986,3098.39665072505,3603.9833390538765,4104.539595800023,4600.115488814652,5090.760558143384,5576.523878749322,0.30554567088894896,0.45013286648011963,0.5932814651283118,0.7350057852981579,0.8753199939948845,1.0142381220892915,1.1517740604884554,1.2879415593817092,1.4227542397260364,1.556225578678888
176,176,14511761.0,0.00027216840360172353,3674.195780136719,254.30143725227353,791.1502428356387,1322.657584060646,1848.8765935644049,2369.8598984618748,2885.6595948879503,3396.327250709014,3901.913939037841,4402.470195783986,4898.046088798616,5388.691158127348,0.3685896832379409,0.5117382818861331,0.6534626020559791,0.7937768107527058,0.9326949388471127,1.0702308772462767,1.2063983761395305,1.3412110564838575,1.4746823954367094,1.6068257355840945
177,177,14515341.0,0.0002683042829400828,3727.111580337009,101.81848863709446,644.0624382925952,1180.9112438759603,1712.4185851009677,2238.6375946047265,2759.6208995021966,3275.420595928272,3786.088251749336,4291.674940078163,4792.231196824308,5287.807089838938,0.406404841891411,0.548129162061257,0.6884433707579837,0.8273614988523906,0.9648974372515547,1.1010649361448084,1.2358776164891354,1.3693489554419873,1.5014922955893724,1.6323208550906776
178,178,14518866.0,0.00025801653587956985,3875.720587407443,77.91900180446595,631.116459334946,1178.809788579127,1721.0537382346276,2257.902543817993,2789.409885043,3315.628894546759,3836.612199444229,4352.411895870305,4863.079551691369,5368.666240020195,0.40505256936892997,0.5439706974633369,0.6815066358625009,0.8176741347557547,0.9524868151000818,1.0859581540529335,1.2181014942003185,1.3489300537016238,1.478456909461972,1.6066950172306373
179,179,14522502.0,0.0002539467172410581,3937.8339317170744,523.2433756172413,1076.4408331477214,1624.1341623919022,2166.378112047403,2703.226917630768,3234.734258855776,3760.9532683595344,4281.936573257004,4797.73626968308,5308.403925504143,5813.990613832971,0.2910519559195532,0.4299700840139602,0.5675060224131242,0.703673521306378,0.838486201650705,0.9719575406035569,1.1041008807509418,1.234929440252247,1.3644562960125952,1.4926944037812606
180,180,14529976.0,0.0002509177184205869,3985.3702093839606,302.9695604333378,861.7264580971798,1414.9239156276599,1962.6172448718407,2504.8611945273415,3041.710000110707,3573.217341335714,4099.436350839473,4620.419655736943,5136.219352163019,5646.887007984083,0.34452314990377675,0.48205908830294075,0.6182265871961945,0.7530392675405215,0.8865106064933734,1.0186539466407583,1.1494825061420635,1.2790093619024119,1.407247469671077,1.534209650879143
181,181,14532233.0,0.00023609354771995933,4235.609188211034,338.6531331642562,914.4258545947939,1484.4698281624446,2048.842055856263,2607.598953520105,3160.796411050585,3708.4897402947663,4250.733689950267,4787.582495533632,5319.08983675864,5845.308846262398,0.32809204259600844,0.46156338154886023,0.5937067216962452,0.7245352811975504,0.8540621369578987,0.982300244726564,1.1092624259346298,1.23496137644319,1.3209468476183213,1.4060767941878571
182,182,14535893.0,0.00023616438286731784,4234.338759548772,328.65313316479444,904.4258545953321,1474.4698281629828,2038.8420558568014,2597.598953520643,3150.7964110511234,3698.4897402953043,4240.7336899508055,4777.58249553417,5309.089836759178,5835.308846262937,0.3304534529449233,0.46392479189777514,0.5960681320451601,0.7268966915464653,0.8564235473068136,0.9846616550754788,1.1116238362835447,1.2373227867921048,1.3233082579672362,1.408438204536772
183,183,14537674.0,0.0002462940137864126,4060.188003055588,266.9005773496747,831.2728050434931,1390.0297027073352,1943.2271602378153,2490.9204894819964,3033.164439137497,3570.013244720862,4101.520585945869,4627.739595449629,5148.722900347098,5664.522596773174,0.35072223027378807,0.4868897291670418,0.6217024095113689,0.7551737484642207,0.8873170886116056,1.018145648112911,1.1476725038732591,1.2759106116419243,1.4028727928499902,1.5285717433585504
184,184,14540859.0,0.00024418507215961325,4095.254436136633,512.0064091577824,1076.378636851601,1635.135534515443,2188.3329920459228,2736.026321290104,3278.270270945605,3815.11907652897,4346.626417753977,4872.845427257736,5393.828732155206,5909.628428581282,0.29061200126228104,0.4267795001555348,0.5615921804998618,0.6950635194527136,0.8272068596000985,0.9580354191014038,1.0875622748617522,1.2158003826304173,1.3427625638384832,1.4684615143470434
185,185,14545452.0,0.00023918264501797545,4180.9053492357125,535.9624355581605,1106.0064091258112,1670.3786368196297,2229.1355344834715,2782.3329920139518,3330.0263212581326,3872.2702709136333,4409.119076496999,4940.6264177220055,5466.845427225765,5987.828732123235,0.2832195434634963,0.4180322238078234,0.5515035627606752,0.6836469029080602,0.8144754624093653,0.9440023181697136,1.0722404259383789,1.1992026071464448,1.324901557655005,1.4108870288301363
186,186,14546993.0,0.00023765684016218707,4207.747604981862,147.13141411756087,722.9041355480986,1292.9481091157493,1857.3203368095678,2416.0772344734096,2969.27469200389,3516.9680212480707,4059.2119709035715,4596.060776486936,5127.568117711944,5653.787127215703,0.3734596849137204,0.5069310238665722,0.6390743640139571,0.7699029235152623,0.8994297792756106,1.027667887044276,1.1546300682523418,1.280329018760902,1.3663144899360333,1.451444436505569
187,187,14549891.0,0.00023720574339796546,4215.74952475867,202.4015047210096,778.1742261515474,1348.218199719198,1912.5904274130164,2471.3473250768584,3024.5447826073387,3572.2381118515195,4114.48206150702,4651.330867090385,5182.838208315393,5709.057217819151,0.3603365937459389,0.49380793269879075,0.6259512728461757,0.7567798323474809,0.8863066881078292,1.0145447958764944,1.1415069770845603,1.2672059275931205,1.3531913987682518,1.4383213453377877
188,188,14557837.0,0.00023407194961876814,4272.190673118651,7.6670435541301485,589.2260863234236,1164.9988077539613,1735.042781321612,2299.4150090154303,2858.1719066792725,3411.3693642097523,3959.0626934539337,4501.306643109434,5038.1554486928,5569.662789917807,0.4026565753594816,0.5347999155068666,0.6656284750081718,0.7951553307685201,0.9233934385371854,1.0503556197452513,1.1760545702538114,1.2620400414289428,1.3471699879984784,1.4314529177059574
189,189,14571176.0,0.0002345405385216654,4263.655256797435,529.226086326653,1104.9988077571907,1675.0427813248414,2239.41500901866,2798.171906682502,3351.369364212982,3899.062693457163,4441.306643112664,4978.1554486960285,5509.662789921036,6035.881799424795,0.28324451245446647,0.4167158514073183,0.5488591915547033,0.6796877510560084,0.8092146068163567,0.937452714585022,1.064414895793088,1.190113846301648,1.2760993174767794,1.3612292640463153
190,190,14581795.0,0.00024144144868862663,4141.7909204547705,264.9889566006204,835.032930168271,1399.4051578620895,1958.1620555259315,2511.3595130564117,3059.0528423005926,3601.2967919560933,4138.145597539458,4669.652938764466,5195.8719482682245,5716.855253165695,0.34834179996655845,0.4831544803108855,0.6166258192637373,0.7487691594111223,0.8795977189124274,1.0091245746727757,1.137362682441441,1.264324863649507,1.390023814158067,1.4760092853331985
191,191,14586653.0,0.0002373481024296102,4213.220960115187,184.21623514343997,759.9889565739777,1330.0329301416284,1894.405157835447,2453.1620554992887,3006.359513029769,3554.05284227395,4096.296791929451,4633.145597512816,5164.652938737823,5690.871948241582,0.36465166718402886,0.4981230061368807,0.6302663462842657,0.7610949057855708,0.8906217615459191,1.0188598693145843,1.1458220505226504,1.2715210010312104,1.357506472206342,1.4426364187758776
192,192,14593635.0,0.00024364848229517286,4104.273462243569,5.7090098195599355,575.7529833872106,1140.1252110810292,1698.8821087448712,2252.079566275351,2799.772895519532,3342.016845175033,3878.865650758398,4410.372991983405,4936.592001487164,5457.575306384634,0.4112304342178853,0.5460431145622123,0.6795144535150641,0.8116577936624492,0.9424863531637543,1.0720132089241026,1.2002513166927677,1.3272134979008339,1.4529124484093938,1.5388979195845254
193,193,14596119.0,0.00025049154196036334,3992.1507615543983,350.72513252300456,909.4820301868466,1462.6794877173265,2010.3728169615076,2552.616766617008,3089.4655722003736,3620.9729134253807,4147.19192292914,4668.175227826609,5183.974924252685,5694.642580073749,0.33255009480326136,0.4700860332024254,0.6062535320956791,0.7410662124400063,0.874537551392858,1.006680891540243,1.1375094510415482,1.2670363068018964,1.3952744145705618,1.5222365957786277
194,194,14605814.0,0.00024829699627897437,4027.4349468023725,36.43111093778179,600.8033386316002,1159.5602362954423,1712.7576938259224,2260.4510230701035,2802.694972725604,3339.543778308969,3871.0511195339764,4397.270129037735,4918.253433935205,5434.053130361281,0.4077165868591319,0.5438840857523857,0.6786967660967127,0.8121681050495645,0.9443114451969494,1.0751400046982547,1.2046668604586028,1.3329049682272682,1.4598671494353341,1.5855660999438943
195,195,14607961.0,0.00024767706002775427,4037.515625742415,107.75236191301008,672.1245896068285,1230.8814872706705,1784.0789448011506,2331.7722740453314,2874.016223700832,3410.8650292841976,3942.3723705092048,4468.591380012964,4989.5746849104335,5505.374381336509,0.3900296790890854,0.5261971779823391,0.6610098583266663,0.794481197279518,0.926624537426903,1.057453096928208,1.1869799526885565,1.3152180604572217,1.4421802416652876,1.5678791921738477
196,196,14617682.0,0.00024631864318779126,4059.7820248531025,263.91260296743627,828.2848306612548,1387.0417283250968,1940.2391858555768,2487.932515099758,3030.1764647552586,3567.0252703386236,4098.532611563631,4624.75162106739,5145.73492596486,5661.5346223909355,0.35145819707588893,0.4876256959691427,0.6224383763134698,0.7559097152663216,0.8880530554137065,1.0188816149150117,1.14840847067536,1.2766465784440253,1.4036087596520912,1.5293077101606514
197,197,14622812.0,0.00024477179077808556,4085.4381006127364,441.9266146626118,1006.2988423564303,1565.0557400202724,2118.2531975507522,2665.9465267949336,3208.1904764504343,3745.0392820337993,4276.546623258807,4802.7656327625655,5323.748937660035,5839.548634086111,0.30774588436887595,0.4439133832621297,0.5787260636064567,0.7121974025593086,0.8443407427066936,0.9751693022079987,1.104696157968347,1.2329342657370124,1.3598964469450783,1.4855953974536382
198,198,14626498.0,0.00025356610172865116,3943.7448191325298,7.732415433104456,566.4893130969465,1119.6867706274265,1667.3800998716074,2209.624049527108,2746.4728551104736,3277.9801963354807,3804.1992058392398,4325.182510736709,4840.982207162785,5351.649862983849,0.41899566026881674,0.5565315986679807,0.6926990975612345,0.8275117779055616,0.9609831168584134,1.0931264570057984,1.2239550165071036,1.3534818722674518,1.4817199800361172,1.608682161244183
199,199,14630143.0,0.00025356610172865116,3943.7448191325298,5.732415433212116,564.4893130970542,1117.686770627534,1665.3800998717152,2207.624049527216,2744.472855110581,3275.9801963355885,3802.199205839347,4323.182510736818,4838.982207162892,5349.649862983957,0.41950282301991965,0.5570387614190837,0.6932062603123375,0.8280189406566645,0.9614902796095163,1.0936336197569012,1.2244621792582064,1.3539890350185548,1.48222714278722,1.609189323995286
200,200,14638246.0,0.000253160740608972,3950.0595455461394,52.396185176061685,611.1530828399037,1164.3505403703837,1712.0438696145648,2254.2878192700655,2791.1366248534305,3322.643966078438,3848.8629755821967,4369.846280479667,4885.645976905742,5396.313632726807,0.4076791623835311,0.5452151007826951,0.6813825996759488,0.8161952800202759,0.9496666189731277,1.0818099591205126,1.2126385186218178,1.3421653743821662,1.4704034821508314,1.5973656633588973
201,201,14641818.0,0.0002511687490820961,3981.3870302516957,274.09645977092896,832.853357434771,1386.050814965251,1933.744144209432,2475.9880938649326,3012.836899448298,3544.344240673305,4070.563250177064,4591.546555074534,5107.3462515006095,5618.013907321673,0.3517719091452348,0.4893078475443989,0.6254753464376526,0.7602880267819797,0.8937593657348315,1.0259027058822165,1.1567312653835216,1.28625812114387,1.4144962289125351,1.541458410120601
202,202,14652684.0,0.00024257883739880665,4122.371146317149,129.6802584561745,699.7242320238252,1264.0964597176437,1822.8533573814857,2376.0508149119655,2923.744144156147,3465.9880938116476,4002.8368993950126,4534.34424062002,5060.563250123779,5581.546555021248,0.3810902178152865,0.5159028981596135,0.6493742371124653,0.7815175772598504,0.9123461367611555,1.0418729925215038,1.170111100290169,1.297073281498235,1.422772232006795,1.5087577031819266
203,203,14659843.0,0.00024175551096532132,4136.410359404155,228.68025845084594,798.7242320184967,1363.0964597123152,1921.8533573761572,2475.0508149066372,3022.744144150818,3564.988093806319,4101.836899389684,4633.344240614691,5159.56325011845,5680.546555015921,0.35711437674303503,0.4919270570873621,0.625398396040214,0.7575417361875989,0.8883702956889041,1.0178971514492523,1.1461352592179177,1.2730974404259836,1.3987963909345438,1.484781862109675
204,204,14660667.0,0.000239326190487167,4178.3976837822165,520.2522407367525,1090.2962143044033,1654.6684419982216,2213.425339662064,2766.6227971925437,3314.3161264367245,3856.5600760922252,4393.40888167559,4924.916222900598,5451.135232404356,5972.118537301827,0.2869784577798559,0.42179113812418295,0.5552624770770348,0.6874058172244197,0.818234376725725,0.9477612324860732,1.0759993402547385,1.2029615214628044,1.3286604719713646,1.414645943146496
205,205,14666656.0,0.00023309095800350994,4290.170706600046,129.53461308835946,711.0936558576528,1286.8663772881905,1856.9103508558412,2421.28257854966,2980.039476213502,3533.236933743982,4080.9302629881627,4623.174212643664,5160.023018227029,5691.5303594520365,0.3741890681052563,0.5063324082526413,0.6371609677539465,0.7666878235142948,0.89492593128296,1.021888112491026,1.1475870629995861,1.2335725341747175,1.3187024807442531,1.402985410451732
206,206,14670543.0,0.0002300115258459461,4347.608217988894,520.0668434732396,1101.625886242533,1677.3986076730707,2247.4425812407217,2811.81480893454,3370.5717065983818,3923.769164128862,4471.462493373043,5013.706443028544,5550.555248611909,6082.062589836916,0.2837558395062897,0.4158991796536747,0.5467277391549799,0.6762545949153281,0.8044927026839934,0.9314548838920593,1.0571538344006195,1.1431393055757508,1.2282692521452865,1.3125521818527655
207,207,14677734.0,0.00022925377667124298,4361.978304217998,31.364662001618104,618.768167345057,1200.3272101143505,1776.0999315448882,2346.143905112539,2910.5161328063573,3469.2730304701995,4022.4704880006793,4570.16381724486,5112.407766900361,5649.256572483726,0.3932328009864768,0.524061360487782,0.6535882162481302,0.7818263240167955,0.9087885052248614,1.0344874557334216,1.120472926908553,1.2056028734780888,1.2898858031855676,1.3733301471982509
208,208,14678855.0,0.000225276933284749,4438.980881970746,549.0031959871988,1136.4067013306376,1717.965744099931,2293.7384655304686,2863.7824390981195,3428.154666791938,3986.91156445578,4540.10902198626,5087.802351230441,5630.0463008859415,6166.8951064693065,0.2755886906211029,0.4064172501224081,0.5359441058827564,0.6641822136514216,0.7911443948594876,0.9168433453680477,1.0028288165431791,1.0879587631127148,1.1722416928201935,1.255686036832877
209,209,14687760.0,0.00021798627560399653,4587.444770223259,346.4272084859948,945.6964693636046,1539.0031959339133,2126.406701277352,2707.965744046646,3283.7384654771836,3853.782439044834,4418.154666738653,4976.911564402495,5530.109021932974,6077.802351177155,0.3165458322951035,0.4447839400637688,0.5717461212718348,0.6974450717803948,0.7834305429555263,0.8685604895250619,0.9528434192325408,1.036287763245224,1.1189018612615587,1.2006939764238456
210,210,14697754.0,0.0002099425632002606,4763.207539988532,278.49829052766154,889.8729789804395,1495.1646803468657,2094.4339412244753,2687.7406677947843,3275.1441731382233,3856.7032159075166,4432.475937338054,5002.519910905705,5566.892138599524,6125.649036263366,0.3259902501012504,0.4516892006098105,0.5376746717849419,0.6228046183544776,0.7070875480619564,0.7905318920746397,0.8731459900909742,0.9549381052532613,0.9551339596048536,0.9553278652758787
211,211,14702056.0,0.0002095650253490743,4771.788605156281,332.94829052473085,944.3229789775088,1549.614680343935,2148.883941221545,2742.1906677918537,3329.5941731352923,3911.153215904586,4486.925937335123,5056.969910902774,5621.342138596593,6180.099036260435,0.3145683208517172,0.4402672713602773,0.5262527425354087,0.6113826891049444,0.6956656188124233,0.7791099628251066,0.861724060841441,0.9435161760037282,0.9437120303553204,0.9439059360263455
212,212,14713563.0,0.0002204633658689385,4535.900992251392,4.493569932691562,603.7628308103014,1197.0695573806101,1784.473062724049,2366.0321054933424,2941.8048269238802,3511.8488004915307,4076.2210281853495,4634.977925849192,5188.175383379671,5735.868712623852,0.39150796363347723,0.5197460714021425,0.6467082526102085,0.7724072031187685,0.8583926742939,0.9435226208634357,1.0278055505709145,1.1112498945835978,1.1938639925999324,1.2756561077622195
213,213,14718098.0,0.00021313659042552108,4691.826954740754,425.98953823855146,1031.2812396049776,1630.5505004825875,2223.857227052896,2811.2607323963352,3392.8197751656285,3968.5924965961663,4538.636470163817,5103.0086978576355,5661.765595521478,6214.963053051957,0.297159824330945,0.4241220055390109,0.5498209560475711,0.6358064272227024,0.7209363737922382,0.805219303499717,0.8886636475124003,0.9712777455287348,1.0530698606910218,1.0532657150426141
214,214,14742200.0,0.00020966982882034713,4769.403426455015,318.52484975865127,929.8995382114292,1535.1912395778554,2134.460500455465,2727.767227025774,3315.170732369213,3896.7297751385063,4472.5024965690445,5042.546470136695,5606.918697830513,6165.675595494356,0.3175919527897647,0.4432909032983248,0.5292763744734562,0.614406321042992,0.6986892507504708,0.7821335947631541,0.8647476927794886,0.9465398079417757,0.9467356622933679,0.946929567964393
215,215,14746036.0,0.00019968407438995225,5007.910636113895,603.3881971320444,1227.1128452975122,1844.631630431253,2456.006318884031,3061.298020250457,3660.567281128067,4253.874007698376,4841.277513041815,5422.836555811108,5998.609277241646,6568.653250809296,0.21699493487503926,0.302124881444575,0.3864078111520538,0.46985215516473716,0.5524662531810716,0.6342583683433587,0.634454222694951,0.6346481283659761,0.6348401047319219,0.6350301709961911
216,216,14748125.0,0.00020280313184524367,4930.8903215710025,115.74935058053904,739.4739987460067,1356.9927838797475,1968.3674723325255,2573.6591736989517,3172.9284345765614,3766.2351611468703,4353.638666490309,4935.197709259603,5510.97043069014,6081.014404257791,0.31512868488032114,0.4002586314498569,0.4845415611573357,0.567985905170019,0.6506000031863535,0.7323921183486406,0.7325879727002329,0.732781878371258,0.7329738547372038,0.733163921001473
217,217,14752510.0,0.00019998381026069877,5000.404776248641,556.7943505568004,1180.5189987222682,1798.037783856009,2409.412472308787,3014.704173675213,3613.9734345528227,4207.280161123132,4794.683666466571,5376.242709235864,5952.015430666402,6522.059404234053,0.22630621623932037,0.3114361628088561,0.3957190925163349,0.47916343652901827,0.5617775345453527,0.6435696497076399,0.643765504059232,0.6439594097302571,0.644151386096203,0.6443414523604722
218,218,14755718.0,0.0001824435854237468,5481.146392060767,215.79532697693543,668.8417501649319,1117.3805203552292,1561.4564638630463,2001.1140108308048,2631.1068832241276,3254.8315313895955,3872.350316523336,4483.725004976114,5089.016706342541,5688.28596722015,0.20829177943539035,0.20848763378698262,0.20868153945800771,0.20887351582395355,0.2090635820882228,0.20925175725958692,0.20943806014681962,0.2096225093839289,0.20980512340823984,0.209985920487284
219,219,14766551.0,0.00019765774996758557,5059.2501440697,205.61192971072424,835.604802104047,1459.3294502695148,2076.848235403256,2688.2229238560335,3293.51462522246,3892.7838861000696,4486.0906126703785,5073.494118013818,5655.053160783111,6230.825882213649,0.21713232779655167,0.3014152575040305,0.3848596015167138,0.46747369953304824,0.5492658146953353,0.5494616690469276,0.5496555747179527,0.5498475510838986,0.5500376173481678,0.550225792519532
220,220,14794161.0,0.00019600446106515698,5101.92469378324,389.5599403954393,1019.5528127887621,1643.2774609542298,2260.7962460879708,2872.1709345407485,3477.462635907175,4076.7318967847846,4670.0386233550935,5257.4421286985325,5839.001171467826,6414.773892898364,0.1809243150433912,0.26520724475087,0.34865158876355334,0.43126568677988775,0.5130578019421749,0.5132536562937672,0.5134475619647922,0.513639538330738,0.5138296045950073,0.5140177797663714
221,221,14813568.0,0.00019512446646213365,5124.933936432121,48.90239342235229,488.55994039011074,1118.5528127834336,1742.2774609489013,2359.796246082642,2971.17093453542,3576.462635901846,4175.731896779456,4769.038623349765,5356.442128693204,5938.001171462497,0.24584489581678676,0.3292892398294701,0.4119033378458045,0.49369545300809164,0.4938913073596839,0.494085213030709,0.4942771893966549,0.4944672556609241,0.49465543083228825,0.4948417337195209
222,222,14815799.0,0.0001943067030956011,5146.5028435379745,143.66660623635175,583.3241532041102,1213.317025597433,1837.0416737629007,2454.5604588966416,3065.9351473494194,3671.226848715846,4270.496109593456,4863.802836163764,5451.206341507203,6032.765384276497,0.22739198660689108,0.31083633061957444,0.39345042863590884,0.47524254379819597,0.4754383981497882,0.47563230382081334,0.4758242801867592,0.4760143464510284,0.47620252162239257,0.4763888245096252
223,223,14828553.0,0.00019604366391741458,5100.90446188182,384.8736792936988,1014.8665516870217,1638.5911998524894,2256.1099849862303,2867.484673439008,3472.7763748054344,4072.045635683044,4665.352362253353,5252.755867596792,5834.314910366085,6410.087631796623,0.18184300392066485,0.2661259336281437,0.349570277640827,0.43218437565716145,0.5139764908194485,0.5141723451710408,0.5143662508420659,0.5145582272080118,0.514748293472281,0.5149364686436452
224,224,14829931.0,0.00019948450009788703,5012.920800910848,2.801967176305562,632.7948395696285,1256.5194877350962,1874.0382728688369,2485.412961321615,3090.704662688041,3689.9739235656507,4283.28065013596,4870.684155479398,5452.243198248692,6028.01591967923,0.2574059914247319,0.3416889211322107,0.4251332651448941,0.5077473631612285,0.5895394783235156,0.5897353326751079,0.589929238346133,0.5901212147120788,0.590311280976348,0.5904994561477122
225,225,14833227.0,0.00019604366391741458,5100.90446188182,385.0413493947321,1015.034221788055,1638.7588699535227,2256.2776550872636,2867.6523435400413,3472.9440449064678,4072.2133057840774,4665.520032354386,5252.923537697825,5834.482580467118,6410.255301897656,0.1818101307143929,0.2660930604218717,0.349537404434555,0.43215150245088946,0.5139436176131765,0.5141394719647688,0.5143333776357939,0.5145253540017398,0.514715420266009,0.5149035954373732
226,226,14850506.0,0.00020480027268912466,4882.805998593292,432.701693817988,1050.2204789517289,1661.5951674045068,2266.886868770933,2866.156129648543,3459.4628562188514,4046.8663615622904,4628.425404331584,5204.198125762122,5774.242099329772,6338.614327023591,0.2916636301531497,0.3776491013282811,0.4627790478978169,0.5470619776052956,0.630506321617979,0.7131204196343134,0.7949125347966005,0.7951083891481928,0.7953022948192179,0.7954942711851638
227,227,14862066.0,0.00020572390434809508,4860.883829561927,289.28173375326884,906.8005188870096,1518.1752073397877,2123.466908706214,2722.7361695838235,3316.0428961541324,3903.446401497571,4485.005444266864,5060.778165697402,5630.822139265053,6195.194366958872,0.32110375515473427,0.40708922632986566,0.4922191728994014,0.5765021026068802,0.6599464466195636,0.742560544635898,0.8243526597981851,0.8245485141497774,0.8247424198208024,0.8249343961867484
228,228,14871032.0,0.00020496417026282253,4878.901511018803,404.9995076146114,1022.5182927483521,1633.8929812011302,2239.184682567556,2838.4539434451663,3431.7606700154747,4019.164175358914,4600.723218128207,5176.495939558745,5746.539913126396,6310.9121408202145,0.2973395841269997,0.38332505530213107,0.4684550018716668,0.5527379315791456,0.6361822755918289,0.7187963736081634,0.8005884887704505,0.8007843431220427,0.8009782487930679,0.8011702251590137
229,229,14889976.0,0.00020824898138156956,4801.944256177293,529.4958300154528,1140.8705184682308,1746.162219834657,2345.431480712267,2938.738207282576,3526.1417126260144,4107.700755395308,4683.473476825846,5253.517450393496,5817.889678087315,6376.646575751157,0.27350568987099916,0.3992046403795593,0.48519011155469066,0.5703200581242264,0.6546029878317052,0.7380473318443885,0.820661429860723,0.9024535450230101,0.9026493993746023,0.9028433050456275
230,230,14894205.0,0.00021666067280066336,4615.512298902721,529.7869145456038,1129.0561754232135,1722.3629019935224,2309.7664073369615,2891.3254501062547,3467.0981715367925,4037.142145104443,4601.514372798261,5160.2712704621035,5713.468727992584,6261.162057236765,0.2766954009081754,0.40493350867684064,0.5318956898849065,0.6575946403934667,0.743580111568598,0.8287100581381338,0.9129929878456127,0.996437331858296,1.0790514298746303,1.1608435450369174
231,231,14904763.0,0.00021592531409861697,4631.23096138363,29.322353173535458,634.6140545399617,1233.8833154175716,1827.1900419878802,2414.5935473313193,2996.1525901006125,3571.9253115311503,4141.969285098801,4706.341512792619,5265.098410456461,5818.295867986942,0.38225880372823856,0.5092209849363045,0.6349199354448646,0.720905406619996,0.8060353531895317,0.8903182828970105,0.9737626269096938,1.0563767249260283,1.1381688400883154,1.1383646944399077
232,232,14907575.0,0.0002113115658508992,4732.3486339862575,77.08575484185891,688.4604432946369,1293.752144661063,1893.021405538673,2486.3281321089817,3073.7316374524207,3655.290680221714,4231.063401652252,4801.107375219903,5365.479602913721,5924.236500577563,0.3684160909477554,0.4941150414563155,0.5801005126314469,0.6652304592009827,0.7495133889084614,0.8329577329211447,0.9155718309374792,0.9973639460997663,0.9975598004513586,0.9977537061223837
