,index,blocknum,p0vs1,p1vs0,TUSD-slippagemap_01,TUSD-slippagemap_2,TUSD-slippagemap_3,TUSD-slippagemap_4,TUSD-slippagemap_5,TUSD-slippagemap_6,TUSD-slippagemap_7,TUSD-slippagemap_8,TUSD-slippagemap_9,TUSD-slippagemap_10,TUSD-slippagemap_11,TUSD-slippagemap_12,TUSD-slippagemap_13,TUSD-slippagemap_14,TUSD-slippagemap_15,TUSD-slippagemap_16,TUSD-slippagemap_17,TUSD-slippagemap_18,TUSD-slippagemap_19,TUSD-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
245,245,14630100.0,0.9999026535686368,1.0000973559086135,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5377893.978999608,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836,5622374.564319836
246,246,14630988.0,0.9999026535686368,1.0000973559086135,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5377894.978920993,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299,5622373.564471299
247,247,14631602.0,0.9999026535686368,1.0000973559086135,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5375579.93465396,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549,5624688.440613549
248,248,14632613.0,0.9999026535686368,1.0000973559086135,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5386678.824705708,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787,5613590.36633787
249,249,14633229.0,0.9999026535686368,1.0000973559086135,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5396669.345105924,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508,5603600.601307508
250,250,14634016.0,0.9999026535686368,1.0000973559086135,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5489107.348682166,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227,5511170.533227
251,251,14635372.0,0.9999026535686368,1.0000973559086135,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5462553.156562266,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371,5537722.270892371
252,252,14642783.0,0.9999026535686368,1.0000973559086135,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5451355.088571879,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876,5548919.34607876
253,253,14643561.0,0.9998026733013067,1.0001973656442043,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5862146.5539240185,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871,5138180.707271871
254,254,14644656.0,0.9998026733013067,1.0001973656442043,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5858764.7680801805,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838,5141561.92052838
255,255,14650843.0,0.9998026733013067,1.0001973656442043,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5861559.598607743,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817,5138767.563043817
256,256,14651661.0,0.9998026733013067,1.0001973656442043,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5586609.780388885,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232,5413678.322835232
257,257,14654224.0,0.9998026733013067,1.0001973656442043,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5629175.523439648,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869,5371117.637913869
258,258,14655152.0,0.9997027030310036,1.0002973853807686,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,6200420.5657707425,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767,4799975.52028767
259,259,14655688.0,0.999602742756728,1.0003974151193067,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,6604747.65321792,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769,4395760.700817769
260,260,14658085.0,0.9998026733013067,1.0001973656442043,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5826293.792826809,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377,5174027.51430377
261,261,14659331.0,0.9998026733013067,1.0001973656442043,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5829869.391706492,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383,5170452.497689383
262,262,14660059.0,0.9998026733013067,1.0001973656442043,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5844899.874091706,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924,5155424.49087924
263,263,14661033.0,0.9998026733013067,1.0001973656442043,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5846369.518688915,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225,5153955.0907613225
264,264,14661679.0,0.9998026733013067,1.0001973656442043,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5843096.859136776,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545,5157227.206487545
265,265,14662862.0,0.9998026733013067,1.0001973656442043,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5603086.811764806,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438,5397203.206477438
266,266,14663678.0,0.9998026733013067,1.0001973656442043,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5565739.143664002,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264,5434546.611808264
267,267,14665372.0,0.9998026733013067,1.0001973656442043,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5731715.582344364,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449,5268591.251059449
268,268,14667072.0,0.9998026733013067,1.0001973656442043,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5728486.239656207,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157,5271820.131114157
269,269,14668960.0,0.9998026733013067,1.0001973656442043,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5728090.222638793,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929,5272216.091541929
270,270,14669656.0,0.9998026733013067,1.0001973656442043,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5734722.690811566,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885,5265584.575262885
271,271,14670256.0,0.9999026535686368,1.0000973559086135,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5313789.025513188,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002,5686475.258269002
272,272,14671722.0,0.9999026535686368,1.0000973559086135,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5310839.735880324,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125,5689424.3716999125
273,273,14672234.0,0.9999026535686368,1.0000973559086135,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5417678.902851413,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605,5582592.69716605
274,274,14674458.0,0.9999026535686368,1.0000973559086135,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5414890.416439143,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741,5585380.959025741
275,275,14675297.0,0.9999026535686368,1.0000973559086135,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5409541.87368028,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657,5590729.075424657
276,276,14676893.0,0.9998026733013067,1.0001973656442043,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5543287.235991447,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128,5456996.091068128
277,277,14678192.0,0.9998026733013067,1.0001973656442043,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5552068.601658842,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386,5448215.663200386
278,278,14678751.0,0.9999026535686368,1.0000973559086135,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5409179.725887283,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698,5591091.194555698
279,279,14679916.0,0.9999026535686368,1.0000973559086135,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5240404.831481558,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556,5759855.584703556
280,280,14680436.0,0.9999026535686368,1.0000973559086135,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5085409.641200777,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427,5914846.144534427
281,281,14680950.0,1.0000026438339937,0.9999973561729961,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,4945345.55280311,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808,6054910.179730808
282,282,14681459.0,0.9999026535686368,1.0000973559086135,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5117202.7485268675,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572,5883053.595475572
