,index,blocknum,p0vs1,p1vs0,UNI-slippagemap_01,UNI-slippagemap_2,UNI-slippagemap_3,UNI-slippagemap_4,UNI-slippagemap_5,UNI-slippagemap_6,UNI-slippagemap_7,UNI-slippagemap_8,UNI-slippagemap_9,UNI-slippagemap_10,UNI-slippagemap_11,UNI-slippagemap_12,UNI-slippagemap_13,UNI-slippagemap_14,UNI-slippagemap_15,UNI-slippagemap_16,UNI-slippagemap_17,UNI-slippagemap_18,UNI-slippagemap_19,UNI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,12587504.0,26.611370311325615,0.0375779220799617,5.855079869893901,11.214986401943492,16.548161459478187,21.854738445853485,27.134850199650383,32.388628568620206,37.61620493388897,42.817709789029784,47.99327359595164,53.14302529617542,58.26709370352607,63.36560708145382,68.43869292306294,73.48647775025128,78.50908790243773,83.50664897976591,88.47928580571612,93.42712285755029,98.35028359123758,103.24889117742862,159.62000754029694,302.2402001359675,444.14910112530754,585.3502730888489,725.8472268105598,865.6434914951407,1004.7425527578497,1143.1478843980985,1280.8629585302272,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728,1335.7564788364728
11,11,12588034.0,26.62201645623881,0.0375628946681705,5.643611780893501,11.003518312943092,16.33669337047779,21.643270356853083,26.923382110649985,32.17716047961981,37.404736844888575,42.606241700029386,47.78180550695124,52.931557207175025,58.05562561452567,63.15413899245341,68.22722483406255,73.27500966125088,78.29761981343734,83.29518089076552,88.26781771671573,93.2156547685499,98.1388155022372,103.03742308842821,165.2487503569061,307.8689429525767,449.77784394191673,590.979015905458,731.475969627169,871.2722343117498,1010.3712955744588,1148.7766272147078,1286.4917013468364,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082,1341.385221653082
12,12,12588985.0,26.560859233964027,0.03764938442658795,5.776622937726943,11.141891488814856,16.480402189645886,21.792288265155122,27.077682403570577,32.336716885346725,37.569523150648145,42.77623194550769,47.95697363299734,53.11187742625029,58.24107224080491,63.3446864530336,68.42284751145093,73.47568240641341,78.50331761141523,83.50587838892784,88.48349020635499,93.43627723276045,98.3643632609672,103.26787179600076,161.69997458174038,304.17762217323764,445.94469713847593,587.0047375553006,727.361278915893,867.0178197095378,1005.9778588288243,1144.2448665335608,1281.8222941683787,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236,1309.2553326205236
13,13,12590100.0,24.408779898469774,0.040968864652783876,5.758498756986691,11.356694373832267,16.92697019219874,22.469465660390586,27.9843190582761,33.47166853788469,38.93165099245008,44.36440307335909,49.77006050313002,55.148758442281256,60.50063143225268,65.82581314985505,71.12443656341094,76.39663444990369,81.64253857451537,86.86227966856981,92.05598866355474,97.22379517054473,102.3658285246969,107.48221702694069,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424,120.4364968533424
14,14,12591642.0,24.272479543117804,0.04119892235251833,6.135108885682265,11.747316640811272,17.331534981364577,22.887903361451325,28.416560324609392,33.91764474639119,39.391293403917714,44.83764371347503,50.25683155054348,55.64899246539856,61.014261016486465,66.3527717173175,71.66465779282673,76.95005193124219,82.20908641301834,87.44189267831976,92.6486014731793,97.82934316066896,102.9842469539219,108.11344176847652,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044,42.87864679991044
15,15,12593679.0,24.22640791743237,0.04127727079508305,6.0941847557958155,11.712007460708199,17.301812550239866,22.86373962120331,28.39792801915886,33.90451568863043,39.38364064658203,44.83543963458501,50.260049132405925,55.65760467521463,61.02824102197051,66.37209250439871,71.68929276860966,76.97997472799926,82.24427070660005,87.48231201867878,92.69423003271382,97.88015464620189,103.04021570318974,108.17454203927815,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208,16.570271409077208
16,16,12601777.0,24.87944460180757,0.04019382329488765,5.64230521412826,11.187572416276655,16.705183718017814,22.195277457857085,27.657990504376777,33.09345949533398,38.50182014905229,43.88320802961464,49.23775747865266,54.56560237990755,59.8668757147924,65.14171028198253,70.39023769053216,75.61258926111942,80.80889559324943,85.97928669957881,91.12389143222254,96.24283867393656,101.33625639812456,106.4042718084221,164.61279870411093,302.465647710255,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584,384.8471297004584
17,17,12602282.0,24.43808654951381,0.0409197339560079,5.645658844117918,11.241056177939438,16.808547629554713,22.348272686855136,27.86036965849095,33.344976081052195,38.80222950659036,44.23226596934926,49.63522140852987,55.01123078248262,60.360428629003785,65.6829484202721,70.97892349283048,76.24848602572868,81.4917679499681,86.70889996352925,91.90001295663636,97.06523631776638,102.20469933701625,107.31853043600276,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089,136.8969697030089
18,18,12602963.0,24.231253441279932,0.04126901657907708,5.966799053890468,11.58462175880285,17.174426848334516,22.73635391929796,28.270542317253515,33.777129986725086,39.256254944676684,44.70805393267966,50.13266343050057,55.53021897330928,60.90085532006516,66.24470680249335,71.56190706670432,76.85258902609392,82.11688500469471,87.35492631677344,92.56684433080848,97.75276894429655,102.9128300012844,108.04715633737281,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143,19.656742137344143
19,19,12603621.0,24.931743715409585,0.04010950904255963,5.567869037408341,11.107594094708762,16.619691066344576,22.104297488905818,27.56155091444398,32.99158737720288,38.3945428163835,43.77055219033625,49.11975003685741,54.44226982812573,59.7382449006841,65.00780743358231,70.25108935782171,75.46822137138288,80.65933436449,85.82455772562,90.96402074486988,96.0778518438564,101.16617905080668,106.22912910701186,166.49278035810804,304.4835429824342,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844,414.38048011312844
20,20,12604757.0,24.55566544972482,0.04072379964808514,5.751900936684184,11.333327917271598,16.886918766306326,22.412812498016418,27.91114693322349,33.38205973268078,38.825687690490106,44.24216669785408,49.63163231051809,54.994219083692,60.33006132387708,65.63929224449977,70.92204451407112,76.17845019979103,81.40864089839422,86.61274713448974,91.79089923114472,96.94322635606923,102.0698573730584,107.17092043154364,161.75841318153593,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548,202.91826232857548
21,21,12605322.0,24.48945788376682,0.040833896966860336,6.171549801632099,11.758560916861128,17.31770774142174,22.84912988196014,28.352965094591926,33.82935141856108,39.27842540141793,44.7003233306889,50.095180752818386,55.46313262643584,60.80431307247942,66.11885552973105,71.40689289678465,76.66855747499143,81.90398073251173,87.11329345026539,92.29662585519769,97.45410774152312,102.58586771713146,107.69203421758664,151.4568509211251,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316,165.16993811416316
22,22,12606439.0,24.316207163002886,0.0411248346954989,5.679285328990371,11.288687946329189,16.870114926916603,22.42370577595133,27.94959950766142,33.447933942868495,38.91884674232578,44.36247470013511,49.778953707499085,55.1684193201631,60.531006093337005,65.86684833352209,71.17607925414478,76.45883152371613,81.71523720943604,86.94542790803924,92.14953414413475,97.32768624078973,102.48001336571424,107.60664438270341,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802,67.61839287515802
23,23,12607689.0,24.513958364845884,0.04079308551955627,6.173332242371569,11.757550582924877,17.313918963011623,22.84257592616969,28.343660347951484,33.81730900547801,39.263659315035326,44.68284715210378,50.07500806695885,55.44027661804677,60.7787873188778,66.09067339438703,71.3760675328025,76.63510201457864,81.86790827988006,87.0746170747396,92.25535876222925,97.41026255548219,102.53945737003681,107.6430715822655,151.41327453957376,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886,178.84631299171886
24,24,12612651.0,24.22640791743237,0.04127727079508305,6.097339944580596,11.715162649492978,17.304967739024644,22.86689480998809,28.401083207943643,33.907670877415214,39.38679583536681,44.83859482336979,50.2632043211907,55.66075986399941,61.03139621075529,66.37524769318348,71.69244795739445,76.98312991678405,82.24742589538484,87.48546720746357,92.6973852214986,97.88330983498668,103.04337089197453,108.17769722806294,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844,16.493832097716844
25,25,12637670.0,24.30405270600156,0.041145401225741396,5.975138351807028,11.584540969145847,17.16596794973326,22.719558798767988,28.24545253047808,33.74378696568515,39.21469976514244,44.65832772295177,50.07480673031574,55.46427234297976,60.82685911615366,66.16270135633874,71.47193227696144,76.75468454653279,82.0110902322527,87.2412809308559,92.4453871669514,97.62353926360639,102.7758663885309,107.90249740552007,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055,60.426064100084055
26,26,12638260.0,24.250645230141036,0.04123601621770887,6.087751561747771,11.702766162876527,17.289777278105557,22.848924102666167,28.380346243204567,33.884181455836355,39.36056777980551,44.80964176266236,50.231539691933335,55.62639711406281,60.99434898768027,66.33552943372385,71.65007189097548,76.93810925802909,82.19977383623586,87.43519709375616,92.6445098115098,97.82784221644212,102.98532410276755,108.1170840783759,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857,30.373786906540857
27,27,12644493.0,24.223985518880475,0.041281398522162574,6.1014272207184,11.719249925630782,17.30905501516245,22.870982086125895,28.405170484081445,33.911758153553016,39.390883111504614,44.84268209950759,50.26729159732851,55.66484714013721,61.03548348689309,66.37933496932129,71.69653523353225,76.98721719292185,82.25151317152263,87.48955448360137,92.7014724976364,97.88739711112447,103.04745816811233,108.18178450420073,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057,16.394812166845057
28,28,12655454.0,24.221563362544224,0.041285526662014786,6.177429690647525,11.795252395559906,17.385057485091572,22.94698455605502,28.48117295401057,33.987760623482146,39.46688558143374,44.91868456943672,50.34329406725763,55.740849610066334,61.111485956822214,66.45533743925041,71.77253770346138,77.06321966285098,82.32751564145175,87.56555695353049,92.77747496756554,97.9633995810536,103.12346063804146,108.25778697412987,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335,14.55367716671335
29,29,12663563.0,24.221563362544224,0.041285526662014786,6.184484795398726,11.802307500311107,17.392112589842775,22.95403966080622,28.488228058761774,33.99481572823334,39.47394068618494,44.925739674187916,50.35034917200883,55.74790471481754,61.11854106157342,66.46239254400162,71.77959280821257,77.07027476760219,82.33457074620296,87.57261205828169,92.78453007231674,97.9704546858048,103.13051574279267,108.26484207888106,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784,14.382782092458784
30,30,12697814.0,24.221563362544224,0.041285526662014786,6.19334666224979,11.811169367162172,17.400974456693838,22.962901527657284,28.497089925612837,34.003677595084405,39.48280255303601,44.93460154103899,50.3592110388599,55.7567665816686,61.12740292842448,66.47125441085268,71.78845467506365,77.07913663445325,82.34343261305402,87.58147392513276,92.7933919391678,97.97931655265586,103.13937760964373,108.27370394573212,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968,14.168125022982968
31,31,12701027.0,24.221563362544224,0.041285526662014786,6.2033416622482624,11.821164367160645,17.41096945669231,22.972896527655756,28.50708492561131,34.01367259508288,39.49279755303448,44.944596541037455,50.369206038858366,55.766761581667076,61.137397928422956,66.48124941085115,71.79844967506212,77.08913163445172,82.3534276130525,87.59146892513124,92.80338693916627,97.98931155265434,103.1493726096422,108.2836989457306,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562,13.926024602668562
32,32,12711410.0,24.221563362544224,0.041285526662014786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.1891e-16,-8.1891e-16,-8.1891e-16,-8.1891e-16,-8.1891e-16,-8.1891e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,12769171.0,24.221563362544224,0.041285526662014786,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000734,1.0076323784000725,1.0076323784000725,1.0076323784000725,1.0076323784000725,1.0076323784000725,1.0076323784000725,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186,24.788473940963186
34,34,12816507.0,24.197355115714515,0.041326830772118926,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163961,1.5112440709163952,1.5112440709163952,1.5112440709163952,1.5112440709163952,1.5112440709163952,1.5112440709163952,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736,12.596065192778736
35,35,12966886.0,24.20219482871121,0.04131856664560414,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068082,1.4041213608068073,1.4041213608068073,1.4041213608068073,1.4041213608068073,1.4041213608068073,1.4041213608068073,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155,15.188487942527155
36,36,12969333.0,24.228830558224107,0.04127314348073499,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606256,0.8325619944606247,0.8325619944606247,0.8325619944606247,0.8325619944606247,0.8325619944606247,0.8325619944606247,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263,29.029748943281263
