,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WBTC-slippagemap_12,WBTC-slippagemap_13,WBTC-slippagemap_14,WBTC-slippagemap_15,WBTC-slippagemap_16,WBTC-slippagemap_17,WBTC-slippagemap_18,WBTC-slippagemap_19,WBTC-slippagemap_20,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20
10,10,12689669.0,34015.652883667404,2.939823037999513e-05,0.051018885471361027,0.0979684721754302,0.1446839092964048,0.19116636282781194,0.23741699552331208,0.28343696374994937,0.3292274183648917,0.3747895030491357,0.42012435764316663,0.46523311520790045,0.5101169028743904,0.5547768426192974,0.5992140519701057,0.6434296401388173,0.6874247133713199,0.731200369989212,0.7747577066313268,0.8094471174459426,0.8094471174459426,0.8094471174459426,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961,513.0725522144961
11,11,12690211.0,33944.29852856427,2.946002843919416e-05,0.051677236624003225,0.0986737939131896,0.14543596722058405,0.19196492367425558,0.23826182854976158,0.2843278369170242,0.3301641035842433,0.37577177115352595,0.421151979823059,0.46630586673698554,0.5112345582907207,0.5559391782456341,0.6004208436664447,0.6446806679877171,0.6887197560182727,0.7325392092499364,0.776140122060737,0.8195235867591425,0.8195235867591425,0.8195235867591425,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503,170.6486912725503
12,12,12690736.0,34312.86520240289,2.914358780886567e-05,0.04755806070197145,0.0943202340093659,0.14084919046303745,0.18714609533854343,0.23321210370580603,0.27904837037302516,0.3246560379423078,0.37003624661184087,0.4151901335257674,0.46011882507950264,0.5048234450344159,0.5493051104552266,0.5935649347764989,0.6376040228070546,0.6814234760387183,0.7250243888495188,0.7684078535479243,0.7684078535479243,0.7684078535479243,0.7684078535479243,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396,1915.2548375079396
13,13,12691307.0,33957.87828476939,2.9448247373232233e-05,0.04969908488702946,0.09669564217621583,0.14345781548361028,0.18998677193728183,0.23628367681278784,0.2823496851800504,0.32818595184726956,0.37379361941655215,0.4191738280860853,0.4643277150000118,0.509256406553747,0.5539610265086603,0.598442691929471,0.6427025162507433,0.6867416042812989,0.7305610575129627,0.7741619703237632,0.8175454350221687,0.8175454350221687,0.8175454350221687,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267,237.81381274574267
14,14,12692686.0,33944.29852856427,2.946002843919416e-05,0.051669454886923406,0.09866601217610979,0.14542818548350422,0.19195714193717578,0.23825404681268178,0.28432005517994435,0.3301563218471635,0.3757639894164461,0.4211441980859792,0.46629808499990577,0.511226776553641,0.5559313965085543,0.6004130619293648,0.6446728862506372,0.6887119742811929,0.7325314275128566,0.7761323403236572,0.8195158050220627,0.8195158050220627,0.8195158050220627,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226,170.91285332659226
15,15,12749639.0,33944.29852856427,2.946002843919416e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.32425097828443,483.2712553207154,749.881927204224,1015.1629396603828,1279.1209291468379,1541.7624846552692,1803.0941781537467,2063.12253738329,2321.854059909247,2579.2952191665436,2835.4524537141333,3090.3321647224275,3343.9407134065827,3596.284452903125,3847.369683118444,4097.202682631597,4345.789697810305,4593.136940414482,4839.250602833589
16,16,12750380.0,33252.23332548687,3.007316802488358e-05,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,0.006884836814407719,307.0388302396699,573.51624159863,838.6646532933544,1102.4907003723047,1365.0009784895074,1626.202041237838,1886.1004225470072,2144.7026261161077,2402.015106086128,2658.044298153384,2912.7966003875854,3166.2783878315367,3418.4959930468576,3669.455720779949,3919.1638369464454,4167.626601099282,4414.8502118642,4660.840848064911,4905.604657766213,5149.147764875353
17,17,12751055.0,33388.840505240434,2.995012659523317e-05,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,0.003558865639398156,310.9050223291906,577.9158955388973,843.5951114604317,1107.949310389845,1370.985102356627,1632.7090729998515,1893.1277478553102,2152.2476395763983,2410.0752375184074,2666.6169715724955,2921.879268714472,3175.8684998921462,3428.591020052549,3680.0531401639596,3930.2611505997033,4179.221310282822,4426.939835520109,4673.422915009088,4918.676725320372,5162.7073844355145
18,18,12751749.0,33415.56092838997,2.992617727240954e-05,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,0.0029217956394324454,305.41160495933184,572.556004222195,838.3680875761569,1102.8544966715083,1366.02183483122,1627.8766810318718,1888.425595975017,2147.675077989857,2405.6316104308485,2662.301642699203,2917.6915962726025,3171.8078452441573,3424.656747938785,3676.2446276037076,3926.577769919961,4175.662429197812,4423.50484356193,4670.111188836651,4915.487655230634,5159.64034808128
19,19,12752284.0,33475.760091146614,2.98723612929844e-05,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,0.0015063879429511472,299.16385318560407,566.5755159500642,832.6535281430802,1097.4045420269695,1360.8351638623994,1622.9519925866382,1883.7615678902528,2143.2704089941403,2401.485020909665,2658.4118416081847,2914.0572982865688,3168.427779800099,3421.5296426734612,3673.3692259569975,3923.952814439298,4173.286670597476,4421.377032447212,4668.2301025281895,4913.852045436074,5158.249012016569
20,20,12753003.0,33495.85056923488,2.9854444147732006e-05,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,0.0010133417959794046,315.6744715991313,583.0861343635914,849.1641465566074,1113.9151604404967,1377.3457822759267,1639.4626110001655,1900.27218630378,2159.7810274076674,2417.9956393231923,2674.922460021712,2930.5679167000962,3184.938398213626,3438.0402610869883,3689.8798443705246,3940.4634328528255,4189.797289011003,4437.887650860739,4684.740720941717,4930.362663849601,5174.759630430097
21,21,12753815.0,33499.2001542918,2.9851459001831826e-05,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,0.0009178022666605644,318.8749699443742,586.2866327088343,852.3646449018503,1117.1156587857397,1380.5462806211694,1642.6631093454082,1903.4726846490228,2162.9815257529103,2421.196137668435,2678.122958366955,2933.768415045339,3188.138896558869,3441.2407594322312,3693.0803427157675,3943.663931198068,4192.997787356246,4441.088149205982,4687.9412192869595,4933.563162194844,5177.960128775339
22,22,12754608.0,33502.550074307226,2.9848474154416386e-05,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,0.0008224553107798795,322.069395945302,589.4810587097621,855.5590709027781,1120.3100847866674,1383.7407066220974,1645.857535346336,1906.6671106499505,2166.175951753838,2424.390563669363,2681.317384367883,2936.962841046267,3191.3333225597967,3444.435185433159,3696.2747687166952,3946.8583571989957,4196.192213357173,4444.282575206909,4691.135645287887,4936.757588195772,5181.154554776267
