,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
115,115,15414950.0,1.0024054122115602,0.9976003599120108,1490.1287622456668,2710.7538160279446,3318.839300999392,3319.3523611376936,3320.3738765388043,3321.389281371244,3321.894704043737,3322.9010111054686,3323.901299406533,3324.3991968335017,3325.390523263952,3326.375919737545,3326.8664057411206,3327.842973812853,3328.8136997963015,3329.2968834280255,3330.258913083899,3331.215188549966,3331.691178193486,3332.6388861516343,2202.834105222818,3422.7301560814603,3423.245995541197,3424.2730440371606,3425.293948962621,3425.8021095479885,3426.8138683593484,3427.819574553836,3428.3201695019175,3429.316865964393,3430.3076003229403,3430.8007429918525,3431.3136105792423,3431.355824135154,3431.376836104054,3431.418671414074,3431.460256492585,3431.4809556975006,3431.5221681987027,3431.563134169614
116,116,15426253.0,1.0024054122115602,0.9976003599120108,1490.238741192468,2710.8637949747463,3318.949279946193,3319.462340084495,3320.4838554856055,3321.499260318046,3322.004682990538,3323.01099005227,3324.0112783533345,3324.509175780303,3325.500502210754,3326.485898684346,3326.9763846879223,3327.9529527596546,3328.9236787431028,3329.406862374827,3330.3688920307004,3331.3251674967673,3331.8011571402876,3332.7488650984355,2202.723854599529,3422.6199054581716,3423.1357449179086,3424.162793413872,3425.1836983393323,3425.6918589246998,3426.7036177360596,3427.7093239305477,3428.2099188786287,3429.206615341104,3430.1973496996516,3430.690492368564,3431.203359955954,3431.245573511865,3431.266585480765,3431.3084207907855,3431.350005869296,3431.370705074212,3431.411917575414,3431.4528835463257
117,117,15457073.0,1.0024054122115602,0.9976003599120108,1491.8834152457134,2714.1521359083267,3323.871454526847,3325.1977626829566,3327.8384749639185,3330.463390856773,3331.7699554537203,3334.3713527634886,3336.9571910173786,3338.244302155036,3340.8069731402147,3343.3543146356133,3344.6222665547693,3347.1467858105934,3349.656202725071,3350.9052773340977,3353.392213433307,3355.864274416906,3357.094751897608,3359.544665076726,2205.215339933857,3426.754076013514,3428.0875689739237,3430.7425848194853,3433.3817189641354,3434.6953613204046,3437.310851909802,3439.910695921886,3441.204780402405,3443.7813334196126,3446.3424738438775,3447.617293489915,3449.686497033196,3451.2757383946805,3452.0667897368653,3453.641791027783,3455.2073716893296,3455.986648201144,3457.5382022009585,3459.0804749136014
118,118,15466061.0,1.0024054122115602,0.9976003599120108,1492.982495550154,2715.251216212767,3324.9705348312878,3326.296842987397,3328.9375552683587,3331.5624711612136,3332.869035758161,3335.470433067929,3338.056271321819,3339.3433824594763,3341.9060534446553,3344.4533949400534,3345.72134685921,3348.245866115034,3350.7552830295117,3352.004357638538,3354.491293737747,3356.9633547213466,3358.1938322020487,3360.6437453811664,2204.1135496818524,3425.652285761509,3426.985778721919,3429.6407945674805,3432.2799287121306,3433.5935710684,3436.2090616577966,3438.808905669881,3440.1029901504003,3442.679543167608,3445.2406835918728,3446.51550323791,3448.584706781191,3450.1739481426753,3450.9649994848605,3452.5400007757776,3454.105581437325,3454.884857949139,3456.4364119489537,3457.9786846615966
119,119,15467851.0,1.0005027451661754,0.9994975074595204,1019.6548389529971,2344.2175347814828,3562.8243407442355,3564.1546348091138,3566.8032802989133,3569.436082216133,3570.7465711390396,3573.355785345584,3575.9493915555113,3577.240371299645,3579.8107406090926,3582.3657358319338,3583.6374949178794,3586.1695999616436,3588.6865567151945,3589.9393830073377,3592.4337910933978,3594.913277212541,3596.1474546991726,3598.6047255719604,2554.197148290042,3165.3837700641643,3166.7132681057233,3169.360331495218,3171.9915624106447,3173.3012696253086,3175.9089240795633,3178.5009814926457,3179.791189810792,3182.3600260030903,3184.913494580155,3186.1844960747453,3187.778511119975,3189.3629908271055,3190.1516729117925,3191.721956514973,3193.2828492913845,3194.059789905814,3195.606696711389,3197.1443503029836
120,120,15470410.0,1.000302674628223,0.9996974169559872,1047.1603578605207,2371.7230536890065,3590.3298596517593,3591.660153716637,3594.3087992064366,3596.9416011236567,3598.2520900465634,3600.8613042531074,3603.454910463035,3604.7458902071685,3607.316259516616,3609.8712547394575,3611.143013825403,3613.675118869167,3616.1920756227178,3617.444901914861,3619.939310000921,3622.418796120064,3623.652973606696,3626.110244479484,2526.678358872797,3137.864980646919,3139.1944786884783,3141.841542077973,3144.4727729933998,3145.7824802080636,3148.3901346623184,3150.9821920754002,3152.272400393547,3154.841236585845,3157.39470516291,3158.6657066575003,3160.25972170273,3161.8442014098605,3162.6328834945475,3164.2031670977276,3165.7640598741395,3166.5410004885684,3168.087907294144,3169.6255608857387
121,121,15540096.0,1.000302674628223,0.9996974169559872,1124.284981569056,2563.559040639322,3896.1909894318296,3954.2778540232416,4069.9301116545244,4184.890564759753,4242.112644165479,4356.043147433138,4469.292132523924,4525.662349882402,4637.896703150543,4749.459751847406,4804.990705317535,4915.554261670823,5025.456372780052,5080.160631868116,5189.078162627913,5297.344130477952,5351.2340954417705,5458.5300416695545,2737.1164968687945,3462.260178331461,3520.3122848194107,3635.895460547224,3750.7873163619547,3807.975262727445,3921.8376599106628,4035.0190172828784,4091.3555505725103,4203.522960770993,4315.019348968614,4370.517222454682,4480.078128438089,4588.9836451990805,4643.1918686344725,4751.121649303838,4858.405973400016,4911.807174265034,5018.1302052790315,5123.817238213828
122,122,15566172.0,1.000402704895686,0.999597457210266,1114.3190792779012,2553.593138348167,3886.2250871406745,3944.311951732087,4059.9642093633697,4174.924662468598,4232.146741874323,4346.0772451419825,4459.326230232769,4515.696447591247,4627.930800859388,4739.493849556251,4795.02480302638,4905.588359379668,5015.490470488898,5070.194729576961,5179.112260336758,5287.378228186796,5341.268193150616,5448.5641393784,2747.0864968672254,3472.2301783298917,3530.2822848178416,3645.865460545655,3760.7573163603856,3817.945262725876,3931.8076599090937,4044.9890172813093,4101.325550570941,4213.492960769425,4324.989348967046,4380.487222453114,4490.0481284365205,4598.953645197512,4653.161868632903,4761.09164930227,4868.375973398446,4921.777174263465,5028.100205277463,5133.787238212259
123,123,15588340.0,1.000402704895686,0.999597457210266,1037.8917493532256,2362.4544451817114,3581.0612511444638,3582.391545209342,3585.0401906991415,3587.6729926163616,3588.983481539268,3591.5926957458123,3594.1863019557395,3595.4772816998734,3598.047651009321,3600.6026462321624,3601.8744053181076,3604.406510361872,3606.9234671154227,3608.176293407566,3610.670701493626,3613.150187612769,3614.384365099401,3616.8416359721887,2535.950778379178,3147.1374001533,3148.466898194859,3151.1139615843535,3153.7451924997804,3155.054899714444,3157.662554168699,3160.2546115817813,3161.5448198999275,3164.113656092226,3166.667124669291,3167.938126163881,3169.5321412091107,3171.116620916241,3171.905303000928,3173.4755866041082,3175.03647938052,3175.813419994949,3177.3603268005245,3178.8979803921193
124,124,15646382.0,1.000402704895686,0.999597457210266,1042.9074022937461,2374.9981955570343,3601.088064757649,3606.143090016667,3616.2077593304766,3626.2122241664215,3631.1919912584162,3641.1068244283892,3650.9623482928414,3655.867981857464,3665.635207110377,3675.3440118995904,3680.1766082950626,3689.798431990039,3699.3626932319594,3704.123346322999,3713.6019241910467,3723.023799618881,3727.7135885413127,3737.0510475724836,2549.8068621691937,3168.472079127567,3173.5240795531363,3183.582736995425,3193.581232133425,3198.5580287882694,3208.4669350076365,3218.316573551406,3223.2192757507355,3232.980675264724,3242.683678905781,3247.513396506604,3256.1928933362506,3264.8204697420283,3269.1148857038634,3277.6651635674484,3286.1643078790567,3290.394790909906,3298.8177808653213,3307.190386577721
125,125,15657852.0,1.000402704895686,0.999597457210266,1046.4348386328954,2383.820034194566,3615.172633792681,3622.847208754117,3638.127460613017,3653.3163096094763,3660.8766270915357,3675.9293966612513,3690.892122425487,3698.3398898640125,3713.168560054137,3727.908535884693,3735.24541777846,3749.853338298954,3764.3738670976863,3771.6015241598157,3785.991967856685,3800.2963255093473,3807.4163960914498,3821.5925921759754,2559.5516459608184,3183.4764509990605,3191.1464336370445,3206.417558230247,3221.597343989229,3229.1531517326794,3244.196922964231,3259.150713593143,3266.594030612229,3281.4138561244754,3296.1450246110303,3303.477535898479,3317.1401498263635,3330.721034511157,3337.480982522416,3350.940189630745,3364.31890613079,3370.978215709835,3384.2370557253303,3397.4165846385945
126,126,15675353.0,1.000402704895686,0.999597457210266,1041.419185692375,2371.276283819243,3595.145820179496,3599.095663946792,3606.9598919816817,3614.777078059416,3618.6681173723873,3626.4152679786744,3634.1160760883854,3637.949189706422,3645.58100395308,3653.167170217265,3656.943214801505,3664.4614166707875,3671.934640981149,3675.654471244382,3683.0607451592637,3690.422713503235,3694.087172649538,3701.383180575681,2545.695562170803,3162.141772024793,3166.0892522787667,3173.9487828191754,3181.761304355585,3185.6500226588546,3193.3925421252934,3201.0887516235184,3204.9195747614212,3212.5468369519767,3220.1284703745405,3223.9022655557565,3230.4793976992237,3237.0171856853704,3240.271399819481,3246.750612667405,3253.191077632253,3256.3968447948782,3262.779601660534,3269.1241784529934
127,127,15676512.0,1.001403557901868,0.9985984093118175,906.0042375873617,2235.8613357142294,3459.7308720744822,3463.6807158417787,3471.5449438766686,3479.362129954403,3483.2531692673742,3491.000319873661,3498.701127983372,3502.5342416014087,3510.166055848067,3517.7522221122517,3521.5282666964918,3529.046468565774,3536.519692876136,3540.239523139369,3547.6457970542506,3555.007765398222,3558.6722245445244,3565.9682324706673,2681.2425691779094,3297.6887790318997,3301.636259285873,3309.495789826282,3317.308311362691,3321.197029665961,3328.9395491324,3336.635758630625,3340.4665817685277,3348.093843959083,3355.675477381647,3359.449272562863,3366.02640470633,3372.564192692477,3375.8184068265873,3382.297619674511,3388.7380846393594,3391.9438518019847,3398.3266086676404,3404.6711854601
128,128,15679342.0,1.001403557901868,0.9985984093118175,902.9453696414384,2227.508065469924,3446.114871432677,3447.4451654975546,3450.093810987354,3452.7266129045743,3454.037101827481,3456.646316034025,3459.2399222439526,3460.530901988086,3463.1012712975335,3465.656266520375,3466.9280256063207,3469.4601306500845,3471.9770874036353,3473.2299136957786,3475.7243217818386,3478.203807900982,3479.4379853876135,3481.8952562604018,2671.028760037394,3282.2153818115157,3283.5448798530747,3286.1919432425693,3288.8231741579966,3290.1328813726604,3292.740535826915,3295.332593239997,3296.6228015581437,3299.1916377504417,3301.7451063275066,3303.016107822097,3304.610122867327,3306.1946025744573,3306.9832846591444,3308.5535682623245,3310.114461038736,3310.8914016531653,3312.4383084587407,3313.975962050335
129,129,15691580.0,1.0015036982576582,0.998498559455872,901.9498700622905,2226.5125658907764,3445.1193718535287,3446.449665918407,3449.0983114082064,3451.7311133254266,3453.0416022483328,3455.6508164548773,3458.2444226648045,3459.5354024089384,3462.1057717183858,3464.6607669412274,3465.9325260271726,3468.464631070937,3470.9815878244876,3472.234414116631,3474.728822202691,3477.208308321834,3478.442485808466,3480.8997566812536,2672.0257600385266,3283.2123818126483,3284.5418798542078,3287.1889432437024,3289.8201741591292,3291.129881373793,3293.737535828048,3296.3295932411297,3297.6198015592763,3300.1886377515743,3302.7421063286392,3304.01310782323,3305.6071228684596,3307.19160257559,3307.980284660277,3309.550568263457,3311.1114610398686,3311.888401654298,3313.4353084598733,3314.972962051468
130,130,15707292.0,1.000102644098377,0.9998973664363527,1077.99766419296,2402.5603600214454,3621.167165984198,3622.4974600490764,3625.146105538876,3627.7789074560956,3629.089396379002,3631.6986105855467,3634.292216795474,3635.583196539608,3638.153565849055,3640.7085610718964,3641.980320157842,3644.512425201606,3647.0293819551566,3648.2822082473,3650.7766163333604,3653.2561024525035,3654.490279939135,3656.947550811923,2495.833206897914,3107.0198286720356,3108.3493267135946,3110.996390103089,3113.6276210185165,3114.9373282331803,3117.544982687435,3120.137040100517,3121.4272484186636,3123.9960846109616,3126.5495531880265,3127.820554682617,3129.414569727847,3130.999049434977,3131.7877315196642,3133.3580151228443,3134.918907899256,3135.695848513685,3137.2427553192606,3138.780408910855
131,131,15724385.0,1.000102644098377,0.9998973664363527,1076.1492400717714,2400.7119359002572,3619.3187418630096,3620.649035927888,3623.2976814176873,3625.9304833349074,3627.2409722578136,3629.850186464358,3632.4437926742853,3633.734772418419,3636.3051417278666,3638.8601369507082,3640.1318960366534,3642.6640010804176,3645.1809578339685,3646.4337841261117,3648.928192212172,3651.407678331315,3652.6418558179466,3655.099126690735,2497.6818918975832,3108.868513671705,3110.1980117132643,3112.845075102759,3115.476306018186,3116.7860132328497,3119.3936676871044,3121.9857251001863,3123.275933418333,3125.844769610631,3128.398238187696,3129.6692396822864,3131.263254727516,3132.8477344346466,3133.6364165193336,3135.2067001225137,3136.767592898925,3137.5445335133545,3139.09144031893,3140.6290939105247
132,132,15817525.0,1.000102644098377,0.9998973664363527,1076.9234737155411,2402.6060589239705,3622.3260549220686,3624.2104447519905,3627.962307408391,3631.6917273073395,3633.5480627325273,3637.244070137741,3640.9179684838637,3642.7466687424826,3646.387651524972,3650.006856586874,3651.8083303744665,3655.3951110109742,3658.960433772286,3660.7350888548754,3664.2684709492173,3667.7807157601246,3669.5289544131642,3673.0097308552304,2499.715033519641,3112.014180655752,3113.8974429017167,3117.647064479394,3121.374259020897,3123.2294871397376,3126.9232851226675,3130.594989565125,3132.42259708243,3136.061408171878,3139.678450707575,3141.478851350904,3144.126911707167,3146.75913146589,3148.0693309953135,3150.677967450857,3153.2710033785684,3154.5616973694423,3157.131499077987,3159.6859288681903
133,133,15894949.0,1.000102644098377,0.9998973664363527,1075.0750492863112,2400.7576344947406,3620.4776304928387,3622.3620203227606,3626.113882979161,3629.8433028781096,3631.699638303298,3635.395645708511,3639.0695440546338,3640.8982443132527,3644.5392270957423,3648.1584321576443,3649.9599059452366,3653.546686581745,3657.112009343056,3658.886664425646,3662.420046519988,3665.9322913308947,3667.6805299839343,3671.1613064260005,2501.56374551861,3113.8628926547212,3115.7461549006853,3119.4957764783626,3123.222971019866,3125.078199138706,3128.771997121636,3132.443701564094,3134.271309081399,3137.9101201708468,3141.527162706544,3143.327563349873,3145.9756237061356,3148.6078434648584,3149.918042994282,3152.526679449826,3155.119715377537,3156.410409368411,3158.9802110769556,3161.534640867159
134,134,15915195.0,1.000102644098377,0.9998973664363527,1076.0720492841567,2401.7546344925863,3621.4746304906844,3623.3590203206063,3627.110882977007,3630.840302875955,3632.696638301143,3636.3926457063562,3640.066544052479,3641.8952443110984,3645.536227093588,3649.1554321554895,3650.9569059430823,3654.54368657959,3658.109009340901,3659.883664423491,3663.417046517833,3666.9292913287404,3668.6775299817796,3672.158306423846,2500.5665870973667,3112.8657342334777,3114.7489964794418,3118.4986180571195,3122.2258125986227,3124.0810407174627,3127.7748387003926,3131.4465431428507,3133.2741506601556,3136.9129617496033,3140.5300042853005,3142.3304049286294,3144.978465284892,3147.610685043615,3148.920884573039,3151.5295210285826,3154.1225569562935,3155.4132509471674,3157.9830526557125,3160.537482445916
135,135,15928751.0,1.000102644098377,0.9998973664363527,1079.0630492837963,2404.745634492226,3624.4656304903237,3626.350020320246,3630.1018829766467,3633.8313028755947,3635.687638300783,3639.383645705996,3643.057544052119,3644.886244310738,3648.527227093228,3652.1464321551293,3653.947905942722,3657.53468657923,3661.100009340541,3662.874664423131,3666.408046517473,3669.9202913283802,3671.6685299814194,3675.1493064234855,2497.575158402014,3109.874305538125,3111.757567784089,3115.5071893617665,3119.2343839032696,3121.08961202211,3124.78341000504,3128.455114447498,3130.282721964803,3133.9215330542506,3137.538575589948,3139.3389762332768,3141.9870365895395,3144.6192563482623,3145.9294558776865,3148.53809233323,3151.131128260941,3152.421822251815,3154.99162396036,3157.546053750563
136,136,15963504.0,0.9971069816869578,1.0029014121515303,1461.847430704777,2787.5300159132066,4007.2500119113047,4009.1344017412266,4012.886264397627,4016.615684296575,4018.4720197217634,4022.1680271269765,4025.8419254730993,4027.6706257317187,4031.3116085142083,4034.93081357611,4036.7322873637027,4040.3190680002103,4043.8843907615214,4045.6590458441115,4049.1924279384534,4052.7046727493607,4054.4529114024,4057.9336878444665,2115.311631183833,2727.610778319944,2729.494040565908,2733.2436621435854,2736.9708566850886,2738.826084803929,2742.519882786859,2746.191587229317,2748.019194746622,2751.6580058360696,2755.275048371767,2757.0754490150957,2759.7235093713584,2762.3557291300813,2763.665928659505,2766.274565115049,2768.86760104276,2770.1582950336337,2772.7280967421784,2775.282526532382
137,137,15965139.0,0.9977053954619607,1.0022998818573863,1387.498593316544,2713.1811785249733,3932.9011745230714,3934.7855643529933,3938.537427009394,3942.2668469083424,3944.12318233353,3947.8191897387437,3951.4930880848665,3953.3217883434854,3956.962771125975,3960.581976187877,3962.3834499754694,3965.970230611977,3969.5355533732886,3971.310208455878,3974.84359055022,3978.3558353611274,3980.104074014167,3983.584850456233,2189.4700061892513,2801.7691533253624,2803.652415571327,2807.402037149004,2811.1292316905074,2812.9844598093478,2816.6782577922777,2820.3499622347354,2822.17756975204,2825.8163808414884,2829.433423377185,2831.233824020514,2833.881884376777,2836.5141041355,2837.8243036649237,2840.4329401204673,2843.0259760481786,2844.3166700390525,2846.886471747597,2849.4409015378005
138,138,15969352.0,0.9977053954619607,1.0022998818573863,292.82886012125994,395.259553601502,399.0453323670373,400.92972219695935,404.68158485335994,408.4110047523082,410.2673401774963,413.96334758270956,417.6372459288322,419.46594618745144,423.106928969941,426.7261340318428,428.52760781943545,432.11438845594313,435.67971121725446,437.4543662998443,440.98774839418627,444.4999932050935,446.2482318581328,449.7290083001991,217.38733111085656,221.17084943010997,223.05411167607423,226.80373325375166,230.53092779525485,232.38615591409513,236.07995389702504,239.75165833948304,241.57926585678788,245.21807694623575,248.83511948193276,250.63552012526162,253.28358048152452,255.91580024024745,257.22599976967126,259.83463622521487,262.42767215292594,263.71836614379987,266.28816785234466,268.842597642548
139,139,15986580.0,0.9977053954619607,1.0022998818573863,292.8470062137279,395.2979772637847,399.10391229570035,400.99833500544156,404.7701733518676,408.51944945097523,410.3856683885498,414.1013540989196,417.7948130370117,419.6332496726951,423.2936177979096,426.93209225346345,428.74315745877726,432.3490348546138,435.93334012910407,437.7174438411024,441.2696383899295,444.8005831160686,446.55812975200115,450.05743856521804,217.42002187912328,221.2236844296752,223.1169735519692,226.88655888770708,230.633597781108,232.4987035168075,236.2121680414744,239.90342139510656,241.74075947149558,245.39894434112702,249.035244756741,250.84523110414978,253.51237680738097,256.1635677452438,257.4832102666136,260.1106479295203,262.7223726270189,264.02236902770665,266.61069205021295,269.18353236445773
140,140,15994491.0,0.9977053954619607,1.0022998818573863,293.76007044630524,397.23135613181773,402.05150212550114,404.4507532840547,409.2277164591718,413.97610496732585,416.33963657253025,421.04548347754525,425.72318058850317,428.05152642463094,432.68731463599323,437.29537492157215,439.58905534976964,444.1558320649553,448.69528808932233,450.95482228725086,455.4536106742668,459.92548655572574,462.15138671031696,466.583196295938,219.06493641333947,223.88220435160397,226.28001984272072,231.05412962166812,235.7996847503678,238.16180650608365,242.8648403206819,247.53974409990687,249.8666986311024,254.4997217898394,259.1050286942338,261.39734276894256,265.024813551187,268.6305849395283,270.4253742843612,273.99883985949504,277.55093490250846,279.31900439897606,282.8392718248529,286.3384818815052
141,141,15995475.0,0.9977053954619607,1.0022998818573863,293.7772303276391,397.26769152944377,402.1068983286329,404.51563709601663,409.3114903143209,414.0786558698794,416.45153383436264,421.17598956008845,425.8721841760937,428.20973723274767,432.8638572244292,437.49013964290145,439.7928902105909,444.3777258067462,448.9351326750287,451.2036019844532,455.72018039910915,460.2097398852834,462.44444214876876,466.8937769007771,219.09585049058,223.93216785335582,226.33946527609348,231.13245381474627,235.89677478652277,238.26823732640278,242.9898688376153,247.68325907592487,250.01941532586457,254.67075933078513,259.2942774800908,261.59565629117753,265.2411751622746,268.86488667647933,270.66860580173284,274.2598507686477,277.82961887666926,279.6064852118395,283.14426734785496,286.66088734598105
142,142,15999254.0,0.9977053954619607,1.0022998818573863,616.2580962304502,719.748557432255,724.587764231444,726.9965029988279,731.7923562171321,736.5595217726906,738.9323997371738,743.6568554628997,748.3530500789049,750.6906031355588,755.3447231272404,759.9710055457126,762.2737561134021,766.8585917095573,771.4159985778399,773.6844678872644,778.2010463019203,782.6906057880946,784.9253080515799,789.3746428035882,439.91039721978746,444.7467145825633,447.15401200530096,451.9470005439537,456.7113215157302,459.08278405561026,463.80441556682274,468.4978058051323,470.83396205507205,475.4853060599926,480.10882420929823,482.410203020385,486.05572189148205,489.67943340568684,491.4831525309403,495.07439749785516,498.6441656058767,500.421031941047,503.95881407706247,507.4754340751885
143,143,16003412.0,0.9977053954619607,1.0022998818573863,293.78362177726706,397.28122518151997,402.1275314574414,404.5398040239669,409.342693116072,414.1168524584938,416.4932116116504,421.2245984657387,425.927682748954,428.26866517001105,432.9296131022956,437.56268262157806,439.8688114958277,444.4603733872184,449.02446631075003,451.2962636335761,455.8194682050993,460.3156142093608,462.5535949474767,467.0094572048919,219.10736489231948,223.9507774928093,226.36160660012868,231.16162680988393,235.9329373953075,238.30787904732762,243.03643754356966,247.73671333485836,250.0762968999817,254.73446477292597,259.3647659676531,261.6695210728309,265.32176221948106,268.9521557968392,270.75920094985685,274.3570681121573,277.93341881259744,279.7135616594382,283.2578674062772,286.78097199260014
144,144,16004697.0,0.9977053954619607,1.0022998818573863,293.7890655958607,397.2927522608368,402.14510540651236,404.56038783192633,409.36926962097004,414.1493858134309,416.52871001532156,421.26600035103775,425.9749528019841,428.3188561312527,432.98561965658325,437.6244699842484,439.93347627897964,444.5307671885431,449.10055485646,451.3751867633459,455.90403506173203,460.40579103113714,462.64656415942926,467.1079861188481,219.11717210632128,223.96662796604667,226.38046513121083,231.18647445832121,235.9637383393113,238.34164327141025,243.07610172026023,247.7822421750473,250.1247449029911,254.78872490022482,259.42480344921984,261.73243426078983,265.3904010019103,269.0264859234477,270.8363639692893,274.43987148432177,278.0218288062778,279.80476237137367,283.3546245030653,286.88325223732056
145,145,16007826.0,0.9977053954619607,1.0022998818573863,293.8073268805122,397.33141983819746,402.20405720310833,404.6294361974986,409.45842048311613,414.2585189237579,416.64778937900115,421.40488293861017,426.1335201530138,428.4872216662913,433.17349359334486,437.83173563761045,440.1503942367994,444.7669031327498,449.35579381566424,451.6399343322687,456.1877145074186,460.7082890999301,462.9584292985954,467.4385012734623,219.15007039700558,224.0197983644852,226.4437260570258,231.2698258730004,236.06706007869644,238.4549053311957,243.2091551658443,247.93496862914319,250.2872636861831,254.97074044919896,259.6261991279696,261.9434764940856,265.6206497367863,269.27582626733323,271.09520724964415,274.71763532292107,278.3184000517874,280.11069507879887,283.67919609855784,287.22635122766127
146,146,16011925.0,0.9977053954619607,1.0022998818573863,295.62175146919833,401.17339505992226,408.06145394885,411.4900188286492,418.31636884036493,425.10188523645337,428.47940635382764,435.20413017889535,441.88862753791375,445.2158676783704,451.8404766089546,458.42546192940046,461.70316469660213,468.22915519315944,474.71610402427933,477.94501133067223,484.3738455151995,490.7642213369783,493.94506510515396,500.2781856061284,222.418814556159,229.30276066193883,232.72927395204294,239.55154641903775,246.3330138745833,249.70852029648694,256.42922417434323,263.10972982159643,266.43498176702366,273.0556393970998,279.6366900956965,282.91244032384526,288.4979540472316,294.05005543742203,296.8136395206408,302.31599700554625,307.78544853266465,310.5078898779566,315.92833381742764,321.3163540016591
147,147,16016354.0,0.9977053954619607,1.0022998818573863,294.8217514694125,400.37339506013643,407.26145394906416,410.69001882886346,417.5163688405791,424.30188523666754,427.6794063540418,434.40413017910953,441.0886275381279,444.41586767858456,451.04047660916876,457.62546192961463,460.90316469681636,467.4291551933736,473.9161040244935,477.14501133088646,483.57384551541367,489.9642213371925,493.1450651053682,499.47818560634255,223.2170089214587,230.10095502723857,233.52746831734268,240.34974078433748,247.13120823988302,250.50671466178667,257.22741853964294,263.90792418689614,267.23317613232336,273.8538337623995,280.4348844609962,283.71063468914497,289.2961484125313,294.84824980272174,297.6118338859405,303.11419137084596,308.58364289796435,311.3060842432563,316.72652818272735,322.1145483669588
148,148,16024651.0,0.9977053954619607,1.0022998818573863,293.9113568030811,398.4426857583493,404.31653368550934,407.2402701164962,413.0614952995208,418.84789928656284,421.7281077363072,427.4626703667298,433.16292955288236,436.00026049289465,441.649449337331,447.2648488277518,450.05993637206984,455.62502754927806,461.1568256305212,463.9103024509839,469.3925427973223,474.84198746378127,477.55447771329824,482.9550974418685,221.56943084632266,227.43977156438993,230.36175848567132,236.17950650945656,241.96245772970337,244.84094813159064,250.5720827195156,256.268937941176,259.1045734317967,264.75039277276727,270.3624369825836,273.1558594834323,277.78104812780543,282.3785690675174,284.66700632727304,289.22333589995145,293.75241708155494,296.006785331067,300.4952848671675,304.9569353089915
149,149,16045619.0,0.9977053954619607,1.0022998818573863,293.94758013269217,398.51950597930204,404.43370794117027,407.377530789592,413.2387484828063,419.06490575427523,421.9649015790401,427.73886133759635,433.47828198313573,436.33510572457084,442.02310516906505,447.6770831226581,450.4913732512402,456.0946972675182,461.66449946029735,464.4368929943964,469.95679698473066,475.4436799849596,478.1748053654898,483.6125279946927,221.6349856720293,227.54565632986063,230.48771764923686,236.3454342947138,242.1681150784685,245.06638105218283,250.83688921718138,256.57288251258717,259.42799915669156,265.11260594882987,270.76320557064105,273.57581921670703,278.2392178519307,282.8747202117637,285.1820628986231,289.7760335978955,294.3425307994317,296.6155230223232,301.14110332191115,305.639612719265
150,150,16053930.0,0.9977053954619607,1.0022998818573863,295.75698154305405,402.3567737740814,410.2867111224736,414.2338760828968,422.0927705528788,429.9046549698322,433.79305535745146,441.5349518014192,449.23053717855987,453.06105115678565,460.6876894629104,468.268710745287,472.0421943942648,479.5552973755846,487.02345330202456,490.7407607548723,498.14201169197713,505.4989871064661,509.1609609953952,516.4520207267922,224.90953263839654,232.83473510963142,236.77953815968056,244.63373832104915,252.44096136019638,256.32704231223653,264.0643107572219,271.7553006416815,275.58352569319027,283.2056150304431,290.78210654539805,294.55334231690995,301.1253786195469,307.65810124799134,310.9097940769353,317.3839869500953,323.8194619613254,327.0227453546049,333.4005569778149,339.740218109046
151,151,16054489.0,0.9977053954619607,1.0022998818573863,295.7970717861067,402.4417947084467,410.416393966083,414.38578960948496,422.2889458707216,430.1448273153345,434.05512742013775,441.8406267150697,449.57955411631394,453.4316417918008,461.10123380775974,468.7249518820044,472.519688029818,480.0751052828339,487.58532233631104,491.3235659001011,498.7665011511069,506.1649115169501,509.84750987468607,517.1796333161365,224.98208557386863,232.95192328721959,236.91894371781873,244.81737923179864,252.6685730454304,256.5765406514465,264.35738588221284,272.0916919086702,275.9414777660599,283.6064951930661,291.2256579879523,295.0181335981117,301.6324588851321,308.20721752684454,311.4798339753381,317.9956862412191,324.47257150791916,327.6964670212717,334.11531785420516,340.4957727087556
