,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10
131,131,12939185.0,42010.2185348445,2.380373239835853e-05,1.408883652442015e-05,2.866168519272618e-05,4.308953881073545e-05,5.737383996372087e-05,7.151601703351473e-05,8.551748411318807e-05,9.937964105989084e-05,0.00011310387421494973,0.00012669155577046476,0.0001401440444006462,0.00015346268513536743,1.2560616314488298,1.8616942423987002,2.46130100206374,3.0549418734088825,3.642676206756223,4.224562782391986,4.800659777166032,5.371024803410034,5.935714878152653,6.494786466249281
132,132,12940257.0,41783.98604363587,2.3932613775901598e-05,0.012121438284240078,0.06534531125382965,0.11803962450714543,0.17020964667816005,0.22186059404536707,0.272997631529135,0.3236258723825381,0.3737503783826419,0.4233761624343223,0.4725081862799269,0.5211513627821412,6128.342813038895,8296.475286088722,10443.035560379176,12568.238242164352,14672.295876491951,16755.418826438752,16755.989191464996,16756.55388153974,16757.112953127835,16757.666462147514
133,133,12941934.0,41129.019671008966,2.4313732931127464e-05,2.4118685175048e-07,1.51084116470756e-05,2.982771243003374e-05,4.440056109833977e-05,5.882841471634905e-05,7.311271586933674e-05,8.725489293913285e-05,0.00010125636001880842,0.00011511851696551338,0.00012884275012057446,0.00014243043167609166,1.8070362341350927,2.4006771054802347,2.9884114388275758,3.570298014463338,4.146395009237385,4.716760035481387,5.281450110224005,5.840521698320634,6.394030717996259,6.942032497609976
134,134,12943310.0,41129.019671008966,2.4313732931127464e-05,0.00021747340796783162,0.013622955588265916,0.02689505761597175,0.04003510667210664,0.04004953452572465,0.04006381882687764,0.040077961003947435,0.04009196247102711,0.04010582462797381,0.040119548861128874,0.04013313654268439,1629.368787338713,2164.643005080835,2694.5914144783032,3219.2670165511713,3219.8431135459455,3220.4134785721894,3220.978168646932,3221.5372402350285,3222.0907492547044,3222.638751034318
135,135,12944508.0,39718.445102691025,2.517721923440169e-05,0.0104404666603124,0.023980669444528983,0.037386151624827064,0.0506582536525329,0.06379830270866779,0.0638127305622858,0.0638270148634388,0.06384115704050858,0.06385515850758826,0.06386902066453497,0.06388274489769002,1204.1483686549573,1734.0967780524256,2258.7723801252937,2259.348477120068,2259.918842146312,2260.4835322210547,2261.0426038091514,2261.596112828827,2262.1441146084403,2262.6866639611785
136,136,12946141.0,39690.653308948255,2.5194848575963098e-05,0.010891420111715856,0.02443162289593244,0.037837105076230525,0.051109207103936356,0.06424925616007125,0.06426368401368926,0.06427796831484224,0.06429211049191204,0.06430611195899172,0.06431997411593843,0.06433369834909348,1186.2428366539937,1716.191246051462,2240.8668481243303,2241.4429451191045,2242.0133101453484,2242.578000220091,2243.1370718081876,2243.690580827863,2244.238582607477,2244.781131960215
137,137,12948034.0,39240.77155291388,2.5483698725229158e-05,0.005070262756223101,0.018746540111293016,0.0322867428955096,0.04569222507580768,0.05896432710351352,0.0721043761596484,0.07211880401326642,0.0721330883144194,0.0721472304914892,0.07216123195856888,0.07217509411551558,1406.1740849269002,1930.8496869997684,1931.4257839945424,1931.9961490207863,1932.560839095529,1933.1199106836257,1933.6734197033013,1934.221421482915,1934.7639708356533,1935.3011219855152
138,138,12950081.0,38730.0952117084,2.581971447613928e-05,0.0003364575239817492,0.014150176710137127,0.02782645406520704,0.04136665684942362,0.05477213902972171,0.06804424105742754,0.08118429011356243,0.08119871796718044,0.08121300226833343,0.08122714444540323,0.0812411459124829,1576.8638392333573,1577.4399362281313,1578.0103012543752,1578.574991329118,1579.1340629172146,1579.6875719368902,1580.235573716504,1580.7781230692422,1581.3152742191041,1581.8470809060682
139,139,12952230.0,38371.59287071619,2.6060945746225818e-05,0.006770467523635408,0.020584186709790786,0.0342604640648607,0.047800666849077286,0.06120614902937537,0.0744782510570812,0.08761830011321609,0.0876327279668341,0.08764701226798709,0.08766115444505689,0.08767515591213657,1328.8194166231053,1329.3955136178793,1329.9658786441232,1330.5305687188659,1331.0896403069626,1331.6431493266382,1332.191151106252,1332.7337004589901,1333.2708516088521,1333.8026582958162
140,140,12953897.0,38172.58839787648,2.619680880889988e-05,0.010428309748419535,0.024242028934574913,0.03791830628964483,0.05145850907386141,0.0648639912541595,0.07813609328186533,0.09127614233800022,0.09129057019161822,0.09130485449277122,0.09131899666984102,0.09133299813692068,1188.8194166155708,1189.3955136103448,1189.965878636589,1190.5305687113314,1191.089640299428,1191.6431493191037,1192.1911510987175,1192.7337004514557,1193.2708516013176,1193.8026582882817
141,141,12955770.0,38088.705202836754,2.625450234327006e-05,0.011968530633092013,0.02578224981924739,0.039458527174317304,0.052998729958533886,0.06640421213883198,0.07967631416653781,0.0928163632226727,0.0928307910762907,0.0928450753774437,0.09285921755451348,0.09287321902159316,1130.08793461241,1130.6640316071841,1131.234396633428,1131.7990867081708,1132.3581582962674,1132.911667315943,1133.4596690955568,1134.002218448295,1134.5393695981568,1135.0711762851208
142,142,12958811.0,38513.82361754721,2.5964703217480382e-05,0.004225961778662817,0.018039680964818193,0.03171595831988811,0.04525616110410469,0.05866164328440278,0.07193374531210861,0.0850737943682435,0.0850882222218615,0.0851025065230145,0.0851166487000843,0.08513065016716397,1426.6414046283699,1427.2175016231438,1427.7878666493878,1428.3525567241304,1428.911628312227,1429.4651373319027,1430.0131391115165,1430.5556884642547,1431.0928396141164,1431.6246463010807
143,143,12959891.0,39825.82443245677,2.510933582042892e-05,0.008539429707907593,0.022079632492124177,0.03548511467242226,0.04875721670012809,0.06189726575626298,0.061911693609881,0.061925977911033984,0.061940120088103776,0.061954121555183456,0.06196798371213016,0.06198170794528522,1279.7604762068854,1809.7088856043538,2334.384487677222,2334.960584671996,2335.53094969824,2336.095639772983,2336.6547113610795,2337.208220380755,2337.756222160369,2338.298771513107
144,144,12962152.0,39813.8790742783,2.511686937448023e-05,0.008790546855944376,0.02233074964016096,0.03573623182045904,0.04900833384816488,0.06214838290429977,0.062162810757917776,0.062177095059070764,0.06219123723614056,0.062205238703220235,0.062219100860166944,0.062232825093322,1269.7604762063472,1799.7088856038158,2324.384487676684,2324.960584671458,2325.530949697702,2326.0956397724444,2326.654711360541,2327.208220380217,2327.7562221598305,2328.2987715125687
145,145,12963630.0,39283.95799052246,2.5455683468586776e-05,0.004281829500380973,0.01795810685545089,0.031498309639667474,0.04490379181996556,0.05817589384767139,0.07131594290380629,0.0713303707574243,0.07134465505857727,0.07135879723564707,0.07137279870272675,0.07138666085967345,1437.1316148319283,1961.8072169047964,1962.3833138995706,1962.9536789258145,1963.5183690005572,1964.0774405886539,1964.6309496083295,1965.1789513879432,1965.7215007406814,1966.2586518905432
146,146,12964211.0,38637.25907285564,2.5881753105580507e-05,0.0019880992922026944,0.01580181847835807,0.029478095833427986,0.04301829861764457,0.056423780797942656,0.06969588282564848,0.08283593188178338,0.08285035973540139,0.08286464403655437,0.08287878621362417,0.08289278768070385,1512.97060562454,1513.546702619314,1514.117067645558,1514.6817577203005,1515.2408293083972,1515.7943383280729,1516.3423401076866,1516.8848894604248,1517.4220406102868,1517.9538472972508
147,147,12964923.0,38521.526767408955,2.595951105567414e-05,0.004096072843147617,0.017909792029302995,0.03158606938437291,0.04512627216858949,0.05853175434888758,0.07180385637659341,0.0849439054327283,0.0849583332863463,0.0849726175874993,0.0849867597645691,0.08500076123164876,1431.6444970590353,1432.2205940538092,1432.7909590800532,1433.3556491547959,1433.9147207428925,1434.4682297625682,1435.016231542182,1435.5587808949201,1436.0959320447819,1436.6277387317461
148,148,12965779.0,38896.98483232494,2.570893359243003e-05,0.011154953583400658,0.024831230938470575,0.03837143372268716,0.05177691590298524,0.06504901793069108,0.07818906698682597,0.07820349484044398,0.07821777914159696,0.07823192131866676,0.07824592278574644,0.07825978494269314,1168.446046611869,1693.121648684737,1693.6977456795112,1694.2681107057551,1694.8328007804978,1695.3918723685942,1695.9453813882699,1696.4933831678836,1697.0359325206218,1697.5730836704838
149,149,12966366.0,39615.316427143,2.5242761895872066e-05,0.012221541037063077,0.025761743821279662,0.039167226001577744,0.052439328029283576,0.06557937708541847,0.06559380493903648,0.06560808924018946,0.06562223141725926,0.06563623288433894,0.06565009504128565,0.0656638192744407,1133.49763724104,1663.4460466385085,2188.1216487113766,2188.6977457061507,2189.2681107323947,2189.832800807137,2190.391872395234,2190.9453814149097,2191.493383194523,2192.0359325472614
150,150,12969244.0,40581.594120305526,2.4641713113473704e-05,0.009315782409134957,0.022721264589433042,0.035993366617138874,0.04913341567327376,0.04914784352689178,0.049162127828044765,0.049176270005114556,0.049190271472194236,0.04920413362914094,0.049217857862296,0.04923144554385152,1257.6451615344067,1792.9193792765282,2322.8677886739965,2847.543390746865,2848.1194877416387,2848.6898527678827,2849.2545428426256,2849.8136144307223,2850.3671234503977,2850.9151252300117
151,151,12972196.0,41231.96570189429,2.4253027547363763e-05,0.011966706106206097,0.025238808133911928,0.03837885719004682,0.03839328504366483,0.038407569344817816,0.038421711521887614,0.03843571298896729,0.038449575145913996,0.03846329937906905,0.03847688706062457,0.03849033954925476,1156.9242564611957,1697.5777975580827,2232.852015300204,2762.8004246976725,3287.476026770541,3288.0521237653147,3288.622488791559,3289.1871788663016,3289.7462504543983,3290.2997594740737
152,152,12975316.0,42803.160880207826,2.3362760586739746e-05,0.00031982133358247336,0.013459870389717365,0.013474298243335374,0.013488582544488361,0.013502724721558158,0.013516726188637833,0.013530588345584538,0.013544312578739599,0.013557900260295117,0.0135713527489253,0.013584671389660023,1657.7169836478583,2203.8039155175356,2744.457456614423,3279.7316743565443,3809.680083754013,4334.355685826881,4334.931782821655,4335.502147847899,4336.066837922642,4336.625909510738
153,153,12976157.0,42807.441196295855,2.3360424544285316e-05,0.000251270749680993,0.013391319805815883,0.013405747659433894,0.013420031960586882,0.013434174137656678,0.013448175604736353,0.013462037761683058,0.01347576199483812,0.013489349676393635,0.013502802165023819,0.013516120805758543,1660.6513636480163,2206.7382955176936,2747.391836614581,3282.6660543567023,3812.6144637541706,4337.290065827039,4337.866162821813,4338.436527848057,4339.0012179228,4339.560289510896
154,154,12977404.0,42811.721940415475,2.335808873541178e-05,0.00018754789793885726,0.013327596954073748,0.013342024807691758,0.013356309108844746,0.01337045128591454,0.013384452752994217,0.013398314909940921,0.013412039143095984,0.0134256268246515,0.013439079313281683,0.013452397954016407,1663.3793606481631,2209.4662925178404,2750.1198336147277,3285.394051356849,3815.3424607543175,4340.0180628271855,4340.59415982196,4341.164524848204,4341.729214922946,4342.288286511043
155,155,12982417.0,42811.721940415475,2.335808873541178e-05,0.00016443103141780985,0.0133044800875527,0.01331890794117071,0.013333192242323698,0.013347334419393495,0.01336133588647317,0.013375198043419875,0.013388922276574936,0.013402509958130453,0.013415962446760635,0.01342928108749536,1664.3690666482164,2210.455998517894,2751.1095396147807,3286.3837573569026,3816.332166754371,4341.0077688272395,4341.583865822013,4342.154230848257,4342.718920923,4343.277992511096
156,156,12984288.0,42811.721940415475,2.335808873541178e-05,0.0004260563018300279,0.03447316199988263,0.055186628159515035,0.07569400204746429,0.0959973343318884,0.11609865516708118,0.11611251732402789,0.11612624155718294,0.11613982923873846,0.11615328172736865,0.11616660036810338,4312.53713670757,5727.499851859043,7128.384139361597,7663.658357103719,8193.606766501187,8718.282368574055,8718.85846556883,8719.428830595074,8719.993520669816,8720.552592257913
157,157,12985694.0,44186.1045211901,2.2631549235584575e-05,0.00888152724908735,0.029388901137036606,0.049692233421460716,0.0697935542566535,0.0698074164136002,0.06982114064675526,0.06983472832831078,0.06984818081694097,0.0698614994576757,0.06987468558239265,0.0698877405093721,2882.904220136163,4326.449619420924,5755.6322205529395,7170.594935704412,8571.479223206967,9106.753440949087,9636.701850346557,10161.377452419425,10161.953549414198,10162.523914440442
158,158,12986253.0,43816.51417495569,2.282244534576811e-05,0.017661897248614725,0.03816927113656398,0.05847260342098809,0.07857392425618087,0.07858778641312758,0.07860151064628264,0.07861509832783815,0.07862855081646834,0.07864186945720307,0.07865505558192003,0.07866811050889948,2496.534001475253,3940.0794007600143,5369.26200189203,6784.224717043501,8185.109004546056,8720.383222288177,9250.331631685645,9775.007233758513,9775.583330753288,9776.153695779532
159,159,12987123.0,44009.72192245077,2.272225218241763e-05,0.013026815126198816,0.03353418901414807,0.05383752129857218,0.07393884213376496,0.07395270429071167,0.07396642852386673,0.07398001620542224,0.07399346869405243,0.07400678733478716,0.07401997345950412,0.07403302838648357,2700.087901486208,4143.633300770969,5572.8159019029845,6987.778617054457,8388.662904557012,8923.937122299132,9453.885531696602,9978.56113376947,9979.137230764243,9979.707595790487
160,160,12987810.0,43834.043409791804,2.2813318649417965e-05,0.01721138512597357,0.037718759013922826,0.058022091298346935,0.07812341213353972,0.07813727429048642,0.07815099852364149,0.078164586205197,0.07817803869382718,0.07819135733456191,0.07820454345927887,0.07821759838625833,2516.2788210826884,3959.82422036745,5389.006821499465,6803.969536650937,8204.853824153492,8740.128041895612,9270.076451293082,9794.75205336595,9795.328150360723,9795.898515386967
161,161,12990157.0,43996.521646017325,2.272906953976264e-05,0.013337186559231084,0.033844560447180344,0.05414789273160445,0.07424921356679723,0.07426307572374394,0.074276799956899,0.07429038763845451,0.0743038401270847,0.07431715876781943,0.07433034489253638,0.07434339981951583,2686.4292384790515,4129.974637763813,5559.157238895828,6974.1199540473,8375.004241549854,8910.278459291976,9440.226868689444,9964.902470762312,9965.478567757087,9966.048932783331
162,162,12992680.0,45842.35852978492,2.1813886372148045e-05,0.011980217599956315,0.032081538435149104,0.032095400592095806,0.03210912482525087,0.032122712506806386,0.03213616499543657,0.03214948363617129,0.03216266976088825,0.03217572468786771,0.032188649722680346,0.03220144615766989,2217.3260568699516,3122.2898677443786,4580.342409127055,6023.887808411817,7453.070409543832,8868.033124695305,10268.91741219786,10804.19162993998,11334.14003933745,11858.815641410318
163,163,12995412.0,46215.17084520127,2.1637916331620238e-05,0.003779100677385672,0.023880421512578458,0.023894283669525163,0.023908007902680224,0.02392159558423574,0.023935048072865926,0.02394836671360065,0.023961552838317607,0.023974607765297067,0.023987532800109703,0.02400032923509925,2594.8360568902704,3499.7998677646974,4957.852409147375,6401.397808432136,7830.580409564151,9245.543124715623,10646.427412218178,11181.701629960298,11711.650039357768,12236.325641430636
164,164,12998215.0,45691.335622499595,2.188598749360205e-05,0.015327490676764087,0.03542881151195687,0.03544267366890358,0.03545639790205864,0.03546998558361415,0.03548343807224434,0.03549675671297906,0.03550994283769602,0.03552299776467548,0.03553592279948812,0.035548719234477666,2064.120056683721,2969.0838675581485,4427.136408940825,5870.681808225587,7299.864409357602,8714.827124509075,10115.711412011628,10650.98562975375,11180.934039151218,11705.609641224086
165,165,13001176.0,45404.399352895154,2.2024297518567137e-05,0.0015252319289872987,0.021828564213411405,0.04192988504860419,0.0419437472055509,0.04195747143870596,0.04197105912026147,0.04198451160889166,0.04199783024962638,0.04201101637434334,0.042024071301322796,0.04203699633613544,2672.9621782354175,3568.9218912033393,4455.967100406049,5334.1865038540855,6203.66791974683,7064.498272912162,7065.091913783507,7065.679648116855,7066.26153469249,7066.837631687265
166,166,13002369.0,45618.29158845363,2.1921031349036938e-05,0.016990353170806206,0.03709167400599899,0.0371055361629457,0.03711926039610076,0.03713284807765627,0.03714630056628646,0.03715961920702118,0.03717280533173814,0.037185860258717604,0.03719878529353024,0.03721158172851979,1988.197359372842,2893.161170247269,3789.120883215191,4676.1660924179005,5554.385495865938,6423.866911758681,7284.697264924014,7285.290905795359,7285.878640128706,7286.460526704343
167,167,13003591.0,46104.39296060695,2.1689907095283342e-05,4.31681116625056e-06,1.831827824592612e-05,3.21804351926311e-05,4.590466834769217e-05,5.949234990320937e-05,7.294483853339295e-05,8.626347926811628e-05,9.944960398507586e-05,0.00011250453096453373,0.00012542956577717138,0.00013822600076671704,1.7296577854275974,2.360005468054356,2.984081394638156,3.6019479714969775,4.213666980753735,4.819299591703605,5.418906351368645,6.0125472227137875,6.6002815560611285,7.182168131696891
168,168,13020525.0,46386.47512976363,2.155800795819373e-05,0.0029311593257957936,3.2695500513113402,3.269563913468287,3.269577637701442,3.2695912253829973,3.2696046778716275,3.269617996512362,3.269631182637079,3.2696442375640586,3.2696571625988713,3.269669959033861,449981.9072906412,597045.4711928734,742645.8000884198,742646.4179549967,742647.0296740059,742647.6353066169,742648.2349133765,742648.8285542479,742649.4162885812,742649.9981751569
169,169,13021680.0,47243.11918075085,2.1167103640511713e-05,0.18294949806773583,2.2198980678605946,4.2365796856048235,5.745670312210828,5.745683764699458,5.745697083340193,5.74571026946491,5.745723324391889,5.745736249426702,5.745749045861691,5.745761714976291,277696.50781652535,371252.6145241895,444541.6560294212,466934.10869223444,466934.7265588113,466935.33827782056,466935.9439104315,466936.5435171912,466937.13715806254,466937.7248923959
170,170,13022261.0,47271.472139672114,2.1154407822234077e-05,0.113143093460718,2.1500916632535767,4.1667732809978055,5.67586390760381,5.67587736009244,5.675890678733175,5.675903864857892,5.675916919784871,5.675929844819684,5.675942641254673,5.6759553103692735,280995.54832017707,374551.6550278412,447840.6965330729,470233.14919588616,470233.76706246304,470234.3787814723,470234.98441408324,470235.5840208429,470236.17766171426,470236.7653960476
171,171,13037520.0,47655.90670077961,2.098375771714445e-05,9.05327297874572e-06,0.07356634061753933,0.1463917571805758,0.2184925850002298,0.289876032985572,0.3605492395544271,0.430519270246908,0.49979312248405,0.5683777227948539,0.6362799285113566,0.7035065302280409,1.5339992545044443,2.1770801592639772,2.813762623296941,3.4441103059250753,4.0681862325102385,4.686052809369059,5.297771818625817,5.903404429575687,6.503011189240727,7.096652060585869
172,172,13048071.0,44930.170926701285,2.2256759308380818e-05,8.53965352330952e-06,2.268183059332177e-05,3.668329767321132e-05,5.054545462012814e-05,0.0736078327991807,0.14643324936221716,0.21853407718187118,0.28991752516721336,0.3605907317360685,0.4305607624285494,0.49983461466569135,1.5241103057948175,2.1481862323799805,2.7660528092388015,3.377771818495559,3.9834044294454296,4.5830111891104695,5.176652060455612,5.764386393802952,6.346272969438715,6.922369964212762
173,173,13059974.0,45622.853417612474,2.1918839465090427e-05,1.174917873927637e-05,2.575064581916592e-05,3.961280276608275e-05,0.07359690014732667,0.14642231671036313,0.21852314453001714,0.28990659251535933,0.3605797990842144,0.43054982977669537,0.4998236820138373,0.5684082823246412,1.388762623200265,2.0191103058283995,2.6431862324135627,3.2610528092723836,3.872771818529141,4.478404429479012,5.078011189144052,5.671652060489194,6.259386393836534,6.841272969472297
174,174,13064274.0,48284.27448396612,2.071067673041401e-05,0.07355478648987154,0.146380203052908,0.21848103087256202,0.28986447885790423,0.3605376854267593,0.4305077161192402,0.4997815683563822,0.568366168667186,0.6362683743836888,0.7034949761003731,0.7700526946629316,3552.4370465730403,3553.0865902243827,3553.729671129142,3554.366353593175,3554.9967012758034,3555.6207772023886,3556.238643779247,3556.850362788504,3557.455995399454,3558.0556021591187
175,175,13069846.0,49004.15976413683,2.0406430899195608e-05,0.018848992693715275,0.09167440925675174,0.16377523707640576,0.23515868506174795,0.30583189163060304,0.37580192232308396,0.4450757745602259,0.5136603748710298,0.5815625805875325,0.6487891823042169,0.7153469008667753,6213.560016716278,6214.209560367621,6214.85264127238,6215.489323736413,6216.119671419041,6216.743747345627,6217.361613922485,6217.973332931742,6218.578965542692,6219.178572302357
176,176,13075813.0,48594.26926642463,2.0578558235280076e-05,0.049605705069394955,0.12243112163243142,0.19453194945208543,0.26591539743742765,0.3365886040062827,0.40655863469876363,0.47583248693590563,0.5444170872467095,0.6123192929632122,0.6795458946798966,0.746103613242455,4712.560016635485,4713.209560286828,4713.852641191587,4714.48932365562,4715.119671338248,4715.7437472648335,4716.361613841692,4716.973332850949,4717.578965461898,4718.178572221564
177,177,13078018.0,48774.392078442324,2.050256204919441e-05,0.03601769664055727,0.10884311320359373,0.18094394102324773,0.2523273890085899,0.32300059557744504,0.39297062626992596,0.4622444785070679,0.5308290788178718,0.5987312845343745,0.6659578862510589,0.7325156048136173,5374.138982671096,5374.788526322438,5375.431607227198,5376.06828969123,5376.698637373858,5377.322713300444,5377.940579877302,5378.55229888656,5379.157931497509,5379.757538257174
178,178,13078663.0,49146.470963519096,2.0347340925908788e-05,0.008249537465728525,0.08107495402876498,0.153175781848419,0.2245592298337612,0.29523243640261626,0.3652024670950972,0.4344763193322392,0.5030609196430431,0.5709631253595459,0.6381897270762301,0.7047474456387885,6733.757845744279,6734.407389395621,6735.050470300381,6735.687152764413,6736.317500447041,6736.941576373627,6737.559442950485,6738.171161959742,6738.776794570692,6739.376401330357
179,179,13079191.0,49541.199805368444,2.0185219654119818e-05,0.05178194431993602,0.12388277213959004,0.19526622012493222,0.2659394266937873,0.3359094573862682,0.4051833096234102,0.4737679099342141,0.5416701156507169,0.6088967173674011,0.6754544359299596,0.7413499273324811,8178.596001475433,8179.252072822054,8179.901616473396,8180.544697378155,8181.181379842188,8181.811727524817,8182.435803451402,8183.053670028261,8183.665389037517,8184.2710216484675
180,180,13083149.0,49914.136923502825,2.0034404311799987e-05,0.02462033946465405,0.09672116728430806,0.16810461526965026,0.23877782183850532,0.30874785253098624,0.37802170476812824,0.4466063050789321,0.5145085107954349,0.5817351125121192,0.6482928310746776,0.7141883224771991,9529.320277236773,9529.976348583394,9530.625892234735,9531.268973139495,9531.905655603528,9532.536003286157,9533.160079212741,9533.777945789601,9534.389664798857,9534.995297409807
181,181,13085134.0,49382.929247330925,2.0249912575893795e-05,0.06357426946255726,0.13567509728221128,0.20705854526755346,0.2777317518364085,0.3477017825288895,0.41697563476603144,0.4855602350768353,0.5534624407933381,0.6206890425100224,0.6872467610725808,0.7531422524751022,7595.298274848497,7595.954346195119,7596.603889846461,7597.24697075122,7597.883653215254,7598.5140008978815,7599.138076824466,7599.755943401326,7600.367662410582,7600.973295021532
182,182,13088372.0,48696.41934450904,2.0535390763032743e-05,0.04196606289676418,0.11479147945980064,0.18689230727945466,0.25827575526479685,0.3289489618336519,0.3989189925261329,0.46819284476327483,0.5367774450740788,0.6046796507905815,0.6719062525072658,0.7384639710698242,5084.221728995276,5084.871272646617,5085.514353551377,5086.151036015411,5086.781383698039,5087.405459624623,5088.023326201483,5088.635045210739,5089.240677821689,5089.840284581354
183,183,13089257.0,48424.49509066949,2.0650705766319526e-05,0.06257820555268472,0.13540362211572118,0.2075044499353752,0.2788878979207174,0.34956110448957245,0.41953113518205337,0.48880498741919537,0.5573895877299992,0.625291793446502,0.6925183951631863,0.7590761137257447,4083.2217289413957,4083.871272592738,4084.5143534974973,4085.1510359615304,4085.7813836441583,4086.4054595707435,4087.0233261476023,4087.635045156859,4088.240677767809,4088.840284527474
184,184,13091221.0,48419.65312535695,2.065277083689616e-05,0.06299121282840238,0.13581662939143885,0.20791745721109287,0.279300905196435,0.34997411176529014,0.41994414245777106,0.489217994694913,0.5578025950057169,0.6257048007222197,0.6929314024389039,0.7594891210014624,4063.2217289403193,4063.871272591661,4064.514353496421,4065.151035960454,4065.781383643082,4066.405459569667,4067.023326146526,4067.635045155783,4068.2406777667325,4068.8402845263977
185,185,13093634.0,48332.58049216873,2.0689977440000928e-05,0.06957320282804813,0.14239861939108459,0.2144994472107386,0.2858828951960808,0.35655610176493585,0.42652613245741683,0.49579998469455877,0.5643845850053627,0.6322867907218654,0.6995133924385497,0.7660711110011081,3744.7886490852534,3745.4381927365957,3746.0812736413554,3746.717956105388,3747.3483037880164,3747.9723797146016,3748.5902462914605,3749.2019653007173,3749.807597911667,3750.4072046713322
186,186,13094176.0,48289.10291141452,2.0708605869827025e-05,0.0728253228278731,0.14565073939090956,0.21775156721056357,0.2891350151959058,0.35980822176476085,0.42977825245724177,0.49905210469438377,0.5676367050051876,0.6355389107216903,0.7027655124383747,0.7693232310009331,3587.662169758021,3588.311713409363,3588.9547943141224,3589.5914767781555,3590.221824460784,3590.845900387369,3591.4637669642275,3592.0754859734843,3592.6811185844344,3593.280725344099
187,187,13095931.0,48569.97941923136,2.058884957245933e-05,0.051724251655102395,0.12454966821813886,0.19665049603779286,0.2680339440231351,0.33870715059199014,0.40867718128447106,0.47795103352161306,0.5465356338324169,0.6144378395489196,0.681664441265604,0.7482221598281624,4609.631075405863,4610.2806190572055,4610.923699961965,4611.560382425998,4612.190730108626,4612.814806035211,4613.43267261207,4614.044391621326,4614.650024232276,4615.249630991942
188,188,13097915.0,48969.87056935134,2.0420719686889833e-05,0.02127657500279169,0.09410199156582816,0.16620281938548218,0.23758626737082436,0.30825947393967945,0.3782295046321604,0.4475033568693023,0.5160879571801062,0.583990162896609,0.6512167646132933,0.7177744831758517,6094.631075485795,6095.280619137137,6095.923700041896,6096.56038250593,6097.190730188558,6097.814806115143,6098.432672692002,6099.044391701258,6099.650024312208,6100.249631071873
189,189,13098563.0,48837.83684612307,2.047592736653699e-05,0.03150019032500102,0.10432560688803749,0.1764264347076915,0.2478098826930337,0.3184830892618888,0.3884531199543697,0.45772697219151165,0.5263115725023155,0.5942137782188183,0.6614403799355026,0.7279980984980611,5594.631075458882,5595.280619110224,5595.923700014983,5596.560382479017,5597.190730161645,5597.8148060882295,5598.432672665089,5599.044391674345,5599.650024285295,5600.249631044961
190,190,13099170.0,48327.74771739699,2.069204643774493e-05,0.0699965465873521,0.14282196315038856,0.21492279097004258,0.28630623895538476,0.3569794455242398,0.4269494762167208,0.49622332845386274,0.5648079287646667,0.6327101344811694,0.6999367361978537,0.7664944547604121,3724.3269260108627,3724.976469662205,3725.6195505669643,3726.2562330309975,3726.8865807136253,3727.5106566402105,3728.1285232170694,3728.7402422263262,3729.345874837276,3729.945481596941
191,191,13100080.0,48318.08361749265,2.0696185053952945e-05,0.07085830636757899,0.14368372293061546,0.21578455075026948,0.28716799873561166,0.3578412053044667,0.4278112359969477,0.49708508823408964,0.5656696885448935,0.6335718942613963,0.7007984959780806,0.767356214540639,3682.6822263122453,3683.3317699635877,3683.974850868347,3684.61153333238,3685.2418810150084,3685.8659569415936,3686.483823518452,3687.095542527709,3687.701175138659,3688.3007818983237
192,192,13101530.0,48289.10291141452,2.0708605869827025e-05,0.07293499184319978,0.14576040840623625,0.21786123622589024,0.28924468421123245,0.3599178907800875,0.42988792147256844,0.49916177370971043,0.5677463740205143,0.635648579737017,0.7028751814537013,0.7694329000162597,3582.3659107797534,3583.015454431096,3583.6585353358555,3584.295217799888,3584.9255654825165,3585.5496414091017,3586.1675079859606,3586.779226995217,3587.384859606167,3587.984466365832
193,193,13109938.0,48448.7121811486,2.0640383510319604e-05,0.06079885002050308,0.13362426658353954,0.20572509440319356,0.2771085423885358,0.34778174895739083,0.41775177964987176,0.48702563188701375,0.5556102321978176,0.6235124379143203,0.6907390396310047,0.7572967581935631,4169.41314560625,4170.062689257592,4170.705770162352,4171.342452626384,4171.972800309012,4172.596876235598,4173.214742812456,4173.826461821714,4174.432094432664,4175.031701192328
194,194,13110798.0,48793.90476193232,2.049436307422096e-05,0.03471685537112287,0.10754227193415933,0.17964309975381335,0.25102654773915556,0.3216997543080106,0.39166978500049154,0.46094363723763354,0.5295282375484374,0.5974304432649401,0.6646570449816245,0.7312147635441829,5437.603145674511,5438.252689325854,5438.895770230613,5439.532452694646,5440.162800377275,5440.78687630386,5441.404742880718,5442.016461889975,5442.622094500925,5443.22170126059
