,index,blocknum,p0vs1,p1vs0,UNI-slippagemap_01,UNI-slippagemap_2,UNI-slippagemap_3,UNI-slippagemap_4,UNI-slippagemap_5,UNI-slippagemap_6,UNI-slippagemap_7,UNI-slippagemap_8,UNI-slippagemap_9,UNI-slippagemap_10,UNI-slippagemap_11,UNI-slippagemap_12,UNI-slippagemap_13,UNI-slippagemap_14,UNI-slippagemap_15,UNI-slippagemap_16,UNI-slippagemap_17,UNI-slippagemap_18,UNI-slippagemap_19,UNI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
74,74,16771286.0,6.395597512664465,0.15635755658792086,3866.7433654824576,7691.616817981212,11497.414317676747,15284.231168119495,19052.16185905417,22801.301158537433,26531.74239612712,30243.579103143744,33936.903877229466,37611.808901798526,41268.38590957165,44906.72665235117,48526.92233705953,52129.063110471725,55713.23855229916,59279.5390740338,62828.05345780676,66358.87075034626,69872.07836658056,73367.76482381012,24932.728308324724,49395.07903057918,73735.42786087065,97954.3847133762,122052.55335506797,146030.53904038153,169888.9404127606,193628.35319719437,217249.36997563418,240752.58400920086,264138.5809609945,287407.94264798943,310561.25913567527,333599.09986170323,356522.0462047774,358808.0408568294,358808.0408568294,358808.0408568294,358808.0408568294,358808.0408568294
75,75,16771841.0,6.306687415717462,0.15856184619326624,3882.5750102091247,7734.314933380159,11566.844953664659,15380.26111154971,19174.658671522047,22950.132671778738,26706.777317660988,30444.686519759354,34163.95384735503,37864.672485313546,41546.93415077793,45210.83170386237,48856.455959030165,52483.89876097561,56093.2503861284,59684.60152741806,63258.04129071404,66813.65959468833,70351.54473264699,73871.78570621766,24830.272474353198,49121.991997249635,73292.56322575481,97342.58661130586,121272.66396798706,145083.39835473127,168775.38189551182,192349.20747169864,215805.4645313085,239144.73885284245,262367.61230413296,285474.66671735916,308466.48374089686,324492.490622032,324492.490622032,324492.490622032,324492.490622032,324492.490622032,324492.490622032,324492.490622032
76,76,16773020.0,6.357340725521943,0.15729847481438855,3892.8189166469638,7729.18366920997,11546.414748363446,15344.608863891579,19123.859607258848,22884.262612058086,26625.91150410048,30348.900136275068,34053.32091028766,37739.26638557524,41406.829201115346,45056.10098640143,48687.17286852035,52300.135442740415,55895.079716722445,59472.09462270554,63031.26993134993,66572.69473345164,70096.4574245389,73602.64614183293,24766.126976418345,49155.203318192354,73422.64349809775,97569.05455330008,121595.04116871573,145501.2054644364,169288.14277486206,192956.44534985442,216506.71021416417,239939.5228812211,263255.473250977,286455.1350474089,309539.0982672924,332507.93212769117,343949.3550505413,343949.3550505413,343949.3550505413,343949.3550505413,343949.3550505413,343949.3550505413
77,77,16773753.0,6.400075774222675,0.15624815006529444,3877.605682784289,7701.140621654093,11505.606465960152,15291.098217428946,19057.710636062933,22805.537638869933,26534.673918973243,30245.21161670176,33937.243594294545,37610.86279848366,41266.16065526196,44903.228119776344,48522.1571310419,52123.03705774904,55705.9586659825,59271.01158426975,62818.28385449155,66347.86566029633,69859.84412602929,73354.30748950406,24863.2753746637,49334.18918918378,73683.05796873223,97910.49011700097,122017.09577393961,146003.47479462367,169870.22830749603,193617.9505741374,217247.23672549505,240758.67858280987,264152.8603533368,287430.3705630743,310591.7855706105,333637.6939067001,356568.6632097146,360455.5366467748,360455.5366467748,360455.5366467748,360455.5366467748,360455.5366467748
78,78,16774421.0,6.401355853378277,0.15621690512210096,3863.726368300253,7686.878696773687,11490.963811896434,15276.077199545436,19042.312957292837,22789.76547725939,26518.528272805786,30228.6950420669,33920.35853475245,37593.61003575336,41248.54246760355,44885.24618272013,48503.81354125948,52104.33333212793,55686.89673498915,59251.59282006001,62798.51096826021,66327.73940579045,69839.36658195793,73333.48064307374,24952.133587978995,49425.49124311482,73776.79375756875,98006.65306749033,122115.66711855696,146104.44317951577,169973.58595528343,193723.68133009315,217355.33201113887,240869.12135174774,264265.64527626795,287545.4797218208,310709.2169873914,333757.4246799472,356690.6906236267,361035.0597799305,361035.0597799305,361035.0597799305,361035.0597799305,361035.0597799305
79,79,16774978.0,6.396876696122972,0.15632628976670465,3865.574859838187,7690.065519345211,11495.48269056311,15281.92043390945,19049.474862215822,22798.239516896832,26528.30765631333,30239.77274371128,33932.72836461916,37607.26607544726,41263.47752794791,44901.45439641112,48521.28830942046,52123.068832958685,55706.88596095982,59272.83001945684,62820.98970919387,66351.45353905416,69864.3097762804,73359.64684635965,24940.223824447512,49405.02095108976,73747.80217291851,97969.18087890695,122069.76043292317,146050.14568097703,169910.9308622318,193652.71924579816,217276.09901909364,240781.66301452077,264169.9964616269,287441.68892308907,310597.31780440785,333637.4602999316,356562.70154934295,359306.0321907003,359306.0321907003,359306.0321907003,359306.0321907003,359306.0321907003
80,80,16775496.0,6.396876696122972,0.15632628976670465,3866.3491399415693,7690.839799448594,11496.256970666493,15282.694714012834,19050.249142319204,22799.013797000218,26529.08193641671,30240.547023814663,33933.50264472254,37608.04035555064,41264.25180805129,44902.2286765145,48522.06258952384,52123.84311306207,55707.660241063204,59273.60429956022,62821.76398929725,66352.22781915753,69865.08405638377,73360.42112646303,24935.27064147181,49400.067768114066,73742.84898994282,97964.22769593124,122064.80724994747,146045.19249800133,169905.9776792561,193647.76606282245,217271.14583611794,240776.70983154507,264165.0432786512,287436.73574011336,310592.36462143215,333632.5071169559,356557.74836636725,359301.0790077246,359301.0790077246,359301.0790077246,359301.0790077246,359301.0790077246
81,81,16776055.0,6.337664467026636,0.15778683223177287,3887.966755815998,7730.282001568413,11553.434330041848,15357.519445164593,19142.632832813597,22908.868590560996,26656.321110527548,30385.083906073945,34095.25067533506,37786.914168020616,41460.16566902152,45115.098100871706,48751.80181598829,52370.36917452764,55970.888965396094,59553.45236825732,63118.14845332817,66665.06660152838,70194.2950390586,73705.92221522609,24796.79489295415,49148.09740740809,73377.95671732965,97486.97076839628,121475.7468293551,145344.88960512273,169094.98497993246,192726.6356609782,216240.42500158708,239636.94892610726,262916.78337166016,286080.5206372307,309128.72832978657,332061.99427346606,336406.3634297699,336406.3634297699,336406.3634297699,336406.3634297699,336406.3634297699,336406.3634297699
82,82,16776594.0,6.376440427958897,0.15682731004829611,3862.87699982577,7693.491571696674,11505.00181809872,15297.502584145226,19071.08962999698,22825.856175307094,26561.897376348385,30279.305284265156,33978.17376414444,37658.59516918108,41320.66140970485,44964.463413378995,48590.09312345822,52197.64090476222,55787.1965594007,59358.85025532797,62912.69102708761,66448.80817984101,69967.28938401751,73468.22297301171,24957.026173535654,49382.71323784915,73686.57836124662,97869.23786059051,121931.2901055982,145873.33480105107,169695.97686617618,193399.81034338987,216985.42604801504,240453.41133699188,263804.3580291635,287038.84597370384,310157.4549579342,333160.768699104,351480.78832734143,351480.78832734143,351480.78832734143,351480.78832734143,351480.78832734143,351480.78832734143
83,83,16777177.0,6.316154071733227,0.15832419359041824,3877.5997607084646,7726.451962377915,11556.108913777955,15366.666010747807,19158.219041498534,22930.86296610854,26684.691354771196,30419.798055185158,34136.27710470991,37834.22106253099,41513.72261171099,45174.87294455231,48817.76483654406,52442.4879843552,56049.134067793435,59637.79267527711,63208.55329401136,66761.50619031632,70296.73905486558,73814.34076556226,24861.942171073737,49171.88889750283,73360.59163669051,97428.65944169289,121376.69099351739,145205.29017301666,168915.04595703245,192506.56014873277,215980.4150946885,239337.19750840173,262577.4943346832,285701.8843704529,308710.9503286603,328178.4052528068,328178.4052528068,328178.4052528068,328178.4052528068,328178.4052528068,328178.4052528068,328178.4052528068
84,84,16777712.0,6.38537324944049,0.15660791639511812,3856.20684791923,7684.140877086054,11492.983876874323,15282.83124660747,19053.777575112283,22805.91718315302,26539.34407457871,30254.150819653456,33950.43123136548,37628.27708742883,41287.780772454564,44929.03365326654,48552.12608660646,52157.14938607012,55744.19375683397,59313.34831041389,62864.702484224814,66398.34503096962,69914.36445825188,73412.8485346352,24999.840309293028,49442.628345178484,73763.5112489224,97963.10236072546,122042.00100286954,146000.811847074,169840.1369074644,193560.56729141375,217162.69487846762,240647.11624504803,264014.4122553892,287265.16799597646,310399.9686178378,333419.3867791877,354952.95075313206,354952.95075313206,354952.95075313206,354952.95075313206,354952.95075313206,354952.95075313206
85,85,16778329.0,6.41160570795663,0.15596717040148414,3875.603185032014,7695.698771952637,11496.74205361713,15278.828425023596,19042.05244772266,22786.50893889954,26512.290181148936,30219.489767563045,33908.200865416395,37578.51566222351,41230.52536997355,44864.3212332735,48479.99446113501,52077.635676564336,55657.333934432856,59219.17960484857,62763.261420610994,66289.66790654237,69798.48733067514,73289.80721416356,24876.137278142873,49369.081288671165,73739.87424576236,97989.1207444098,122117.431011952,146125.40502960625,170013.64806734442,193782.75063200624,217433.3121036716,240965.92057472767,264381.1686834032,287679.6331417796,310861.90704996226,333928.5630041571,356880.177328059,364886.16951762023,364886.16951762023,364886.16951762023,364886.16951762023,364886.16951762023
86,86,16779019.0,6.310472374296148,0.15846674237466052,3898.9246497282766,7749.509062059293,11580.889566555332,15393.161939815276,19186.421764655508,22960.763250956697,26716.280928130273,30453.069008258015,34171.22080333616,37870.829252194606,41551.98688029406,45214.78524922165,48859.31597252776,52485.67064573105,56093.9397989463,59684.213875819165,63256.58174490147,66811.13356630212,70347.95785815375,73867.1429180621,24727.19675193836,49026.2042658327,73204.02356162325,97261.26563408427,121198.5231694177,145016.40191830267,168715.49274483448,192296.39129261748,215759.68577867962,239105.96073577672,262335.80497014435,285449.79092030623,308448.5030829359,325850.78195171076,325850.78195171076,325850.78195171076,325850.78195171076,325850.78195171076,325850.78195171076,325850.78195171076
87,87,16779591.0,6.393039913091261,0.15642010899263487,3861.0237356675193,7698.137799158953,11516.115502246334,15315.051435475185,19095.04111709629,22856.17864565152,26598.558912808156,30322.27479468596,34027.419344661736,37714.085192941806,41382.36502291468,45032.34998434386,48664.13123180963,52277.79985864213,55873.44635224506,59451.16057226953,63011.03126249952,66553.14837644208,70077.59974034206,73584.4733843464,25057.033951075868,49514.49354837518,73849.97148916741,98064.0863502434,122157.43887025602,146130.6272357432,169984.25884208115,193718.92228653617,217335.21900293484,240833.73101318543,264215.0528722638,287479.7631813179,310628.4446068638,333661.6797016541,356580.04244395735,357951.5021351858,357951.5021351858,357951.5021351858,357951.5021351858,357951.5021351858
88,88,16780136.0,6.474745165013892,0.154446232942645,3859.1727704965137,7671.999275717294,11465.81079653493,15240.701113537294,18996.76487808316,22734.09639615856,26452.78905046407,30152.935299708643,33834.62771602672,37497.958909812805,41143.01995007429,44769.90189741914,48378.69573894858,51969.491365572045,55542.37900797127,59097.44774610084,62634.78598806765,66154.48281418144,69656.62607844577,73141.30331292124,25131.952656161626,49777.73124665233,74268.22953081228,98636.58289312583,122883.40412164306,147009.3039049554,171014.8787232458,194900.7302723907,218667.45742979352,242315.65200445324,265845.9105498091,289258.8139954958,312554.9516319064,335734.9047393812,358799.25449601794,381748.577678538,389296.70553233445,389296.70553233445,389296.70553233445,389296.70553233445
89,89,16780750.0,6.459225184030375,0.15481733048607357,3867.3299646578444,7684.734596898727,11483.101031352566,15262.523507217538,19023.09712732547,22764.916093608248,26488.07316777975,30192.662349967337,33878.775598589375,37546.50496233391,41195.94250726327,44827.179253832146,48440.30567691326,52035.413128224456,55612.590377276865,59171.927482436535,62713.51286340352,66237.43562919852,69743.78367209615,73232.6445745177,25079.05464553215,49677.561630887125,74138.68887474568,98477.8192763677,122695.56688136156,146792.53176517566,170769.31938671184,194626.52460438022,218364.75131591465,241984.5883432039,265486.625109937,288871.4555799134,312139.6536649875,335291.809591879,358328.5012282966,381250.3019332425,383307.64467663487,383307.64467663487,383307.64467663487,383307.64467663487
90,90,16781321.0,6.451479149654906,0.15500321349616245,3851.3663237074234,7671.061692324004,11471.707460617357,15253.398930548585,19016.229447278474,22760.293745779414,26485.685632855315,30192.497457082412,33880.822754426765,37550.75352656834,41202.381297105385,44835.797578532496,48451.09282495544,52048.35741078768,55627.6815712181,59189.15487741816,62732.8657574305,66258.90333717159,69767.3555305389,73258.31038950669,25181.9784227429,49756.87378074378,74203.32828348687,98527.86240272468,122731.08101037382,146813.59456876575,170775.99924665692,194618.90037121286,218342.88842180712,241948.55867595793,265436.4990167324,288807.3018210501,312061.54344751884,335199.8166109763,358222.6892827216,380445.16063018626,380445.16063018626,380445.16063018626,380445.16063018626,380445.16063018626
91,91,16781821.0,6.432154679611034,0.15546889803036767,3853.8686523391602,7679.297909983746,11485.648476844903,15273.016374518598,19041.495081964295,22791.17948670967,26522.163555705913,30234.539802174593,33928.40141898642,37603.84061449131,41260.94963332047,44899.819685636874,48520.54144930455,52123.206014659045,55707.90287420008,59274.72185956583,62823.75258749722,66355.08303773428,69868.80141119167,73364.99649427585,25149.08796261856,49681.24970232253,74091.06238053256,98379.13936618262,122546.08411468181,146592.50164523887,170518.99046696848,194326.15426282623,218014.58578726047,241584.87452010126,265037.61049500556,288373.3841641732,311592.7780566528,334696.36643044313,357684.7314880784,373022.7602710712,373022.7602710712,373022.7602710712,373022.7602710712,373022.7602710712
92,92,16782330.0,6.432797895078996,0.15545335269509813,3849.4776711717836,7674.715692366938,11480.876226884839,15268.054678830009,19036.345057401297,22785.84220083682,26516.63948955887,30228.8299472544,33922.506723241815,37597.76249993317,41254.68895115009,44893.376749044495,48513.917543883195,52116.40188369637,55700.91970682451,59267.560321168174,62816.413314159225,66347.56709519381,69861.11026892056,73357.13022517359,25178.088181034433,49711.47823994996,74122.51432199363,98411.80175705996,122579.95550404266,146627.57647830228,170555.26298390236,194363.6144959531,218053.231538602,241624.6993990969,265078.60789567325,288415.55134310917,311636.0998077765,334740.84781034273,357730.3609432103,373297.70513222634,373297.70513222634,373297.70513222634,373297.70513222634,373297.70513222634
93,93,16782985.0,6.412888093214278,0.15593598164579517,3859.0427931640743,7690.214096603765,11502.278395763933,15295.330696912042,19069.466325472116,22824.779183114995,26561.363409123416,30279.312227169532,33978.718470267304,37659.675060147674,41322.27340206317,44966.60544016192,48592.76256107145,52200.83459196643,55790.91225263719,59363.08513085346,62917.44309889721,66454.0739298967,69973.06700868654,73474.5100281369,25093.171947398372,49588.56482368768,73961.79273700439,98213.46768084762,122344.1876998043,146354.5641488282,170245.19397251317,194016.67521369175,217669.60286362155,241204.56458774535,264622.1525915578,287922.9513244026,311107.5412427704,334176.5026904607,357130.4115999554,365594.31362155284,365594.31362155284,365594.31362155284,365594.31362155284,365594.31362155284
94,94,16783545.0,6.395597512664465,0.15635755658792086,3889.4989197093632,7725.846033204321,11543.059970822313,15341.236322000517,19120.469859929184,22880.855636945373,26622.487262572187,30345.458548700637,34049.86237074259,37735.7911886394,41403.337010286945,45052.59186271997,48683.64722645879,52296.59351869612,55891.52058786003,59468.519116654286,63027.67815353413,66569.08701234563,70092.8333702399,73599.0060100471,24877.936285129206,49340.28700738367,73680.63583767515,97899.59269018068,121997.76133187245,145975.74701718602,169834.14838956506,193573.56117399887,217194.57795243867,240697.79198600535,264083.788937799,287353.1506247939,310506.46711247973,333544.3078385077,356467.2541815819,358753.24883363384,358753.24883363384,358753.24883363384,358753.24883363384,358753.24883363384
95,95,16784059.0,6.27900033167059,0.15926102041372886,3881.4765588244613,7746.092697327609,11598.585383165811,15431.864233458024,19246.025526804424,23041.16473371787,26817.376505846398,30574.75521807911,34313.39492038285,38033.38929316992,41734.830552494524,45417.81208489662,49082.425738218466,52728.76237030571,56356.91433636955,59966.97140281583,63559.023759277006,67133.16239720007,70689.4752469618,74228.05193986408,24836.30057759092,49074.63942533206,73192.09487099395,97189.26878677073,121066.76437212316,144825.1740097215,168465.09495535225,191987.1171643089,215391.8310949512,238679.81530427453,261851.65654899774,284907.93745349225,307849.2279555319,313795.1963787978,313795.1963787978,313795.1963787978,313795.1963787978,313795.1963787978,313795.1963787978,313795.1963787978
96,96,16784599.0,6.356069448071634,0.1573299360823362,3900.140915115041,7748.398324600888,11577.463318456363,15387.431807074152,19178.398901383767,22950.459459585953,26703.707487564752,30438.23721498433,34154.14141161942,37851.51405172227,41530.44653717976,45191.03138527912,48833.3595709313,52457.52255092203,56063.6111882833,59651.71476950919,63221.92389130195,66774.32750527655,70309.01389042169,73826.07199432635,24763.65351977146,49150.29185216608,73415.30439132934,97559.30252001261,121582.88742471015,145486.6616371363,169271.22090801157,192937.15790856705,216485.06604668938,239915.53527102486,263229.1518339981,286426.49804991845,309508.1479219864,332474.68751933024,343457.90521672263,343457.90521672263,343457.90521672263,343457.90521672263,343457.90521672263,343457.90521672263
97,97,16785311.0,6.270843342273919,0.15946818400942261,3903.4001785838295,7769.023881279813,11624.020733118072,15459.792479970014,19276.433587311774,23074.040102031962,26852.70722623559,30612.529309100206,34353.5992966518,38076.01251776955,41779.86063501251,45465.23652455933,49132.232584483034,52780.94019760594,56411.450733325386,60023.85499271726,63618.24318391429,67194.70537511315,70753.3305030822,74294.20777474376,24698.502532681527,48921.093863881135,73022.87664052524,97004.45941615153,120866.44021439152,144609.41413287836,168233.97311852677,191740.7138404499,215130.21730071984,238403.07284243987,261559.85764939274,284601.1569575197,307527.53918791056,310499.5580604876,310499.5580604876,310499.5580604876,310499.5580604876,310499.5580604876,310499.5580604876,310499.5580604876
98,98,16785822.0,6.2333328018632015,0.16042782116512225,3914.595689683015,7788.932711306396,11651.458033035256,15498.753612558716,19326.861321729968,23135.87744502618,26925.89687712773,30697.014269360963,34449.324527809425,38182.92056303161,41897.8960311494,45594.34468723732,49272.357208302026,52932.026952930675,56573.44518423504,60196.70214377443,63801.88949487721,67389.0963163849,70958.41300517625,74509.9283227988,24627.835284530716,48777.870268130864,72807.46008178494,96717.21015205522,120507.715189202,144179.57083425642,167733.36544557364,191169.69601919057,214489.13966994183,237692.28171174222,260779.70746747364,283751.9896844937,295880.8065914292,295880.8065914292,295880.8065914292,295880.8065914292,295880.8065914292,295880.8065914292,295880.8065914292,295880.8065914292
99,99,16786348.0,6.220257190945451,0.16076505670145844,3923.5878583521526,7801.995437132957,11666.146378293548,15517.482986476065,19349.612806700257,23162.630079219045,26956.630621387332,30731.709967354127,34487.961666998664,38225.48007441299,41944.35861828471,45644.689801268,49326.56675605629,52990.080578047564,56635.3239299408,60262.38739058928,63871.36149391159,67462.33714790751,71035.4031718639,74590.64965181776,24571.635007146924,48696.32731692497,72700.70028392877,96585.35979720154,120350.89698850254,143997.91187224633,167526.9931815877,190938.72606911408,214233.70004430495,237412.4925003412,260475.68890698737,283423.8621176258,290743.0779812855,290743.0779812855,290743.0779812855,290743.0779812855,290743.0779812855,290743.0779812855,290743.0779812855,290743.0779812855
100,100,16786939.0,6.094655714886325,0.16407817714091363,3961.9961624811276,7880.163635024384,11778.790008822754,15657.972825173752,19522.434038157044,23374.541083587963,27207.43684682194,31021.216917683272,34815.97668451466,38591.811279749345,42348.8144276163,46087.08010702306,49806.70246517625,53507.77363004701,57190.38690343353,60854.633541469484,64500.60585816142,68128.39509754525,71738.09095638087,75329.78452018343,24333.355641285307,48213.23726676706,71974.02480219875,95616.30708449855,119140.68167721473,142547.73459777897,165838.0521435092,189012.20842212957,212070.79380780776,235014.37784729953,241418.0512611333,241418.0512611333,241418.0512611333,241418.0512611333,241418.0512611333,241418.0512611333,241418.0512611333,241418.0512611333,241418.0512611333,241418.0512611333
101,101,16787439.0,6.119693844525014,0.16340686730507772,3953.65997026155,7863.803899765458,11754.447089074283,15625.68591404231,19486.97348953196,23331.192102678386,27156.238854606425,30962.209324661817,34749.19829963294,38517.30031877423,42266.60962358783,45997.220111187264,49709.225291102885,53402.717722003516,57077.78952943664,60734.53287875689,64373.03890457944,67993.39919846681,71595.7032810786,75180.04155847295,24384.649977033576,48313.5339874573,72123.07703648554,95813.87541804193,119386.52222628637,142841.60712461817,166179.7120289211,189401.427168098,212507.32641595227,235497.99158497463,251294.66042651355,251294.66042651355,251294.66042651355,251294.66042651355,251294.66042651355,251294.66042651355,251294.66042651355,251294.66042651355,251294.66042651355,251294.66042651355
102,102,16787939.0,6.13439801249965,0.16301518061957623,3943.9666547550382,7849.4219688085195,11735.398678290954,15602.574379687141,19461.42818626595,23301.03712093957,27121.497095283274,30922.9026825451,34705.35051993617,38468.93355010781,42213.74667809199,45939.88387296709,49647.43710835583,53336.50009221453,57007.16499004001,60659.52297588682,64293.66573457685,67909.68388466403,71507.66844176076,75087.70834018402,24444.30491619857,48401.91878975707,72240.04882045941,95959.29429499253,119560.24333009089,143043.48866209353,166409.6153870375,189659.20881117682,212792.8501916157,235811.12062389712,257115.07135068838,257115.07135068838,257115.07135068838,257115.07135068838,257115.07135068838,257115.07135068838,257115.07135068838,257115.07135068838,257115.07135068838,257115.07135068838
103,103,16788464.0,6.150982436824306,0.1625756552340752,3926.9428984617266,7827.129066156344,11707.86402885524,15572.945322039846,19426.59364652758,23261.022850335583,27076.32829118485,30872.606281282788,34649.95114830201,38408.45696591606,42148.21859125653,45869.32886252425,49571.88078761967,53255.96746470862,56921.67996108997,60569.11092380645,64198.35141798692,67809.491464646,71402.62197948618,74977.83274296208,24549.314984740013,48539.29524239245,72409.6244217065,96160.91207597786,119793.7407327152,143308.70960993023,166706.40232609925,189987.40271962315,213152.29470662298,236201.65800340564,259136.06787351746,263709.2030307814,263709.2030307814,263709.2030307814,263709.2030307814,263709.2030307814,263709.2030307814,263709.2030307814,263709.2030307814,263709.2030307814
104,104,16788997.0,6.13992117960955,0.16286854028696052,3943.752383266955,7847.450133227974,11731.679071730014,15598.155603337344,19455.273594797545,23293.155328820627,27111.896338163122,30911.591974978048,34692.33791647081,38454.227859381215,42197.35686503685,45921.81743415603,49627.702798452396,53315.10627951604,56984.11967485345,60634.83431299606,64267.34251556335,67881.734024131,71478.09950538237,75056.52899045551,24445.730051406535,48414.12614137456,72262.98910903325,95992.9083878378,119604.47819470947,143098.29344722087,166474.93740943877,189734.99762606385,212879.04942319673,235907.68026547864,258821.45666610234,259278.56417823004,259278.56417823004,259278.56417823004,259278.56417823004,259278.56417823004,259278.56417823004,259278.56417823004,259278.56417823004,259278.56417823004
105,105,16789550.0,6.084912549503403,0.16434089921006526,3967.7425086006683,7889.045581004392,11790.792165772109,15673.079870619104,19538.780839211668,23393.970996315482,27229.934168535747,31046.766636786066,34844.56274364166,38623.41889024852,42383.42889862202,46124.6863068747,49847.284858618834,53551.318420116,57236.87882242276,60904.05799222371,64552.947878808736,68183.64038562418,71796.22534732828,75390.79302781427,24298.222851868315,48159.00803312308,71900.79641668944,95524.17618998492,119029.74018541204,142418.07363251818,165689.76609398032,188845.39497529913,211885.53747082283,234810.77872023423,237554.10936159155,237554.10936159155,237554.10936159155,237554.10936159155,237554.10936159155,237554.10936159155,237554.10936159155,237554.10936159155,237554.10936159155,237554.10936159155
106,106,16790154.0,6.094655714886325,0.16407817714091363,3949.4149802576635,7867.58245280092,11766.20882659929,15645.391642950288,19509.85285593358,23361.9599013645,27194.85566459848,31008.635735459808,34803.3955022912,38579.23009752588,42336.23324539283,46074.49892479959,49794.12128295279,53495.192447823545,57177.80572121007,60842.05235924602,64488.02467593796,68115.81391532179,71725.5097741574,75317.20333795996,24410.037806557935,48289.919432039685,72050.70696747139,95692.98924977117,119217.36384248736,142624.4167630516,165914.73430878183,189088.8905874022,212147.47597308038,235091.06001257218,241494.73342640593,241494.73342640593,241494.73342640593,241494.73342640593,241494.73342640593,241494.73342640593,241494.73342640593,241494.73342640593,241494.73342640593,241494.73342640593
107,107,16790683.0,6.097703652270289,0.16399616265832814,3955.177210044923,7872.365213360182,11770.01756519417,15648.23095735724,19512.304549885866,23363.44907304479,27195.38689297762,31008.213398198404,34802.02491901604,38576.9152360184,42332.97900056427,46070.31051863967,49789.00317294518,53489.14942218975,57170.84183850783,60834.17303229391,64479.2340725554,68106.11601990025,71714.9098614297,75305.70548805315,24374.97985887514,48260.83140802002,72027.55856542283,95675.75314008255,119206.01168543844,142618.9151311251,165915.05276753567,189095.00587501057,212159.35563164725,235108.67881416733,242656.80666796377,242656.80666796377,242656.80666796377,242656.80666796377,242656.80666796377,242656.80666796377,242656.80666796377,242656.80666796377,242656.80666796377,242656.80666796377
108,108,16791187.0,6.186141386614866,0.1616516560975682,3915.8469231483164,7804.933803805838,11674.625022088181,15535.294008473295,19377.975530000716,23201.49284863022,27005.94063486563,30791.415069901905,34558.01033509152,38305.82087621769,42034.93916112038,45745.46000264744,49437.47561383312,53111.07778969422,56766.35837912093,60403.40971436414,64022.32204654602,67623.18557163885,71206.09036968915,74771.12681865951,24618.887118752344,48677.331007665285,72615.78857504427,96434.8574272061,120135.1361948263,143717.21229246754,167181.67772006668,190529.12087149583,213760.12629418934,236875.2703241425,259875.13315355455,277506.8271551671,277506.8271551671,277506.8271551671,277506.8271551671,277506.8271551671,277506.8271551671,277506.8271551671,277506.8271551671,277506.8271551671
109,109,16791889.0,6.111743808665184,0.16361942373667684,3948.021137745303,7860.7071158953295,11753.879748320813,15627.635964394989,19489.928753490323,23336.64736966748,27164.18072073086,30972.62555020753,34762.07661812905,38532.62844694432,42284.375819228495,46017.41206858789,49731.83071449882,53427.724332272395,57105.186104518296,60764.306655476445,64405.17868409044,68027.89230073092,71632.53855589763,75219.20738881004,24418.984371616225,48332.318606281246,72126.3937596112,95801.7968559109,119359.12768171704,142798.97051750185,166121.9140130468,189328.53883815903,212419.42558211833,235395.15045974907,248211.4696583649,248211.4696583649,248211.4696583649,248211.4696583649,248211.4696583649,248211.4696583649,248211.4696583649,248211.4696583649,248211.4696583649,248211.4696583649
110,110,16792437.0,6.037637208847229,0.1656277059069819,3965.3666625632327,7901.992153655939,11818.9843003351,15716.441635877385,19594.461424753823,23458.457629331093,27309.409440261585,31141.15523576967,34953.79152579036,38747.41342642352,42522.11469220013,46277.991050282886,50015.13564970606,53733.642385818355,57433.6036733888,61115.11204244144,64778.26006303473,68423.13876581153,72049.83967016202,75658.45272979818,24311.600960712694,48079.51790474159,71728.8960177687,95260.3275923463,118674.4054832358,141971.70662084475,165152.82021917164,188218.32316519273,211168.79200905777,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367,218945.84530550367
111,111,16792951.0,5.851595211037316,0.17089357071620292,4025.3095367835263,8024.024526216605,12002.796513858233,15961.725654693535,19900.910270539196,23820.449429251294,27720.440958842668,31600.982077227378,35465.98522216957,39319.44121281795,43153.67817518681,46968.79377050896,50764.88136384833,54542.037546565276,58300.35576552842,62039.93028656896,65760.85446142737,69463.22125370198,73147.12319979565,76812.6528845368,23949.326559324076,47348.18788696442,70630.35404769705,93796.40468634655,116846.91929498722,139782.47291024274,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313,144584.38754431313
