,index,blocknum,p0vs1,p1vs0,UNI-slippagemap_01,UNI-slippagemap_2,UNI-slippagemap_3,UNI-slippagemap_4,UNI-slippagemap_5,UNI-slippagemap_6,UNI-slippagemap_7,UNI-slippagemap_8,UNI-slippagemap_9,UNI-slippagemap_10,UNI-slippagemap_11,UNI-slippagemap_12,UNI-slippagemap_13,UNI-slippagemap_14,UNI-slippagemap_15,UNI-slippagemap_16,UNI-slippagemap_17,UNI-slippagemap_18,UNI-slippagemap_19,UNI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
16,16,16737314.0,6.864109605676529,0.14568531935635368,3716.474275631502,7408.506253224288,11082.1254574134,14737.42331419171,18374.49077870609,21993.419789971642,25594.299716678786,29177.221324912243,32742.27424319949,36289.546513421294,39819.12831922607,43331.106784959025,46825.570148433806,50302.60541979,53762.300138735845,57204.74014074067,60630.01171876772,64038.20070016899,67429.39201051612,70803.67088215094,25939.47583748203,51281.9921515807,76498.1150186728,101588.47736514821,126553.71154126937,151394.4338118123,176111.27076315286,200704.83617263116,225175.74998715124,249524.61876669968,273752.0509149684,297858.65657190705,321845.0355925911,345711.7891054635,369459.5113721048,393088.7975234625,416600.2393807773,439994.42115130427,463271.9313610418,486433.3463685779
17,17,16737872.0,6.751111514857666,0.14812375677682507,3768.0381963767177,7490.8405374527365,11195.07601339112,14880.837140011241,18548.217029913612,22197.30623420647,25828.196365097352,29440.978474263786,33035.74254174671,36612.578923400404,40171.57637349322,43712.8239534651,47236.4104881031,50742.424067723005,54230.95203758457,57702.0818630816,61155.90019648849,64592.49372148921,68011.94741659921,71414.34791093096,25586.062694307413,50719.115662494274,75726.82208948325,100609.80981759039,125368.69804770728,150004.10469515523,174516.650085673,198906.9451460223,223175.59885955084,247323.2180627591,271350.4072374812,295257.7682981145,319045.8923678021,342715.3794724403,366266.8224400064,389700.8065682554,413017.921538579,436218.7449590338,459303.858413453,482273.84326894203
18,18,16738447.0,6.772748590728126,0.14765054196297753,3741.8428290470492,7458.693071296597,11157.006815178547,14836.876285037562,18498.393267999232,22141.648574222105,25766.73453189105,29373.741376370454,32962.75878599912,36533.87681004764,40087.18436997047,43622.77112446802,47140.72462054954,50641.13352128375,54124.08436955709,57589.66515956212,61037.96216785533,64469.06170393719,67883.04921377682,71280.01010015701,25763.65818050829,50936.954777123174,75984.70431158904,100907.5313849178,125706.06347682877,150380.91928142408,174932.71608573326,199362.06178145405,223669.57406201435,247855.8608274161,271921.51978233986,295867.16188871337,319693.37557442486,343400.762166477,366989.91587986116,390461.42348722235,413815.8721370774,437053.84511682665,460175.9216071763,483182.6847102616
19,19,16738993.0,6.718785440504517,0.14883642421016344,3766.4221517531664,7498.169708357135,11211.305135391654,14905.922946138231,18582.114016488486,22239.97140978929,25879.586119473573,29501.048642434936,33104.450416946514,36689.880797492755,40257.4295141237,43807.186112955285,47339.23898336692,50853.67673897861,54350.58679646155,57830.05672005996,61292.17371382323,64737.02458430942,68164.69444376686,71575.27008891127,25596.42185830926,50669.23152841065,75616.99588058799,100440.33802369183,125139.87608901087,149716.23457246806,174170.02486605465,198501.8565128323,222712.33700595624,246802.07553610593,270771.6709613084,294621.7233725093,318352.8299599973,341965.58075573354,365460.57046259014,388838.38212775043,412099.603076088,435244.8166406762,458274.597779054,481189.5210273326
20,20,16739517.0,6.762597590536947,0.14787217287619217,3763.2319717800438,7482.871275557046,11183.959397200888,14866.58920744108,18530.853111497196,22176.842509014852,25804.647800965726,29414.36036351106,33006.07047387202,36579.86780140352,40135.84138690604,43674.080549875376,47194.67343529482,50697.70838281621,54183.272520910126,57651.45353569252,61102.337419396215,64536.01106981366,67952.55966080513,71352.06916942872,25618.676067019074,50773.09852932103,75802.07000106142,100706.21460322714,125486.15546096524,150142.51065823442,174675.90071714993,199086.93679919362,223376.22423425995,247544.37798124264,271591.99895550223,295519.68546110234,319328.03697315307,343017.65401580196,366589.1218762969,390043.03037287324,413379.97382030915,436600.5222849765,459705.2702875427,482694.78342041024
21,21,16740046.0,6.762597590536947,0.14787217287619217,3742.195992123361,7461.835295900363,11162.923417544205,14845.553227784398,18509.817131840515,22155.80652935817,25783.61182130904,29393.32438385438,32985.034494215346,36558.83182174683,40114.805407249354,43653.04457021869,47173.637455638134,50676.67240315953,54162.23654125344,57630.417556035834,61081.30143973953,64514.975090156986,67931.52368114844,71331.03318977205,25760.94268023209,50915.36514253405,75944.33661427443,100848.48121644017,125628.42207417825,150284.7772714474,174818.16733036295,199229.2034124066,223518.49084747295,247686.64459445566,271734.26556871523,295661.95207431534,319470.3035863661,343159.92062901496,366731.3884895099,390185.29698608624,413522.24043352215,436742.7888981895,459847.5369007557,482837.0500336233
22,22,16740614.0,6.70067009229208,0.1492388054069877,3782.6825026467855,7519.470582774528,11237.622377852673,14937.23082671112,18618.388454810578,22281.18682373816,25925.717547044274,29552.07222024756,33160.34137346281,36750.615450335674,40322.98331941798,43877.535140818625,47414.359432670266,50933.544492578614,54435.178349935166,57919.34872162642,61386.14253558472,64835.64635414985,68267.94676062008,71683.1294622049,25487.02828009901,50526.010615166735,75440.11807092874,100229.97588499292,124896.19658887622,149439.39893204207,173860.20008352638,198159.2075974207,222337.02689321127,246394.26896567227,270331.5265010057,294149.40524989064,317848.4960764225,341429.3946242055,364892.6891102676,388238.96406736475,411468.80830173235,434582.7942518942,457581.5064145239,474983.78528329876
23,23,16741254.0,6.681935393570589,0.1496572386740237,3776.1198365851988,7518.142734450976,11241.503314031472,14946.294067647657,18632.608688495693,22300.538305099744,25950.17515804841,29581.609950166912,33194.933864714076,36790.23749297077,40367.60985439504,43927.14127473453,47468.92043956973,50993.03536386649,54499.57472919137,57988.62599534356,61460.2767373928,64914.61328141767,68351.72200595208,71771.68885777627,25530.639988848958,50534.59439340022,75413.85014241807,100169.02326835626,124800.74004811332,149309.6060190715,173696.24435146613,197961.2568906294,222105.25501931267,246128.83992401022,270032.6141364364,293817.1734073116,317483.1104078671,341031.0185459894,364461.4877703249,387775.10433329816,410972.4505492185,434054.1004212865,457020.64001863025,468003.8577160227
24,24,16741997.0,6.610823368170065,0.1512670879719494,3811.0204902543387,7573.115630195842,11316.448623533885,15041.112597345144,18747.20033828612,22434.805298611438,26104.01889844823,29754.93315019982,33387.63904607374,37002.228046880635,40598.79003662895,44177.4148088996,47738.19200866321,51281.21061325048,54806.55937418604,58314.32631811967,61804.599180027646,65277.46492317124,68733.01059476299,72171.32240718859,25297.59960853399,50168.14723081843,74914.66191776567,99537.75610223656,124038.04838942383,148416.15183722475,172672.67366074066,196808.22282189594,220823.4019887028,244718.8112086951,268495.0476906997,292152.70558185154,315692.3757396377,339114.6454991073,362420.1025212586,385609.33054581675,408682.9050169736,431641.40931955754,441021.2632914986,441021.2632914986
25,25,16742523.0,6.583117518303431,0.15190371388929955,3801.7936392264796,7571.797689514763,11322.999396705802,15055.492571985813,18769.371208293436,22464.727816377144,26141.654504440132,29800.24345278253,33440.58583341954,37062.772810669434,40666.894986421496,44253.042375238816,47821.30485662865,51371.7716518523,54904.530846276044,58419.67122420244,61917.2808122638,65397.44687033744,68860.25675193148,72305.79612408315,25358.01388746623,50176.3923068304,74870.9959953345,99442.43876408128,123891.33667685039,148218.3040365826,172423.94531674933,196508.86266746215,220473.6676256847,244318.94924835715,268045.3095177334,291653.3393131721,315143.6301427136,338516.7699348641,361773.33870439394,384913.9205511105,407939.0953436421,430620.90082054405,430620.90082054405,430620.90082054405
26,26,16743080.0,6.620746547595682,0.15104036875768173,3792.219201022418,7551.494147904802,11292.02087820338,15013.892446384412,18717.20209222827,22402.04211417387,26068.50541614246,29716.682351336993,33346.66534145915,36958.54422737951,40552.40978728599,44128.3516914099,47686.459929655255,51226.82240412897,54749.52821555514,58254.66526148085,61742.32158981756,65212.58357698156,68665.53856858473,72101.27305029672,25422.145572650323,50311.35208613968,75076.42971311514,99717.99916625944,124236.67197967073,148633.06573568404,172907.78836942842,197061.4417134874,221094.64100346348,245007.97523812848,268802.05039145844,292477.4534877581,316034.78431356425,339474.6271493491,362797.57064489403,386004.19547000626,409095.0822139656,432070.8070915963,444887.12629021215,444887.12629021215
27,27,16743851.0,6.646616579424718,0.15045248782600193,3784.091820691391,7536.044016096399,11269.284000857611,14983.90539444789,18680.000885806654,22357.662753612716,26016.983341481267,29658.05397713306,33280.9654769494,36885.80860708275,40472.67353902064,44041.64982732684,47592.826389670685,51126.29241103364,54642.13589697705,58140.4450378629,61621.307249936566,65084.80916814579,68531.03792362812,71960.07935883044,25476.6814771159,50414.469984437084,75227.88555354136,99917.54805979197,124484.07989181679,148928.08637806785,173250.19044060996,197450.98959725985,221531.0907601914,245491.10237089425,269331.61830694857,293053.2334210333,316656.5434150966,340142.1366013527,363510.60171667964,386762.5195930305,409898.47515889676,432919.0449844674,454682.2355471016,454682.2355471016
28,28,16744371.0,6.598275355547381,0.15155475425245296,3800.3758747389015,7566.046714564085,11312.937580177831,15041.141299708153,18750.751457540027,22441.8612205512,26114.561747341213,29768.945838789197,33405.104736737965,37023.12866576297,40623.10879252886,44205.134689534025,47769.29627861507,51315.68234200752,54844.38145924268,58355.48241021689,61849.07231350523,65325.238440102665,68784.06813947276,72225.64791820162,25367.71514013323,50214.649683800606,74937.6653391677,99537.3824975101,124014.41229625473,148369.36796043525,172602.856840944,196715.49196031722,220707.8681857955,244580.5855539184,268334.24524036143,291969.4413781852,315486.7607291768,338886.79048814997,362170.122235329,385337.33134469046,408388.997084037,431325.69841508596,436356.40184788243,436356.40184788243
29,29,16744882.0,6.138079571589548,0.16291740573526564,3961.6733971865515,7865.957060306185,11750.768851716191,15616.205694200487,19462.365033754304,23289.341801817827,27097.233145805778,30886.133081357813,34656.13713164609,38407.33883883713,42139.83201411715,45853.71065042477,49549.067258508476,53225.99394657146,56884.58289491387,60524.92527555088,64147.11225280077,67751.23442855282,71337.38181737014,74905.64429875999,24335.687256775822,48300.49221499838,72145.77383767084,95872.13410704708,119480.16390248576,142970.45473202725,166343.59452417775,189600.16329370762,212740.74514042417,235765.9199329558,258447.72540985773,258447.72540985773,258447.72540985773,258447.72540985773,258447.72540985773,258447.72540985773,258447.72540985773,258447.72540985773,258447.72540985773,258447.72540985773
30,30,16745432.0,6.179340712174288,0.1618295618543642,3932.3449877949397,7823.5718574249695,11695.392004451645,15547.901889767983,19381.198472243945,23195.377362297677,26990.53399294071,30766.763000829815,34524.15932441628,38262.815928521355,41982.82710874254,45684.28567639235,49367.28404298355,53031.914182548746,56678.26810352901,60306.43628206662,63916.510166477085,67508.57913399843,71082.73391681717,74639.06314728844,24516.709581417857,48561.92346979058,72487.21838909648,96293.1942897923,119980.44011638025,143549.54954168183,167001.11687554332,190335.72060601195,213553.9515634595,236656.38835067133,259643.60517237076,274752.327797263,274752.327797263,274752.327797263,274752.327797263,274752.327797263,274752.327797263,274752.327797263,274752.327797263,274752.327797263
31,31,16746013.0,6.210313233916399,0.1610224738003065,3920.689174903438,7802.199816249858,11664.352824311964,15507.24428883426,19330.970195608712,23135.626364758635,26921.307259298315,30688.10824981772,34436.12272809262,38165.445435578564,41876.16855857521,45568.38552946167,49242.18827755036,52897.66880304552,56534.91809960986,60154.02764789798,63755.08784960556,67338.18900160758,70903.41981727628,74450.86981047649,24589.490510438878,48694.88972742235,72680.07193524002,96545.6305478605,120292.16398630782,143920.27162354667,167430.537454315,190823.54991264135,214099.89365268644,237260.1534168186,260304.90975751413,283234.7304778831,286892.87420030514,286892.87420030514,286892.87420030514,286892.87420030514,286892.87420030514,286892.87420030514,286892.87420030514,286892.87420030514
32,32,16746524.0,6.2345795307569025,0.16039574041308222,3923.0107042120917,7796.960554317322,11651.590126746534,15486.995643115073,19303.273186872837,23100.517499306283,26878.823699855137,30638.287189823353,34379.00082690105,38101.0582763751,41804.55282331851,45489.57733231971,49156.22369525413,52804.583342937345,56434.747212719,60046.807196166,63640.85260627886,67216.97316804221,70775.25892401264,74315.79875408525,24575.39052703209,48727.840557760384,72759.83423917482,96671.9726037133,120464.85789094259,144139.0813579645,167695.2309371254,191133.90319215707,214455.67888540178,237661.14294999026,260750.8761985383,283725.45507191564,296312.594808794,296312.594808794,296312.594808794,296312.594808794,296312.594808794,296312.594808794,296312.594808794,296312.594808794
33,33,16747045.0,6.244562342994049,0.16013932523580748,3925.3750095566525,7796.226953018291,11647.774164157485,15480.112769825537,19293.33817386654,23087.54618254352,26862.831218749223,30619.288569934888,34357.01043595577,38076.09200077719,41776.625320837185,45458.7031372954,49122.41721762043,52767.859372469145,56395.12088725371,60004.29200264344,63595.46337732714,67168.725038216,70724.16542136314,74261.87373758446,24560.705379029903,48732.485070963725,72783.71136432423,96714.98586804717,120526.91143318778,144220.0799736585,167795.08415811727,191252.51321919827,214592.9527175443,237816.98840103234,260925.19781912182,283918.1623943965,300173.5207002325,300173.5207002325,300173.5207002325,300173.5207002325,300173.5207002325,300173.5207002325,300173.5207002325,300173.5207002325
34,34,16748110.0,6.2190133260901,0.16079721132044927,3899.025130625725,7777.820385278802,11637.271077519581,15477.473315152078,19298.52367489906,23100.51737505232,26883.549436744066,30647.714629570746,34393.1068720011,38119.81976611916,41827.94655289811,45517.579545960536,49188.81168358679,52841.734378030065,56476.43906554133,60093.01664412288,63691.556959744856,67272.15073701469,70834.88661377688,74379.85448767256,24724.382479692926,48846.66321520911,72848.63589075081,96730.90680828995,120494.07152394444,144138.71845260033,167665.44877737947,191074.8400077994,214367.48611910216,237543.96083803292,260604.85002151466,283550.73106411233,290412.1508623212,290412.1508623212,290412.1508623212,290412.1508623212,290412.1508623212,290412.1508623212,290412.1508623212,290412.1508623212
35,35,16748617.0,6.256437695700745,0.1598353645697092,3887.2529918505284,7754.429881820341,11602.320267904064,15431.0194762075,19240.62445725832,23031.23018197847,26802.930837814674,30555.820922746097,34289.99406610139,38005.54409593915,41702.56390016884,45381.145427378826,49041.38071376389,52683.361810198025,56307.17922207801,59912.923425968016,63500.68528905273,67070.55359727696,70622.61795273892,74156.96726546605,24799.247349906378,48993.99662928755,73068.08336445963,97022.10521376731,120856.66102525704,144572.34669980698,168169.7549656469,191649.47920387954,215012.10108611686,238258.21061424157,261388.38147862413,284403.1994649197,305018.37810593867,305018.37810593867,305018.37810593867,305018.37810593867,305018.37810593867,305018.37810593867,305018.37810593867,305018.37810593867
36,36,16749170.0,6.208450512502925,0.16107078537328182,3933.6831529571614,7815.776631327868,11678.508955061545,15521.976368683996,19346.2761753334,23151.50255796066,26937.751276199506,30705.117247426617,34453.69453864215,38183.575817891186,41894.85612894544,45587.62686022164,49261.980610126426,52918.00950039075,56555.80464053122,60175.45712667964,63777.05748834607,67360.69566387078,70926.46145207649,74474.44352374146,24508.781042870687,48610.56381951479,72592.14659514108,96454.12739338107,120197.1013118679,143821.66029751633,167328.40101943945,190717.9044797094,213990.76002142942,237147.5448283823,260188.84413650923,283115.22636690014,286087.24523947714,286087.24523947714,286087.24523947714,286087.24523947714,286087.24523947714,286087.24523947714,286087.24523947714,286087.24523947714
37,37,16749758.0,6.257063339470315,0.15981938263144607,3921.44374520773,7788.427205362393,11636.12490043332,15464.633297124034,19274.047529724543,23064.463135664166,26835.97539632872,30588.67762924525,34322.66452805297,38038.02877788419,41734.86377416758,45413.261422763644,49073.313718951125,52715.11267443103,56338.748757349196,59944.31289845828,63531.89494398589,67101.58509546482,70653.47194517775,74187.64437444002,24585.326787165966,48781.288760063195,72856.57874955943,96811.79415029263,120647.54153400392,144364.41665162824,167963.00400851367,191443.90076605967,214807.69245471375,238054.9648207544,261186.2913325612,284202.2575502506,305047.0176776887,305047.0176776887,305047.0176776887,305047.0176776887,305047.0176776887,305047.0176776887,305047.0176776887,305047.0176776887
38,38,16750296.0,6.2508097161395755,0.15997927395198136,3904.9728400025097,7773.890472864523,11623.51256790218,15453.935435125282,19265.25464526294,23057.566154213106,26830.96452063719,30585.543492016084,34321.39763086392,38038.620039627815,41737.303456798865,45417.540737330055,49079.423750365495,52723.04388975161,56348.49204255752,59955.859541376885,63545.23564902172,67116.71097709886,70670.37403924264,74206.31411160313,24688.2564099936,48872.122570737694,72935.3759182905,96878.6199297768,120702.45138177683,144407.47208153267,167994.26461725545,191463.4241857802,214815.53837079435,238051.1868014498,261170.95316142828,284175.41686436266,302724.9009644823,302724.9009644823,302724.9009644823,302724.9009644823,302724.9009644823,302724.9009644823,302724.9009644823,302724.9009644823
39,39,16751030.0,6.232709530910111,0.16044386394723872,3922.521218728462,7797.052394765432,11652.259836432093,15488.240507440045,19305.090610917483,23102.90442958495,26881.777781279125,30641.804504686323,34383.07927148083,38105.69530053983,41809.745989092786,45495.32273936454,49162.51916113848,52811.42576580701,56442.13462752825,60054.73624655819,63649.32056863022,67225.9779167703,70784.79748515232,74325.86828448808,24578.424477173154,48727.25166963307,72755.63928133372,96664.1929446487,120453.50757775494,144124.18305557218,167676.79992326672,191111.95533256925,214430.2347230881,237632.21958656955,260718.48721981916,283689.6229093245,295589.2964516415,295589.2964516415,295589.2964516415,295589.2964516415,295589.2964516415,295589.2964516415,295589.2964516415,295589.2964516415
40,40,16751557.0,6.284025290407688,0.15913366891225914,3895.4776401530635,7754.156500023985,11593.590970556394,15413.876866587023,19215.110409411125,22997.38643065748,26760.798404458106,30505.44177167706,34231.409402760546,37938.79491223718,41627.69043848396,45298.18823478821,48950.38059435194,52584.35827556559,56200.2125241052,59798.0330246512,63377.91082628454,66939.93439845458,70484.19347674403,74010.77615575124,24748.491664575657,48996.529534821806,73123.63268571493,97130.40520959151,121017.45258266357,144785.36952669246,168434.74763971957,191966.17921429715,215380.25710518667,238677.5582427956,261858.67184112253,284924.1747871436,307874.6436310086,315651.69692745456,315651.69692745456,315651.69692745456,315651.69692745456,315651.69692745456,315651.69692745456,315651.69692745456
41,41,16752154.0,6.232086322277883,0.16045990833363347,3930.8749708413534,7805.599658308177,11660.99986579196,15497.17258990159,19314.212902740586,23112.216885839058,26891.27923104154,30651.494383992027,34392.955946414615,38115.75828749063,41819.99376342902,45505.75489004913,49173.134779951506,52822.22398424437,56453.11411513524,60065.89622430168,63660.6602917846,67237.49667343829,70796.49412353111,74337.741703503,24526.355091399768,48673.97429460802,72701.16346933012,96608.52452996341,120396.64859965103,144066.1357042892,167617.57867185536,191051.56280010435,214368.67777042795,237569.50119088276,260654.61464530192,283624.599500791,295295.14309644036,295295.14309644036,295295.14309644036,295295.14309644036,295295.14309644036,295295.14309644036,295295.14309644036,295295.14309644036
42,42,16752721.0,6.215904752061432,0.16087762600743868,3924.663298922455,7804.4281576332705,11664.844051663193,15506.006689915088,19328.012277261823,23130.956259529405,26914.93444183755,30680.040661453444,34426.369060961995,38154.01399817381,41863.06782862375,45553.62361097795,49225.773436212956,52879.60945070706,56515.222780885255,60132.70453070938,63732.1442552647,67313.63336955792,70877.26021703995,74423.11442213312,24564.887770567268,48681.13840223803,72677.11316350367,96553.41147183237,120310.63788412734,143949.37387357716,167470.2216349723,190873.7637658222,214160.58715976734,237331.27063680816,260386.3969842418,283326.54045558354,289043.6745046698,289043.6745046698,289043.6745046698,289043.6745046698,289043.6745046698,289043.6745046698,289043.6745046698,289043.6745046698
43,43,16753232.0,6.202245475272789,0.16123192865984037,3934.1664957661574,7818.20150848399,11682.865864663421,15528.255632337814,19354.46737176724,23161.597452867547,26949.739726179585,30718.98955602462,34469.44088505226,38201.18844165623,41914.32386869075,45608.941679437325,49285.132749787575,52942.990143088384,56582.60485277267,60204.06737573403,63807.46915024561,67392.89953079185,70960.4482474228,74510.20484625438,24505.729163908338,48595.46769405801,72565.06311926048,96415.11553046138,120146.22211794941,143758.9729136856,167253.96262054224,190631.77428570256,213892.99523404008,237038.20879862827,260067.98993700612,282982.91318528465,283668.5905614287,283668.5905614287,283668.5905614287,283668.5905614287,283668.5905614287,283668.5905614287,283668.5905614287,283668.5905614287
44,44,16753799.0,6.184285915305512,0.16170015644410882,3927.2822628421263,7816.9529025865495,11687.224310934786,15538.193813547798,19369.95800090963,23182.611552939816,26976.25016275977,30750.969269783684,34506.86290094568,38244.024796097154,41962.548361241716,45662.52662521804,49344.05219962735,53007.21672826297,56652.11190338571,60278.82939581408,63887.459316311266,67478.09219892236,71050.81747493656,74605.72489672244,24548.10315162367,48602.93707695757,72537.80590712142,96353.29993331905,120050.02237579119,143628.56532513845,167089.51336975084,190433.45141694986,213660.97275288583,236772.65026101944,259769.06060752514,276712.53691331996,276712.53691331996,276712.53691331996,276712.53691331996,276712.53691331996,276712.53691331996,276712.53691331996,276712.53691331996,276712.53691331996
45,45,16754319.0,6.187378676753603,0.16161933061525183,3932.16646908416,7820.864444783234,11690.168926704648,15540.175794768766,19370.98145049037,23182.68213072274,26975.373279282212,30749.14841186905,34504.10306229245,38240.33075098189,41957.92521090398,45656.978188443434,49337.58369050563,52999.83261847272,56643.81697344001,60269.62821538423,63877.35625429439,67467.09143174421,71038.92347187237,74592.94193029056,24517.94791407741,48578.79492023529,72519.64407846992,96341.09657769273,120043.74265267413,143628.1813466675,167094.99217589942,190444.7711948366,213678.09847259696,236795.5540193504,259797.71349790716,277888.282021355,277888.282021355,277888.282021355,277888.282021355,277888.282021355,277888.282021355,277888.282021355,277888.282021355,277888.282021355
46,46,16754851.0,6.179958646245505,0.1618133805163126,3943.6220875861254,7834.654218543449,11706.280418357428,15558.59830817069,19391.702994992524,23205.691244519578,27000.657863384153,30776.698586002974,34533.90661176073,38272.37654439761,41992.20206983055,45693.47542459464,49376.28952284145,53040.73629714622,56686.907716257,60314.894717547424,63924.78770768421,67516.67750457198,71090.65333305828,74646.80475611483,24447.029418468694,48493.446949025754,72419.93577075536,96227.09956661309,119915.53109104736,143485.81982388813,166938.55579879245,190274.32946796008,213493.72336043968,236597.31173423002,259585.67679186532,274923.7055748581,274923.7055748581,274923.7055748581,274923.7055748581,274923.7055748581,274923.7055748581,274923.7055748581,274923.7055748581,274923.7055748581
47,47,16755565.0,6.191711141393433,0.1615062423236611,3920.174801443204,7807.512546677534,11675.462843154772,15524.122497361399,19353.587604061602,23163.95468465515,26955.318307540918,30727.773405896754,34481.41407722418,38216.33412046001,41932.6275261693,45630.38628055526,49309.7035679521,52970.671564991964,56613.38043633362,60237.92289497549,63844.388556999394,67432.86748205873,71003.45007640265,74556.22512714908,24592.26204909556,48661.53400129779,72610.76397440866,96440.5516455289,120151.49777099195,143744.18791576813,167219.21626093032,190577.16528611147,213818.62581334013,236944.1723604621,259954.38741504413,279651.36534016405,279651.36534016405,279651.36534016405,279651.36534016405,279651.36534016405,279651.36534016405,279651.36534016405,279651.36534016405,279651.36534016405
48,48,16756228.0,6.16452881643176,0.16221839978012045,3943.0655164417085,7838.964145309762,11715.43282707843,15572.568445425553,19410.46719414045,23229.22572163642,27028.93930751135,30809.70245757888,34571.610004808565,38314.75537264794,42039.233309601485,45745.13600052667,49432.5563300686,53101.58621631165,56752.31813987336,60384.84253104994,63999.250814251536,67595.63283892979,71174.0788444961,74734.67795137176,24450.329586999327,48466.70899643894,72363.31262794459,96140.7334768446,119799.57346936883,143340.42330970825,166763.8620464038,190070.48523272743,213260.8723419422,236335.60272173485,259295.25129668097,268904.125818072,268904.125818072,268904.125818072,268904.125818072,268904.125818072,268904.125818072,268904.125818072,268904.125818072,268904.125818072
49,49,16756748.0,6.182431000526243,0.1617486713422084,3922.88085834219,7813.134990177223,11683.986933638862,15535.534144778056,19367.872750446106,23181.09815448711,26975.30616316409,30750.591199369796,34507.04855055546,38244.77041657634,41963.85198139777,45664.385301457754,49346.46311791597,53010.177198241,56655.619353089714,60282.88086787428,63892.05198326401,67483.22335794772,71056.48501883657,74611.92540198371,24575.27988662286,48626.506179983364,72557.7806837063,96369.70624884691,120062.87478931763,143637.87897377642,167095.30803485741,190435.74753320345,213659.7832166915,236767.99263478097,259760.9572100556,276016.3155158916,276016.3155158916,276016.3155158916,276016.3155158916,276016.3155158916,276016.3155158916,276016.3155158916,276016.3155158916,276016.3155158916
50,50,16757254.0,6.16452881643176,0.16221839978012045,3934.4886566473015,7830.387285515355,11706.855967284024,15563.991585631147,19401.890334346044,23220.64886184201,27020.362447716943,30801.125597784474,34563.03314501415,38306.178512853534,42030.65644980707,45736.559140732264,49423.979470274186,53093.00935651724,56743.74128007895,60376.265671255525,63990.67395445713,67587.05597913537,71165.5019847017,74726.10109157735,24503.204028229135,48519.58343766874,72416.18706917438,96193.60791807441,119852.44791059862,143393.29775093804,166816.73648763364,190123.35967395722,213313.746783172,236388.47716296464,259348.12573791077,268957.0002593018,268957.0002593018,268957.0002593018,268957.0002593018,268957.0002593018,268957.0002593018,268957.0002593018,268957.0002593018,268957.0002593018
51,51,16757754.0,6.1239789155660995,0.1632925282381643,3941.3247106232766,7850.100355233389,11739.381643876404,15609.266489681617,19459.850902012633,23291.231406508672,27103.503779768616,30896.76360460885,34671.10509091004,38426.62276808362,42163.41084821136,45881.5626432895,49581.171092147946,53262.32872024741,56925.12708917499,60569.657812481106,64196.01248568439,67804.28163889964,71394.5557157725,74966.92358485481,24460.25949817161,48397.51703350505,72215.39578239001,95914.48660892184,119495.38515670483,142958.67964276698,166304.95459986408,189534.7988342317,212648.7847843936,235647.49694702323,253049.7758157981,253049.7758157981,253049.7758157981,253049.7758157981,253049.7758157981,253049.7758157981,253049.7758157981,253049.7758157981,253049.7758157981,253049.7758157981
52,52,16758279.0,6.121529936275306,0.16335785504766445,3931.075740340797,7840.633258197179,11730.692509186778,15601.350972969132,19452.706043814822,23284.85261327752,27097.887818874333,30891.90624428911,34667.00228534121,38423.2717574488,42160.80681165291,45879.70258467387,49580.05055866401,53261.94449848433,56925.47559304733,60570.735107525295,64197.81530957987,67806.806381511,71397.79795808661,74970.8805322213,24522.93779258052,48455.409264395785,72268.52582867148,95962.87918931764,119539.06180224124,142997.66268479134,166339.27125958478,189564.46491451975,212673.83327732267,235667.94524380617,252152.66421585227,252152.66421585227,252152.66421585227,252152.66421585227,252152.66421585227,252152.66421585227,252152.66421585227,252152.66421585227,252152.66421585227,252152.66421585227
