,index,blocknum,p0vs1,p1vs0,AAVE-slippagemap_01,AAVE-slippagemap_2,AAVE-slippagemap_3,AAVE-slippagemap_4,AAVE-slippagemap_5,AAVE-slippagemap_6,AAVE-slippagemap_7,AAVE-slippagemap_8,AAVE-slippagemap_9,AAVE-slippagemap_10,AAVE-slippagemap_11,AAVE-slippagemap_12,AAVE-slippagemap_13,AAVE-slippagemap_14,AAVE-slippagemap_15,AAVE-slippagemap_16,AAVE-slippagemap_17,AAVE-slippagemap_18,AAVE-slippagemap_19,AAVE-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
10,10,12477090.0,449.9323302313774,0.002222556444178507,0.10550060407539166,0.2879638977837347,0.469335745019528,0.5108223784785075,0.593423219730023,0.6755299630760021,0.7163989722851685,0.7977701065609305,0.8786545007720807,0.9189150802451984,0.9990748162607558,1.0787550590422237,1.1184162667647033,1.2049470860677423,1.2985020875712654,1.345069520884308,1.4377863487087308,1.5299485666602166,1.5758227363565191,1.6671592583836912,158.11887556965306,1226.9143464252427,2251.848490500492,4292.515796296855,5348.322005097418,5388.256642148094,5467.767415688715,5546.802578005689,5586.142693629991,5622.137093368464,5657.916184004991,5657.916184004991,5657.916184004991,5657.916184004991,5657.916184004991,5657.916184004991,5657.916184004991,5657.916184004991,5657.916184004991,5657.916184004991
11,11,12478448.0,412.36197919838065,0.002425053837271734,0.16150207173801506,0.35179163709873723,0.5409429365753257,2.921380271725193,7.660885557970072,12.37204034318508,12.464789620536521,12.649455552013725,12.833016861825133,12.92438534761323,13.10630210073767,13.23833863622825,13.279701004890887,13.362054425921126,13.44391523003491,13.484661822848947,13.56578922217761,13.64643133799494,13.68657132359952,13.766490952881052,109.15502226837391,145.04160627466786,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025,162.90431869012025
12,12,12484712.0,409.60852597610005,0.002441355432280109,0.17370400499218488,0.364565262534107,0.554284839707063,0.6487186365695192,5.40246302574517,10.127771826911658,12.479816043179273,12.665036777336585,12.849149570845183,12.940792561819327,13.12325585552767,13.304627702763463,13.346114336222442,13.428715177473958,13.510821920819938,13.551690930029103,13.633062064304866,13.713946458516016,13.754207037989133,13.83436677400469,82.82876125576641,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934,118.6078518922934
13,13,12493907.0,401.89981406563675,0.0024881822907155756,0.08780785823359824,0.22827374988707264,0.4197084232046056,0.5149959140065039,0.70471549117946,3.1795866231917835,5.5528936772175665,10.278202478384056,12.722995972003112,12.815467428808983,12.999580222317581,13.18259169907982,13.273686507000066,13.45505835423586,13.537907356357477,13.579145828946356,13.661252572292334,13.742868174315538,13.783492715777262,13.864377109988412,36.27178864218043,58.71406672513616,69.88481380920425,92.12602735389615,114.23419989531148,125.23864465602368,147.1487460441352,168.92778716036693,179.76840489159636,201.3523238988355,222.8071332263559,233.4863634003843,254.7489551502079,275.88435997853696,286.4046049271075,307.3506543446324,328.1714092818723,338.53503609912457,359.1692543276214,379.68004448971
14,14,12497126.0,308.7142302957117,0.0032392416735766228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,12500930.0,308.7142302957117,0.0032392416735766228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,12551716.0,308.7142302957117,0.0032392416735766228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,12605051.0,322.40672128781557,0.003101672310073494,88.3129533655588,190.69509011747544,292.4648017098966,343.1211449194363,443.9790834266357,544.2337195863072,594.1359248515294,693.4923603153969,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,792.2544701173988,54382.57953170311,87236.49846391028,103589.68878719446,136149.26366081813,168514.07648951406,184623.81099370788,216698.66158055598,248581.6495540118,264451.55256485735,296048.89525925444,327457.22958298685,343090.87352141226,358677.6889829966,358677.6889829966,358677.6889829966,358677.6889829966,358677.6889829966,358677.6889829966,358677.6889829966,358677.6889829966
18,18,12605699.0,325.87482105038197,0.0030686629816219974,98.76999549260015,200.5397070850213,301.7006586238792,352.05398880176045,452.3086249614319,551.9635606364984,601.5672656905216,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,700.3293754925235,51127.62527776123,84179.25163730783,100630.8504284603,133386.3608927992,165945.93576642286,182152.6150319334,214420.4830993126,246495.3336861607,262460.738718593,294248.2246704621,325845.5673648591,341573.28919513413,372887.545627017,388474.36108860135,388474.36108860135,388474.36108860135,388474.36108860135,388474.36108860135,388474.36108860135,388474.36108860135
19,19,12606240.0,330.07261745963143,0.003029636350014106,91.41576729140004,192.5767188302579,293.13255540445635,343.1846851678107,442.8396208428772,541.8984478268437,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2054356989022,591.2947369909316,53666.86651197719,86917.38773450507,103467.98831978791,136420.61288520414,169176.12334954302,185480.3287846864,217942.37748867727,250210.24555605644,266271.72626684926,298250.50117533683,330037.9871272059,345860.3553802249,377363.051651878,408677.3080837608,424264.1235453452,424264.1235453452,424264.1235453452,424264.1235453452,424264.1235453452,424264.1235453452
20,20,12607003.0,325.48402532890805,0.0030723474031927687,57.89678074571443,159.97224561210868,261.43712086590693,311.94172919522515,412.49756576942355,512.451900798,562.2046312078444,661.2634581918109,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,710.5704460638694,64342.84102690874,97295.46559232497,113697.78573337969,146355.18149180722,178817.2301957981,194975.36375898344,227146.5789739701,259125.35388245768,275042.93682348117,306735.20808734576,338237.9043589988,353918.51685245626,385138.97625246603,385138.97625246603,385138.97625246603,385138.97625246603,385138.97625246603,385138.97625246603,385138.97625246603,385138.97625246603
21,21,12607565.0,322.08449181931803,0.003104775378508373,96.47072608223722,198.85286283415388,300.62257442657506,351.2789176361147,452.13685614331416,552.3914923029856,602.2936975682078,701.6501330320754,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,800.4122428340772,51753.688128386006,84607.60706059317,100960.79738387736,133520.37225750103,165885.18508619693,181994.91959039078,214069.77017723888,245952.7581506947,261822.66116154022,293420.0038559373,324828.33817966975,340461.98211809515,356048.7975796795,356048.7975796795,356048.7975796795,356048.7975796795,356048.7975796795,356048.7975796795,356048.7975796795,356048.7975796795
22,22,12608049.0,311.69200848728354,0.003208295281143848,70.11585742226981,174.35746418235266,277.9755232884104,329.55189077194035,432.2416194968576,534.3170843632519,585.1256164075104,686.2865679463683,786.8424045205667,836.8945342839211,936.5494699589876,1035.608296942954,1084.9152848150127,1084.9152848150127,1084.9152848150127,1084.9152848150127,1084.9152848150127,1084.9152848150127,1084.9152848150127,1084.9152848150127,59577.77170230855,91845.63976968774,107907.12048048056,139885.89538896814,171673.3813408372,187495.7495938562,218998.4458655093,250312.7022973921,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765,265899.5177589765
23,23,12608664.0,309.4250546194008,0.003231800350589,82.8663148205085,188.21905419894364,292.9416051516109,345.06773441748993,448.8520563291895,552.0155681143164,603.3656806797529,705.6049304756963,807.2326114160072,857.8182606763742,958.5354418842768,1058.6501603897295,1108.4827211851466,1158.1660173714122,1158.1660173714122,1158.1660173714122,1158.1660173714122,1158.1660173714122,1158.1660173714122,1158.1660173714122,56136.03089386538,88552.77511571322,104688.35818066716,136814.67542597596,168748.82042188925,184644.18863086263,216292.2296949882,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566,247750.96198394566
24,24,12609485.0,312.1286610523805,0.0032038070346644106,58.29236596223207,163.3295391319261,267.7384057649976,319.7084013474699,423.1818526312082,526.0363520272606,577.2326520911458,679.1656586424888,780.4889320238818,830.923056984805,931.3385538392241,1031.1533925326544,1080.8366887189197,1080.8366887189197,1080.8366887189197,1080.8366887189197,1080.8366887189197,1080.8366887189197,1080.8366887189197,1080.8366887189197,63887.51392503371,96401.64864871316,112585.70972774162,144808.54494888597,176838.63130624854,192781.75503391764,224524.87821134162,256078.12338614062,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405,271783.89659597405
25,25,12610033.0,310.5098854164517,0.003220509384616897,104.10499245061304,209.14216562030708,313.5510322533786,365.5210278358508,468.99447911958913,571.8489785156415,623.0452785795269,724.9782851308698,826.3015585122628,876.7356834731861,977.1511803276051,1076.9660190210352,1126.6493152073008,1126.6493152073008,1126.6493152073008,1126.6493152073008,1126.6493152073008,1126.6493152073008,1126.6493152073008,1126.6493152073008,49624.150120893115,82138.28484457257,98322.34592360102,130545.18114474537,162575.26750210795,178518.39122977704,210261.514407201,241814.759582,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348,257520.53279183348
