,index,blocknum,p0vs1,p1vs0,AAVE-slippagemap_01,AAVE-slippagemap_2,AAVE-slippagemap_3,AAVE-slippagemap_4,AAVE-slippagemap_5,AAVE-slippagemap_6,AAVE-slippagemap_7,AAVE-slippagemap_8,AAVE-slippagemap_9,AAVE-slippagemap_10,AAVE-slippagemap_11,AAVE-slippagemap_12,AAVE-slippagemap_13,AAVE-slippagemap_14,AAVE-slippagemap_15,AAVE-slippagemap_16,AAVE-slippagemap_17,AAVE-slippagemap_18,AAVE-slippagemap_19,AAVE-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
99,99,12797642.0,299.2015997467275,0.0033422281192563626,1.205834430370338,3.288018864472338,5.3577482925549935,6.387965580864667,8.439151902593535,10.478068574391312,11.49294875107861,13.51359837461669,15.522161043854066,16.5219323611001,18.434826811203987,20.25883836210174,21.166748523814135,22.974418495325327,24.771275395247546,25.665669226162724,27.446427773107462,29.21653431799323,30.097612984622437,31.59424217372616,1199.3253987809383,1817.3545217624146,2124.981344159258,2737.4734333388114,3346.3017366022596,3649.3488456665236,4252.722550477675,4852.487037826562,5151.02258355966,5520.272475079432,5654.629291870143,5721.506014580738,5854.659107278801,5885.509799763608,5889.527142103672,5893.732151463328,5893.732151463327,5893.732151463327,5893.732151463327,5893.732151463327
100,100,12798944.0,299.321298339919,0.0033408915621646394,1.1473964320836247,3.2295808661856245,5.29931029426828,6.329527582577954,8.380713904306822,10.419630576104598,11.434510752791896,13.455160376329976,15.463723045567352,16.463494362813385,18.376388812917273,20.200400363815028,21.108310525527422,22.915980497038614,24.712837396960833,25.60723122787601,27.38798977482075,29.158096319706516,30.039174986335723,31.535804175439445,1216.8145244960285,1834.8436474775046,2142.470469874348,2754.9625590539017,3363.79086231735,3666.837971381614,4270.2116761927655,4869.976163541652,5168.5117092747505,5537.761600794523,5672.118417585232,5738.995140295829,5872.148232993891,5902.998925478697,5907.016267818763,5911.221277178417,5911.221277178417,5911.221277178417,5911.221277178417,5911.221277178417
101,101,12799710.0,299.74062064895924,0.0033362178200436452,1.940227599367808,4.016175194215526,6.079704964524676,7.1068364669594795,9.151878714918935,11.184688134738618,12.196528331778039,14.211125429465792,16.213671744760106,17.210448385342524,19.039939919951482,20.858487907474142,21.76367859773497,23.565933903571985,25.357408609822734,26.249123370103764,28.024547934134347,29.789352368282447,30.538789374364395,32.0309356044524,981.2388109717439,1601.1246920072529,1909.6757531947142,2524.0079615752443,3134.665425042521,3438.622968034559,4043.809430553743,4645.375832935594,4944.808269258861,5545.112404961907,5679.872876648528,5746.950523302442,5880.5036527611355,5973.801619455252,5977.831031195907,5985.953682430978,5986.053382895627,5986.053382895627,5986.053382895627,5986.053382895627
102,102,12800746.0,302.8134662120396,0.0033023630438540944,1.207090802998141,3.276820231080797,5.334169021825273,6.358223841119338,8.397140512917115,10.423860886643832,11.432670313142493,13.44123298237987,15.437780940208317,16.35389874972979,18.177910300627545,19.991011152600766,20.89349043385113,22.69034733377335,24.476455924969557,25.365499711633266,27.135606256519033,28.766121929230188,29.51331411225196,31.000990848092798,1203.9778331797288,1825.7260686129325,2135.2041304069476,2751.3820139912523,3363.874103170806,3668.7448634422153,4275.749515498518,4879.12322030967,5179.455271335289,5777.423253391654,6146.673144911427,6213.952315048224,6347.906684412733,6481.059777110795,6507.881057854946,6515.927811935667,6520.132821295321,6520.132821295321,6520.132821295321,6520.132821295321
103,103,12801717.0,293.36529637053576,0.0034087194783153476,1.5307313176257729,3.6317390698960796,5.7201791795248225,6.7597098282893615,8.829439256372018,10.886788047116493,11.910842866410558,13.949759538208335,15.976479911935053,16.985289338433713,18.99385200767109,20.990399965499538,21.90651777502101,23.730529325918763,25.543630177891984,26.446109459142352,28.24296635906457,30.029074950260778,30.918118736924487,32.688225281810254,1096.3826387345036,1708.8747279140573,2013.745488185467,2620.7501402417693,3224.1238450529213,3524.4558960785403,4122.423878134906,4491.673769654678,4558.952939791475,4692.907309155984,4826.060401854046,4852.881682598198,4860.928436678918,4865.133446038573,4865.133446038573,4865.133446038572,4865.133446038572,4865.133446038572,4865.133446038572,4865.133446038572
104,104,12803750.0,288.44932560706144,0.003466813444252058,1.343116497457324,3.4631176992561326,5.570437678601137,6.619365849845229,8.707805959473971,10.78375355432169,11.817066036321165,13.874414827065642,15.919457075025097,16.937386318157486,18.9641066918842,20.978703789571956,21.981478787620237,23.978026745448688,25.807518280057646,26.718156105867912,28.531256957841133,30.33351226367815,31.23059313901372,33.016701730209924,1144.6380412886276,1751.6426933449302,2053.78204679985,2655.3484491817007,3253.3164312380663,3555.085021208013,3689.8454928946358,3823.799862259145,3890.476269007243,3983.7742357013585,3991.820989782079,3995.9262986770846,3996.025999141734,3996.025999141734,3996.0259991417333,3996.0259991417333,3996.0259991417333,3996.025999141733,3996.025999141733,3996.025999141733
105,105,12805209.0,290.0690919564959,0.003447454512492418,1.4047070599516913,3.518358097628627,5.6193658498989345,6.665152174190216,8.747336608292215,10.817066036374872,11.847283324684545,13.898469646413412,15.937386318211189,16.95226649489849,18.97291611843657,20.981478787673943,21.981250104919976,23.894144555023864,25.71815610592162,26.626066267634013,28.433736239145205,30.230593139067427,31.1249869699826,32.90574551692734,1129.0396925798884,1737.8679958433365,2040.9151049076006,2644.2888097187524,3244.053297067639,3542.588842800737,3911.8387343205095,4046.195551111219,4113.0722738218155,4246.225366519878,4277.076059004684,4281.0934013447495,4285.298410704404,4285.298410704404,4285.298410704404,4285.298410704404,4285.298410704404,4285.298410704404,4285.298410704403,4285.298410704403
106,106,12806612.0,301.33338339466064,0.0033185835194711423,2.050118024144868,4.119847452227524,6.177196242972001,7.201251062266065,9.240167734063842,11.26688810779056,12.27569753428922,14.284260203526596,16.280808161355043,17.196925970876517,19.02093752177427,20.834038373747493,21.736517654997858,23.53337455492008,25.319483146116283,26.208526932779993,27.97863347766576,29.609149150376915,30.35634133339869,31.844018069239524,949.3073496953448,1571.0555851285487,1880.5336469225638,2496.7115305068683,3109.203619686422,3414.0743799578313,4021.079032014134,4624.452736825286,4924.784787850905,5522.752769907271,5892.002661427043,5959.28183156384,6093.236200928349,6226.389293626411,6253.210574370562,6261.257328451283,6265.462337810937,6265.462337810937,6265.462337810937,6265.462337810937
107,107,12807222.0,307.51264948111367,0.0032518987485144622,1.636157048118966,3.6873433698478344,5.726260041645611,6.741140218332909,8.76178984187099,10.770352511108365,11.770123828354397,13.683018278458286,15.507029829356041,16.414939991068433,18.22260996257963,20.019466862501847,20.913860693417025,22.694619240361764,24.46472578524753,25.345804451876738,26.84243364098046,28.330110376821292,29.070608304479087,30.544956669986018,1079.4094108213546,1706.778363004372,2019.054156752934,2640.802392186138,3258.8315151676143,3566.4583375644575,4178.950426744012,4787.77873000746,5090.825839071723,5694.199543882875,6293.9640312317615,6592.499576964859,6961.749468484632,7096.106285275342,7162.9830079859385,7296.136100684,7326.986793168807,7331.0041355088715,7335.209144868527,7335.209144868527
108,108,12808355.0,304.78806550993374,0.003280968361825203,1.1222517257964708,3.18578149610562,5.236967817834488,6.257955246499879,8.290764666319562,10.311414289857643,11.317201961046736,13.319748276341052,15.23264272644494,16.14601645153243,17.96456443905509,19.77223441056628,20.672010435152927,22.463485141403677,24.244243688348416,25.13062446571529,26.895428899863393,28.39205808896711,29.137012136033345,30.620232752465743,1232.3452270210812,1855.961436961353,2166.369256202847,2784.398379184323,3398.7305875648535,3704.5172907607202,4313.345594024168,4918.532056543352,5219.766407899584,5819.53089524847,6419.835030951515,6487.316332501341,6621.673149292051,6755.226278750745,6821.702964700709,6852.5536571855155,6860.676308420587,6860.776008885236,6860.776008885236,6860.776008885236
109,109,12809000.0,305.2150462697606,0.0032763784492988667,1.910972593257968,3.968321384002445,6.0133636319619,7.0312928750942865,9.058013248821004,11.072610346508759,12.07538534455704,14.071933302385489,15.90142483699445,16.812062662804717,18.625163514777935,20.42741882061495,21.32449969595052,23.11060828714673,24.886032851177312,25.769758618696205,27.40027429140736,28.892420521495367,29.63514321026997,31.11392102311706,993.7328813043375,1619.222638524307,1930.563054716017,2550.448935751526,3166.6268193358305,3473.3322053195175,4083.9896687867936,4690.994320843096,4993.133674298016,5594.700076679867,6192.6680587362325,6494.436648706179,6629.1971203928015,6763.1514897573115,6829.827896505409,6923.125863199525,6931.172617280245,6935.277926175251,6935.3776266399,6935.3776266399
110,110,12810057.0,311.50505872006215,0.003210220739620997,1.4731574134128922,3.5120740852106693,5.538794458937386,6.547603885436047,8.556166554673423,10.55271451250187,11.468832322023344,13.292843872921098,15.105944724894318,16.008424006144686,17.805280906066905,19.591389497263112,20.48043328392682,22.250539828812588,23.881055501523743,24.628247684545517,26.11592442038635,27.59470223323344,28.33077071355108,29.79629993539574,1133.6137084343575,1764.7579915167635,2078.9129802283733,2704.4027374483426,3326.1509728815467,3635.629034675562,4251.8069182598665,4864.29900743942,5169.16976771083,5776.174419767132,6379.548124578284,6679.880175603903,7277.848157660268,7647.098049180041,7714.377219316837,7848.331588681347,7981.484681379409,8008.305962123561,8016.35271620428,8020.5577255639355
111,111,12812076.0,309.4250546194008,0.003231800350589,1.605584799028182,3.6506270469876365,5.683436466807321,6.695276663846741,8.709873761534494,10.71242007682881,11.709196717411224,13.538688252020185,15.357236239542845,16.262426929803674,18.064682235640685,19.856156941891435,20.747871702172464,22.523296266203047,24.28810070035115,25.037537706433096,26.529683936521103,28.0129045529535,28.751184438142797,30.221116616810768,1090.5953541545769,1719.8491530220424,2033.06311649345,2656.679326433722,3276.5652074692307,3585.1162686566922,4199.448477037222,4810.105940504499,5114.063483496538,5719.249946015721,6320.816348397572,6620.2487847208395,7220.552920423885,7355.313392110506,7422.39103876442,7555.944168223114,7649.24213491723,7653.271546657885,7661.394197892956,7661.493898357605
112,112,12812925.0,310.8827022838033,0.003216647284180851,1.8260211788285712,3.8649378506263483,5.8916582243530655,6.900467650851725,8.909030320089101,10.905578277917549,11.821696087439022,13.645707638336777,15.458808490309998,16.361287771560363,18.158144671482585,19.94425326267879,20.8332970493425,22.60340359422827,24.23391926693942,24.981111449961194,26.46878818580203,27.94756599864912,28.683634478966756,30.14916370081142,1023.7998812414188,1654.9441643238247,1969.0991530354345,2594.5889102554042,3216.337145688608,3525.815207482623,4141.993091066927,4754.485180246481,5059.35594051789,5666.360592574193,6269.734297385345,6570.066348410964,7168.03433046733,7537.284221987102,7604.563392123899,7738.517761488408,7871.67085418647,7898.492134930621,7906.538889011342,7910.743898370997
113,113,12813768.0,293.77627485468855,0.0034039508482930866,1.2692896611374835,3.3702974134077905,5.458737523036533,6.4982681718010715,8.567997599883729,10.625346390628204,11.649401209922269,13.688317881720046,15.715038255446764,16.723847681945422,18.7324103511828,20.728958309011247,21.64507611853272,23.469087669430476,25.282188521403697,26.18466780265406,27.98152470257628,29.767633293772487,30.656677080436197,32.42678362532197,1173.137606428068,1785.6296956076214,2090.500455879031,2697.505107935334,3300.8788127464854,3601.2108637721044,4199.17884582847,4568.428737348242,4635.707907485039,4769.662276849548,4902.81536954761,4929.636650291762,4937.683404372482,4941.888413732137,4941.888413732137,4941.888413732137,4941.8884137321365,4941.8884137321365,4941.8884137321365,4941.8884137321365
114,114,12816717.0,294.3643859143674,0.003397150089654211,1.9821904408496618,4.076904936385035,6.159089370487035,7.1955063165702144,9.259036086879364,11.310222408608231,12.331209837273622,14.364019257093307,16.384668880631388,17.39045655182048,19.393002867114795,21.305897317218683,22.219271042306172,24.03781902982883,25.845489001340024,26.74526502592667,28.53673973217742,30.317498279122162,31.203879056489033,32.96868349063713,965.2579270365567,1579.590135417087,1885.3768386129539,2494.205141876402,3099.3916043955855,3400.6259557518174,4000.390443100704,4600.694578803749,4668.175880353575,4802.532697144285,4936.085826602978,5002.562512552943,5033.413205037749,5041.535856272821,5041.635556737469,5041.635556737469,5041.635556737469,5041.635556737469,5041.635556737469,5041.6355567374685
115,115,12817328.0,286.23690516839787,0.0034936096008014185,1.640740346466606,3.7671108517379546,5.880761889414891,6.932841470441105,9.027555965976479,11.10974040007848,12.146157346161658,14.209687116470807,16.260873438199678,17.281860866865067,19.314670286684752,21.33531991022283,22.341107581411926,24.34365389670624,26.256548346810128,27.169922071897616,28.988470059420276,30.79614003093147,31.695916055518115,33.487390761768864,1057.0968407990615,1662.2833033182453,1963.5176546744772,2563.282142023364,3163.5862777264088,3231.0675792762345,3365.424396066944,3498.977525525638,3565.4542114756023,3596.304903960409,3604.42755519548,3604.5272556601294,3604.527255660129,3604.527255660129,3604.527255660129,3604.5272556601285,3604.5272556601285,3604.5272556601285,3604.527255660128,3604.527255660128
116,116,12818483.0,291.52299645469543,0.0034302611188870877,1.5755214912710152,3.6828414706160193,5.777555966151393,6.820209751488854,8.896157346336572,10.959687116645721,11.986818619080525,14.03186086703998,16.064670286859663,17.076510483899085,19.091107581586837,21.093653896881154,22.09043053746357,23.919922072072527,25.738470059595187,26.643660749856018,28.44591605569303,30.23739076194378,31.12910552222481,32.90453008625539,1081.3796748235504,1692.0371382908268,1995.9946812828653,2601.181143802049,3202.7475461839,3502.1799825071676,4102.484118210212,4237.244589896834,4304.322236550748,4437.875366009442,4531.173332703558,4535.202744444213,4543.325395679284,4543.425096143933,4543.425096143933,4543.425096143933,4543.425096143932,4543.425096143932,4543.425096143932,4543.425096143932
117,117,12819467.0,282.7944794083887,0.0035361369220927455,1.6727502112997132,3.8119165570971423,5.938287062368491,6.996697701726638,9.104017681071642,11.198732176607015,12.241385961944477,14.317333556792194,16.380863327101345,17.407994829536147,19.4530370774956,21.485846497315286,22.497686694354705,24.51228379204246,26.514830107336774,27.511606747919192,29.34109828252815,31.15964627005081,32.06483696031164,33.86709226614865,1044.51274835497,1646.0791507368208,1945.5115870600885,2545.815722763133,2680.5761944497553,2747.653841103669,2881.2069705623626,2974.5049372564786,2978.5343489971337,2986.6570002322046,2986.756700696854,2986.7567006968534,2986.7567006968534,2986.7567006968534,2986.7567006968534,2986.756700696853,2986.756700696853,2986.756700696853,2986.7567006968525,2986.7567006968525
118,118,12820244.0,288.9111908288076,0.003461271254779962,2.1213421728592357,4.234993210536172,6.336000962806478,7.38178728709776,9.46397172119976,11.533701149282416,12.563918437592088,14.615104759320957,16.654021431118736,17.66890160780603,19.68955123134411,21.69811390058149,22.69788521782752,24.610779667931407,26.43479121882916,27.342701380541556,29.15037135205275,30.94722825197497,31.841622082890147,33.622380629834886,921.5716736310861,1530.3999768945343,1833.4470859587982,2436.82079076995,3036.5852781188364,3335.1208238519343,3704.370715371707,3838.727532162417,3905.604254873013,4038.757347571075,4069.6080400558817,4073.625382395947,4077.830391755602,4077.830391755602,4077.830391755602,4077.8303917556013,4077.8303917556013,4077.8303917556013,4077.830391755601,4077.830391755601
119,119,12821143.0,274.1901811873044,0.0036471036113320246,1.8648914666715315,4.036385597894613,6.194890383328527,7.269296133065333,9.408462478862763,11.53483298413411,12.593243623492258,14.700563602837262,16.795278098372634,17.837931883710095,19.913879478557813,21.977409248866962,23.004540751301768,25.049582999261222,27.082392419080907,28.094232616120326,30.10882971380808,32.111376029102395,33.10815266968481,34.93764420429377,987.3147789884238,1122.0752506750462,1189.1528973289596,1322.7060267876534,1416.0039934817694,1420.0334052224243,1428.1560564574954,1428.2557569221444,1428.2557569221442,1428.2557569221442,1428.255756922144,1428.2557569221437,1428.2557569221437,1428.2557569221435,1428.2557569221435,1428.2557569221433,1428.255756922143,1428.255756922143,1428.2557569221428,1428.2557569221428
120,120,12821984.0,272.5500474269354,0.0036690509117158665,1.873939996061102,4.0519580307499465,6.216947749420414,7.294581383269385,9.440174625532274,11.572933421634307,12.634523984074969,14.748175021751905,16.84918277402221,17.894969098313492,19.977153532415493,22.04688296049815,23.077100248807824,25.12828657053669,27.167203242334466,28.182083419021765,30.202733042559846,32.21129571179722,33.21106702904326,35.12396147914714,754.162131513325,888.518948304035,955.3956710146311,1088.5487637126932,1119.3994561974998,1123.4167985375648,1127.62180789722,1127.6218078972197,1127.6218078972197,1127.6218078972195,1127.6218078972192,1127.6218078972192,1127.621807897219,1127.621807897219,1127.6218078972188,1127.6218078972186,1127.6218078972186,1127.6218078972183,1127.6218078972183,1127.621807897218
121,121,12825559.0,279.78485913846396,0.003574174825182751,1.4599401303688757,3.611979513954653,5.751145859752082,6.815925802582768,8.935927004381577,11.043246983726581,12.092175154970674,14.180615264599416,16.256562859447133,17.28987534144661,19.347224132191087,21.39226638015054,22.410195623282927,24.436915997009645,26.4515130946974,27.45428809274568,29.45083605057413,31.28032758518309,32.19096541099336,34.00406626296658,1100.5836897231284,1698.551671779494,2000.3202617494405,2135.080733436063,2269.0351028005725,2335.71150954867,2429.009476242786,2437.056230323506,2441.161539218512,2441.261239683161,2441.261239683161,2441.261239683161,2441.2612396831605,2441.2612396831605,2441.2612396831605,2441.2612396831605,2441.26123968316,2441.26123968316,2441.26123968316,2441.2612396831596
122,122,12826791.0,285.26540075856866,0.0035055074935159743,1.1851008262610039,3.3178596223630374,5.437860824161846,6.493101222480635,8.594108974750942,10.682549084379685,11.722079733144223,13.79180916122688,15.849157951971357,16.873212771265422,18.912129443063197,20.938849816789915,21.947659243288577,23.95622191252595,25.9527698703544,26.868887679875872,28.692899230773627,30.506000082746848,31.408479363997213,33.205336263919435,1185.1541839395356,1788.5278887506875,2088.8599397763064,2686.827921832672,3056.0778133524445,3123.356983489241,3257.3113528537506,3390.464445551813,3417.285726295964,3425.332480376684,3429.5374897363395,3429.5374897363395,3429.537489736339,3429.537489736339,3429.537489736339,3429.5374897363386,3429.5374897363386,3429.5374897363386,3429.537489736338,3429.537489736338
123,123,12828117.0,281.07476951549654,0.0035577721960734967,1.697958642625148,3.8435518848880363,5.9763106809900695,7.037901243430732,9.151552281107667,11.252560033377975,12.298346357669256,14.380530791771257,16.450260219853913,17.480477508163585,19.53166382989245,21.57058050169023,22.58546067837753,24.606110301915606,26.614672971152984,27.614444288399017,29.527338738502905,31.35135028940066,32.25926045111305,34.066930422624246,1035.7105258648758,1635.4750132137624,1934.0105589468606,2303.260450466633,2437.617267257343,2504.493989967939,2637.647082666001,2668.4977751508077,2672.515117490873,2676.720126850528,2676.720126850528,2676.720126850528,2676.7201268505273,2676.7201268505273,2676.7201268505273,2676.720126850527,2676.720126850527,2676.720126850527,2676.7201268505264,2676.7201268505264
124,124,12829129.0,280.82192866021546,0.0035609754721468508,1.8674486426159487,4.013041884878837,6.14580068098087,7.207391243421532,9.32104228109847,11.422050033368775,12.467836357660056,14.550020791762057,16.61975021984471,17.649967508154386,19.701153829883253,21.740070501681032,22.754950678368328,24.775600301906408,26.784162971143786,27.783934288389815,29.696828738493707,31.52084028939146,32.42875045110385,34.23642042261505,988.0909705091324,1587.855457858019,1886.3910035911172,2255.6408951108897,2389.9977119015994,2456.8744346121957,2590.0275273102575,2620.878219795064,2624.8955621351292,2629.100571494784,2629.100571494784,2629.100571494784,2629.100571494784,2629.1005714947837,2629.1005714947837,2629.1005714947837,2629.1005714947833,2629.1005714947833,2629.1005714947833,2629.100571494783
125,125,12830004.0,279.05839963364855,0.003583479305094607,1.9240010666737732,4.07604045025955,6.21520679605698,7.279986738887666,9.399987940686476,11.50730792003148,12.55623609127557,14.644676200904314,16.720623795752033,17.753936277751507,19.811285068495984,21.856327316455438,22.874256559587828,24.900976933314542,26.915574031002297,27.91834902905058,29.91489698687903,31.744388521487988,32.655026347298254,34.46812719927148,970.9130487951619,1568.8810308515274,1870.6496208214742,2005.4100925080966,2139.364461872606,2206.040868620704,2299.33883531482,2307.3855893955397,2311.490898290546,2311.5905987551946,2311.5905987551946,2311.5905987551946,2311.590598755194,2311.590598755194,2311.590598755194,2311.5905987551937,2311.5905987551937,2311.5905987551937,2311.5905987551937,2311.5905987551932
126,126,12830608.0,278.3059957764733,0.003593167287718691,1.3205792632279607,3.4790840486618744,5.624677290924763,6.69265614419611,8.819026649467459,10.932677687144395,11.98475726817061,14.079471763705982,16.161656197807982,17.19807314389116,19.26160291420031,21.31278923592918,22.33377666459457,24.366586084414255,26.387235707952335,27.39302337914143,29.395569694435743,31.30846414453963,32.221837869627116,34.04038585714978,1137.280597487897,1737.5847331909417,1805.0660347407675,1939.4228515314774,2072.975980990171,2139.4526669401357,2170.3033594249423,2178.426010660013,2178.5257111246624,2178.525711124662,2178.525711124662,2178.525711124662,2178.525711124662,2178.5257111246615,2178.5257111246615,2178.5257111246615,2178.525711124661,2178.525711124661,2178.525711124661,2178.5257111246606
127,127,12831348.0,273.66974043992036,0.0036540393482761874,1.1161182574327273,3.2941362921215718,5.45912601079204,6.53675964464101,8.682352886903898,10.815111683005933,11.876702245446594,13.99035328312353,16.091361035393838,17.13714735968512,19.21933179378712,21.289061221869773,22.319278510179448,24.370464831908315,26.409381503706093,27.42426168039339,29.44491130393147,31.453473973168848,32.45324529041488,34.36613974051877,961.141806423736,1095.498623214446,1162.3753459250422,1295.5284386231042,1326.3791311079108,1330.396473447976,1334.6014828076309,1334.6014828076309,1334.6014828076306,1334.6014828076306,1334.6014828076304,1334.6014828076304,1334.6014828076302,1334.60148280763,1334.60148280763,1334.6014828076297,1334.6014828076295,1334.6014828076295,1334.6014828076293,1334.6014828076293
128,128,12832902.0,270.7030862355994,0.0036940842230726396,2.033783329842917,4.218344959842687,6.3898390910657685,7.4707102426507115,9.622749626236489,11.761915972033918,12.826695914864604,14.946697116663413,17.05401709600842,18.102945267252508,20.191385376881254,22.26733297172897,23.300645453728446,25.357994244472923,27.403036492432378,28.420965735564764,30.44768610929148,32.46228320697924,33.46505820502752,35.461606162855965,485.01458658594083,618.9689559504503,685.6453626985481,778.9433293926639,786.990083473384,791.0953923683899,791.195092833039,791.1950928330388,791.1950928330386,791.1950928330385,791.1950928330384,791.1950928330383,791.1950928330381,791.195092833038,791.1950928330378,791.1950928330377,791.1950928330376,791.1950928330375,791.1950928330373,791.1950928330372
129,129,12835687.0,269.5146685122675,0.003710373188665547,1.2586106977638525,3.449735487265286,5.62775352195413,6.711872089039655,8.87037687447357,11.015970116736456,12.083948970007803,14.210319475279153,16.323970512956087,17.376050093982304,19.470764589517678,21.55294902361968,22.589365969702857,24.652895740012006,26.704082061740873,27.725069490406263,29.757878910225948,31.778528533764028,32.78431620495312,34.78686252024744,230.95339274568286,364.5065222043768,430.98320815434107,461.83390063914766,469.95655187421863,470.05625233886775,470.0562523388676,470.0562523388674,470.05625233886735,470.0562523388672,470.056252338867,470.05625233886695,470.0562523388668,470.0562523388666,470.05625233886656,470.0562523388664,470.0562523388662,470.05625233886616,470.056252338866,470.0562523388658
130,130,12836888.0,261.3928236732826,0.003825659732915658,0.4262573156770072,0.9320519922107792,1.4348211291430137,2.550583469080794,4.741708258582228,6.919726293271071,8.003844860356597,10.16234964579051,12.307942888053399,13.375921741324746,15.502292246596094,17.61594328427303,18.668022865299246,20.76273736083462,22.844921794936617,23.8813387410198,25.94486851132895,27.996054833057816,29.017042261723205,31.04985168154289,118.89344859807962,127.01609983315063,127.11580029779972,127.11580029779957,127.1158002977994,127.11580029779931,127.11580029779915,127.115800297799,127.11580029779891,127.11580029779876,127.1158002977986,127.11580029779851,127.11580029779836,127.1158002977982,127.11580029779813,127.11580029779797,127.11580029779782,127.11580029779773,127.11580029779759,127.11580029779759
131,131,12839880.0,263.20258015031385,0.003799354852178517,0.387232482864583,0.8915121227075486,2.258281968390068,3.355487598443019,5.540049228442789,7.711543359665871,8.792414511250813,10.94445389483659,13.08362024063402,14.148400183464705,16.268401385263516,18.37572136460852,19.424649535852613,21.513089645481354,23.589037240329073,24.622349722328547,26.679698513073024,28.72474076103248,29.742670004164868,31.769390377891582,191.53652686154473,199.58328094226474,203.68858983727074,203.78829030191974,203.78829030191957,203.7882903019195,203.78829030191935,203.78829030191918,203.7882903019191,203.78829030191895,203.78829030191878,203.7882903019187,203.78829030191855,203.78829030191838,203.7882903019183,203.78829030191815,203.78829030191798,203.78829030191793,203.78829030191775,203.7882903019177
132,132,12841888.0,259.7513071646417,0.003849836256516532,0.33020941045370816,0.8375236691817399,1.3418033090247057,1.5928108147694446,3.805778784760176,5.990340414759946,7.077715978897502,9.24270569756797,11.394745081153747,12.46593257367983,14.598691369781863,16.71869257158067,17.773932969899462,19.874940722169768,21.96338083179851,23.00291148056305,25.072640908645706,27.129989699390183,28.154044518684245,30.192961190482023,42.1390493412769,46.344058700932,46.344058700931924,46.34405870093176,46.3440587009316,46.34405870093151,46.34405870093135,46.34405870093119,46.344058700931114,46.34405870093095,46.344058700930795,46.34405870093072,46.34405870093056,46.344058700930404,46.344058700930326,46.34405870093017,46.34405870093001,46.34405870092994,46.344058700929864,46.344058700929864
133,133,12847760.0,266.64637769169184,0.0037502853354199456,0.3418033057149378,1.708573151397457,3.89969794089889,4.990340411450178,7.16183454267326,9.320339328107174,10.394745077843979,12.533911423641408,14.660281928912758,15.718692568270905,17.826012547615907,19.92072704315128,20.96338082848874,23.03932842333646,25.10285819364561,26.129989696080415,28.17503194403987,30.207841363859554,31.219681560898973,33.234278658586724,243.8735336534893,337.17150034760516,341.20091208826017,349.3235633233312,349.4232637879802,349.4232637879801,349.4232637879799,349.4232637879798,349.4232637879797,349.4232637879795,349.4232637879794,349.4232637879793,349.4232637879791,349.423263787979,349.4232637879789,349.4232637879787,349.4232637879786,349.4232637879785,349.4232637879784,349.4232637879782
134,134,12848479.0,265.07787412244903,0.0037724763083699093,0.33929167451399733,0.8420608114462319,3.055028781436963,4.148947940885446,6.32696597557429,8.491955694244757,9.569589328093729,11.715182570356617,13.84794136645865,14.909531928899312,17.023182966576247,19.124190718846556,20.169977043137838,22.252161477239838,24.32189090532249,25.352108193632166,27.403294515361033,29.44221118715881,30.457091363846107,32.47774098738419,244.0810323230203,274.9317248078269,278.9490671478919,283.154076507547,283.15407650754685,283.1540765075468,283.1540765075466,283.15407650754645,283.1540765075464,283.1540765075462,283.15407650754605,283.154076507546,283.1540765075458,283.15407650754565,283.1540765075456,283.1540765075454,283.15407650754526,283.1540765075452,283.154076507545,283.15407650754486
135,135,12849545.0,262.8869422563762,0.0038039165864113796,0.4390949494040642,0.9433745892470299,2.310144434929549,3.4073500649825,5.5919116949822705,7.763405826205352,8.844276977790294,10.996316361376072,13.1354827071735,14.200262650004188,16.320263851802995,18.427583831148,19.47651200239209,21.564952112020833,23.640899706868552,24.67421218886803,26.731560979612507,28.77660322757196,29.794532470704347,31.821252844431065,177.89408324160718,185.94083732232718,190.0461462173332,190.1458466819822,190.14584668198202,190.14584668198196,190.1458466819818,190.14584668198162,190.14584668198154,190.1458466819814,190.14584668198123,190.14584668198114,190.145846681981,190.14584668198083,190.14584668198074,190.1458466819806,190.14584668198046,190.14584668198037,190.1458466819802,190.14584668198015
