,index,blocknum,p0vs1,p1vs0,AAVE-slippagemap_01,AAVE-slippagemap_2,AAVE-slippagemap_3,AAVE-slippagemap_4,AAVE-slippagemap_5,AAVE-slippagemap_6,AAVE-slippagemap_7,AAVE-slippagemap_8,AAVE-slippagemap_9,AAVE-slippagemap_10,AAVE-slippagemap_11,AAVE-slippagemap_12,AAVE-slippagemap_13,AAVE-slippagemap_14,AAVE-slippagemap_15,AAVE-slippagemap_16,AAVE-slippagemap_17,AAVE-slippagemap_18,AAVE-slippagemap_19,AAVE-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
10,10,12523117.0,0.1314671127547044,7.60646506222307,0.5011462067770919,0.900108993667913,0.9046829156097314,0.9092340262231599,0.9137624391262235,0.9182682674806836,0.9227516242604741,0.927212621245852,0.9316513702604646,0.9360679818741612,0.9404625666090332,0.9448352342743672,0.9491860942287516,0.9535152553335656,0.9578228259101169,0.962108913146039,0.96637362473839,0.9706170668957987,0.9748393459593613,0.9790405675329458,0.2122427501505663,0.46761476595074253,0.6839681145091229,0.7486390317503026,0.8130753958347301,0.877980167339225,0.8920910984643344,0.8935456247661714,0.8949928971252319,0.896432951469691,0.8978658237842587,0.8992915501025021,0.9007101658848684,0.902121706612373,0.9035262076540854,0.9049237040059939,0.9060655580187454,0.9066229292841349,0.9071775207400636,0.907729346381701
11,11,12523899.0,0.13179617524047013,7.587473598345621,0.5287136468748953,0.7795974373675617,0.7841645041159493,0.7887087933873437,0.7932304192662217,0.7977294943690046,0.8022061314480553,0.8066604423668828,0.8110925383900184,0.8155025301460337,0.8198905284858644,0.8242566423353104,0.8286009813536127,0.8329236540948964,0.8372247682896928,0.8415044316546909,0.8457627512721207,0.8499998332903776,0.8542157839701575,0.8584107085598781,0.15142653190344535,0.4071818792625975,0.6616617054306522,0.7453164025406294,0.8097613788819384,0.874587503705334,0.9076980248113106,0.9091547345093851,0.9106041792421117,0.9120463951569863,0.913481418343694,0.9149092847014876,0.9163300299252805,0.9177436894914385,0.9191502986432685,0.9205498927496604,0.921942506798867,0.9225007146971085,0.9230561386772606,0.9236087925884591
12,12,12525257.0,0.1306415145883219,7.654534648891696,0.8706381108227743,1.3694402386427527,1.5710136745496592,1.575578458172435,1.580120476061594,1.5846398417844911,1.5891366681046188,1.5936110675890587,1.5980631519199855,1.6024930324900613,1.6069008200413464,1.6112866249292033,1.6156505564852968,1.6199927238774043,1.6243132357584427,1.628612200225017,1.6328897245039362,1.637145915480641,1.6413808796467197,1.6455947230512975,0.29714639919790775,0.5517535019696873,0.6543367146878487,0.7188139190935163,0.7835844474675763,0.8230345022192533,0.8244919403962077,0.825942110038868,0.8273850471678461,0.8288207879870404,0.8302493685132261,0.8316708241944829,0.8330851907491389,0.8344925034207404,0.8358927974548153,0.8372861078399024,0.8379275687689615,0.8384832705249445,0.8390362008205066,0.8395863734827064
13,13,12528786.0,0.13031533500491446,7.673693966732986,1.2503380306149086,1.749639212479626,2.0498579757875244,2.0544273262900887,2.058973888197349,2.0634977754323116,2.0679991004653746,2.0724779762361893,2.0769345147915588,2.0813688272688746,2.0857810247888158,2.090171217184697,2.0945395147769914,2.0988860262346294,2.103210860609444,2.1075141258268726,2.1117959295184825,2.116056378693198,2.1202955799731336,2.124513639016096,0.2855690445751143,0.5399216809140036,0.6046572989506874,0.6690700654789858,0.7339517565608767,0.7607259162247075,0.762181897783132,0.7636306179576327,0.7650721130228157,0.7665064189541384,0.7679335715333134,0.7693536065797395,0.7707665595724564,0.7721724656325489,0.7735713602524951,0.7748803457131416,0.7754382745789338,0.7759934209251069,0.7765457985987092,0.7770954214217761
14,14,12529347.0,0.12842664652023805,7.786546071982152,2.0662730614993254,3.8869506672394425,4.387501576631243,4.885556114988817,4.939346419643424,4.9439043616645835,4.948439572189617,4.952952164252416,4.957442250730427,4.961909943960466,4.966355355387307,4.9707785964617015,4.975179777658838,4.979559009060304,4.983916400011741,4.988252059384037,4.9925660958116325,4.996858616795671,5.001129729805586,5.005379541663248,0.1987983081809788,0.26337229553487973,0.3279758684723188,0.38646355021606654,0.38792317609154825,0.38937552244304036,0.3908206255092972,0.39225852147686946,0.39368924634784425,0.3951128356812839,0.3965293253110277,0.3979387503546222,0.39934114630445117,0.40073654815420817,0.40162801799755593,0.4021845538776948,0.40273831415190997,0.403289312706378,0.40383756324651715,0.40438307949626845
15,15,12530930.0,0.1288124856374754,7.763222602616016,2.063870626492776,3.4439293784699148,3.94373003942962,4.342692826320441,4.34726674826226,4.351817858875688,4.356346271778752,4.3608521001332115,4.3653354569130025,4.36979645389838,4.374235202912993,4.378651814526689,4.383046399261561,4.3874190669268955,4.391769926881279,4.3960990879860935,4.400406658562645,4.404692745798568,4.408957457390918,4.413200899548327,0.25569567593095066,0.32036659317213034,0.38480295725655794,0.4497077287610528,0.4638186598861622,0.46527318618799923,0.4667204585470597,0.4681605128915189,0.46959338520608657,0.47101911152432985,0.47243772730669625,0.4738492680342009,0.47525376907591327,0.47665126542782166,0.4777931194405733,0.4783504907059627,0.4789050821618914,0.4794569078035288,0.4800059812943111,0.4805523164198706
16,16,12531608.0,0.1289284632578658,7.756239194443287,2.088391225533383,3.3217237751192807,3.8212746383541787,4.170853066845608,4.17542470275093,4.179973538546508,4.184499688009943,4.18900326412418,4.193484380003603,4.197943147242186,4.2023796771726545,4.206794081107863,4.211186469366498,4.215556951265256,4.219905636560115,4.224232633908976,4.228538051153452,4.2328219961304905,4.237084575776783,4.241325896922329,0.27141557418823425,0.3361188405773504,0.4004994053679399,0.4654366430421601,0.48587760263800134,0.48733285639711127,0.48878085248654846,0.49022162694727595,0.49165521600148726,0.49308165519301134,0.49450098046595764,0.4959132271787714,0.4973184305764213,0.49871662577860565,0.49994202467199056,0.5004996746937218,0.5010545435487436,0.5016066451325034,0.5021559932131094,0.5027026015280779
17,17,12532258.0,0.13017207410727302,7.682139251894486,1.4177972593999306,1.9173481226348286,2.266926551126258,2.27149818703158,2.276047022827158,2.2805731722905924,2.2850767484048298,2.289557864284252,2.294016631522836,2.298453161453304,2.3028675653885124,2.3072599536471476,2.3116304355459056,2.3159791208407645,2.3203061181896256,2.324611535434101,2.3288954804111404,2.3331580600574324,2.3373993812029785,2.3416195497076644,0.28272824076538644,0.6070252551159625,0.7602337014724959,0.9126780347740605,1.0652398552769249,1.172868381087524,1.2610763733361794,1.3488444529811199,1.4361748045904776,1.5230696237173977,1.6095310647969874,1.6955613065267483,1.7811624921050317,1.8663367578519852,1.9510862324946914,2.035247220806232,2.118326839331524,2.2009921150606453,2.283245118160274,2.3650878998258364
18,18,12533088.0,0.13004197359917796,7.689824849031062,1.5760399818130157,2.0758406427727207,2.4748034296635417,2.4793773516053603,2.4839284622187887,2.4884568751218525,2.4929627034763127,2.497446060256103,2.501907057241481,2.5063458062560935,2.51076241786979,2.515157002604662,2.5195296702699963,2.5238805302243805,2.5282096913291947,2.532517261905746,2.536803349141668,2.541068060734019,2.5453115028914275,2.5495337819549904,0.2900161281748191,0.5952738043381354,0.7484056523562403,0.9008617765637659,1.053347321910257,1.1546022455038227,1.2427661440368023,1.3304903558662082,1.4177770587237135,1.5046284337677505,1.5910466651181534,1.6770339021559946,1.7625922955090167,1.8477239890195474,1.9324311039161661,2.0164670953285304,2.09950518427497,2.1821291326304237,2.2643410254182554,2.3461428982397106
19,19,12533659.0,0.1307722149072715,7.6468843225534116,0.7115815580167012,1.2101343504308724,1.362422124300388,1.3669846264328955,1.3715243738504113,1.3760414806090033,1.3805360589664724,1.3850082219504685,1.38945808104951,1.393885747466038,1.3982913317558607,1.4026749443881137,1.4070366945030404,1.411376691655993,1.4156950440070486,1.4199918594609444,1.424267245332601,1.4285213091251932,1.4327541565695925,1.4369658935174854,0.29894084725278763,0.6070979052126043,0.8173014600678149,0.9700509774227359,1.1225658717374338,1.2557207460186504,1.3441053268073533,1.432049106393609,1.5195542821623544,1.6066230555892185,1.693257587453827,1.7794600482437846,1.865232595461752,1.9505773727506381,2.0354965165382506,2.1199921401621347,2.2034040638553325,2.2862348235670225,2.3686524875080504,2.4506591161526443
20,20,12536861.0,0.13559265160335363,7.375030934016094,0.004608533245625947,0.009134682709060359,0.013638258823297634,0.018119374702719685,0.022578141941303514,0.0270146718717718,0.031429075806980046,0.035821464065615594,0.0401919459643736,0.04454063125923214,0.04886762860809322,0.053173045852569,0.05745699082960799,0.061719570475900286,0.06596089162144629,0.07018106012613211,0.07438018165532938,0.07855836084725863,0.08271570232361433,0.08685231011669378,0.0007318291601785811,0.05390108752427555,0.11991137752659298,0.30013734933121167,0.5556370838807256,0.8799340982313016,1.0331425445878353,1.1855868778893999,1.3381486983922641,1.4457772242028633,1.5339852164515186,1.6217532960964591,1.7090836477058167,1.795978466832737,1.8824399079123264,1.9684701496420876,2.054071335220371,2.139245600967324,2.2239950756100306,2.3081560639215715
21,21,12541941.0,0.13559265160335363,7.375030934016094,0.24396324586825033,0.24848939533168474,0.25299297144592203,0.25747408732534405,0.2619328545639279,0.2663693844943962,0.27078378842960443,0.27517617668823996,0.279546658586998,0.28389534388185655,0.2882223412307176,0.2925277584751934,0.2968117034522324,0.3010742830985247,0.30531560424407067,0.3095357727487565,0.31373489427795376,0.317913073469883,0.3220704149462387,0.3262070227393182,0.05436499341643221,0.10753425178052917,0.17354454178284662,0.35377051358746525,0.6092702481369793,0.9335672624875553,1.0867757088440888,1.2392200421456534,1.3917818626485179,1.4994103884591168,1.5876183807077722,1.6753864603527129,1.7627168119620704,1.8496116310889905,1.9360730721685802,2.022103313898341,2.1077044994766245,2.1928787652235777,2.277628239866284,2.361789228177825
22,22,12547961.0,0.13560621086851396,7.374293504665628,0.2365925397568881,0.2411186892203225,0.2456222653345598,0.25010338121398185,0.2545621484525657,0.258998678383034,0.26341308231824223,0.26780547057687776,0.27217595247563575,0.2765246377704943,0.2808516351193554,0.28515705236383115,0.28944099734087014,0.29370357698716243,0.29794489813270847,0.3021650666373943,0.30636418816659156,0.3105423673585208,0.31469970883487647,0.3188363166279559,0.055364493416486,0.10853375178058297,0.1745440417829004,0.3547700135875191,0.610269748137033,0.9345667624876091,1.0877752088441426,1.2402195421457072,1.3927813626485717,1.5004098884591706,1.588617880707826,1.6763859603527667,1.7637163119621242,1.8506111310890443,1.937072572168634,2.023102813898395,2.1087039994766785,2.1938782652236317,2.278627739866338,2.3627887281778785
