,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WBTC-slippagemap_12,WBTC-slippagemap_13,WBTC-slippagemap_14,WBTC-slippagemap_15,WBTC-slippagemap_16,WBTC-slippagemap_17,WBTC-slippagemap_18,WBTC-slippagemap_19,WBTC-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
10,10,13717788.0,12.276322597985807,0.08145761827439035,1.337213798857708,2.6586836978133146,3.973563054060867,5.281884771550748,6.583681623532854,7.87898594087903,9.16783020683207,10.450246733825255,11.72626746283602,12.995924340690994,14.259249112586708,15.516273313714798,16.767028350955474,18.01154557739141,19.2498561002213,20.48199077605633,21.6957670491664,21.697374881403615,21.69897469492601,21.700566529827398,16.50595057613846,32.707359900144596,48.827967600911016,64.86817794595467,80.82839036949252,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066,89.57255383291066
11,11,13718372.0,12.154177223869,0.08227623981293841,1.3404723706208974,2.668565831438396,3.990035730394003,5.304915086641555,6.613236804131437,7.915033656113542,9.210337973459717,10.49918223941276,11.781598766405942,13.057619495416708,14.327276373271681,15.590601145167396,16.847625346295487,18.098380383536163,19.342897609972095,20.581208132801986,21.813342808637017,23.027119081747088,23.028726913984304,23.0303267275067,16.443868010269124,32.564475711035556,48.6046860560792,64.56489847961706,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519,73.30906194303519
12,12,13718949.0,12.074227774980407,0.08282103159194565,1.3375182168801385,2.6695439420687217,3.995381752382824,5.3146071134240795,6.627253278688409,7.933352755369432,9.232938536452576,10.526042857954456,11.812698104973812,13.092936394652293,14.366789855217137,15.634290230315626,16.89546924995731,18.150358428264195,19.398989145103116,20.64139263310154,21.877599879535637,23.10764179152484,23.904441230728995,23.906046332174334,16.470354617547283,32.53785563060909,48.525222101026294,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296,62.686906984305296
13,13,13719770.0,12.047694997248753,0.08300342930563588,1.3398362974606763,2.672940953880975,4.000237796972138,5.320915064806493,6.635005808297942,7.942542856596542,9.243558809423167,10.538086228093752,11.826157517252575,13.107804816705483,14.383060186589379,15.651955589936899,16.914522601113887,18.1707928634105,19.420797704781492,20.664568489107133,21.902136244998676,23.13353192316591,24.200058950196368,24.201665818027777,16.442054453153908,32.49189176932011,48.461682600901476,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756,59.116860756294756
14,14,13720287.0,12.075435197757905,0.08281275031691397,1.3491936327168732,2.68117037307998,4.006941783822363,5.32610124235633,6.638681773964702,7.944715975660926,9.244236724497437,10.537276443078637,11.823867303318217,13.104041699941783,14.377831456587211,15.645268494315344,16.906384435508425,18.16121087302538,19.409779171876494,20.652120463031014,21.888265896391193,23.118246362196505,23.90279249537173,23.90439751651777,16.32937716433557,32.39768116099412,48.385847738489325,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928,62.70701059125928
15,15,13720797.0,12.122618984460765,0.08249042564827272,1.3382285525223558,2.668049667350415,3.991238491777364,5.307828221444227,6.6178518297638815,7.921341858055048,9.218331120069209,10.508851972124042,11.792936612557476,13.0706171650952,14.341925567292336,15.606893653228253,16.86555295602949,18.117934975716437,19.364071070536507,20.603992270604408,21.837729707583954,23.06531416282384,23.37245920520258,23.374061099706605,16.46530093605534,32.56496635713253,48.584338492847564,64.52381908488539,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209,69.13138023718209
16,16,13721461.0,12.2665059579108,0.08152280718170518,1.3348969715504708,2.656895487544785,3.9723009450852107,5.281146052098727,6.583463600570845,7.879286138975128,9.16864606412019,10.45157560869795,11.728106829853727,12.998271598730563,14.262101775069926,15.519628912782231,16.770884348647257,18.01589945954711,19.25470528994876,20.487332980669024,21.713813150180762,21.80093295606219,21.802533409615737,21.804125881325117,16.532614382972163,32.72754353866963,48.84170579595614,64.87550116819767,80.829331560059,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193,88.30012139687193
17,17,13722159.0,12.389780197848047,0.08071168205015354,1.3310275769572306,2.6464330344976563,3.955278141511173,5.25759568998329,6.5534182283875735,7.8427781535326355,9.125707698110396,10.402238919266173,11.672403688143008,12.936233864482372,14.193761002194677,15.445016438059705,16.690031548959556,17.928837379361205,19.16146507008147,20.387945239593208,20.475065045474636,20.476665499028183,20.478257970737562,20.479842500231634,16.595818335171966,32.87859228046384,49.07352143616131,65.18768369344782,81.22147906568935,97.1753094575507,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362,104.64609929436362
18,18,13722736.0,12.33662117470899,0.08105947210651779,1.3288107177786264,2.647047124546384,3.9587092006557376,5.263829544305008,6.562441029737771,7.854575877685971,9.1402665519802,10.419545145408671,11.69244357152828,12.958993739974801,14.219227351004038,15.473175707818191,16.720870343008624,17.96234245535011,19.197622911366295,20.426742755389917,21.039806967739192,21.041410865727382,21.043006764740873,21.044594704532564,16.6202907643074,32.861438568425456,49.02158914321848,65.10114388326346,81.10050615458506,97.0200744074299,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553,97.65520244398553
19,19,13723326.0,12.3972159246816,0.08066327198585783,1.3245493565831588,2.6395602179527495,3.9480127124329476,5.249939645371159,6.545373576559988,7.834346716766203,9.116891507217158,10.393039820937254,11.66282363464637,12.926274722115156,14.18342464582821,15.434304838741474,16.678946502988893,17.917380777366393,19.149638719377435,20.375750952266287,20.389573095911647,20.391173069405315,20.39276506344714,20.394349117769636,16.67616470656899,32.96511428314701,49.16490362549001,65.28389934507958,81.32250599287917,97.28112328972313,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092,105.70689461183092
