,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
10,10,13730946.0,0.00021947297869771547,4556.369562821307,15.0074898182344,29.868883302485543,44.656158796059316,59.36968646496343,74.00983357955761,88.57696570620044,103.07144840949668,117.49364275084022,128.83308740045544,131.99592797427275,135.14299460673962,138.27436589017304,141.3901202159765,144.49033548737907,147.57508909840362,150.64445827151246,153.6985195456503,156.73734946276002,159.76102394378273,162.76961850263908,0.00332803328170988,0.006589707587090216,0.009835115052675395,0.013064336647653491,0.016277453439025324,0.019474545339023694,0.02265569260654284,0.025820974588668305,0.02897047046074889,0.032104258887143036,0.03522241830481567,0.03832502657969836,0.041412161292148496,0.04448389971008313,0.04754031843867604,0.05058149403309873,0.05360750248875666,0.056618419371740815,0.059614319953511324,0.0625952791843865
11,11,13733428.0,0.0002203305516169786,4538.635212688953,14.968094725593058,29.80053817243681,44.5590080739517,59.24387336406191,73.85550132383837,88.39425681546379,102.86050402587243,117.25460384522285,124.22429773067785,127.38097715778527,130.52191327117248,133.64718469989637,136.7568694779094,139.85104551792384,142.92979008377458,145.99318001796024,149.04129206600308,152.07420236903067,155.09198667847346,158.09472044088758,0.0033367678850628624,0.006604808300487013,0.009856550039690859,0.013092074631471641,0.01631146264872836,0.019514794741984157,0.022702151001782248,0.02587361092423823,0.029029254001240172,0.03216915891459054,0.03529340444306519,0.03840206833399222,0.041495228692967456,0.044572962370153485,0.04763534668118562,0.05068245810409684,0.05371437272692436,0.05673116621857787,0.059732914292149844,0.0627196918609613
12,12,13737360.0,0.00023708654928134904,4217.868972454049,14.51168675768809,17.790548161133,20.942023595278055,24.07778168964676,27.197900931382257,30.302459327865147,33.39153438500674,36.46520344575132,39.523543175422375,42.5666302506065,45.59454061790781,48.60734994168413,51.605133569818264,54.587966393004955,57.55592303869809,60.50907773025411,63.44750415816573,66.37127587649775,69.280465955819,72.1751471647902,0.003441830032961381,0.00683185984966562,0.010204982609619885,0.013561282663782205,0.016900844091167693,0.020223750076791915,0.023530083912502484,0.026819928078789333,0.030093364957017785,0.03335047635159742,0.03659134360689997,0.03981604772801559,0.04302466935168706,0.046217288871093436,0.04939398578811063,0.052554839763218016,0.0556999295012808,0.05882933396866371,0.061943131270758504,0.06504139908813225
13,13,13744273.0,0.00023832254835129277,4195.994071555401,8.667941489765528,11.826989066671969,14.970281772927779,18.097897866380492,21.209915782252132,24.306413208940835,27.38746744671047,30.453155735377944,33.503554619159786,36.53874028659547,39.558788654532826,42.56377522130584,45.553775152313015,48.52886314145295,51.48911349794096,54.43460022556226,57.365397094761924,60.281577300169694,63.18321375071153,66.07037883969832,0.003479953913697371,0.006878808822014932,0.01026071270325604,0.013625750120826863,0.01697400523488423,0.020305561622738073,0.02362050268943042,0.026918911193529384,0.03020086966079213,0.03346646005528465,0.03671576404799639,0.03994886298878387,0.04316583757093376,0.04636676810238087,0.04955173478542678,0.05272081722672689,0.055874094558522,0.059011645721086844,0.06213354896379324,0.06523988244311067
14,14,13757080.0,0.00022572731864885822,4430.123947715879,14.846180525372771,29.50024162805527,44.08121893958633,58.58947674756186,73.02537798386942,86.49676451385675,89.66261107246173,92.81266862021097,95.94701603336905,99.06573160680117,102.16889340802308,105.25657875302706,108.32886503957114,111.38582898043819,114.42754694469683,117.45409515536709,120.46554897102654,123.46198400023191,126.44347493885564,129.4100964409973,0.0033642708419628618,0.006672092774157157,0.00996341761437101,0.013238327783921457,0.016496905130115192,0.019739231043146493,0.02296538657684732,0.026175452265995793,0.02936950871062597,0.03254763547062395,0.0357099119553461,0.03885641739970839,0.04198723020938534,0.0451024290285778,0.048202091293650814,0.05128629478259545,0.054355116639396184,0.057408633338455216,0.06044692129781017,0.06347005653197413
15,15,13760311.0,0.00023234568198114805,4303.931932254018,14.632877796431657,29.076720959832965,43.4485286726192,46.95090335933855,50.10269384979035,53.23876553975154,56.35919685575625,59.4640656260052,62.5534496736863,65.6274260443716,68.68607171258417,71.72946306762007,74.75767612905543,77.77078674353567,80.76887009914489,83.75200126451634,86.72025471303084,89.67370473578795,92.61242498365988,95.53648907725614,0.003413311311198407,0.006769275812372562,0.01010850313301996,0.013431076959102783,0.016737080197691524,0.020026595386178944,0.02329970496356309,0.02655649064108265,0.029797033819852135,0.03302141556240459,0.03622971640985167,0.03942201665737956,0.04259839601705585,0.0457589337389921,0.048903709207120616,0.05203280066113637,0.055146286573861364,0.058244244681761786,0.06132675242678655,0.06439388692930983
16,16,13764490.0,0.00023234568198114805,4303.931932254018,236.34886848520404,250.79271164860535,265.16451936139157,268.6668940481109,271.8186845385627,274.95475622852393,278.07518754452866,281.1800563147776,284.2694403624587,287.343416733144,290.40206240135655,293.44545375639245,296.4736668178278,299.48677743230803,302.4848607879173,305.46799195328873,308.4362454018032,311.38969542456033,314.32841567243224,317.2524797660285,0.032395917082695486,0.035751881583869646,0.039091108904517044,0.042413682730599866,0.04571968596918861,0.04900920115767603,0.05228231073506017,0.05553909641257973,0.058779639591349214,0.06200402133390166,0.06521232218134874,0.06840462242887664,0.07158100178855294,0.07474153951048917,0.0778863149786177,0.08101540643263345,0.08412889234535845,0.08722685045325887,0.09030935819828363,0.09337649270080692
17,17,13765066.0,0.00023453991843705617,4263.66652919414,14.487976348937849,28.86409567675712,33.037145078089516,36.189881208081175,39.32689388529492,42.448261365976435,45.5540616904773,48.644372642459416,51.71927135249411,54.778834642908876,57.8231391106081,60.852260745092224,63.8662753678301,66.86525825684244,69.84928445936653,72.81842843139283,75.77276455679966,78.71236657648042,81.63730799316149,84.54766193414726,0.06612740987533784,0.08559920487698795,0.08895416284753273,0.09229238872132693,0.09561396591655079,0.09891897751344167,0.10220750607466512,0.10547963391293723,0.1087354427607336,0.11197501403950366,0.11519842867813092,0.11840576723382483,0.12159710986231007,0.12477253644274257,0.1279321262381954,0.13107595848771897,0.13420411143937833,0.13731666357341585,0.1404136924731544,0.14349527558315392
18,18,13766033.0,0.00023218310504104006,4306.945588582954,284.13722269990427,298.586122009964,312.96295996691646,317.2478081267116,320.40070199724113,323.5378714237114,326.65939495609484,329.76535066544665,332.8558161220492,335.9308684951923,338.99058476202913,342.0350414336945,345.0643146479401,348.078479915915,351.07761277857685,354.06178809421635,357.03108057196147,359.98556441037306,362.9253133852087,365.85040103255807,0.021295715543183418,0.02465050576838512,0.027988564769603035,0.03130997584647875,0.034614822256668905,0.03790318644352714,0.04117515059782868,0.044430796782047796,0.04767020599254809,0.05089345948965854,0.05410063755316781,0.05729182067398075,0.06046708860683198,0.06362652048761809,0.06677019542545187,0.06989819200878752,0.07301058843086318,0.07610746261921347,0.07918889172889523,0.08225495290795501
19,19,13767510.0,0.00023021801038447878,4343.708810313911,199.62254946234927,368.06059398426333,382.4986609373828,396.3068544223705,399.47317594013543,402.6237060269311,405.7585236655693,408.87770700315724,411.98133421560954,415.0694827224,418.14222990110915,421.1996523293596,424.24182659780956,427.2688287975827,430.2807345013269,433.27761885686476,436.2595571088089,439.22662357034204,442.1788923776082,445.11643755320176,0.0033963257045163766,0.006736888997884744,0.010060792047704109,0.013368117823600081,0.016658949078536874,0.019933368021101863,0.02319145673515703,0.026433296242780093,0.029658967986358004,0.03286855228149327,0.036062129658504985,0.03923977960540334,0.04240158192572505,0.04554761547176131,0.04867795873094281,0.05179269027192463,0.05489188777161597,0.05797562861289606,0.06104399017916311,0.06409704886518683
20,20,13770215.0,0.00023021801038447878,4343.708810313911,1438.3417931392726,1606.7798376611865,1621.217904614306,1635.0260980992937,1638.1924196170587,1641.3429497038542,1644.4777673424926,1647.5969506800805,1650.7005778925327,1653.7887263993232,1656.8614735780322,1659.9188960062827,1662.9610702747327,1665.988072474506,1668.99997817825,1671.9968625337879,1674.9788007857321,1677.9458672472654,1680.8981360545313,1683.835681230125,0.2969532511282573,0.30029381442162567,0.30361771747144506,0.30692504324734105,0.31021587450227783,0.3134902934448428,0.31674838215889795,0.319990221666521,0.32321589341009893,0.3264254777052342,0.3296190550822459,0.33279670502914427,0.335958507349466,0.33910454089550224,0.3422348841546837,0.3453496156956656,0.3484488131953569,0.351532554036637,0.354600915602904,0.35765397428892776
21,21,13771006.0,0.0002320902550126913,4308.66862525235,317.61055479259323,332.06234392271455,346.4420577251736,351.17415619871883,354.3276805330852,357.46547748725493,360.5876253651267,363.69420225457577,366.7852858651794,369.8609532601264,372.92128155449234,375.96634715903144,378.9962261190204,382.0109943111174,385.0107270676458,387.995499270856,390.96538565454966,393.92046033632164,396.8607973312218,399.7864699907594,0.5660890981516666,0.5694432175841525,0.5727806089920978,0.5761013559393022,0.5794055415041048,0.582693248095986,0.5859645580211027,0.58921955300406,0.5924583144571749,0.5956809234519629,0.5988874602284278,0.6020780052361163,0.6052526380312095,0.608411438170887,0.6115544845653391,0.614681855599171,0.6177936297324431,0.6208898845266749,0.6239706974031655,0.627036145458905
22,22,13771755.0,0.00023411814737989484,4271.347655836936,14.47378999359658,28.862853504395357,35.04913432404624,38.20470901687919,41.344546099681104,44.468723950522225,47.57732073410035,50.670413995645724,53.74808112924728,56.810399214704404,59.85744463545201,62.889293646760734,65.90602187834779,68.90770499224683,71.89441785878319,74.86623520728814,77.82323126334046,80.76547994104365,83.69305491528792,86.60602917918581,0.08223070566022929,0.6381638602221252,0.6415158002106056,0.644851023267584,0.6481696124511895,0.6514716510679105,0.6547572214565054,0.6580264058482044,0.6612792858880882,0.6645159430568925,0.667736458033453,0.6709409114238025,0.6741293832747189,0.6773019533503234,0.680458701104735,0.683599705182899,0.6867250443273467,0.6898347964088372,0.6929290393412474,0.6960078505822097
23,23,13772846.0,0.0002353857414209131,4248.345689774877,14.51942701415573,25.858871663770948,29.021712237588243,32.16877887005512,35.30015015348854,38.415904479292024,41.516119750694564,44.600873361719124,47.670242534827956,50.72430380896581,53.76313372607553,56.78680820709823,59.79540276595456,62.78899259478615,65.76765264155034,68.73145725228405,71.68048058276955,74.61479635089242,77.53447791734122,80.43959815761403,0.0034399591363405554,0.08559795314704738,0.08895895517348923,0.09230319491096108,0.09563075605103839,0.09894172181203569,0.1022361747561939,0.10551419735422214,0.10877587165960247,0.11202127912518765,0.11525050072016575,0.11846361751153758,0.12166070941153595,0.12484185667905509,0.12800713866118055,0.13115663453326115,0.1342904229596553,0.13740858237732792,0.14051119065221063,0.14359832536466074
