,index,blocknum,p0vs1,p1vs0,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
231,231,12759474.0,0.008278774730201473,120.79082141852939,112.96697494747113,270.4976359760643,1803.0216091323382,3320.297473590241,4822.4769313790575,6201.199733074451,7577.581150961429,8940.268034963367,10314.260105162446,11588.48113928132,12850.486360686913,2.0578167087652606,2.181136789995748,2.2968101623908352,2.4020998630293753,2.506341966058558,2.6095468936745476,2.7117249672162527,2.812886401660779,2.913041313357142,3.012100498898299
232,232,12760104.0,0.00824902620804075,121.22643022096943,142.1952758945751,299.72593692316826,1832.2499100794423,3349.525774537345,4851.705232326161,6230.428034021555,7606.8094519085325,8969.496335910471,10343.488406109549,11617.709440228426,12879.714661634016,1.8162656115594482,1.9395856927899353,2.0552590651850227,2.1605487658235623,2.2647908688527454,2.367995796468735,2.47017387001044,2.5713353044549665,2.671490216151329,2.770549401692486
233,233,12761038.0,0.00821856272641272,121.67577632354278,49.84337047504917,790.257039160458,1523.3038381463848,1773.6086065518978,2021.422924965619,2266.771570645178,2401.1686016874023,2545.6048920941084,2688.604089811609,2855.043969908594,2933.7275497780124,9.973763153945974,10.089436526341062,10.1947262269796,10.298968330008785,10.402173257624774,10.504351331166479,10.605512765611005,10.705667677307368,10.804726862848526,10.90280044180118
234,234,12762810.0,0.008205424196592606,121.87060364475259,104.32755638850283,878.9623957513139,1645.8898761503217,1896.1946445558347,2144.008962969556,2389.357608649115,2523.754639691339,2668.190930098045,2811.1901278155456,2977.630007912531,3056.313587781949,10.086882810827849,10.202556183222937,10.307845883861477,10.41208798689066,10.515292914506649,10.617470988048353,10.71863242249288,10.818787334189242,10.9178465197304,11.015920098683054
235,235,12763569.0,0.008252326313498535,121.17795176909996,675.3370004981892,1442.264480897197,1692.56924930271,1940.3835677164311,2185.73221339599,2320.1292444382143,2464.5655348449204,2607.564732562421,2774.004612659406,2852.6881925288244,2931.051182101993,12.578469426320964,12.701789507551451,12.817462879946538,12.922752580585078,13.02699468361426,13.130199611230251,13.232377684771956,13.333539119216482,13.433694030912845,13.532753216454003
236,236,12765045.0,0.008282086736853152,120.74251716662874,534.8255492266343,1300.9047103888638,1550.3696000541202,1797.3523962443826,2041.8777930790648,2175.4597663239538,2319.0891084975497,2461.2893868464525,2626.9382965629766,2704.838775939683,2782.4264566242446,13.719049456119883,13.83545588879498,13.944284401199308,14.042797345932057,14.140330119529672,14.236892473385012,14.332494064525145,14.427144450461103,14.520853096423817,14.613530154460111
237,237,12766445.0,0.00828043056793526,120.76666687748724,541.436754787792,1307.5159159500215,1556.9808056152779,1803.9636018055403,2048.4889986402222,2182.0709718851117,2325.7003140587076,2467.9005924076105,2633.549502124134,2711.4499815008407,2789.0376621854025,13.6642965391703,13.780702971845397,13.889531484249725,13.988044428982473,14.085577202580088,14.182139556435427,14.277741147575561,14.37239153351152,14.466100179474234,14.558777237510528
238,238,12767289.0,0.008263060776881362,121.02053064862234,622.1594014758116,1387.4429339691508,1636.1201112082717,1882.3230324515555,2126.076313844057,2258.8938539342466,2401.7663688183766,2543.2173500557315,2708.124417923509,2785.2904365269455,2862.150964092401,12.97671396782286,13.086636170553824,13.19546468295815,13.2939776276909,13.391510401288516,13.488072755143854,13.583674346283987,13.678324732219945,13.772033378182659,13.864710436218955
239,239,12769685.0,0.008256453301970442,121.11738096566782,653.7177544760833,1419.0012869694226,1667.6784642085433,1913.881385451827,2157.634666844329,2290.4522069345185,2433.324721818648,2574.7757030560033,2739.6827709237805,2816.8487895272174,2893.7093170926723,12.71602891624329,12.825951118974253,12.93477963137858,13.033292576111329,13.130825349708944,13.227387703564283,13.322989294704417,13.417639680640375,13.51134832660309,13.604025384639383
240,240,12770303.0,0.008256453301970442,121.11738096566782,653.7177544760833,1419.0012869694226,1667.6784642085433,1913.881385451827,2157.634666844329,2290.4522069345185,2433.324721818648,2574.7757030560033,2739.6827709237805,2816.8487895272174,2893.7093170926723,12.71602891624329,12.825951118974253,12.93477963137858,13.033292576111329,13.130825349708944,13.227387703564283,13.322989294704417,13.417639680640375,13.51134832660309,13.604025384639383
241,241,12770973.0,0.008311123373097869,120.32067809712495,397.9615389582838,1163.245071451623,1411.9222486907438,1658.1251699340276,1901.8784513265293,2034.695991416719,2177.5685063008486,2319.019487538204,2483.926555405981,2561.092574009418,2637.953101574873,14.83480745271181,14.944729655442773,15.0535581678471,15.152071112579849,15.249603886177464,15.346166240032803,15.441767831172937,15.536418217108896,15.63012686307161,15.722803921107904
242,242,12771634.0,0.00836113750503253,119.60095135358132,168.35707199069952,933.6406044840387,1182.3177817231597,1428.5207029664432,1672.273984358945,1805.0915244491346,1947.9640393332643,2089.4150205706196,2254.322088438397,2331.4881070418337,2408.3486346072887,16.748912095604528,16.85883429833549,16.967662810739817,17.066175755472567,17.163708529070185,17.26027088292552,17.355872474065656,17.450522860001612,17.544231505964326,17.636908564000624
243,243,12774942.0,0.008574504637140467,116.62481301467842,237.70453056407732,483.907451807361,727.6607331998628,860.4782732900522,1003.350788174182,1144.8017694115372,1309.7088372793146,1386.8748558827513,1463.7353834482064,1515.7024882640917,1567.6888264956392,8.6514850690061,15.014395480603513,20.384317373273216,20.49423957600418,20.603068088408506,20.701581033141256,20.799113806738873,20.89567616059421,20.991277751734344,21.0859281376703
244,244,12777731.0,0.008684089759556913,115.15311652548175,79.4565935438351,325.6595147871188,569.4127961796205,702.23033626981,845.1028511539398,986.553832391295,1151.4609002590723,1228.626918862509,1305.4874464279642,1357.4545512438494,1409.440889475397,10.017139474019062,16.380049885616476,21.74997177828618,21.859893981017144,21.96872249342147,22.06723543815422,22.164768211751834,22.261330565607174,22.356932156747305,22.451582542683266
245,245,12782415.0,0.008718022138159674,114.7049163390969,31.255311209295236,277.45823245257895,521.2115138450806,654.0290539352702,796.9015688193999,938.3525500567551,1103.2596179245324,1180.4256365279691,1257.2861640934243,1309.2532689093096,1361.239607140857,10.43657494349055,16.799485355087963,22.16940724775767,22.27932945048863,22.388157962892958,22.486670907625705,22.584203681223322,22.680766035078662,22.776367626218793,22.871018012154753
246,246,12783249.0,0.008645965605433749,115.6608811133285,135.2053112037003,381.408232446984,625.1615138394857,757.9790539296753,900.851568813805,1042.3025500511603,1207.2096179189375,1284.3756365223742,1361.2361640878294,1413.2032689037146,1465.1896071352621,9.534054934248127,15.89696534584554,21.266887238515245,21.376809441246206,21.485637953650535,21.58415089838328,21.6816836719809,21.778246025836236,21.87384761697637,21.96849800291233
247,247,12785391.0,0.00851810205985323,117.39704372798163,220.56248962365456,374.8981813824371,527.6982838485252,678.9780744583838,720.2422037199581,772.4722349116482,824.1825947951705,900.2419313334115,977.4079499368482,1054.2684775023033,1106.2355823181886,17.39696482777775,22.766886720447456,22.876808923178416,22.985637435582746,23.084150380315492,23.18168315391311,23.27824550776845,23.37384709890858,23.46849748484454,23.562206130807255
248,248,12786266.0,0.008545402278511409,117.02199234255335,95.24593051200414,249.58162227078665,402.3817247368748,553.6615153467335,594.9256446083076,647.1556757999978,698.8660356835201,774.925372221761,852.0913908251978,928.9519183906528,980.9190232065381,18.466194847751204,23.836116740420906,23.94603894315187,24.0548674555562,24.153380400288945,24.250913173886563,24.3474755277419,24.443077118882034,24.53772750481799,24.631436150780708
249,249,12787674.0,0.008704955560653413,114.87709420597407,30.914189748402915,183.71429221449108,334.99408282434973,376.2582120859239,428.48824327761406,480.19860316113636,556.2579396993773,633.4239583028141,710.2844858682691,762.2515906841544,814.2379289157019,8.815062508132291,15.177972919729706,20.54789481239941,20.657817015130373,20.7666455275347,20.86515847226745,20.962691245865063,21.059253599720403,21.154855190860534,21.249505576796494
250,250,12790111.0,0.008621791969283461,115.98516915771837,105.5106897443879,258.31079221047605,409.5905828203347,450.8547120819089,503.08474327359903,554.7951031571214,630.8544396953623,708.020458298799,784.8809858642542,836.8480906801394,888.8344289116869,8.168785652797036,14.531696064394449,19.901617957064154,20.011540159795114,20.120368672199444,20.21888161693219,20.316414390529808,20.412976744385148,20.50857833552528,20.60322872146124
251,251,12797145.0,0.008621791969283461,115.98516915771837,105.5106897443879,258.31079221047605,409.5905828203347,450.8547120819089,503.08474327359903,554.7951031571214,630.8544396953623,708.020458298799,784.8809858642542,836.8480906801394,888.8344289116869,3.335597854945013,4.913409057207324,5.545841952209772,5.6557641549407345,5.764592667345061,5.863105612077811,5.960638385675426,6.057200739530765,6.152802330670899,6.2474527166068565
252,252,12802194.0,0.008601985624082709,116.25222869477153,123.17476474343717,275.9748672095253,427.25465781938397,468.51878708095813,520.7488182726484,572.4591781561707,648.5185146944116,725.6845332978482,802.5450608633034,854.5121656791887,906.4985039107362,3.183474813767758,4.761286016030069,5.393718911032518,5.50364111376348,5.612469626167807,5.710982570900556,5.808515344498172,5.9050776983535105,6.000679289493644,6.095329675429602
253,253,12808224.0,0.008584799703764912,116.48495416397944,138.25399807442554,291.05410054051373,442.3338911503724,483.59802041194655,535.8280516036367,587.538411487159,663.5977480253999,740.7637666288366,817.6242941942918,869.591399010177,921.5777372417245,3.053886842290789,4.6316980445531,5.264130939555548,5.3740531422865105,5.482881654690837,5.581394599423587,5.678927373021202,5.775489726876541,5.871091318016675,5.965741703952633
254,254,12816270.0,0.00860886962161972,116.15926874867164,117.13399807556229,269.9341005416504,421.2138911515091,462.4780204130833,514.7080516047735,566.4184114882958,642.4777480265367,719.6437666299734,796.5042941954285,848.4713990113138,900.4577372428613,3.2354588295525897,4.8132700318149,5.445702926817349,5.555625129548312,5.664453641952639,5.762966586685387,5.860499360283003,5.957061714138342,6.052663305278475,6.147313691214433
255,255,12817680.0,0.008735474756620823,114.475747210199,4.217861015694322,157.0179634817825,308.29775409164114,349.5618833532153,401.79191454490547,453.50227442842777,529.5616109666687,606.7276295701055,683.5881571355606,735.5552619514458,787.5416001829933,4.2146870534137415,5.792498255676052,6.424931150678501,6.5348533534094635,6.64368186581379,6.74219481054654,6.839727584144155,6.936289937999494,7.031891529139627,7.126541915075585
256,256,12821700.0,0.008713664434488844,114.7622802689052,23.15656101467498,175.95666348076313,327.2364540906218,368.500583352196,420.73061454388613,472.44097442740843,548.5003109656494,625.6663295690861,702.5268571345412,754.4939619504265,806.480300181974,4.049443844504293,5.627255046766605,6.2596879417690525,6.369610144500015,6.478438656904342,6.5769516016370915,6.674484375234707,6.771046729090045,6.86664832023018,6.961298706166137
257,257,12823630.0,0.00867888112887383,115.22222567066774,54.432754547609356,207.2328570136975,358.5126476235562,399.77677688513035,452.0068080768205,503.7171679603428,579.7765044985838,656.9425231020205,733.8030506674755,785.7701554833609,837.7564937149084,3.777443153062737,5.355254355325048,5.987687250327496,6.097609453058459,6.2064379654627855,6.304950910195535,6.40248368379315,6.499046037648489,6.594647628788623,6.689298014724581
258,258,12824497.0,0.008669340085212323,115.34903351014506,62.90953054715311,215.70963301324127,366.9894236230999,408.2535528846741,460.48358407636425,512.1939439598866,588.2532804981275,665.4192991015642,742.2798266670193,794.2469314829046,846.2332697144521,3.7039129482241306,5.281724150486442,5.914157045488889,6.024079248219852,6.132907760624179,6.231420705356928,6.328953478954544,6.425515832809882,6.521117423950017,6.615767809885974
259,259,12825065.0,0.008658943636040878,115.48752850610184,71.82154715105719,224.62164961714535,375.901440227004,417.16556948857817,469.39560068026833,521.1059605637906,597.1652971020316,674.3313157054683,751.1918432709234,803.1589480868087,855.1452863183562,3.62669445461554,5.20450565687785,5.836938551880299,5.9468607546112615,6.055689267015588,6.154202211748338,6.251734985345953,6.348297339201292,6.443898930341426,6.538549316277384
260,260,12827287.0,0.008588234138768738,116.43837182848,135.4370758860652,288.23717835215336,439.516968962012,480.7810982235862,533.0111294152764,584.7214892987987,660.7808258370396,737.9468444404763,814.8073720059314,866.7744768218167,918.7608150533642,3.0780757582755562,4.655886960537867,5.2883198555403155,5.398242058271278,5.507070570675605,5.605583515408354,5.70311628900597,5.799678642861308,5.895280234001442,5.989930619937399
261,261,12828421.0,0.008583083001333813,116.50825231966179,213.87435123004462,447.2834126414112,678.3701289909094,719.6342582524835,771.8642894441737,823.574649327696,899.6339858659369,976.8000044693737,1053.6605320348287,1105.627636850714,1157.6139750822615,4.491797301679602,6.7533661678876005,7.385799062890049,7.495721265621012,7.604549778025339,7.703062722758088,7.800595496355704,7.897157850211042,7.9927594413511756,8.087409827287134
262,262,12830773.0,0.008451077500328417,118.32810667765608,185.62807500472573,421.38281845253385,654.7918798639004,885.8785962133986,927.1427254749727,979.3727566666629,1031.0831165501852,1107.1424530884262,1184.308471691863,1261.168999257318,1313.1361040732033,5.273556130394883,5.90598902539733,6.015911228128293,6.12473974053262,6.223252685265369,6.320785458862985,6.417347812718323,6.512949403858458,6.607599789794415,6.70130843575713
263,263,12832539.0,0.008382903657993967,119.29040828787247,23.382394257642023,295.38707434147,531.1418177892781,764.5508792006447,995.6375955501428,1036.901724811717,1089.1317560034072,1140.8421158869294,1216.9014524251704,1294.067471028607,1370.9279985940623,4.982100938975627,5.09202314170659,5.200851654110917,5.299364598843666,5.396897372441281,5.49345972629662,5.589061317436754,5.683711703372712,5.777420349335427,5.870097407371721
264,264,12834520.0,0.008281258610992054,120.7545914183454,191.6912931568953,463.6959732407233,699.4507166885314,932.859778099898,1163.9464944493961,1205.2106237109704,1257.4406549026605,1309.1510147861827,1385.2103513244238,1462.3763699278604,1539.2368974933156,3.5796833401681285,3.6896055428990913,3.798434055303418,3.896947000036167,3.994479773633783,4.091042127489121,4.186643718629256,4.281294104565212,4.375002750527927,4.467679808564222
265,265,12837439.0,0.008216097650626386,121.7122827068348,7.254730093003001,281.99296421267,553.9976442964979,789.752387744306,1023.1614491556726,1254.2481655051708,1295.512294766745,1347.7423259584352,1399.4526858419574,1475.5120223801985,1552.6780409836351,1.3214803098824834,1.4303088222868106,1.5288217670195596,1.6263545406171753,1.7229168944725137,1.8185184856126477,1.9131688715486053,2.00687751751132,2.0995545755476144,2.191309527082583
266,266,12839664.0,0.008216097650626386,121.7122827068348,7.254730093003001,198.92922206220223,388.6966165982077,543.0323083569903,695.8324108230784,847.112201432937,888.3763306945112,940.6063618862014,992.3167217697237,1068.3760583079647,1145.5420769114014,1.3214803098824834,1.4303088222868106,1.5288217670195596,1.6263545406171753,1.7229168944725137,1.8185184856126477,1.9131688715486053,2.00687751751132,2.0995545755476144,2.191309527082583
267,267,12841168.0,0.008203783357883196,121.89497898418757,13.136119941574544,204.8106119107738,394.5780064467793,548.9136982055618,701.7138006716499,852.9935912815085,894.2577205430828,946.4877517347729,998.1981116182952,1074.2574481565362,1151.4234667599728,1.2731926624371779,1.382021174841505,1.4805341195742538,1.5780668931718698,1.6746292470272082,1.7702308381673422,1.8648812241032997,1.9585898700660145,2.051266928102309,2.143021879637277
268,268,12846903.0,0.008189849470017841,122.10236630854969,19.819038305089602,211.49353027428884,401.26092481029434,555.5966165690768,708.396719035165,859.6765096450237,900.9406389065979,953.170670098288,1004.8810299818103,1080.9403665200512,1158.106385123488,1.2184124360241735,1.3272409484285006,1.4257538931612497,1.5232866667588654,1.6198490206142038,1.7154506117543378,1.8101009976902953,1.90380964365301,1.9964867016893044,2.088241653224273
269,269,12847668.0,0.008088927392569835,123.62578515892724,68.53094755965992,260.2054395288592,449.9728340648646,604.3085258236472,757.1086282897353,908.388418899594,949.6525481611682,1001.8825793528583,1053.5929392363805,1129.6522757746216,1206.8182943780582,0.8219296894504344,0.9307582018547614,1.0292711465875104,1.126803920185126,1.2233662740404647,1.3189678651805987,1.413618251116556,1.5073268970792708,1.6000039551155651,1.6917589066505336
270,270,12852296.0,0.008114852121456108,123.23083465143449,55.75073044484922,247.42522241404845,437.19261695005395,591.5283087088364,744.3284111749247,895.6082017847833,936.8723310463574,989.1023622380476,1040.81272212157,1116.8720586598108,1194.0380772632475,0.9254763777069459,1.0343048901112728,1.1328178348440219,1.2303506084416376,1.3269129622969762,1.4225145534371102,1.5171649393730675,1.6108735853357823,1.7035506433720768,1.795305594907045
271,271,12858577.0,0.00808407573435617,123.69997917636306,70.64167685299093,262.31616882219015,452.08356335819565,606.4192551169782,759.2193575830663,910.499148192925,951.7632774544992,1003.9933086461893,1055.7036685297116,1131.7630050679525,1208.9290236713894,0.8048606924023736,0.9136892048067006,1.0122021495394495,1.1097349231370652,1.2062972769924039,1.3018988681325376,1.3965492540684952,1.49025790003121,1.5829349580675043,1.6746899096024728
272,272,12860347.0,0.008069538212592825,123.92282850082567,77.86821148330198,269.5427034525012,459.3100979885067,613.6457897472892,766.4458922133774,917.7256828232361,958.9898120848102,1011.2198432765003,1062.9302031600228,1138.9895396982636,1216.1555583017002,0.7464905897932074,0.8553191021975344,0.9538320469302835,1.0513648205278991,1.1479271743832375,1.2435287655233715,1.338179151459329,1.4318877974220439,1.5245648554583382,1.6163198069933065
273,273,12861168.0,0.007618649573944567,131.25685730709472,11.206680517966289,25.244781122018086,39.143207138286414,117.52391839929301,309.19841036849226,498.9658049044977,653.3014966632802,806.1015991293684,957.3813897392271,998.6455190008012,1050.8755501924913,0.2094186166601425,0.305980970515481,0.40158256165561496,0.49623294759157244,0.5899415935542872,0.6826186515905815,0.7743736031255499,0.8332297944694237,0.8915003864119396,0.9491912049825569
274,274,12861736.0,0.00770599473341257,129.7690998495082,3.825284600851273,17.86338520490307,31.7618112211714,110.142522482178,301.81701445137725,491.5844089873827,645.9201007461652,798.7202032122534,949.9999938221121,991.2641230836862,1043.4941542753763,0.26598134951516395,0.36254370337050246,0.45814529451063635,0.5527956804465939,0.6465043264093087,0.739181384445603,0.8309363359805714,0.8897925273244451,0.9480631192669611,1.0057539378375784
275,275,12863367.0,0.007753142598731354,128.9799571290782,13.915036927400031,27.81346294366836,106.19417420467495,297.8686661738742,487.6360607098797,641.9717524686622,794.7718549347503,946.051645544609,987.3157748061832,1039.5458059978735,1091.2561658813956,0.2082955751882936,0.3058283487859093,0.4023907026412479,0.49799229378138177,0.5926426797173393,0.6863513256800541,0.7790283837163484,0.8707833352513167,0.9296395265951904,0.9879101185377065
276,276,12869322.0,0.007753142598731354,128.9799571290782,13.915036927400031,27.81346294366836,106.19417420467495,297.8686661738742,487.6360607098797,641.9717524686622,794.7718549347503,946.051645544609,987.3157748061832,1028.169339188144,1068.6164242944603,0.2082955751882936,0.3058283487859093,0.4023907026412479,0.49799229378138177,0.5926426797173393,0.6863513256800541,0.7790283837163484,0.8707833352513167,0.9296395265951904,0.9879101185377065
277,277,12874580.0,0.007712161687309415,129.66533127093652,3.311270042301297,17.349370646353098,31.247796662621425,109.62850792362802,301.30299989282724,491.07039442883274,645.4060861876153,798.2061886537034,949.4859792635621,990.7501085251363,1031.6036729070972,0.26994422572762883,0.36650657958296734,0.46210817072310123,0.5567585566590588,0.6504672026217735,0.7431442606580679,0.8348992121930362,0.89375540353691,0.9520259954794259,1.0097168140500432
278,278,12878051.0,0.007753917912991227,128.96706042303592,13.84857922954497,27.7470052458133,106.1277165068199,297.80220847601913,487.56960301202463,641.9052947708071,794.7053972368952,945.9851878467539,987.2493171083281,1028.102881490289,1068.5499665966054,0.20881089383807547,0.3063436674356912,0.4029060212910297,0.4985076124311636,0.5931579983671211,0.6868666443298359,0.7795437023661302,0.8712986539010986,0.9301548452449724,0.9884254371874883
279,279,12879674.0,0.007842813876775706,127.50525713242023,5.8391460989871575,19.737572115255485,98.11828337626207,289.79277534546134,479.5601698814668,633.8958616402493,786.6959641063374,937.9757547161961,979.2398839777703,1020.0934483597312,1060.5405334660475,0.2712742849363626,0.3688070585339783,0.46536941238931684,0.5609710035294507,0.6556213894654083,0.749330035428123,0.8420070934644174,0.9337620449993856,0.9926182363432595,1.0508888282857753
280,280,12883078.0,0.007765556935003612,128.77376450521572,12.769146098614161,26.66757211488249,105.04828337588908,296.72277534508834,486.4901698810938,640.8258616398763,793.6259641059645,944.9057547158232,986.1698839773973,1027.023448359358,1067.4705334656744,0.21718771422101463,0.3147204878186304,0.4112828416739689,0.5068844328141028,0.6015348187500603,0.6952434647127751,0.7879205227490694,0.8796754742840377,0.9385316656279116,0.9968022575704275
281,281,12884523.0,0.007655305162187228,130.62836540330497,8.10018414109878,22.138284745150578,36.0367107614189,114.4174220224255,306.0919139916247,495.8593085276302,650.1950002864128,802.9951027525009,954.2748933623595,995.5390226239338,1036.3925870058947,0.23314492493143182,0.32970727878677036,0.42530886992690425,0.5199592558628617,0.6136679018255765,0.706344959861871,0.7980999113968392,0.856956102740713,0.9152266946832289,0.9729175132538463
282,282,12885791.0,0.007759347284124495,128.8768195806862,13.353617112005907,27.252043128274234,105.63275438928082,297.3072463584801,487.0746408944855,641.410332653268,794.2104351193562,945.4902257292149,986.754354990789,1027.6079193727498,1068.0550044790662,0.2126504001791881,0.3101831737768038,0.40674552763214233,0.5023471187722762,0.5969975047082338,0.6907061506709485,0.7833832087072429,0.8751381602422112,0.933994351586085,0.992264943528601
283,283,12886300.0,0.0078412455492534,127.5307594588993,5.99997840715943,19.898404423427756,98.27911568443434,289.9536076536336,479.7210021896391,634.0566939484216,786.8567964145097,938.1365870243684,979.4007162859426,1020.2542806679035,1060.7013657742198,0.27001298018227554,0.3675457537798913,0.4641081076352298,0.5597096987753637,0.6543600847113212,0.748068730674036,0.8407457887103303,0.9325007402452986,0.9913569315891725,1.0496275235316883
284,284,12886892.0,0.0078412455492534,127.5307594588993,28.871942838133272,95.75127710422088,226.58575452201842,470.1921144706258,711.3746721751542,916.6139631922476,1119.8111908723743,1320.9866715156256,1411.650045572032,1501.4113480732908,1590.279555693513,1.334499917587032,1.8386735552838283,2.3378308273682284,2.8320216536598886,3.3212954395527565,3.80570111341968,4.285187892135047,4.7599039337842886,5.197910879001697,5.63155980174002
285,285,12887636.0,0.007926385673401443,126.16090626976404,59.243877997546214,190.07835541534376,433.68471536395117,674.8672730684794,880.106564085573,1083.3037917656995,1284.479272408951,1375.1426464653573,1464.903948966616,1553.7721565868383,1666.6196323499823,1.113087397370308,1.622327808301754,2.1265014459985503,2.625658718082951,3.119849544374611,3.6091233302674786,4.0935290041344015,4.57301578284977,5.047731824499011,5.485738769716419
286,286,12888643.0,0.007926385673401443,126.16090626976404,64.76307412293463,201.76607990689848,451.47959333961296,698.70854038267,909.9340611592486,1119.0579575847,1326.101138526161,1422.573831247566,1518.0866515523728,1612.6491513013207,1731.1342628366772,1.2167833041615435,1.774324994708205,2.3263193303038006,2.872821499716395,3.413886157643544,3.9495673955639923,4.4799187826900955,5.004894129894245,5.524646143611662,6.007240967863938
287,287,12889668.0,0.007834191955526152,127.64558306419988,34.81721992527075,107.9270741206114,244.93007990457525,494.6435933372897,741.8725403803468,953.0980611569254,1162.221957582377,1369.2651385238378,1465.737831245243,1561.2506515500495,1655.8131512989976,1.434165878580784,1.98616021417638,2.5326623835889746,3.0737270415161233,3.6094082794365714,4.139759666562674,4.664735013766824,5.1844870274842405,5.6670818517365165,6.14487501903941
288,288,12890533.0,0.007783437376572844,128.47793996645657,58.674348923719286,131.78420311905992,268.7872089030238,518.5007223357383,765.7296693787953,976.9551901553739,1186.0790865808253,1393.1222675222864,1489.5949602436913,1585.107780548498,1679.670280297446,1.247858145145055,1.7998524807406509,2.3463546501532453,2.887419308080394,3.4231005460008426,3.9534519331269453,4.478427280331095,4.998179294048512,5.480774118300787,5.958567285603681
289,289,12892340.0,0.007667562841101286,130.41953756669452,39.92421853692624,113.768802602807,186.87865679814763,323.8816625821115,573.5951760148259,820.8241230578831,1032.0496438344617,1241.1735402599131,1448.2167212013742,1544.689413922779,1640.2022342275857,1.3648569127002792,1.9113590821128736,2.4524237400400226,2.9881049779604707,3.5184563650865734,4.043431712290723,4.56318372600814,5.045778550260416,5.523571717563309,5.9966109987901755
290,290,12895049.0,0.007729919184624363,129.3674585872912,10.471765785643418,84.31634985152417,157.42620404686483,294.42920983082865,544.1427232635431,791.3716703066002,1002.5971910831788,1211.7210875086303,1418.7642684500913,1515.2369611714962,1610.749781476303,1.5916161170616052,2.1381182864741994,2.6791829444013486,3.2148641823217967,3.7452155694478995,4.270190916652049,4.789942930369466,5.272537754621742,5.750330921924634,6.223370203151502
291,291,12895049.0,0.007729919184624363,129.3674585872912,10.471765785643418,84.31634985152417,157.42620404686483,294.42920983082865,544.1427232635431,791.3716703066002,1002.5971910831788,1211.7210875086303,1418.7642684500913,1515.2369611714962,1610.749781476303,1.5916161170616052,2.1381182864741994,2.6791829444013486,3.2148641823217967,3.7452155694478995,4.270190916652049,4.789942930369466,5.272537754621742,5.750330921924634,6.223370203151502
292,292,12896866.0,0.007729919184624363,129.3674585872912,10.471765785643418,84.31634985152417,157.42620404686483,267.9646587052898,491.4769348221237,712.7653381445631,898.3084150520258,1082.0053994647078,1263.8746579868384,1335.4239003018783,1406.2612505551404,1.5916161170616052,2.1381182864741994,2.6791829444013486,3.2148641823217967,3.7452155694478995,4.270190916652049,4.789942930369466,5.272537754621742,5.750330921924634,6.223370203151502
293,293,12897455.0,0.007698292975281493,129.89892736102763,25.584570372912566,99.42915443879332,172.53900863413398,283.07746329255895,506.5897394093929,727.8781427318322,913.4212196392949,1097.118204051977,1278.9874625741074,1350.5367048891476,1421.3740551424094,1.475032451087521,2.0215346205001157,2.5625992784272644,3.0982805163477125,3.6286319034738157,4.1536072506779655,4.6733592643953825,5.155954088647658,5.633747255950551,6.106786537177418
294,294,12898746.0,0.007679072239793708,130.22406467514418,34.67254155725115,108.5171256231319,181.62697981847256,292.16543447689753,515.6777105937315,736.9661139161708,922.5091908236335,1106.2061752363156,1288.075433758446,1359.6246760734862,1430.462026326748,1.4051570304678487,1.9516591998804431,2.4927238578075923,3.0284050957280404,3.558756482854143,4.0837318300582925,4.6034838437757095,5.0860786680279855,5.563871835330878,6.036911116557746
295,295,12901670.0,0.00808407573435617,123.69997917636306,99.55962765195797,323.0719037687919,544.3603070912312,729.9033839986939,913.600368411376,1095.4696269335066,1167.0188692485465,1237.8562195018085,1307.988761857519,1402.2869861380138,1497.5104217197365,1.5588013945708878,2.131271735087363,2.6888134256340246,3.2408077612296204,3.787309930642215,4.328374588569364,4.864055826489812,5.3944072136159145,5.919382560820065,6.439134574537482
296,296,12902725.0,0.008127845627218775,123.03383280941874,69.59429865548172,293.10657477231564,514.394978094755,699.9380550022178,883.6350394148998,1065.5042979370303,1137.0535402520702,1207.8908905053322,1278.0234328610427,1372.3216571415378,1467.5450927232605,1.8017180030840143,2.3741883436004896,2.931730034147151,3.4837243697427467,4.030226539155341,4.57129119708249,5.106972435002938,5.637323822129041,6.162299169333191,6.682051183050608
297,297,12904220.0,0.008271327557027332,120.89957665264973,169.63390262944398,390.9223059518833,576.465382859346,760.1623672720282,942.0316257941586,1013.5808681091986,1084.4182183624605,1154.5507607181712,1248.848984998666,1344.0724205803888,1438.8106994930195,3.1763741712145284,3.754597648109296,4.327067988625771,4.884609679172432,5.436604014768029,5.983106184180623,6.524170842107772,7.05985208002822,7.590203467154323,8.115178814358472
298,298,12906160.0,0.008221850644649923,121.62711817815791,6.558567441937698,230.07084355877163,451.359246881211,636.9023237886737,820.5993082013558,1002.4685667234863,1074.0178090385261,1144.8551592917881,1214.9877016474989,1309.2859259279937,1404.5093615097164,2.3170408662623063,2.889511206778782,3.447052897325443,3.999047232921039,4.545549402333633,5.086614060260782,5.62229529818123,6.152646685307333,6.677622032511483,7.1973740462289
