,index,blocknum,p0vs1,p1vs0,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
23,23,12628514.0,0.00041026384904295146,2437.4558039485164,0.00027422978771646396,0.0005453292634250518,0.0008150766871913322,0.0010834788205446686,0.0013505423727374133,0.0016162739999227122,0.00188068035443784,0.0021437680457139954,0.0024055436444184067,0.0026660136919771046,0.002925184709255153,0.003183063171074588,0.003439655521302991,0.0036949681758349394,0.003949007519975841,0.004201779895560973,0.0044532916304809945,0.004703549004612102,0.004952558278798054,0.0051839582039621464,1.3335535496727e-07,2.4447762636443e-07,3.5504571245321e-07,4.6506237047581e-07,5.7453034469535e-07,6.8345237114202e-07,7.9183117486494e-07,8.9966946327273e-07,1.00696993358198e-06,1.11373526021849e-06,1.21996812456774e-06,1.32567117860355e-06,1.43084706019904e-06,1.53549838928332e-06,1.63962779115655e-06,1.7432378756431e-06,1.84633122554905e-06,1.94891042225023e-06,2.05097802696218e-06,2.15253659469054e-06
24,24,12630351.0,0.00039496706704017373,2531.856662110732,0.00027769181983919094,0.0005539912052841509,0.0008289125893588424,0.001102462869849149,0.0013746488674720204,0.0016454773897243233,0.0019149552183890556,0.002183089096691484,0.0024498857350841153,0.002715351777027956,0.002979493870238121,0.0032423186189543527,0.003503832582309302,0.0037640423071424404,0.00402295429600574,0.004280575022301239,0.004536910922247461,0.0047919684036822514,0.005045753843484291,0.00529827359042305,1.3155583495938e-07,2.4058683342044e-07,3.4907406553349e-07,4.5702024232513e-07,5.6442805913509e-07,6.713002001646e-07,7.7763934228029e-07,8.8344814781396e-07,9.8872925492008e-07,1.09348528401794e-06,1.19771886405986e-06,1.30143260275032e-06,1.40462909131696e-06,1.50731091388142e-06,1.60948063461041e-06,1.71114080561789e-06,1.86318396057287e-06,2.21752069155691e-06,2.57009025756812e-06,2.92090146195099e-06
25,25,13430267.0,0.00029333557500923227,3409.0648567550206,102.32031433970847,114.0102899693075,117.14207518833163,118.07934299306415,118.08045463104709,118.08156072498087,118.08266130252827,118.08375639120784,118.0848460183845,118.08593021126089,118.08700899700084,118.08808240255068,118.08899782563182,118.08929969081646,118.08960005052248,118.08989891224387,118.09019628347136,118.09049217161993,118.09078658409523,118.09107952826439,0.03393311015750038,0.043375190285333744,0.04587253059394352,0.04780883446383807,0.049735481474108625,0.051652519787897526,0.05355999731835195,0.055457961710167814,0.057346460461472015,0.05922554076664637,0.06109524956776887,0.06295563360777708,0.06480673941359551,0.06664861327889061,0.0684813011739365,0.06975880618975588,0.06975883565397643,0.06975886497125108,0.06975889414231187,0.06975892316788897
26,26,13432704.0,0.00026230890880524953,3812.299035342513,7.363232702959373,14.417379599793566,21.436345505463148,28.42030582886183,35.3694353490986,42.2839076393688,49.16389551661023,56.009570971343805,64.42565862637522,91.40463343650086,179.72722182770653,297.31127075928737,313.28205284639824,316.4169711973738,317.9791210616693,317.980233811823,317.9813410123593,317.98244269097637,317.9835388752298,317.9846295925229,0.002159529671713909,0.004008785377240226,0.005848818379942024,0.0076796746123424025,0.008591746182224183,0.008591775616996597,0.008591804904969125,0.008591834046875385,0.008591863043443455,0.00859189189539677,0.008591920603458692,0.008591949168344977,0.00859197759077079,0.00859200587144556,0.008592034011077627,0.008592062010369038,0.008592089870020237,0.00859211759072858,0.00859214517318555,0.008592172618081527
27,27,13813224.0,0.0002515709206238266,3975.022222442385,7.332644428783991,14.536487232555071,21.704402362359737,28.836569398393923,35.93316622118624,42.99437032468654,50.02035819641036,57.01130577439763,63.96738760325432,70.8887773056181,77.77564850209467,84.62817275751195,92.40973471469299,108.06531260254485,181.01704561110915,322.3823143757837,342.63818608390363,345.77624079343775,347.96389784164927,347.9650117050302,0.0008887551482419731,0.0008887845535955217,0.0008888138122974377,0.0008888429250769029,0.000888871892664688,0.0008889007157820652,0.0008889293951513823,0.0008889579314885393,0.0008889863255063459,0.0008890145779167441,0.0008890426894243731,0.0008890706607324698,0.0008890984925401372,0.0008891261855420633,0.0008891537404320483,0.0008891811578976938,0.000889208438626495,0.0008892355832979178,0.0008892625925908086,0.0008892894671819024
28,28,13813803.0,0.00025364217916640637,3942.5619322720477,7.882961930372751,15.054461652409348,22.190195437709463,29.29034114774444,36.35507679906043,43.38457834187042,50.37902198927867,57.338582555774614,64.26343368069928,71.15374901298846,78.00970015375685,85.47376144577879,95.46339565973543,166.29506574159228,308.3742165650334,336.38875595524183,339.5283801281797,342.02902531613967,342.0301397365743,342.03124859907274,0.0020234019198351163,0.0023880080954784633,0.0023880374861340674,0.0023880667302101626,0.002388095828438494,0.0023881247815463764,0.002388153590256401,0.002388182255289798,0.002388210777363762,0.002388239157189935,0.0023882673954778084,0.002388295492933241,0.002388323450259442,0.002388351268155468,0.0023883789473159362,0.002388406488432016,0.0023884338921937157,0.0023884611592858308,0.002388488290388925,0.002388515286181649
29,29,13822021.0,0.00026060951487953384,3837.158441671816,7.727211116925047,14.802551154769448,21.84260457139709,28.847547065751343,35.81755426870063,42.75280012163546,49.65345785755152,56.51970041208137,63.35169888667382,73.03493549445612,122.6267594751268,259.1414961699039,311.7378802025355,319.15132810992276,322.27998329022654,322.5929935525497,322.5941040794812,322.5952090679531,322.5963085455214,322.59740253970364,0.002063945465020735,0.003907662008957489,0.005742183447067148,0.007385459593649377,0.007385516928378814,0.0073855462749832694,0.007385575475228515,0.007385604529844399,0.007385633439557453,0.007385662205089406,0.007385690827159327,0.007385719306483376,0.007385747643774551,0.007385775839738697,0.007385803895081642,0.007385831810506506,0.00738585958670841,0.007385887224382969,0.007385914724221035,0.007385942086909684
30,30,14011320.0,0.00029140603118825274,3431.63796549559,144.56176780739696,185.97125937641562,191.24804634864796,194.37513771370118,194.376253249021,194.37736322089324,194.3784676570276,194.37956658503435,194.3806600323771,194.38174802643132,194.3828305943378,194.38390776316365,194.38497955988814,194.3856647245149,194.38596613726907,194.3862660467901,194.38656446058553,194.3868613861062,194.38715683078678,194.38745080199226,0.01794071591641524,0.020717263637766433,0.02265647403450326,0.024586013039865375,0.026505928929428036,0.028416269665493973,0.030317083016848836,0.03220841647150794,0.03409031735881971,0.03596283269153028,0.0378260092885195,0.039679893686360046,0.04152453226447558,0.04335997115702013,0.04518625616222588,0.04518634136665999,0.04518637072794043,0.04518639994278875,0.04518642901193467,0.04518645793610576
31,31,14044710.0,0.00029175591081778294,3427.5226753659604,150.72055222319048,178.7350916133989,181.8747157863368,184.37536097429677,184.3764753947314,184.37758425722984,184.37868758950574,184.37978541920393,184.38087777371476,184.38196468034076,184.38304616628338,184.3841222585652,184.3851929840557,184.38572483480095,184.38602594630512,184.3863255560888,184.3866236716359,184.3869203003911,184.3872154497823,184.38750912718356,0.020909525157509955,0.023780670267965716,0.02581359450550659,0.027745063893134598,0.029666900567223008,0.03157915249922273,0.03348186753970901,0.035375093192630346,0.03725887680614459,0.039133265485791977,0.04099830607643014,0.04285404521538887,0.04470052931541194,0.046537804474893335,0.04836591660363779,0.04873052277928113,0.048730552169936735,0.04873058141401283,0.04873061051224116,0.04873063946534904
32,32,14067272.0,0.0002945701134143499,3394.7775231133996,38.58292431463869,41.724118638507655,44.53790860752271,44.539023585270115,44.54013300229577,44.54123688640076,44.54233526510608,44.543428165892124,44.5445156160808,44.54559764289355,44.54667427330827,44.54774553428268,44.548354022799806,44.54865528489456,44.548955044509704,44.5492533091368,44.54955008624513,44.54984538324449,44.550139207508835,44.55043156639786,0.04598042235778554,0.062005152337428565,0.06487486234787042,0.06681504250842517,0.06874554653607,0.0706664225375342,0.07257771865189883,0.07447948261996284,0.07637176190253343,0.07825460394364571,0.08012805573252536,0.08199216406533977,0.08384697560011264,0.08569253669740522,0.08752889347341827,0.08935609185486311,0.08953839197905425,0.0895384213550196,0.08953845058447782,0.08953847966816203
