,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10,USDT-slippagemap_11,USDT-slippagemap_12,USDT-slippagemap_13,USDT-slippagemap_14,USDT-slippagemap_15,USDT-slippagemap_16,USDT-slippagemap_17,USDT-slippagemap_18,USDT-slippagemap_19,USDT-slippagemap_20
162,162,14791289.0,1.0037066677766084,0.9963070208701319,5941.575310811644,5999.408560610155,6027.643137818796,6028.0929734897745,6028.658069432295,6028.890238032199,6029.005801041305,6029.235889605889,6029.46460185645,6029.578444416843,6029.805107595203,6030.030414930601,6030.142562681762,6030.3658514541075,6030.587804563727,6030.698282751802,6030.918247335255,6031.136896157077,6031.136896157077,6031.136896157077,11412.590655054106,11440.585536902296,11454.520118343968,11482.2641892611,11509.842302222103,11523.569435137197,11550.900470956673,11578.068019873986,11591.59079252447,11592.150458858441,11592.706777415055,11592.983687539943,11593.535021943766,11594.083058406597,11594.355846080449,11594.898972589453,11595.438850256127,11595.707576856777,11596.24261766413,11596.774457999447
163,163,14834747.0,1.0036063071458938,0.996406651572219,5993.4028351606785,6051.23608495919,6079.470662167831,6079.920497838809,6080.48559378133,6080.717762381234,6080.833325390339,6081.063413954923,6081.292126205484,6081.405968765877,6081.632631944237,6081.8579392796355,6081.970087030796,6082.193375803142,6082.415328912763,6082.525807100837,6082.745771684289,6082.964420506111,6082.964420506111,6082.964420506111,11360.569767280367,11388.564649128555,11402.499230570229,11430.24330148736,11457.821414448365,11471.548547363458,11498.879583182934,11526.047132100248,11539.569904750731,11540.1295710847,11540.685889641314,11540.962799766205,11541.514134170027,11542.062170632858,11542.33495830671,11542.878084815715,11543.417962482388,11543.686689083037,11544.22172989039,11544.753570225708
164,164,14844003.0,1.00340561598864,0.9966059428665999,6148.722022630594,6206.555272429106,6234.789849637747,6235.239685308725,6235.804781251245,6236.036949851149,6236.152512860255,6236.382601424839,6236.611313675399,6236.725156235793,6236.951819414153,6237.1771267495515,6237.289274500712,6237.512563273058,6237.734516382678,6237.8449945707525,6238.064959154205,6238.283607976027,6238.283607976027,6238.283607976027,11204.693441246354,11232.688323094544,11246.622904536216,11274.366975453348,11301.945088414352,11315.672221329447,11343.003257148923,11370.170806066237,11383.693578716719,11384.25324505069,11384.809563607303,11385.086473732192,11385.637808136016,11386.185844598847,11386.4586322727,11387.001758781704,11387.541636448377,11387.810363049026,11388.34540385638,11388.877244191697
165,165,14872246.0,1.0033052854600941,0.9967056034608864,6248.426036277304,6306.259286075816,6334.493863284457,6334.943698955434,6335.508794897955,6335.740963497859,6335.856526506966,6336.086615071549,6336.31532732211,6336.429169882504,6336.655833060863,6336.881140396262,6336.993288147422,6337.216576919768,6337.438530029388,6337.549008217462,6337.768972800915,6337.987621622738,6337.987621622738,6337.987621622738,11104.649436884085,11132.644318732273,11146.578900173947,11174.322971091078,11201.901084052082,11215.628216967176,11242.959252786652,11270.126801703966,11283.64957435445,11284.209240688419,11284.765559245032,11285.042469369922,11285.593803773745,11286.141840236576,11286.414627910428,11286.957754419433,11287.497632086106,11287.766358686755,11288.301399494108,11288.833239829426
166,166,14876134.0,1.003104654498148,0.9969049545486347,6386.878153752889,6444.7114035514005,6472.9459807600415,6473.39581643102,6473.960912373541,6474.193080973445,6474.308643982551,6474.538732547134,6474.767444797695,6474.881287358089,6475.107950536449,6475.333257871847,6475.445405623008,6475.668694395354,6475.8906475049735,6476.0011256930475,6476.221090276501,6476.439739098323,6476.439739098323,6476.439739098323,10965.748083782539,10993.742965630727,11007.6775470724,11035.421617989532,11062.999730950536,11076.72686386563,11104.057899685105,11131.22544860242,11144.748221252903,11145.307887586872,11145.864206143486,11146.141116268376,11146.692450672199,11147.24048713503,11147.513274808882,11148.056401317886,11148.59627898456,11148.865005585209,11149.400046392562,11149.93188672788
167,167,14920223.0,1.0032049649635977,0.9968052740212325,6287.493917478631,6345.3271672771425,6373.561744485784,6374.011580156762,6374.576676099283,6374.808844699187,6374.924407708293,6375.154496272876,6375.383208523437,6375.497051083831,6375.723714262191,6375.949021597589,6376.06116934875,6376.284458121096,6376.5064112307155,6376.6168894187895,6376.836854002243,6377.055502824065,6377.055502824065,6377.055502824065,11065.452097439982,11093.44697928817,11107.381560729844,11135.125631646973,11162.703744607978,11176.430877523073,11203.761913342549,11230.929462259863,11244.452234910346,11245.011901244316,11245.568219800929,11245.84512992582,11246.396464329642,11246.944500792473,11247.217288466325,11247.76041497533,11248.300292642003,11248.569019242652,11249.104060050006,11249.635900385323
168,168,14920851.0,1.0033052854600941,0.9967056034608864,6267.6187099560375,6325.451959754549,6353.68653696319,6354.136372634168,6354.701468576689,6354.933637176593,6355.049200185698,6355.279288750282,6355.508001000843,6355.621843561237,6355.848506739597,6356.073814074995,6356.185961826156,6356.409250598502,6356.631203708122,6356.741681896196,6356.961646479649,6357.180295301471,6357.180295301471,6357.180295301471,11085.39290017147,11113.38778201966,11127.322363461331,11155.066434378463,11182.644547339467,11196.371680254562,11223.702716074036,11250.870264991352,11264.393037641834,11264.952703975805,11265.509022532418,11265.785932657307,11266.337267061132,11266.885303523963,11267.158091197814,11267.701217706817,11268.24109537349,11268.509821974141,11269.044862781493,11269.576703116812
169,169,14984712.0,1.0032049649635977,0.9968052740212325,6275.545678061039,6333.3789278595505,6361.613505068191,6362.06334073917,6362.628436681691,6362.860605281595,6362.9761682907,6363.206256855284,6363.434969105845,6363.548811666239,6363.775474844599,6364.000782179997,6364.112929931158,6364.336218703503,6364.558171813123,6364.668650001197,6364.888614584651,6365.107263406473,6365.107263406473,6365.107263406473,11077.439704533532,11105.434586381722,11119.369167823394,11147.113238740525,11174.69135170153,11188.418484616624,11215.749520436098,11242.917069353414,11256.439842003896,11256.999508337867,11257.55582689448,11257.83273701937,11258.384071423194,11258.932107886025,11259.204895559877,11259.74802206888,11260.287899735553,11260.556626336203,11261.091667143555,11261.623507478875
170,170,14987738.0,1.0032049649635977,0.9968052740212325,6275.545678061039,6333.3789278595505,6361.613505068191,6362.06334073917,6362.628436681691,6362.860605281595,6362.9761682907,6363.206256855284,6363.434969105845,6363.548811666239,6363.775474844599,6364.000782179997,6364.112929931158,6364.336218703504,6364.558171813123,6364.668650001197,6364.888614584651,6365.107263406473,6365.107263406473,6365.107263406473,11077.439704533532,11105.434586381722,11119.369167823394,11147.113238740525,11174.69135170153,11188.418484616624,11215.749520436098,11242.917069353414,11256.439842003896,11256.999508337867,11257.55582689448,11257.83273701937,11258.384071423194,11258.932107886025,11259.204895559877,11259.74802206888,11260.287899735553,11260.556626336203,11261.091667143555,11261.623507478875
171,171,15002433.0,1.0033052854600941,0.9967056034608864,6225.859505334628,6283.692755133139,6311.92733234178,6312.377168012758,6312.9422639552795,6313.174432555184,6313.289995564289,6313.520084128872,6313.748796379434,6313.862638939827,6314.089302118186,6314.314609453585,6314.4267572047465,6314.650045977091,6314.871999086712,6314.982477274786,6315.20244185824,6315.421090680062,6315.421090680062,6315.421090680062,11127.291711362253,11155.286593210443,11169.221174652115,11196.965245569247,11224.54335853025,11238.270491445346,11265.60152726482,11292.769076182136,11306.291848832618,11306.851515166589,11307.407833723202,11307.68474384809,11308.236078251915,11308.784114714746,11309.056902388598,11309.600028897601,11310.139906564274,11310.408633164925,11310.943673972277,11311.475514307596
172,172,15090619.0,1.0032049649635977,0.9968052740212325,6275.711512157983,6333.544761956495,6361.779339165136,6362.229174836113,6362.794270778634,6363.026439378538,6363.142002387644,6363.372090952228,6363.6008032027885,6363.7146457631825,6363.941308941542,6364.166616276941,6364.278764028101,6364.502052800447,6364.724005910067,6364.834484098141,6365.054448681594,6365.2730975034165,6365.2730975034165,6365.2730975034165,11077.273322681713,11105.268204529903,11119.202785971574,11146.946856888706,11174.52496984971,11188.252102764805,11215.58313858428,11242.750687501593,11256.273460152077,11256.833126486048,11257.389445042661,11257.66635516755,11258.217689571375,11258.765726034204,11259.038513708056,11259.58164021706,11260.121517883734,11260.390244484384,11260.925285291736,11261.457125627054
173,173,15099070.0,1.002904063656376,0.997104345508594,6507.395488739696,6565.228738538208,6593.463315746849,6593.913151417826,6594.478247360347,6594.710415960251,6594.8259789693575,6595.056067533941,6595.284779784502,6595.398622344896,6595.625285523255,6595.850592858654,6595.962740609814,6596.18602938216,6596.40798249178,6596.518460679854,6596.738425263307,6596.9570740851295,6596.9570740851295,6596.9570740851295,10844.86136331798,10872.856245166167,10886.790826607841,10914.53489752497,10942.113010485975,10955.84014340107,10983.171179220546,11010.33872813786,11023.861500788344,11024.421167122313,11024.977485678926,11025.254395803817,11025.80573020764,11026.35376667047,11026.626554344322,11027.169680853327,11027.70955852,11027.97828512065,11028.513325928003,11029.04516626332
174,174,15139864.0,1.0036063071458938,0.996406651572219,6028.612692369513,6086.445942168024,6114.680519376665,6115.130355047643,6115.695450990164,6115.927619590068,6116.043182599174,6116.273271163757,6116.501983414319,6116.615825974712,6116.842489153071,6117.06779648847,6117.179944239631,6117.403233011976,6117.625186121597,6117.735664309671,6117.9556288931235,6118.174277714946,6118.174277714946,6118.174277714946,11325.230673812423,11353.225555660612,11367.160137102284,11394.904208019416,11422.48232098042,11436.209453895515,11463.54048971499,11490.708038632305,11504.230811282787,11504.790477616758,11505.346796173371,11505.62370629826,11506.175040702085,11506.723077164916,11506.995864838767,11507.53899134777,11508.078869014444,11508.347595615094,11508.882636422446,11509.414476757765
175,175,15145021.0,1.0032049649635977,0.9968052740212325,6289.121214301119,6346.954464099631,6375.189041308272,6375.638876979249,6376.20397292177,6376.4361415216745,6376.551704530781,6376.781793095364,6377.010505345925,6377.124347906319,6377.351011084678,6377.576318420077,6377.688466171237,6377.911754943583,6378.133708053203,6378.244186241278,6378.4641508247305,6378.682799646553,6378.682799646553,6378.682799646553,11063.819454248478,11091.814336096666,11105.74891753834,11133.49298845547,11161.071101416475,11174.798234331569,11202.129270151045,11229.296819068359,11242.819591718842,11243.379258052812,11243.935576609425,11244.212486734315,11244.763821138138,11245.31185760097,11245.584645274821,11246.127771783826,11246.667649450499,11246.936376051148,11247.471416858501,11248.003257193819
176,176,15146255.0,1.0032049649635977,0.9968052740212325,6331.759678738866,6389.592928537378,6417.827505746019,6418.277341416996,6418.842437359517,6419.074605959421,6419.190168968527,6419.420257533111,6419.648969783671,6419.762812344065,6419.989475522425,6420.214782857824,6420.326930608984,6420.55021938133,6420.77217249095,6420.882650679024,6421.102615262477,6421.321264084299,6421.321264084299,6421.321264084299,11021.042214056344,11049.037095904532,11062.971677346206,11090.715748263337,11118.293861224342,11132.020994139435,11159.35202995891,11186.519578876225,11200.042351526708,11200.602017860678,11201.158336417291,11201.435246542182,11201.986580946004,11202.534617408835,11202.807405082687,11203.350531591692,11203.890409258365,11204.159135859014,11204.694176666368,11205.226017001685
177,177,15147505.0,1.0016012005601818,0.9984013591843878,7493.516240559411,7551.349490357922,7579.584067566563,7580.033903237541,7580.5989991800625,7580.831167779967,7580.946730789073,7581.176819353655,7581.405531604217,7581.519374164611,7581.74603734297,7581.971344678369,7582.0834924295295,7582.306781201875,7582.528734311495,7582.639212499569,7582.859177083023,7583.077825904845,7583.077825904845,7583.077825904845,9856.474750547763,9884.469632395952,9898.404213837624,9926.148284754756,9953.72639771576,9967.453530630855,9994.78456645033,10021.952115367645,10035.474888018127,10036.034554352098,10036.590872908711,10036.8677830336,10037.419117437425,10037.967153900256,10038.239941574107,10038.78306808311,10039.322945749784,10039.591672350434,10040.126713157788,10040.658553493106
178,178,15277631.0,1.001801530816306,0.9982017088605983,7295.054143077847,7352.887392876359,7381.121970085,7381.571805755977,7382.136901698498,7382.369070298402,7382.484633307508,7382.714721872092,7382.943434122652,7383.057276683046,7383.283939861406,7383.509247196805,7383.621394947965,7383.844683720311,7384.066636829931,7384.177115018005,7384.397079601458,7384.61572842328,7384.61572842328,7384.61572842328,10055.284553780704,10083.279435628894,10097.214017070566,10124.958087987698,10152.536200948702,10166.263333863797,10193.594369683271,10220.761918600587,10234.284691251069,10234.84435758504,10235.400676141653,10235.677586266542,10236.228920670366,10236.776957133197,10237.04974480705,10237.592871316052,10238.132748982725,10238.401475583376,10238.936516390728,10239.468356726047
179,179,15288270.0,1.0013007802860714,0.9987009095451821,7662.039722309223,7719.872972107734,7748.107549316376,7748.5573849873535,7749.122480929875,7749.354649529779,7749.470212538885,7749.700301103468,7749.929013354029,7750.042855914423,7750.2695190927825,7750.494826428181,7750.606974179342,7750.8302629516875,7751.052216061307,7751.162694249381,7751.382658832835,7751.601307654657,7751.601307654657,7751.601307654657,9687.698832836648,9715.693714684836,9729.62829612651,9757.372367043641,9784.950480004645,9798.677612919739,9826.008648739215,9853.176197656529,9866.698970307012,9867.258636640981,9867.814955197595,9868.091865322485,9868.643199726308,9869.191236189139,9869.46402386299,9870.007150371996,9870.547028038669,9870.815754639318,9871.350795446671,9871.882635781989
180,180,15300519.0,1.0013007802860714,0.9987009095451821,7662.039623441802,7719.872873240313,7748.107450448954,7748.5572861199325,7749.122382062454,7749.354550662358,7749.470113671463,7749.700202236047,7749.928914486608,7750.042757047001,7750.269420225361,7750.494727560759,7750.60687531192,7750.830164084266,7751.052117193885,7751.16259538196,7751.382559965413,7751.601208787235,7751.601208787235,7751.601208787235,9687.698931840632,9715.693813688822,9729.628395130494,9757.372466047625,9784.95057900863,9798.677711923725,9826.0087477432,9853.176296660515,9866.699069310996,9867.258735644968,9867.815054201581,9868.09196432647,9868.643298730294,9869.191335193125,9869.464122866977,9870.007249375982,9870.547127042655,9870.815853643304,9871.350894450658,9871.882734785975
181,181,15311622.0,1.001100550165033,0.9989006597141001,7860.610388093979,7918.44363789249,7946.678215101131,7947.128050772109,7947.6931467146305,7947.925315314534,7948.04087832364,7948.2709668882235,7948.499679138785,7948.613521699178,7948.8401848775375,7949.065492212936,7949.177639964097,7949.400928736442,7949.622881846062,7949.733360034137,7949.95332461759,7950.171973439412,7950.171973439412,7950.171973439412,9488.881169287284,9516.876051135472,9530.810632577146,9558.554703494277,9586.132816455281,9599.859949370375,9627.19098518985,9654.358534107165,9667.881306757648,9668.440973091618,9668.997291648231,9669.274201773122,9669.825536176944,9670.373572639775,9670.646360313627,9671.189486822632,9671.729364489305,9671.998091089954,9672.533131897308,9673.064972232625
182,182,15315136.0,1.001100550165033,0.9989006597141001,7860.603770904854,7918.449701769643,7946.696884190107,7947.1529941630615,7947.724345613323,7947.956514213227,7948.072077222332,7948.302165786916,7948.530878037477,7948.644720597871,7948.87138377623,7949.096691111629,7949.20883886279,7949.432127635135,7949.654080744755,7949.7645589328295,7949.984523516283,7950.203172338105,7950.203172338105,7950.203172338105,9488.913322017801,9516.90820386599,9530.842785307663,9558.586856224794,9586.164969185798,9599.892102100894,9627.22313792037,9654.390686837683,9667.913459488165,9668.473125822136,9669.02944437875,9669.306354503638,9669.857688907463,9670.405725370294,9670.678513044146,9671.221639553149,9671.761517219824,9672.030243820473,9672.565284627826,9673.097124963144
183,183,15315136.0,1.001100550165033,0.9989006597141001,7860.603770904854,7918.449701769643,7946.696884190107,7947.1529941630615,7947.724345613323,7947.956514213227,7948.072077222332,7948.302165786916,7948.530878037477,7948.644720597871,7948.87138377623,7949.096691111629,7949.20883886279,7949.432127635135,7949.654080744755,7949.7645589328295,7949.984523516283,7950.203172338105,7950.203172338105,7950.203172338105,9488.913322017801,9516.90820386599,9530.842785307663,9558.586856224794,9586.164969185798,9599.892102100894,9627.22313792037,9654.390686837683,9667.913459488165,9668.473125822136,9669.02944437875,9669.306354503638,9669.857688907463,9670.405725370294,9670.678513044146,9671.221639553149,9671.761517219824,9672.030243820473,9672.565284627826,9673.097124963144
184,184,15315136.0,1.001100550165033,0.9989006597141001,7860.603770904854,7918.449701769643,7946.696884190107,7947.1529941630615,7947.724345613323,7947.956514213227,7948.072077222332,7948.302165786916,7948.530878037477,7948.644720597871,7948.87138377623,7949.096691111629,7949.20883886279,7949.432127635135,7949.654080744755,7949.7645589328295,7949.984523516283,7950.203172338105,7950.203172338105,7950.203172338105,9488.913322017801,9516.90820386599,9530.842785307663,9558.586856224794,9586.164969185798,9599.892102100894,9627.22313792037,9654.390686837683,9667.913459488165,9668.473125822136,9669.02944437875,9669.306354503638,9669.857688907463,9670.405725370294,9670.678513044146,9671.221639553149,9671.761517219824,9672.030243820473,9672.565284627826,9673.097124963144
185,185,15335488.0,1.001100550165033,0.9989006597141001,7860.603806906303,7918.449737771092,7946.696920191556,7947.153030164511,7947.724381614772,7947.956550214676,7948.072113223782,7948.302201788365,7948.530914038926,7948.64475659932,7948.87141977768,7949.0967271130785,7949.208874864239,7949.432163636585,7949.654116746205,7949.764594934279,7949.984559517732,7950.203208339554,7950.203208339554,7950.203208339554,9488.913285976516,9516.908167824706,9530.842749266378,9558.58682018351,9586.164933144513,9599.892066059609,9627.223101879083,9654.390650796398,9667.91342344688,9668.473089780851,9669.029408337465,9669.306318462353,9669.857652866178,9670.405689329009,9670.67847700286,9671.221603511864,9671.761481178537,9672.030207779188,9672.56524858654,9673.097088921859
186,186,15364667.0,1.001100550165033,0.9989006597141001,6065.531654039425,6123.377584904214,6151.624767324678,6152.0808772976325,6152.652228747894,6152.884397347798,6152.999960356904,6153.230048921487,6153.458761172048,6153.572603732442,6153.799266910802,6154.0245742462,6154.136721997361,6154.360010769707,6154.581963879326,6154.6924420674,6154.912406650854,6155.131055472676,6155.131055472676,6155.131055472676,7328.174981168881,7356.16986301707,7370.104444458742,7397.848515375874,7425.426628336878,7439.153761251973,7466.484797071448,7493.652345988762,7507.175118639245,7507.734784973216,7508.291103529829,7508.568013654718,7509.119348058542,7509.667384521373,7509.9401721952245,7510.483298704229,7511.023176370903,7511.291902971552,7511.826943778905,7512.3587841142225
187,187,15372902.0,1.001100550165033,0.9989006597141001,6065.718728586322,6123.769549810225,6152.2203969952,6152.777882038432,6153.551073586281,6153.983874913529,6154.199303803321,6154.628227594812,6155.054585705433,6155.266807389399,6155.689345684727,6156.109356460687,6156.318418735131,6156.734666569982,6157.14842450482,6157.354374432804,6157.764425420342,6158.172023606854,6158.266074027213,6158.453330556572,7328.502762680681,7356.7019211709985,7370.738182252606,7398.684699662515,7426.464048133011,7440.291346951042,7467.8218153758535,7495.187603946322,7508.809051297569,7509.565181220329,7510.316788172024,7510.69090399539,7511.435777172272,7512.17619470886,7512.5447409483595,7513.278524955678,7514.007919656812,7514.3709792361715,7515.093839161418,7515.812375130541
188,188,15379658.0,1.001100550165033,0.9989006597141001,48120.99604324453,94239.40630207294,94267.8571492579,94268.41463430114,94269.18782584899,94269.62062717623,94269.83605606602,94270.26497985751,94270.69133796814,94270.90355965211,94271.32609794743,94271.7461087234,94271.95517099784,94272.37141883268,94272.78517676753,94272.99112669552,94273.40117768304,94273.80877586956,94273.90282628992,94274.09008281928,81015.39713757428,81043.59629606461,81057.63255714622,81085.57907455612,81113.35842302661,81127.18572184465,81154.71619026946,81182.08197883992,81195.70342619118,81196.45955611394,81197.21116306563,81197.585278889,81198.33015206589,81199.07056960247,81199.43911584197,81200.17289984929,81200.90229455043,81201.26535412978,81201.98821405503,81202.70675002415
189,189,15388160.0,1.000800280056007,0.9992003598800331,6197.753585463377,6255.804406687279,6284.255253872255,6284.812738915486,6285.585930463336,6286.018731790583,6286.234160680375,6286.663084471867,6287.089442582488,6287.301664266453,6287.7242025617825,6288.144213337742,6288.353275612185,6288.769523447037,6289.183281381875,6289.389231309859,6289.7992822973965,6290.206880483908,6290.300930904267,6290.488187433626,7196.337433700051,7224.5365921903685,7238.572853271977,7266.519370681885,7294.298719152382,7308.126017970413,7335.656486395224,7363.022274965692,7376.643722316939,7377.399852239699,7378.151459191394,7378.525575014761,7379.270448191642,7380.01086572823,7380.37941196773,7381.113195975048,7381.842590676183,7382.205650255542,7382.928510180789,7383.647046149911
190,190,15402009.0,1.000800280056007,0.9992003598800331,6197.753747471828,6255.804568695731,6284.255415880706,6284.812900923937,6285.586092471787,6286.018893799035,6286.234322688826,6286.663246480318,6287.089604590939,6287.301826274906,6287.724364570234,6288.144375346194,6288.353437620636,6288.769685455489,6289.183443390326,6289.38939331831,6289.799444305848,6290.2070424923595,6290.301092912719,6290.488349442077,7196.337271550681,7224.536430040998,7238.572691122607,7266.519208532515,7294.298557003011,7308.125855821042,7335.656324245853,7363.022112816322,7376.6435601675685,7377.3996900903285,7378.1512970420235,7378.52541286539,7379.270286042271,7380.01070357886,7380.379249818359,7381.113033825678,7381.842428526812,7382.205488106171,7382.928348031418,7383.646884000541
191,191,15468338.0,1.0013007802860714,0.9987009095451821,5926.537785604345,5984.588606828248,6013.039454013223,6013.596939056454,6014.370130604304,6014.802931931552,6015.018360821343,6015.447284612835,6015.873642723456,6016.085864407422,6016.508402702751,6016.92841347871,6017.137475753153,6017.553723588006,6017.967481522843,6018.173431450827,6018.583482438365,6018.991080624876,6019.085131045235,6019.272387574594,7467.855079879591,7496.0542383699085,7510.090499451516,7538.037016861425,7565.816365331921,7579.643664149952,7607.1741325747635,7634.539921145232,7648.161368496479,7648.917498419239,7649.669105370934,7650.0432211943,7650.788094371182,7651.52851190777,7651.8970581472695,7652.630842154588,7653.360236855722,7653.7232964350815,7654.446156360328,7655.164692329451
192,192,15469254.0,1.0013007802860714,0.9987009095451821,5929.345973789993,5990.544644417617,6022.124511485688,6024.239480521355,6028.113658536239,6031.628896801299,6033.378623128639,6036.862367816381,6040.32527389064,6042.04895110045,6045.480832406443,6048.892185048959,6050.590201345664,6053.970991155448,6057.331557848394,6059.004295481018,6062.334754126293,6065.645290974932,6067.18429254344,6070.248479724066,7472.957005090887,7504.294584094962,7519.8930084492795,7550.949828727172,7581.820875027173,7597.1870806985835,7627.78154789085,7658.1930072125915,7673.330451213483,7677.104965180747,7680.856900994515,7682.724444333518,7686.442765914702,7690.138845449894,7691.978586064174,7695.641551781054,7699.282606584216,7701.094958419517,7704.703392369941,7708.290241626657
193,193,15476406.0,1.0013007802860714,0.9987009095451821,5926.537785604345,5984.588606828248,6013.039454013223,6013.596939056454,6014.370130604304,6014.802931931552,6015.018360821343,6015.447284612835,6015.873642723456,6016.085864407422,6016.508402702751,6016.92841347871,6017.137475753153,6017.553723588006,6017.967481522843,6018.173431450827,6018.583482438365,6018.991080624876,6019.085131045235,6019.272387574594,7467.855079879591,7496.0542383699085,7510.090499451516,7538.037016861425,7565.816365331921,7579.643664149952,7607.1741325747635,7634.539921145232,7648.161368496479,7648.917498419239,7649.669105370934,7650.0432211943,7650.788094371182,7651.52851190777,7651.8970581472695,7652.630842154588,7653.360236855722,7653.7232964350815,7654.446156360328,7655.164692329451
194,194,15487193.0,1.0013007802860714,0.9987009095451821,5931.988940839599,5996.1502555997195,6030.675045123791,6034.255862813524,6041.048579228198,6047.464897734518,6050.6586503534245,6057.017484044283,6063.338281286044,6066.484486790846,6072.748654928185,6078.975352364124,6082.074719339296,6088.245630835711,6094.379629341019,6097.432855500709,6103.511898179726,6109.554577863467,6112.453516167115,6118.225368366117,7477.758756017668,7512.050105017667,7529.118781998563,7563.10290894215,7596.88375150598,7613.698321687533,7647.176515769544,7680.454452302717,7697.018698543146,7703.634008441912,7710.209747290309,7713.482851600964,7719.99967728399,7726.477520987269,7729.701897530147,7736.12170510693,7742.503111054878,7745.679485321894,7752.003719127442,7758.290123045703
195,195,15506187.0,1.0013007802860714,0.9987009095451821,5926.537785604345,5984.588606828248,6013.039454013223,6013.596939056454,6014.370130604304,6014.802931931552,6015.018360821343,6015.447284612835,6015.873642723456,6016.085864407422,6016.508402702751,6016.92841347871,6017.137475753153,6017.553723588006,6017.967481522843,6018.173431450827,6018.583482438365,6018.991080624876,6019.085131045235,6019.272387574594,7467.855079879591,7496.0542383699085,7510.090499451516,7538.037016861425,7565.816365331921,7579.643664149952,7607.1741325747635,7634.539921145232,7648.161368496479,7648.917498419239,7649.669105370934,7650.0432211943,7650.788094371182,7651.52851190777,7651.8970581472695,7652.630842154587,7653.360236855722,7653.7232964350815,7654.446156360328,7655.164692329451
196,196,15506844.0,1.0013007802860714,0.9987009095451821,5855.729719019954,5913.780540243857,5942.231387428832,5942.788872472063,5943.562064019913,5943.994865347161,5944.210294236952,5944.639218028444,5945.065576139065,5945.2777978230315,5945.70033611836,5946.1203468943195,5946.329409168762,5946.745657003615,5947.159414938452,5947.365364866436,5947.775415853974,5948.183014040485,5948.2770644608445,5948.464320990203,7378.956575184765,7407.155733675082,7421.19199475669,7449.138512166599,7476.917860637095,7490.745159455127,7518.275627879938,7545.641416450406,7559.262863801652,7560.018993724412,7560.770600676107,7561.144716499474,7561.889589676355,7562.630007212943,7562.998553452444,7563.732337459762,7564.461732160897,7564.824791740256,7565.547651665503,7566.266187634625
197,197,15544523.0,1.0013007802860714,0.9987009095451821,5845.772785272359,5903.823606496262,5932.274453681237,5932.831938724469,5933.605130272318,5934.037931599566,5934.253360489357,5934.68228428085,5935.10864239147,5935.3208640754365,5935.743402370765,5936.163413146724,5936.372475421168,5936.78872325602,5937.202481190857,5937.408431118842,5937.81848210638,5938.22608029289,5938.3201307132495,5938.507387242609,7388.927101608725,7417.126260099042,7431.1625211806495,7459.109038590559,7486.888387061054,7500.715685879086,7528.246154303897,7555.611942874366,7569.233390225612,7569.989520148372,7570.741127100067,7571.1152429234335,7571.860116100315,7572.6005336369035,7572.969079876403,7573.702863883721,7574.432258584856,7574.795318164215,7575.518178089462,7576.236714058585
198,198,15558157.0,1.0013007802860714,0.9987009095451821,5845.790891847687,5903.862044276842,5932.333101051708,5932.900645510962,5933.693865587582,5934.146575636635,5934.371914186045,5934.820568333945,5935.266538780479,5935.488522593628,5935.930497514594,5936.369828651115,5936.5885077229195,5937.023902824252,5937.45669349097,5937.67211704938,5938.1010302504155,5938.527377822367,5938.630760836064,5938.8365987713505,7388.960084603116,7417.179513399745,7431.225864119725,7459.192470230807,7486.991787236989,7500.829025485752,7528.379283544642,7555.7647433729235,7569.395982183384,7570.171607125654,7570.942592482761,7571.326353996711,7572.090431964567,7572.849939413996,7573.2279877455485,7573.9806906358635,7574.728891052129,7575.101311263001,7575.842808419658,7576.57987013722
199,199,15561166.0,1.0013007802860714,0.9987009095451821,5892.417545552953,6002.844046777061,6031.315103551926,6031.88264801118,6032.6758680878,6033.128578136852,6033.353916686263,6033.802570834163,6034.248541280697,6034.470525093846,6034.912500014812,6035.3518311513335,6035.570510223138,6036.0059053244695,6036.438695991188,6036.654119549598,6037.083032750634,6037.5093803225855,6037.612763336282,6037.818601271569,7473.895343194299,7528.253182130469,7542.29953285045,7570.266138961532,7598.065455967714,7611.902694216476,7639.452952275367,7666.838412103649,7680.469650914109,7681.2452758563795,7682.016261213486,7682.400022727436,7683.164100695292,7683.923608144721,7684.301656476273,7685.054359366588,7685.802559782854,7686.174979993726,7686.916477150382,7687.653538867945
