,index,blocknum,p0vs1,p1vs0,BAT-slippagemap_01,BAT-slippagemap_2,BAT-slippagemap_3,BAT-slippagemap_4,BAT-slippagemap_5,BAT-slippagemap_6,BAT-slippagemap_7,BAT-slippagemap_8,BAT-slippagemap_9,BAT-slippagemap_10,BAT-slippagemap_11,BAT-slippagemap_12,BAT-slippagemap_13,BAT-slippagemap_14,BAT-slippagemap_15,BAT-slippagemap_16,BAT-slippagemap_17,BAT-slippagemap_18,BAT-slippagemap_19,BAT-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
71,71,15264188.0,0.4062639046180277,2.4614542139553532,474.0487743360428,1090.3779852229652,1703.021682922104,2007.9671321686205,2615.121985483824,3218.64385020659,3519.050153300061,4117.164859988352,4711.702403929927,5007.636672080966,5596.846994707724,6182.534232611818,6474.062476561201,7054.501592288325,7631.4678941284865,7918.6568778648525,8490.454103482214,9058.832049891196,9341.744911932114,9905.030333194258,435.4562622186216,684.4010220986361,808.3142089495169,1055.0286532954779,1300.2667646433367,1422.3352850397214,1665.3767100997188,1906.9641350573563,2027.2152389199841,2266.6382577262943,2504.6292132937715,2623.090321367056,2858.948748442306,3093.3965746491217,3210.094100435529,3442.441324187608,3673.398858232683,3788.359215670783,4017.2474700673856,4244.766882002622
72,72,15265393.0,0.40029577035744957,2.4981528011326133,598.9531105005178,1198.9660352328028,1795.3889334971832,2092.2616060888763,2683.341619772953,3270.886475530206,3563.338789199034,4145.619407457854,4724.416096883351,5012.5154582714185,5586.127288904804,6156.307189679971,6440.117675973837,7005.1902068203435,7566.88219472695,7846.466743254958,8403.126836178151,8956.456051308938,9231.879162718798,9780.251714848679,363.7685442344112,603.2312750705997,722.4255769867308,959.7429433411353,1195.6410672556945,1313.0605015676551,1546.84509206291,1779.2313951386066,1894.9023946921436,2125.20667521781,2354.133193374082,2468.082333765411,2694.957921565041,2920.476307667299,3032.729160484793,3256.227186211875,3478.388554589636,3588.9701132257032,3809.1410619343433,4027.994704587885
73,73,15266396.0,0.3911553730895644,2.556528859878466,561.4460109045349,1168.7022178151933,1772.3250299109122,2072.7821526104017,2670.9965792960343,3265.6335254992705,3561.6172733574695,4150.92604256582,4736.710708609428,5028.287601029805,5608.824084129522,6185.887377681813,6473.123078823628,7045.016574133284,7613.4895953842315,7896.449714372139,8459.829419622833,9019.838662665352,9298.585453729693,9853.577895935021,376.9225319793383,613.529077755587,731.3012724822564,965.7883760776393,1198.8725091923943,1314.8916003651686,1545.8876705990933,1775.5019101665648,1889.7933986006442,2117.3505482884884,2343.546534727441,2456.136512893861,2680.3064225013654,2903.1347384043115,3014.048759816198,3234.880851933491,3454.3919322123397,3563.654909814447,3781.1994574097894,3997.4428962734364
74,74,15267473.0,0.3924874980822007,2.547851854864852,386.68788453059005,993.9440914412485,1597.5669035369674,1898.024026236457,2496.2384529220894,3090.8753991253257,3386.8591469835246,3976.167916191876,4561.9525822354835,4853.52947465586,5434.065957755577,6011.129251307868,6298.364952449683,6870.258447759339,7438.731469010287,7721.691587998194,8285.071293248888,8845.080536291407,9123.827327355748,9678.819769561076,445.402058983186,682.0086047594345,799.7807994861041,1034.267903081487,1267.3520361962421,1383.3711273690162,1614.3671976029411,1843.9814371704124,1958.2729256044918,2185.830075292336,2412.026061731289,2524.6160398977086,2748.785949505213,2971.614265408159,3082.5282868200457,3303.3603789373387,3522.8714592161873,3632.1344368182945,3849.678984413637,4065.922423277284
75,75,15269553.0,0.40206086385196527,2.4871856226429188,380.58513721113206,980.5980619434171,1577.0209602077973,1873.8936327994907,2464.9736464835673,3052.5185022408205,3344.970815909648,3927.251434168468,4506.048123593966,4794.147484982032,5367.759315615419,5937.939216390586,6221.749702684451,6786.822233530958,7348.514221437564,7628.0987699655725,8184.758862888765,8738.088078019553,9013.511189429413,9561.883741559293,451.3780034911478,690.8407343273363,810.0350362434674,1047.3524025978718,1283.250526512431,1400.6699608243916,1634.4545513196465,1866.8408543953433,1982.5118539488801,2212.8161344745463,2441.7426526308186,2555.6917930221475,2782.5673808217775,3008.085766924036,3120.33861974153,3343.836645468612,3565.9980138463725,3676.5795724824397,3896.7505211910798,4115.604163844621
76,76,15270315.0,0.40399529820687363,2.475276332270408,438.62059685296555,1036.8350235385979,1631.4719697418343,1927.455717600033,2516.7644868083844,3102.549152851992,3394.1260452723686,3974.662528372086,4551.725821924377,4838.961523066192,5410.855018375847,5979.3280396267955,6262.288158614703,6825.667863865396,7385.677106907916,7664.423897972257,8219.416340177584,8771.089526371756,9045.686787384253,9592.416404931504,428.81284382521375,668.9950197670488,788.5467343325233,1026.5777860147,1263.1843317909486,1380.9565265176182,1615.4436301130008,1848.527763227756,1964.5468544005303,2195.542924634455,2425.157164201926,2539.4486526360056,2767.0058023238503,2993.2017887628026,3105.791766929223,3329.961676536727,3552.7899924396734,3663.7040138515595,3884.536105968853,4104.047186247702
77,77,15272184.0,0.4017393598545607,2.489176067692307,419.6860048035686,1019.6989295358536,1616.1218278002339,1912.9945003919272,2504.0745140760037,3091.6193698332568,3384.071683502085,3966.352301760905,4545.148991186403,4833.248352574469,5406.860183207856,5977.040083983022,6260.850570276888,6825.923101123395,7387.6150890300005,7667.199637558008,8223.859730481201,8777.18894561199,9052.612057021848,9600.984609151728,435.66277532879343,675.125506164982,794.319808081113,1031.6371744355174,1267.5352983500766,1384.9547326620373,1618.7393231572921,1851.1256262329887,1966.7966257865257,2197.100906312192,2426.0274244684642,2539.976564859793,2766.852152659423,2992.3705387616815,3104.6233915791754,3328.1214173062576,3550.282785684018,3660.8643443200854,3881.0352930287254,4099.8889356822665
78,78,15277222.0,0.39917656577733435,2.5051570801824385,442.8241433531867,1044.6402316806232,1642.8546583662555,1940.6189319777989,2533.4753524276907,3122.784121636042,3416.1164740108215,4000.1456801000263,4580.682163199744,4869.646095363967,5444.98115789385,6016.874653203505,6301.537188160587,6868.307793442361,7431.687498693053,7712.112193207566,8270.443532799914,8825.435975005243,9101.686049789554,9651.70642221191,425.62278415240826,664.368800634014,783.2055504000595,1019.812096176308,1255.0037252149382,1372.0713944983604,1605.1555276131155,1836.8456183394267,1952.1706890198145,2181.784928587286,2410.025557412694,2523.6335667092094,2749.829553148162,2974.672384132076,3086.5894409220864,3309.4177568250325,3530.9133368729863,3641.1638703542126,3860.6749506330607,4078.873066517175
79,79,15279582.0,0.40993659846083996,2.4394016141877293,304.6754146185736,899.31236082181,1490.3923745058867,1784.60487788836,2370.3895439319676,2952.670162190788,3242.5029194520616,3819.566213004352,4393.1780436377385,4678.695409455823,5247.168430706771,5812.240961553278,6093.508254945371,6653.517497987892,7210.177590911085,7487.25673125756,8038.929917451732,8587.302469581611,8860.25679601148,9403.716448137076,485.1597079769268,726.7877442395765,847.0589039106975,1086.521634746886,1324.5526864290625,1443.0333030174215,1678.9314269319807,1913.4185305273636,2030.1354517391962,2262.521754814893,2493.5178250488175,2608.497034894096,2837.4235530503684,3064.9807027382126,3178.2482812413273,3403.7666673435856,3627.9365769510896,3739.5175458881617,3961.6789142659222,4182.511006383215
80,80,15280641.0,0.4289756854253488,2.3311344534794665,424.3368106782786,1004.8732937779955,1581.936587330286,1869.1722884721019,2441.065783781757,3009.538805032705,3292.498924020613,3855.8786292713053,4415.887872313826,4694.634663378167,5249.627105583495,5801.300291777666,6075.897552790162,6622.627170337413,7166.08682246301,7436.5966042436,7975.1872341961025,8510.556091146342,8777.038618831244,9307.611187854242,442.4377431540555,689.9347688650847,813.1273594923152,1058.4063954795142,1302.2189517636384,1423.5774020273243,1665.205438289974,1905.387614231809,2024.9393287972837,2262.9703804794603,2499.5769262557087,2617.3491209823783,2851.836224577761,3084.920357692516,3200.9394488652906,3431.935519099215,3661.5497586666866,3775.841247100766,4003.39839678861,4229.5943832275625
81,81,15286184.0,0.4361121412793027,2.2929882141473383,492.68465935306295,1068.0197218829455,1639.9132171926008,1924.5757521496826,2491.3463574314565,3054.7260626821485,3335.1507571966613,3893.48209678901,4448.474538994338,4724.724613778651,5274.744986201005,5821.474603748257,6093.612603894613,6635.444037654444,7174.034667606946,7442.120504210351,7975.886052242087,8506.458621265085,8770.553846649442,9296.372568921764,414.9458747984545,664.6802909840357,788.9864441727847,1036.483469883814,1282.4995481916496,1404.9550964982434,1648.7676527823676,1891.1210020997444,2011.754139308703,2251.9363152505384,2490.682331732144,2609.5190814981893,2846.125627274438,3081.3172563130684,3198.38492559649,3431.4690587112455,3663.1591494375566,3778.4842201179445,4008.098459685416,4236.339088510824
82,82,15286913.0,0.4386488141076169,2.279728037187085,503.7016963742539,1077.31352700764,1647.4934277828067,1931.3039140766728,2496.3764449231794,3058.0684328297853,3337.6529813577936,3894.3130742809863,4447.642289411775,4723.065400821633,5271.437952951514,5816.530279527738,6087.851931506978,6628.061303593241,7165.0381798434755,7432.321200190309,7964.488025513924,8493.471522282565,8756.77494597082,9281.019363308915,410.71212140270273,661.1967046502372,785.8763826714478,1034.1167282090532,1280.8721521984564,1403.695639879062,1648.2404862680594,1891.3221947334657,2012.3170937871566,2253.2213906672364,2492.684121503425,2611.878423419556,2849.1957897739603,3085.0939136885195,3202.51334800048,3436.2979384957353,3668.684241571432,3784.355241124969,4014.659521650635,4243.586039806907
83,83,15287692.0,0.4482262131927219,2.2310163273963504,325.37968839652683,893.8527096474746,1458.9252404939814,1740.1925338860747,2300.2017769285953,2856.861869851788,3133.9410101982644,3685.6141963924356,4233.986748522316,4506.941074952183,5050.40072707778,5590.610099164043,5859.501138810872,6394.869995761111,6927.036821084726,7191.925092469011,7719.3237415416215,8243.568158879716,8504.512995077755,9024.059548133991,492.1937797634779,744.9427722302137,870.7497014271661,1121.2342846747006,1370.2201158846601,1494.1543082335165,1740.90973222292,1986.188768210119,2108.278066292523,2351.3597747579292,2592.9878110205786,2713.2589706916997,2952.7217015278884,3190.752753210065,3309.233369798424,3545.1314937129832,3779.6185973083657,3896.3355185201985,4128.721821595896,4359.71789182982
84,84,15289951.0,0.4433229871861439,2.255691739215221,45451.77195635515,46021.95185713031,46588.722462412086,46870.83487427069,47432.52686217729,47990.85820176964,48268.77150362849,48822.100718759284,49372.12109118164,49645.89638229902,50190.988708875244,50732.82014263508,51002.51973294075,51539.49660919098,52073.26215722272,52338.946454861434,52867.929951630074,53393.748673902395,53655.47779265642,54176.58583014422,30892.204312074733,51143.48711899901,61223.632869143046,81293.49193903747,101243.2803042075,101366.84313756967,101612.8592158775,101857.40406226649,101979.12732046822,102221.4806697856,102462.38496666568,102582.29598293638,102821.041999418,103058.3593657724,103176.48529496028,103411.67692399892,103645.46151449418,103761.8287263971,103993.5188171234,104223.82309764907
