,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WBTC-slippagemap_12,WBTC-slippagemap_13,WBTC-slippagemap_14,WBTC-slippagemap_15,WBTC-slippagemap_16,WBTC-slippagemap_17,WBTC-slippagemap_18,WBTC-slippagemap_19,WBTC-slippagemap_20,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20
10,10,12440398.0,47589.112625710906,2.101320963609923e-05,0.0008529267592195519,0.0025294717359026385,0.004195988067618766,0.0050255042537379925,0.006677089994845808,0.00862949670522416,0.009601316157454744,0.011536230900488076,0.01345957151560055,0.01441692316282652,0.016323032234617684,0.01821773945388552,0.01916083870387383,0.02103857091786371,0.022905071018952422,0.02383413004592383,0.02568390785450117,0.027590627723522523,0.028539706306668022,0.03042934351818122,159.0697036127967,238.1480890157457,277.5097187682327,355.8796265429082,433.7807458906712,472.5563878329359,549.7595769381942,626.500958303082,664.6993341353366,740.753174817559,816.3520817038017,853.981785912526,928.9033883508895,1003.3768305199901,1040.4463295193705,1114.2525498614089,1187.6172811732386,1224.1349146849425,1296.8423584070256,1369.1148869603599
11,11,12441685.0,48264.837997415074,2.0719017021326313e-05,0.0013871988417845905,0.0030487233620054444,0.004700309103113261,0.005677976681318482,0.007624535265722197,0.009559450008755528,0.010522562767688096,0.012440142271093971,0.014346251342885136,0.015295025905451303,0.017184057812141284,0.019061790026131162,0.0199964398926394,0.021857349154191283,0.023707126962768624,0.02466191685226904,0.026562925414935476,0.028452562626448675,0.029393138262704333,0.03119905205761229,134.30052811215498,214.09379512984106,253.81126097007734,332.8896463730263,411.49500551939303,450.6211839001889,528.5223032479519,605.9574393850481,644.5011342954748,721.2425156603626,797.5248496361927,835.4947321748397,911.0936390610823,986.240332986237,1023.6449457081701,1098.1183878772708,1172.1463494018315,1208.9941072186894,1282.3588385305193,1355.2847223118554
12,12,12442222.0,47971.33326013507,2.0845782929927773e-05,0.0014051049869744407,0.003071621318690568,0.004728168997479081,0.005552723245917611,0.0075051299562959636,0.009445857903540043,0.010411864151559877,0.012335204766672351,0.014247040465543153,0.015198665485689485,0.017093372704957324,0.018976746302510828,0.019914204168935513,0.021780704270024223,0.023636039482100624,0.024559541105572975,0.026466260974594324,0.028361575333107233,0.029304976769253026,0.031149863684067833,133.23913763867228,212.7933956765981,252.39189468533218,331.23341083203405,409.6033186067096,448.61230128143967,526.2800798967373,603.4832690019955,641.9115130912153,718.423026199138,794.4768668813605,832.3330171565949,907.7054779763274,982.6270804146909,1019.919654705965,1094.1700215831718,1167.9762419252102,1204.713629197447,1277.858606748744,1350.566050470827
13,13,12444989.0,49180.75378992405,2.033315724015755e-05,0.001259496659344918,0.0030617184859886687,0.005008277070392384,0.00597718556540588,0.007906304572358283,0.009823884075764159,0.010778368127408991,0.012678767710121488,0.014567799616811471,0.015508073964376664,0.017380181697309587,0.01924109095886147,0.020167367143966462,0.022045658656939224,0.02394666721960566,0.024892902994973067,0.02677688006737452,0.028582793862282477,0.029481695784513453,0.03127143008340339,141.18192403351125,221.69653442345748,261.77305331982444,341.56632033751055,420.8822851864809,460.3621715806958,538.9675307270626,617.1026917825884,655.9948284556214,733.4299645927176,810.4019035923641,848.7150408680321,924.9973748438622,1000.8234076577436,1038.566164268752,1113.7128581939066,1188.4100452071136,1225.5909130849402,1299.618874609501,1373.2040196985959
14,14,12445706.0,48911.01559074314,2.044529208649798e-05,0.0011949351666345927,0.0028465209077424085,0.004798927618120762,0.005770747070351345,0.0077056618133846755,0.00962900242849715,0.01058635407572312,0.012492463147514284,0.014387170366782122,0.015330269616770432,0.017208001830760312,0.019074501931849022,0.02000356095882043,0.021853338767397774,0.023760058636419123,0.024709137219564623,0.02659877443107782,0.02844366134589263,0.029345263862241438,0.031140375163276935,144.10126479736013,224.37470619326842,264.331181013265,343.8854390511908,422.9638244541398,462.3254542066268,540.6953619813023,618.5964813290652,657.37212327133,734.5753123765883,811.3166937414761,849.5150695737307,925.5689102559531,1001.1678171421958,1038.79752135092,1113.7191237892837,1188.1925659583842,1225.2620649577646,1299.068285299803,1372.4330166116326
15,15,12446300.0,48250.36144142355,2.0725233348023944e-05,0.0014296706463116753,0.0030911951665325292,0.004742780907640345,0.005720448485845566,0.007667007070249282,0.009601921813282613,0.01056503457221518,0.012482614075621056,0.01438872314741222,0.015337497709978387,0.01722652961666837,0.019104261830658248,0.020038911697166484,0.021899820958718366,0.02374959876729571,0.02470438865679612,0.026605397219462562,0.02849503443097576,0.029435610067231416,0.031241523862139374,132.25087116856096,212.04413818624704,251.76160402648335,330.83998942943236,409.4453485757991,448.5715269565949,526.4726463043578,603.9077824414542,642.4514773518807,719.1928587167687,795.4751926925987,833.4450752312457,909.0439821174883,984.1906760426431,1021.5952887645761,1096.0687309336768,1170.0966924582374,1206.9444502750955,1280.3091815869252,1353.2350653682613
16,16,12447173.0,47856.34584966922,2.0895870385534502e-05,0.0009026717125776343,0.00257419486154568,0.004235719381766534,0.00506275087443582,0.006864972701079572,0.008811531285483285,0.009780439780496782,0.011709558787449186,0.013627138290855061,0.014581622342499894,0.016482021925212392,0.018371053831902375,0.01931132817946757,0.02118343591240049,0.02304434517395237,0.023970621359057365,0.025848912872030127,0.027749921434696564,0.02869615721006397,0.03058013428246542,157.04413818328675,236.36010303225714,275.8399894264721,354.4453485728388,432.58050962836467,471.47264630139756,548.9077824384939,625.8797214381403,664.1928587138084,740.4751926896384,816.3012255035198,854.043982114528,929.1906760396828,1003.8878630528899,1041.0687309307166,1115.0966924552772,1188.681837544372,1225.3091815839648,1298.2350653653011,1370.7247240967838
17,17,12448067.0,44880.658722738015,2.2281312896447466e-05,0.0015339402672040951,0.003256366291229386,0.004968489216363642,0.005820706278249612,0.007517489988567277,0.009204123977381016,0.010043653802710557,0.011715176951678603,0.013376701471899457,0.014203732964568743,0.016005954791212494,0.017952513375616208,0.018921421870629705,0.02085054087758211,0.022768120380987984,0.023722604432632816,0.025623004015345313,0.027512035922035296,0.02845231026960049,0.030324418002533413,125.24635759942862,202.21829659907502,240.5314338747431,316.8137678505732,392.6398006644546,430.3825572754628,505.5292512006175,580.2264382138246,617.4073060916512,691.435267616212,765.0204127053069,801.6477567448997,874.5736405262359,947.0632992577184,983.145362532021,1054.985573387871,1126.3960570818522,1161.9409529171503,1232.711657074765,1303.059029017407
18,18,12449974.0,43619.677329271384,2.2925433227103237e-05,0.0013474691096491622,0.00309592496372815,0.004833921994116788,0.0056990180017116926,0.007421444025736983,0.009133566950871239,0.00998578401275721,0.011682567723074874,0.013369201711888613,0.014208731537218154,0.0158802546861862,0.017541779206407055,0.01836881069907634,0.02017103252572009,0.022117591110123805,0.0230864996051373,0.025015618612089705,0.02693319811549558,0.027887682167140413,0.02978808174985291,132.52023554625902,208.34626836014039,246.0890249711486,321.2357188963033,395.9329059095104,433.11377378733704,507.1417353118978,580.7268804009926,617.3542244405854,690.2801082219216,762.7697669534043,798.8518302277067,870.6920410835569,942.1025247775381,977.6474206128361,1048.418124770451,1118.7654967130927,1153.7812250840725,1223.4983427698646,1292.7984302966668
19,19,12450488.0,45038.00836216604,2.2203468500619695e-05,0.0010333059094745,0.0027557319334997913,0.004467854858634046,0.005320071920520017,0.007016855630837681,0.00870348961965142,0.009543019444980962,0.011214542593949007,0.01287606711416986,0.013703098606839149,0.015505320433482898,0.017451879017886612,0.01842078751290011,0.020349906519852513,0.022267486023258388,0.02322197007490322,0.025122369657615717,0.0270114015643057,0.027951675911870894,0.029823783644803818,147.7557355472769,224.72767454692334,263.0408118225914,339.32314579842154,415.1491786123029,452.89193522331107,528.0386291484658,602.7358161616729,639.9166840394995,713.9446455640602,787.5297906531551,824.157134692748,897.0830184740842,969.5726772055667,1005.6547404798692,1077.4949513357194,1148.9054350297006,1184.4503308649987,1255.2210350226135,1325.5684069652552
20,20,12451429.0,45736.92660386572,2.1864171343674833e-05,0.0013878917695602162,0.0030948862783963253,0.00479166998871399,0.005636251899129966,0.00731783380285727,0.008989356951825315,0.009821365285926944,0.011477912964715457,0.013280134791359208,0.014254873923532339,0.01619560187077642,0.01812472087772882,0.019084948733908726,0.02099678443277953,0.02289718401549203,0.023843116672193698,0.0257264902697472,0.027598598002680125,0.0285304482372606,0.030385783449337,132.42764981126388,210.09542842656148,248.7549226213931,325.7268616210395,402.2383747289621,440.3223328725377,516.1483656864191,591.5208265061516,629.037816222582,703.7350032357891,777.985370112996,814.9438326381764,888.5289777272712,961.6739552785682,998.0822055482002,1070.5718642796828,1142.6279108796004,1178.4941384098356,1249.9046221038168,1320.8879451347557
21,21,12452154.0,44961.51261248314,2.224124460889155e-05,0.001277490267217898,0.0029999162912431893,0.004712039216377445,0.005564256278263415,0.007261039988581079,0.00894767397739482,0.00978720380272436,0.011458726951692406,0.01312025147191326,0.013947282964582546,0.015749504791226297,0.01769606337563001,0.018664971870643508,0.02059409087759591,0.022511670381001787,0.02346615443264662,0.025366554015359116,0.0272555859220491,0.028195860269614292,0.030067968002547216,136.76705389766448,213.7389928973109,252.05213017297896,328.3344641488091,404.16049696269044,441.90325357369863,517.0499474988534,591.7471345120605,628.9280023898871,702.9559639144478,776.5411090035427,813.1684530431355,886.0943368244717,958.5839955559543,994.6660588302568,1066.5062696861069,1137.9167533800883,1173.4616492153862,1244.232353373001,1314.579725315643
22,22,12453148.0,44115.35017735717,2.2667846814763905e-05,0.001431569919734726,0.0031695669501233636,0.004897167742296306,0.005757088981743559,0.007469211906877814,0.00917109335993942,0.01001821267908145,0.011704846667895188,0.013381391644578276,0.014215899642192775,0.01587742416241363,0.017529009903521447,0.018506677481726668,0.020453236066130382,0.022388150809163714,0.023351263568096282,0.025268843071502158,0.02717495214329332,0.028123726705859487,0.03001275861254947,129.25042553719445,205.53275951302456,243.50264205167147,319.1015489379141,394.24824286306887,431.65285558500193,506.12629775410255,580.1542592786633,617.0020170955213,690.366748407351,763.2926321886872,799.5918256411379,871.8643541944723,943.7045650503223,979.4633614580048,1050.6599445796016,1121.4306487372164,1156.6570925785693,1226.7937490508382,1296.51086673663
23,23,12454697.0,43410.81499163954,2.3035734302444894e-05,0.0011672199824649865,0.0029209287872037294,0.004664147393457263,0.005531842479850229,0.007259443272023171,0.008976709989654542,0.00983148743660468,0.011533368889666286,0.01322507011922429,0.014067122197622054,0.015743667174305143,0.01741018350602127,0.018239699692140496,0.01989128543324831,0.021843692143626664,0.022815511595857246,0.024750426338890578,0.02667376695400305,0.02763111860122902,0.029537227673020187,140.1192071904686,215.71811407671123,253.34781828543558,328.26942072379904,402.74286289289967,439.81236189227997,513.6185822343183,586.9833135461481,623.5009470578522,696.208390779935,768.4809193332694,804.4549026588845,876.0799265968019,947.2765097183988,982.7149369140398,1053.2736577173664,1123.410314189635,1158.3211574198901,1227.8294475560062,1296.9219575138675
24,24,12455770.0,43864.62047608737,2.2797415984600758e-05,0.0013875493417404914,0.0031307679479940244,0.004863559041981895,0.005726063826559933,0.007443330544191303,0.009150325053027411,0.009999989444203047,0.011691690673761053,0.013373272577488358,0.014210287728841904,0.01587680406055803,0.01753335173934654,0.018357905987785073,0.020310312698163427,0.022251040645407505,0.02321704689342734,0.025140387508539815,0.027052223207410617,0.028003848227556947,0.029898555446824786,130.98274040646547,207.0365810886879,244.89273136392237,320.2651921836549,395.1867946220184,432.4793689132924,506.7297357904993,580.5359561325376,617.2733434047746,690.4183209560715,763.1257646781544,799.3162299571862,871.3722765571038,942.9973004950212,978.6489877813201,1049.632310812259,1120.1910316155859,1155.3119597168748,1225.2385313181094,1294.7468214542257
25,25,12456387.0,45363.43588457392,2.204418559794443e-05,0.0017125218753874663,0.0034246448005217215,0.005126526253583326,0.005973645572725356,0.007660279561539096,0.009336824538222183,0.010171332535836682,0.011832857056057538,0.013484442797165352,0.014462110375370573,0.01640866895977429,0.01834358370280762,0.01930669646174019,0.021224275965146065,0.023130385036937227,0.024079159599503394,0.025968191506193377,0.027845923720183255,0.02878057358669149,0.030641482848243376,117.47659939427457,194.9117355313709,233.45543044179752,310.1968118066854,386.4791457825155,424.4490283211624,500.0479352074051,575.1946291325598,612.5992418544929,687.0726840235935,761.1006455481543,797.9484033650122,871.313134676842,944.2390184581781,980.5382119106289,1052.8107404639632,1124.6509513198134,1160.4097477274959,1231.6063308490925,1302.3770350067075
26,26,12458906.0,45015.49611211019,2.22145724554389e-05,0.0010964641368918875,0.0028188901609171786,0.004531013086051434,0.005383230147937405,0.007080013858255069,0.008766647847068808,0.00960617767239835,0.011277700821366395,0.012939225341587248,0.013766256834256535,0.015568478660900286,0.017515037245304,0.018483945740317496,0.0204130647472699,0.022330644250675775,0.023285128302320608,0.025185527885033105,0.027074559791723088,0.02801483413928828,0.029886941872221205,144.91173552867974,221.88367452832614,260.1968118039942,336.4791457798243,412.3051785937057,450.0479352047139,525.1946291298686,599.8918161430757,637.0726840209023,711.1006455454631,784.685790634558,821.3131346741508,894.239018455487,966.7286771869695,1002.8107404612721,1074.6509513171222,1146.0614350111034,1181.6063308464013,1252.3770350040163,1322.724406946658
27,27,12460159.0,43825.16204950262,2.281794186797192e-05,0.001522014436440488,0.0032652330426940213,0.004998024136681892,0.005860528921259931,0.0075777956388913,0.00928479014772741,0.010134454538903043,0.01182615576846105,0.013507737672188354,0.0143447528235419,0.016011269155258027,0.01766781683404654,0.018492371082485068,0.02044477779286342,0.022385505740107503,0.023351511988127335,0.02527485260323981,0.027186688302110615,0.028138313322256945,0.030033020541524784,125.08660047559454,201.14044115781698,238.99659143305144,314.369052252784,389.29065469114744,426.5832289824215,500.83359585962836,574.6398162016667,611.3772034739037,684.5221810252006,757.2296247472834,793.4200900263153,865.4761366262329,937.1011605641503,972.7528478504491,1043.736170881388,1114.294891684715,1149.4158197860038,1219.3423913872384,1288.8506815233548
28,28,12461981.0,42385.647320470416,2.359289200986306e-05,0.0011613343982648044,0.002936213438819742,0.004700475631436278,0.005578645244353895,0.007327101098432883,0.00906509812882152,0.009930194136416425,0.011652620160441716,0.013364743085575972,0.014216960147461943,0.015913743857779605,0.017600377846593348,0.018439907671922887,0.02011143082089093,0.021772955341111788,0.022599986833781074,0.024402208660424824,0.026348767244828538,0.027317675739842034,0.02924679474679444,139.29461483708488,213.99180185029198,251.1726697281186,325.20063125267933,398.7857763417742,435.41312038136704,508.3390041627032,580.8286628941859,616.9107261684884,688.7509370243384,760.1614207183196,795.7063165536176,866.4770207112325,936.8243926538744,971.840121024854,1041.557238710646,1110.8573262374482,1145.3517643490864,1214.0309796721367,1282.2993754036797
29,29,12462535.0,40907.42443981465,2.4445440251836374e-05,0.0011047253372622001,0.00291183981632719,0.0047081446127112325,0.005602263619164157,0.007382475010059353,0.009152037657664654,0.010032845631149272,0.011786554435888014,0.013529773042141547,0.014397468128534515,0.016125068920707458,0.017842335638338827,0.018697113085288965,0.02039899453835057,0.022090695767908577,0.02293274784630634,0.024609292822989424,0.026275809154705555,0.02710532534082478,0.028756911081932596,139.98792780068362,213.35265911251338,249.87029262421743,322.5777363463003,394.8502648996347,430.8242482252498,502.4492721631672,573.645855284764,609.084282480405,679.6430032837318,749.7796597560005,784.6905029862554,854.1987931223716,923.2913030802328,957.6824175436096,1026.1559156333021,1094.2198219454037,1128.098945255303,1195.5530569184937,1262.6036731317208
30,30,12464474.0,39201.44871303245,2.5509261336751358e-05,0.0012235956485778703,0.0030690588747756624,0.004903483013431096,0.005816576096060056,0.007634565336910741,0.009441679815975731,0.010341179380951875,0.012132103618812699,0.013912315009707894,0.014798423438181276,0.016562685630797814,0.018316394435536554,0.01918931109779442,0.020927308128183057,0.022654908920355998,0.02351483015980325,0.025226953084937505,0.02692883453799911,0.027775953857141142,0.02946258784595488,133.3366397967002,205.17685065255029,240.93564706023275,312.1322301818295,382.90293433944436,418.12937818079723,488.26603465306596,557.983152338858,592.6851680194371,661.7776779772983,730.4568933003486,764.6422905303677,832.7061968424692,900.3629632488985,934.0394318155592,1001.0900480287864,1067.7395871032138,1100.9147021478796,1166.9671156244615,1232.6244206428457
31,31,12467432.0,39201.44871303245,2.5509261336751358e-05,0.6562605568557878,1.6460521811469118,2.6299231258849924,3.11964943012913,4.09470571849135,5.0639294614097805,5.546365048761589,6.028249682272538,6.030029893663433,6.030916002091907,6.032680264284522,6.0344339730892615,6.035306889751519,6.037044886781908,6.0387724875740805,6.039632408813528,6.0413445317386625,6.043046413191724,6.043893532510866,6.04558016649968,71513.47553741591,110044.09374915352,129222.88673544205,167408.30308594403,205365.30446424437,224258.5766642919,261875.51432338732,299267.4374869214,317879.4390587019,354936.3615087039,391771.6184375006,410106.5380235447,446611.7814919038,482898.6604527352,500960.6223763328,536922.4000965777,572669.065000136,590462.1320956845,625888.5359899703,661103.028296391
32,32,12467955.0,37107.401382455166,2.694880166070622e-05,0.7565943259215934,1.77347301868717,2.784268979486006,3.28739735135569,4.289137418311494,5.284885359997779,5.78052346658051,6.767350315768107,7.748274233271122,8.236533620004577,9.208669272098415,10.17498985190358,10.655980366408077,10.657765926193342,10.659540805233897,10.660424259453029,10.662183237039432,10.663931692893511,10.664801994837507,10.666534785931495,66550.31293609441,104054.57414475293,122722.49363499822,159890.7477746334,196836.67116422695,215226.67458557748,251841.59345236566,288237.49095587095,306353.7166008121,342423.5369088334,378277.5972092682,396124.12114821293,431656.95839899994,466977.2478357955,484558.0844444679,519561.9334756981,554356.3986852007,571675.5034589408,606158.2388367247,640434.7074888342
33,33,12468459.0,37762.46322845102,2.6481323369990845e-05,0.7904355529167861,1.7982038533750098,2.799943920330814,3.29856466446973,4.29132996859983,5.278156817787427,5.769354431046303,6.747340122023896,7.719475774117736,8.203360766571091,9.166786868427396,9.168572428212663,9.169461198824743,9.17123076147235,9.172989739058751,9.173865278250572,9.175608496856826,9.177341287950814,9.178203792735392,9.179921059453024,65617.612626166,103460.91932576185,122297.59944948752,159801.86065814603,197081.78172017186,215638.0342880265,252583.95767762006,289308.88068501465,307588.87996575877,343984.77746926405,380162.96503780276,398170.82342222653,434024.8837226613,469664.4747571545,487404.24491239304,522724.5343491886,557833.5470740811,575309.2199890912,610103.6851985939,644690.0183331302
