,index,blocknum,p0vs1,p1vs0,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20,ZRX-slippagemap_01,ZRX-slippagemap_2,ZRX-slippagemap_3,ZRX-slippagemap_4,ZRX-slippagemap_5,ZRX-slippagemap_6,ZRX-slippagemap_7,ZRX-slippagemap_8,ZRX-slippagemap_9,ZRX-slippagemap_10,ZRX-slippagemap_11,ZRX-slippagemap_12,ZRX-slippagemap_13,ZRX-slippagemap_14,ZRX-slippagemap_15,ZRX-slippagemap_16,ZRX-slippagemap_17,ZRX-slippagemap_18,ZRX-slippagemap_19,ZRX-slippagemap_20
10,10,12448667.0,2242.2032287622415,0.0004459899027761314,0.7742754842577546,2.2216124435108937,3.6602918151434025,4.37597035515492,5.800902631482792,5.877191776718502,5.915165052276751,5.990770710691803,6.065924117203889,6.1033320707233685,6.17781216335217,6.251846735649535,6.288697785261013,6.362069068993815,6.435001466573579,6.4713039006920505,6.54358288314248,6.615429510981121,6.651191501309734,6.722394444750587,6415.201829888556,9688.994791699657,11318.540335415631,14563.00292587973,17788.057810344264,19393.343789612376,22589.504961417704,25766.547578006655,27347.935107442114,40544.29586487154,64042.9547779935,65119.44338299973,67262.75679846559,69393.24954068298,70453.71205239189,72634.8557168374,74872.48181658374,75986.27054536174,78203.94813179874,80408.45883208844
11,11,12449234.0,2257.275673093158,0.00044301190675115646,1.4010348401049535,2.8397142117374625,4.268927511023442,4.980325028076852,5.056614173312562,5.132446979990254,5.170193107285862,5.245346513797949,5.3200503706996525,5.35723455994623,5.431269132243595,5.504860850331086,5.5414914655878755,5.614423863167638,5.686919995715356,5.723005279736539,5.794851907575181,5.866268769035234,5.901816841344647,5.9725938649426755,4996.259611849188,8261.362781020269,9900.714447345072,13164.701286547344,16409.16387701144,18024.109933609918,21239.504740744087,24435.665912549415,26026.56984380856,29194.09605857383,42390.45681600326,54821.714850796714,66965.60433413145,69108.91774959731,70175.76193974516,72299.8730035236,74481.0166679691,75601.50782843115,77832.43149649345,80050.10908293044
12,12,12449860.0,2257.275673093158,0.00044301190675115646,1.3832320134588658,2.803630212689868,4.214671692529086,4.917024102570668,4.975304233296449,5.033235749933891,5.062071428016051,5.119483925462174,5.176552995150916,5.2049593877448705,5.261517165897797,5.3177366311601535,5.345720127883514,5.401435913556043,5.456818420057332,5.484385317858241,5.539271643425336,5.593829654385572,5.6209861560719,5.675055370963876,4932.77257983367,8156.7460475011185,9775.625216475592,12998.85084300476,16202.79604287418,17797.574383451876,20972.814803323374,24129.061780715674,25700.098238029863,28828.067856507125,41985.1086345374,54396.794968753995,66501.71674818311,68606.2955547623,69653.85941374149,71739.58289934606,73882.56860832454,74984.06647124261,77177.17404711198,79357.2617497918
13,13,12450527.0,2264.7366135548564,0.00044155244985876943,0.991012474113383,2.411410673344385,3.822452153183603,4.524804563225185,4.583084693950966,4.6410162105884085,4.669851888670568,4.727264386116691,4.7843334558054345,4.812739848399388,4.8692976265523145,4.925517091814671,4.953500588538031,5.00921637421056,5.064598880711849,5.092165778512758,5.147052104079854,5.201610115040089,5.228766616726418,5.282835831618394,5819.649918025084,9043.623385692534,10662.502554667006,13885.728181196175,17089.673381065597,18684.45172164329,21859.692141514788,25015.93911890709,26586.975576221277,29714.94519469854,42871.98597272881,55283.67230694541,67388.59408637452,69493.17289295372,70540.73675193291,72626.46023753747,74769.44594651595,75870.94380943401,78064.0513853034,80244.13908798322
14,14,12451173.0,2277.226355760802,0.00043913069839116123,1.04593651310882,2.4616493448779293,3.8684642330858963,3.8976480058967153,3.9557535689454237,4.013511558531279,4.042260864342586,4.099501390466644,4.156399518260099,4.184720823744697,4.241109191182636,4.297160258398742,4.325059935987404,4.3806088309513935,4.435825448373469,4.463309775306227,4.518031695600797,4.572426286587129,4.59950144383062,4.653408702700525,5705.257011115521,8910.52558733748,10534.268554946664,13767.17784358808,16980.748736814337,18580.318550319727,21765.098410862833,24930.827838393518,26506.58428816122,29643.951466047132,32762.55164866599,44362.63114198294,67822.20527857605,69933.10700028249,70983.81806220785,73075.80789462669,75155.28389844808,76260.09111577008,78459.78751129002,80646.32586143324
15,15,12453496.0,2236.605001296974,0.0004471062165291211,1.057761652158725,2.4867074278049457,3.907105627035948,4.613684628708781,6.020499516916748,6.078779647642529,6.107788852776275,6.16554684236213,6.222959339808255,6.251536674297496,6.30843480209095,6.364992580243878,6.393144475013487,6.449195542229594,6.504911327902123,6.5326441147822445,6.587860732204321,6.642747057771416,6.670066979431648,6.72446157041798,5677.147792908077,8910.057081549494,10519.252588411719,13723.19778828114,16907.977648824246,18493.216548730332,21649.463526122632,24786.830704008546,26348.469601914083,39505.51037994436,62965.084516537456,64022.11849359007,66126.69730016925,68218.68713258811,69259.98464475301,71402.97035373149,73602.66674925142,74697.57579251894,76877.66349519877,79044.80916269074
16,16,12454443.0,2270.1782366866755,0.00044049404748919616,1.4233642145515304,2.83907704632064,4.245891934528607,4.275075707339425,4.333181270388134,4.390939259973989,4.419688565785297,4.476929091909354,4.533827219702809,4.562148525187407,4.618536892625346,4.674587959841452,4.702487637430114,4.758036532394104,4.81325314981618,4.840737476748938,4.895459397043507,4.949853988029839,4.97692914527333,5.030836404143235,4847.059497002403,8052.328073224362,9676.071040833545,12908.980329474962,16122.551222701219,17722.12103620661,20906.900896749714,24072.6303242804,25648.386774048104,28785.753951934013,31904.354134552876,43504.433627869825,66964.00776446292,69074.90948616937,70125.62054809472,72217.61038051356,74297.08638433495,75401.89360165696,77601.5899971769,79788.12834732013
17,17,12454989.0,2271.0864442011252,0.0004403178939107969,1.3720258072143936,2.787738638983503,4.19455352719147,4.223737300002289,4.281842863050997,4.339600852636853,4.36835015844816,4.425590684572217,4.4824888123656725,4.51081011785027,4.567198485288209,4.623249552504316,4.651149230092977,4.706698125056967,4.761914742479044,4.789399069411801,4.84412098970637,4.8985155806927025,4.925590737936194,4.979497996806098,4963.633233834389,8168.901810056348,9792.644777665531,13025.554066306948,16239.124959533205,17838.694773038595,21023.474633581704,24189.204061112385,25764.96051088009,28902.327688766,32020.92787138486,43621.007364701814,67080.5815012949,69191.48322300136,70242.1942849267,72334.18411734556,74413.66012116693,75518.46733848895,77718.16373400888,79904.70208415212
18,18,12455748.0,2233.476101478443,0.0004477325722617103,1.225815662326123,2.654761437972344,4.075159637203346,4.7817386388761784,6.188553527084146,6.246833657809927,6.275842862943673,6.333600852529528,6.391013349975652,6.419590684464893,6.476488812258348,6.533046590411275,6.561198485180885,6.617249552396991,6.67296533806952,6.700698124949643,6.755914742371719,6.810801067938814,6.838120989599046,6.892515580585378,5301.516660340568,8534.425948981985,10143.62145584421,13347.566655713632,16532.346516256737,18117.585416162823,21273.832393555123,24411.199571441037,25972.838469346574,39129.87924737685,62589.45338396994,63646.487361022555,65751.06616760175,67843.05600002059,68884.35351218551,71027.33922116399,73227.03561668392,74321.94465995143,76502.03236263126,78669.17803012322
19,19,12456263.0,2126.0411313474588,0.0004703577862419869,1.524492497490801,3.1011205192299314,4.668317562971683,5.4483971110545415,6.975972328410677,8.49440999083096,9.250219314858738,10.755053022163953,12.25002494004738,12.994154113053375,13.135612732371955,13.27622518907907,13.346215684258464,13.403628181704589,13.46069725139333,13.489103643987285,13.545661422140212,13.601880887402567,13.629864384125927,13.685580169798456,5179.620995104286,8520.220223578634,10183.01886221525,13310.988480692511,26468.029258722785,38879.715592939385,50984.637372368496,53089.21617894769,54136.78003792688,56222.50352353144,58365.48923250992,59466.98709542799,61660.09467129737,63840.182373977186,64925.380468521835,67086.03477904011,69233.76461513151,70320.1306408389,72551.82418984389,74803.90319593708
20,20,12456861.0,2240.410273103404,0.00044634681960050354,0.9011482495348246,2.4150376435568717,3.919871350862086,4.6684785182342,6.158972441751509,6.300431061070088,6.370842744342684,6.511034012956598,6.5684465104027225,6.597023844891964,6.653921972685419,6.710479750838346,6.7386316456079545,6.794682712824062,6.850398498496591,6.878131285376712,6.933347902798789,6.988234228365884,7.015554150026116,7.069948741012448,6504.315194544966,9926.054479436396,11629.240987714571,15020.324429353475,18391.123109303728,20068.953736598003,23409.552965072355,26638.682324280693,28200.32122218623,41357.362000216504,64816.9361368096,65873.97011386222,67978.5489204414,70070.53875286024,71111.83626502517,73254.82197400364,75454.51836952358,76549.42741279109,78729.5151154709,80896.66078296288
21,21,12457376.0,2210.8115640834376,0.00045232258426989994,1.088564732307633,2.611564344741231,4.1254537387632775,4.878999186834522,6.378894613440607,7.869388536957915,7.940223934149282,8.08125883954909,8.221450108163005,8.250199413974311,8.30743994009837,8.364338067891826,8.392659373376421,8.449047740814361,8.505098808030468,8.53299848561913,8.588547380583119,8.643763998005195,8.671248324937952,8.725970245232523,6147.683498709097,9548.954857843592,11241.953448626178,14612.75212857643,17963.38766467918,19631.181984345054,22860.311343553396,25978.911526172255,37578.99101948921,61038.5651560823,63149.46687778876,64200.17793971411,66292.16777213295,68371.64377595433,69476.45099327633,71676.14738879628,73862.6857389395,74951.1441347436,77118.28980223558,79272.47213271754
22,22,12459144.0,2098.7926934246448,0.0004764643993343996,0.8628350097169505,2.4537159987123403,4.0350807552800445,4.8222123599489555,6.389409403690706,7.934422149122117,8.697064169129701,10.215501831549984,11.724856603649005,12.476144862882975,13.971116780766405,14.786081350963766,14.856704573090978,14.997317029798095,15.096056830788795,15.124720022423613,15.181789092112355,15.238516790190905,15.266753262859236,15.322972728121592,6547.273713618657,9675.243332095919,11232.20461680924,35243.97044434279,47348.8922237719,48402.759968425744,50501.034889330294,52586.75837493485,53624.93686659132,55831.2419468314,58024.34952270078,59115.978829576496,61289.63531992524,63450.28963044353,64525.765223354516,66684.3854922423,68916.07904124729,70043.80746033463,72289.14068622005,74520.97588809645
23,23,12460078.0,2109.101498137164,0.0004741355505570674,1.007331022098033,2.593446804180637,4.170074825919768,4.954848658807147,6.517351417744378,8.044926635100513,8.805284227526526,10.319173621548574,11.824007328853789,12.572614496225903,14.06310841974321,14.204567039061791,14.274978722334387,14.4151699909483,14.472582488394425,14.501159822883666,14.55805795067712,14.614615728830048,14.642767623599656,14.698818690815765,6256.559710299764,9485.689069508104,11047.327967413641,24204.368745443913,47663.94288203701,48720.97685908963,50825.55566566881,52917.54549808766,53958.843010252574,56101.828719231045,58301.525114750984,59396.4341580185,61576.52186069832,63743.66752819029,64822.374265761246,66970.10410185264,69139.82709345936,70288.16367656502,72540.24268265821,74778.8167539285
24,24,12460597.0,2107.4149759621714,0.00047451499178202206,1.1036496252601622,2.689765407342766,4.266393429081897,5.051167261969276,6.613670020906507,8.141245238262643,8.901602830688656,10.415492224710702,11.920325932015917,12.668933099388031,14.159427022905339,14.30088564222392,14.371297325496515,14.51148859411043,14.568901091556553,14.597478426045795,14.65437655383925,14.710934331992176,14.739086226761787,14.795137293977893,6053.484217754115,9282.613576962454,10844.252474867992,24001.293252898267,47460.86738949136,48517.90136654398,50622.480173123164,52714.47000554201,53755.767517706925,55898.753226685396,58098.449622205335,59193.35866547285,61373.44636815267,63540.592035644644,64619.298773215596,66767.028609307,68936.75160091372,70085.08818401936,72337.16719011257,74575.74126138285
