,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,WBTC-slippagemap_12,WBTC-slippagemap_13,WBTC-slippagemap_14,WBTC-slippagemap_15,WBTC-slippagemap_16,WBTC-slippagemap_17,WBTC-slippagemap_18,WBTC-slippagemap_19,WBTC-slippagemap_20,LINK-slippagemap_01,LINK-slippagemap_2,LINK-slippagemap_3,LINK-slippagemap_4,LINK-slippagemap_5,LINK-slippagemap_6,LINK-slippagemap_7,LINK-slippagemap_8,LINK-slippagemap_9,LINK-slippagemap_10,LINK-slippagemap_11,LINK-slippagemap_12,LINK-slippagemap_13,LINK-slippagemap_14,LINK-slippagemap_15,LINK-slippagemap_16,LINK-slippagemap_17,LINK-slippagemap_18,LINK-slippagemap_19,LINK-slippagemap_20
10,10,12614434.0,1591.3359879186673,0.0006284028059391249,0.005426277752074896,0.005427979356827838,0.005429670783035586,0.00543051269819171,0.00543218897056487,0.00543385521593766,0.0054346845972479555,0.005436335914486158,0.0054379773539412835,0.005438794387970201,0.005440421121455174,0.005442038124277116,0.005442842994866562,0.005444445510635336,0.005446038440645894,0.005446831328838365,0.005448409987481304,0.005449979203021837,0.00545076028726413,0.005452315443892085,22.642556133193466,35.03709900006978,41.20654028825867,53.49003783185009,65.70005983068047,71.77765393667296,83.87828350106142,95.90653046816642,101.89364597386732,101.8962328420765,101.89880423631136,101.90008415970003,101.90263251631805,101.9051656293404,101.90642649810137,101.90893691651972,101.91143231844453,101.91267441603468,101.91514746118058,101.91760571319463
11,11,12616644.0,1591.6542710296108,0.0006282771442275081,0.005290221253679206,0.005291922858432148,0.005293614284639897,0.005294456199796021,0.005296132472169181,0.0052977987175419705,0.005298628098852266,0.005300279416090468,0.005301920855545594,0.005302737889574512,0.005304364623059485,0.005305981625881426,0.005306786496470872,0.005308389012239646,0.005309981942250204,0.005310774830442675,0.005312353489085614,0.005313922704626147,0.005314703788868441,0.0053162589454963955,22.85909826190818,35.253641128784494,41.423082416973386,53.7065799605648,65.9166019593952,71.99419606538767,84.09482562977614,96.12307259688114,102.11018810258204,102.11277497079121,102.11534636502608,102.11662628841474,102.11917464503277,102.12170775805512,102.12296862681609,102.12547904523444,102.12797444715923,102.12921654474938,102.13168958989529,102.13414784190935
12,12,12628400.0,1594.6811374163,0.0006270846105449009,8.7643606137178e-07,2.57804081431482e-06,4.26946702206292e-06,5.11138217818717e-06,6.78765455134664e-06,8.45389992413641e-06,9.28328123443206e-06,1.093459847263466e-05,1.257603792776011e-05,1.339307195667784e-05,1.501980544165064e-05,1.663680826359244e-05,1.744167885303836e-05,1.904419462181224e-05,2.063712463237041e-05,2.143001282484092e-05,2.300867146777991e-05,2.457788700831328e-05,2.535897125060638e-05,2.691412787856143e-05,0.0053933792610296695,0.008083123201338412,0.009421955742257987,0.012087601699396782,0.014737302703712022,0.016056203456553522,0.01868216517166576,0.021292419114856267,0.022591685076041815,0.025178553285212193,0.027749947520084216,0.02902987090873787,0.03157822752676852,0.03411134054911678,0.035372209310087346,0.03788262772843824,0.040378029653233206,0.04162012724338789,0.04409317238929222,0.0465514244033476
13,13,12666222.0,1594.6811374163,0.0006270846105449009,0.5535228302853012,1.0916632486101725,1.0916649400363803,1.0916657819515363,1.0916674582239096,1.0916691244692824,1.0916699538505927,1.0916716051678308,1.091673246607286,1.091674063641315,1.0916756903748,1.0916773073776218,1.0916781122482113,1.09167971476398,1.0916813076939906,1.091682100582183,1.091683679240826,1.0916852484563666,1.0916860295406088,1.0916875846972367,1697.2907533852203,1697.2934431291606,1697.2947819617016,1697.2974476076586,1697.300097308663,1697.3014162094157,1697.304042171131,1697.3066524250742,1697.3079516910352,1697.3105385592444,1697.3131099534794,1697.314389876868,1697.316938233486,1697.3194713465084,1697.3207322152693,1697.3232426336876,1697.3257380356124,1697.3269801332026,1697.3294531783486,1697.3319114303627
14,14,12669249.0,1604.4379324952415,0.0006232712277281975,0.6555755278501252,0.7720993183100845,0.7721010046698832,0.7721018440632131,0.7721035153146,0.7721051765689395,0.7721060034660041,0.7721076498369356,0.7721092863596617,0.772110100946372,0.7721117228072476,0.7721133349665581,0.7721141374262923,0.7721157351419886,0.7721173233005298,0.7721181138138135,0.7721196877437528,0.7721212522589557,0.7721220310035346,0.7721235815019138,2956.3425849946366,2956.34528281943,2956.3466256742427,2956.3492993289124,2956.3519569904884,2956.353279853745,2956.3559137046886,2956.35853180077,2956.359834970156,2956.362429610195,2956.365008729942,2956.3662924985615,2956.3688485113544,2956.3713892348615,2956.3726538915903,2956.3751718523627,2956.3776747511106,2956.3789205806947,2956.381401055505,2956.3838666930546
15,15,12674678.0,1614.093013623809,0.0006195429826902569,0.11662906833807651,0.11663075976428426,0.11663244107277031,0.11663327795181354,0.11663494419718633,0.1166366004755613,0.11663742489573484,0.11663906633518996,0.1166406979559292,0.11664151010270385,0.1166431271055258,0.11664473443584941,0.11664553449188401,0.11664712742189456,0.11664871082337064,0.11664949896872998,0.11665106818427051,0.11665262801309177,0.11665340442514076,0.11665495027923672,3149.055889494847,3149.058595424973,3149.059942314101,3149.0626240014544,3149.0652896474116,3149.066616485159,3149.069258249169,3149.071884210884,3149.0731912954407,3149.0757937307885,3149.0783805989977,3149.0796682246128,3149.082231916621,3149.084780273239,3149.086048729532,3149.088574255022,3149.091084673441,3149.0923342457813,3149.094822172956,3149.0972952181014
16,16,12718822.0,1614.093013623809,0.0006195429826902569,0.30436745596095555,0.4915479319128897,0.4915496132213758,0.49155045010041903,0.4915521163457918,0.4915537726241668,0.4915545970443403,0.4915562384837954,0.49155787010453467,0.49155868225130933,0.49156029925413125,0.49156190658445487,0.49156270664048946,0.4915642995705,0.4915658829719761,0.49156667111733543,0.491568240332876,0.49156980016169727,0.49157057657374625,0.4915721224278422,2460.9658004008575,2460.9685063309835,2460.9698532201114,2460.9725349074647,2460.975200553422,2460.9765273911694,2460.979169155179,2460.9817951168943,2460.983102201451,2460.985704636799,2460.988291505008,2460.989579130623,2460.992142822631,2460.9946911792495,2460.9959596355425,2460.9984851610325,2461.0009955794512,2461.0022451517916,2461.004733078966,2461.0072061241117
17,17,12723941.0,1623.806196464952,0.00061583703903644,3.990299653634231e-05,4.15893563350391e-05,4.326562870819857e-05,4.410000105179097e-05,4.576125539128399e-05,4.741257262948659e-05,4.823452338741665e-05,4.987104611352977e-05,5.149777959850257e-05,5.230749369942484e-05,5.391965300989029e-05,5.552216877866416e-05,5.631982844044539e-05,5.790798698169284e-05,5.948664562463184e-05,6.02724302046657e-05,6.18369454074583e-05,6.339210203541335e-05,6.416618836562932e-05,6.570741210135663e-05,1397.8562714831996,1719.7332023404524,1719.7345532761183,1719.7372430200587,1719.7399166747284,1719.7412474985567,1719.743897199561,1719.7465310505045,1719.747842062029,1719.750452315972,1719.7530469560108,1719.7543384501425,1719.7569098443773,1719.7594658571704,1719.760738124384,1719.7632712374063,1719.7657891981787,1719.7670425245858,1719.7695379265106,1719.7720184013208
18,18,12725758.0,1623.806196464952,0.00061583703903644,3.990299653634231e-05,4.15893563350391e-05,4.326562870819857e-05,4.410000105179097e-05,4.576125539128399e-05,4.741257262948659e-05,4.823452338741665e-05,4.987104611352977e-05,5.149777959850257e-05,5.230749369942484e-05,5.391965300989029e-05,5.552216877866416e-05,5.631982844044539e-05,5.790798698169284e-05,5.948664562463184e-05,6.02724302046657e-05,6.18369454074583e-05,6.339210203541335e-05,6.416618836562932e-05,6.570741210135663e-05,751.203840683788,751.2065547435036,751.2079056791696,751.2105954231099,751.2132690777796,751.214599901608,751.2172496026124,751.2198834535559,751.2211944650803,751.2238047190235,751.2263993590623,751.2276908531938,751.2302622474286,751.2328182602218,751.2340905274353,751.2366236404578,751.23914160123,751.240394927637,751.2428903295619,751.2453708043722
19,19,12890333.0,2015.2879696919454,0.0004962070012023437,0.006592461465087834,0.01958774767963774,0.03250529967384778,0.03893507076458529,0.05173689171165013,0.06446213613324547,0.07079618490191542,0.08340742157062604,0.09594322068716184,0.10218297244455038,0.11460646179311479,0.1269556364314602,0.13310249525178924,0.14534103145513336,0.15750636043222266,0.16356170872624268,0.17561804615687254,0.1876022660790815,0.19356746623109525,0.20544431719441741,52.251907192648794,78.20911289384989,91.12943227448338,116.85408190834141,142.42485480317828,155.15282420011908,180.49450348048083,205.68459619126432,218.22307995483635,243.18748956899913,268.00256880721145,280.3543888994342,304.94714459768613,329.3927937154579,341.5607281512964,365.78736487427335,389.8690835512169,401.85586977268997,425.7218357696538,449.44504257417276
20,20,13051964.0,1701.7728364070267,0.0005876224949690182,9.8380570442004e-07,2.63017663587684e-06,4.26669936199015e-06,5.08128607231386e-06,6.70314694788552e-06,8.31530625835115e-06,9.11776599253152e-06,1.071548168890654e-05,1.230364023015418e-05,1.309415351375388e-05,1.466808345312732e-05,1.623259865592011e-05,1.701134323488863e-05,1.856184161409141e-05,2.01030653498189e-05,2.08702165635407e-05,2.239763213659702e-05,2.391591117647146e-05,2.467164156425793e-05,2.617631806081212e-05,0.005343060097933208,0.008123041794100483,0.009506790606800972,0.012261865931696859,0.015000461143315475,0.016363609655503247,0.01907766937105211,0.021775494164734163,0.023118348977364575,0.025792003647078336,0.028449665222790587,0.029772528479738183,0.03240637942327799,0.0350244755045743,0.03632764489088243,0.03892228492965793,0.041501404676468075,0.04278517329611099,0.04534118608922146,0.047881909596117773
