,index,blocknum,p0vs1,p1vs0,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
148,148,12507232.0,0.00035606201946787656,2808.499489764363,5332.811511085287,17987.098148857385,30517.641161781346,44937.78248132073,59201.39176912474,73323.08290303833,87304.26789519424,101010.58639566436,114580.37277981178,128008.66946436353,140668.5174734375,11.58914085921615,15.998598627684766,20.36440927190381,23.48028363066703,26.565197721058365,31.051683909571015,35.49355034116226,39.44285961858208,53.93382502117879,67.74786567850319
149,149,12507766.0,0.00035485352463076876,2818.064160530792,261755.5311586756,703424.4757266853,1035500.2043379247,1366286.1581081008,1693767.8450635092,2017991.1984858075,2031972.3834779635,2045678.7019784336,2059248.488362581,2072676.7850471328,2085336.6330562069,264.0137002655675,268.42315803403613,272.7889686782552,275.9048430370184,278.9897571274097,283.4762433159224,287.9181097475136,291.86741902493344,306.35838442753015,320.1724250848545
150,150,12508281.0,0.0003559908177444195,2809.0612177473104,166691.51227864844,553430.2638743297,936323.2604572335,1270355.4381985464,1601051.050274504,1928456.3513346089,1945587.8246412207,1962413.0870957137,1974066.762700537,1985598.013248895,1996379.690132701,221.20352672289133,225.61298449135995,229.978795135579,233.0946694943422,236.17958358473356,240.6660697732462,245.10793620483744,249.05724548225726,263.548210884854,277.3622515421784
151,151,12508816.0,0.00034834940819502126,2870.6809211518917,82342.29936852591,573540.8312310068,914318.455327758,1251707.6217763051,1585739.799517618,1916435.4115935757,2243840.7126536802,2260972.1859602924,2277797.4484147853,2289451.1240196084,2300982.374567967,87.48627830623103,91.85208895045007,94.96796330921329,98.05287739960463,102.53936358811727,106.98123001970852,110.93053929712833,125.42150469972505,139.23554535704943,152.92718296966095
152,152,12509366.0,0.00035100681618915685,2848.947524315602,21629.56943306025,512828.10129554104,853605.7253922924,1190994.8918408395,1525027.0695821524,1855722.68165811,2183127.982718215,2200259.4560248265,2217084.71847932,2228738.394084143,2240269.644632501,108.71686896902746,113.0826796132465,116.19855397200973,119.28346806240106,123.76995425091371,128.21182068250496,132.16112995992478,146.6520953625215,160.4661360198459,174.15777363245738
153,153,12510145.0,0.0003533310063596134,2830.207318352977,396102.51320368896,738971.9558458627,1078432.1279668668,1414514.7055316975,1747240.3166337742,2076655.418906922,2095776.6965712805,2114571.965467027,2128176.046589353,2141638.2967912355,2154331.7604908487,264.3155937785146,269.45395393426855,274.54141463139337,278.37175885184206,282.1640340684813,287.3508433760355,292.4860649368496,297.12183069139905,312.29242255330354,326.77932760687315
154,154,12510737.0,0.00036398178593353346,2747.390222934423,109250.2273078199,448710.39942882396,784792.9769936546,1117518.5880957316,1446933.6903688791,1466054.9680332378,1484850.236928984,1498454.3180513103,1511916.5682531928,1524610.0319528056,1547263.1083756383,381.193472781649,437.6048535812341,442.7432137369881,447.83067443411284,451.6610186545616,455.4532938712008,460.64010317875506,465.77532473956904,470.4110904941186,485.58168235602307
155,155,12511251.0,0.0003724871992567067,2684.6560150133664,55499.710381542995,391582.28794637363,724307.8990484505,1053723.0013215982,1072844.278985957,1091639.5478817031,1105243.6290040293,1118705.879205912,1131399.3429055247,1154052.4193283573,1176479.8907850112,352.35615653761334,474.2437779079775,479.4337547286765,484.57211488443045,489.65957558155526,493.48991980200395,497.2821950186432,502.4690043261974,507.60422588701147,512.239991641561
156,156,12511832.0,0.00036760291959816695,2720.3265988559533,291800.81352527114,631523.4958445595,967852.9938675022,1300836.1255889563,1323489.931992343,1345782.5820968016,1362849.2466216192,1379739.6287122334,1391390.4748287841,1413011.3073628182,1434416.8054193007,281.76165182355606,409.15638467315284,419.7986790003248,430.3351079015472,440.7669283698949,449.8884576615124,454.9365214171675,461.36662458674834,467.73276963549046,471.9941675017666
157,157,12512464.0,0.0003593886748910103,2782.5028162149633,340810.02679379744,695607.5488634179,1035330.2311827063,1371659.729205649,1704642.860927103,1727296.6673304897,1749589.3174349484,1766655.981959766,1783546.3640503802,1795197.210166931,1816818.042700965,262.37473262481285,273.01702695198486,283.5534558532072,293.9852763215549,303.10680561317247,308.1548693688275,314.5849725384084,320.95111758715046,325.21251545342665,340.01246426531634
158,158,12513126.0,0.0003495357525092035,2860.9376660937405,10587.591397139862,372549.9290935458,730910.8566151832,1085708.3786848036,1425431.061004092,1761760.5590270348,2094743.6907484888,2117397.4971518754,2139690.1472563343,2156756.8117811517,2173647.193871766,28.214413930563836,38.64623439891154,47.767763690529065,52.815827446184144,59.24593061576499,65.6120756645071,69.87347353078326,84.67342234267296,98.79337212448242,112.78787516950831
159,159,12513644.0,0.00037070363385828764,2697.572693291373,16592.57070176847,46020.29833532697,75142.17343666976,102627.7485038381,129839.85121772681,152228.7001260992,169390.60630800037,186375.28243397264,198119.4843899597,219832.74390422858,241329.7493227628,39.31127351197597,54.17725217673827,67.00643027184061,79.70100543651648,92.26949933654257,103.50644283072468,110.17494811341497,118.20936995747171,126.16387122580863,131.96430084666608
160,160,12514373.0,0.0003733075321144045,2678.7565585297066,2226.7626096837307,31660.31126970387,60787.949480227915,88279.2303155638,115496.98202711972,137891.4237274406,155058.86705482827,172049.02523359415,183798.65469767802,205517.28771816372,227019.61317828772,44.6620659585476,59.530155757538495,72.36142398176868,85.0580684794769,97.62861112336545,108.86758297705248,115.53809643775108,123.57450647911493,131.53097616283515,137.3333546139999
161,161,12514912.0,0.00036863359851709796,2712.720717869177,37747.76971445879,81142.30287374652,124092.01842358526,151583.29925892112,178801.05097047705,201195.49267079792,218362.93599818563,235353.0941769515,247102.72364103538,268821.3566615211,290323.6821216451,46.97975686177951,66.91113102057237,84.75530556770968,97.4519500654179,110.02249270930646,121.26146456299348,127.93197802369208,135.96838806505593,143.92485774877616,149.7272361999409
162,162,12515442.0,0.00036227517055656487,2760.3327008685023,31308.991896744603,87714.45715580274,132013.98889645294,175859.6985922789,204238.05873076455,232334.06360070215,255598.02012157656,272765.46344896423,289755.62162773014,301505.251091814,323223.8841122997,49.985539165079786,67.8297137122171,80.52635820992532,93.09690085381386,104.3358727075009,111.0063861681995,119.04279620956336,126.99926589328356,132.8016443444483,149.12724148753142
163,163,12516101.0,0.0003598561605943458,2778.8880933659148,50611.567962800946,107017.03322185908,151316.5649625093,195162.27465833523,223540.6347968209,251636.6396667585,274900.59618763294,292068.0395150206,309058.19769378647,320807.82715787034,342526.46017835604,43.01567544891529,60.8598499960526,73.55649449376082,86.12703713764937,97.3660089913364,104.036522452035,112.07293249339885,120.02940217711907,125.83178062828381,142.15737777136692
164,164,12516627.0,0.00035510199662967156,2816.0923044397273,23726.8386097362,66474.00183450874,108778.17925719626,139116.72649857888,169140.35885509013,197518.71899357578,225614.72386351338,248878.68038438782,266046.1237117755,283036.2818905414,294785.91135462525,34.903908810198395,47.600553307906615,60.17109595179517,71.4100678054822,78.08058126618079,86.11699130754465,94.07346099126487,99.8758394424296,116.20143658551272,131.81422538372684
165,165,12517136.0,0.0003504807269344753,2853.223938293636,7693.281324336353,50870.039565632775,93617.20279040532,135921.38021309284,166259.92745447543,196283.5598109867,224661.91994947236,252757.92481940996,276021.88134028437,293189.32466767204,310179.48284643795,35.78605304328918,48.35659568717772,59.59556754086476,66.26608100156335,74.30249104292722,82.25896072664743,88.06133917781216,104.38693632089529,119.99972511910941,135.4703227019609
166,166,12518071.0,0.00035734608847306495,2798.4075725383946,27672.832727631518,144448.7711997872,260045.16309196988,362946.6905376468,464811.32554032054,564315.8943157203,662830.4256435287,755812.2668224989,842003.9245170717,927331.5298737297,1006738.670462752,112.41634384820424,127.785923682558,143.0028068526284,156.86178897597554,166.12624448309694,176.7307877129494,187.2298384858141,195.5495001930026,214.36733444559576,232.4475634015966
167,167,12518607.0,0.0003630730133456021,2754.266946984902,51348.74235675478,166945.13424893742,269846.6616946144,371711.29669728805,471215.8654726879,569730.3968004963,662712.2379794664,748903.8956740393,834231.5010306973,913638.6416197196,1002341.6162862557,107.06754209451343,145.95366499565947,161.32324483001324,176.54012800008363,190.39911012343075,199.66356563055214,210.26810886040462,220.7671596332693,229.08682134045782,247.904655593051
168,168,12519323.0,0.0003622027263892598,2760.8847950120025,65550.48300050879,181146.87489269144,284048.40233836835,385913.0373410421,485417.6061164419,583932.1374442503,676913.9786232205,763105.6363177933,848433.2416744513,927840.3822634736,1016543.3569300097,101.9171230366503,140.80324593779633,156.1728257721501,171.38970894222047,185.2486910655676,194.513146572689,205.1176898025415,215.61674057540617,223.93640228259468,242.75423653518783
169,169,12519831.0,0.000370407204360037,2699.7315069174433,50897.27908532127,153798.8065309982,255663.44153367192,355168.01030907175,453682.54163688014,546664.3828158503,632856.0405104231,718183.6458670811,797590.7864561034,886293.7611226394,974113.9559672485,108.10852093998304,149.62152736009,188.50765026123605,203.8772300955898,219.09411326566018,232.95309538900733,242.21755089612873,252.8220941259812,263.3211448988459,271.6408066060344
170,170,12520698.0,0.0003708148560699248,2696.7635833107756,44426.81824832283,147328.34569399976,249192.98069667348,348697.54947207327,447212.0807998817,540193.9219788518,626385.5796734247,711713.1850300827,791120.325619105,879823.300285641,967643.49513025,110.50673548993201,152.019741910039,190.905864811185,206.27544464553878,221.49232781560917,235.35130993895632,244.61576544607772,255.22030867593017,265.7193594487949,274.0390211559834
171,171,12521201.0,0.0003909189533162154,2558.074996151689,74451.98030555162,172966.51163336006,265948.3528123302,352140.010506903,437467.615863561,516874.75645258336,605577.7311191193,693397.9259637283,780344.3381320109,866335.9671394777,949890.1657810684,87.31107211279787,125.76726425228763,168.11237459601853,210.04257256932252,251.55557898942948,290.44170189057553,305.8112817249293,321.0281648949997,334.8871470183468,344.1516025254682
172,172,12521889.0,0.0003936648481169453,2540.2318870567074,39561.228513585884,138075.7598413943,231057.60102036444,317249.25871493726,402576.86407159525,481984.0046606176,570686.9793271536,658507.1741717627,745453.5863400452,831445.215347512,914999.4139891026,100.99862855732404,139.45482069681378,181.7999310405447,223.73012901384868,265.2431354339557,304.12925833510167,319.49883816945544,334.7157213395258,348.574703462873,357.8391589699944
173,173,12522585.0,0.00040069439241056194,2495.667568452952,50481.06360632751,143462.90478529764,229654.56247987048,314982.16783652845,394389.3084255508,483092.2830920868,570912.4779366959,657858.8901049783,743850.5191124452,827404.7177540358,910127.5796095382,96.95129546123552,135.78898090781612,174.24517304730588,216.5902833910368,258.52048136434075,300.03348778444774,338.91961068559374,354.2891905199475,369.5060736900179,383.3650558133651
174,174,12523396.0,0.0003867199539754626,2585.8505353035134,28937.348976020414,128441.91775142022,226956.44907922865,319938.29025819874,406129.9479527716,491457.5533094296,570864.693898452,659567.668564988,747387.863409597,834334.2755778795,920325.9045853463,105.29816964802902,146.36182457445153,187.02331717662653,227.28024142296377,264.922779760507,279.0611482875293,293.05907028999667,305.71121952625333,314.9756750333747,325.58021826322715
175,175,12524027.0,0.00040009383138286746,2499.413691392447,58095.92787208275,151876.2764202664,238858.4965952798,324968.7986076438,404375.9391966661,493078.91386320215,580899.1087078112,667845.5208760938,753837.1498835606,837391.3485251511,920114.2103806535,94.86141092069634,134.01281261977152,172.77959964170643,214.15075912858012,255.11669672526807,295.6750368394682,333.31757517701146,347.4559437040337,361.4538657065011,374.1060149427577
176,176,12524530.0,0.00039953411989349715,2502.915145936892,65099.187597322765,158879.53614550643,245861.7563205198,331972.0583328838,411379.1989219061,500082.17358844215,587902.3684330512,674848.7806013337,760840.4096088005,844394.6082503911,927117.4701058936,92.06120647804265,131.21260817711786,169.97939519905273,211.35055468592643,252.31649228261438,292.8748323968145,330.51737073435777,344.65573926138,358.6536612638474,371.30581050010403
177,177,12525046.0,0.00040383187206443537,2476.278048307292,12245.302768834175,106109.85213517895,193175.4353575818,279368.2709836898,358857.1240030218,447640.9980886702,535461.1929332792,622407.6051015618,708399.2341090286,791953.4327506191,874676.2946061216,113.39363056631935,152.5781129433556,191.37765150175318,232.78123665753932,273.7792772987468,314.33761741294694,351.9801557504902,366.11852427751245,380.11644627997987,392.7685955162365
178,178,12525706.0,0.00041984965722914326,2381.8049694255806,4432.691137345494,29478.93559968664,48429.58675810703,77277.59372915563,105758.26370756413,133955.5601853633,161782.60752405482,187647.58686144836,213255.21816434248,236825.51769339465,260161.30017007916,31.88866309023672,46.33213009920884,60.58745899062476,75.21950622652022,89.71089802565476,104.05813224375719,118.2690234499178,132.30673737529187,143.69252115152858,154.95806329477728
179,179,12526247.0,0.00039829754363305544,2510.685832703208,30260.814983700966,62616.78163290847,88785.77254316314,114687.91600279158,134485.95023333706,164172.90909996294,193484.18367734994,222503.82050567382,251145.02618386468,277816.06325136183,303423.694554256,31.839165810639305,46.47121304653477,60.962604845669304,75.30983906377173,89.52073026993234,103.55844419530642,114.94422797154311,126.20977011479182,137.3634493928523,147.1996552258977
180,180,12527080.0,0.0003968266391169409,2519.992110976476,30596.946734260495,56341.32890001571,75964.51844336714,95385.98900800082,108173.3691026277,130919.427483933,153358.86126263777,175575.02989672404,197480.45961022665,217482.73948250577,236487.96553016827,23.77686054089026,35.81135941697176,47.73104757931147,59.53216580793691,71.22227401397426,82.76428589342815,91.4502722389824,100.04287904558555,108.55021779746417,115.76641336084946
181,181,12527916.0,0.00039331072683788644,2542.5190104519493,13996.146559725765,46376.14169263875,72120.52385839396,91743.7134017454,111165.18396637907,123952.56406100595,146698.62244231126,169138.05622101604,191354.2248551023,213259.6545686049,233261.93444088404,31.9816703449756,44.58631028390654,57.065565233049725,69.42706292955236,81.63378419687565,90.97786628751592,100.22202100358274,109.37442498166565,117.22926757499093,124.53207374193123
182,182,12528420.0,0.00040915660420776556,2444.051958873454,12618.831693130945,33670.97719367391,54507.186095272074,68266.60305162727,91975.0268548342,115367.25083467369,138526.7297140212,161366.0840518289,182292.99630362543,202213.65494284497,220153.56526959548,30.364201502863775,43.267411989693564,56.56079395901107,69.7268397558267,82.761914750054,95.67370227096623,108.4252381615875,118.14365088827745,127.75841177402023,137.2777345146413
183,183,12528963.0,0.00041451009468952525,2412.4864817804164,17198.641391571615,38057.943382413956,51840.22365905651,75571.28330020406,98985.91789881005,122167.58441847956,145028.9056370203,165977.56620626582,185919.75677433115,203880.98479449216,221663.50425615572,21.325028660481216,34.76221862840206,47.67477818290296,60.9774161997114,74.15262594949246,87.19677371821767,100.11754374260296,112.87797276376904,122.60519013723972,132.22866806643154
184,184,12529525.0,0.0004206901547367823,2377.046357611294,1649.4263939484997,22637.960942922997,36548.18795449069,60405.92130358614,83945.96924823243,107251.80129150978,130236.05262829065,151306.42020127567,171369.10682843646,189449.6320125147,207350.26166890978,27.980240543943765,41.470275151472904,54.43515355853241,67.7895898723464,81.01608254368912,94.11100298493656,107.0820405109965,119.89223688887935,129.66872645001158,139.34098632484776
185,185,12530034.0,0.0004282022810817085,2335.344868957348,3995.777674658683,17906.004686226377,41763.738035321825,65303.78597996812,88609.61802324545,111593.86936002634,132664.23693301136,152726.92356017214,170807.44874425037,188708.07840064543,203259.36371512047,24.820602367619006,35.890256451970195,49.380291059499335,62.34516946655884,75.69960578037283,88.92609845171555,102.021018892963,114.99205641902293,127.80225279690578,137.578742358038
186,186,12530541.0,0.00042343340950205273,2361.6464302521035,21437.669773287424,48704.77753984493,85786.4951730446,122418.95308911019,158686.92983800283,194504.35688255655,228280.21425914546,260921.9752466323,291456.4172405665,318207.2002534177,341520.58284071303,26.840314194879557,40.99801988997543,57.54538100030126,74.6400911848514,92.08326879423913,107.84688537977021,123.45368614531911,138.91161163956775,151.7218080174506,161.49829757858282
187,187,12531146.0,0.0004427007519952638,2258.862212212141,18214.00836748587,52425.86961765529,86297.33385847876,119742.09289164975,151168.88952813664,181484.96215701458,209716.85560770167,234187.99970968568,255244.42503540392,276091.31730296643,296730.7896970206,33.61659185099398,45.08447122520748,56.440950194487286,67.68450092475166,81.34670196319406,95.58495848417995,110.20010321417408,123.16382488593624,135.99858881691145,148.712058301619
188,188,12531783.0,0.0004459441292430587,2242.433377691036,5674.720237216693,39886.581487386116,73758.04572820957,107202.80476138057,138629.6013978675,168945.6740267454,197177.5674774325,221648.71157941653,242705.13690513474,263552.0291726972,284191.50156675145,39.20410798314243,50.677175564564806,62.038791120117004,73.28742732935339,86.95466324790803,101.19790455357965,115.81798447127444,128.7865922272976,141.62619362752272,154.3444524503041
189,189,12532287.0,0.0004278598733582942,2337.2137988798727,6367.569376864043,32410.11546117438,67058.97934106398,101270.84059123341,135142.30483205686,168587.06386522786,200013.86050171478,230329.9331305927,258561.8265812798,283032.9706832638,304089.39600898203,31.692207616642886,42.94084382587927,56.608079744433915,70.85132105010554,85.47140096780032,98.44000872382348,111.27961012404862,123.99786894682998,134.095657427331,143.40056924131622
190,190,12532997.0,0.00045214050507496825,2211.7018687237337,16072.891216883188,49944.35545770665,83389.11449087765,114815.91112736455,145131.98375624247,173363.87720692958,197835.0213089136,218891.4466346318,239738.33890219431,260377.81129624852,280811.9278662093,38.66132250147024,49.85637378893602,61.329441370358396,72.69105692591059,83.93969313514698,97.60692905370162,111.85017035937324,126.47025027706803,139.43885803309118,152.27845943331633
191,191,12533520.0,0.000437114280937907,2287.731249261225,7436.491840971339,62153.26241566515,116233.36126139703,150104.8255022205,183549.58453539148,214976.3811718784,245292.4538007563,273524.3472514434,297995.4913534274,319051.91667914565,339898.80894670816,48.23394815373407,59.59556370928626,70.84419991852265,84.51143583707729,98.7546771427489,113.3747570604437,126.34336481646686,139.182966216692,151.90122503947336,161.99901351997437
192,192,12534052.0,0.0004207742969746312,2376.5710196416553,2244.275495553172,35153.471825207176,66820.27649191768,105587.68753983815,143877.11776256785,181785.5804769217,219227.17120109996,254611.0323595085,288844.79802023957,320955.40477745864,349266.67021091265,40.25084568447402,53.764910246331766,67.85650420069912,82.32644560887357,95.14640868249936,107.8388443684533,120.41140172583835,130.36493842216538,139.52703371043518,148.59101233279554
193,193,12534798.0,0.00041026276437630866,2437.462248177029,11181.639610864018,44415.66516168808,77312.54859751563,108967.16287981108,147722.50483354114,186011.93505627083,223920.39777062467,261361.98849480296,296745.8496532115,330979.61531394254,363090.2220711616,36.222423811136565,50.30903298081818,64.77403920129197,77.58911619065674,90.27671440736079,102.84448242667202,112.79327743724947,121.95067821800474,131.01000904165207,139.9794280630805
194,194,12535581.0,0.00041351651291555535,2418.283112684816,31184.423348604618,64081.30678443218,95735.92106672762,134491.26302045767,172780.6932431874,210689.15595754122,248130.7466817195,283514.607840128,317748.3735008591,349858.98025807814,378170.2456915322,28.16321566969228,41.67224535143779,55.7588545211194,70.22386074159319,83.03893773095797,95.726535947662,108.29430396697323,118.24309897755069,127.40049975830597,136.4598305819533
195,195,12536245.0,0.00041779752833500695,2393.50386773509,19460.72892148327,56941.74098179122,93134.87325410703,126297.66805285413,159050.19513319695,191476.84510953928,223491.16529618585,253501.75548517692,282415.7124547616,309259.4408244227,332356.23165047046,47.333875247243455,64.29468183325868,81.7987238449147,99.64716056296703,115.81200406681873,131.81603966826725,147.66724764671187,160.86681347860343,173.24264096552238,185.48837621105037
196,196,12536753.0,0.0004217431431622081,2371.1114601699323,39197.314678158305,76013.86210893458,109793.86929500301,143157.46770155441,176189.10904106512,208802.40112947277,239406.00364555768,268907.07266469026,296332.07151687547,320004.3493673279,340150.79770475894,38.78527715050662,57.369362476712666,75.8229560665657,94.80493233482956,114.11659834470726,131.73011250642557,149.1684049455233,166.43959939320152,181.0450233002515,194.81272103052908
197,197,12537270.0,0.00041256656529095517,2423.851286385187,2444.1498195614295,52413.68824915514,93545.33894911259,130361.88637988886,164141.8935659573,197505.4919725087,230537.1333120194,263150.4254004271,293754.027916512,323255.0969356446,350680.0957878298,54.79958346630574,73.7815597345696,93.0932257444473,110.7067399061656,128.14503234526333,145.41622679294156,160.02165069999154,173.78934843026911,187.41310526927583,200.67534186289944
198,198,12538100.0,0.00040911569263850177,2444.296364069341,20209.49196165872,67127.71246657452,105238.40480558085,142054.95223635712,175834.95942242557,209198.55782897698,242230.19916848768,274843.4912568953,305447.0937729802,334948.1627921128,362373.161644298,43.75771306872486,61.51667651919195,79.61749829071664,96.03221570256905,112.28363904473976,128.37977333990708,141.82182855296102,154.4377327303612,166.92115598247793,179.0544049260896
199,199,12538618.0,0.0004156722911615979,2405.741304539439,29282.59970528327,63724.088987394716,96907.94077481025,127091.39641730141,156894.22779023982,186400.5305821926,215523.5600606946,242671.62693915892,268751.54176334996,292789.4257518317,313108.2894640587,39.440117052605714,55.158028751167386,72.91699220163447,91.01781397315916,107.43253138501157,123.68395472718228,139.78008902234959,153.22214423540356,165.83804841280374,178.32147166492044
200,200,12539151.0,0.00042521548044937565,2351.7488096698203,19620.207582820156,54456.04157002563,86275.04274506794,117697.14650816054,148806.61045110124,179516.85016415577,208236.33505406897,235872.03279751155,261450.22018953014,283294.0617718402,301630.2661741277,40.739013515749555,57.249083887333335,73.64929829598992,92.08377576555895,110.85339041157678,127.93024643620932,144.8372203189356,161.58238264942568,175.6670082842634,188.91908951619484
201,201,12539656.0,0.0004337182211968834,2305.64442794313,46468.40680329678,127120.26481342212,206304.07789948134,284700.03752834315,330387.8648275001,374697.5502536705,417768.3311674091,444093.0729795799,466676.041000831,485744.0177797169,504622.24589529727,88.66057390602225,127.98734749305785,151.24971250877823,174.0884240857464,192.52290155531543,211.29251620133326,228.3693722259658,245.27634610869208,262.0215084391822,276.1061340740199
202,202,12540250.0,0.0004337182211968834,2305.64442794313,46553.80111398494,127205.65912411029,206389.4722101695,284785.43183903134,330473.2591381882,374782.9445643586,417853.7254780972,444178.4672902681,466761.4353115192,485829.41209040507,504707.6402059854,88.62353601547319,127.95030960250881,151.2126746182292,174.05138619519735,192.48586366476638,211.2554783107842,228.33233433541673,245.23930821814304,261.9844705486331,276.06909618347083
203,203,12540792.0,0.0004150907861771998,2409.111532466312,71143.22918271375,157072.59900823527,241232.04316153348,321883.9011716588,401067.71425771806,479463.67388657987,525151.5011857367,569461.1866119072,612531.9675256457,638856.7093378167,661439.6773590677,72.55736798456923,95.39607956153739,113.83055703110642,132.60017167712425,149.6770277017568,166.58400158448308,183.32916391497315,197.41378954981087,210.6658707817423,223.7791413365101
204,204,12541292.0,0.0004044380440797963,2472.5666010853774,2841.249955534932,60301.510126469504,155518.96892444682,241448.33874996833,325607.78290326655,406259.6409133919,485443.4539994511,563839.413628313,609527.2409274698,653836.9263536403,696907.7072673789,63.191733216261014,81.96134786227884,99.03820388691138,115.94517776963767,132.69034010012774,146.77496573496546,160.0270469668969,173.14031752166468,185.8971469984305,195.7659072412318
205,205,12541804.0,0.0003924856821631704,2547.8636430468923,25975.922279105027,67304.3333362179,108701.06456589929,154207.72153249424,190920.89490482185,226353.8282420069,258763.98782933262,290186.09159242525,321295.5555353659,352005.79524842044,380725.2801383336,45.572358808543804,62.64921483317633,79.55618871590262,96.3013510463927,110.38597668123042,123.63805791316184,136.75132846792962,149.50815794469543,159.37691818749676,168.67360419891816
206,206,12542647.0,0.0003931141304573134,2543.7905242345028,22166.048270203537,63531.45025073269,104964.80435598185,150507.71981243676,187256.79091512278,222689.72425230785,255099.88383963355,286521.98760272615,317631.45154566685,348341.6912587214,377061.1761486346,47.11247015851955,64.20357135880147,81.1246486821322,97.8837741287827,111.98222395140941,125.23430518334085,138.34757573810862,151.10440521487442,160.97316545767575,170.26985146909715
207,207,12543162.0,0.0003793661212360016,2635.976024274201,11304.867426217717,60572.108393770024,108002.60965753182,149368.01163806097,190801.36574331013,236344.28119976504,273093.3523024511,308526.2856396361,340936.44522696186,372358.54899005446,403468.01293299516,46.975540506717834,63.73466595336833,77.83311577599504,91.08519700792648,104.19846756269426,116.95529703946006,126.82405728226138,136.12074329368278,145.33246772846536,154.45255780535703
208,208,12543838.0,0.00038337025019688443,2608.444446292945,38594.076976822085,90124.72816057906,135549.4849296688,177109.97056566374,222778.75263545694,259652.43802197542,295208.74577015906,327741.05223459133,359284.08755336714,390513.27982193034,421342.05660387326,44.68125082683995,61.65128640276637,78.45888298402697,92.605321669562,105.90491429078298,119.06522351218624,131.8686236366248,141.78349116379115,151.12582570756595,160.38274448703493
209,209,12544751.0,0.00038287221756419255,2611.837459405995,38750.207706536865,86310.40859937515,127804.21974070076,169364.7053766957,215033.4874464889,251907.17283300738,287463.480581191,319995.7870456233,351538.8223643991,382768.0146329623,413596.7914149052,40.04297866422847,57.01301424015489,73.8206108214155,87.96704950695052,101.26664212817151,114.42695134957475,127.23035147401332,137.14521900117967,146.48755354495447,155.74447232442344
210,210,12545251.0,0.00037103740061321204,2695.146091330157,16416.664037812825,62281.55156691434,107677.04228088072,151274.31591441415,188844.62960792074,226520.65533992962,268343.62661915785,301409.7657095559,333196.4110467646,361996.56197327387,389844.57547942357,44.804774102209294,58.95121278774432,72.2508054089653,85.41111463036856,98.21451475480711,108.12938228197345,117.47171682574826,126.72863560521724,135.89347035759963,142.84734412998378
211,211,12545845.0,0.0003732328818057146,2679.2923366289774,3788.9520869669177,63971.34113020795,123541.87897244621,168768.23169198085,207951.4156750476,247224.26415345832,290628.17031180067,325259.51452309184,358595.7916837424,388930.1561182736,418297.1182105054,65.39605303676335,84.7350754897101,103.17558735428585,121.42566536805754,139.26819279179085,154.17204988536258,164.0877482073769,173.73136910900996,183.27905842179976,190.6119774795125
212,212,12545896.0,0.00037807853094605026,2644.9531463681406,24914.077972926036,84484.6158151643,129710.96853469893,168894.1525177657,208167.00099617642,251570.90715451873,286202.25136580993,319538.5285264605,349872.8929609917,379239.8550532235,408314.6253235409,58.01649435159277,80.06885839578234,99.4078808487291,117.84839271330486,136.09847072707655,153.94099815080986,168.8448552443816,178.76055356639588,188.40417446802897,197.95186378081874
213,213,12546708.0,0.0003780407268733629,2645.2176416827774,25310.895912657346,84881.43375489561,130107.78647443024,169290.970457497,208563.8189359077,251967.72509425005,286599.0693055412,319935.3464661918,350269.710900723,379636.67299295485,408711.4432632722,57.866461475230814,79.9188255194204,99.25784797236714,117.6983598369429,135.94843785071458,153.7909652744479,168.69482236801963,178.61052069003395,188.254141591667,197.8018309044568
214,214,12547253.0,0.00037532874408994436,2664.3309784991006,47242.93691346039,106932.08543210976,152275.8686913952,191575.3148193012,230347.98586070092,273256.69118495047,307397.76164010377,340248.6431139091,370102.4413854149,399578.8953702443,428762.06812406465,49.738897865898366,71.83514786057316,91.21761961336355,109.70114847134407,127.99381547362323,145.8785081397069,160.8241109447196,170.78113962235065,180.4656796563513,190.05388096930074
215,215,12547769.0,0.0003870681411857132,2583.5244330279443,14492.812818808492,65894.2165226566,111191.01178138332,155901.36024929158,200166.69658040057,235650.900030563,269831.55074956047,301001.88750954054,331781.78085605893,362255.42416939355,392336.16945512337,62.65628275822838,84.96812086854091,107.06437086321569,126.44684261600608,144.9303714739866,163.22303847626577,181.10773114234942,196.05333394736212,206.0103626249932,215.69490265899384
216,216,12548270.0,0.00038409930960702074,2603.4933544221126,37432.4408051222,88833.84450897032,134130.63976769702,178840.9882356053,223106.32456671426,258590.52801687672,292771.1787358742,323941.51549585426,354721.40884237265,385195.05215570726,415275.7974414371,53.810937229696144,76.12277534000867,98.21902533468345,117.60149708747385,136.08502594545436,154.37769294773352,172.26238561381717,187.2079884188299,197.16501709646096,206.84955713046162
