,index,blocknum,p0vs1,p1vs0,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
152,152,14123995.0,1.000102644098377,0.9998973664363527,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,28452436.26310623,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855,40709985.358035855
153,153,14124539.0,1.000102644098377,0.9998973664363527,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,28688131.478419412,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476,40474264.941616476
154,154,14125139.0,1.000102644098377,0.9998973664363527,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,26799739.658158686,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257,42362885.74782257
155,155,14126092.0,1.000102644098377,0.9998973664363527,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,26265993.824129514,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884,42910229.95001884
156,156,14126625.0,1.000102644098377,0.9998973664363527,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,25286263.80476608,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126,43890112.30771126
157,157,14127129.0,1.000102644098377,0.9998973664363527,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,28077613.299752258,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996,41098372.647410996
158,158,14127634.0,1.0000026438339937,0.9999973561729961,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,29136160.196275957,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606,40398225.256208606
159,159,14128546.0,1.0000026438339937,0.9999973561729961,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,29065877.823735483,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061,40468514.68619061
160,160,14129073.0,1.0000026438339937,0.9999973561729961,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,29680985.485090118,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174,39853348.15009174
161,161,14129584.0,1.0000026438339937,0.9999973561729961,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,29966018.51718681,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782,39568392.74111782
162,162,14130087.0,1.0000026438339937,0.9999973561729961,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,32407252.606464468,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194,37127001.37291194
163,163,14130689.0,0.9999026535686368,1.0000973559086135,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,36128217.54813105,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204,33405994.530279204
164,164,14131215.0,0.9999026535686368,1.0000973559086135,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,36367541.02273397,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127,33166676.537443127
165,165,14131754.0,0.9999026535686368,1.0000973559086135,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,37113722.870592065,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968,32420518.12493968
166,166,14132299.0,0.9999026535686368,1.0000973559086135,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,37227893.74032192,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066,32306351.688357066
167,167,14132920.0,0.9999026535686368,1.0000973559086135,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,37574143.31014857,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708,31960116.938336708
168,168,14133480.0,0.9999026535686368,1.0000973559086135,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,37800073.97808744,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276,31734197.0556276
169,169,14134006.0,0.9999026535686368,1.0000973559086135,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,37734683.37388029,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024,32217516.459779024
170,170,14134873.0,0.9999026535686368,1.0000973559086135,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,37936663.76785265,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335,32018222.097895335
171,171,14135465.0,0.9999026535686368,1.0000973559086135,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,38084009.37233524,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454,31870883.767933454
172,172,14136129.0,0.9999026535686368,1.0000973559086135,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,37810860.47172824,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468,32144019.47770468
173,173,14136813.0,0.9999026535686368,1.0000973559086135,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,38228035.248571336,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705,31642813.733169705
174,174,14137537.0,0.9999026535686368,1.0000973559086135,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,38030852.01397471,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206,31839986.674862206
175,175,14138193.0,0.9999026535686368,1.0000973559086135,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,36245670.71016284,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965,33625105.17432965
176,176,14138713.0,0.9999026535686368,1.0000973559086135,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,37377164.56303533,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012,35886597.56432012
177,177,14139320.0,0.9999026535686368,1.0000973559086135,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,37236308.743092656,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241,36027452.20006241
178,178,14139822.0,1.0000026438339937,0.9999973561729961,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,36324807.05386181,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137,37002542.54003137
179,179,14140323.0,1.0000026438339937,0.9999973561729961,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,35414522.07853994,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404,38013703.130965404
180,180,14140929.0,1.0000026438339937,0.9999973561729961,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,35069645.712904304,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125,38358588.7036125
181,181,14141597.0,1.0000026438339937,0.9999973561729961,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,35005412.07508019,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958,38592144.59230958
182,182,14142106.0,1.0000026438339937,0.9999973561729961,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,34595041.05455052,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326,39002530.06805326
183,183,14142650.0,1.0000026438339937,0.9999973561729961,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,33923672.868026935,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052,39673927.82323052
184,184,14143221.0,1.0000026438339937,0.9999973561729961,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,42033968.12150975,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728,47616766.14074728
185,185,14143733.0,1.0000026438339937,0.9999973561729961,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,41928288.32630495,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034,47722450.23803034
186,186,14144265.0,1.0000026438339937,0.9999973561729961,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,40979628.475710414,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326,48314157.370973326
187,187,14144841.0,1.0000026438339937,0.9999973561729961,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,41485360.76159265,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014,47808400.546044014
188,188,14145453.0,1.0000026438339937,0.9999973561729961,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,41159320.09242289,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625,48134456.641677625
189,189,14146157.0,1.0000026438339937,0.9999973561729961,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,41144075.80344975,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654,48149701.686881654
