,index,blocknum,p0vs1,p1vs0,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
10,10,12456418.0,0.00027989641987073987,3572.7502354685857,140.8685998220436,335.98394597104294,521.5012836737523,609.7175184546471,779.5158396425506,947.7668227361485,1031.249096001171,1134.9339158634687,1175.1173206010192,1194.6324843831524,1233.4876238293587,1270.6085291674603,1289.0856309507058,1325.873964104083,1362.4422394342894,1380.6442666962475,1416.8849199248891,1452.9087910170826,1457.3009311830529,1466.0457826529666,0.084030289227931,0.13101872329825423,0.15440743190052403,0.20097488888509946,0.24726379072021887,0.2703043051072227,0.31596407505208496,0.3611369421370306,0.3836219441217321,0.428390099373533,0.4689718803403257,0.4872152946149351,0.5235383518145509,0.5596441340866984,0.5776159538800173,0.6133982579203443,0.6489665213844944,0.6666707889359639,0.7019203900711924,0.7369591379108628
11,11,12463383.0,0.0003433359422717576,2912.599226819309,6.604849270152354,15.24539479041873,23.83425482730845,28.10939957345762,36.62131064475782,45.08230562926591,49.29380468319477,57.678996131732845,66.01402957845117,70.16283092659698,78.42318920991228,86.6341363667301,90.7211730937233,98.85855688752973,106.94726491510707,110.97345665731498,118.98969654620956,126.95798552510217,130.9242379736058,138.8211375326623,0.005173298320553236,0.012661826002370808,0.01865540757419721,0.030588766127995732,0.0424507425113296,0.048355095644459466,0.06011079855838778,0.07179618161361206,0.0776126349102862,0.08966185039210213,0.10163899065815468,0.10789734784253965,0.13904427617525655,0.1887660956687548,0.21367250224101975,0.2632617280032289,0.31418600587758366,0.342000224969656,0.3972992116108312,0.4473225325876696
12,12,12465583.0,0.0003433359422717576,2912.599226819309,59629.64926425203,137637.8940782027,137646.48293823958,137650.75808298573,137659.26999405705,137667.73098904153,137671.94248809546,137680.32767954402,137688.6627129907,137692.8115143389,137701.07187262218,137709.282819779,137713.369856506,137721.5072402998,137729.5959483274,137733.62214006958,137741.6383799585,137749.60666893737,137753.57292138587,137761.46982094494,46.70537536533636,73.33806443081639,86.59687400623514,112.99546836319733,139.2361533643046,152.29757463972084,178.30316486871544,204.15319575397646,217.02016782080003,242.63907280173925,268.10473227827947,280.7806782958268,280.8118252241595,280.861547043653,280.8864534502253,280.9360426759875,280.98696695386184,281.0147811729539,281.0700801595951,281.1201034805719
13,13,12466107.0,0.0003435763495439136,2910.561222643722,54924.01231286874,132932.2571268194,132940.8459868563,132945.12113160244,132953.63304267375,132962.09403765824,132966.30553671217,132974.69072816073,132983.02576160742,132987.1745629556,132995.4349212389,133003.64586839572,133007.7329051227,133015.8702889165,133023.9589969441,133027.9851886863,133036.0014285752,133043.96971755408,133047.93597000258,133055.83286956165,48.32169217882221,74.95438124430224,88.21319081972099,114.61178517668318,140.85247017779048,153.9138914532067,179.91948168220128,205.7695125674623,218.6364846342859,244.25538961522508,269.72104909176534,282.3969951093126,282.4281420376454,282.47786385713886,282.5027702637111,282.55235948947336,282.6032837673477,282.6310979864398,282.68639697308095,282.7364202940578
14,14,12468873.0,0.00038823205734663934,2575.7790503815445,4.2374860777458165,12.374869871552258,20.4635778991296,24.48976964133751,32.50600953023208,40.4742985091247,44.440550957628346,52.33745051668483,60.18711290878232,64.09431859293329,71.87365454798888,79.60645644987487,83.4554942811992,91.11901668489372,98.73669788756142,102.5284338758182,110.0778669782362,117.58214131297194,121.317428548642,128.75447073891988,0.006261890275003509,0.009393719140603005,0.01095260138528608,0.014056371627886845,0.017141575901878533,0.01867725052051446,0.02173481396149929,0.024774087789189436,0.026286900404251377,13.604014245546654,40.63457698495707,54.08916406989241,80.87755567839383,107.51024474387386,120.76905431929261,147.1676486762548,173.4083336773621,186.46975495277832,212.4753451817729,238.32537606703391
15,15,12469665.0,0.000348559391630049,2868.9515302498908,39054.26540348152,39062.85426351841,39071.391747316244,39075.64131933586,39084.10231432037,39092.512697740676,39096.69900482283,39105.03403826956,39113.319213830066,39117.44319790102,39125.65414505783,39133.815976361395,39137.878565578634,39145.96727360621,39154.00759724251,39158.00970523731,39165.977994216206,39173.89861894334,39177.841146223764,39185.690808615866,54.02349551502714,80.81188712352855,94.14593191420619,120.70338576442734,147.10198012138952,160.24200244905148,186.40408639791303,212.40967662690764,225.354078844701,251.12667957899222,276.74558455993144,289.4975123875748,314.887190054019,314.9183369823517,314.94323518106455,314.9929652084175,315.0425544341797,315.06808697162217,315.1212929311461,315.1765919177873
16,16,12470930.0,0.000348559391630049,2868.9515302498908,68414.57673773968,126717.59459296291,155742.45330893042,155746.70288095003,155755.16387593452,155763.57425935485,155767.760566437,155776.09559988373,155784.38077544424,155788.50475951517,155796.715706672,155804.87753797555,155808.9401271928,155817.02883522038,155825.06915885667,155829.07126685148,155837.03955583036,155844.9601805575,155848.90270783793,155856.75237023004,94.6374113395634,141.5648456273701,164.92319128133676,211.4392582869553,257.6770787831536,280.6921675976168,326.5157339995491,372.0651976053194,394.7376527400024,439.8790292223477,465.4979342032869,478.2498620309303,503.63953969737446,503.67068662570716,503.69558482442005,503.74531485177295,503.79490407753514,503.8204366149776,503.87364257450156,503.9289415611428
17,17,12471491.0,0.0003471332949238839,2880.737787538561,114998.9084896519,173301.92634487513,202326.78506084264,202331.03463286225,202339.49562784674,202347.90601126707,202352.09231834923,202360.42735179595,202368.71252735646,202372.8365114274,202381.04745858422,202389.20928988777,202393.271879105,202401.3605871326,202409.4009107689,202413.4030187637,202421.37130774258,202429.29193246973,202433.23445975015,202441.08412214226,78.43179713389699,125.3592314217037,148.71757707567033,195.2336440812889,241.4714645774872,264.4865533919504,310.31011979388273,355.859583399653,378.532038534336,423.6734150166813,449.2923199976205,462.0442478252639,487.43392549170807,487.46507242004077,487.48997061875366,487.53970064610655,487.58928987186874,487.6148224093112,487.66802836883517,487.7233273554764
18,18,12472239.0,0.0003405322386222218,2936.5795263495615,129935.4660775354,266999.4987425865,364418.9847465587,393526.7675754567,422551.6262914242,422560.11270625924,422564.3368584284,422572.7472418487,422581.1073166266,422585.2685823775,422593.55375793803,422601.78937354893,422605.8886891658,422614.0505204694,422622.1635300362,422626.2018177142,422634.2421413505,422642.23436973355,422646.2125383242,422654.13316305133,72.99347099083097,119.50953799644951,142.66312507064603,188.76244730711105,234.58601370904333,257.3949063467607,302.8079324494966,347.9493089318419,360.7779749698781,386.3201417404245,411.7098194068687,411.7160590176713,411.7658645339143,411.8155945612672,411.8404263640972,411.89071632447184,411.9439222839958,411.97161324896234,412.02427044642457,412.0741439291931
19,19,12473000.0,0.0003524850029286978,2837.00013246318,33293.744811908444,62318.60352787594,62327.08994271095,62331.314094880065,62339.72447830037,62348.0845530783,62352.24581882925,62360.53099438976,62368.76661000063,62372.86592561753,62381.027756921096,62389.14076648796,62393.17905416591,62401.21937780221,62409.211606185236,62413.18977477591,62421.11039950304,62428.98364501162,62432.90258917556,62440.70529700304,66.52557616164665,113.73540591184353,137.2343166165584,184.02118585361688,230.53725285923542,253.69083993343193,299.790162169897,345.61372857182926,368.4226212095466,413.8356473122825,458.9770237946278,471.805689832664,497.3478566032104,522.7375342696546,522.7437738804572,522.7935793967001,522.8433094240531,522.8681412268832,522.9184311872577,522.9716371467817
20,20,12473809.0,0.0003504466088864467,2853.5017165026256,36561.612264058465,94689.99146987232,94698.50338094363,94702.74022375901,94711.17587498206,94719.5610664306,94723.73483412636,94732.04490122545,94740.30525950878,94744.41689104869,94752.60324339259,94760.74062718639,94764.79104753603,94772.85552695618,94780.87176684507,94784.8618872333,94792.80630827247,94800.70320783152,94804.63392605969,94812.46007590777,92.40578865394221,139.47420888820653,162.90273247129835,209.55399738098058,255.93073220508003,279.0149656270819,324.976203804087,370.66251348119476,393.4030844492476,438.6800818428098,474.0455821043121,486.8358210472152,512.3014805237553,524.9836661521053,525.0085734696354,525.058295289129,525.1080334985312,525.1327909214634,525.1837151993377,525.2392203833964
21,21,12474508.0,0.0003501663777180747,2855.7853170161247,45722.5415846386,103850.92079045245,103859.43270152376,103863.66954433915,103872.1051955622,103880.49038701074,103884.6641547065,103892.97422180559,103901.23458008892,103905.34621162883,103913.53256397272,103921.66994776652,103925.72036811616,103933.78484753631,103941.8010874252,103945.79120781344,103953.7356288526,103961.63252841166,103965.56324663982,103973.38939648791,89.19650162080934,136.26492185507365,159.69344543816547,206.34471034784772,252.72144517194718,275.80567859394904,321.76691677095414,367.4532264480619,390.19379741611476,435.47079480967693,470.8362950711792,483.6265340140823,509.09219349062255,521.7743791189724,521.7992864365026,521.8490082559961,521.8987464653984,521.9235038883305,521.9744281662049,522.0299333502635
22,22,12475031.0,0.0003430613970776905,2914.9301218916726,114414.20570597234,251067.6799388957,309370.6977941189,338391.2941710347,338399.806082106,338408.2670770905,338412.47857614444,338420.863767593,338429.1988010397,338433.34760238783,338441.6079606712,338449.818907828,338453.905944555,338462.0433283488,338470.1320363764,338474.15822811855,338482.17446800746,338490.1427569864,338494.1090094349,338502.00590899395,78.40061741866437,125.0518823283466,148.27503007824956,194.5128505744479,240.47408875145302,263.35150579084336,308.9009693966136,354.1779667901758,376.71480101364193,402.3337059945812,427.7993654711214,440.47531148866875,440.50645841700145,440.5561802364949,440.58108664306724,440.6306758688294,440.6816001467038,440.70941436579585,440.764713352437,440.81473667341385
23,23,12475539.0,0.000348315497623266,2870.96039890131,76424.60304694125,134727.6209021645,163752.47961813197,163756.7291901516,163765.1901851361,163773.6005685564,163777.78687563856,163786.12190908528,163794.4070846458,163798.53106871675,163806.74201587358,163814.90384717713,163818.96643639437,163827.05514442193,163835.09546805825,163839.09757605306,163847.06586503194,163854.9864897591,163858.9290170395,163866.7786794316,91.84619050826335,138.77362479607004,162.1319704500367,208.64803745565524,254.88585795185358,277.90094676631674,323.7245131682491,369.27397677401933,391.9464319087023,437.08780839104764,462.70671337198684,475.4586411996302,500.8483188660744,500.8794657944071,500.90436399312,500.9540940204729,501.0036832462351,501.02921578367756,501.0824217432015,501.1377207298427
24,24,12476043.0,0.00035474802775345833,2818.902211614202,31437.490017264012,31446.001928335314,31454.46292331982,31458.67442237375,31467.05961382229,31475.394647269008,31479.543448617154,31487.80380690047,31496.014754057287,31500.10179078428,31508.239174578084,31516.327882605663,31520.35407434787,31528.370314236767,31536.33860321566,31540.304855664162,31548.201755223217,31556.051417615316,31559.958623299466,31567.737959254522,53.732956535688395,101.08462196055709,124.65413149010651,171.58156577791323,218.23283068759545,241.4559784374984,287.69379893369677,333.65503711070187,356.53245415009224,402.0819177558625,447.35891514942466,469.8957493728908,495.51465435383005,520.9803138303703,533.6562598479176,533.6874067762503,533.7371285957438,533.7620350023161,533.8116242280782,533.8625485059526
25,25,12477096.0,0.00035478350255623367,2818.6203495792442,30664.586702258508,30673.09861332981,30681.559608314317,30685.771107368244,30694.156298816783,30702.4913322635,30706.640133611647,30714.90049189496,30723.11143905178,30727.198475778776,30735.33585957258,30743.42456760016,30747.450759342366,30755.46699923126,30763.435288210152,30767.401540658655,30775.298440217714,30783.14810260981,30787.055308293962,30794.83464424902,54.00716463857851,101.3588300634472,124.92833959299662,171.85577388080333,218.50703879048555,241.73018654038853,287.96800703658687,333.929245213592,356.80666225298233,402.3561258587526,447.63312325231476,470.1699574757809,495.78886245672015,521.2545219332603,533.9304679508077,533.9616148791404,534.011336698634,534.0362431052062,534.0858323309684,534.1367566088428
26,26,12479899.0,0.0003548899482508604,2817.774932563409,29192.46082432501,29200.97273539631,29209.43373038082,29213.645229434747,29222.030420883286,29230.365454330004,29234.51425567815,29242.774613961465,29250.985561118283,29255.072597845276,29263.209981639084,29271.29868966666,29275.32488140887,29283.341121297763,29291.309410276655,29295.27566272516,29303.172562284217,29311.022224676315,29314.929430360466,29322.70876631552,54.529561648586274,101.88122707345497,125.45073660300439,172.3781708908111,219.02943580049333,242.25258355039628,288.4904040465946,334.4516422235998,357.3290592629901,402.87852286876034,448.1555202623225,470.6923544857887,496.3112594667279,521.7769189432681,534.4528649608154,534.4653254929018,534.4778422688488,534.4842296938655,534.4969472033251,534.5112203224908
27,27,12481385.0,0.0003548899482508604,2817.774932563409,29397.90403934362,29406.41595041492,29414.87694539943,29419.08844445336,29427.473635901897,29435.808669348615,29439.957470696758,29448.217828980076,29456.428776136894,29460.515812863887,29468.65319665769,29476.74190468527,29480.768096427477,29488.784336316374,29496.752625295263,29500.71887774377,29508.615777302824,29516.465439694923,29520.372645379073,29528.15198133413,40.88193345794679,61.206030170617765,71.3224429060651,91.46445278861486,111.49051716049888,121.46084891655494,141.31200841434486,161.04442356662605,170.8663236837333,190.4219527634229,209.86060465477928,219.53628326471855,219.54833248020034,219.5603096204664,219.56656797765078,219.5790285097371,219.59154528568408,219.59793271070075,219.61065022016047,219.62492333932605
28,28,12493387.0,0.00041026384904295146,2437.4558039485164,7.282989595524332,15.179889154580813,23.029551546678302,26.936757230829276,34.71609318588486,42.44889508777085,46.29793291909518,53.96145532278971,61.57913652545741,65.37087251371419,72.92030561613218,80.42457995086792,84.15986718653798,91.59690937681586,98.98946516772192,102.66914389392228,109.99546857242721,117.27796902269506,120.9028672541455,128.1201224639016,0.005148505805641785,0.008375708149142342,0.009982063039107099,0.013180352360847112,0.016359510330098748,0.01794195090164902,0.021092626214822316,0.024224455080421814,0.025783337325104887,0.028887107567705652,0.03197231184169734,0.03350798646033327,0.0365655499013181,10.338234724721096,20.60753012931865,41.053931796202505,61.37802850887348,71.49444124432081,91.63645112687058,111.6625154987546
29,29,12498691.0,0.000421322745789474,2373.477363834704,5.529452220228134,13.33216004770732,21.08819405745256,24.948795761320685,32.63534212026996,40.27590966032528,44.079037199007246,51.651151555059414,59.17797142426856,62.92448062441776,70.38386646109166,77.79863213404052,81.48936584127176,88.8377014500032,96.14208108252114,99.7778696962449,107.01680822653118,114.21244516917915,117.79410667024608,124.92527677978407,0.005911997468260656,0.009178157654602283,0.010803903876591707,0.014040801956682301,0.017258337705613375,0.018859880980808413,0.0220485902624333,0.025218225568155294,0.026795926066861136,0.029937164078918877,0.033059611991611164,0.03461382479742944,0.03770829810566715,0.04078426112683954,0.04231533593710533,0.045363740865541076,0.04839391101057502,0.04990219213413862,0.05290521452200477,0.05589027352069191
30,30,12500474.0,0.00040878962808601755,2446.2460182320965,5.756637819497281,13.677262546637474,21.55050805521256,25.469452219154896,33.272160046634085,41.02819405637932,44.88879576024745,52.575342119196726,60.21590965925205,64.019037197934,71.59115155398618,79.11797142319533,82.86448062334452,90.32386646001842,97.73863213296728,101.42936584019851,108.77770144892995,116.08208108144791,119.71786969517166,126.95680822545795,0.005765264486706756,0.008982800235637828,0.010584343510832867,0.013773052792457755,0.01694268809817975,0.018520388596885592,0.021661626608943333,0.024784074521635616,0.0263382873274539,0.029432760635691602,0.032508723656864,0.03403979846712978,0.037088203395565525,0.040118373540599474,0.04162665466416307,0.04462967705202922,0.047614736050716366,0.04910056294798795,0.052058878319500124,0.06406404854884523
31,31,12501670.0,0.0003846768790696445,2599.5843639434156,6.472209127644818,14.63404043120776,22.7470499980718,26.78533767602178,34.82566131232595,42.81788969535223,46.79605828601688,54.71668301315707,62.58992852173216,66.50887268567449,74.31158051315369,82.06761452289892,85.92821622676705,93.61476258571632,101.25533012577165,105.0584576644536,112.63057202050578,120.15739188971493,123.90390108986412,131.36328692653802,0.005386967051314446,0.00850941496400673,0.010063627769825013,0.013158101078062716,0.016234064099235113,0.017765138909500898,0.02081354383793664,0.023843713982970586,0.025351995106534186,0.028355017494400336,0.031340076493087475,0.03282590339035906,0.03578421876187123,0.04778938899121634,0.05376501788976701,0.06566263190858225,0.07748907706148929,0.08337574496971074,0.09509623520219718,0.10674661632732654
32,32,12509345.0,0.0003846768790696445,2599.5843639434156,24.28483649571998,54.90942460831108,85.35082520798551,100.50317180983,130.6718423563845,160.66005128017022,175.58682077592894,205.30636052642387,234.84812533895612,249.55267464820062,278.8297700073179,307.9317372131345,322.41737562569483,351.2586132715157,379.92733051864656,394.1973160255688,422.60918520918034,450.85110172509417,464.9086455344738,492.89753801762413,0.02021282246431474,0.03192878150251218,0.03776045398473091,0.04937144751859843,0.0609129872869889,0.06665784204936125,0.07809597913668183,0.08946569619543282,0.09512502514370251,0.10639287917066616,0.11759333148663477,0.12316840833435981,0.13426851398345818,0.15436677243609084,0.16437077335617137,0.1842889683464692,0.20408801714945954,0.21394308548951982,0.23356475160369697,0.2530690457079295
33,33,12515831.0,0.0003587792122104643,2787.2294881270536,5.043992633164798,13.504987617672883,21.915371037977565,26.101678120139823,34.43671156685814,42.72188712736738,46.84587119831925,55.05681835513709,63.21864965870003,67.28123887593671,75.36994690351405,83.41027053981821,87.41237853461652,95.38066751350915,103.30129224064935,107.24381952106928,115.09348191316677,122.89618974064595,126.78002355237332,134.5128254542593,0.005793370959160187,0.008805415423324622,0.010304674470589938,0.01328973346927708,0.016256936713756748,0.017733875738060838,0.02973904596740594,0.04167240452120876,0.047612288884771856,0.05943873403767889,0.07119443695161143,0.07704589217838678,0.08869627330351615,0.10074548878533086,0.10674304123022038,0.11898098623576792,0.13144151832209194,0.13770929327374853,0.1503457192857293,0.16306322874545137
34,34,12518192.0,0.00037256268541271834,2684.112067992579,7.950793155638811,16.235968716148047,24.471584327017325,28.570899943917755,36.73273124748069,44.84574081434474,48.88402849229472,56.92435212859888,64.91658051162517,68.89474910228982,76.81537382943002,84.6886193380051,88.60756350194744,96.41027132942662,104.16630533917186,108.02690704303998,115.71345340198926,123.35402094204458,127.15714848072655,134.7292628367787,0.004791807619827339,0.007867770640999734,0.009398845451265521,0.012447250379701263,0.015477420524735209,0.01698570164829881,0.01998872403616496,0.0229737830348521,0.024459609932123687,0.02741792530363586,0.03942309553298096,0.04539872443153163,0.05729633845034688,0.06912278360325391,0.07500945151147537,0.0867299417439618,0.09838032286909117,0.10441396722475516,0.11642709079579541,0.12866503580134295
35,35,12520843.0,0.00037256268541271834,2684.112067992579,626368.2229102133,1279079.2909443232,1279087.5265599343,1279091.625875551,1279099.7877068545,1279107.9007164214,1279111.9390040995,1279119.9793277357,1279127.9715561187,1279131.9497247094,1279139.8703494365,1279147.7435949452,1279151.6625391091,1279159.4652469365,1279167.2212809464,1279171.0818826503,1279178.768429009,1279186.4089965492,1279190.2121240878,1279197.784238444,133.7201030312438,133.72317899426497,133.72471006907523,133.72775847400368,133.7307886441487,133.73229692527227,133.73529994766014,133.73828500665883,133.7397708335561,133.7427291489276,133.75473431915694,133.7607099480555,133.7726075620743,133.78443400722722,133.79032067513543,133.80204116536794,133.81369154649306,133.81972519084871,133.83173831441977,133.84397625942532
