,index,blocknum,p0vs1,p1vs0,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
0,0,12422242.0,0.0002436972144281167,4103.45273066291,122.76738840989023,270.3343363658322,432.7013153401424,521.349830102426,697.851051308362,873.2964923323756,960.6252674063059,1136.1420986340056,1310.6090319756945,1397.4507534946786,1570.3546051209378,1742.2241951637402,1827.773073092295,2006.9412435352597,2193.827022272374,2291.2383699972584,2476.755707699968,2649.9984449875674,2734.7702636687663,2903.021246762364,0.060331560119164684,0.09611386415949169,0.11392467090362367,0.14938639517511126,0.18463599631033986,0.2021816480006396,0.2371154418716753,0.27184027154301665,0.28912471483834523,0.3215428904578761,0.3537671487514161,0.3698069217337708,0.401742477885321,0.4334870026018831,0.4492879872473135,0.4807481073814572,0.5120200421958508,0.5275857916936606,0.5585775550945894,0.5740038478802992
1,1,12428384.0,0.00027347788671132947,3656.6027770119254,123.66780474025407,298.93513823394807,477.56663342477293,575.270631848888,769.9416181176193,946.4155520573764,1031.4420545640812,1200.7317731960452,1367.9471296039005,1450.9604209763754,1492.2415596691906,1531.3305179858817,1550.787227969213,1588.773949027935,1625.7836645534353,1644.2054216181284,1680.8835597523025,1717.3423002989769,1735.489806373922,1771.6219060174033,0.08332711249506558,0.12975508259831864,0.15286481896095644,0.19887683285950936,0.24418541513141567,0.2667379703777682,0.3116406242660885,0.3562746837231287,0.3745729085810633,0.41100509294542964,0.4472193488159912,0.46524516232743607,0.5011349693758409,0.5368100929052139,0.554567549625232,0.5899230534272633,0.6250670700022297,0.6425601661516003,0.6773893210119528,0.7120101368399354
2,2,12431402.0,0.00022156838770067888,4513.279219917057,116.01038113066588,270.83292278060645,424.7293582556657,501.3320175197408,653.8496670021818,805.4549943538445,880.9172455040642,1031.1643163141841,1180.512648134438,1254.8514658183335,1402.8617588253292,1549.9866966540978,1638.9015440160372,1815.933037882047,1991.9055795082124,2079.4967210082705,2254.7155424277794,2429.706636154345,2516.8092606515893,2690.2325773260404,0.056347749359691245,0.08847548461738074,0.10446721331181953,0.13630711055473924,0.16795655013092348,0.18371020448980788,0.21507609087667098,0.24625435457727052,0.2617734789077596,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092,0.2926724107639092
3,3,12433986.0,0.00025998483319524,3846.3782202596144,163.8726841320848,338.86377785864994,512.8081238748787,599.3897190303456,771.7756652145017,943.1304434724949,1032.8488990376343,1211.480394228459,1406.5957403774585,1503.8553789213054,1680.3293128610626,1850.1276340489662,1934.6455339997312,2101.860890407587,2205.5457102698842,2226.155320472877,2265.244278789568,2304.099418235774,2322.6877098316213,2359.6974253571216,0.07081004470283281,0.11571269859115313,0.1380632019393352,0.1786449829061279,0.21507716727049428,0.23321145438035304,0.2693172366525007,0.30520704370090557,0.3230713604861465,0.35863962395029664,0.39399512775232787,0.41159349263699463,0.4466322404766649,0.4814613953370174,0.49879776786967145,0.5323156119032714,0.564636682802736,0.5807246450780709,0.6127561467548643,0.644596043997784
4,4,12438696.0,0.00025387054846014975,3939.015400035545,162.12366804049364,337.56910906450724,512.7879304840164,600.4147153661372,774.8816487078262,948.3049653822773,1034.6272218530694,1206.4968118958718,1381.764145389566,1471.2138602673913,1658.099639004506,1852.770625273237,1941.0283244320995,2114.271061719699,2283.5607803516627,2367.293863494496,2533.789428131993,2575.0705668248083,2594.6443613593665,2633.616235124831,0.07070024307651238,0.10724188220905641,0.12543065229881334,0.16164490816937485,0.19764254147413854,0.21556052872922463,0.2512356522585975,0.28669737653008515,0.30434861278064695,0.3394926293556135,0.37442642322664915,0.39181488036533646,0.42643569619331906,0.45885387181285,0.47499016783105513,0.5071179030887446,0.5390534592402949,0.5549495290261032,0.5865989686022873,0.618059088736431
5,5,12440349.0,0.0002492671967164346,4011.7593216150144,154.44780605617723,331.4792999221871,507.4518415483525,595.0429830484104,770.2618044679197,945.2528981944848,1032.3555226917294,1205.7788393661806,1378.1647855503365,1463.9706858797751,1639.2380193734691,1817.869514564294,1915.573512988409,2110.2444992571404,2286.7184331968974,2371.744935703602,2541.0346543355663,2708.2500107434216,2791.2633021158963,2832.544440808712,0.0567038525826538,0.0929181084532153,0.11094392196466019,0.1468337290130651,0.18250885254243798,0.20026630926245614,0.23562181306448743,0.2707658296394539,0.28825892578882445,0.32308808064917693,0.35770889647715953,0.3739422972154309,0.4062633681148956,0.4383911033725851,0.4543828320670239,0.4862227293099436,0.5178721688861279,0.5336258232450122,0.5649917096318753,0.5961699733324749
6,6,12446301.0,0.00026755411917476764,3737.5615934613784,94.84119422960151,267.7450458558606,439.61463589866315,525.1635138272178,704.3316842701826,891.217463007297,988.6288107321814,1174.1461484348906,1347.3888857224902,1432.1607044036891,1600.411687497287,1766.9072521347844,1787.5787806246071,1827.7621853621577,1866.7340591276222,1886.1324885904971,1923.2533939285988,1960.1522527765374,1978.5188288652214,2015.0871041954279,0.09043723521972212,0.13609700516458437,0.15871731700317754,0.20375487423423153,0.24852302948603242,0.27080658559489057,0.30734822472743456,0.34367128192705027,0.361751250687753,0.39774888399251673,0.43353118803284374,0.4513419947769757,0.4868037190484633,0.5220533201836919,0.5395989718739916,0.5745327657450273,0.6092575954163687,0.6265420387116972,0.6589602143312281,0.6911844726247681
7,7,12451313.0,0.0002863796736776271,3491.867935870629,161.36441095681502,334.60714824441453,503.8968668763785,587.6299500192113,754.1255146567088,795.406653349524,814.980447884082,853.9523216495465,891.9390427082685,910.4716564505233,947.3705152984618,984.048653432636,1002.3053667173522,1038.6549000542554,1074.7869996977365,1092.7719183001454,1101.543042527512,1110.2616999375746,1114.601451987853,1123.241997508119,0.09002557837134782,0.14004889934818623,0.164948236927461,0.21207784115678938,0.25892552738773755,0.28224417974154153,0.3286721498447946,0.37482240059443617,0.39779390010598525,0.4431024823778916,0.4881400396089456,0.5105576915125645,0.5551917509696046,0.5917333901021486,0.6099221601919056,0.6461364160624671,0.6821340493672308,0.7000520366223169,0.7357271601516898,0.7711888844231773
8,8,12452102.0,0.0002787233786691726,3587.7865888922724,113.78502324234823,300.67080197946285,495.34178824819406,583.5994874070564,756.8422246946559,926.1319433266199,1009.8650264694527,1176.36059110695,1217.6417297997655,1237.2155243343234,1276.187398099788,1314.17411915851,1332.7067329007646,1369.605591748703,1406.2837298828774,1424.5404431675936,1460.8899765044969,1497.022076147978,1515.0069947503869,1523.7781189777534,0.09021425984566023,0.13706194607660838,0.16038059843041236,0.20680856853366542,0.25295881928330705,0.27593031879485613,0.32123890106676245,0.36627645829781647,0.3886941102014353,0.4333281696584755,0.46986980879101947,0.4880585788807764,0.5242728347513379,0.5602704680561016,0.5781884553111877,0.6138635788405606,0.6493253031120482,0.66697653936261,0.7021205559375765,0.7370543498086123
9,9,12455755.0,0.0002827658289954015,3536.495210728813,183.14110039329108,368.65843809600034,541.9011753835999,626.6729940647988,794.9239771583966,961.4195417958941,982.0910702857167,1022.2744750232673,1061.246348788732,1080.6447782516068,1117.7656835897087,1154.664542437647,1173.031118526331,1209.5993938565375,1245.9489271934408,1264.0420743471373,1300.0659454393308,1308.8370696666973,1313.2029370752148,1321.8954791270382,0.08101612354434268,0.12951560891130096,0.15304506535294582,0.19989275158389397,0.2464602085684694,0.269639374040951,0.31578962479059264,0.3614493947354549,0.38406970657404804,0.42910726380510206,0.47387541905690295,0.4961589751657611,0.5327006142983051,0.5690236714979208,0.5871036402586235,0.6231012735633872,0.6588835776037142,0.6766943843478462,0.7121561086193339,0.7474057097545624
