,index,blocknum,p0vs1,p1vs0,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
202,202,12660719.0,0.9942197043770237,1.0058139016934875,8599030.61312987,9390843.65528078,9391082.030770905,9391296.449906535,9391475.734023768,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,9391565.040696725,2041363.2382195902,2044119.8981646437,2046632.3084913644,2047257.3601135453,2047582.5599208444,2047817.4185552574,2048051.105772297,2048283.627415625,2048514.9895352437,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362,2048722.2287686362
203,203,12661219.0,0.9945180001159222,1.005512217861757,8872144.565085046,9088942.44196134,9089180.698299535,9089389.314141659,9089568.508883025,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,9089639.936240532,2613124.4250281034,2616102.654358364,2618616.3203064064,2619450.521092976,2619793.6984823,2620028.674643185,2620262.478637994,2620495.1167934304,2620726.5943806535,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644,2620956.917887644
204,204,12661796.0,0.9954134244260583,1.00460770918032,8019214.479573175,8127315.326541264,8127553.463780748,8127756.27937256,8127935.384259806,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,8127988.941517946,3587221.1090726755,3590421.015297598,3592935.94016883,3593979.39387225,3594340.5577654145,3594575.651276622,3594809.572376261,3595042.3266164972,3595273.9202584554,3595504.3587557296,3595527.339384193,3595527.339384193,3595527.339384193,3595527.339384193,3595527.339384193,3595527.339384193,3595527.339384193,3595527.339384193,3595527.339384193,3595527.339384193
205,205,12662311.0,0.9951148601135835,1.0049091216323098,8293066.664917642,8509864.541793937,8510102.79813213,8510311.413974255,8510490.608715622,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,8510562.036073128,3206925.1061766264,3209903.3355068867,3212417.001454929,3213251.2022414985,3213594.3796308227,3213829.3557917075,3214063.1597865163,3214295.7979419534,3214527.2755291765,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664,3214757.5990361664
206,206,12662812.0,0.9946174519159336,1.0054116766940877,8869936.919231812,9086734.796108106,9086973.0524463,9087181.668288425,9087360.863029791,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,9087432.290387297,2633014.273692756,2635992.5030230163,2638506.1689710584,2639340.3697576285,2639683.5471469522,2639918.5233078375,2640152.327302646,2640384.965458083,2640616.443045306,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296,2640846.766552296
207,207,12663313.0,0.9958116495246161,1.00420596653733,7551267.1490148455,7659367.995982934,7659606.133222418,7659808.94881423,7659988.053701477,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,7660041.6109596165,4053135.4853941454,4056335.391619068,4058850.3164903,4059893.77019372,4060254.9340868844,4060490.027598092,4060723.948697731,4060956.702937967,4061188.2965799253,4061418.7350771995,4061441.715705663,4061441.715705663,4061441.715705663,4061441.715705663,4061441.715705663,4061441.715705663,4061441.715705663,4061441.715705663,4061441.715705663,4061441.715705663
208,208,12664107.0,0.9959112306895684,1.004105555981732,7414039.096637144,7522139.943605232,7522378.080844716,7522580.896436528,7522760.001323774,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,7522813.558581915,4189803.4422021345,4193003.3484270577,4195518.27329829,4196561.727001709,4196922.890894874,4197157.984406081,4197391.9055057205,4197624.659745957,4197856.253387915,4198086.691885189,4198109.672513653,4198109.672513653,4198109.672513653,4198109.672513653,4198109.672513653,4198109.672513653,4198109.672513653,4198109.672513653,4198109.672513653,4198109.672513653
209,209,12664672.0,0.9959112306895684,1.004105555981732,7636085.364542818,7744186.211510906,7744424.34875039,7744627.164342202,7744806.269229448,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,7744859.826487589,4258818.686935714,4262018.593160638,4264533.51803187,4265576.971735289,4265938.135628454,4266173.229139661,4266407.150239301,4266639.904479537,4266871.498121495,4267101.93661877,4267124.917247233,4267124.917247233,4267124.917247233,4267124.917247233,4267124.917247233,4267124.917247233,4267124.917247233,4267124.917247233,4267124.917247233,4267124.917247233
210,210,12665570.0,0.9965089268345865,1.0035033034540923,7000661.125600766,7004599.993946981,7004838.011910077,7005035.030010834,7005214.045597706,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,7005249.741473741,5007393.741713262,5010815.442162895,5013331.6240833895,5014584.433865835,5014963.593357027,5015198.804542005,5015432.842571209,5015665.713226735,5015897.4227499915,5016127.976319658,5016173.949076696,5016173.949076696,5016173.949076696,5016173.949076696,5016173.949076696,5016173.949076696,5016173.949076696,5016173.949076696,5016173.949076696,5016173.949076696
211,211,12666136.0,0.996907590199842,1.0031020024629747,6556122.632979592,6560061.5013258075,6560299.519288904,6560496.537389661,6560675.552976533,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,6560711.248852568,5446602.003606296,5449165.204183327,5451681.386103823,5452934.195886267,5453313.35537746,5453548.566562438,5453782.604591642,5454015.475247168,5454247.184770425,5454477.738340091,5454523.711097129,5454523.711097129,5454523.711097129,5454523.711097129,5454523.711097129,5454523.711097129,5454523.711097129,5454523.711097129,5454523.711097129,5454523.711097129
212,212,12666641.0,0.996210033937108,1.0038043845512312,7234348.516680314,7342449.3636484025,7342687.500887888,7342890.3164797,7343069.421366946,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,7343122.978625085,4705808.434293909,4708364.62700392,4710879.551875152,4711923.005578572,4712284.169471736,4712519.262982944,4712753.184082583,4712985.938322819,4713217.531964777,4713447.970462051,4713470.951090515,4713470.951090515,4713470.951090515,4713470.951090515,4713470.951090515,4713470.951090515,4713470.951090515,4713470.951090515,4713470.951090515,4713470.951090515
213,213,12667347.0,0.9961104228948185,1.0039047649896864,7322341.229793991,7430442.076762079,7430680.214001563,7430883.0295933755,7431062.134480623,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,7431115.691738762,4567231.566413589,4569787.7591236,4572302.6839948315,4573346.137698252,4573707.301591416,4573942.395102624,4574176.316202262,4574409.070442499,4574640.664084457,4574871.102581731,4574894.0832101945,4574894.0832101945,4574894.0832101945,4574894.0832101945,4574894.0832101945,4574894.0832101945,4574894.0832101945,4574894.0832101945,4574894.0832101945,4574894.0832101945
214,214,12667935.0,0.9955129657685009,1.0045072584544745,8027302.665973687,8135403.512941775,8135641.650181259,8135844.465773071,8136023.570660317,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,8136077.127918458,3869558.101183288,3872114.2938932986,3874629.2187645305,3875672.6724679503,3876033.836361115,3876268.9298723224,3876502.8509719614,3876735.6052121976,3876967.198854156,3877197.63735143,3877220.6179798935,3877220.6179798935,3877220.6179798935,3877220.6179798935,3877220.6179798935,3877220.6179798935,3877220.6179798935,3877220.6179798935,3877220.6179798935,3877220.6179798935
215,215,12668758.0,0.9957120783167842,1.004306387133984,7868056.849558066,7988515.3532099025,7994909.190273724,7995112.005865536,7995291.110752783,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,7995344.668010922,4055321.269482491,4065265.431232733,4067780.356103965,4068823.809807385,4069184.9737005495,4069420.067211757,4069653.9883113955,4069886.742551632,4070118.33619359,4070348.7746908646,4070371.755319328,4070371.755319328,4070371.755319328,4070371.755319328,4070371.755319328,4070371.755319328,4070371.755319328,4070371.755319328,4070371.755319328,4070371.755319328
216,216,12669627.0,0.996907590199842,1.0031020024629747,6527708.926494129,6543999.275971751,6549160.616421986,6549357.6345227435,6549536.650109615,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,6549572.34598565,5506499.418486292,5517684.0748169385,5520200.256737434,5521453.066519879,5521832.22601107,5522067.437196049,5522301.475225253,5522534.3458807785,5522766.055404035,5522996.6089737015,5523042.58173074,5523042.58173074,5523042.58173074,5523042.58173074,5523042.58173074,5523042.58173074,5523042.58173074,5523042.58173074,5523042.58173074,5523042.58173074
217,217,12670225.0,0.996210033937108,1.0038043845512312,7317126.453414045,7425227.300382134,7425465.437621618,7425668.25321343,7425847.358100677,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,7425900.915358816,4750792.79644696,4753348.989156971,4755863.914028203,4756907.367731622,4757268.5316247875,4757503.6251359945,4757737.546235634,4757970.30047587,4758201.894117828,4758432.332615103,4758455.313243566,4758455.313243566,4758455.313243566,4758455.313243566,4758455.313243566,4758455.313243566,4758455.313243566,4758455.313243566,4758455.313243566,4758455.313243566
218,218,12670744.0,0.993424686413342,1.0066188344990676,9696170.349614078,10489347.995797247,10489586.371287372,10489800.790423002,10489980.074540237,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,10490069.381213194,1431110.1192290941,1433652.3146653154,1436164.7249920361,1436789.776614217,1437114.9764215162,1437349.8350559291,1437583.5222729687,1437816.0439162967,1438047.4060359155,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308,1438254.645269308
219,219,12671294.0,0.9927295672083382,1.0073236791084073,9295140.321857573,10664988.92757181,10665227.422270482,10665447.64762365,10665627.021497928,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,10665734.216176223,523419.4019165056,525954.6001471747,528465.7555558139,528881.7645253884,529188.9956858709,529423.7366173986,529657.3071321716,529889.7125941151,530120.959072934,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904,530305.1256494904
220,220,12671808.0,0.994418558260096,1.0056127690835435,9340500.590774216,9557298.46765051,9557536.723988704,9557745.339830829,9557924.534572195,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,9557995.961929701,2629302.0374483624,2631851.2310448396,2634364.896992882,2635199.0977794514,2635542.2751687756,2635777.2513296604,2636011.055324469,2636243.693479906,2636475.171067129,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193,2636705.4945741193
221,221,12672664.0,0.9957120783167842,1.004306387133984,7947753.296346494,8055854.143314583,8056092.280554067,8056295.0961458795,8056474.201033126,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,8056527.758291266,4123168.970383847,4125725.163093858,4128240.08796509,4129283.5416685096,4129644.705561674,4129879.7990728817,4130113.7201725207,4130346.474412757,4130578.068054715,4130808.50655199,4130831.487180453,4130831.487180453,4130831.487180453,4130831.487180453,4130831.487180453,4130831.487180453,4130831.487180453,4130831.487180453,4130831.487180453,4130831.487180453
222,222,12673168.0,0.996807909408901,1.003202312663221,6720098.283045993,6724037.1513922075,6724275.169355304,6724472.187456061,6724651.203042934,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,6724686.898918968,5461997.455815441,5464560.656392472,5467076.838312968,5468329.648095413,5468708.807586605,5468944.018771583,5469178.056800786,5469410.927456313,5469642.63697957,5469873.190549236,5469919.1633062735,5469919.1633062735,5469919.1633062735,5469919.1633062735,5469919.1633062735,5469919.1633062735,5469919.1633062735,5469919.1633062735,5469919.1633062735,5469919.1633062735
223,223,12673772.0,0.9967082385850425,1.0033026328944874,6799775.748208922,6803714.616555138,6803952.634518234,6804149.652618991,6804328.668205863,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,6804364.364081898,5382573.177372599,5385136.377949631,5387652.559870127,5388905.369652571,5389284.529143763,5389519.740328741,5389753.778357945,5389986.649013472,5390218.358536728,5390448.912106395,5390494.8848634325,5390494.8848634325,5390494.8848634325,5390494.8848634325,5390494.8848634325,5390494.8848634325,5390494.8848634325,5390494.8848634325,5390494.8848634325,5390494.8848634325
224,224,12674389.0,0.9963096549405018,1.0037040141498164,7185077.126449843,7293177.973417931,7293416.110657415,7293618.9262492275,7293798.031136474,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,7293851.588394614,4882840.777747199,4885396.97045721,4887911.895328442,4888955.349031862,4889316.512925026,4889551.606436234,4889785.5275358725,4890018.281776109,4890249.875418067,4890480.313915341,4890503.294543805,4890503.294543805,4890503.294543805,4890503.294543805,4890503.294543805,4890503.294543805,4890503.294543805,4890503.294543805,4890503.294543805,4890503.294543805
225,225,12674917.0,0.9952143715995948,1.004808640768233,8402929.766162746,8621280.742347695,8621518.998685889,8621727.614528013,8621906.80926938,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,8621978.236626886,3575283.7050891486,3577593.1759874625,3579868.3151299637,3580465.1785192788,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038,3580572.2022114038
226,226,12675425.0,0.994020890258763,1.0060150745319654,9184351.693536937,9979600.654267473,9979839.029757598,9980053.448893229,9980232.733010463,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,9980322.039683418,1952402.9767224784,1954705.56927288,1956979.5719424863,1957367.4048777872,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242,1957456.5689923242
227,227,12675932.0,0.9947169136611251,1.0053111455795298,8986563.861060558,9204914.837245505,9205153.0935837,9205361.709425824,9205540.90416719,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,9205612.331524696,2932450.650992427,2934760.121890741,2937035.2610332426,2937632.124422557,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826,2937739.1481146826
228,228,12676516.0,0.9904490268555702,1.0096430738841269,5034018.069108891,5833071.018118917,5833309.751163969,5833541.597648537,5833721.150980683,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,5833864.1487119775,139872.2433659317,142154.21947050156,144007.45637208814,144186.18616030045,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995,144221.82514792995
229,229,12677091.0,0.9802022449257435,1.0201976226607767,19165.771103151576,5287983.121382102,6424429.55718866,6424880.106106583,6425117.767496217,6425297.410528478,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,6425458.323281079,4950.374018062951,8567.585931547888,10710.018597445527,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441,11706.054106859441
230,230,12677839.0,0.9678330057795392,1.0332360996456738,4427.495643206327,8846.148049227335,3764709.623813092,6425971.4433284905,6430445.674689023,6430701.527191189,6430916.290887912,6431112.96358324,6431166.228499166,6431183.7099203635,6431201.10415292,6431218.411624017,6431235.6327890465,6431252.7680677995,6431269.817892121,6431286.782674927,6431303.662855322,6431320.458852993,6431337.171083557,6431353.79995856,3830.2054426602353,5951.4173201632,6359.917858030047,6377.3365075376505,6394.668273417828,6411.9136201972,6429.072933307167,6446.146688883317,6463.135283180102,6480.039165491576,6496.858723048908,6513.594415751435,6530.246640805961,6546.815809765589,6563.30234878851,6579.706659141285,6596.029156425089,6612.27025075427,6628.430346513579,6644.509842110967
231,231,12679171.0,0.9688012744263317,1.0322034315986448,4414.473427683305,12240.330772506406,3962731.7955583325,5959678.100329998,5960570.509155466,5960826.233753848,5961035.194151958,5961231.768402133,5961267.172222159,5961284.644908372,5961302.030438197,5961319.329269009,5961336.5418378515,5961353.668547252,5961370.709842979,5961387.666151053,5961404.537893533,5961421.325488488,5961438.029364223,5961454.649944195,4051.4269309030087,6191.514507672508,6795.6667743592325,6813.094132128222,6830.434568154255,6847.68852659883,6864.856448150551,6881.9387316449365,6898.935828834175,6915.848149201233,6932.67613630177,6949.420190610299,6966.080727049181,6982.658194920875,6999.152979813191,7015.565481366287,7031.896153465178,7048.145365014519,7064.313538881809,7080.401092343798
232,232,12679835.0,0.9847213352411154,1.0155157243090946,1903255.2204062263,5734934.369701379,5953303.287755135,5953559.3964936985,5953785.775678448,5953982.645199081,5954071.659161514,5954089.158079373,5954106.56971099,5954123.894503694,5954141.132900719,5954158.285325771,5954175.3521993095,5954192.333953437,5954209.231030735,5954226.043825154,5954242.772771,5954259.418283392,5954275.980787079,5954292.460688111,4874.528584898161,9145.994478831235,11729.22998335068,13812.718928922213,13830.207400360056,13847.608631488627,13864.923093182904,13882.151177757121,13899.293368089491,13916.350048602642,13933.321675607476,13950.208643829325,13967.011401196858,13983.73037205446,14000.36593685497,14016.91854915965,14033.38859877418,14049.776529431474,14066.082720050525,14082.307563396875
233,233,12680484.0,0.9681233847172311,1.0329261907996152,4739.575023504411,12565.43236832751,3963056.897154154,5960003.201925819,5960895.610751287,5961151.335349669,5961360.295747779,5961556.869997955,5961592.27381798,5961609.746504193,5961627.132034019,5961644.4308648305,5961661.643433672,5961678.770143074,5961695.8114388,5961712.767746875,5961729.639489354,5961746.427084309,5961763.1309600435,5961779.751540015,3736.564753427139,5876.652330196639,6480.804596883363,6498.231954652352,6515.572390678385,6532.826349122961,6549.9942706746815,6567.076554169067,6584.073651358305,6600.985971725364,6617.8139588259,6634.5580131344295,6651.218549573312,6667.796017445005,6684.290802337322,6700.703303890417,6717.033975989308,6733.283187538648,6749.45136140594,6765.538914867929
234,234,12681021.0,0.9910434448588479,1.0090375000083147,5023442.57725202,5823115.653129795,5823372.274294565,5823621.919696711,5823819.183177536,5823979.8027197905,5823997.336671344,5824014.783155498,5824032.1426276425,5824049.415538713,5824066.602304176,5824083.70333684,5824100.71909187,5824117.649989315,5824134.496445525,5824151.2588875005,5824167.937723487,5824184.533385895,5824201.046274264,5824217.476811504,298629.1750484756,303635.6943970861,307481.27057160484,309642.40390241804,310869.7417624998,310887.1952786269,310904.5617408456,310921.8416075578,310939.0352771167,310956.14321963803,310973.1658254393,310990.10353769426,311006.95677625923,311023.72595642373,311040.4115082337,311057.0138571141,311073.5334039037,311089.9705439707,311106.3257267912,311122.59933697165
235,235,12681840.0,0.9868899984021213,1.0132841569162776,3443316.9570871694,5948251.9492035275,5952726.18056406,5952982.033066227,5953196.79676295,5953393.469458278,5953446.734374203,5953464.215795401,5953481.610027957,5953498.917499054,5953516.1386640845,5953533.273942837,5953550.323767159,5953567.288549964,5953584.1687303595,5953600.96472803,5953617.676958595,5953634.305833598,5953650.851788163,5953667.315210867,5796.87434366762,10505.512338225246,13509.106205548545,15630.31808305151,16038.818620918357,16056.237270425961,16073.569036306139,16090.81438308551,16107.973696195477,16125.047451771628,16142.036046068413,16158.939928379887,16175.759485937218,16192.495178639745,16209.14740369427,16225.716572653899,16242.20311167682,16258.607422029596,16274.9299193134,16291.171013642579
236,236,12682617.0,0.9853123157701561,1.0149066280759553,1915322.304816561,5758671.622394271,5978204.351698441,5978460.460437004,5978686.839621754,5978883.709142387,5978972.72310482,5978990.222022679,5979007.633654296,5979024.958447,5979042.1968440255,5979059.349269077,5979076.416142616,5979093.397896743,5979110.294974042,5979127.10776846,5979143.836714306,5979160.482226698,5979177.044730385,5979193.524631417,13941.965570227218,18501.88486212626,21085.120366645704,23168.609312217235,23186.097783655077,23203.49901478365,23220.813476477924,23238.041561052145,23255.183751384513,23272.240431897666,23289.2120589025,23306.099027124346,23322.90178449188,23339.620755349482,23356.25632014999,23372.808932454675,23389.2789820692,23405.666912726494,23421.973103345546,23438.197946691897
237,237,12683462.0,0.9864953410720261,1.0136895313801466,3449885.9256122285,5949600.898751841,5954075.130112373,5954330.9826145405,5954545.746311262,5954742.419006592,5954795.683922516,5954813.165343714,5954830.55957627,5954847.867047368,5954865.088212397,5954882.22349115,5954899.273315472,5954916.238098278,5954933.118278673,5954949.914276344,5954966.626506908,5954983.255381911,5954999.801336477,5955016.26475918,37519.044690624156,42227.68268518178,45231.276552505085,47352.488430008045,47760.988967874895,47778.4076173825,47795.73938326268,47812.984730042044,47830.14404315202,47847.21779872817,47864.20639302495,47881.110275336425,47897.92983289376,47914.66552559628,47931.31775065081,47947.886919610435,47964.37345863336,47980.77776898613,47997.10026626994,48013.341360599115
238,238,12684213.0,0.982852234365735,1.0174469417015988,664179.0814616829,5521710.532528832,5969645.235117662,5969901.600076907,5970139.606552192,5970336.672874416,5970461.471753539,5970478.988165064,5970496.417224829,5970513.759351248,5970531.014991746,5970548.184573985,5970565.268537419,5970582.267287143,5970599.181255177,5970616.010869108,5970632.756552092,5970649.418722868,5970665.997795772,5970682.494180759,24087.080865325173,28498.435449412435,30661.731824364953,32316.93006220335,32334.40102632521,32351.784880333827,32369.082023447783,32386.292907414463,32403.417961554584,32420.457592085815,32437.41225837142,32454.28235816643,32471.06832309426,32487.7705608205,32504.389513211274,32520.925578203023,32537.37916804946,32553.750709579363,32570.040604419766,32586.249248375512
239,239,12684773.0,0.9867913192701945,1.013385485331969,3448689.5707120495,5948404.543851662,5952878.775212195,5953134.627714361,5953349.391411084,5953546.064106412,5953599.329022338,5953616.8104435345,5953634.204676091,5953651.512147188,5953668.733312218,5953685.868590971,5953702.918415293,5953719.883198099,5953736.7633784935,5953753.559376165,5953770.271606729,5953786.900481732,5953803.446436297,5953819.909859001,38699.49190069135,43408.129895248974,46411.72376257227,48532.93564007524,48941.43617794209,48958.854827449686,48976.18659332986,48993.431940109236,49010.5912532192,49027.66500879535,49044.65360309214,49061.55748540361,49078.37704296094,49095.112735663475,49111.764960718,49128.33412967763,49144.820668700544,49161.224979053324,49177.547476337124,49193.78857066631
