,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,FEI-slippagemap_01,FEI-slippagemap_2,FEI-slippagemap_3,FEI-slippagemap_4,FEI-slippagemap_5,FEI-slippagemap_6,FEI-slippagemap_7,FEI-slippagemap_8,FEI-slippagemap_9,FEI-slippagemap_10,FEI-slippagemap_11,FEI-slippagemap_12,FEI-slippagemap_13,FEI-slippagemap_14,FEI-slippagemap_15,FEI-slippagemap_16,FEI-slippagemap_17,FEI-slippagemap_18,FEI-slippagemap_19,FEI-slippagemap_20
10,10,12569881.0,1.0030043540627416,0.9970046450440896,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,19522.012803215992,27031.096416335815,27031.096416335815,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581,27031.09641633581
11,11,12570545.0,1.0049117784452062,0.9951122292020443,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,6675.564820874463,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461,39929.37830788461
12,12,12571184.0,1.0032049649635977,0.9968052740212325,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,18507.0090289772,28049.28827919419,28049.28827919419,28049.28827919419,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185,28049.288279194185
13,13,12572461.0,1.0017013606802379,0.9983015290314845,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,28065.521501399966,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808,18466.91298943808
14,14,12573800.0,1.0049117784452062,0.9951122292020443,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,6730.621280270704,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036,39874.04644570036
15,15,12575480.0,1.0049117784452062,0.9951122292020443,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,6701.799186874657,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575,39903.012655405575
16,16,12580707.0,1.0048112973154746,0.9952117404249646,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,7700.018293553082,38899.875492696825,38899.875492696825,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682,38899.87549269682
17,17,12582307.0,1.0047108262328512,0.9953112615990072,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,8499.235904296895,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867,38096.82898825867
18,18,12583158.0,1.0046103651963316,0.995410792725167,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,8698.297277117896,37896.82898824791,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479,37896.8289882479
19,19,12584342.0,1.0037066677766084,0.9963070208701319,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,14992.112499689449,31576.42720352997,31576.42720352997,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965,31576.427203529965
20,20,12586969.0,1.0030043540627416,0.9970046450440896,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,19429.6292704688,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913,27123.763688567913
21,21,12588701.0,1.0040078098891452,0.9960081885323305,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,12819.821492502737,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034,33757.21761196034
22,22,12590609.0,1.00430904235335,0.9957094458263037,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,10828.08488987981,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202,35757.37407997202
23,23,12591346.0,1.0049117784452062,0.9951122292020443,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,6642.761424313046,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971
24,24,12596795.0,1.0049117784452062,0.9951122292020443,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,1180439.0218799228,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971,39962.34601137971
25,25,12597532.0,1.013084208898755,0.9870847765824147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19999.308994728406,39968.63851361343,39968.63851361343,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342,39968.63851361342
26,26,12628923.0,1.002904063656376,0.997104345508594,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,20582.749376232874,25967.194292824726,25967.194292824726,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723,25967.194292824723
27,27,12632736.0,1.0,1.0,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,39847.759918243326,6674.198294911866,6674.198294911865,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864,6674.198294911864
28,28,12633603.0,1.0012006602200494,0.9988007796361366,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,31536.326716312382,14990.85108370336,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357,14990.851083703357
29,29,12634348.0,1.003104654498148,0.9969049545486347,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,18976.783440272022,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898,27578.018989915898
30,30,12635023.0,1.0030043540627416,0.9970046450440896,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,19399.46688649124,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077,27154.018989893077
31,31,12636577.0,1.0030043540627416,0.9970046450440896,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,19499.263663445774,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935,27053.915306452935
32,32,12637214.0,1.001000450120021,0.9990005497800716,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,33180.62020742673,13344.700410729327,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325,13344.700410729325
33,33,12638742.0,1.000800280056007,0.9992003598800331,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,33949.403648587235,12575.188247039847,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845,12575.188247039845
34,34,12639852.0,1.0015010504551363,0.9985011993203061,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,29880.77287082076,16648.686043468926,16648.686043468926,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922,16648.686043468922
35,35,12641621.0,1.0047108262328512,0.9953112615990072,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,8001.985702917047,38596.45005482294,38596.45005482294,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293,38596.45005482293
36,36,12642523.0,1.0038070384433861,0.9962074001301189,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,14174.971608738782,32396.681593442663,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266,32396.68159344266
