,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20
504,504,14467579.0,1.0001,0.9999000099990001,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,4946017.349990201,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165,6051370.6478670165
505,505,14469826.0,1.0001,0.9999000099990001,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,4968663.464982965,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733,6028722.081891733
506,506,14470437.0,1.0,1.0,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5036839.471997441,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513,5960539.315305513
507,507,14471173.0,1.0,1.0,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5400374.804386796,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976,5596983.630022976
508,508,14472120.0,1.0,1.0,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5486166.009176063,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535,5511191.476011535
509,509,14472709.0,0.9999000099990001,1.0001,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5527507.5814820705,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514,5469849.971721514
510,510,14474013.0,0.9999000099990001,1.0001,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5587330.332320578,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638,5410027.924308638
511,511,14475035.0,0.9999000099990001,1.0001,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5611321.537459124,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515,5386037.20228515
512,512,14476161.0,0.9999000099990001,1.0001,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5790737.765587285,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156,5206628.235272156
513,513,14480397.0,0.9999000099990001,1.0001,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5932484.760663127,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642,5064891.527446642
514,514,14482892.0,0.9999000099990001,1.0001,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5983495.513079032,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902,5013885.459978902
515,515,14484386.0,1.0,1.0,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5447113.242786855,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895,5550244.49201895
516,516,14485072.0,1.0,1.0,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5441159.454156567,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976,5556198.345492976
517,517,14485848.0,1.0,1.0,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5464604.374924081,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836,5532753.210378836
518,518,14486633.0,1.0,1.0,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5481999.335655549,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041,5515358.161633041
519,519,14487849.0,1.0,1.0,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5446983.081051711,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928,5550374.655095928
520,520,14490866.0,1.0,1.0,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5450667.822385502,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624,5546689.877085624
521,521,14493968.0,1.0,1.0,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5482649.907010554,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945,5514707.588159945
522,522,14496230.0,1.0,1.0,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5393293.550945863,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017,5604065.02756017
523,523,14497252.0,1.0,1.0,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5429545.052202664,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949,5567812.894339949
524,524,14497851.0,0.9998000299960005,1.00020001,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,6329433.610356825,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675,4667992.8599075675
525,525,14499169.0,0.9998000299960005,1.00020001,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,6382428.310355016,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201,4615007.242715201
526,526,14500523.0,0.9998000299960005,1.00020001,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,6032319.446343518,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479,4965066.498034479
527,527,14501114.0,0.9998000299960005,1.00020001,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,6126467.5203752685,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908,4870929.355715908
528,528,14503897.0,0.9996000999800035,1.000400060004,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,7226330.203038844,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513,3771185.4333770513
529,529,14505302.0,0.9998000299960005,1.00020001,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,6096363.288671502,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618,4901029.899252618
530,530,14507937.0,0.9998000299960005,1.00020001,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,6123921.661642912,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295,4873474.895534295
531,531,14510588.0,0.9996000999800035,1.000400060004,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,7124294.2918185955,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487,3873187.1428380487
532,532,14511282.0,0.9998000299960005,1.00020001,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,6145408.361295712,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424,4851990.928149424
533,533,14516038.0,0.9998000299960005,1.00020001,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,6133136.138301729,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915,4864261.579293915
534,534,14518925.0,0.9998000299960005,1.00020001,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,6132114.354893511,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876,4865283.233187876
535,535,14520309.0,0.9998000299960005,1.00020001,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,6040491.544457515,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171,4956895.278571171
536,536,14521975.0,0.9998000299960005,1.00020001,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,6048262.087325096,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262,4949125.583562262
537,537,14523185.0,0.9999000099990001,1.0001,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5676306.701446708,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329,5321053.92493329
538,538,14526309.0,1.0,1.0,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5468820.132854323,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468,5528537.425563468
539,539,14526977.0,0.9999000099990001,1.0001,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5508078.071847765,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879,5489279.406828879
540,540,14529036.0,1.0,1.0,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5459732.402148168,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979,5537625.218650979
541,541,14529543.0,0.9997000599900016,1.0003000300009999,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,6853346.268945255,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655,4144054.4466929655
