,index,blocknum,p0vs1,p1vs0,MKR-slippagemap_01,MKR-slippagemap_2,MKR-slippagemap_3,MKR-slippagemap_4,MKR-slippagemap_5,MKR-slippagemap_6,MKR-slippagemap_7,MKR-slippagemap_8,MKR-slippagemap_9,MKR-slippagemap_10,MKR-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
22,22,12560552.0,1.3382802992328386,0.747227617841527,0.024398673306496827,0.0807671499613722,0.15473217048089102,0.22796126589225157,0.30046175276748643,0.3546200971113701,0.4082395852208438,0.46132557656830325,0.5138833783728356,0.5659182477195424,0.6174353885601908,0.19320835705796047,0.2670480580622894,0.34015308118067034,0.4125307323204752,0.484188248741571,0.5551327973227633,0.6253714729040447,0.6949112935805889,0.763759218031348,0.8319221289509663
23,23,12562610.0,1.314407943167061,0.7607988107485898,0.018857754749476603,0.0757927143431676,0.13216119099804297,0.2061262115175618,0.27935530692892235,0.3518557938041572,0.4060141381480409,0.4596336262575145,0.5127196176049741,0.5652774194095064,0.6173122887562131,0.19888380557729757,0.27198882869567853,0.3443664798354834,0.4160239962565792,0.48696854483777147,0.5572072204190529,0.6267470410955971,0.6955949655463562,0.7637578764659745,0.8312425857424177
24,24,12563376.0,1.2699633614426302,0.787424291409508,0.0026383048950887585,0.06072337099687007,0.11823050818444196,0.17516546777813297,0.23153394443300832,0.30549896495252715,0.37872806036388773,0.4512285472391226,0.5053868915830062,0.5590063796924799,0.6120923710399394,0.2159699876896646,0.28762750411076043,0.35857205269195264,0.4288107282732341,0.4983505489497782,0.5671984734005374,0.6353613843201557,0.7028460935965989,0.7696593545055698,0.835807845199702
25,25,12565451.0,1.3738048059192418,0.7279054460221362,0.00669358877946427,0.08065860929898311,0.15388770471034366,0.22638819158557852,0.2805465359294622,0.33416602403893586,0.38725201538639537,0.43980981719092765,0.4918446865376344,0.5433618273782829,0.5943663879641811,0.219065843461644,0.29364761244313553,0.36748731344746444,0.4405923365658454,0.5129699877056503,0.5846275041267461,0.6555720527079383,0.7258107282892198,0.7953505489657638,0.8641984734165231
26,26,12566335.0,1.395961354748207,0.7163522088907486,0.028206531761431536,0.11616224241668505,0.20324281892990903,0.27183618595602144,0.33974707341395316,0.40698226925598685,0.47354849525382975,0.5394524096828083,0.6047006035230914,0.6692995972083409,0.7332558545715343,0.30277909251376883,0.3981887063345375,0.4926490284729103,0.5861694965272544,0.6787594702969721,0.7704282029597948,0.8611848607490759,0.9510385207581851,1.039998168840909,1.1280726936511365
27,27,12568526.0,1.3927544932770004,0.7180016326115799,0.03810653176089868,0.1260622424161522,0.21314281892937617,0.2817361859554886,0.3496470734134203,0.416882269255454,0.4834484952532969,0.5493524096822755,0.6146006035225585,0.679199597207808,0.7431558545710014,0.28897409484289227,0.384383708663661,0.4788440308020338,0.5723644988563777,0.6649544726260956,0.7566232052889182,0.8473798630781993,0.9372335230873085,1.0261931711700325,1.11426769598026
28,28,12569272.0,1.345122619735903,0.7434266477477992,0.012389244598649466,0.08378181862823897,0.17262145138458487,0.2605771620398384,0.34765773855306237,0.4162511055791748,0.4841619930371065,0.5513971888791402,0.6179634148769831,0.6838673293059616,0.7491155231462447,0.2695437287989156,0.3630641968532595,0.4556541706229774,0.5473229032858,0.6380795610750811,0.7279332210841902,0.8168928691669142,0.9049673939771419,0.9921656089161168,1.078496231148397
29,29,12573729.0,1.3728435271050734,0.7284151327199745,0.010932135162948926,0.09977176791929483,0.18772747857454836,0.27480805508777234,0.34340142211388475,0.41131230957181647,0.47854750541385016,0.5451137314116931,0.6110176458406716,0.6762658396809547,0.7408648333662041,0.2740834066658713,0.36854372880424413,0.46206419685858807,0.5546541706283059,0.6463229032911285,0.7370795610804096,0.8269332210895188,0.9158928691722428,1.0039673939824703,1.0911656089214454
30,30,12577450.0,1.3534878671946655,0.7388318907303326,0.061493538452043646,0.15033317120838954,0.23828888186364305,0.32536945837686704,0.39396282540297944,0.46187371286091117,0.5291089087029449,0.5956751347007878,0.6615790491297663,0.7268272429700494,0.7914262366552989,0.205158620751316,0.2996189428896888,0.39313941094403276,0.48572938471375066,0.5773981173765732,0.6681547751658543,0.7580084351749635,0.8469680832576875,0.9350426080679151,1.02224082300689
31,31,12579999.0,1.3354729996632684,0.7487983660112515,0.038311572877897125,0.10970414690748663,0.19854377966383255,0.28649949031908606,0.37358006683231004,0.44217343385842245,0.5100843213163542,0.5773195171583878,0.6438857431562307,0.7097896575852093,0.7750378514254924,0.23479859822407004,0.328319066278414,0.4209090400481319,0.5125777727109545,0.6033344305002356,0.6931880905093447,0.7821477385920687,0.8702222634022964,0.9574204783412713,1.0437511005735516
32,32,12590990.0,1.3119130637029346,0.7622456301924873,0.0305515291251369,0.10266157287443359,0.1740541469040231,0.26289377966036903,0.3508494903156225,0.4379300668288465,0.5065234338549589,0.5744343213128906,0.6416695171549244,0.7082357431527673,0.7741396575817457,0.24313701781059774,0.3357269915803156,0.42739572424313815,0.5181523820324193,0.6080060420415284,0.6969656901242524,0.7850402149344801,0.872238429873455,0.9585690521057353,1.044040709116837
33,33,12596840.0,1.3090301714491863,0.7639243325407323,0.03877246328718502,0.11088250703648171,0.1822750810660712,0.27111471382241714,0.3590704244776706,0.4461510009908946,0.5147443680170071,0.5826552554749387,0.6498904513169724,0.7164566773148153,0.7823605917437939,0.2323631051952512,0.32495307896496906,0.4166218116277916,0.5073784694170728,0.5972321294261819,0.6861917775089058,0.7742663023191335,0.8614645172581085,0.9477951394903887,1.0332667965014906
34,34,12598331.0,1.3030227606633955,0.7674463026961091,0.055502506420186525,0.12761255016948322,0.1990051241990727,0.2878447569554186,0.37580046761067215,0.46288104412389613,0.5314744111500085,0.5993852986079402,0.666620494449974,0.7331867204478169,0.7990906348767954,0.2105125230675566,0.30310249683727447,0.394771229500097,0.4855278872893782,0.5753815472984873,0.6643411953812113,0.7524157201914389,0.8396139351304138,0.9259445573626941,1.011416214373796
35,35,12612257.0,1.2592149557170784,0.7941455868672838,0.03518288064199229,0.10874957301643234,0.1815842989578578,0.25369434270715446,0.325086916736744,0.4139265494930899,0.5018822601483434,0.5889628366615673,0.6575562036876798,0.7254670911456115,0.7927022869876452,0.2332653177967428,0.32402197558602397,0.4138756355951331,0.502835283677857,0.5909098084880847,0.6781080234270597,0.7644386456593399,0.8499103026704417,0.9345315477114751,1.018310838887654
36,36,12618641.0,1.2561966141964747,0.7960537297257797,0.044044311241515345,0.11761100361595539,0.19044572955738084,0.2625557733066775,0.33394834733626705,0.4227879800926129,0.5107436907478664,0.5978242672610904,0.6664176342872028,0.7343285217451345,0.8015637175871683,0.22212010634295487,0.31287676413223603,0.40273042414134513,0.4916900722240691,0.5797645970342967,0.6669628119732717,0.753293434205552,0.8387650912166538,0.9233863362576872,1.007165627433866
37,37,12619604.0,1.2509319152539078,0.7994040185608544,0.05958813062753711,0.13315482300197715,0.2059895489434026,0.2780995926926993,0.3494921667222888,0.4383317994786347,0.5262875101338882,0.6133680866471122,0.6819614536732246,0.7498723411311563,0.81710753697319,0.2026343239151942,0.29339098170447536,0.38324464171358447,0.4722042897963084,0.5602788146065361,0.647477029545511,0.7338076517777913,0.8192793087888931,0.9039005538299265,0.9876798450061054
38,38,12641329.0,1.2473096486350597,0.8017255387179179,0.07397347641790031,0.15128905471201418,0.2278353662872662,0.303620066582257,0.3786507356098729,0.47109226544041244,0.5626140356012997,0.6532251903489286,0.7253140075513025,0.7966855667013605,0.8673470016587236,0.19878369275893645,0.29416522011243773,0.3885977338115401,0.48209067762025665,0.5746533931494916,0.6662951429227034,0.7570250883225388,0.8468522964826471,0.93578575651936,1.0238343575545719
39,39,12646972.0,1.2427033601341673,0.8046972689379676,0.009939673532832398,0.0842456823859566,0.15781237476039667,0.2306471007018221,0.3027571444511188,0.37414971848070827,0.4629893512370542,0.5509450618923077,0.6380256384055317,0.7066190054316441,0.7745298928895759,0.26264636688569126,0.35250002689480037,0.4414596749775243,0.529534199787752,0.6167324147267269,0.7030630369590072,0.788534693970109,0.8731559390111423,0.9569352301873213,1.0398809446954815
