,index,blocknum,p0vs1,p1vs0,MKR-slippagemap_01,MKR-slippagemap_2,MKR-slippagemap_3,MKR-slippagemap_4,MKR-slippagemap_5,MKR-slippagemap_6,MKR-slippagemap_7,MKR-slippagemap_8,MKR-slippagemap_9,MKR-slippagemap_10,MKR-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
176,176,13550134.0,0.685449044374629,1.458897649952014,0.31072340864947134,0.6592394600209341,1.004287889072818,1.345903199748776,1.6841195508925884,2.0189707610654875,2.350490310012897,2.678711349632315,3.0036666987902305,3.3253888481618055,3.6439099675665663,0.5073513278838373,0.7162298874269528,0.9230301749621164,1.1277728665143658,1.330478435512433,1.5311671516417475,1.727263511380394,1.9214087743788815,2.113622357343527,2.30392347853637
177,177,13551989.0,0.6740302577220072,1.4836129217398335,0.25570488994190377,0.6077234086334857,0.9562394600049486,1.3012878890568322,1.6429031997327903,1.9811195508766029,2.3159707610495017,2.647490309996911,2.975711349616329,3.300666698774245,3.6223888481458197,0.5143409766035807,0.7211412641387442,0.9258839556909937,1.1285895246890612,1.3292782408183756,1.525374600557022,1.7195198635555096,1.9117334465201548,2.102034567712998,2.290442255409112
178,178,13552893.0,0.665591176278018,1.5024237634759436,0.11173319274847437,0.4672893766221539,0.8193078953137358,1.1678239466851987,1.5128723757370823,1.8544876864130404,2.1927040375568527,2.527555247729752,2.8590747966771612,3.1872958362965793,3.512251185454495,0.5520216952482973,0.7567643868005467,0.959469955798614,1.1601586719279284,1.356255031666575,1.5504002946650624,1.7426138776297078,1.932914998822551,2.121322686518665,2.3078557796771557
179,179,13557752.0,0.6247045402826555,1.600756734611753,0.1702214678198415,0.4945415819324887,0.8156348159841713,1.1335332796934774,1.489089463567157,1.8411079822587388,2.1896240336302015,2.5346724626820856,2.8762877733580434,3.2145041245018557,3.549355334674755,0.5012347358656296,0.697331095604276,0.8914763586027635,1.0836899415674088,1.273991062760252,1.462398750456366,1.6489318436148568,1.8336089930790385,2.0164486651302407,2.1974691439242506
180,180,13558286.0,0.6418646445995666,1.5579608698090226,0.05379539322953759,0.3748886272812202,0.6927870909905263,1.0483432748642059,1.4003617935557877,1.7488778449272506,2.0939262739791342,2.4355415846550925,2.773757935798905,3.108609145971804,3.4401286949192134,0.5796592520240762,0.7803479681533907,0.9764443278920371,1.1705895908905246,1.36280317385517,1.553104295048013,1.741511982744127,1.928045075902618,2.1127222253667997,2.2955618974180014
181,181,13564564.0,0.6641285582895675,1.505732568669316,0.147266364942769,0.5028225488164485,0.8548410675080305,1.2033571188794934,1.548405547931377,1.890020858607335,2.2282372097511476,2.5630884199240467,2.894607968871456,3.222829008490874,3.5477843576487897,0.5283964462889241,0.7331391378411736,0.9358447068392409,1.1365334229685555,1.3326297827072018,1.5267750457056894,1.7189886286703346,1.9092897498631778,2.097697437559292,2.2842305307177826
182,182,13570271.0,0.650783328152829,1.536609738971619,0.15329430731602806,0.47119277102533413,0.8267489548990137,1.1787674735905955,1.5272835249620584,1.8723319540139423,2.2139472646899003,2.5521636158337127,2.8870148260066117,3.218534374954021,3.5467554145734392,0.5201788355652108,0.7228844045632782,0.9235731206925927,1.119669480431239,1.3138147434297265,1.506028326394372,1.696329447587215,1.884737135283329,2.07127022844182,2.2559473779060015
183,183,13575443.0,0.6783576679470976,1.474148590412906,0.14181420848547976,0.4938327271770617,0.8423487785485245,1.1873972076004082,1.5290125182763663,1.8672288694201788,2.202080079593078,2.5335996285404874,2.8618206681599054,3.186776017317821,3.508498166689396,0.5913602988609098,0.7981605863960733,1.0029032779483227,1.2056088469463901,1.4062975630757046,1.6023939228143511,1.7965391858128386,1.988752768777484,2.179053889970327,2.367461577666441
184,184,13586667.0,0.664261390642511,1.505431467321537,0.1441429293067124,0.4996991131803919,0.8517176318719739,1.2002336832434368,1.5452821122953204,1.8868974229712785,2.225113774115091,2.55996498428799,2.8914845332353996,3.2197055728548176,3.544660922012733,0.5304710340173642,0.7352137255696136,0.937919294567681,1.1386080106969956,1.3347043704356418,1.5288496334341295,1.7210632163987747,1.9113643375916178,2.099772025287732,2.2863051184462226
185,185,13591026.0,0.6247045402826555,1.600756734611753,0.17083111737979112,0.49515123149243834,0.8162444655441209,1.134142929253427,1.4896991131271065,1.8417176318186885,2.190233683190151,2.5352821122420353,2.876897422917993,3.2151137740618054,3.5499649842347045,0.5008538607377899,0.6969502204764363,0.8910954834749238,1.0833090664395693,1.2736101876324122,1.4620178753285262,1.6485509684870172,1.8332281179511987,2.016067790002401,2.197088268796411
186,186,13608826.0,0.6639957524991102,1.5060337302403752,0.14984277995200762,0.5053989638256872,0.8574174825172691,1.205933533888732,1.5509819629406156,1.8925972736165737,2.230813624760386,2.565664834933285,2.8971843838806945,3.2254054235001126,3.550360772658028,0.5266854968669408,0.7314281884191901,0.9341337574172575,1.134822473546572,1.3309188332852184,1.5250640962837059,1.7172776792483513,1.9075788004411944,2.0959864881373083,2.2825195812957992
187,187,13618338.0,0.6598919190508393,1.5153996755080101,0.24849033004669804,0.6040465139203776,0.9560650326119595,1.3045810839834224,1.649629513035306,1.991244823711264,2.3294611748550764,2.6643123850279755,2.995831933975385,3.324052973594803,3.6490083227527186,0.46138348487683967,0.6661261764290891,0.8688317454271565,1.069520461556471,1.2656168212951173,1.4597620842936048,1.6519756672582502,1.8422767884510933,2.0306844761472074,2.2172175693056984
188,188,13634750.0,0.6497429593623238,1.539070159346441,0.17809186632407062,0.4959903300333767,0.8515465139070563,1.2035650325986382,1.552081083970101,1.8971295130219847,2.238744823697943,2.576961174841755,2.9118123850146542,3.2433319339620637,3.5715529735814817,0.5040530213303261,0.7067585903283935,0.907447306457708,1.1035436661963545,1.297688929194842,1.4899025121594873,1.6802036333523305,1.8686113210484445,2.0551444142069353,2.239821563671117
189,189,13637235.0,0.6837376474695509,1.4625492741271546,0.00225055317828201,0.35426907186986395,0.7027851232413268,1.0478335522932105,1.3894488629691686,1.7276652141129811,2.0625164242858802,2.3940359732332896,2.7222570128527077,3.0472123620106233,3.3689345113821982,0.6864172201720362,0.8932175077071998,1.0979601992594492,1.3006657682575167,1.5013544843868312,1.6974508441254774,1.891596107123965,2.0838096900886103,2.2741108112814534,2.4625184989775675
190,190,13638458.0,0.7154216025738909,1.397777193758581,0.2556339098266842,0.5972492205026423,0.9354655716464547,1.2703167818193537,1.6018363307667631,1.9300573703861812,2.255012719544097,2.576734868915672,2.8952559883204323,3.210607926963067,3.5228222184570677,0.5525633830563667,0.7932998356182424,1.0316410414965518,1.2405196010396673,1.4473198885748308,1.6520625801270803,1.8547681491251478,2.0554568652544623,2.2515532249931085,2.445698487991596
191,191,13644202.0,0.7030112523058953,1.4224523387356516,0.21561395054398275,0.5606623795958665,0.9022776902718246,1.240494041415637,1.575345251588536,1.9068648005359454,2.2350858401553633,2.5600411893132793,2.8817633386848542,3.2002844580896146,3.5156363967322495,0.5769696973819796,0.8153109032602891,1.0241894628034045,1.230989750338568,1.4357324418908175,1.638438010888885,1.8391267270181995,2.035223086756846,2.229368349755333,2.421581932719979
192,192,13680427.0,0.7226836090684953,1.3837313970479452,0.08181503074304859,0.42343034141900665,0.7616466925628191,1.096497902735718,1.4280174516831277,1.7562384913025455,2.081193840460461,2.402915989832036,2.721437109236797,3.0367890478794317,3.349003339373432,0.6775531565675837,0.9182896091294593,1.1566308150077689,1.3655093745508844,1.572309662086048,1.7770523536382974,1.9797579226363646,2.1804466387656793,2.3765429985043256,2.5706882615028133
193,193,13680954.0,0.7400149087676502,1.351324126246732,0.017327548864889197,0.3555439000087016,0.6903951101816006,1.0219146591290102,1.350135698748428,1.6750910479063439,1.9968131972779186,2.315334316682679,2.630686255325314,2.9429005468193146,3.252008407833991,0.7313973826729302,0.9745531565835693,1.215289609145445,1.4536308150237545,1.66250937456687,1.8693096621020335,2.0740523536542828,2.2767579226523504,2.477446638781665,2.673542998520311
194,194,13683675.0,0.7470034943823605,1.3386818234723559,0.19716513232554997,0.532016342498449,0.8635358914458585,1.1917569310652765,1.516712280223192,1.838434429594767,2.1569555489995276,2.4723074876421625,2.784521779136163,3.0936296401508394,3.399661980437255,0.6035584745322476,0.8491578826792685,1.0923136565899076,1.3330501091517832,1.5713913150300927,1.7802698745732082,1.9870701621083717,2.191812853660621,2.3945184226586886,2.595207138788003
195,195,13688296.0,0.7380196630683452,1.3549774484902766,0.06299054582097084,0.4012068969647833,0.7360581071376823,1.0675776560850918,1.3957986957045099,1.7207540448624254,2.042476194234,2.360997313638761,2.676349252281396,2.9885635437753963,3.297671404790073,0.6976486685714832,0.9408044424821222,1.1815408950439978,1.4198821009223075,1.6287606604654228,1.8355609480005863,2.040303639552836,2.243009208550903,2.4436979246802175,2.639794284418864
196,196,13696572.0,0.7834188503480976,1.2764563930975987,0.06757765613891537,0.3957986957583333,0.7207540449162491,1.042476194287824,1.3609973136925846,1.6763492523352195,1.9885635438292197,2.2976714048438964,2.603703745130312,2.906691164220208,3.2066639576008455,0.7138411237221226,0.9644017169416492,1.2124693145911307,1.4580687227381515,1.7012244966487906,1.9419609492106662,2.1803021550889756,2.3891807146320914,2.595981002167255,2.800723693719504
197,197,13699328.0,0.7729142864239341,1.29380452343135,0.29067509761955224,0.6188961372389702,0.9438514863968859,1.2655736357684608,1.5840947551732214,1.8994466938158563,2.2116609853098566,2.520768846324533,2.8268011866109486,3.1297886057008446,3.4297613990814826,0.5402328827768542,0.790793475996381,1.0388610736458623,1.284460481792883,1.5276162557035222,1.7683527082653978,2.0066939141437072,2.215572473686823,2.4223727612219865,2.6271154527742357
198,198,13700307.0,0.7420897501943593,1.3475458995870673,0.3087915890091072,0.6436427991820062,0.9751623481294157,1.3033833877488337,1.6283387369067495,1.9500608862783242,2.268582005683085,2.58393394432572,2.89614823581972,3.205256096834397,3.511288437120812,0.5204458035079594,0.7660452116549803,1.0092009855656194,1.249937438127495,1.4882786440058045,1.69715720354892,1.9039574910840835,2.108700182636333,2.3114057516344,2.5120944677637147
199,199,13704579.0,0.7308958349423332,1.3681840177388598,0.2292622378513713,0.5674785889951838,0.9023297991680828,1.2338493481154922,1.5620703877349102,1.8870257368928258,2.2087478862644008,2.5272690056691616,2.8426209443117965,3.1548352358057965,3.463943096820473,0.5755212403416642,0.8186770142523033,1.059413466814179,1.2977546726924885,1.506633232235604,1.7134335197707675,1.9181762113230167,2.1208817803210844,2.321570496450399,2.517666856189045
200,200,13706790.0,0.7132786609310557,1.4019766113494572,0.30693892128484546,0.6485542319608035,0.986770583104616,1.321621793277515,1.6531413422249244,1.9813623818443424,2.3063177310022582,2.628039880373833,2.9465609997785935,3.2619129384212284,3.574127229915229,0.5159107012690203,0.756647153830896,0.9949883597092054,1.203866919252321,1.4106672067874844,1.6154098983397338,1.8181154673378013,2.0188041834671155,2.2149005432057622,2.4090458062042495
201,201,13712844.0,0.6829176953591654,1.4643052988604612,0.024170527394728532,0.3761890460863105,0.7247050974577733,1.0697535265096572,1.411368837185615,1.7495851883294276,2.0844363985023264,2.415955947449736,2.744176987069154,3.06913233622707,3.3908544855986444,0.6714378978553764,0.87823818539054,1.0829808769427893,1.2856864459408568,1.4863751620701713,1.6824715218088178,1.8766167848073052,2.0688303677719504,2.2591314889647935,2.4475391766609076
202,202,13718995.0,0.6829176953591654,1.4643052988604612,0.0235408812963163,0.36638926136231953,0.7058264139412,1.0418862763156695,1.374602453596139,1.7040082147830533,2.030136497458724,2.3530199092158615,2.672690738339738,2.989180948760131,3.3025221847649258,0.6532411025695694,0.8539555005518707,1.0526728551841662,1.2494130373862284,1.4441957203304534,1.6344448099482958,1.822800981313773,2.0092830721590347,2.193909727689234,2.3766994087876547
203,203,13728352.0,0.6580468981616023,1.5196485277777592,0.28380815757461114,0.6301020460797904,0.9729504261457936,1.3123875787246742,1.6484474410991434,1.981163618379613,2.3105693795665276,2.6366976622421983,2.959581073999335,3.279251903123212,3.595742113543605,0.4197112275298061,0.6184285821621016,0.8151687643641639,1.0099514473083888,1.2002005369262312,1.3885567082917085,1.5750387991369703,1.7596654546671693,1.9424551357655904,2.1234261196446407
204,204,13733198.0,0.6428923986280605,1.5554702499734188,0.02753321663734702,0.33917705396960973,0.6477201392980689,0.9940140278032481,1.3368624078692513,1.6762995604481319,2.0123594228226014,2.345075600103071,2.674481361289985,3.000609643965656,3.323493055722793,0.5784547245043808,0.7732374074486058,0.9634864970664481,1.1518426684319256,1.3383247592771872,1.5229514148073862,1.7057410959058072,1.8867120797848576,2.0658824611504554,2.2432701556498684
205,205,13739164.0,0.6742999102696077,1.4830196249027625,0.24250332025130425,0.5853517003173075,0.9247888528961881,1.2608487152706573,1.593564892551127,1.9229706537380413,2.2490989364137124,2.5719823481708493,2.891653177294726,3.2081433877151193,3.5214846237199136,0.5046462760242089,0.7053606740065103,0.9040780286388057,1.100818210840868,1.295600893785093,1.4858499834029353,1.6742061547684126,1.8606882456136744,2.0453149011438736,2.2281045822422945
206,206,13740031.0,0.6310457080813632,1.5846712642106522,0.005643332300012132,0.32041908640336486,0.6320629237356276,0.9406060090640868,1.2868998975692658,1.6297482776352692,1.9691854302141496,2.305245292588619,2.6379614698690887,2.967367231056003,3.293495513731674,0.5866782298408796,0.7769273194587217,0.9652834908241993,1.151765581669461,1.33639223719966,1.519181918298081,1.7001529021771313,1.879323283542729,2.056710978042142,2.23233372462778
207,207,13746408.0,0.6275219041627487,1.593569871213051,0.09474333229521645,0.40951908639856915,0.7211629237308319,1.029706009059291,1.3759998975644703,1.7188482776304734,2.058285430209354,2.3943452925838233,2.7270614698642928,3.0564672310512075,3.382595513726878,0.530607511251068,0.7208566008689101,0.9092127722343876,1.0956948630796493,1.2803215186098482,1.4631111997082693,1.6440821835873196,1.8232525649529174,2.0006402594523305,2.1762630060379684
208,208,13751195.0,0.5877971158054235,1.701267279322661,0.1835359044267238,0.5035318126963678,0.8246661358467,1.1426052781967504,1.457381032300103,1.7690248696323658,2.077567954960825,2.423861843466004,2.7667102235320074,3.1061473761108878,3.4422072384853575,0.4565878231811034,0.6412144787113024,0.8240041598097235,1.0049751436887737,1.1841455250543715,1.3615332195537848,1.5371559661394225,1.7110313229268341,1.8831766776183037,2.053609242696612
209,209,13751813.0,0.5950713011620912,1.6804708915505413,0.30413124648130085,0.625265569631633,0.9432047119816834,1.2579804660850362,1.569624303417299,1.878167388745758,2.224461277250937,2.5673096573169403,2.906746809895821,3.2428066722702904,3.57552284955076,0.38804202860495096,0.5745241194502126,0.7591507749804116,0.9419404560788327,1.122911439957883,1.3020818213234808,1.4794695158228939,1.6550922624085316,1.8289676191959434,2.001112973887413
210,210,13753863.0,0.5951308082922073,1.680302861264415,0.3037324337675647,0.6248667569178968,0.9428058992679473,1.2575816533713,1.5692254907035628,1.877768576032022,2.224062464537201,2.5669108446032043,2.9063479971820847,3.2424078595565544,3.575124036837024,0.38827937416286434,0.574761465008126,0.759388120538325,0.9421778016367461,1.1231487855157964,1.302319166881394,1.4797068613808073,1.655329607966445,1.8292049647538569,2.001350319445326
211,211,13764967.0,0.6218376416617691,1.6081368077488005,0.23850020388628834,0.553275957989641,0.8649197953219038,1.1734628806503629,1.519756769155542,1.8626051492215454,2.202042301800426,2.5381021641748953,2.8708183414553647,3.200224102642279,3.52635238531795,0.4408020478112422,0.6310511374290844,0.8194073087945619,1.0058893996398235,1.1905160551700227,1.3733057362684435,1.5542767201474939,1.7334471015130917,1.910834796012505,2.0864575425981426
212,212,13765932.0,0.6207193965406222,1.6110339157647964,0.2676247564847207,0.5824005105880734,0.8940443479203362,1.2025874332487954,1.5488813217539745,1.8917297018199777,2.2311668543988583,2.5672267167733276,2.899942894053797,3.229348655240712,3.5554769379163824,0.4227064187724633,0.6129555083903054,0.801311679755783,0.9877937706010446,1.1724204261312436,1.3552101072296647,1.536181091108715,1.7153514724743129,1.892739166973726,2.0683619135593636
213,213,13768506.0,0.6116620091626868,1.6348898329796793,0.18431561412204137,0.5022547564720918,0.8170305105754445,1.1286743479077073,1.4372174332361665,1.7835113217413456,2.126359701807349,2.4657968543862294,2.8018567167606987,3.134572894041168,3.463978655228083,0.46837187091470084,0.6567280422801783,0.8432101331254399,1.027836788655639,1.21062646975406,1.3915974536331104,1.5707678349987082,1.7481555294981213,1.923778276083759,2.097653632871171
214,214,13782459.0,0.6029176241099875,1.6586013744019772,0.09495314083314069,0.41608746398347285,0.7340266063335232,1.048802360436876,1.3604461977691387,1.6689892830975979,2.015283171602777,2.35813155166878,2.697568704247661,3.0336285666221303,3.3663447439025997,0.5133440944141265,0.6998261852593882,0.8844528407895872,1.0672425218880084,1.2482135057670587,1.4273838871326563,1.6047715816320696,1.7803943282177073,1.9542696850051189,2.1264150396965884
215,215,13799894.0,0.5991912847425112,1.6689161298961939,0.19395314082781206,0.5150874639781442,0.8330266063281947,1.1478023604315475,1.45944619776381,1.7679892830922692,2.1142831715974486,2.4571315516634518,2.796568704242332,3.1326285666168014,3.465344743897271,0.4538370625241996,0.6403191533694612,0.8249458088996603,1.0077354899980813,1.1887064738771316,1.3678768552427294,1.5452645497421427,1.7208872963277804,1.894762653115192,2.0669080078066617
216,216,13818721.0,0.5967397521255358,1.6757723889485925,0.26008703291492,0.5812213560652522,0.8991604984153027,1.2139362525186554,1.525580089850918,1.8341231751793772,2.1804170636845566,2.5232654437505597,2.86270259632944,3.1987624587039094,3.5314786359843793,0.41428971573893353,0.6007718065841952,0.7853984621143942,0.9681881432128153,1.1491591270918655,1.3283295084574633,1.5057172029568764,1.6813399495425143,1.855215306329926,2.0273606610213957
217,217,13827296.0,0.6029176241099875,1.6586013744019772,0.09512404816160014,0.4162583713119323,0.7341975136619827,1.0489732677653354,1.3606171050975981,1.6691601904260573,2.0154540789312363,2.35830245899724,2.6977396115761203,3.0337994739505896,3.366515651231059,0.5132410473442593,0.699723138189521,0.88434979371972,1.067139474818141,1.2481104586971914,1.4272808400627892,1.6046685345622023,1.7802912811478402,1.9541666379352518,2.126311992626721
218,218,13829107.0,0.610501012690032,1.6379989209087966,0.21625837131441517,0.5341975136644656,0.8489732677678183,1.160617105100081,1.4691601904285403,1.8154540789337195,2.1583024589997226,2.497739611578603,2.8337994739530723,3.166515651233542,3.4959214124204565,0.4488512153850874,0.6372073867505649,0.8236894775958264,1.0083161331260255,1.1911058142244466,1.372076798103497,1.5512471794690947,1.7286348739685078,1.9042576205541455,2.078132977341557
219,219,13830324.0,0.6299109041759632,1.5875260983268418,0.03419751369137775,0.3489732677947305,0.6606171051269932,0.9691601904554523,1.3154540789606315,1.6583024590266349,1.9977396116055153,2.3337994739799846,2.666515651260454,2.9959214124473688,3.3220496951230394,0.5686747032161593,0.7589237928340015,0.947279964199479,1.1337620550447407,1.3183887105749397,1.5011783916733608,1.682149375552411,1.8613197569180089,2.038707451417422,2.2143301980030596
220,220,13834353.0,0.622459759205003,1.6065295550626215,0.22229751368125353,0.5370732677846063,0.8487171051168689,1.1572601904453281,1.5035540789505073,1.8464024590165107,2.1858396115953913,2.5218994739698606,2.85461565125033,3.1840214124372443,3.5101496951129154,0.450883404941658,0.6411324945595003,0.8294886659249777,1.0159707567702394,1.2005974123004384,1.3833870933988595,1.5643580772779098,1.7435284586435076,1.9209161531429206,2.0965388997285586
221,221,13841421.0,0.5852751404369179,1.7085981120836313,0.2532281398662227,0.5732240481358667,0.8943583712861989,1.2122975136362493,1.527073267739602,1.8387171050718647,2.147260190400324,2.493554078905503,2.8364024589715062,3.175839611550387,3.5118994739248564,0.4157102487532044,0.6003369042834034,0.7831265853818244,0.9640975692608748,1.1432679506264725,1.3206556451258857,1.4962783917115234,1.670153748498935,1.8422991031904046,2.012731668268713
222,222,13853821.0,0.6055761732500274,1.6513199233602025,0.024482139817871146,0.3456164629682033,0.6635556053182537,0.9783313594216064,1.289975196753869,1.5985182820823283,1.9448121705875074,2.2876605506535106,2.6270977032323914,2.9631575656068607,3.29587374288733,0.5559281579255266,0.7424102487707883,0.9270369043009874,1.1098265853994085,1.2907975692784588,1.4699679506440564,1.6473556451434697,1.8229783917291074,1.9968537485165192,2.1689991032079887
223,223,13859516.0,0.6055761732500274,1.6513199233602025,0.024294026322902597,0.3429940597038252,0.6585231326663213,0.9709127967673504,1.280194284919758,1.5863985256530055,1.9303768403160597,2.2709326857256684,2.6081001136064033,2.941912834311519,3.2724042282431163,0.5516565709843206,0.7367057887997364,0.9199138279142743,1.1012990073632722,1.2808794639224623,1.458673153263414,1.63469785337488,1.8089711669084247,1.9815105170682497,2.1523331579546956
224,224,13863942.0,0.6375149880874579,1.5685905722781444,0.15836315531672618,0.4676446434691339,0.7738488842023814,1.1178271988654354,1.458383044275044,1.795550472155779,2.129363192860895,2.459854586792492,2.787057700490182,3.111005251291546,3.4317296287511145,0.49017588088616604,0.6834820555341187,0.8722693276217598,1.0591782260789848,1.2442274438944005,1.4274354830089386,1.6088206624579364,1.7884011190171265,1.9661948083580782,2.142219508469544
225,225,13878726.0,0.6586393773221153,1.5182815276939299,0.2681751193682878,0.6121534340313419,0.9527092794409504,1.2898767073216855,1.623689428026801,1.9541808219583985,2.2813839356560885,2.6053314864574526,2.9260558639170213,3.2435891404170127,3.5579630661530253,0.4254060249984355,0.6226170454007425,0.8178658809038035,1.011172055551756,1.1999593276393974,1.3868682260966223,1.571917443912038,1.755125483026576,1.936510662475574,2.116091119034764
226,226,13906023.0,0.6435355804054284,1.553915634889991,0.011482430941583693,0.32076391909399143,0.6269681598272389,0.9709464744902929,1.3115023198999016,1.6486697477806365,1.9824824684857523,2.3129738624173495,2.6401769761150398,2.9641245269164034,3.284848904375972,0.5842602458380598,0.7775664204860124,0.9663536925736537,1.1532625910308785,1.3383118088462942,1.5215198479608323,1.70290502740983,1.8824854839690204,2.060279173309972,2.2363038734214378
227,227,13910869.0,0.6385996310212523,1.5659263667296426,0.13237628093507675,0.4416577690874845,0.7478620098207319,1.091840324483786,1.4323961698933947,1.7695635977741295,2.103376318479245,2.4338677124108425,2.761070826108533,3.0850183769098964,3.405742754369465,0.506757294146298,0.7000634687942506,0.8888507408818918,1.0757596393391167,1.2608088571545324,1.4440168962690705,1.6254020757180683,1.8049825322772586,1.9827762216182103,2.158800921729676
228,228,13933493.0,0.6398140629446121,1.5629540798114168,0.10140171880989474,0.4106832069623025,0.7168874476955499,1.060865762358604,1.4014216077682127,1.7385890356489475,2.072401756354063,2.4028931502856605,2.730096263983351,3.0540438147847144,3.374768192244283,0.5265572941473636,0.7198634687953164,0.9086507408829575,1.0955596393401825,1.2806088571555982,1.4638168962701361,1.645202075719134,1.8247825322783242,2.002576221619276,2.178600921730742
229,229,13957082.0,0.6608824501162713,1.513128393444351,0.21573130110254402,0.5597096157655981,0.9002654611752067,1.2374328890559416,1.5712456097610574,1.9017370036926549,2.2289401173903447,2.5528876681917088,2.8736120456512775,3.191145322151269,3.5055192478872814,0.46000915195261893,0.6572201723549259,0.8524690078579868,1.0457751825059396,1.2345624545935807,1.4214713530508056,1.6065205708662214,1.7897286099807594,1.9711137894297572,2.1506942459889475
230,230,13958720.0,0.661940655465612,1.5107094446353284,0.19226310636128593,0.53624142102434,0.8767972664339486,1.2139646943146836,1.5477774150197994,1.8782688089513966,2.2054719226490866,2.5294194734504507,2.8501438509100194,3.167677127410011,3.4820510531460234,0.4755321152820622,0.6727431356843692,0.8679919711874302,1.0612981458353827,1.250085417923024,1.436994316380249,1.6220435341956647,1.8052515733102026,1.9866367527592006,2.1662172093183907
231,231,13991712.0,0.6534568831654919,1.5303228503092283,0.08405886561738143,0.39026310635062883,0.734241421013683,1.0747972664232914,1.4119646943040265,1.7457774150091423,2.0762688089407395,2.4034719226384293,2.7274194734397934,3.048143850899362,3.3656771273993535,0.5425173697640333,0.7377662052670944,0.931072379915047,1.1198596520026882,1.3067685504599131,1.4918177682753289,1.675025807389867,1.8564109868388647,2.035991443398055,2.2137851327390066
232,232,14045698.0,0.6430852856350637,1.5550037022110894,0.02227737745165235,0.3315588656040601,0.6377631063373075,0.9817414210003617,1.3222972664099701,1.6594646942907052,1.993277414995821,2.323768808927418,2.650971922625108,2.974919473426472,3.295643850886041,0.5773152986634813,0.7706214733114339,0.9594087453990751,1.1463176438563,1.3313668616717158,1.514574900786254,1.6959600802352517,1.8755405367944418,2.0533342261353935,2.2293589262468596
233,233,14052025.0,0.7333849854838431,1.3635403230136494,0.16534256028374925,0.4925456739814392,0.8164932247828032,1.137217602242372,1.4547508787423633,1.7691248044783758,2.0803708121414752,2.3885200240150186,2.693603252207609,2.995651003513154,3.2946934781019386,0.5981156952882842,0.8333536607741767,1.06625108454565,1.2968312573318106,1.4980260035537998,1.6972189291478856,1.8944299495501926,2.0896787850532537,2.2829849597012064,2.4717722317888473
234,234,14053943.0,0.7389057739194056,1.3533525319414714,0.04117673501866139,0.3683798487163513,0.6923273995177153,1.013051776977284,1.3305850534772754,1.644958979213288,1.9562049868763876,2.2643541987499307,2.569437426942521,2.871485178248066,3.1705276528368507,0.6895267539866469,0.9247647194725394,1.1576621432440128,1.3882423160301733,1.5894370622521625,1.7886299878462484,1.9858410082485554,2.181089843751616,2.374396018399569,2.5631832904872103
235,235,14055698.0,0.7484240791217981,1.3361408697237553,0.159454635891162,0.48340218669252594,0.8041265641520946,1.1216598406520861,1.4360337663880987,1.7472797740511983,2.0554289859247414,2.360512214117332,2.6625599654228767,2.9616024400116614,3.2576695411298093,0.6073016623935047,0.8449036907881783,1.0801416562740707,1.313039080045544,1.5436192528317048,1.744813999053694,1.9440069246477798,2.141217945050087,2.3364667805531476,2.5297729552011003
236,236,14064937.0,0.7327252688991789,1.3647680002934326,0.18050976217472756,0.5077128758724175,0.8316604266737815,1.1523848041333502,1.4699180806333416,1.7842920063693541,2.0955380140324538,2.403687225905997,2.7087704540985875,3.0108182054041324,3.3098606799929167,0.5869966306400043,0.8222345961258968,1.0551320198973702,1.2857121926835307,1.4869069389055198,1.6860998644996057,1.8833108849019127,2.0785597204049737,2.2718658950529265,2.4606531671405674
237,237,14067093.0,0.7453619751025696,1.3416300179015566,0.22640593237158246,0.5503534831729464,0.8710778606325151,1.1886111371325065,1.502985062868519,1.8142310705316187,2.122380282405162,2.4274635105977524,2.7295112619032973,3.0285537364920816,3.3246208376102295,0.5572946022565206,0.7948966306511942,1.0301345961370867,1.26303201990856,1.4936121926947206,1.6948069389167097,1.8939998645107956,2.0912108849131026,2.286459720416164,2.479765895064116
238,238,14070559.0,0.784673261050132,1.2744157978082433,0.039521461393778004,0.3570547378937695,0.671428663629782,0.9826746712928816,1.290823883166425,1.595907111359015,1.8979548626645601,2.1969973372533445,2.4930644383714924,2.786185769147385,3.0763906385654325,0.7108688898899372,0.9532705537778817,1.193260400761662,1.4308624291563357,1.6661003946422281,1.8989978184137015,2.129577991199862,2.330772737421851,2.529965663015937,2.7271766834182443
239,239,14076287.0,0.7784990711515798,1.2845230483329533,0.16499598015887537,0.48252925665886687,0.7969031823948793,1.108149190057979,1.4162984019315221,1.7213816301241125,2.0234293814296573,2.322471856018442,2.61853895713659,2.9116602879124827,3.2018651573305297,0.6127950776870018,0.8551967415749462,1.0951865885587266,1.3327886169534002,1.5680265824392927,1.800924006210766,2.0315041789969266,2.2326989252189158,2.4318918508130016,2.629102871215309
