,index,blocknum,p0vs1,p1vs0,MKR-slippagemap_01,MKR-slippagemap_2,MKR-slippagemap_3,MKR-slippagemap_4,MKR-slippagemap_5,MKR-slippagemap_6,MKR-slippagemap_7,MKR-slippagemap_8,MKR-slippagemap_9,MKR-slippagemap_10,MKR-slippagemap_11,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10
10,10,13050372.0,3582.7769250778183,0.00027911310721034634,4.177345419289812,14.477636176275148,24.675442288150634,34.684853610019644,44.59467445580339,54.40589594170928,64.11949894859536,73.73645477534514,83.2577251102668,92.68426199328732,102.01700787750539,59323.76974398448,59634.62962331773,59942.3965448301,60247.10129266031,60548.77432530758,60847.445809784,60847.445809784,60847.445809784,60847.445809784,60847.445809784
11,11,13051112.0,3542.1672137186442,0.00028231304161109274,10.115993011996967,20.416283768982304,30.61408988085779,40.6235012027268,50.53332204851055,60.34454353441644,70.05814654130252,79.6751023680523,89.19637270297396,98.62290958599448,107.95565547021255,38166.830294943866,38477.690174277115,38785.45709578949,39090.161843619695,39391.83487626697,39690.50636074339,39690.50636074339,39690.50636074339,39690.50636074339,39690.50636074339
12,12,13051618.0,3535.797365803935,0.0002828216372554002,0.0057263892819504605,10.40953147598251,20.70982223296785,30.907628344843335,40.91703966671234,50.82686051249609,60.63808199840199,70.35168500528806,79.96864083203783,89.4899111669595,98.91644804998002,921.7223397062005,1229.4892612185772,1534.194009048781,1835.8670416960567,2134.5385261724764,2134.5385261724764,2134.5385261724764,2134.5385261724764,2134.5385261724764,2134.5385261724764
13,13,13056199.0,3566.691452631062,0.00028037188337733115,6.500759533684841,16.801050290670176,26.998856402545666,37.00826772441467,46.91808857019842,56.72931005610431,66.44291306299039,76.05986888974017,85.58113922466184,95.00767610768236,104.34042199190043,51017.6828620469,51328.54274138015,51636.30966289253,51941.01441072273,52242.68744337001,52541.35892784643,52541.35892784643,52541.35892784643,52541.35892784643,52541.35892784643
14,14,13057370.0,3636.9209367403278,0.00027495786061719355,6.729070527731663,16.92687663960715,26.936287961476157,36.84610880725991,46.6573302931658,56.37093330005188,65.98788912680165,75.50915946172333,84.93569634474383,94.26844222896192,103.508330326959,86980.94951132944,87294.93342599944,87605.79330533269,87913.56022684506,88218.26497467526,88519.93800732253,88818.60949179895,88818.60949179895,88818.60949179895,88818.60949179895
15,15,13058874.0,3704.085916956089,0.00026997213952903426,7.491035350194208,17.500446672063216,27.410267517846968,37.22148900375286,46.93509201063893,56.55204783738871,66.07331817231038,75.4998550553309,84.83260093954897,94.07248903754605,103.22044329876363,84781.93369316775,121615.53061791156,121929.51453258154,122240.37441191479,122548.14133342716,122852.84608125736,123154.51911390464,123453.19059838106,123453.19059838106,123453.19059838106
16,16,13060720.0,3768.3440174511475,0.00026536855323426264,8.774455385118443,18.684276230902196,28.495497716808085,38.20910072369416,47.82605655044394,57.34732688536561,66.77386376838612,76.10660965260419,85.34649775060129,94.49445201181885,103.5513870906632,79854.43019576771,117058.19218729484,153891.78911203865,154205.77302670863,154516.6329060419,154824.39982755427,155129.10457538447,155430.77760803173,155729.44909250815,155729.44909250815
17,17,13066722.0,3784.581971424338,0.00026422997508061564,6.631837503556961,16.54165834934071,26.352879835246604,36.06648284213268,45.68343866888246,55.204709003804126,64.63124588682464,73.96399177104271,83.2038798690398,92.35183413025737,101.40876920910172,87946.26549920309,125150.02749073022,161983.624415474,162297.60833014402,162608.46820947726,162916.23513098963,163220.93987881983,163522.61291146712,163821.28439594354,163821.28439594354
18,18,13068707.0,3844.465772074045,0.0002601141639142521,8.707061530305372,18.518283016211264,28.231886023097342,37.84884184984712,47.370112184768786,56.7966490677893,66.12939495200737,75.36928305000446,84.51723731122203,93.57417239006638,102.54099398135796,80253.5997907135,117831.24742581154,155035.00941733868,191868.60634208246,192182.59025675248,192493.4501360857,192801.21705759809,193105.92180542828,193407.59483807557,193706.266322552
19,19,13069735.0,3907.640883944139,0.00025590887947478424,0.622273578868999,10.43349506477489,20.147098071660967,29.764053898410744,39.28532423333241,48.71186111635293,58.044607000571006,67.28449509856809,76.43244935978565,85.48938443863,94.45620602992159,111590.4901013999,149168.13773649794,186371.89972802508,223205.4966527689,223519.48056743888,223830.3404467721,224138.1073682845,224442.8121161147,224744.48514876197,225043.1566332384
20,20,13072365.0,3882.7130827027445,0.0002575518661048998,3.756833626563121,13.568055112469011,23.28165811935509,32.89861394610487,42.41988428102653,51.84642116404705,61.17916704826512,70.41905514626221,79.56700940747977,88.62394448632412,97.59076607761571,99380.07680388399,136957.72443898203,174161.48643050916,210995.08335525298,211309.06726992296,211619.9271492562,211927.69407076857,212232.3988185988,212534.07185124606,212832.74333572248
21,21,13075083.0,3862.962639922659,0.00025886866977828735,6.28937031410009,16.10059180000598,25.814194806892058,35.431150633641835,44.9524209685635,54.37895785158402,63.7117037358021,72.95159183379917,82.09954609501675,91.1564811738611,100.12330276515267,89571.1316548692,127148.77928996725,164352.54128149437,201186.13820623816,201500.12212090817,201810.9820002414,202118.74892175378,202423.45366958398,202725.12670223127,203023.7981867077
22,22,13075749.0,3782.3120167918087,0.0002643885527054452,6.912031586987108,16.821852432770857,26.63307391867675,36.346676925562825,45.963632752312606,55.48490308723427,64.91143997025479,74.24418585447286,83.48407395246994,92.63202821368752,101.68896329253187,86886.11622990617,124089.8782214333,160923.4751461771,161237.4590608471,161548.31894018035,161856.08586169273,162160.79060952293,162462.4636421702,162761.1351266466,162761.1351266466
23,23,13076664.0,3753.3014985881623,0.0002664320999461831,0.8029376327822726,10.812348954651279,20.72216980043503,30.533391286340922,40.246994293227,49.86395011997678,59.385220454898445,68.81175733791896,78.14450322213703,87.38439132013411,96.53234558135169,109720.5934687463,146554.1903934901,146868.1743081601,147179.03418749332,147486.80110900573,147791.50585683592,148093.17888948318,148391.8503739596,148391.8503739596,148391.8503739596
24,24,13078116.0,3778.5317842147883,0.0002646530602647316,7.444822534401698,17.35464338018545,27.16586486609134,36.879467872977415,46.496423699727195,56.01769403464886,65.44423091766937,74.77697680188746,84.01686489988454,93.1648191611021,102.22175423994645,84871.86847714815,122075.63046867528,158909.22739341907,159223.21130808906,159534.07118742232,159841.8381089347,160146.5428567649,160448.21588941218,160746.8873738886,160746.8873738886
25,25,13078686.0,3798.990020481697,0.0002632278565115062,4.723425459337339,14.633246305121089,24.44446779102698,34.158070797913055,43.775026624662836,53.2962969595845,62.72283384260502,72.0555797268231,81.29546782482018,90.44342208603774,99.50035716488209,95182.77250470314,132386.53449623028,169220.13142097407,169534.11533564405,169844.9752149773,170152.7421364897,170457.44688431988,170759.11991696717,171057.7914014436,171057.7914014436
26,26,13079355.0,3932.7287266981293,0.0002542763738600368,7.269572729805133,16.983175736691212,26.60013156344099,36.121401898362656,45.54793878138317,54.880684665601244,64.12057276359833,73.2685270248159,82.32546210366024,91.29228369495183,100.16988843753204,86365.71545366071,123994.20805017855,161571.8556852766,198775.61767680373,235609.21460154752,235923.19851621753,236234.05839555076,236541.82531706314,236846.53006489333,237148.20309754062
27,27,13081804.0,3933.121999570799,0.0002542509487651603,7.206641420382001,16.92024442726808,26.537200254017858,36.05847058893952,45.48500747196004,54.817753356178116,64.0576414541752,73.20559571539277,82.26253079423711,91.2293523855287,100.1069571281089,86613.23838967406,124241.7309861919,161819.37862128994,199023.14061281708,235856.73753756087,236170.72145223088,236481.5813315641,236789.3482530765,237094.0530009067,237395.72603355398
28,28,13083617.0,3892.431522483902,0.0002569088227303903,2.5324217468006416,12.343643232706532,22.05724623959261,31.674202066342385,41.195472401264055,50.62200928428457,59.95475516850264,69.19464326649972,78.3425975277173,87.39953260656165,96.36635419785323,104140.45409863963,141718.10173373768,178921.86372526482,215755.4606500086,216069.4445646786,216380.30444401185,216688.07136552423,216992.77611335443,217294.44914600172,217593.1206304781
29,29,13086212.0,3890.4858904511802,0.000257037302835207,2.7906590982288395,12.60188058413473,22.315483591020808,31.932439417770585,41.453709752692255,50.880246635712766,60.21299251993084,69.45288061792793,78.6008348791455,87.65776995798984,96.62459154928143,103135.47502960633,140713.12266470437,177916.8846562315,214750.4815809753,215064.4654956453,215375.32537497854,215683.0922964909,215987.7970443211,216289.4700769684,216588.14156144482
30,30,13087090.0,3884.2664009141413,0.00025744887110849433,3.572841185001473,13.384062670907364,23.097665677793444,32.71462150454322,42.235891839464884,51.6624287224854,60.99517460670348,70.23506270470055,79.38301696591813,88.43995204476248,97.40677363605406,100094.66693230826,137672.3145674063,174876.07655893345,211709.67348367724,212023.65739834722,212334.51727768048,212642.28419919286,212946.98894702306,213248.66197967035,213547.33346414677
31,31,13087695.0,3859.101801062613,0.0002591276549700367,6.784033317980709,16.5952548038866,26.30885781077268,35.92581363752245,45.447083972444126,54.87362085546464,64.20636673968271,73.4462548376798,82.59420909889737,91.65114417774171,100.61796576903329,87661.05925255474,125238.70688765279,162442.4688791799,199276.06580392373,199590.0497185937,199900.90959792695,200208.67651943932,200513.38126726955,200815.0542999168,201113.72578439323
32,32,13088292.0,3818.7952272564976,0.0002618626924173729,2.1183036143581897,12.02812446014194,21.839345946047832,31.55294895293391,41.169904779683684,50.69117511460536,60.11771199762587,69.45045788184395,78.69034597984103,87.8383002410586,96.89523531990295,105105.80377964328,142309.5657711704,179143.16269591422,179457.1466105842,179768.00648991743,180075.7734114298,180380.47815926003,180682.1511919073,180980.82267638372,180980.82267638372
