,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
244,244,12610803.0,0.0004107564365262217,2434.532757312404,104281.21456872048,220195.64020178808,334956.04445833765,448574.6206674174,559908.2512265453,670134.1482820192,779263.3338412693,887278.1488130642,994218.2515130431,1100091.0260686486,1100304.4527543043,53.8390483419248,61.254873051653654,68.5969127653028,73.97431968493818,79.29836967753634,84.56944712803431,89.78885298231634,94.95632748259783,100.07238736182869,100.62137339266715
245,245,12611350.0,0.0004073614365890933,2454.822450483213,6918.208416182461,144734.5627677175,260648.9884007851,375409.3926573347,489027.96886641445,600361.5994255424,710587.4964810163,819716.6820402662,927731.4970120612,1034671.5997120402,1140544.3742676456,22.70478084187461,30.046820555523755,35.42422747515913,40.748277467757305,46.01935491825527,51.23876077253729,56.40623527281879,61.52229515204964,62.07128118288811,62.16232887941704
246,246,12612716.0,0.0004091576859499045,2444.0454972228863,1973.6639708919502,139790.018322427,255704.4439554946,370464.84821204416,484083.4244211239,595417.0549802518,705642.9520357257,814772.1375949758,922786.9525667707,1029727.0552667496,1135599.8298223552,24.72347663290784,32.06551634655699,37.44292326619236,42.766973258790536,48.0380507092885,53.25745656357052,58.42493106385202,63.54099094308287,64.08997697392134,64.18102467045027
247,247,12614046.0,0.00040973087919270293,2440.6263984064626,438.12616790718806,138254.48051944224,254168.90615250982,368929.3104090594,482547.88661813916,593881.5171772671,704107.414232741,813236.5997919911,921251.4147637859,1028191.5174637649,1134064.2920193705,25.35220613737183,32.69424585102098,38.07165277065635,43.395702763254526,48.66678021375249,53.88618606803451,59.05366056831601,64.16972044754687,64.71870647838533,64.80975417491426
248,248,12615642.0,0.0004197668096823347,2382.27505589774,93263.42687704253,208023.83113359212,321642.4073426719,432976.0379017998,543201.9349572737,652331.1205165237,760345.9354883187,867286.0381882975,973158.812743903,973372.2394295587,973583.5168733055,105.95322738924409,106.55047834375524,113.9663030534841,121.30834276713325,126.68574968676863,132.0097996793668,137.28087712986476,142.5002829841468,147.66775748442828,152.78381736365913
249,249,12616172.0,0.0004252591263089823,2351.5074413086804,18438.11115951416,133198.51541606375,246817.0916251435,358150.72218427144,468376.6192397453,577505.8047989954,685520.6197707903,792460.7224707692,898333.4970263747,898546.9237120304,898758.2011557772,137.56877171795924,138.1660226724704,145.58184738219927,152.92388709584841,158.3012940154838,163.62534400808195,168.8964214585799,174.11582731286194,179.28330181314345,184.3993616923743
250,250,12616794.0,0.00042820341317745535,2335.3386947095205,93129.0886109798,206805.38433275145,318196.1601147611,428478.63381668885,537663.8331033308,645734.1044843119,752729.1118202455,858601.886375851,858815.3130615067,859026.5905052535,859235.7658085268,106.75200225132055,154.76658806491503,155.3879758651354,162.8276972670444,170.1933959087129,175.57080282834826,180.89485282094643,186.1659302714444,191.38533612572644,196.55281062600793
251,251,12617300.0,0.00043742150921066106,2286.1244336258796,84650.01638240802,196044.89851825396,306331.4377171296,415520.6620503592,523590.93343134027,630585.9407672739,736458.7153228794,736672.1420085351,736883.4194522819,737092.5947555552,737299.6888329807,111.13164069786667,159.6287569448355,207.64334275842995,208.2647305586503,215.7044519605593,223.0701506022278,228.4475575218632,233.77160751446135,239.04268496495934,244.26209081924134
252,252,12617866.0,0.0004372465843403809,2287.0390205759404,89052.20967063721,200897.2321998634,311629.433041246,421259.88482991926,529766.9935979587,637194.4919310524,743495.4543400125,744132.8085548062,744763.7955848125,745388.5045032016,746006.9977721908,112.77060717542554,160.96421729328014,208.67831676440645,209.0022079632078,216.14739275522172,223.22148532856764,228.3101875662805,233.3484053932019,238.33649461383342,243.2757278796086
253,253,12618419.0,0.00043567540501398866,2295.286785738782,110176.08985426962,222021.1123834958,332753.3132248784,442383.76501355163,550890.8737815912,658318.3721146849,764619.3345236449,765256.6887384385,765887.6757684449,766512.384686834,767130.8779558232,103.5501815385575,151.7437916564121,199.4578911275384,199.78178232633977,206.92696711835367,214.0010596916996,219.08976192941245,224.12797975633384,229.11606897696538,234.05530224274057
254,254,12618955.0,0.000434848448948602,2299.6517577971113,5080.069793124282,121495.4812413213,233340.51397189582,344072.7148132784,453703.16660195164,562210.2753699911,669637.7737030849,775938.7361120449,776576.0903268385,777207.0773568449,777831.786275234,146.81666420219722,194.53076367332352,194.85465487212485,201.9998396641388,209.0739322374847,214.16263447519754,219.20085230211896,224.18894152275047,229.12817478852568,234.0182643244632
255,255,12619577.0,0.0004214491552533145,2372.765463010465,70177.48459063345,187810.19108194453,304272.4910690114,416163.9458132058,526942.1067842336,636618.0614143476,745170.2202854881,852642.3204878117,958987.4409920074,959668.5139439348,960342.7847236696,114.88842349777319,115.2319223019657,122.39651961026559,129.48983155179945,134.59756193118085,139.65461857604487,144.6613591745916,149.61905824310426,154.52742985317755,159.38696482819947
256,256,12620606.0,0.0004140969072848109,2414.8936695926877,56694.321875533766,171989.68097100727,289622.38746231835,406084.6874493852,517976.1421935796,628754.3031646074,738430.2577947214,846982.4166658618,954454.5168681855,1060799.6373723813,1061480.7103243086,72.69830872556459,79.86290603386449,86.95621797539835,92.06394835477974,97.12100499964379,102.12774559819053,107.08544466670315,111.99381627677647,116.85335125179837,117.14836472129993
257,257,12622125.0,0.0004157981046177878,2405.0133680124045,32856.23439748936,148191.96742869957,265864.64614812186,382366.52065285726,494297.15616153035,605114.1080611419,714828.4676628326,823418.6493886858,930928.3941306865,1037310.784623716,1038028.7567407028,82.6403489500129,89.82133066668355,96.93086399715946,102.0546543678908,107.1276112124944,112.15009380903554,117.12337824775399,122.0471801587781,126.92199190848262,127.23213015351845
258,258,12622775.0,0.0004173393300537495,2396.131703837281,11013.918429524998,126309.27752499848,243941.98401630958,360404.2840033764,472295.7387475708,583073.8997185986,692749.8543487126,801302.013219853,908774.1134221767,1015119.2339263724,1015800.3068782998,91.68964704154345,98.85424434984334,105.94755629137721,111.0552866707586,116.11234331562264,121.11908391416938,126.07678298268202,130.98515459275532,135.84468956777724,136.1397030372788
259,259,12623334.0,0.0004193892083794442,2384.419961267209,98793.14249400419,217181.66893080992,334392.2687050189,447024.57790422003,558536.2220687857,668212.1766988997,776764.3355700402,884236.4357723637,990581.5562765595,991262.6292284868,991936.9000082216,103.8135791398054,104.46999805825645,111.94440203050503,119.3444381624422,124.75584092538448,129.81289757024854,134.81963816879528,139.7773372373079,144.68570884738122,149.5452438224031
260,260,12623859.0,0.00042679274133504695,2343.057655741539,118268.096964883,237978.60755158955,353085.9542883953,467048.01017005247,576723.9648001665,685276.123671307,792748.2238736305,899093.3443778263,899774.4173297536,900448.6881094885,901116.2501186556,102.31262438807781,151.41849899272273,153.12031761664545,161.62971991750103,170.05445648797794,176.48036425034041,181.53742089520446,186.5441614937512,191.50186056226383,196.41023217233715
261,261,12624362.0,0.0004274333787736768,2339.545879334551,110250.87387205804,231299.52504700454,347731.69832159276,463005.3991468003,572740.9831988086,681352.1781986639,788882.7271394262,895285.7148362516,896024.0792218278,896755.0714038311,897478.7904561318,107.46183429132027,157.13290912745407,159.39430442500546,168.4577157990431,177.4309492361852,184.39989649816093,189.48164056445896,194.51282295273577,199.49472062307595,204.42705006692907
262,262,12625466.0,0.0004276043777728988,2338.6102948906228,109149.33064659682,231597.456920333,349415.180985426,466060.6468202924,575796.2308723007,684407.425872156,791937.9748129182,898340.9625097438,899079.32689532,899810.3190773233,900534.038129624,109.73715559403828,159.9993369676692,162.84595748556674,172.48877128505623,182.0356422857011,189.57251960229655,194.65426366859458,199.6854460568714,204.66734372721157,209.5996731710647
263,263,12626033.0,0.00042504656051981567,2352.6834302035954,22268.360606189923,145947.04890247947,268395.17517621565,386212.8992413086,502858.3650761751,612593.9491281834,721205.1441280387,828735.693068801,935138.6807656264,935877.0451512026,936608.037333206,142.8242806570394,145.67090117493694,155.31371497442643,164.8605859750713,172.39746329166675,177.47920735796478,182.5103897462416,187.49228741658177,192.4246168604349,197.30787129690503
264,264,12627168.0,0.00042381577253778984,2359.515772648207,39549.95916158695,163228.6474578765,285676.77373161266,403494.4977967057,520139.9636315721,629875.5476835804,738486.7426834358,846017.291624198,952420.2793210234,953158.6437065996,953889.635888603,135.4891498315154,138.33577034941294,147.97858414890243,157.5254551495473,165.06233246614275,170.14407653244078,175.1752589207176,180.15715659105777,185.0894860349109,189.97274047138103
265,265,12627680.0,0.0004162140898814572,2402.6096768728135,28163.7077057064,149565.8087166041,273244.49701289367,395692.6232866298,513510.3473517228,630155.8131865893,739891.3972385975,848502.5922384529,956033.141179215,1062436.1288760405,1063174.4932616167,92.12587019754724,101.76868399703675,111.3155549976816,118.85243231427707,123.93417638057508,128.96535876885193,133.94725643919207,138.8795858830452,143.76284031951536,144.08133724921396
266,266,12628180.0,0.00041227897417352795,2425.5420786486693,84185.97377965077,202567.14627912367,323254.9633273451,442741.97653223475,557628.0496112813,671371.0334362853,781107.663063935,889719.8932362972,997251.4670499366,1103655.4694224896,1104394.8383881135,65.16674629374347,73.58361752690172,81.91674368311294,88.25195252530712,93.3341294746632,98.36574043895438,103.34806242111617,108.28081195502926,113.16448230180559,113.48339100363239
267,267,12629600.0,0.00039877681794635886,2507.6683372665716,6774.745237321404,7694.764646347508,124213.22946794881,239572.37427529143,353787.22228193504,466865.6703452677,578819.0257416588,689658.4714734766,799395.1011011264,908007.3312734886,1015538.9050871279,18.8603305082215,23.993433642628545,29.07561059198462,34.1072215562758,39.08954353843759,44.0222930723507,48.90596341912701,49.22487212095382,49.529355860916596,49.83081008383699
268,268,12630252.0,0.0003990560454760116,2505.913671367028,6146.433933182392,7066.453342208497,7978.043474909272,8880.563588645597,9777.593364105385,10665.6979901317,11544.966272722722,12415.476021318222,13277.324483642877,14098.041834144084,14910.593313986656,19.110986779122758,24.244089913529802,29.326266862885877,34.357877827177056,39.34019980933884,44.27294934325195,49.15661969002827,49.47552839185508,49.780012131817855,50.08146635473824
269,269,12631643.0,0.0004007755948773282,2495.1619130054214,2238.4800236723377,3158.499432698442,4070.0895653992175,4972.609679135541,5869.63945459533,6757.7440806216455,7637.012363212668,8507.522111808168,9369.370574132821,10190.087924634028,11002.6394044766,20.673899844543097,25.80700297895014,30.889179928306216,35.920790892597395,40.90311287475918,45.83586240867229,50.71953275544861,51.03844145727542,51.342925197238195,51.644379420158586
270,270,12632358.0,0.0004009359291634179,2494.1640977065163,1900.173849147957,2970.0211712934233,4029.9484788516384,5079.329861837358,6121.759684332902,7153.817675040684,8175.607034571711,9046.11678316721,9907.965245491865,10728.68259599307,11541.234075835644,20.988310543503882,26.17983232525731,31.31984667571034,36.408719578026414,41.3910415601882,46.32379109410131,51.20746144087763,51.52637014270444,51.83085388266721,52.132308105587605
271,271,12632885.0,0.0003977413966208831,2514.1964313892486,12727.9642150817,20717.29758227591,28627.864333569167,36459.72357380016,44217.147788641116,51897.38819952103,58267.004419095865,59137.51416769136,59999.36263001602,60820.07998051723,61632.6314603598,24.92036768023897,32.80983143200361,40.62094412081147,47.85846013474673,52.84078211690852,57.773531650821624,62.657201997597944,62.97611069942475,63.28059443938753,63.58204866230792
