,index,blocknum,p0vs1,p1vs0,USDP-slippagemap_01,USDP-slippagemap_2,USDP-slippagemap_3,USDP-slippagemap_4,USDP-slippagemap_5,USDP-slippagemap_6,USDP-slippagemap_7,USDP-slippagemap_8,USDP-slippagemap_9,USDP-slippagemap_10,USDP-slippagemap_11,USDP-slippagemap_12,USDP-slippagemap_13,USDP-slippagemap_14,USDP-slippagemap_15,USDP-slippagemap_16,USDP-slippagemap_17,USDP-slippagemap_18,USDP-slippagemap_19,USDP-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
297,297,12985845.0,0.9995027924774801,1.0004974548608188,2177227.5770323323,3724154.528813342,5213519.529893071,6695455.60971353,8170001.8330398835,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,8317050.623453697,2237697.574832328,3733634.425653958,5222109.812601877,6703160.373798544,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303,8176825.597859303
298,298,12986577.0,0.999602742756728,1.0003974151193067,2162823.8595057977,3709750.811286808,5199115.812366537,6681051.8921869965,8155598.115513349,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,8302646.905927164,2252095.433688122,3748032.2845097515,5236507.671457671,6717558.232654338,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096,8191223.456715096
299,299,12987270.0,1.000302674628223,0.9996974169559872,2023038.0102966223,3569964.962077632,5059329.963157361,6541266.04297782,8015812.2663041735,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,8162861.056717987,2391877.969387021,3887814.820208651,5376290.20715657,6857340.768353237,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995,8331005.992413995
300,300,12987861.0,0.9993029219000711,1.0006975643567653,2009873.78243706,3607670.330733619,5097780.330738844,6580458.117761849,8055741.503339766,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,8349912.843706009,2354783.4497049456,3849970.965077543,5337702.599852875,6818013.610275615,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897,8143980.601097897
301,301,12988371.0,0.999402852192261,1.0005975046063047,2190279.3401516792,3737206.291932689,5226571.293012419,6708507.372832878,8183053.596159231,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,8330102.386573045,2224652.01031669,3720588.8611383196,5209064.248086238,6690114.809282905,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663,8163780.033343663
302,302,12989137.0,0.9995027924774801,1.0004974548608188,2187020.402777973,3733947.3545589834,5223312.355638713,6705248.435459171,8179794.658785525,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,8326843.449199338,2227909.3206961374,3723846.1715177675,5212321.558465687,6693372.119662353,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112,8167037.343723112
303,303,12989642.0,0.9997027030310036,1.0002973853807686,2147283.4258529986,3694210.3776340084,5183575.378713737,6665511.458534197,8140057.68186055,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,8287106.472274364,2267630.701983342,3763567.5528049716,5252042.939752891,6733093.500949557,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316,8206758.725010316
304,304,12990243.0,1.0007028557202362,0.9992976379389561,2146403.604921587,3642484.404788933,5131104.744047933,6612300.857297543,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,8086108.806273791,2268811.4345190846,3815585.985918832,5304805.529045158,6786597.598331512,8261000.019374925,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634,8408035.048636634
305,305,12990896.0,1.0002026543627869,0.9997973866976828,2038771.786125549,3585698.737906559,5075063.738986288,6556999.818806748,8031546.0421331,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,8178594.832546915,2376139.7160998634,3872076.5669214935,5360551.953869413,6841602.515066079,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838,8315267.739126838
306,306,12991838.0,1.0002026543627869,0.9997973866976828,2031436.140626497,3578363.092407507,5067728.093487237,6549664.173307695,8024210.396634049,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,8171259.187047862,2383477.2960034492,3879414.146825079,5367889.533772998,6848940.094969665,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423,8322605.319030423
307,307,12992864.0,1.0002026543627869,0.9997973866976828,2087571.3718335335,3634498.3236145433,5123863.324694273,6605799.404514732,8080345.627841085,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,8227394.418254899,2433484.404626636,3929421.2554482655,5417896.642396185,6898947.203592852,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361,8372612.42765361
308,308,12993392.0,0.9999026535686368,1.0000973559086135,2162809.047118615,3709735.998899625,5199100.999979354,6681037.079799813,8155583.303126167,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,8302632.09353998,2358239.2315544416,3854176.0823760713,5342651.46932399,6823702.030520657,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415,8297367.254581415
309,309,12994250.0,1.0005027451661754,0.9994975074595204,2225697.1927611623,3721777.9926285082,5210398.331887509,6691594.445137119,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,8165402.3941133665,2295644.174805981,3842418.7262057285,5331638.269332055,6813430.338618409,8287832.759661821,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353,8434867.78892353
310,310,12994813.0,1.0007028557202362,0.9992976379389561,2195751.9812890613,3691832.7811564077,5180453.120415408,6661649.233665017,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,8135457.182641265,2325608.3676621043,3872382.9190618517,5361602.462188178,6843394.531474532,8317796.952517944,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652,8464831.981779652
311,311,12995990.0,1.000402704895686,0.999597457210266,2241487.726790128,3737568.526657474,5226188.865916475,6707384.979166084,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,8181192.928142332,2279845.3146586874,3826619.866058435,5315839.409184761,6797631.478471115,8272033.899514527,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236,8419068.928776236
312,312,12996816.0,1.0006027954406922,0.9993975677027499,2207364.7989364867,3703445.598803833,5192065.938062834,6673262.051312443,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,8147070.00028869,2313987.6928216466,3860762.244221394,5349981.78734772,6831773.856634074,8306176.277677487,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196,8453211.306939196
313,313,12997462.0,1.0006027954406922,0.9993975677027499,2203001.6858891356,3699082.485756482,5187702.8250154825,6668898.938265092,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,8142706.887241339,2318353.684211514,3865128.235611262,5354347.778737588,6836139.848023942,8310542.269067354,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063,8457577.298329063
314,314,12998054.0,0.9998026733013067,1.0001973656442043,2184381.528310754,3731308.4800917637,5220673.481171493,6702609.560991952,8177155.784318306,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,8324204.574732119,2336669.468725057,3832606.319546687,5321081.706494606,6802132.267691272,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203,8275797.49175203
315,315,12998771.0,0.9998026733013067,1.0001973656442043,2184410.261815755,3731337.213596765,5220702.214676495,6702638.2944969535,8177184.517823307,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,8324233.3082371205,2336640.740287265,3832577.5911088944,5321052.978056814,6802103.53925348,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239,8275768.763314239
316,316,12999713.0,1.0002026543627869,0.9997973866976828,2081976.0854152425,3628903.0371962525,5118268.038275981,6600204.118096441,8074750.341422793,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,8221799.131836608,2439081.303170279,3935018.1539919088,5423493.540939827,6904544.102136495,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253,8378209.326197253
317,317,13000413.0,1.000102644098377,0.9998973664363527,2111001.677184788,3657928.6289657983,5147293.630045528,6629229.709865986,8103775.93319234,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,8250824.723606153,2410048.934327039,3905985.7851486686,5394461.172096588,6875511.733293254,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013,8349176.957354013
318,318,13000977.0,1.000302674628223,0.9996974169559872,2068214.6165190793,3615141.5683000893,5104506.569379819,6586442.649200277,8060988.872526631,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,8208037.662940444,2452847.3582622954,3948784.209083925,5437259.596031844,6918310.157228511,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927,8391975.38128927
319,319,13001841.0,1.000302674628223,0.9996974169559872,2066205.3530777467,3613132.3048587563,5102497.305938486,6584433.385758945,8058979.609085298,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,8206028.399499112,2454857.365219468,3950794.2160410974,5439269.602989016,6920320.164185683,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441,8393985.388246441
320,320,13002356.0,1.000402704895686,0.999597457210266,2259619.1299656993,3755699.9298330457,5244320.269092046,6725516.382341656,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,8199324.3313179035,2261705.784196025,3808480.335595773,5297699.8787221,6779491.9480084535,8253894.369051865,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574,8400929.398313574
321,321,13003056.0,1.0009030062984088,0.9990978083863008,2131904.6735008517,3627985.473368198,5116605.812627198,6597801.925876808,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,8071609.874853056,2389510.1056183823,3936284.6570181297,5425504.200144456,6907296.26943081,8381698.690474222,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932,8528733.719735932
322,322,13003699.0,1.0006027954406922,0.9993975677027499,2205686.604283541,3701767.4041508874,5190387.743409888,6671583.856659497,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,8145391.805635745,2315666.98407665,3862441.5354763977,5351661.078602724,6833453.147889078,8307855.56893249,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199,8454890.598194199
323,323,13005809.0,1.0006027954406922,0.9993975677027499,2200692.445339464,3696773.24520681,5185393.584465811,6666589.69771542,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,8140397.646691668,2320664.484077626,3867439.0354773733,5356658.5786037,6838450.647890054,8312853.0689334655,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175,8459888.098195175
324,324,13006530.0,1.0000026438339937,0.9999973561729961,2127981.3775937906,3674908.3293748004,5164273.33045453,6646209.410274989,8120755.633601342,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,8267804.424015156,2393067.090758176,3889003.9415798057,5377479.328527724,6858529.8897243915,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495,8332195.1137851495
325,325,13007484.0,1.0000026438339937,0.9999973561729961,2131339.778207447,3678266.7299884567,5167631.7310681855,6649567.810888645,8124114.034214999,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,8271162.824628812,2389708.4254907146,3885645.2763123447,5374120.663260263,6855171.2244569305,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689,8328836.448517689
326,326,13008398.0,0.9999026535686368,1.0000973559086135,2163128.632283467,3710055.5840644767,5199420.585144206,6681356.664964665,8155902.888291018,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,8302951.678704832,2357919.6708310475,3853856.521652677,5342331.908600596,6823382.469797263,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021,8297047.693858021
327,327,13009127.0,0.9999026535686368,1.0000973559086135,2149808.707654045,3696735.6594350548,5186100.660514784,6668036.740335243,8142582.963661596,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,8289631.75407541,2371238.9803772005,3867175.8311988306,5355651.21814675,6836701.779343416,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175,8310367.003404175
328,328,13010098.0,0.9998026733013067,1.0001973656442043,2178806.2494390626,3725733.2012200723,5215098.202299802,6697034.28212026,8171580.505446614,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,8318629.295860427,2342243.8371962924,3838180.688017922,5326656.074965841,6807706.636162507,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266,8281371.860223266
329,329,13010613.0,0.9999026535686368,1.0000973559086135,2154480.610579972,3701407.5623609824,5190772.563440711,6672708.643261171,8147254.866587523,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,8294303.657001338,2366567.199016996,3862504.049838626,5350979.4367865445,6832029.997983212,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397,8305695.22204397
330,330,13011437.0,0.9995027924774801,1.0004974548608188,2238575.8701649583,3785502.821945968,5274867.823025698,6756803.902846157,8231350.12617251,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,8378398.916586324,2282491.524001393,3778428.3748230226,5266903.761770941,6747954.322967608,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665,8221619.5470283665
331,331,13012982.0,1.0000026438339937,0.9999973561729961,2137098.078040376,3684025.029821386,5173390.030901115,6655326.110721574,8129872.3340479275,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,8276921.124461741,2383949.7942646723,3879886.6450863024,5368362.032034221,6849412.593230888,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646,8323077.817291646
332,332,13013509.0,1.0000026438339937,0.9999973561729961,2139389.801243815,3686316.753024825,5175681.754104555,6657617.833925013,8132164.057251367,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,8279212.84766518,2381657.9821775313,3877594.832999161,5366070.21994708,6847120.781143746,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505,8320786.005204505
333,333,13014752.0,1.000402704895686,0.999597457210266,2253994.558916172,3750075.3587835184,5238695.698042518,6719891.811292129,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,8193699.760268376,2267332.712522185,3814107.263921933,5303326.807048259,6785118.876334613,8259521.297378025,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734,8406556.326639734
334,334,13015376.0,1.000402704895686,0.999597457210266,2250842.061084517,3746922.860951863,5235543.200210864,6716739.313460473,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,8190547.262436721,2270486.5960439504,3817261.147443698,5306480.690570024,6788272.759856378,8262675.1808997905,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615,8409710.2101615
