,index,blocknum,p0vs1,p1vs0,YFI-slippagemap_01,YFI-slippagemap_2,YFI-slippagemap_3,YFI-slippagemap_4,YFI-slippagemap_5,YFI-slippagemap_6,YFI-slippagemap_7,YFI-slippagemap_8,YFI-slippagemap_9,YFI-slippagemap_10,YFI-slippagemap_11,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10
12,12,12485892.0,17.384121367929517,0.05752375854006719,0.00031309331868187214,0.0017677103296797434,0.003207854385445548,0.004633669443449256,0.006045298118743307,0.007442881581737782,0.008826559506150232,0.010196470330205074,0.011552750976955831,0.012895537067965845,0.014224962882057338,0.0699784443306737,0.09462411260087353,0.1190245640082655,0.14318223923981446,0.16683806995515982,0.1902585328181271,0.21344596998162002,0.23640269872247133,0.2591310166679905,0.2816331951722786
13,13,12487940.0,17.384121367929517,0.05752375854006719,0.001078468399598557,0.0060889824740738875,0.011049643600768983,0.015960947649678453,0.020823385866760573,0.02563744452181781,0.03040360472920696,0.03512234334755585,0.03979413201639682,0.0444194378922033,0.045748863706294794,0.24104487818975612,0.32593833592401816,0.40998712971367623,0.4931996666489103,0.5753227830997114,0.6566288011453788,0.7371258517578482,0.7600825804986994,0.7828108984442186,0.8053130769485067
14,14,12488941.0,17.344185829000757,0.05765620882174396,0.0016537547996292629,0.0066642688741045935,0.011624930000799689,0.01653623404970916,0.02139867226679128,0.026212730921848518,0.030978891129237667,0.03569762974758656,0.04036941841642752,0.044994724292234015,0.046324150106325505,0.23105520509564337,0.3159486628299054,0.3999974566195635,0.48320999355479755,0.5653331100055986,0.6466391280512661,0.7271361786637354,0.7500929074045867,0.7728212253501059,0.7953234038543939
15,15,12490284.0,15.213206420396007,0.06573236255174467,0.004714743277229007,0.01001818782210988,0.015285583171389098,0.020500569789369007,0.02566366885643427,0.030775396835573843,0.03583626483465965,0.040846778909134976,0.04580744003583007,0.050718744084739545,0.055581182301821665,0.17155913090059416,0.19451585964144547,0.21724417758696465,0.23974635609125275,0.2620246447931805,0.2840812723548611,0.3059184431013064,0.32753834199712023,0.3489431296998974,0.3701349460234682
16,16,12496304.0,15.58427961458697,0.06416722650843576,0.003589042309034721,0.008856437658313938,0.014071424276293848,0.019234523343359112,0.024346251322498683,0.029407119321584487,0.03441763339605982,0.03937829452275492,0.04428959857166439,0.04915203678874651,0.05396609544380374,0.19006208029345337,0.27055913090592265,0.29351585964677396,0.3162441775922932,0.33874635609658127,0.361024644798509,0.3830812723601896,0.40491844310663494,0.4265383420024488,0.4479431297052259
17,17,12497050.0,17.479992646321357,0.05720826205327088,0.004691262084950668,0.009651923211645761,0.014563227260555233,0.019425665477637355,0.024239724132694592,0.02900588434008374,0.03372462295843263,0.03839641162727359,0.043021717503080086,0.044351143317171576,0.045667341784135874,0.17966441314486825,0.26541101897408986,0.35030447670835185,0.4343532704980099,0.5175658074332441,0.599688923884045,0.6809949419297125,0.7614919925421818,0.7844487212830331,0.8071770392285523
18,18,12498801.0,18.884719156256786,0.052952865844906424,0.00035544441486610404,0.005169503069923341,0.009935663277312492,0.014654401895661381,0.019326190564502344,0.023951496440308837,0.025280922254400328,0.026597120721364626,0.027900223444249823,0.0291903607445681,0.03046766158787206,0.2637195174845806,0.3520773659830238,0.4395560820853485,0.526164413163518,0.6119110189927396,0.6968044767270016,0.7808532705166598,0.8640658074518939,0.9461889239026949,1.0274949419483623
19,19,12500703.0,18.35963481419155,0.054467314307745616,0.0023545331397452963,0.007216971356827416,0.012031030011884653,0.016797190219273804,0.021515928837622694,0.02618771750646366,0.030813023382270148,0.03214244919636164,0.03345864766332594,0.034761750386211134,0.03605188768652941,0.22430595666830794,0.31178467277063265,0.39839300384880216,0.4841396096780238,0.5690330674122858,0.6530818612019439,0.736294398137178,0.8184175145879791,0.8997235326336465,0.9802205832461158
20,20,12505762.0,17.931441396920256,0.05576796521063561,0.0032776378623527933,0.008188941911262265,0.013051380128344385,0.017865438783401622,0.02263159899079077,0.02735033760913966,0.03202212627798062,0.036647432153787116,0.037976857967878606,0.03929305643484291,0.0405961591577281,0.20591562082058892,0.29252395189875846,0.37827055772798,0.46316401546224206,0.5472128092519002,0.6304253461871342,0.7125484626379353,0.7938544806836028,0.874351531296072,0.8973082600369233
21,21,12508434.0,17.793906364180096,0.05619901440040414,0.00023167503588734088,0.005192336162582435,0.010103640211491908,0.014966078428574026,0.019780137083631265,0.024546297291020414,0.029265035909369304,0.03393682457821027,0.038562130454016755,0.03989155626810825,0.04120775473507255,0.25832028412389324,0.34406688995311485,0.42896034768737684,0.5130091414770349,0.596221678412269,0.6783447948630701,0.7596508129087375,0.8401478635212069,0.8631045922620582,0.8858329102075774
22,22,12512732.0,17.572877891644183,0.05690587541585861,0.0033737183842399276,0.008334379510935021,0.013245683559844495,0.018108121776926615,0.022922180431983852,0.027688340639373,0.03240707925772189,0.037078867926562856,0.04170417380236934,0.04303359961646084,0.04434979808342514,0.202757098424115,0.2885037042533366,0.3733971619875986,0.4574459557772567,0.5406584927124908,0.6227816091632918,0.7040876272089593,0.7845846778214286,0.8075414065622799,0.8302697245077991
23,23,12513628.0,17.205992761170382,0.05811928517468342,0.003685075155719438,0.00869558923019477,0.013656250356889863,0.018567554405799335,0.023429992622881455,0.028244051277938692,0.033010211485327845,0.03772895010367673,0.042400738772517696,0.04702604464832419,0.04835547046241568,0.19596319717719723,0.2808566549114593,0.36490544870111735,0.44811798563635147,0.5302411020871525,0.61154712013282,0.6920441707452892,0.7150008994861405,0.7377292174316598,0.7602313959359478
24,24,12520867.0,16.542944626168296,0.06044873041635887,0.0035575324707138277,0.008669260449853401,0.013730128448939206,0.018740642523414536,0.023701303650109633,0.028612607699019105,0.033475045916101225,0.03828910457115846,0.04305526477854761,0.0477740033968965,0.05244579206573746,0.19542346522489698,0.27863600216013107,0.36075911861093213,0.4420651366565996,0.5225621872690689,0.5455189160099202,0.5682472339554394,0.5907494124597275,0.6130277011616552,0.6350843287233358
25,25,12526559.0,16.73595040308487,0.05975161110752778,0.0005828178876080289,0.005694545866747601,0.010755413865833407,0.01576592794030874,0.020726589067003833,0.025637893115913305,0.030500331332995425,0.03531438998805266,0.04008055019544181,0.0447992888137907,0.049471077482631666,0.24492346522756123,0.3281360021627953,0.4102591186135964,0.4915651366592638,0.5720621872717331,0.5950189160125844,0.6177472339581036,0.6402494124623918,0.6625277011643195,0.6845843287260001
26,26,12535323.0,17.216318938070145,0.05808442580537454,0.0035290637001612383,0.00853957777463657,0.013500238901331663,0.018411542950241135,0.023273981167323255,0.028088039822380492,0.032854200029769645,0.03757293864811853,0.042244727316959496,0.04687003319276599,0.04819945900685748,0.1986484012102435,0.2835418589445055,0.3675906527341636,0.4508031896693977,0.5329263061201988,0.6142323241658662,0.6947293747783355,0.7176861035191868,0.7404144214647059,0.7629165999689941
