,index,blocknum,p0vs1,p1vs0,TUSD-slippagemap_01,TUSD-slippagemap_2,TUSD-slippagemap_3,TUSD-slippagemap_4,TUSD-slippagemap_5,TUSD-slippagemap_6,TUSD-slippagemap_7,TUSD-slippagemap_8,TUSD-slippagemap_9,TUSD-slippagemap_10,TUSD-slippagemap_11,TUSD-slippagemap_12,TUSD-slippagemap_13,TUSD-slippagemap_14,TUSD-slippagemap_15,TUSD-slippagemap_16,TUSD-slippagemap_17,TUSD-slippagemap_18,TUSD-slippagemap_19,TUSD-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
135,135,12669910.0,1.0002026543627869,0.9997973866976828,52986.235074576885,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,53726.06139604973,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804,70980.8043107804
136,136,12670602.0,1.000302674628223,0.9996974169559872,52036.95357719613,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,52776.77989866897,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508,71930.39610265508
137,137,12671122.0,1.0047134825214876,0.9953086301682164,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,4958.676119250259,42884.285681292626,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504,45106.86106772504
138,138,12671890.0,1.0007028557202362,0.9992976379389561,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,37484.95099454204,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128,62715.99968359128
139,139,12672456.0,1.000402704895686,0.999597457210266,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,40841.155352914684,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325,59357.749126457325
140,140,12673411.0,1.0000026438339937,0.9999973561729961,46167.74643894208,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,46907.57276041492,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605,53289.698161296605
141,141,12674100.0,1.0000026438339937,0.9999973561729961,83498.46750573914,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,84238.29382721198,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436,54293.875797809436
142,142,12674764.0,0.999402852192261,1.0005975046063047,92573.16224585517,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,93312.98856732801,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566,46500.31189991566
143,143,12675421.0,1.0008029260058082,0.9991977181671393,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,63112.481505630894,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115,94853.19472396115
144,144,12676027.0,1.0000026438339937,0.9999973561729961,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,76576.6117956771,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969,47654.71407554969
145,145,12676565.0,1.0011031969086985,0.9988980187935619,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,45919.831649541615,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715,96475.42378556715
146,146,12677427.0,1.0008029260058082,0.9991977181671393,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,55983.38155949628,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409,86401.5040407409
147,147,12678156.0,0.9988034202995907,1.0011980132187077,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,92142.95410065536,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949,30979.38982372949
148,148,12678766.0,1.0048139538697396,0.9952091092572908,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,28.54601790705338,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254,110079.8109452254
149,149,12680208.0,0.9995027924774801,1.0004974548608188,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,83957.29426072688,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455,40275.73991658455
150,150,12681391.0,1.0002026543627869,0.9997973866976828,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,73429.2964928849,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049,50802.46559417049
151,151,12682275.0,1.0007028557202362,0.9992976379389561,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,60276.382998352485,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109,82105.03234330109
152,152,12683921.0,1.0009030062984088,0.9990978083863008,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,31421.24879247191,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564,71178.82398168564
153,153,12685815.0,1.0013034275591122,0.9986982691527487,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,24394.952523557477,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699,78213.25211503699
154,154,12687047.0,0.9999026535686368,1.0000973559086135,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,47877.06266195006,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745,54715.24389234745
155,155,12688114.0,1.000102644098377,0.9998973664363527,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,45544.69565929214,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691,57047.75073983691
156,156,12688975.0,1.000402704895686,0.999597457210266,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,39832.131103230815,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691,62761.99806900691
157,157,12689653.0,1.000402704895686,0.999597457210266,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,40164.14053559853,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944,62429.83872662944
158,158,12690203.0,0.999203001599911,1.000797634113201,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,60541.75291413181,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526,40938.14926066526
159,161,12709443.0,1.0002026543627869,0.9997973866976828,1440.2398651009564,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,1440.2398651009562,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207,2135.4299930595207
160,162,12710331.0,0.9999026535686368,1.0000973559086135,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1756.1642637743232,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177,1819.4810282786177
161,163,12712408.0,0.9999026535686368,1.0000973559086135,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1740.7439936419228,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703,1834.9004587544703
162,164,12713168.0,1.0048139538697396,0.9952091092572908,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,28.671988296028065,2429.967728294038,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374,2429.9677282940374
163,165,12713865.0,1.0005027451661754,0.9994975074595204,17860.24624080368,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,20960.90958331951,19941.11515313212,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945,21492.456629448945
164,166,12714715.0,1.0041108653655546,0.9959059646625196,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,14425.545908815779,20713.629231236955,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652,26923.682845659652
165,167,12715613.0,1.0016038486274839,0.9983987195839137,23648.67146054286,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,25198.613754754948,27287.609855482555,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245,30391.085324552245
166,168,12716128.0,1.0009030062984088,0.9990978083863008,24411.941753533687,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27512.605096049516,27641.108685109153,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983,29192.450161425983
167,169,12716743.0,1.0002026543627869,0.9997973866976828,25431.359786464294,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,30083.537140432814,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563,26619.942105943563
168,170,12717374.0,1.000302674628223,0.9996974169559872,25285.110958336536,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,29937.288312305056,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952,26766.232840952
169,171,12718155.0,1.0002026543627869,0.9997973866976828,25542.28428168007,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,30194.461635648586,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896,26508.989665409896
170,172,12718984.0,0.9986036895756386,1.0013982628333316,28943.7836043097,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,35148.236080198956,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568,20440.34614025568
171,173,12719593.0,0.9987035499445962,1.0012981330200295,28881.003983425177,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,35085.45645931443,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974,20503.044326801974
172,174,12720272.0,0.9988034202995907,1.0011980132187077,28454.84997133651,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,34659.30244722576,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698,20928.685572928698
