,index,blocknum,p0vs1,p1vs0,TUSD-slippagemap_01,TUSD-slippagemap_2,TUSD-slippagemap_3,TUSD-slippagemap_4,TUSD-slippagemap_5,TUSD-slippagemap_6,TUSD-slippagemap_7,TUSD-slippagemap_8,TUSD-slippagemap_9,TUSD-slippagemap_10,TUSD-slippagemap_11,TUSD-slippagemap_12,TUSD-slippagemap_13,TUSD-slippagemap_14,TUSD-slippagemap_15,TUSD-slippagemap_16,TUSD-slippagemap_17,TUSD-slippagemap_18,TUSD-slippagemap_19,TUSD-slippagemap_20,USDC-slippagemap_01,USDC-slippagemap_2,USDC-slippagemap_3,USDC-slippagemap_4,USDC-slippagemap_5,USDC-slippagemap_6,USDC-slippagemap_7,USDC-slippagemap_8,USDC-slippagemap_9,USDC-slippagemap_10,USDC-slippagemap_11,USDC-slippagemap_12,USDC-slippagemap_13,USDC-slippagemap_14,USDC-slippagemap_15,USDC-slippagemap_16,USDC-slippagemap_17,USDC-slippagemap_18,USDC-slippagemap_19,USDC-slippagemap_20
302,304,12884702.0,0.996210033937108,1.0038043845512312,41389.7885817163,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,46747.303768417325,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452,10047.993605334452
303,305,12885453.0,0.9987035499445962,1.0012981330200295,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,38122.556225212815,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671,18651.05849298671
304,306,12886012.0,0.992431807892024,1.0076259064328572,37941.15436006491,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,53392.66666680983,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958,1401.572009337958
305,307,12886527.0,1.0011031969086985,0.9988980187935619,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,27388.804034147677,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721,32711.75225809721
306,308,12887219.0,1.0008029260058082,0.9991977181671393,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,29585.58908974999,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685,30512.800258741685
307,309,12887889.0,1.0005027451661754,0.9994975074595204,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,31583.7894896366,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215,28513.255237932215
308,310,12888806.0,1.0000026438339937,0.9999973561729961,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,33716.57861990492,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873,23240.567521923873
309,311,12890405.0,0.9989033006416206,1.001097903428365,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,160332.21745995304,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448,152430.94524762448
310,312,12890950.0,0.999203001599911,1.000797634113201,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,135033.34847910661,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896,177707.20006245896
311,313,12891933.0,0.999203001599911,1.000797634113201,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,133276.10418634387,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223,179463.14113220223
312,314,12892603.0,0.9993029219000711,1.0006975643567653,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,123028.34285942407,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414,189703.99485943414
313,315,12893592.0,0.9998026733013067,1.0001973656442043,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,77905.03166645968,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729,234997.09287672729
314,316,12896838.0,0.9998026733013067,1.0001973656442043,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,170892.50172769133,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264,159392.90316770264
315,317,12897593.0,0.9998026733013067,1.0001973656442043,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,175890.00172810815,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704,154396.0240608704
316,318,12898526.0,0.9998026733013067,1.0001973656442043,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,175388.77087292174,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717,154897.18074700717
317,319,12899040.0,0.9997027030310036,1.0002973853807686,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,181987.49379558177,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986,148299.64662910986
318,320,12899983.0,0.9998026733013067,1.0001973656442043,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,176048.34458717302,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657,154237.705183657
319,321,12901525.0,0.9997027030310036,1.0002973853807686,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,173635.92690598208,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356,135390.16478550356
320,322,12902599.0,0.9997027030310036,1.0002973853807686,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,173515.12860730526,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567,135510.93489933567
321,323,12903611.0,0.999602742756728,1.0003974151193067,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,180233.23389514003,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344,128794.63432649344
322,324,12905358.0,0.9998026733013067,1.0001973656442043,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,164444.74104726638,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529,144579.6524168529
323,325,12905942.0,0.9998026733013067,1.0001973656442043,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,162446.7103302297,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245,146577.4336467245
324,326,12907175.0,1.0000026438339937,0.9999973561729961,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,143943.99203310034,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469,165079.8725481469
325,327,12908580.0,1.000102644098377,0.9998973664363527,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,151007.48408210094,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516,199584.38287778516
326,328,12909281.0,1.000102644098377,0.9998973664363527,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,155505.23408107593,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648,195085.87935478648
327,329,12909864.0,1.000102644098377,0.9998973664363527,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,158927.02776138857,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998,191663.6387884998
328,330,12911749.0,1.0000026438339937,0.9999973561729961,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,163306.1822286382,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436,187284.0717109436
329,331,12912558.0,0.9999026535686368,1.0000973559086135,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,181229.39716851202,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203,169361.031873203
330,332,12913372.0,0.9998026733013067,1.0001973656442043,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,183436.35313748554,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625,167154.30459207625
331,333,12914118.0,0.9998026733013067,1.0001973656442043,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,185767.75442631842,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197,164823.19421110197
332,334,12914758.0,0.9998026733013067,1.0001973656442043,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,189240.32061347878,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549,161351.1552768549
333,335,12915942.0,1.000102644098377,0.9998973664363527,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,153232.87296202697,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448,197358.59758660448
334,336,12916518.0,1.000102644098377,0.9998973664363527,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,158559.21781594583,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424,192031.49153151424
335,337,12918463.0,1.000102644098377,0.9998973664363527,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,158608.76106828,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022,191981.9424409022
336,338,12919829.0,1.000102644098377,0.9998973664363527,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,140804.04233300532,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347,168220.13873892347
337,339,12920413.0,1.0000026438339937,0.9999973561729961,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,144302.4084185739,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102,164721.4267512102
338,340,12921325.0,1.000402704895686,0.999597457210266,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,113640.28497367963,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768,198530.27997203768
339,341,12922737.0,1.0010030965990384,0.9989979085954415,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,53067.52607939046,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158,259146.80447112158
