,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10
69,76,14561129.0,42453.627482750366,2.3555113173928827e-05,0.019547467957220704,0.0642991330446339,0.10860553378614574,0.1524711002071941,0.19590021871633553,0.23889723184267728,0.2814664383983302,0.3236120956897523,0.3653384175726348,0.40664957639066984,0.44754970258724536,4858.907444328093,4858.907444328093,4858.90744432809,4858.907444328086,4858.9074443280815,4858.907444328079,4858.907444328075,4858.9074443280715,4858.907444328069,4858.907444328068
70,77,14563748.0,42119.58174553472,2.3741926167298997e-05,0.03741779795625886,0.08216946304367206,0.12647586378518388,0.17034143020623224,0.21377054871537368,0.25676756184171545,0.29933676839736834,0.34148242568879045,0.38320874757167295,0.424519906389708,0.4654200325862835,4103.216550247176,4103.216550247176,4103.216550247172,4103.216550247168,4103.216550247164,4103.216550247161,4103.216550247157,4103.216550247154,4103.216550247151,4103.21655024715
71,78,14564264.0,41800.702145259624,2.392304312317405e-05,0.009326934032681826,0.05452833795533791,0.09928000304275111,0.14358640378426293,0.1874519702053113,0.23088108871445273,0.2738781018407945,0.3164473083964474,0.3585929656878695,0.40031928757075197,0.441630446388787,3385.215211394092,3385.2152113940883,3385.2152113940842,3385.2152113940806,3385.215211394077,3385.215211394074,3385.21521139407,3385.215211394067,3385.215211394066,3385.2152113940656
72,79,14568727.0,41153.70325298716,2.4299149795891446e-05,0.044983927171767406,0.09018533109442349,0.1349369961818367,0.1792433969233485,0.22310896334439687,0.26653808185353833,0.3095350949798801,0.35210430153553296,0.39424995882695507,0.43597628070983757,0.4772874395278726,1906.1668077395461,1906.1668077395423,1906.1668077395384,1906.1668077395345,1906.1668077395311,1906.1668077395277,1906.1668077395243,1906.1668077395211,1906.1668077395202,1906.1668077395195
73,80,14584875.0,41153.70325298716,2.4299149795891446e-05,0.04517063717175736,0.09037204109441345,0.13512370618182665,0.17943010692333847,0.22329567334438682,0.26672479185352826,0.30972180497987,0.35229101153552295,0.39443666882694506,0.4361629907098275,0.47747414952786255,1898.4825993331162,1898.4825993331124,1898.4825993331085,1898.4825993331046,1898.4825993331012,1898.4825993330978,1898.4825993330944,1898.4825993330912,1898.4825993330903,1898.4825993330896
74,81,14585391.0,40573.479018766986,2.4646641702513525e-05,0.0,0.0456556627989066,0.09085706672156268,0.1356087318089759,0.17991513255048772,0.22378069897153607,0.2672098174806775,0.31020683060701926,0.35277603716267214,0.3949216944540943,0.43664801633697675,-3.92731646e-12,-7.81555743e-12,-1.166511163e-11,-1.505950833e-11,-1.84201319e-11,-2.174731842e-11,-2.504140048e-11,-2.586149522e-11,-2.66734303e-11,-2.66734303e-11
75,82,14621360.0,41364.112707349115,2.417554577019444e-05,0.03341963037654062,0.0786210342991967,0.1233726993866099,0.16767910012812173,0.2115446665491701,0.25497378505831153,0.2979707981846533,0.34054000474030616,0.3826856620317283,0.42441198391461077,0.4657231427326458,2383.3273303392953,2383.327330339291,2383.3273303392875,2383.3273303392834,2383.3273303392803,2383.3273303392766,2383.3273303392734,2383.3273303392702,2383.3273303392693,2383.3273303392684
76,83,14622040.0,41633.84162307954,2.4018922131981555e-05,0.018545271453115193,0.06374667537577128,0.10849834046318448,0.1528047412046963,0.19667030762574467,0.2400994261348861,0.28309643926122785,0.32566564581688073,0.3678113031083029,0.40953762499118535,0.4508487838092204,3000.6232823725204,3000.6232823725163,3000.623282372512,3000.6232823725086,3000.623282372505,3000.6232823725018,3000.6232823724986,3000.623282372495,3000.6232823724945,3000.6232823724936
77,84,14628154.0,41976.62547865546,2.3822782050655463e-05,0.04518674537677024,0.08993841046418344,0.13424481120569526,0.17811037762674362,0.22153949613588506,0.2645365092622268,0.3071057158178797,0.3492513731093018,0.3909776949921843,0.43228885381021936,0.4731889800067949,3776.5416041113162,3776.5416041113162,3776.541604111312,3776.5416041113085,3776.5416041113044,3776.5416041113012,3776.5416041112976,3776.5416041112944,3776.5416041112912,3776.5416041112903
78,85,14629762.0,41867.633452950606,2.388479877000369e-05,0.005710777780540425,0.05091218170319651,0.09566384679060971,0.13997024753212153,0.1838358139531699,0.22726493246231133,0.2702619455886531,0.312831152144306,0.3549768094357281,0.39670313131861057,0.4380142901366456,3536.508066079084,3536.50806607908,3536.5080660790763,3536.5080660790723,3536.508066079069,3536.5080660790654,3536.5080660790622,3536.508066079059,3536.508066079058,3536.5080660790572
79,86,14630411.0,41364.112707349115,2.417554577019444e-05,0.03333127777905379,0.07853268170170988,0.12328434678912308,0.1675907475306349,0.21145631395168327,0.25488543246082473,0.2978824455871665,0.34045165214281936,0.3825973094342415,0.424323631317124,0.465634790135159,2386.9821758960943,2386.9821758960907,2386.9821758960866,2386.982175896083,2386.9821758960793,2386.982175896076,2386.982175896073,2386.9821758960693,2386.9821758960684,2386.982175896068
80,87,14631445.0,41343.436854164895,2.418763596087588e-05,0.03455882777898772,0.07976023170164381,0.12451189678905701,0.16881829753056884,0.2126838639516172,0.25611298246075864,0.2991099955871004,0.34167920214275327,0.38382485943417544,0.4255511813170579,0.4668623401350929,2336.2152572726864,2336.2152572726823,2336.2152572726786,2336.2152572726745,2336.2152572726714,2336.2152572726677,2336.2152572726645,2336.2152572726613,2336.2152572726604,2336.2152572726595
81,88,14632792.0,41240.212507354314,2.424817766934812e-05,0.04034951777867605,0.08555092170133213,0.13030258678874534,0.17460898753025716,0.21847455395130552,0.26190367246044693,0.30490068558678873,0.3474698921424416,0.38961554943386373,0.4313418713167462,0.4726530301347812,2097.1004844313693,2097.1004844313657,2097.1004844313616,2097.100484431358,2097.1004844313543,2097.100484431351,2097.100484431348,2097.1004844313443,2097.100484431344,2097.100484431343
82,89,14634037.0,41170.16720367516,2.4289432565402172e-05,0.04424641577593449,0.08944781969859057,0.13419948478600377,0.1785058855275156,0.22237145194856395,0.2658005704577054,0.3087975835840472,0.35136679013970007,0.3935124474311222,0.4352387693140046,0.47654992813203967,1936.5258301352,1936.5258301351962,1936.5258301351923,1936.5258301351885,1936.525830135185,1936.5258301351816,1936.5258301351782,1936.525830135175,1936.5258301351741,1936.5258301351735
83,90,14634757.0,41153.70325298716,2.4299149795891446e-05,0.045193885702099354,0.09039528962475545,0.13514695471216864,0.17945335545368046,0.22331892187472882,0.2667480403838703,0.30974505351021203,0.3523142600658649,0.394459917357287,0.4361862392401695,0.47749739805820457,1897.525830133101,1897.525830133097,1897.5258301330932,1897.5258301330894,1897.525830133086,1897.5258301330825,1897.5258301330791,1897.525830133076,1897.525830133075,1897.5258301330744
84,91,14639388.0,41145.473746783064,2.4304009868842122e-05,0.045552095702080075,0.09075349962473617,0.13550516471214935,0.1798115654536612,0.22367713187470956,0.267106250383851,0.31010326351019274,0.3526724700658456,0.3948181273572678,0.43654444924015023,0.4778556080581853,1882.7852939131349,1882.785293913131,1882.7852939131271,1882.7852939131233,1882.7852939131199,1882.7852939131164,1882.7852939131133,1882.7852939131099,1882.785293913109,1882.7852939131083
85,92,14639499.0,40109.57973778414,2.4931699771912026e-05,-2.696e-17,-2.696e-17,0.04565566279890657,0.09085706672156266,0.13560873180897587,0.1799151325504877,0.22378069897153605,0.2672098174806775,0.31020683060701926,0.35277603716267214,0.39492169445409425,-1.0697836e-11,-1.454739021e-11,-1.794178691e-11,-2.130241048e-11,-2.462959699e-11,-2.792367905e-11,-2.874377379e-11,-2.955570888e-11,-2.955570888e-11,-2.955570888e-11
86,93,14878657.0,40109.57973778414,2.4931699771912026e-05,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-2.696e-17,-1.0697836e-11,-1.454739021e-11,-1.794178691e-11,-2.130241048e-11,-2.462959699e-11,-2.792367905e-11,-2.874377379e-11,-2.955570888e-11,-2.955570888e-11,-2.955570888e-11
87,94,15946405.0,18044.756416309287,5.541776108965238e-05,2.004329256345801e-05,0.00011279958097994876,0.00020463297385057776,0.00029555265605462694,0.0003855677168333906,0.00047468715774044934,0.0005629198883825631,0.0006502747331938193,0.0007367604268128282,0.0008223856160161329,0.0009071588612261973,4.630466267173475,6.261765280102373,7.876833430754592,9.475832166523892,11.058921392849873,12.62625938170832,14.178002882615948,15.71430708993063,17.23532550807573,18.741210338186693
88,95,15950033.0,18044.756416309287,5.541776108965238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
