,index,blocknum,p0vs1,p1vs0,WBTC-slippagemap_01,WBTC-slippagemap_2,WBTC-slippagemap_3,WBTC-slippagemap_4,WBTC-slippagemap_5,WBTC-slippagemap_6,WBTC-slippagemap_7,WBTC-slippagemap_8,WBTC-slippagemap_9,WBTC-slippagemap_10,WBTC-slippagemap_11,USDT-slippagemap_01,USDT-slippagemap_2,USDT-slippagemap_3,USDT-slippagemap_4,USDT-slippagemap_5,USDT-slippagemap_6,USDT-slippagemap_7,USDT-slippagemap_8,USDT-slippagemap_9,USDT-slippagemap_10
37,44,14455327.0,44217.044074983554,2.2615713486052875e-05,0.01746687837092635,0.06133244479197471,0.10476156330111615,0.1477585764274579,0.1903277829831108,0.23247344027453293,0.27419976215741537,0.3155109209754504,0.356411047172026,0.3969042308016031,0.43699452016235757,5031.920617263359,6929.32302263031,8807.846903098547,8807.846903098547,8807.846903098543,8807.84690309854,8807.846903098534,8807.846903098532,8807.846903098529,8807.846903098525
38,45,14467004.0,44265.70715013754,2.2590851121123292e-05,0.015229259395981692,0.059094825817030044,0.1025239443261715,0.14552095745251326,0.18809016400816614,0.23023582129958828,0.27196214318247075,0.3132733020005058,0.3541734281970813,0.3946666118266584,0.4347569011874129,5130.920617268688,7028.323022635638,8906.846903103875,8906.846903103875,8906.846903103871,8906.846903103868,8906.846903103864,8906.84690310386,8906.846903103857,8906.846903103853
39,46,14470445.0,44903.222256965644,2.2270116702924907e-05,0.02737125243615248,0.07080037094529393,0.11379738407163568,0.15636659062728858,0.1985122479187107,0.24023856980159317,0.2815497286196282,0.32244985481620375,0.36294303844578085,0.40303332780653534,0.44272473216688263,4628.862959764415,6545.333616344817,8442.736021711768,10321.259902180003,10321.259902180003,10321.25990218,10321.259902179996,10321.259902179992,10321.259902179989,10321.259902179985
40,47,14471470.0,46646.95502974587,2.1437626515220964e-05,0.030924609937448784,0.07349381649310167,0.1156394737845238,0.15736579566740627,0.19867695448544131,0.23957708068201686,0.28007026431159393,0.3201605536723484,0.3598519580326957,0.3991484460424872,0.43805394670422415,4531.133418578774,6486.317408023463,8422.047958968571,10338.518615548974,12235.921020915925,14114.44490138416,14114.44490138416,14114.444901384157,14114.444901384153,14114.44490138415
41,48,14475059.0,47422.97555165744,2.1086825285998948e-05,0.038236689086888494,0.08038234637831061,0.12210866826119308,0.1634198270792281,0.20431995327580368,0.24481313690538076,0.28490342626613524,0.32459483062648253,0.36389131863627405,0.402796819298011,0.44131522337599705,4214.662737697695,6189.495656668032,8144.679646112722,10080.41019705783,11996.880853638233,13894.283259005184,15772.80713947342,15772.80713947342,15772.807139473416,15772.807139473412
42,49,14484715.0,47404.01110278605,2.109526128140721e-05,0.03894551908685034,0.08109117637827247,0.12281749826115493,0.16412865707918997,0.20502878327576554,0.24552196690534261,0.2856122562660971,0.3253036606264444,0.36460014863623585,0.40350564929797283,0.4420240533759589,4181.052596518156,6155.885515488493,8111.069504933183,10046.800055878291,11963.270712458694,13860.673117825645,15739.19699829388,15739.19699829388,15739.196998293877,15739.196998293874
43,50,14488000.0,47385.054237798126,2.1103700651719834e-05,0.039817469086803406,0.08196312637822553,0.123689448261108,0.16500060707914305,0.2059007332757186,0.2463939169052957,0.28648420626605015,0.32617561062639744,0.36547209863618896,0.4043775992979259,0.44289600337591195,4139.723183716985,6114.556102687322,8069.740092132012,10005.47064307712,11921.941299657523,13819.343705024474,15697.86758549271,15697.86758549271,15697.867585492706,15697.867585492702
44,51,14494585.0,46922.971712393126,2.1311523194424697e-05,0.01827416253001883,0.06084336908567172,0.10298902637709385,0.1447153482599763,0.18602650707801135,0.22692663327458693,0.267419816904164,0.3075101062649185,0.3472015106252658,0.38649799863505724,0.4254034992967942,5123.032060792976,7078.216050237666,9013.946601182775,10930.417257763178,12827.819663130127,14706.343543598365,14706.343543598365,14706.343543598361,14706.343543598356,14706.343543598352
45,52,14496101.0,46386.47512976363,2.155800795819373e-05,8.02940234597164e-06,0.043005042528687726,0.08557424908434062,0.12771990637576275,0.16944622825864522,0.21075738707668026,0.2516575132732558,0.2921506969028329,0.3322409862635874,0.3719323906239347,0.41122887863372615,5924.323741115537,7860.054292060646,9776.524948641048,11673.927354007998,13552.451234476235,13552.451234476235,13552.451234476232,13552.451234476226,13552.451234476222,13552.451234476219
46,53,14497533.0,45486.196777525256,2.1984691419487953e-05,0.04275663940004509,0.08575365252638685,0.12832285908203975,0.17046851637346186,0.21219483825634433,0.2535059970743794,0.29440612327095494,0.334899306900532,0.3749895962612865,0.41468100062163377,0.4539774886314253,3960.6009627416543,5896.331513686762,7812.802170267165,9710.204575634116,11588.728456102352,11588.728456102352,11588.728456102348,11588.728456102344,11588.72845610234,11588.728456102337
47,54,14498050.0,45272.923899979345,2.208825748054802e-05,0.009409490890360996,0.05283860939950245,0.0958356225258442,0.1384048290814971,0.1805504863729192,0.22227680825580168,0.26358796707383675,0.30448809327041226,0.34498127689998936,0.38507156626074385,0.42476297062109114,5438.794274710931,7355.264931291334,9252.667336658284,11131.191217126521,11131.191217126521,11131.191217126516,11131.191217126512,11131.191217126508,11131.191217126505,11131.191217126501
48,55,14501027.0,45336.34720828394,2.2057357100381436e-05,0.006336317639001461,0.04976543614814291,0.09276244927448467,0.13533165583013756,0.17747731312155968,0.21920363500444215,0.26051479382247716,0.30141492001905273,0.34190810364862984,0.3819983930093843,0.4216897973697316,5578.036573718426,7494.507230298828,9391.909635665777,11270.433516134015,11270.433516134015,11270.433516134011,11270.433516134008,11270.433516134004,11270.433516134,11270.433516133997
49,56,14503773.0,46521.184406335364,2.1495583415623822e-05,0.036937525540957666,0.07950673209661056,0.12165238938803269,0.16337871127091516,0.2046898700889502,0.24558999628552575,0.28608317991510285,0.32617346927585733,0.3658648736362046,0.4051613616459961,0.44406686230773307,4251.0133394666245,6206.197328911315,8141.927879856423,10058.398536436825,11955.800941803776,13834.324822272012,13834.324822272012,13834.324822272009,13834.324822272005,13834.324822272001
50,57,14510436.0,46279.91415701696,2.1607645956456037e-05,0.004979002414021784,0.04797601554036354,0.09054522209601643,0.13269087938743857,0.174417201270321,0.21572836008835605,0.2566284862849316,0.2971216699145087,0.3372119592752632,0.3769033636356105,0.41619985164540196,5693.980587173095,7629.711138118204,9546.181794698607,11443.584200065556,13322.108080533793,13322.108080533793,13322.10808053379,13322.108080533786,13322.10808053378,13322.108080533779
51,58,14515869.0,46969.915805074525,2.129022338788102e-05,0.01612795112567687,0.058697157681329756,0.10084281497275188,0.14256913685563435,0.1838802956736694,0.22478042187024494,0.26527360549982204,0.3053638948605765,0.3450552992209238,0.3843517872307153,0.42325728789245226,5223.796597808333,7178.980587253023,9114.711138198132,11031.181794778535,12928.584200145484,14807.108080613722,14807.108080613722,14807.108080613718,14807.108080613712,14807.108080613709
52,59,14516776.0,46890.13876668599,2.1326445736826642e-05,0.019888081125474487,0.06245728768112738,0.1046029449725495,0.14632926685543196,0.187640425673467,0.22854055187004257,0.2690337354996197,0.30912402486037416,0.3488154292207214,0.3881119172305129,0.42701741789224984,5047.324934760571,7002.508924205261,8938.239475150369,10854.710131730772,12752.112537097722,14630.636417565958,14630.636417565958,14630.636417565955,14630.636417565951,14630.636417565947
53,60,14521035.0,46298.428899659746,2.159900505840597e-05,0.0041348279976663755,0.04713184112400813,0.08970104767966101,0.13184670497108314,0.1735730268539656,0.21488418567200065,0.2557843118685762,0.2962774954981533,0.3363677848589078,0.3760591892192551,0.41535567722904654,5733.060317325155,7668.790868270263,9585.261524850666,11482.663930217615,13361.187810685853,13361.187810685853,13361.18781068585,13361.187810685844,13361.18781068584,13361.187810685837
54,61,14522714.0,46335.480608932594,2.1581733627409902e-05,0.0025305881017022823,0.045527601228044036,0.08809680778369693,0.13024246507511905,0.17196878695800152,0.21327994577603657,0.2541800719726121,0.2946732556021892,0.3347635449629437,0.374454949323291,0.41375143733308245,5807.368138667742,7743.098689612851,9659.569346193253,11556.971751560202,13435.49563202844,13435.49563202844,13435.495632028436,13435.495632028433,13435.49563202843,13435.495632028425
55,62,14529072.0,45177.95526011334,2.213468923598848e-05,0.014104179589600394,0.057533298098741845,0.1005303112250836,0.14309951778073648,0.18524517507215862,0.22697149695504107,0.26828265577307614,0.30918278196965165,0.34967596559922876,0.38976625495998324,0.42945765932033053,5226.460117222723,7142.930773803125,9040.333179170075,10918.857059638312,10918.857059638312,10918.857059638309,10918.857059638305,10918.8570596383,10918.857059638298,10918.857059638294
56,63,14532822.0,44835.921276926456,2.2303545271737772e-05,0.030858539588698615,0.07428765809784006,0.11728467122418182,0.1598538777798347,0.20199953507125684,0.2437258569541393,0.28503701577217433,0.3259371419687499,0.366430325598327,0.4065206149590815,0.4462120193194288,4472.381588701081,6388.852245281482,8286.254650648432,10164.77853111667,10164.77853111667,10164.778531116666,10164.77853111666,10164.778531116657,10164.778531116654,10164.778531116652
57,64,14533381.0,44412.01794836167,2.2516427899374238e-05,0.0077942731665306625,0.05165983958757902,0.09508895809672047,0.1380859712230622,0.18065517777871512,0.22280083507013723,0.2645271569530197,0.30583831577105475,0.3467384419676303,0.38723162559720736,0.42732191495796185,5460.590542442576,7357.992947809527,9236.516828277763,9236.516828277763,9236.51682827776,9236.516828277756,9236.516828277752,9236.516828277749,9236.516828277745,9236.516828277741
58,65,14534135.0,44172.85134055823,2.2638339379324356e-05,0.019689833165890402,0.06355539958693876,0.1069845180960802,0.14998153122242197,0.19255073777807485,0.23469639506949697,0.27642271695237947,0.3177338757704145,0.35863400196699,0.3991271855965671,0.4392174749573216,4933.66847625512,6831.07088162207,8709.594762090308,8709.594762090308,8709.594762090304,8709.594762090299,8709.594762090295,8709.594762090292,8709.59476209029,8709.594762090286
59,66,14535337.0,44014.12289464302,2.2719980184399186e-05,0.02764572316546219,0.07151128958651054,0.114940408095652,0.15793742122199375,0.20050662777764663,0.24265228506906877,0.2843786069519512,0.32568976576998626,0.36658989196656183,0.40708307559613893,0.4471733649568934,4582.833751339605,6480.236156706555,8358.760037174792,8358.760037174792,8358.760037174789,8358.760037174785,8358.760037174781,8358.760037174778,8358.760037174774,8358.76003717477
60,67,14536392.0,44009.72192245077,2.272225218241763e-05,0.027872912514667076,0.07173847893571543,0.11516759744485688,0.15816461057119863,0.20073381712685154,0.24287947441827365,0.2846057963011561,0.32591695511919117,0.36681708131576674,0.4073102649453438,0.44740055430609826,4572.833751339067,6470.236156706017,8348.760037174254,8348.760037174254,8348.76003717425,8348.760037174246,8348.760037174243,8348.76003717424,8348.760037174236,8348.760037174232
61,68,14537178.0,43996.521646017325,2.272906953976264e-05,0.02860464251462769,0.07247020893567604,0.1158993274448175,0.15889634057115926,0.20146554712681214,0.24361120441823428,0.28533752630111675,0.3266486851191518,0.3675488113157273,0.4080419949453044,0.4481322843060589,4540.632775616216,6438.035180983166,8316.559061451404,8316.559061451404,8316.559061451399,8316.559061451395,8316.559061451391,8316.559061451388,8316.559061451384,8316.559061451382
62,69,14545206.0,43689.63668888722,2.2888723179846385e-05,0.04419551251378854,0.08806107893483689,0.13149019744397833,0.1744872105703201,0.21705641712597298,0.2592020744173951,0.30092839630027757,0.3422395551183126,0.3831396813148882,0.4236328649444653,0.46372315430521976,3857.0459945510133,5754.448399917964,7632.9722803862005,7632.9722803862005,7632.972280386197,7632.972280386192,7632.972280386189,7632.972280386185,7632.972280386182,7632.972280386179
63,70,14546519.0,43397.90908792086,2.3042584793061714e-05,0.01478722177147484,0.059093622512986665,0.10295918893403502,0.14638830744317646,0.18938532056951823,0.23195452712517112,0.27410018441659323,0.31582650629947573,0.35713766511751077,0.3980377913140863,0.4385309749436634,5105.6934944627865,6984.217374931023,6984.217374931023,6984.21737493102,6984.217374931016,6984.217374931011,6984.217374931009,6984.217374931005,6984.217374931001,6984.217374930999
64,71,14547061.0,43358.870491642316,2.306333141664186e-05,0.01688464177136195,0.06119104251287378,0.10505660893392213,0.14848572744306357,0.19148274056940534,0.23405194712505822,0.27619760441648034,0.31792392629936284,0.3592350851173979,0.4001352113139734,0.4406283949435505,5014.70625948105,6893.230139949287,6893.230139949287,6893.2301399492835,6893.230139949279,6893.230139949275,6893.230139949272,6893.230139949269,6893.230139949265,6893.230139949262
65,72,14547919.0,42803.160880207826,2.3362760586739746e-05,0.0009610066823971248,0.04571267176981032,0.09001907251132216,0.13388463893237051,0.17731375744151195,0.2203107705678537,0.2628799771235066,0.30502563441492875,0.3467519562978112,0.38806311511584624,0.4289632413124218,5651.251038896445,5651.251038896445,5651.251038896441,5651.251038896437,5651.251038896434,5651.25103889643,5651.2510388964265,5651.251038896423,5651.25103889642,5651.251038896419
66,73,14548805.0,42513.10120948459,2.3522160735168905e-05,0.01631558668157069,0.061067251768983886,0.10537365251049571,0.14923921893154407,0.1926683374406855,0.23566535056702728,0.27823455712268014,0.3203802144141023,0.36210653629698475,0.4034176951150198,0.44431782131159536,4996.214383708538,4996.214383708538,4996.214383708534,4996.2143837085305,4996.214383708527,4996.214383708523,4996.21438370852,4996.214383708517,4996.214383708513,4996.214383708512
67,74,14559845.0,42598.20823528139,2.3475165774032805e-05,0.011738812739097432,0.05649047782651063,0.10079687856802245,0.14466244498907083,0.18809156349821227,0.231088576624554,0.2736577831802069,0.31580344047162906,0.3575297623545115,0.39884092117254655,0.4397410473691221,5190.995978719022,5190.995978719022,5190.995978719018,5190.995978719015,5190.99597871901,5190.995978719007,5190.995978719004,5190.995978719,5190.995978718997,5190.995978718996
68,75,14560442.0,42996.19946347658,2.3257869590298486e-05,0.035688353046173835,0.07999475378768567,0.12386032020873401,0.16728943871787547,0.2102864518442172,0.2528556583998701,0.29500131569129223,0.33672763757417473,0.3780387963922098,0.4189389225887853,0.4594321062183624,4202.789159880548,6081.313040348785,6081.313040348785,6081.313040348781,6081.313040348777,6081.313040348773,6081.313040348769,6081.313040348767,6081.313040348763,6081.313040348759
