,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,MKR-slippagemap_01,MKR-slippagemap_2,MKR-slippagemap_3,MKR-slippagemap_4,MKR-slippagemap_5,MKR-slippagemap_6,MKR-slippagemap_7,MKR-slippagemap_8,MKR-slippagemap_9,MKR-slippagemap_10,MKR-slippagemap_11,MKR-slippagemap_12,MKR-slippagemap_13,MKR-slippagemap_14,MKR-slippagemap_15,MKR-slippagemap_16,MKR-slippagemap_17,MKR-slippagemap_18,MKR-slippagemap_19,MKR-slippagemap_20
10,10,12461848.0,0.00022256764211972944,4493.01610277227,428.06533965222866,908.2645701719086,1385.5913804693682,1623.182993536723,2096.2333478625037,2566.45403933125,2800.5085518464766,3266.516462411243,3729.736815071903,3960.3068926142955,4419.377176905188,4875.701439795789,5102.838938864198,5555.074896508162,6004.605707080786,6228.361735257801,6673.865120990862,7116.703616641189,7337.12852226978,7775.999545447342,0.17306822682032857,0.2794864770327462,0.3324566512113954,0.4379214837686025,0.5427554490188937,0.594937042223696,0.698831782194148,0.8021050539445703,0.8535098003226679,0.9558578265233287,1.0575936373054386,1.1082331004451187,1.2090574401269623,1.3092786775461673,1.35916425840046,1.4584875944056515,1.557216800769656,1.6063597206380664,1.7042043966075249,1.8014637928843862
11,11,12462702.0,0.00026409859794933034,3786.4646301221896,277.80041140862164,719.3124563635629,1158.183479541125,1376.6335557406076,1811.572662956127,2243.9100857074063,2459.1080249483325,2887.572052844564,3313.473114160648,3525.4673340782692,3947.552681136486,4367.113232271469,4575.951426308163,4991.7530452188075,5405.067460074181,5610.7966081280765,6020.40806847881,6427.56932919776,6630.235723995428,7033.749161236497,0.21876491818844682,0.3345079972793741,0.39211964628498397,0.5068257623329273,0.6208457382260322,0.6775997030771718,0.7905981517536356,0.9029206735772121,0.9588297273051973,1.0701459313462298,1.1807962703713062,1.2358729880956685,1.3455319912697485,1.454535044831287,1.5087918155527822,1.6168182920096574,1.7241985819642875,1.7776476142819937,1.8840658644944113,1.9898475501136528
12,12,12464713.0,0.0002680361261654906,3730.8403695648885,395.3231416782767,832.8795978919042,1267.8187051074235,1484.3116555927625,1915.354067099629,2343.8180949958605,2557.0880410716504,2981.7133762295657,3403.7987232877827,3613.893657582644,4032.1974684594593,4447.999087370104,4654.96626790386,5067.0426502793725,5476.6541106301065,5680.540092716005,6086.481766146724,6489.995203387793,6690.845872849302,7090.744168163026,0.18852193145916696,0.30531134608578514,0.36344381472589177,0.479186893816819,0.5942376257222198,0.6515046588703722,0.7655246347634771,0.8788625702914337,0.9352770482910806,1.047599570114657,1.1592502083712375,1.2148248278836749,1.325475166908751,1.435463625750443,1.4902108878071936,1.599213941368732,1.7075649660719554,1.7614971885471025,1.8688774785017326,1.9756154452465575
13,13,12465341.0,0.0003483851642059456,2870.3862929388592,209.4396653159778,594.0428760057971,976.345494252535,1166.638389442746,1545.5158915437914,1922.1270428128219,2109.5869778703022,2482.824009449148,2853.8284393751715,3038.4975931056283,3406.1781264654633,3771.6592858948266,3953.579220548796,4315.785970266111,4675.8261004144715,4855.037727768481,5211.852195791434,5566.53229159498,5743.075935776986,6094.5783873089695,0.26247158976518475,0.39534089834559305,0.4614772061094112,0.593156113215882,0.7240473527780994,0.7891990721115679,0.9189176302776831,1.0478602510321275,1.1120420339243686,1.2398294309061255,1.366852440472732,1.4300787279213392,1.5559637173959422,1.6810956907062578,1.7433807082387072,1.8673916078013904,1.9906607038664077,2.0520184615521018,2.174183171031019,2.295617117783543
14,14,12465982.0,0.0002506168127830028,3990.1552848565375,452.6516196161082,904.8875772600718,1354.418387832695,1578.1744160097112,2023.6778017427723,2466.5162973930987,2686.9412030216895,3125.8122261992517,3562.0580479420537,3779.201409614254,4211.538832365533,4641.2901090686755,4855.200799502691,5281.101860818774,5704.455301302385,5915.181427794613,6334.7419789295955,6751.792811458442,6959.381791876934,7372.6962067323075,0.17135182618513226,0.28435027486159614,0.3405957723386079,0.4525818504131578,0.5638980544541904,0.6193062080328628,0.729625111203629,0.8392841143777091,0.8938673894342597,1.0025439386607429,1.1105704151176181,1.1643410894271884,1.2713997373899542,1.377817987602372,1.4307881617810212,1.5362529943382282,1.6410869595885194,1.6932685527933218,1.7971632927637737,1.900436564514196
15,15,12467176.0,0.00026209915607794415,3815.3499422280315,340.2697372908153,783.1082329411416,1223.2977817331498,1442.404161747295,1878.649983490097,2312.2862956476356,2528.130767913576,2957.8820446167188,3385.0626811265233,3597.6937963668174,4021.0472368504284,4441.868297637518,4651.333914477638,5068.384747006485,5482.940907958733,5689.288142280351,6100.130217568155,6508.514732770878,6711.79001140393,7116.515751543583,0.2019413828615506,0.31733776757305493,0.37477685047284587,0.48913938283482206,0.6028178243652427,0.6594017950420596,0.7720617705187184,0.8840478485932682,0.9397894331218636,1.0507722062129734,1.1610911093837395,1.216002850501069,1.3253333876143703,1.4340099368408532,1.4881041908225814,1.595807087607299,1.7028657355700647,1.7561546699971837,1.8622541599611315,1.9677189925183387
16,16,12468030.0,0.0002840126773565157,3520.9695894832153,244.70724033813488,670.6083016542186,1093.9617421378293,1304.687868630057,1724.2484197650397,2141.2992522938857,2348.888232712378,2762.202647567752,3173.0447228555563,3377.543255972381,3784.7045166913313,4189.430256830984,4390.884348730066,4791.984078118454,5190.684532355701,5389.139514484356,5784.267937034423,6177.032812083667,6372.533334335735,6761.779353927199,0.23339080020623404,0.35337632268507785,0.4130996690780641,0.5320102184747273,0.6502094795170654,0.7090437042704789,0.8261839968428891,0.9426235847272121,1.0005819281122448,1.1159783128237493,1.2306844288716925,1.2877799280855162,1.401458369615937,1.5144568182924008,1.5707023157694127,1.6826883938439625,1.794004597884995,1.8494127514636676,1.9597316546344337,2.0693906578085137
17,17,12469955.0,0.0002670996862708426,3743.92053379646,301.6442917426845,740.5153149202469,1176.7611366630488,1393.9044983352487,1826.241921086528,2255.9931977896704,2469.903888223686,2895.8049495397695,3319.1583900233804,3529.884516515608,3949.4450676505908,4366.495900179437,4574.0848805979285,4987.399295453303,5398.241370741107,5602.7399038579315,6009.901164576882,6414.626904716535,6616.080996615618,7017.180726004005,0.2132658516483643,0.32970543953268727,0.38766378291772,0.5030601676292243,0.6177662836771678,0.6748617828909915,0.7885402244214121,0.901538673097876,0.9577841705748877,1.0697702486494378,1.1810864526904703,1.2364946062691429,1.346813509439909,1.456472512613989,1.5110557876705397,1.6197323368970227,1.727758813353898,1.7815294876634684,1.8885881356262342,1.9950063858386518
18,18,12471330.0,0.00025240243432994694,3961.9269229898723,409.7827563601741,860.6641176199834,1308.8484159628401,1531.9342188759208,1976.1031580198771,2417.6152029748187,2637.3798461382357,3074.936302351863,3509.8754095673826,3726.3683600527215,4157.410771559588,4585.87479945582,4799.144745531609,5223.770080689525,5645.8554277477415,5855.950362042603,6274.254172919418,6690.055791830063,6897.0229723638195,7309.099354739332,0.18233946305135382,0.29567739857931036,0.35209187657895724,0.46441439840253373,0.5760650366591142,0.6316396561715515,0.7422899951966277,0.8522784540383197,0.9070257160950702,1.0160287696566088,1.124379794359832,1.1783120168349792,1.2856923067896093,1.3924302735344343,1.445559589319733,1.5513412749389743,1.6564902009644946,1.7088285613058805,1.813035442914599,1.9166189828442242
19,19,12473204.0,0.0002474790075137606,4040.7467689735136,1054.6851713646029,1511.009434255204,1964.6040701145503,2190.3828909675767,2639.9137015402002,3086.7555326302972,3309.1731154502772,3752.0116111006037,4192.201159892612,4411.307539906757,4847.553361649559,5281.189673807097,5497.034146073038,5926.785422776181,6353.9660592859855,6566.59717452628,6989.9506150098905,7410.771675796979,7620.237292637101,8037.288125165946,9.278692508485301,13.977718894078894,16.316680852370666,20.97360774960782,25.60267812819611,27.906819185957257,32.49441692560233,37.05457280471567,39.32441144126409,43.843712076646085,48.335979510532944,50.57202628740553,55.02404667610702,59.44943632685105,61.65219435566984,66.03793611910224,70.3974434153622,72.56740837800074,76.88785812542446,81.18246406126379
20,20,12473767.0,0.00025099300126389554,3984.17483740351,15335.062910908831,24334.087415830778,24783.618226403403,25007.37425458042,25452.87764031348,25895.716135963805,26116.141041592397,26555.01206476996,26991.25788651276,27208.40124818496,27640.73867093624,28070.489947639384,28284.4006380734,28710.30169938948,29133.65513987309,29344.381266365323,29763.941817500305,30180.99265002915,30388.581630447643,30801.896045303016,7.190510784073367,11.56821848719816,13.747242628283438,18.085729770114465,22.398265115695185,24.544849458917223,28.818748064319337,33.067081280703974,35.18170875104208,39.39198041645203,43.57706741247547,45.660213666997905,49.80780572124478,53.93058792900616,55.98272176140659,60.06856732213964,64.12997225823153,66.15155543224522,70.17657355249422,74.177515181022
21,21,12474507.0,0.0002489931672451309,4016.17446399849,9571.12374783092,27196.768597127782,36195.793102049734,36420.89564245652,36869.07994079937,37314.58332653243,37536.33468285641,37977.84672781135,38416.717750988915,38635.167827188394,39070.10693440391,39502.4443571552,39717.64229639612,40146.10632429235,40572.007385608435,40784.00160552606,41206.08695258427,41625.64750371926,41834.48569775595,42250.287316666596,8.602795236418094,12.954316649153132,15.120306519334399,19.43284186491512,23.719580728829627,25.85332481353927,30.10165802992391,34.32457890033992,36.42655716567196,40.61164416169541,44.771697047413205,46.84238247046472,50.965164678226095,55.06328554102456,57.10314407135958,61.16454900745147,65.2016599030466,67.21115030171416,71.21209193024194,75.18910091466623
22,22,12475041.0,0.00024428276084055816,4093.616743805732,11274.02611993965,29059.00939497569,46737.60820918237,55537.212017790975,64536.23652271292,64985.76733328554,65209.52336146256,65655.02674719562,66097.86524284595,66318.29014847454,66757.1611716521,67193.4069933949,67410.5503550671,67842.88777781838,68272.63905452153,68486.54974495554,68912.45080627162,69335.80424675523,69546.53037324746,69966.09092438244,8.130642197099629,12.443177542680349,14.589761885902387,18.8636604913045,23.11199370768914,25.226621178027248,29.436892843437192,33.62197983946064,35.70512609398307,39.85271814822995,43.97550035599133,46.02763418839175,50.11347974912481,54.174884685216696,56.196467859230374,60.22148597947939,64.22242760800717,66.21391471984259,70.17901112555612,74.1203895051803
23,23,12475606.0,0.0002542261983426273,3933.504912236755,5534.613946773993,5984.144757346617,6430.986588436714,6653.404171256694,7096.24266690702,7536.432215699028,7755.538595713173,8191.784417455975,8625.420729613514,8841.265201879454,9271.016478582596,9698.197115092402,9910.828230332696,10334.181670816306,10755.002731603396,10964.468348443517,11381.519180972364,11796.075341924612,12002.422576246228,12413.264651534033,7.5355805305410355,11.939632046255324,14.131769081822288,18.496363890465396,22.834851032296424,24.994352926644464,29.293970721099182,33.567869326501295,35.69522200166592,39.93083001322404,44.14110167863399,46.23678383289638,50.40933492917986,54.55692698342674,56.621410004789674,60.731843023588546,64.8176885843216,66.85143698247795,70.90067669442718,74.92569481467618
