,index,blocknum,p0vs1,p1vs0,DAI-slippagemap_01,DAI-slippagemap_2,DAI-slippagemap_3,DAI-slippagemap_4,DAI-slippagemap_5,DAI-slippagemap_6,DAI-slippagemap_7,DAI-slippagemap_8,DAI-slippagemap_9,DAI-slippagemap_10,DAI-slippagemap_11,DAI-slippagemap_12,DAI-slippagemap_13,DAI-slippagemap_14,DAI-slippagemap_15,DAI-slippagemap_16,DAI-slippagemap_17,DAI-slippagemap_18,DAI-slippagemap_19,DAI-slippagemap_20,MKR-slippagemap_01,MKR-slippagemap_2,MKR-slippagemap_3,MKR-slippagemap_4,MKR-slippagemap_5,MKR-slippagemap_6,MKR-slippagemap_7,MKR-slippagemap_8,MKR-slippagemap_9,MKR-slippagemap_10,MKR-slippagemap_11,MKR-slippagemap_12,MKR-slippagemap_13,MKR-slippagemap_14,MKR-slippagemap_15,MKR-slippagemap_16,MKR-slippagemap_17,MKR-slippagemap_18,MKR-slippagemap_19,MKR-slippagemap_20
329,329,12694973.0,0.0004681992168675908,2135.8429573853928,14782.478555882497,30914.23964472442,46949.50509196107,54931.13210918096,70822.73451516104,86619.27771488142,94482.07966576044,94807.09884074579,95130.17383911838,95290.9859053595,95611.16641619294,95929.43169188223,96087.84969947887,96403.26357640007,96716.79073721198,96872.85032286453,97183.56853529585,97492.42811178925,97646.1643912295,97952.25683859806,12.045926615505172,19.568654896421922,23.313127609033824,30.768458407828902,38.17919339240155,41.867920915148396,49.212261797738556,56.512670858781426,60.146483132093316,67.38148648800458,74.57321193731939,78.15292637673313,85.28022000754558,92.36487991672864,95.89710729003029,102.92985280468942,109.92053034091315,113.4001722702157,120.32821914174686,127.21482411085343
330,330,12695562.0,0.00046109064352138027,2168.7709652118133,11219.3359693742,27496.931105651955,43677.157775418746,51730.93999791217,67766.20544514882,83705.55179123038,91639.43486834879,107435.97806806918,115461.53335735218,115623.79919393355,115946.87419230613,116268.01663660626,116427.86676938068,116746.13204506999,117062.493538985,117219.96392958783,117533.49109039974,117845.14280612809,118000.26888848361,118309.12846497701,13.640372492842936,21.095703291638014,24.806628576626313,32.195165798957504,39.539506681547664,43.195186278703645,50.473728015902424,57.7087313718137,61.30998750297166,68.48017126054224,75.6074648913547,79.15510800505061,86.2243521738394,93.25709768849853,96.75767924035922,103.72741715402482,110.65546402555597,114.10393110457292,120.96990844363282,127.79481522517789
331,331,12696084.0,0.0004570967532268842,2187.720636693389,15036.507261276227,31363.005975896325,47591.84363563833,55669.82250198682,71753.26317734977,87740.49718893679,95698.21651779846,111542.21808371585,127291.44474551626,127454.19808392024,127778.24371347312,128100.35098511532,128260.68136317434,128579.90281823033,128897.21477923471,129055.15826555308,129369.62736759575,129682.21540262036,129837.80753269617,130147.595033911,11.867698059932023,19.300697619755034,23.00050731933938,30.366913316468388,37.68925532183236,41.33398478571926,48.590724636636764,55.80405654610038,59.39452586425721,66.54323233129533,73.64917704817933,77.18619384366647,84.24006816773297,91.25174828348794,94.74184426785098,101.69070535076982,108.59800014770164,112.03613803779125,118.88154928599326,125.68601300031078
332,332,12696597.0,0.0004567312403242973,2189.47142588705,16130.791178697258,32457.289893317356,48686.12755305936,56764.10641940785,72847.54709477081,88834.78110635783,96792.5004352195,112636.50200113689,128385.7286629373,128548.48200134128,128872.52763089414,129194.63490253636,129354.96528059538,129674.18673565137,129991.49869665573,130149.4421829741,130463.91128501677,130776.49932004139,130932.0914501172,131241.87895133204,11.367698059905111,18.800697619728123,22.50050731931247,29.866913316441476,37.18925532180545,40.833984785692344,48.09072463660985,55.30405654607347,58.894525864230296,66.04323233126843,73.14917704815242,76.68619384363957,83.74006816770606,90.75174828346103,94.24184426782406,101.1907053507429,108.09800014767474,111.53613803776435,118.38154928596634,125.18601300028386
333,333,12697630.0,0.000446972111486065,2237.2760498977495,12976.185973677462,29499.773104326938,45924.520285565115,54100.01372023117,70377.60885650892,86557.83552627571,94611.61774876915,110646.88319600579,126586.22954208734,134520.11261920576,150316.65581892614,158342.21110820913,158504.4769447905,158827.5519431631,159148.69438746324,159308.54452023766,159626.80979592694,159943.17128984196,160100.6416804448,160414.1688412567,12.72740021725188,20.071741099842036,23.727420696998013,31.0059624341968,38.24096579010807,41.84222192126603,49.012405678836615,56.13969930964907,59.68734242334498,66.75658659213379,73.7893321067929,77.28991365865359,84.2596515723192,91.18769844385035,94.6361655228673,101.50214286192718,108.32704964347226,111.72417837547643,118.48793951969093,125.21124170758246
334,334,12698170.0,0.0004412434867414731,2266.3224048583074,14242.562162358456,30865.58357581414,47389.17070646362,55613.862170340704,71989.41132236784,88267.0064586456,96369.2542620639,112501.01535090581,128536.28079814247,136517.90781536236,152409.51022134244,168206.05342106282,176068.85537194184,176393.8745469272,176716.94954529978,176877.7616115409,177197.94212237434,177516.20739806362,177674.62540566028,177990.03928258148,12.126680778766985,19.427089839809856,23.060902113121745,30.29590546903302,37.48763091834781,41.06734535776156,48.19463898857401,55.27929889775708,58.811526271058725,65.84427178571785,72.83494932194158,76.31459125124414,83.24263812277529,90.12924309188185,93.55708254085214,100.3819893223972,107.16607128929833,110.54287919861588,117.2661813865074,123.94926659621035
335,335,12699113.0,0.00043974588113773186,2274.040628675706,10681.842493473878,27354.805623621083,43928.03515131038,52177.43662755234,68602.18380879052,84928.68252341062,93055.27237973432,109235.49904950112,125318.93972486407,133324.5467192312,149263.89306531276,165107.89463123016,172994.31934215155,181019.87463143453,181343.9202609874,181505.2154663885,181826.35791068865,182145.57936574463,182304.47331915234,182620.83481306737,13.673025879421823,20.951567616620608,24.574495194226223,31.78782710368984,38.958010861260426,42.527002888884795,49.63294760576879,56.70219177455759,60.22383872532243,67.23551884107741,74.205256754743,77.67447590835927,84.5817707052911,91.44774804435099,94.86531984358272,101.66978355790023,108.43354470211473,111.80023809715115,118.50340162776838,125.16646857098527
336,336,12700047.0,0.0004445650872474645,2249.38941155169,12093.60942521012,28666.83895289942,45140.93189301847,53340.987610379554,69667.48632499966,85896.32398474166,93974.30285109015,110057.74352645311,126044.97753804013,134002.6968669018,149846.6984328192,165595.9250946196,165758.67843302357,166082.72406257642,166404.83133421864,166565.16171227768,166884.38316733367,167201.69512833803,167359.6386146564,167674.10771669907,13.09887209646902,20.42121410183299,24.065943565719888,31.322683416637393,38.53601532610101,42.12648464425784,49.27519111129597,56.38113582817996,59.918152623667105,66.9720269477336,73.98370706348857,77.4738030478516,84.42266413077044,91.32995892770228,94.76809681779189,101.61350806599388,108.4179717803114,111.80492501520837,118.54842631956232,125.25158985017956
337,337,12700560.0,0.0004459007181734895,2242.6516918300263,16329.21569907356,32852.80282972304,49277.55001096121,57453.04344562726,73730.63858190502,89910.8652516718,97964.64747416523,113999.91292140189,129939.25926748345,137873.14234460186,153669.68554432224,161695.24083360523,161857.50667018662,162180.5816685592,162501.72411285932,162661.57424563376,162979.83952132304,163296.20101523807,163453.6714058409,163767.1985666528,11.230458338190916,18.574799220781074,22.23047881793705,29.509020555135834,36.74402391104711,40.34528004220507,47.51546379977565,54.642757430588105,58.19040054428402,65.25964471307282,72.29239022773194,75.79297177959263,82.76270969325823,89.69075656478938,93.13922364380633,100.00520098286621,106.8301077644113,110.22723649641547,116.99099764062996,123.71429982852149
338,338,12701213.0,0.0004463021893815654,2240.6343141307143,15114.498431505921,31741.39878725597,48268.84119982244,56495.451658101185,72874.82196202948,89156.21500607654,97260.35325653681,113395.87871242648,129434.8853359035,137418.37477523534,153313.68538002943,161388.4025989497,161550.6684355311,161873.74343390364,162194.8858782038,162354.7360109782,162673.0012866675,162989.3627805825,163146.83317118537,163460.36033199728,11.888128676486959,19.278389826681174,22.956926449138635,30.28097704678966,37.56121704075068,41.184989916147124,48.400005029203726,55.5718618462914,59.14168649046757,66.25509459607129,73.33173986969705,76.8541727292795,83.86741709626874,90.83871017756758,94.30870325567801,101.2175393544679,108.08504852537216,111.5033827925692,118.30936464323753,125.07463498494509
339,339,12701715.0,0.0004525940456778966,2209.4855412916386,12237.257849055817,28764.70026162228,45193.27991202653,53370.68102382933,69652.07406787638,85836.07596603844,93891.73777422632,109930.74439770334,125873.81010068316,133809.54444182926,141884.26166074953,142208.3072903024,142369.6024957035,142690.74494000364,143009.96639505963,143168.86034846734,143485.22184238237,143799.69094442503,143956.2193937971,144267.87110952544,13.21978254621342,20.654516372416346,24.355189419409594,31.72331414506802,39.04736474271904,42.692944564621776,49.951377612076506,57.16639272513311,60.75769976667163,67.90807418639696,75.02148229200067,78.56511204478528,85.6205604252089,92.63380479219812,96.1246794833749,103.0750909516074,109.98392705039728,113.42283199440507,120.26977048849858,127.07575233916691
340,340,12702300.0,0.0004614596451674018,2167.0367289370106,10280.90856956859,26660.27887349689,42941.67191754394,51045.81016800421,67181.33562389389,83220.34224737089,91203.83168670273,107099.14229149683,115173.8595104171,115336.12534699848,115659.20034537105,115980.3427896712,116140.19292244561,116458.4581981349,116774.81969204992,116932.29008265276,117245.81724346467,117557.46895919301,117712.59504154853,118021.45461804193,14.190906988793962,21.692852016262574,25.42697974853233,32.861713574735255,40.25197472492947,43.930511347386926,51.25456194503795,58.534801938998974,62.158574814395415,69.37358992745202,76.54544674453969,80.11527138871587,87.22867949431958,94.30532476794534,97.8277576275278,104.84100199451703,111.81229507581587,115.2822881539263,122.1911242527162,129.05863342362045
341,341,12702835.0,0.00047299904641046145,2114.169167123891,9150.959254421168,25334.961152583215,41422.15485773525,49429.62958424813,65372.695287227936,81220.39350889034,81383.14684729432,81707.19247684718,82029.2997484894,82189.6301265484,82508.85158160441,82826.16354260877,82984.10702892714,83298.57613096981,83611.16416599443,83766.75629607023,84076.54379728506,84384.4782343594,84537.75401777809,84842.92961021057,14.838522751321399,22.43102891154679,26.210233861036055,33.734717371831636,41.21419153493689,44.93713418194361,52.34959840813306,59.71772313379149,63.38524115760523,70.68735355334525,77.94578660079998,81.55870521897565,88.7521087553951,95.90248317512042,99.46161506035699,106.55952103350874,113.61496941393236,117.12685125307495,124.11908847209837,131.06949994033087
342,342,12703390.0,0.00048284338311727055,2071.064935267271,13605.029056214447,29595.993222059147,45491.30382685325,53403.26770736953,53728.2868823549,54051.36188072747,54212.17394696859,54532.35445780203,54850.61973349133,55009.03774108797,55324.45161800918,55637.97877882108,55794.03836447363,56104.756576904954,56413.61615339835,56567.3524328386,56873.44488020716,57177.706366328006,57329.15392475759,57630.68947680251,12.810476608119865,20.494637010972372,24.319463386586648,31.934780085125325,39.504543995419134,43.2724289095816,50.774373937050214,58.231444316326694,61.94323549552289,69.3334966457171,76.6795512919883,80.33608386582559,87.6163238597866,94.85301535335873,98.45511184823965,105.62696866532733,112.75592519474007,116.31020141510722,123.38684668873297,130.42116138745803
343,343,12703964.0,0.0004969010479634065,2012.4731153186126,15061.927357322289,15386.946532307655,15710.021530680227,15870.83359692135,16191.014107754787,16509.279383444085,16667.697391040725,16983.111267961936,17296.638428773844,17452.698014426383,17763.41622685771,18072.275803351105,18226.012082791356,18532.104530159915,18836.366016280765,18987.813574710355,19289.349126755267,19589.080974486405,19738.273882070498,20035.32037858902,12.178900594233436,19.979186494783225,23.86181471449804,31.592216390433848,39.27637679328635,43.10120316890063,50.71651986743931,58.28628377773312,62.05416869189558,69.55611371936419,77.01318409864068,80.72497527783688,88.11523642803108,95.4612910743023,99.11782364813958,106.3980636421006,113.6347551356727,117.23685163055364,124.40870844764132,131.53766497705405
344,344,12705039.0,0.0004958587027246202,2016.7035377321176,9973.215766118241,18047.932985038515,18371.97861459137,18533.273819992464,18854.416264292606,19173.637719348597,19332.531672756322,19648.893166671336,19963.36226871401,20119.89071808608,20431.542433814426,20741.32993502926,20895.528092663342,21202.54015552229,21507.715747954768,21659.618305593,21962.059779832598,22262.692128978182,22412.333263798642,22710.27219533082,14.68337942490323,22.460300760954986,26.33129905075325,34.038545458527885,41.69968921535758,45.513058714475406,53.1055648747008,60.65265473835253,64.40925333498565,71.8887274980909,79.32346132429382,83.02413437128708,90.3922590969455,97.71630969459652,101.36188951649926,108.62032256395398,115.83533767701059,119.42664471854911,126.57701913827444,133.69042724387816
345,345,12705543.0,0.0004938793282687404,2024.786102114114,15271.012021847586,23345.729240767858,23669.774870320714,23831.07007572181,24152.21252002195,24471.43397507794,24630.32792848567,24946.68942240068,25261.15852444335,25417.686973815427,25729.33868954377,26039.126190758605,26193.32434839269,26500.336411251632,26805.51200368411,26957.414561322348,27259.856035561945,27560.488384707525,27710.12951952799,28008.068451060168,12.061495941593114,19.838417277644872,23.709415567443134,31.41666197521777,39.077805732047466,42.89117523116529,50.48368139139068,58.03077125504242,61.78736985167553,69.26684401478079,76.7015778409837,80.40225088797696,87.77037561363538,95.0944262112864,98.74000603318915,105.99843908064386,113.21345419370047,116.804761235239,123.95513565496432,131.06854376056805
346,346,12707081.0,0.000502748639557784,1989.0655514843293,317.62605793741176,640.701056309985,961.8435006101248,1121.6936333845456,1439.958909073843,1756.3204029888545,1913.7907935916937,2227.3179544036,2538.969670131945,2694.0957524874666,3002.9553289808628,3309.967391839807,3462.7840557896743,3767.045541910522,4069.487016150118,4220.028652385024,4519.760500116163,4817.6994316483415,4965.999904218777,5261.269548057763,7.930919686460965,15.72938588159829,19.61110831456572,27.339706823909545,35.02207472858458,38.84600871944982,46.45954904734554,54.0275470688335,57.794552940198905,65.29474806236215,72.75007886115723,76.46100414614553,83.84954136847672,91.19388225106688,94.84956184822286,102.12810358542164,109.36310694133292,112.96436307249087,120.13454683006145,127.26184046087391
347,347,12707659.0,0.0004982942508125309,2006.8463530722565,11400.562800642798,11774.279833222941,12097.354831595514,12258.166897836636,12578.347408670073,12896.612684359372,13055.030691956013,13370.444568877223,13683.971729689129,13840.031315341668,14150.749527772996,14459.609104266392,14613.345383706643,14919.437831075204,15223.699317196051,15375.14687562564,15676.682427670552,15976.414275401692,16125.607182985786,16422.653679504307,14.000134493620912,21.800107112650917,25.682579395046908,33.41267059621084,41.09652238147164,44.92119514125245,52.53620598715709,60.10566587434553,63.87339945960451,71.3750431877657,78.8318140700274,82.543456173203,89.93342050962984,97.27918011759176,100.93556583475014,108.21551343370426,115.45191428130029,119.05386610580905,126.22543488086443,133.35410509124162
348,348,12708391.0,0.0005131608263601034,1948.7068159373957,247.45593346132014,567.6364442947591,885.9017199840564,1044.319727580698,1359.7336045019072,1673.2607653138139,1829.3203509663538,2140.0385633976803,2448.8981398910764,2602.6344193313275,2908.726866699888,3212.9883528207356,3364.435911250325,3665.9714632952373,3965.703311026377,4114.896218610471,4411.942715128991,4707.212358967977,4854.184185308159,5146.808455620014,0.28515849737507976,4.344430006499358,8.285575459776435,16.132486160436947,23.932458779466952,27.81493106186294,35.54502226302687,43.22887404828767,47.05354680806848,54.668557653973124,62.23801754116157,66.00575112642053,73.50739485458173,80.96416573684344,84.67580784001902,92.06577217644588,99.41153178440779,103.06791750156617,110.3478651005203,117.58426594811633
349,349,12708968.0,0.0005066852148069053,1973.6119602011556,267.2302850923193,589.337556734535,909.518067567974,1068.8893898495432,1386.201350853913,1701.615227775122,1858.6139392149562,2171.2019742395687,2481.920186670895,2636.581605530208,2944.5160426045422,3250.6084899731027,3402.967418455714,3706.31753452354,4007.8530865684525,4157.94379947913,4456.777841883686,4753.824338402206,4901.68060074276,5196.065808581374,4.170085089067438,12.040570762741515,15.958141243005025,23.75811386203503,31.511428964001297,35.37067734559495,43.05452913085575,50.69241823406146,54.4942127365412,62.06367262372965,69.58785393000863,73.33304993714981,80.78982081941152,88.20198734009534,91.89142725901395,99.23718686697588,106.53900598925155,110.17352018308837,117.4099210306844,124.60303565969443
350,350,12709507.0,0.0004989424221506505,2004.2392781306944,9679.89817341093,10053.615205991073,10376.690204363646,10537.502270604768,10857.682781438207,11175.948057127503,11334.366064724147,11649.779941645354,11963.307102457262,12119.366688109802,12430.084900541127,12738.944477034524,12892.680756474776,13198.773203843335,13503.034689964183,13654.482248393773,13956.017800438685,14255.749648169825,14404.94255575392,14701.989052272438,14.858141261841581,22.658113880871586,26.540586163267577,34.270677364431506,41.954529149692306,45.779201909473116,53.39421275537776,60.9636726425662,64.73140622782518,72.23304995598636,79.68982083824808,83.40146294142366,90.7914272778505,98.13718688581243,101.79357260297081,109.07352020192494,116.30992104952097,119.91187287402971,127.08344164908509,134.21211185946228
351,351,12710074.0,0.0005158876621323458,1938.406504754634,267.0632551754295,586.2847102314194,903.5966712357891,1061.5401575541591,1376.0092595968324,1688.597294621445,1844.1894246972495,2153.976925912084,2461.911362986418,2615.187146405112,2920.3627388375903,3223.712854905416,3374.706770715423,3675.3391198610057,3974.173162265562,4122.919186213646,4419.075921124637,4713.461128963249,4859.992718029508,5151.740474462284,0.2755135047838402,0.46385248317485533,4.416838450187937,12.287324123862014,20.11073051263262,24.00486722315553,31.758182325121798,39.46511918810554,43.301282491976245,50.93917159518196,58.53137281890898,62.31042598485015,69.83460729112915,77.31378105742037,81.03657418053203,88.44874070121584,95.81656950216825,99.48394022809637,106.78575935037205,114.04390087864846
352,352,12712684.0,0.000504057421261611,1983.9009561590992,274.6329826128815,597.7079809854548,918.8504252855946,1078.7005580600153,1396.9658337493127,1713.3273276643242,1870.7977182671634,2184.32487907907,2495.9765948074146,2651.1026771629363,2959.9622536563325,3266.9743165152768,3419.790980465144,3724.052466585992,4026.493940825588,4177.035577060494,4476.767424791633,4774.706356323811,4923.006828894247,5218.276472733233,8.050291375833778,15.897202076494288,19.803037985001385,27.579646977920284,35.30973817908421,39.15742666047431,46.81826272412582,54.433273570030465,58.22368029127774,65.77046704247789,73.27211077063907,77.00608852978912,84.44052375607637,91.83048809250322,95.508876974537,102.83263341762351,110.11258101657764,113.73620835101723,120.95093368868243,128.1225024637378
353,353,12713192.0,0.00048774456554097605,2050.25349465629,8096.864265680613,24039.289650098126,39886.3513834257,40097.80257942447,40421.848208977324,40743.955480619545,40904.28585867856,41223.50731373455,41540.81927473892,41698.76276105729,42013.231863099965,42325.81989812457,42481.41202820038,42791.199529415215,43099.13396648955,43252.40974990824,43557.585342340724,43860.935458408545,44011.929374218555,44312.56172336414,15.50952869195125,23.216465554934995,27.0526288588057,34.69051796201141,42.28271918573843,46.0617723516796,53.58595365795859,61.06512742424982,64.78792054736148,72.20008706804529,79.5679158689977,83.23528659492582,90.5371057172015,97.79524724547791,101.40802075863436,108.60113538764439,115.75122262813119,119.31021156857568,126.40783293537973,133.46299841188736
354,354,12714319.0,0.0004850209653495385,2061.7665450385907,15516.98227065355,31459.40765507106,47306.46938839864,47517.920584397405,47841.96621395026,48164.073485592475,48324.403863651496,48643.62531870748,48960.937279711856,49118.88076603023,49433.3498680729,49745.93790309751,49901.530033173316,50211.31753438815,50519.25197146249,50672.52775488118,50977.703347313654,51281.05346338148,51432.04737919149,51732.679728337076,11.90030545125598,19.607242314239723,23.443405618110432,31.081294721316144,38.67349594504316,42.45254911098433,49.97673041726332,57.45590418355455,61.17869730666621,68.59086382735002,75.95869262830243,79.62606335423055,86.92788247650623,94.18602400478264,97.7987975179391,104.99191214694912,112.14199938743592,115.70098832788042,122.79860969468446,129.8537751711921
355,355,12715069.0,0.0004892588439003299,2043.9078669035084,11879.92803567176,27774.60023988322,35897.69754957529,36059.96338615667,36383.038384529245,36704.18082882938,36864.0309616038,37182.2962372931,37498.65773120811,37656.12812181095,37969.65528262286,38281.3069983512,38436.43308070672,38745.29265720012,39052.304720059066,39205.12138400893,39509.38287012978,39811.82434436938,39962.36598060428,40262.09782833542,13.690555408168166,21.420646609332096,25.26833509072219,32.92917115437371,40.544182000278354,44.33458872152563,51.88137547272577,59.383019200886956,63.116996960037014,70.55143218632425,77.94139652275109,81.61978540478489,88.9435418478714,96.22348944682552,99.8471167812651,107.0618421189303,114.23341089398568,117.80309216391838,124.91621480810926,131.9925763278824
356,356,12715624.0,0.0004987927693555621,2004.8406100433158,10031.796134887321,10405.513167467465,10728.588165840038,10889.40023208116,11209.580742914599,11527.846018603896,11686.264026200537,12001.677903121747,12315.205063933654,12471.264649586194,12781.98286201752,13090.842438510916,13244.578717951166,13550.671165319727,13854.932651440575,14006.380209870165,14307.915761915077,14607.647609646217,14756.84051723031,15053.88701374883,14.682577024745108,22.482549643775112,26.3650219261711,34.09511312733503,41.77896491259583,45.60363767237664,53.218648518281285,60.78810840546973,64.55584199072871,72.0574857188899,79.5142566011516,83.2258987043272,90.61586304075404,97.96162264871595,101.61800836587433,108.89795596482845,116.13435681242449,119.73630863693324,126.90787741198862,134.03654762236582
357,357,12717296.0,0.000497497657284997,2010.0597165769948,13529.217611421518,13902.934644001662,14226.009642374234,14386.821708615356,14707.002219448794,15025.267495138092,15183.685502734734,15499.099379655943,15812.626540467849,15968.686126120389,16279.404338551716,16588.26391504511,16742.00019448536,17048.092641853924,17352.35412797477,17503.80168640436,17805.337238449272,18105.06908618041,18254.261993764507,18551.308490283027,12.94022767549733,20.740200294527334,24.622672576923325,32.35276377808725,40.03661556334805,43.86128832312887,51.47629916903351,59.045759056221954,62.81349264148093,70.31513636964212,77.77190725190383,81.4835493550794,88.87351369150625,96.21927329946817,99.87565901662656,107.15560661558068,114.39200746317671,117.99395928768547,125.16552806274083,132.29419827311804
358,358,12718686.0,0.0004977464558683805,2009.0549881573259,12871.860285562754,13245.577318142898,13568.65231651547,13729.464382756592,14049.644893590032,14367.910169279328,14526.32817687597,14841.74205379718,15155.269214609087,15311.328800261626,15622.047012692952,15930.906589186348,16084.642868626599,16390.73531599516,16694.99680211601,16846.444360545596,17147.97991259051,17447.71176032165,17596.904667905743,17893.951164424263,13.267359218332867,21.06733183736287,24.94980411975886,32.67989532092279,40.36374710618359,44.188419865964406,51.80343071186905,59.37289059905749,63.140624184316465,70.64226791247765,78.09903879473936,81.81068089791495,89.20064523434179,96.54640484230372,100.20279055946209,107.48273815841621,114.71913900601224,118.321090830521,125.49265960557638,132.62132981595357
359,359,12719338.0,0.0004707342041975039,2124.3410635621335,15708.261007556011,31891.612910477445,47978.16050847941,55985.313632183876,71927.7390166014,87774.80074992897,87986.25194592772,88310.2975754806,88632.4048471228,88792.73522518182,89111.95668023781,89429.26864124219,89587.21212756056,89901.68122960323,90214.26926462784,90369.86139470365,90679.64889591848,90987.58333299281,91140.8591164115,91446.03470884399,11.743486348310249,19.335687572037266,23.114740737978437,30.638922044257427,38.11809581054866,41.84088893366031,49.25305545434413,56.62088425529653,60.28825498122466,67.59007410350033,74.84821563177674,78.4609891449332,85.65410377394322,92.80419101443002,96.36317995487452,103.46080132167857,110.5159667981862,114.02770782060516,121.0196646703049,127.96979744631035
360,360,12720027.0,0.0004735669575496078,2111.633812406024,15576.517861207956,31711.39526880789,47749.75772046418,55732.9265203045,71627.59872451596,79750.69603420803,79912.96187078941,80236.03686916198,80557.17931346213,80717.02944623654,81035.29472192583,81351.65621584085,81509.1266064437,81822.6537672556,82134.30548298394,82289.43156533946,82598.29114183286,82905.30320469181,83058.11986864168,83362.38135476252,11.81887703184461,19.43388787774925,23.224294598996522,30.771081350196667,38.27272507835786,42.006702837507916,49.44113806379515,56.831102400221994,60.50949128225579,67.83324772534229,75.11319532429643,78.736822658736,85.9515479964012,93.12311677145658,96.69279804138928,103.80592068558016,110.8822822053533,114.40457382514546,121.41753698048264,128.38855053225964
361,361,12720735.0,0.00047665501368390317,2097.9533861845757,14884.932987387407,30971.480585389367,46961.80250893417,54921.05909351135,70768.12082683893,71141.83785941907,71303.61765239056,71625.72492403277,71945.9054348662,72105.27675714777,72422.58871815214,72738.00259507335,72895.0013065132,73207.58934153781,73518.30755396913,73672.96897282844,73980.90340990278,74286.99585727134,74439.35478575395,74742.70490182177,12.161738223233451,19.799627326439165,23.601421828918905,31.170881716107353,38.69506302238634,42.44025902952751,49.897029911789225,57.309196432473044,60.99863635139165,68.34439595935358,75.64621508162925,79.28072927546607,86.5171301230621,93.71024475207213,97.29065072262624,104.41932093300343,111.51694229980748,115.04981615652295,122.08384879873408,129.07580564843383
362,362,12721261.0,0.0004708283557456855,2123.916259071156,15338.048658949418,31521.400561870847,47607.94815987281,55615.101283577285,71557.5266679948,87404.58840132237,87616.03959732114,87940.085226874,88262.1924985162,88422.52287657523,88741.74433163121,89059.05629263559,89216.99977895396,89531.46888099663,89844.05691602125,89999.64904609705,90309.43654731188,90617.37098438622,90770.64676780491,91075.82236023739,11.917785290358557,19.509986514085572,23.289039680026747,30.813220986305737,38.29239475259696,42.01518787570862,49.42735439639244,56.79518319734484,60.462553923272964,67.76437304554864,75.02251457382505,78.6352880869815,85.82840271599153,92.97848995647833,96.53747889692283,103.63510026372687,110.69026574023451,114.20200676265347,121.19396361235322,128.14409638835866
363,363,12721807.0,0.0004661437683866995,2145.260899788386,12805.198058108941,29085.937195411803,45269.28909833323,53324.62736838338,69362.98982003967,85305.41520445718,93240.83082409145,101363.92813378353,101687.97376333638,101849.26896873748,102170.41141303761,102489.6328680936,102648.52682150133,102964.88831541635,103279.35741745902,103435.88586683109,103747.53758255944,104057.32508377427,104211.52324140836,104518.5353042673,13.069035057310488,20.61582180851063,24.37226952953065,31.85144329582188,39.285878522109115,42.98640293961735,50.35423174056976,57.67798818365626,61.323421588773556,68.58156311704997,75.79628845471517,79.38745125921645,86.53753849970325,93.65066114389413,97.19414880695179,104.24931428345943,111.2622774387966,114.75301215557812,121.70314493158357,128.61170400520345
364,364,12722344.0,0.00047285717507175183,2114.8034813012173,9504.810641179385,25688.16254410082,41774.71014210278,49781.86326580725,65724.28865022476,81571.35038355234,81782.8015795511,82106.84720910396,82428.95448074618,82589.2848588052,82908.50631386119,83225.81827486555,83383.76176118392,83698.2308632266,84010.81889825121,84166.41102832701,84476.19852954186,84784.13296661619,84937.40875003488,85242.58434246735,14.670395648449011,22.262596872176026,26.0416500381172,33.565831344396194,41.04500511068742,44.76779823379908,52.17996475448289,59.5477935554353,63.21516428136342,70.51698340363909,77.77512493191551,81.38789844507195,88.58101307408198,95.73110031456878,99.29008925501329,106.38771062181733,113.44287609832497,116.95461712074392,123.94657397044367,130.8967067464491
365,365,12723018.0,0.0004693241881660444,2130.723336267095,11639.17116044308,27871.143645938155,44006.02105353809,52037.230381489906,68027.5523050347,83922.22450924615,91833.87062293946,92207.58765551962,92530.66265389218,92691.47472013331,93011.65523096675,93329.92050665604,93488.33851425268,93803.7523911739,94117.2795519858,94273.33913763834,94584.05735006966,94892.91692656306,95046.6532060033,95352.74565337187,13.637344206147686,21.20680409333613,24.974537678595105,32.4761814067563,39.932952289018004,43.64459439219359,51.03455872862043,58.380318336582356,62.036704053740735,69.31665165269486,76.55305250029089,80.15500432479965,87.32657309985501,94.45524331023222,98.0093770139786,105.08573853375174,112.11977117596285,115.62099330888107,122.59200686065809,129.52132149371093
366,366,12723526.0,0.00044487637618276736,2247.815468603738,11309.826821034223,27986.010171860158,44562.44109312282,52813.43601244362,69241.35584467373,85571.00794612383,93699.16766624726,109882.5195691687,125969.06716717065,133976.22029087512,149918.64567529265,165765.70740862022,165977.15860461898,166301.20423417183,166623.31150581405,166783.64188387306,167102.86333892908,167420.17529993344,167578.1187862518,167892.58788829448,13.562234928898887,20.93006372985129,24.597434455779418,31.89925357805509,39.157395106331506,42.770168619487954,49.96328324849798,57.113370488984785,60.672359429429285,67.76998079623333,74.82514627274097,78.33688729515993,85.32884414485966,92.2789769208651,95.73843761290799,102.62630304794027,109.47296699878608,112.88092559628377,119.66624905768352,126.4109845766831
