,index,blocknum,p0vs1,p1vs0,YFI-slippagemap_01,YFI-slippagemap_2,YFI-slippagemap_3,YFI-slippagemap_4,YFI-slippagemap_5,YFI-slippagemap_6,YFI-slippagemap_7,YFI-slippagemap_8,YFI-slippagemap_9,YFI-slippagemap_10,YFI-slippagemap_11,YFI-slippagemap_12,YFI-slippagemap_13,YFI-slippagemap_14,YFI-slippagemap_15,YFI-slippagemap_16,YFI-slippagemap_17,YFI-slippagemap_18,YFI-slippagemap_19,YFI-slippagemap_20,WETH-slippagemap_01,WETH-slippagemap_2,WETH-slippagemap_3,WETH-slippagemap_4,WETH-slippagemap_5,WETH-slippagemap_6,WETH-slippagemap_7,WETH-slippagemap_8,WETH-slippagemap_9,WETH-slippagemap_10,WETH-slippagemap_11,WETH-slippagemap_12,WETH-slippagemap_13,WETH-slippagemap_14,WETH-slippagemap_15,WETH-slippagemap_16,WETH-slippagemap_17,WETH-slippagemap_18,WETH-slippagemap_19,WETH-slippagemap_20
806,806,12945637.0,12.528093511566496,0.07982060471345902,0.5284835036355605,1.1917049664727817,1.8543718382534884,2.184480904360571,3.038709010792142,3.9981579994820016,4.475728168504831,5.427348372507115,6.437312952364503,6.938841201077552,7.940868303277072,8.913002121836838,9.383773134946821,13.819110346423193,18.627890175627268,21.024672589169313,25.805419868130997,30.571621469308266,32.99093516227749,37.99585718498287,11.09115299857881,16.44476012878789,19.02455456505838,24.11146562092864,28.999531336231527,31.432588866511963,36.27686151005157,40.9948800423142,43.34329545167037,48.019044180313394,52.65665356104579,54.965044635110615,59.41668513418759,63.7178308310718,65.8567405691302,70.115358399395,74.34850284672446,76.45556968131864,80.65078830454547,84.81496780975918
807,807,12946293.0,12.44319570018932,0.08036520714568407,0.49798450948272893,1.1602964143822523,1.8244246757327742,2.1555254925773637,2.8631193991583705,3.82030673367268,4.299311653805876,5.253172690371558,6.234241782098906,6.7384666066883785,7.7400208251585365,8.7426216943849,9.214155776160714,11.708242615607215,16.525060550498157,18.929043829951144,23.718142108551657,28.482477863551974,30.87277512363214,35.755478293706744,9.255010021232508,14.422350144814757,16.991465183362322,21.956960160985474,26.83038444626834,29.256153779130983,34.037204763718556,38.74109103142675,41.08247211759403,45.73912234759496,50.36284021486699,52.64653045904836,56.970290635289594,61.25453614888657,63.38703886521914,67.63290098210832,71.85336526107501,73.95412083538471,78.13379645193795,82.28550288912568
808,808,12947647.0,12.520579285657778,0.07986850905097434,0.5608444606528543,1.2240659234900755,1.8867327952707822,2.216841861377865,3.0710699678094358,4.030518956499296,4.508089125522124,5.45970932952441,6.469673909381797,6.971202158094846,7.973229260294366,8.945363078854133,9.416134091964116,13.851471303440487,18.660251132644564,21.057033546186606,25.83778082514829,30.60398242632556,33.023296119294784,38.02821814200016,10.685823061013444,16.039430191222525,18.619224627493015,23.706135683363275,28.59420139866616,31.027258928946598,35.8715315724862,40.58955010474883,42.93796551410501,47.61371424274803,52.251323623480424,54.55971469754525,59.011355196622226,63.31250089350644,65.45141063156483,69.71002846182965,73.9431729091591,76.05023974375328,80.2454583669801,84.40963787219381
809,809,12948211.0,12.361345105096024,0.08089734502984997,0.4398802532762803,1.0815197653280268,1.7447412281652481,2.0763072831013654,2.7375171660530375,3.591745272484608,4.0721893410412715,5.028764430197297,5.980384634199582,6.486124389467497,7.491877462770018,8.493904564969538,8.99450430175349,9.936809396639287,14.37214660811566,16.776943157866747,21.57770885086178,26.358456129823463,28.734360470920567,33.54397142396996,8.475857973402698,13.624767448220751,16.142563465543446,21.030629180846333,25.889456043989412,28.307959354666373,33.025977886929006,37.715774382452466,40.0501420249282,44.6877514056606,49.279832723906786,51.447782978802394,55.74892867568661,60.02034113007757,62.14645624400982,66.37960069133926,70.58742310024314,72.68188614916028,76.84606565437399,80.98533579646762
810,810,12949719.0,12.310769868962787,0.0812296883658871,0.34988197242737545,0.9033042722447028,1.565616177144226,1.8981783835586308,2.5608452553393373,3.2684391619203446,3.745182427877991,4.70463141656785,5.658492453133532,6.1338217895929645,7.1437863694503525,8.14534058792051,8.64734172036292,9.619475538922687,12.11356237836919,14.525583763509042,19.334363592713117,24.12346187131363,26.511893285216846,31.278094886394115,9.162740891017666,14.249651946887926,16.697350907188383,21.57077519247125,26.41504783601085,28.777595509921465,33.48148177762966,38.15723050627268,40.47951309379786,45.103230961069904,49.55487146014688,51.710681381492506,55.99492689508948,60.253544725354296,62.37329172831123,66.59375600727793,70.78897463050475,72.87418719814086,77.0258936353286,81.15276527810526
811,811,12950329.0,12.303385991613835,0.08127843836498459,0.3731721915261219,0.9265944913434492,1.5889063962429726,1.921468602657377,2.584135474438084,3.291729381019091,3.7684726469767376,4.727921635666597,5.681782672232279,6.157112008691711,7.167076588549099,8.168630807019257,8.670631939461668,9.642765758021435,12.136852597467936,14.54887398260779,19.357653811811865,24.146752090412377,26.53518350431559,31.301385105492862,8.87609180399747,13.96300285986773,16.41070182016819,21.28412610545105,26.128398748990655,28.49094642290127,33.19483269060946,37.87058141925249,40.19286400677767,44.81658187404971,49.26822237312668,51.424032294472305,55.70827780806928,59.9668956383341,62.086642641291036,66.30710692025774,70.50232554348456,72.58753811112067,76.7392445483084,80.86611619108507
812,812,12951849.0,12.490567424578515,0.0800604140715204,0.3435693095851102,1.0058812144846334,1.6700094758351556,2.0011102926797446,2.708704199260752,3.6658915337750613,4.144896453908258,5.09875749047394,6.079826582201287,6.58405140679076,7.585605625260917,8.588206494487281,9.059740576263096,11.553827415709597,16.370645350600537,18.774628630053524,23.563726908654036,28.328062663654357,30.718359923734525,35.601063093809124,11.180213476956492,16.347553600538742,18.916668639086307,23.88216361670946,28.755587901992325,31.181357234854968,35.96240821944254,40.666294487150736,43.00767557331802,47.66432580331894,52.28804367059098,54.57173391477234,58.89549409101358,63.17973960461055,65.31224232094313,69.5581044378323,73.778568716799,75.8793242911087,80.05899990766194,84.21070634484967
813,813,12952404.0,12.657793196643645,0.07900271275289607,0.6376701577870066,1.3003370295677132,2.0079309361487203,2.484674202106367,3.444123190796226,4.397984227361908,4.87331356382134,5.883278143678728,6.884832362148885,7.386833494591297,8.358967313151064,10.853054152597565,13.265075537737419,18.073855366941494,22.862953645542007,25.25138505944522,30.01758666062249,34.9002898306971,37.4418223762971,44.31086792655431,12.553719687682278,18.35327087254352,21.11933231544084,26.28667243902309,31.37358349489335,33.82128245519381,38.69470674047667,43.53897938401627,45.90152705792689,50.605413325635084,55.281162054278106,57.603444641803286,62.22716250907533,66.6788030081523,68.83461292949792,73.11885844309491,77.37747627335972,79.49722327631665,83.71768755528335,87.91290617851018
814,814,12953363.0,12.914776016833917,0.07743068859239512,0.5187735964964467,1.3730017029280175,2.332450691617877,2.810020860640706,3.761641064642991,4.7716056445003785,5.273133893213427,6.275160995412948,7.247294813972714,7.718065827082697,12.153403038559068,16.962182867763143,19.35896528130519,24.139712560266872,28.90591416144414,31.325227854413367,36.33014987711874,43.19919542737596,46.62050781289277,53.324358030018885,14.58172543458619,22.936678458217525,26.81207647635175,32.611627661212985,37.96523479142207,40.54502922769256,45.63194028356282,50.520005998865706,52.95306352914614,57.797336172685746,62.51535470494838,64.86377011430456,69.53951884294757,74.17712822367997,76.4855192977448,80.93715979682177,85.23830549370598,87.37721523176437,91.63583306202919,95.86897750935864
815,815,12954193.0,12.675525630319457,0.0788921918636677,0.5467571042778002,1.194106513785467,1.8864745834867407,2.35563911854818,3.299998681104169,4.238860551734124,4.706723984701498,5.70182377957022,6.688602130280535,7.183248506022465,8.140738835922603,10.620269781201465,13.025045902559151,17.819400245179473,22.594159327561965,24.975453340221538,29.72744421210977,34.59602165803387,37.130523059387066,43.98556944008818,13.315194813951498,19.11474599881274,21.88080744171006,27.04814756529231,32.13505862116257,34.58275758146303,39.456181866745894,44.3004545102855,46.66300218419611,51.3668884519043,56.042637180547324,58.36491976807251,62.988637635344546,67.44027813442152,69.59608805576715,73.88033356936413,78.13895139962894,80.25869840258588,84.47916268155257,88.6743813047794
816,816,12955112.0,12.626189814481785,0.07920045672472277,0.43445102059801133,1.0832158007561508,1.7291541019712333,2.099037443487506,3.041090017166131,3.982620878521124,4.451423411734889,5.417583059006257,6.408515872889612,6.9011649902813,7.8890783762037415,8.816783845158687,10.83283264120223,15.635181750591059,20.421565166427506,22.80672218756273,27.5568045188178,32.35224730953304,34.808584518034635,40.77358703130076,13.651131855984172,19.19156481631095,21.77911050362271,26.928019978440762,31.893514956063918,34.33388171106635,39.192708574209426,43.973759558797,46.32923041714902,51.01902691267247,55.6756771426734,57.991003935880606,62.5830852541268,66.90684543036804,69.05218120590662,73.32359366029758,77.56945577718676,79.68285322155928,83.89067563046316,88.07035124701639
817,817,12956189.0,12.747978799188436,0.07844380789711246,0.5643169311062484,1.210255232321331,2.0493031088990428,2.5221911475162284,3.4637220088712217,4.400387975052362,4.898684189356355,5.889617003239709,6.876912496373327,7.370179506553839,8.297884975508785,12.718709892910015,15.116282880941156,19.902666296777603,24.6691173305724,27.037905649167897,31.833348439883135,36.82418704973793,40.254688161650854,47.09357766480692,13.37095800459002,20.27153569015603,23.045907207585483,28.399514337794567,33.54842381261262,36.066219829935314,40.9542855452382,45.81311240838128,48.23161571905824,52.94963425132087,57.63943074684433,59.97379838932007,64.61140777005247,69.20348908829865,71.37143934319427,75.67258504007847,79.94399749446944,82.07011260840169,86.30325705573114,90.51107946463502
818,818,12956472.0,12.641349578322826,0.07910547792419119,0.370704139806044,1.0194689199641835,1.6654072211792659,2.0352905626955384,2.9773431363741634,3.9188739977291567,4.3876765309429215,5.35383617821429,6.344768992097644,6.837418109489333,7.825331495411774,8.75303696436672,10.769085760410263,15.571434869799091,20.35781828563554,22.742975306770763,27.49305763802583,32.288500428741074,34.74483763724267,40.70984015050879,14.456513890175657,19.996946850502432,22.584492537814196,27.733402012632247,32.6988969902554,35.13926374525783,39.99809060840091,44.77914159298848,47.1346124513405,51.82440894686396,56.48105917686488,58.796385970072095,63.38846728831828,67.71222746455952,69.8575632400981,74.12897569448907,78.37483781137824,80.48823525575077,84.69605766465465,88.87573328120789
819,819,12956992.0,12.643877974651986,0.07908965920145432,0.36096964263894793,1.0111099810580928,1.6584156123823697,2.028979548651634,2.9723872022782976,3.9152650377710545,4.38473803362402,5.352232587303096,6.344492322475904,6.837801921049195,7.827030340246914,8.75473580920186,10.770784605245403,15.573133714634231,20.359517130470678,22.744674151605903,27.49475648286097,32.290199273576214,34.74653648207781,40.71153899534393,14.623128282605618,20.18080988082322,22.776941158548215,27.94294473750433,32.92543156891123,35.37425609587075,40.2499225793304,45.04771245371668,47.41151517140164,52.11790058992633,56.79104051163589,59.11457512604676,63.72299840184886,68.06300278285461,70.21642418665046,74.5039353112978,78.76579980091583,80.88716250009362,85.1108439125898,89.30628366850355
820,820,12958739.0,12.572016463075379,0.07954173484715427,0.3433024625928405,0.9924939771633151,1.6412148246610752,1.9643821924693552,2.804789220031011,3.7504998035250523,4.22123161785804,5.159236500988687,6.155667203711766,6.650458902562889,7.6390733797402115,8.597220240053526,9.060702389288846,13.481527306690074,18.275881649310396,20.665483710557666,25.43193474435246,30.183925616240693,32.596165853663194,37.587004463517985,13.361592042829734,18.732396146813954,21.320750454505756,26.42470441311596,31.329711084136488,33.77120105421615,38.632262876363036,43.36697015966738,45.72369247155928,50.41598043291882,55.0700301143125,57.3866044224934,61.854537930800994,66.17187917491619,68.31885032192275,72.59351860035417,76.84261748835937,78.9576257181104,83.16865584209721,87.34855226841374
821,821,12959446.0,12.25059764749692,0.08162867059831348,0.30472527238043606,0.7741535178885676,1.4094414648237175,1.7330752249568102,2.383215563375955,3.030521194700232,3.4010851309694963,4.344492784596159,5.287370620088916,5.756843615941881,6.7243381696209585,7.716597904793765,8.209907503367058,9.199135922564777,10.126841391519722,12.142890187563266,16.945239296952092,21.731622712788543,24.116779733923764,28.866862065178832,9.40015036450475,14.382637195911649,16.831461722871165,21.70712820633082,26.504918080717097,28.868720798402062,33.57510621692675,38.24824613863631,40.57178075304718,45.18020402884928,49.52020840985503,51.67362981365087,55.96114093829821,60.22300542791625,62.34436812709404,66.5680495395902,70.76348929550397,72.85030290714843,77.00519595458636,80.69382137130648
822,822,12960190.0,12.251822707261669,0.08162050854745873,0.3006566276994977,0.7700848732076291,1.4053728201427789,1.7290065802758718,2.379146918695017,3.0264525500192936,3.3970164862885577,4.340424139915221,5.283301975407978,5.752774971260943,6.72026952494002,7.712529260112827,8.205838858686118,9.195067277883837,10.122772746838784,12.138821542882326,16.941170652271154,21.727554068107604,24.112711089242826,28.862793420497894,9.450000364507433,14.432487195914332,16.88131172287385,21.756978206333507,26.55476808071978,28.918570798404744,33.624956216929434,38.298096138638996,40.621630753049864,45.23005402885197,49.570058409857715,51.723479813653555,56.01099093830089,60.272855427918934,62.39421812709672,66.6178995395929,70.81333929550665,72.90015290715111,77.05504595458905,80.74367137130916
823,823,12960865.0,12.091169324948059,0.08270498684826712,0.3329965260349781,0.771673286212409,1.2411015317205405,1.5517834330067923,2.2000232387887833,2.850163577207928,3.174301840723925,3.868033144801469,4.811440798428133,5.283586819587902,6.223791629773855,7.191286183452932,7.688754219774617,8.67685551719903,9.666083936396749,10.130307256116375,12.609838201395238,17.412187310784066,19.808968665373246,24.583727747755738,8.69629208880417,13.586606585843349,16.020783099223344,20.81857297360962,25.53909800318649,27.888761109819274,32.56190103152883,37.2020099541206,39.493858921741804,43.83386330274755,48.13425585354995,50.27479583119073,54.53666032080877,58.773031249737606,60.881704432482735,65.07714418839649,69.24452046941148,71.31885084747888,75.007476264199,78.23394492545083
824,824,12962432.0,12.120221527440647,0.08250674277990395,0.24613640136418585,0.6848131615416168,1.1542414070497482,1.464923308336,2.1131631141179907,2.763303452537136,3.087441716053133,3.781173020130677,4.72458067375734,5.19672669491711,6.136931505103062,7.104426058782139,7.601894095103824,8.589995392528238,9.579223811725956,10.043447131445582,12.522978076724446,17.325327186113274,19.722108540702454,24.496867623084945,9.74785516504667,14.638169662085845,17.072346175465842,21.870136049852114,26.590661079428983,28.940324186061773,33.613464107771335,38.2535730303631,40.545421997984306,44.885426378990054,49.185818929792454,51.32635890743323,55.58822339705127,59.82459432598011,61.93326750872523,66.12870726463899,70.29608354565399,72.37041392372139,76.0590393404415,79.28550800169333
825,825,12963468.0,11.955314927059574,0.08364480618880288,0.30309379459130714,0.7301764840565155,1.1688532442339463,1.3941489276340873,1.9489633910283297,2.5972031968103204,2.922760951247702,3.5714817987454626,4.265213102823006,4.735056194115399,5.680766777609439,6.620971587795392,7.089503475073074,8.085934177796153,9.074035475220567,9.569340353824598,10.527487214137912,13.007018159416775,15.411794280774462,20.206148623394785,8.704472546221387,13.565534368368276,15.936438933987656,20.656963963564525,25.349251924924065,27.679766991906874,32.31987591449864,36.787809422806234,38.95172926312559,43.25212181392799,47.52679009235941,49.65452628118681,53.89089721011565,58.10192733410245,60.19501014877453,64.36238642978952,68.50483418208066,70.12534222457704,73.35181088582887,76.46584631665353
826,826,12964088.0,12.058568828242732,0.08292858084931856,0.21471715455003318,0.6407646782079964,1.0920328943148,1.3361654564227905,1.9589649985215898,2.5832918118921144,2.8954978770644595,3.518161574181215,4.334074071198101,4.795446367148298,5.714049122425376,6.627924131462536,7.114876041554092,8.083222087637933,9.048065920252414,9.530157512483424,10.434305302355234,14.831713457696837,17.21763064374773,21.980807090351448,9.953414435167966,14.829080918627623,17.255966227394513,21.990673510698862,26.69705892922355,29.039683783950306,33.693733465343975,38.302156741146085,40.478241281832474,44.79558252594767,49.08309365059501,51.21722195138565,55.46632083939084,59.690002251887016,61.79235919312869,65.97225561944522,70.12714866688316,72.19526604110689,75.43142815931316,78.64823240299788
827,827,12964855.0,12.159066412787137,0.0822431563453215,0.34656522067186,0.7978334367786637,1.352647900172906,1.6647655409854534,2.289092354355978,2.9130972356840976,3.2239621166450783,4.039874613661964,4.961237185768998,5.419849664889239,6.333724673926399,7.306169841947329,7.7890226301017975,8.753866462716278,9.688384867880467,10.140105844819097,14.537514000160701,19.3085916516406,21.686607632815313,26.42999051696501,8.657692470608456,13.56269914162898,16.00418911170864,20.86525093385553,25.599958217159877,27.95668052905178,32.64896849041132,37.30301817180499,39.6195924799859,44.087525988293486,48.404867232408684,50.551838379415244,54.826506657846664,59.07560554585186,61.190613775602905,65.4016438995897,69.58154032590625,71.66210299527678,75.8045507475679,79.04071286577418
828,828,12965386.0,12.114163234286034,0.08254800440279328,0.2636171404343051,0.702293900611736,1.1717221461198675,1.4824040474061193,2.105704449766157,2.7310545667615362,3.0428533829173112,3.7120165658194364,4.631003056845374,5.090993333002211,6.006995773942394,6.95043273125117,7.435925989180543,8.400185227054262,9.365714202180502,9.818141015113682,12.274184846051845,17.053187333444804,19.438347798873814,24.189969426610944,9.536020177243769,14.426334674282945,16.860511187662944,21.658301062049215,26.378826091626085,28.72848919825887,33.40162911996843,38.0417380425602,40.333587010181404,44.67359139118715,48.97398394198955,51.11452391963033,55.37638840924837,59.612759338177206,61.721432520922335,65.91687227683609,70.08424855785108,72.15857893591848,75.8472043526386,79.07367301389043
829,829,12966076.0,11.960097770397113,0.0836113566291354,0.286440975232997,0.7135236646982053,1.1522004248756361,1.377496108275777,1.9323105716700195,2.555610974030057,2.8687550258530914,3.492759907181211,4.161923090083336,4.619537285159078,5.540899857266111,6.456902298206294,6.913387345423513,7.885832513444443,8.850091751318162,9.333529134213391,10.268047539377582,12.724091370315746,15.117176671657814,19.888254323137712,8.90361242253152,13.764674244678408,16.13557881029779,20.85610383987466,25.5483918012342,27.87890686821701,32.51901579080877,36.98694929911637,39.15086913943573,43.45126169023813,47.72592996866955,49.853666157496946,54.09003708642578,58.30106721041258,60.39415002508466,64.56152630609967,68.70397405839078,70.32448210088718,73.550950762139,76.66498619296365
830,830,12967163.0,11.681157846644027,0.0856079519794605,0.27312756750713524,0.6872390933217085,1.1041075395641249,1.317846932842138,1.7438944565001013,2.195162672606905,2.4392952347148955,3.062094776813695,3.6864215901842194,3.9986276553565645,4.62129135247332,5.4372038494902055,5.898576145440402,6.81717890071748,7.731053909754641,8.218005819846198,9.186351865930039,10.151195698544518,10.63328729077553,11.537435080647338,8.834146879308623,13.540532297833312,15.883157152560065,20.53720683395374,25.145630109755846,27.321714650442235,31.63905589455743,35.92656701920477,38.06069531999541,42.3097942080006,46.53347562049677,48.63583256173845,52.815728988054985,56.97062203549292,59.03873940971665,62.27490152792292,65.49170577160764,66.99975154428952,70.00230528419944,72.98689853673945
831,831,12968423.0,11.82098696693154,0.08459530518030656,0.2750214515324367,0.691889897774853,1.1189725872400613,1.3316768147108295,1.7829450308176331,2.3377594942118756,2.649877135024423,3.2742039483949474,3.898208829723067,4.209073710684048,5.024986207700934,5.946348779807967,6.404961258928209,7.318836267965369,8.2912814359863,8.774134224140766,9.738978056755247,10.673496461919438,11.125217438858067,15.52262559419967,8.943467282204805,13.678174565509153,16.034896877401057,20.727184838760596,25.38123452015427,27.69780882833517,32.165742336642765,36.48308358075796,38.630054727764524,42.904723006195944,47.15382189420113,49.26883012395218,53.47986024793898,57.65975667425552,59.74031934362606,63.88276709591718,67.11892921412345,68.7297437996654,71.84377923049006,74.84633297039997
832,832,12968948.0,11.713909281682689,0.08536859693490398,0.38076072303477265,0.7936318728457256,1.2181137778757916,1.4314570740629866,1.8701338342404175,2.339562079748549,2.6502439810348006,3.2735443833948388,3.898894500390218,4.210693316545992,4.879856499448118,5.798842990474056,6.258833266630893,7.174835707571075,8.118272664879852,8.603765922809224,9.568025160682943,10.533554135809183,10.985980948742363,13.442024779680528,7.637045728179541,12.35757075775641,14.707233864389197,19.380373786098758,24.020482708690526,26.31233167631173,30.652336057317477,34.95272860811988,37.093268585760654,41.355133075378696,45.59150400430753,47.70017718705266,51.89561694296641,56.062993223981415,58.13732360204881,61.82594901876893,65.05241768002075,66.65840733816353,69.66998177832652,72.66354180906215
833,833,12969728.0,11.681157846644027,0.0856079519794605,0.2782213319514751,0.7001071523859889,1.1247033898431062,1.3422893262013238,1.7759954065900436,2.2348763673111076,2.482798208293574,3.1131422912835336,3.7449685164240325,4.060907448124082,4.691003368533799,5.514303630607271,5.979353220939095,6.905277553130473,7.826430343643048,8.317004803087277,9.29256342735475,10.264576694670293,10.750236906210228,11.654384696082037,9.00221493211957,13.798770660729483,16.186278199465207,20.9296903432931,25.626941530353054,27.847240579239994,32.25261391053224,36.62763054044172,38.80531510728644,43.141135530068816,47.451019722061496,49.59628449515162,53.861611401151634,58.101423898708326,60.21181032491365,63.44797244311992,66.66477668680464,68.17282245948653,71.17537619939644,74.15996945193645
834,834,12970795.0,11.782043948378773,0.08487491681251126,0.39715161649912745,0.8217478539562448,1.2565121087614934,1.4730398707031824,1.9319208314242462,2.4943025022502465,2.8101867553966726,3.442012980537171,4.073472413846766,4.388047832646938,5.21134809472041,6.140054240422109,6.602322017243612,7.523474807756186,8.503154223227265,8.98960789146789,9.961621158783432,10.899708183256546,11.351429160195176,15.74883731553678,7.7309634823000275,12.55638369833995,14.958258789435108,19.74044696568559,24.48385910951348,26.844913988114275,31.401409345460376,35.806782676752626,37.99757220452607,42.35948387350682,46.695304296289194,48.85347856302474,53.150453261372,57.41578016737201,59.53886625089626,63.765979091134035,67.00214120934031,68.61295579488225,71.72699122570691,74.72954496561682
835,835,12971755.0,11.742055018069745,0.08516396818624242,0.3034094537770083,0.7240316120931946,1.156218160178864,1.373396478625895,1.8197088546926423,2.296727042271114,2.611186872114648,3.242009217089428,3.8748362821016222,4.190356783711168,4.866929927248954,5.793282054916635,6.25693861028651,7.180240697875306,8.130933637064818,8.620038593091666,9.591488805052588,10.564165740187768,11.016592553120947,13.472636384059113,8.772432920090846,13.583399162579564,15.97807980009432,20.740850652905753,25.47005436125873,27.806250669717894,32.234551619499975,36.62271257767053,38.80693967980656,43.155786242399046,47.47861893616919,49.630328861426335,53.91145575533327,58.164006624040724,60.280733038073166,64.01162750677489,67.2380961680267,68.84408582616948,71.85566026633248,74.8492202970681
836,836,12972260.0,11.791472883169659,0.0848070474238491,0.3688840324704982,0.7934802699276156,1.2282445247328642,1.4447722866745532,1.903653247395617,2.4660349182216175,2.781919171368043,3.413745396508542,4.045204829818138,4.359780248618309,5.183080510691781,6.1117866563934795,6.574054433214982,7.495207223727557,8.474886639198635,8.96134030743926,9.933353574754802,10.871440599227917,11.323161576166546,15.720569731508151,8.064147500733219,12.889567716773142,15.291442807868298,20.07363098411878,24.817043127946672,27.178098006547465,31.734593363893566,36.13996669518581,38.33075622295926,42.69266789194001,47.02848831472239,49.18666258145793,53.483637279805194,57.74896418580521,59.872050269329456,64.09916310956723,67.3353252277735,68.94613981331544,72.0601752441401,75.06272898405001
837,837,12972849.0,11.71039581161562,0.08539421007512772,0.4003576285260657,0.8209797868422519,1.2531663349279214,1.4703446533749522,1.9166570294416998,2.393675217020171,2.7081350468637058,3.3389573918384854,3.9717844568506795,4.287304958460226,4.963878101998011,5.8902302296656925,6.353886785035568,7.277188872624364,8.227881811813875,8.716986767840723,9.688436979801645,10.661113914936825,11.113540727870006,13.56958455880817,7.635522161239925,12.446488403728644,14.8411690412434,19.603939894054832,24.33314360240781,26.669339910866974,31.097640860649054,35.4858018188196,37.67002892095564,42.01887548354812,46.341708177318274,48.49341810257541,52.774544996482355,57.0270958651898,59.14382227922224,62.87471674792396,66.10118540917578,67.70717506731856,70.71874950748155,73.71230953821718
838,838,12973872.0,11.403020861091878,0.08769605985832131,0.27804713598760283,0.6965883367680477,1.121012978015825,1.3322722658638178,1.7528944241800042,2.1850809722656734,2.4022592907127045,2.848571666779452,3.3255898543579234,3.6400496842014576,4.270872029176237,4.903699094188432,5.219219595797978,5.895792739335763,6.822144867003445,7.2858014223733205,8.209103509962116,9.159796449151628,9.648901405178474,10.620351617139397,8.78502558155244,13.514229289905417,15.85042559836458,20.278726548146665,24.666887506317213,26.851114608453248,31.199961171045732,35.52279386481588,37.67450379007302,41.95563068397996,46.20818155268741,48.32490796671985,52.05580243542157,55.28227109667339,56.888260754816166,59.89983519497916,62.89339522571479,64.38345351994796,67.35019369892561,70.26340284782657
839,839,12974541.0,11.47967376878926,0.08711048938679623,0.2543965394829675,0.675883850091499,1.0990371704959547,1.3096637030824754,1.7342599405395929,2.1690241953448415,2.3855519572865305,2.8444329180075942,3.4068145888335946,3.72269884198002,4.35452506712052,4.985984500430114,5.300559919230286,6.123860181303758,7.052566327005457,7.51483410382696,8.435986894339534,9.415666309810613,9.902119978051237,10.87413324536678,9.078387335869515,13.82179947969741,16.1828543582982,20.739349715644302,25.14472304693655,27.33551257471,31.697424243690744,36.033244666473124,38.191418933208666,42.48839363155593,46.75372053755594,48.87680662108019,53.103919461317965,56.34008157952424,57.950896165066176,61.06493159589083,64.06748533580075,65.56202029410757,68.53767360960394,71.49552735560785
840,840,12975657.0,11.553375590152076,0.08655479017339184,0.24026583162712764,0.6646904728749049,1.0865762933094185,1.296571919039084,1.7287584671247536,2.1624645475134736,2.392249161638532,2.869267349217003,3.4996114322069634,3.8145495240353178,4.447376589047511,5.0774725094572295,5.439470234194844,6.3658223618625245,7.291746694053903,7.7527810048211965,8.703473944010707,9.679032568278181,10.164029111998477,11.136706047133657,9.26008654563518,14.022857398446613,16.391006228198798,21.088257415258756,25.516558365040837,27.713929795437938,32.08894642534742,36.43779298793991,38.60245141497451,42.91233560696719,47.19346250087413,49.32292728605733,53.56273978361403,57.29363425231575,58.909288328025625,62.12609257171034,65.13766701187333,66.63669208430214,69.62128533684213,72.58802551581978
841,841,12976161.0,11.483118015321587,0.08708436146573861,0.24331128884235712,0.6647985994508886,1.0879519198553442,1.298578452441865,1.7231746898989824,2.157938944704231,2.37446670664592,2.8333476673669837,3.395729338192984,3.71161359133941,4.343439816479909,4.974899249789504,5.289474668589676,6.112774930663148,7.041481076364847,7.503748853186349,8.424901643698924,9.40458105917,9.891034727410627,10.86304799472617,9.205665023421641,13.949077167249536,16.310132045850327,20.86662740319643,25.272000734488678,27.462790262262125,31.824701931242874,36.160522354025254,38.31869662076079,42.61567131910806,46.88099822510807,49.00408430863232,53.23119714887009,56.46735926707636,58.078173852618306,61.192209283442956,64.19476302335288,65.6892979816597,68.66495129715607,71.62280504315999
842,842,12976900.0,11.531446112586869,0.08671939236731761,0.30407351974478036,0.7284981609925576,1.1503839814270713,1.360379607156737,1.7925661552424064,2.226272235631126,2.4560568497561848,2.933075037334656,3.563419120324616,3.8783572121529706,4.511184277165165,5.141280197574882,5.503277922312496,6.429630049980177,7.355554382171555,7.816588692938849,8.767281632128359,9.742840256395834,10.22783680011613,11.200513735251311,8.523563863891441,13.286334716702873,15.654483546455058,20.351734733515013,24.780035683297097,26.9774071136942,31.352423743603683,35.701270306196164,37.865928733230774,42.175812925223454,46.45693981913039,48.58640460431359,52.826217101870284,56.557111570572005,58.17276564628188,61.389569889966594,64.4011443301296,65.9001694025584,68.8847626550984,71.85150283407604
843,843,12977423.0,11.343882003789613,0.08815324415979763,0.25303009303856533,0.6728287437448133,1.0943160543533448,1.3062100869098074,1.7280959073443212,2.1526921448014384,2.370278081159656,2.8039841615483763,3.26286512226944,3.510786963251906,4.141131046241866,4.772957271382365,5.088896203082414,5.718992123492132,6.542292385565604,7.007341975897427,7.933266308088806,8.85441909860138,9.34499355804561,10.320552182313083,9.04677806918742,13.744029256247376,15.964328305134314,20.369701636426562,24.744718266336044,26.922402833180755,31.258223255963134,35.56810744795582,37.71337222104594,41.97869912704596,46.21851162460265,48.32889805080797,51.565060169014245,54.78186441269896,56.28991018538084,59.29246392529076,62.27705717783076,63.76265219909396,66.72050594509787,69.58920423665883
